Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Buchwald-Hartwig,11.7,-0.38,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,DBU,DMSO,,,
Buchwald-Hartwig,91.03,2.54,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,K2CO3,DMSO,,,
Buchwald-Hartwig,0.0,-0.65,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,KOH,tAmOH,,,
Buchwald-Hartwig,52.63,1.19,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,Brij 35,iPrOAc,,
Buchwald-Hartwig,0.0,-0.37,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,tAmOH,,,
Deprotection,0.0,-0.67,R3N,R3N,,,,,,No Ligand,,DCE,,,
Suzuki-Miyaura,47.03,0.88,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,(CyMPhos)PdCl2,CyMPhos,KOH,THF,water,,
Stetter,21.99,0.07,RCHO,alkene,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NEt3,EtOH,,,
Suzuki-Miyaura,45.28,1.15,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,
Suzuki-Miyaura,0.0,-0.83,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dcypfPdCl2,dcypf,NEt3,iPrOAc,,,
Cyclization,0.0,-2.1,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,PhMe,,,CDT
Suzuki-Miyaura,46.12,-0.06,ArI,alkeneB(OR)2,ArI,alkeneB(OR)2,ArX*,RB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,Dioxane,water,,
CC-Coupling,4.1,-0.69,RCO2R,ArI,,,,,NiBr2-glyme,tBubpyCAMCN,,DMAc,,TFA,
Buchwald-Hartwig,0.0,-0.23,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,Dioxane,,,
Cyclization,33.48,0.19,alkyne,alkyne,,alkyne,,Alkyne,dppfPdCl2,dppf,,PhMe,,,
Suzuki-Miyaura,91.76,1.2,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
CC-Coupling,47.52,1.02,ArBr,RCO2R,,,,,Ni(OAc)2,tBubpyCAMCN,,DMAc,,,
CC-Coupling,26.93,0.07,ArBr,RCO2R,ArBr,,ArX*,,,No Ligand,,MeCN,,,
CC-Coupling,51.77,1.22,ArBr,RCO2R,ArBr,,ArX*,,"(4,4-dtbbpy)NiCl2",No Ligand,,DMAc,,pyridine,
CC-Coupling,35.08,0.45,ArBr,RCO2R,ArBr,,ArX*,,"(4,4-dtbbpy)NiCl2",No Ligand,lutidine,iPrOAc,,LiI,
Buchwald-Hartwig,31.32,0.32,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,66.49,1.16,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhos Pd(allyl)Cl,XantPhos,KOH,MeTHF,,,
Buchwald-Hartwig,8.28,-0.68,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,MeCN,water,water,
Sonogashira,3.8,-0.7,ArBr,alkyne,ArBr,alkyne,ArX*,Alkyne,"CuI, XPhos Pd(crotyl)Cl",XPhos,DIPEA,DMSO,,,
Sonogashira,4.19,-0.68,ArBr,alkyne,,alkyne,,Alkyne,"Cu(MeCN)4BF4, tBuBrettPhos Pd(allyl)OTf",tBuBrettPhos,Cs2CO3,DMF,,,
Cyclization,1.66,-0.25,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"Cu(MeCN)4BF4, dppf Pd G3",dppf,Cs2CO3,NMP,,LiCl,
Cyclization,78.97,3.31,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,dppf Pd G3,dppf,Cs2CO3,DMF,,AgOTf,
Suzuki-Miyaura,0.0,-1.55,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki-Miyaura,48.97,0.98,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,nBuOAc,water,,
Suzuki-Miyaura,2.64,-0.41,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,iPrOAc,MeOH,,
Suzuki-Miyaura,0.0,-0.52,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,iPrOAc,water,,
Amide-coupling,4.69,-0.76,R2NH,RCO2R,,R2NH,,Aliphatic-amine,,No Ligand,"KOH, NMM",THF,water,OxymaPure,EDC
CN-Coupling,0.69,-0.37,ArBr,RCONHR,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,tAmOH,,,
CN-Coupling,0.0,-0.18,ArBr,RCONHR,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,tAmOH,,,
Suzuki-Miyaura,0.0,-0.99,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,iPrOAc,MeOH,,
Suzuki-Miyaura,0.0,-0.43,Alkyl-B(OH)2,ArCl,ArCl,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,MeOH,,
Cyclization,0.0,-0.41,RCO2R,RCO2R,,,,,,No Ligand,pyrrolidine,anisole,,,
Cyclization,10.44,0.09,RCO2R,RCO2R,,,,,,No Ligand,,MeCN,,Imidazole,
CN-Coupling,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,AdBrettPhosPd G6 Br,Ad-BrettPhos,K2CO3,tAmOH,,,
CN-Coupling,33.87,2.07,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,PEPPSI-IPENT,IPENT,K2CO3,anisole,,,
CN-Coupling,0.0,-0.53,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,,No Ligand,Cs2CO3,tAmOH,,,
CN-Coupling,9.0,0.58,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,Cu(MeCN)4BF4,N-Methylglycine,NaOtBu,tAmOH,,,
Alkylation,0.0,-0.27,Alkyl-H acidic,ArBr,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,cataCXiumA Pd G6 Br)2,CataCXiumA,"NaH, TMP",THF,,LiBr,
Suzuki-Miyaura,0.0,-0.87,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,meCgPPh Pd G3,meCgPPh,KOH,Dioxane,water,Potassium 2-ethylhexanoate,
CO-Coupling,10.31,-0.22,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,MeCN,,,
CO-Coupling,0.0,-0.71,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,Cu(MeCN)4BF4,diphenethyloxamide,NaBHT,tAmOH,,,
CO-Coupling,0.0,-0.71,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,Propionitrile,,,
CN-Coupling,0.99,-0.33,Lactam,Alkyl-B(OH)2,,"Alkyl-B(OH)2, Lactam",,"RB*, Amide-type",Copper(II)acetate,bpy,"Na2CO3, pyridine",tAmOH,,,
CN-Coupling,0.0,-0.34,Lactam,Alkyl-Br,Alkyl-Br,Lactam,Alkyl-X,Amide-type,CuI,MNBO,Cs2CO3,DMF,,,
CH-Activation,1.99,-0.26,ArI,Ar-H,ArI,Ar-H,ArX*,ArH,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOPiv,nBuOAc,,AgF,
Sonogashira,0.0,-0.78,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"CataCXiumA Pd(allyl)Cl, Cu(MeCN)4BF4",CataCXiumA,NEt3,DMSO,,,
CH-Activation,24.99,0.18,ArBr,ArH,ArBr,,ArX*,,Pd(OTFA)2,dppbenz,K2CO3,DMAc,,AgF,
Suzuki-Miyaura-in-situ,0.7,-1.11,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd(crotyl)Cl,SPhos,"K2CO3, K3PO4",THF,water,iPrOH,
Suzuki-Miyaura-in-situ,69.53,0.92,ArBr,ArBr,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,K3PO4,THF,water,"iPrOH, KOPiv",
CO-Coupling,0.0,-0.5,alkyl-OH primary,ArBr,ArBr,,ArX*,,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,PhMe,,,
Suzuki-Miyaura,1.42,-1.13,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K3PO4,PhMe,water,MeOH,
Suzuki-Miyaura,4.98,-1.33,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K3PO4,PhMe,water,MeOH,
Negishi,2.1,-0.14,Alkyl-M,ArBr,ArBr,Alkyl-M,ArX*,Organometallic,rac-BINAP Pd G3,BINAP,,,,LiCl,
Suzuki-Miyaura,34.66,-0.99,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,NaHCO3,iPrOAc,water,,
Suzuki-Miyaura,89.83,1.29,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Heck,0.0,-0.88,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,NEt3,THF,,,
Heck,29.72,1.75,alkene,ArBr,ArBr,alkene,ArX*,Alkene,BippyPhos Pd(allyl)OTf,BippyPhos,"NEt3, TBD",MeTHF,,TBAC,
Heck,29.07,1.69,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,"N-Methyldicyclohexylamin, TBD",MeTHF,,,
Heck,0.0,-0.88,alkene,ArBr,ArBr,alkene,ArX*,Alkene,BippyPhos Pd(allyl)OTf,"BippyPhos, PBu3",N-Methyldicyclohexylamin,THF,,"TBAB, ZnCl2",
Condensation,0.0,-0.33,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,lutidine,MeCN,,,
Condensation,0.0,-0.84,RSO2Cl,ArNH2,,ArNH2,,Aniline-type,,No Ligand,pyridine,HFIP,,,
Condensation,0.0,-0.56,RSO2Cl,ArNH2,,ArNH2,,Aniline-type,,No Ligand,pyridine,HFIP,,,
Suzuki-Miyaura,9.59,1.0,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,tAmOH,water,,
Buchwald-Hartwig,15.24,-0.24,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,PhMe,water,,
Buchwald-Hartwig,0.0,-0.82,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,Cu(MeCN)4BF4,BFMO,DBU,DMSO,,,
Buchwald-Hartwig,8.88,-0.49,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,anisole,,,
Buchwald-Hartwig,0.0,-0.8,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KOH,THF,,,
CN-Coupling,0.0,-0.64,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,Cu(MeCN)4BF4,PPBO,KOH,tAmOH,water,,
Buchwald-Hartwig,8.63,0.16,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,AlPhosPd G6 Br,AlPhos,K3PO4,iPrOAc,water,,
CH-Activation,0.0,-1.1,ArH,ArBr,ArBr,,ArX*,,XantPhos Pd G2,XantPhos,Li2CO3,NMP,water,KOPiv,
CH-Activation,35.16,0.01,ArH,ArBr,ArBr,,ArX*,,XantPhosPdCl2,XantPhos,Cs2CO3,anisole,NMP,,
CH-Activation,25.86,-0.28,ArH,ArBr,ArBr,,ArX*,,Pd(OAc)2,Missing,"K2CO3, NMI",anisole,,KOAc,
Suzuki-Miyaura,0.0,-0.13,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,,No Ligand,Cs2CO3,,,18-crown-6,
Suzuki-Miyaura,70.42,0.58,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Na2CO3,tAmOH,water,,
Suzuki-Miyaura,0.0,-1.74,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,MeOH,water,,
Buchwald-Hartwig,0.0,-0.59,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,[Pd(allyl)(cataCXiumPCy)]OTf,cataCXiumPCy,NaOtBu,Dioxane,,,
Buchwald-Hartwig,10.6,-0.25,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,KHMDS,PhMe,,,
Buchwald-Hartwig,75.67,0.75,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KHMDS,MeTHF,,,
Buchwald-Hartwig,59.12,-0.63,ArCl,ArNHR,ArCl,ArNHR,ArX*,Aniline-type,dtbpfPdCl2,dtbpf,KHMDS,MeTHF,,,
Buchwald-Hartwig,61.71,0.56,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,,,
Buchwald-Hartwig,10.7,-0.63,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,LiHMDS,MeTHF,,,
Buchwald-Hartwig,0.0,-0.43,R2NH,ArBr,ArBr,R2NH,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KHMDS,MeTHF,,,
Buchwald-Hartwig,54.96,0.38,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,,,
Buchwald-Hartwig,28.69,-0.53,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,NaOtBu,PhMe,,,
Buchwald-Hartwig,2.22,-0.21,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KHMDS,MeTHF,,,
Buchwald-Hartwig,0.0,-0.93,ArNHR,ArCl,ArCl,ArNHR,ArX*,Aniline-type,dtbpfPdCl2,dtbpf,K3PO4,PhMe,,,
Buchwald-Hartwig,5.79,-0.42,Ar2NH,ArBr,ArBr,Ar2NH,ArX*,Aniline-type,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,,,
Buchwald-Hartwig,0.0,-0.46,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,,,
Buchwald-Hartwig,2.35,-0.62,RCONH2,ArBr,ArBr,RCONH2,ArX*,Amide-type,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,,,
Condensation,37.58,0.4,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,NaOtBu,THF,,,BOP-Cl
Condensation,22.56,-0.65,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,NaOtBu,MeTHF,,,pyBOP
Condensation,37.31,0.38,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KOtPent,tAmOH,,,pyBOP
Buchwald-Hartwig,1.15,-0.42,R2NH,ArBr,ArBr,R2NH,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KHMDS,Dioxane,,,
Suzuki-Miyaura,0.0,-0.39,ArCl,alkeneB(OR)2,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
CO-Coupling,8.87,0.58,Alkyl-OH a-branch,ArBr,ArBr,ROH-a-branch,ArX*,ROH,BrettPhos Pd(crotyl)OTf,BrettPhos,KHMDS,PhMe,,,
CO-Coupling,1.5,-0.56,Alkyl-OH a-branch,ArBr,ArBr,ROH-a-branch,ArX*,ROH,Copper(II)acetate,NN-Dibenzyloxamide,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,19.16,-0.52,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,RuPhos Pd(crotyl)Cl,RuPhos,K3PO4,Dioxane,,,
Wittig,0.0,-0.4,RCH2PPh3X,R2CO,,,,,,No Ligand,KOtPent,NMI,,,
CH-Activation,0.0,-0.47,ArH,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,"K2CO3, NMI",NMP,,KOAc,
Amide-coupling,38.14,0.02,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,NMM,MeCN,,,EDC
Amide-coupling,69.19,0.95,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,NMM,MeCN,,,HATU
Amide-coupling,34.71,-0.09,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,NMM,MeCN,,DMAP,DIC
Buchwald-Hartwig,42.19,0.14,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.99,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,dppfPdCl2,dppf,NaOtPent,iPrOH,,,
Buchwald-Hartwig,83.92,0.89,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,MeTHF,,,
Buchwald-Hartwig,85.38,2.04,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,[Pd(allyl)(AlPhos)]OTf,AlPhos,Cs2CO3,Dioxane,,,
CH-Activation,26.29,0.06,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,TFE,,KOAc,
CH-Activation,8.69,-0.66,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,AcOH,MeCN,"AcOH, TFE",
Buchwald-Hartwig,6.46,-1.08,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,tAmOH,water,,
Buchwald-Hartwig,36.32,-0.28,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,K3PO4,Dioxane,water,,
SNAr,0.0,-0.66,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,KHMDS,DCM,,,pyBOP
SNAr,10.55,0.25,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,"LiHMDS, NaOtBu",MeTHF,,,PyBrOP
Buchwald-Hartwig,4.11,-0.77,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,5.58,-0.55,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,Dioxane,,,
Buchwald-Hartwig,3.87,0.38,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,Dioxane,,,
Condensation,31.05,-0.01,enolether,enolether,,enol-ether,,Alkene,,No Ligand,NH3,THF,,,
Condensation,6.17,-1.15,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,Cs2CO3,MEK,,"TBAB, water",
Condensation,69.3,1.46,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,DIPEA,MeTHF,,water,
Condensation,0.0,-1.41,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,NaHCO3,MEK,,,
CH-Activation,3.49,-0.48,ArH,ArI,ArI,,ArX*,,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K2CO3,nBuOAc,,KOAc,
Buchwald-Hartwig,7.14,-0.28,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,KHMDS,Dioxane,,,
Buchwald-Hartwig,6.07,-0.62,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,KHMDS,Dioxane,,,
Buchwald-Hartwig,2.71,0.05,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,PhMe,,,
Buchwald-Hartwig,12.9,-1.47,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,K2CO3,NBP,,water,
Buchwald-Hartwig,41.51,-0.52,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,KOtBu,iPrOH,,water,
Buchwald-Hartwig,78.88,0.72,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,DBU,PrOH,,water,
Buchwald-Hartwig,30.92,-0.87,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,K3PO4,BuOH,,,
Buchwald-Hartwig,93.99,1.23,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,Salicylaldoxime,K3PO4,BuOH,DMSO,,
CN-Coupling,65.77,0.87,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,Copper(I) thiophene-2-carboxylate,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,,,
CN-Coupling,69.55,1.03,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,MeCN,,,
CN-Coupling,29.38,-0.59,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuBr,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,EtOH,,TBAB,
CN-Coupling,6.47,-1.5,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,iPrOAc,,TBAB,
CN-Coupling,2.33,-1.67,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,Salicylaldoxime,K2CO3,tAmOH,,,
CN-Coupling,47.93,0.16,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,
CN-Coupling,25.3,-0.75,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuBr,trans-NN-Dimethylcyclohexane-12-diamine,K2HPO4,DMF,,,
CN-Coupling,38.97,-0.2,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,
Suzuki-Miyaura,36.63,-1.35,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,MeCN,,,
Suzuki-Miyaura,90.83,0.04,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeCN,water,,
Suzuki-Miyaura,34.39,-0.45,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,MeCN,water,,
Suzuki-Miyaura,93.43,0.54,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,MeCN,water,,
Buchwald-Hartwig,8.13,0.79,ArBr,R2NH a-branch,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,89.24,0.59,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,K2CO3,tAmOH,,,
Suzuki-Miyaura,2.66,-0.68,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Condensation,1.4,-1.16,Thiourea,RCHO,,,,,,No Ligand,NaHCO3,MEK,,,
Condensation,3.81,-0.85,Thiourea,RCHO,,,,,,No Ligand,NMM,anisole,water,water,
Buchwald-Hartwig,0.0,-0.71,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,tAmOH,,,
CO-Coupling,0.0,-0.37,ArBr,ArOH,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,MorDalphos Pd G3,MorDalphos,K3PO4,PhMe,,,
Suzuki-Miyaura,43.16,0.83,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Suzuki-Miyaura,65.77,0.62,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Suzuki-Miyaura,4.07,-0.88,ArI,ArB(OR)2,,ArB(OR)2,,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,32.04,1.58,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,dppf Pd G3,dppf,Cs2CO3,PhMe,,,
