Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki-Miyaura,0.24,-1.16,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,KOH,iPrOH,PhMe,,
CH-Activation,21.48,0.95,ArH,ArCl,ArCl,,ArX*,,XantPhosPdCl2,XantPhos,"K2CO3, Potassium 2-ethylhexanoate",DMAc,water,,
CH-Activation,2.96,-0.58,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd G2,XantPhos,K2CO3,DMAc,water,"Potassium 2-ethylhexanoate, TBAC",
CH-Activation,48.01,3.13,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,water,xylenes,"Potassium 2-ethylhexanoate, TBAB",
Heck,0.0,-0.76,ArCl,alkene,ArCl,alkene,ArX*,Alkene,P(oTol)3 Pd(crotyl)Cl,P(oTol)3,DBU,DMI,,TBAC,
Heck,23.29,1.01,ArCl,alkene,ArCl,alkene,ArX*,Alkene,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,DIPEA,anisole,,,
Heck,0.0,-0.76,ArCl,alkene,ArCl,alkene,ArX*,Alkene,[Pd(allyl)(RockPhos)]OTf,RockPhos,N-Methyldicyclohexylamin,ethylene glycol,,,
Heck,0.0,-0.76,ArCl,alkene,ArCl,alkene,ArX*,Alkene,Me4tBuXPhos Pd G3,Me4tBuXPhos,N-Methyldicyclohexylamin,BuOH,,,
Dimerization-reductive,14.68,0.32,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,"K2CO3, K3PO4",Dioxane,water,,
Dimerization-reductive,12.02,0.09,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,meCgPPh Pd G3,meCgPPh,K2CO3,Propionitrile,,"TBAB, water",
Suzuki-Miyaura,89.87,0.41,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,iPrOAc,water,,
Arylation-acidic-C-H,52.57,3.07,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,AlphosPd)2cod,AlPhos,NaOtBu,PhMe,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,DBU,MeCN,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArI,Alkyl-H-acidic,ArX*,Alkyl-C-H,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,DBU,MeCN,,,
Buchwald-Hartwig,1.89,-0.85,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,MeCN,,,
Buchwald-Hartwig,39.82,0.58,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,MeCN,water,,
Buchwald-Hartwig,0.0,-1.02,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,AmPhos2PdCl2,AmPhos,K2CO3,iPrOAc,,TBAC,
CH-Activation,0.0,-1.13,ArH,ArBr,ArBr,,ArX*,,AdBrettPhosPd G6 Br,Ad-BrettPhos,Cs2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
CH-Activation,19.48,0.43,ArH,ArBr,ArBr,,ArX*,,(R)-BINAP Pd(allyl)Cl,BINAP,"K2CO3, KOPiv",DMAc,,TBAB,
Dehydration,0.0,-0.53,RCONHR,RCONHR,,,,,,No Ligand,,DCM,,,CyanuricChloride
Dehydration,1.77,-0.33,RCONHR,RCONHR,,,,,,No Ligand,TMG,DMI,,,BOP-Cl
Buchwald-Hartwig,9.88,-0.34,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,Cs2CO3,PhMe,,,
Buchwald-Hartwig,18.6,0.05,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,Cs2CO3,PhMe,,,
Buchwald-Hartwig,27.13,0.43,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,cBridP Pd(allyl)Cl,cBridP,K3PO4,PhMe,water,,
Suzuki-Miyaura,8.94,0.16,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,"K3PO4, Potassium 2-ethylhexanoate",THF,water,TBAB,
Suzuki-Miyaura,8.5,0.09,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,"K3PO4, Potassium 2-ethylhexanoate",THF,water,TBAB,
SNAr,100.0,3.27,Alkyl-OH a-branch,ArF,ArF,ROH-a-branch,ArX*,ROH,,No Ligand,Cs2CO3,DMI,,,
Suzuki-Miyaura,0.0,-0.2,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,K3PO4,water,,,
Negishi-in-situ,0.0,-0.54,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,MeTHF,Octanoic acid,Potassium 2-ethylhexanoate,
Borylation-Miyaura,6.67,-0.29,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,KOAc,MeCN,,,
Negishi-in-situ,0.0,-0.28,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,dppfPdCl2,dppf,,water,,"Potassium 2-ethylhexanoate, TMEDA",
Negishi-in-situ,0.0,-0.13,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,dppfPdCl2,dppf,,water,,"Potassium 2-ethylhexanoate, TMEDA",
Condensation,0.37,-1.31,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,NMI,MeOH,MeTHF,,
Condensation,10.76,-0.94,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,DBU,MeOH,water,,
Condensation,73.65,1.28,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,KOtBu,tAmOH,,,
Amide-coupling,1.96,-0.63,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DBU,DCM,,,CDI
Arylation-acidic-C-H,0.0,-0.93,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,AlphosPd)2cod,AlPhos,NaH,Dioxane,,,
Arylation-acidic-C-H,25.26,0.53,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,tAmOH,,,
Arylation-acidic-C-H,47.07,1.8,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,anisole,,,
Suzuki-Miyaura,44.81,1.2,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,TBAB,
Negishi-in-situ,0.0,-1.1,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,water,TMEDA,
Negishi-in-situ,3.22,-0.9,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,water,TMEDA,
Negishi-in-situ,7.34,-0.65,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,DMI,,TMEDA,
Negishi-in-situ,20.95,0.18,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,water,TMEDA,
Negishi-in-situ,11.4,-0.41,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,water,TMEDA,
Buchwald-Hartwig,0.0,-0.54,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,dppfPdCl2,dppf,K3PO4,anisole,water,,
Buchwald-Hartwig,5.59,-0.22,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,BrettPhos Pd(crotyl)OTf,BrettPhos,Na2CO3,tAmOH,,,
Buchwald-Hartwig,0.0,-0.54,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,XantPhosPdCl2,XantPhos,KOtBu,PhMe,,,
Alkylation,72.44,0.53,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,DIPEA,DMSO,,LiI,
Alkylation,55.41,0.01,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,CsOH.H2O,EtOAc,,,
Suzuki-Miyaura,18.7,0.05,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,water,,Sodium octanoate,
Suzuki-Miyaura,0.0,-0.56,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,meCgPPh Pd G3,meCgPPh,K3PO4,anisole,Brij 35,Potassium 2-ethylhexanoate,
Suzuki-Miyaura,94.82,2.53,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Brij 35,Dioxane,,
Suzuki-Miyaura,0.0,-0.56,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Alkylation,3.29,-0.79,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,DBU,DMSO,,TBAI,
Alkylation,39.41,0.29,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,Cs2CO3,DMSO,,,
Suzuki-Miyaura,0.0,-1.43,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,bridged tBuPhosphinito PdCl2,tBuPhosphinito,K2CO3,water,,Octanoic acid,
Negishi-in-situ,5.52,-0.63,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,AlphosPd)2cod,AlPhos,,TPGS-750M,,TMEDA,
Negishi-in-situ,0.0,-0.92,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,Piperidinyl-amino-pincer PdCl,Piperidinyl-amino-pincer,TMEDA,Brij 35,MeCN,Octanoic acid,
Negishi-in-situ,6.17,-0.6,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,TMEDA,Brij 35,cyclohexane,Octanoic acid,
Negishi-in-situ,47.15,1.52,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,PhMe,,
Negishi-in-situ,0.2,-0.91,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,Octanoic acid,PhMe,LiI,
Suzuki-Miyaura,0.34,-1.13,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,XantPhosPdCl2,XantPhos,CsF,Dioxane,,Potassium 2-ethylhexanoate,
Suzuki-Miyaura,83.49,1.67,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Condensation,10.01,-0.01,RNH2,ROR,,RNH2,,Aliphatic-amine,,No Ligand,,DMF dimethylacetal,,,
Suzuki-Miyaura,0.0,-0.26,ArCl,ArCl,ArCl,,ArX*,,meCgPPh Pd G3,meCgPPh,K3PO4,PhMe,water,,
Negishi,0.0,-0.76,ArCl,ArCl,ArCl,,ArX*,,bridged tBuPhosphinito PdCl2,tBuPhosphinito,,MeTHF,,CuI,
Negishi,61.19,1.49,ArCl,ArCl,ArCl,,ArX*,,TrixiePhos Pd G3,TrixiePhos,,PhMe,,Potassium 2-ethylhexanoate,
Buchwald-Hartwig,0.0,-0.36,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,Potassium 2-ethylhexanoate,PhMe,,,
Cyclization,6.24,-0.27,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,NMM,DMI,,,Diethylchlorophosphate
Cyclization,1.01,-0.54,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,TMSOK,iPrOAc,,,PyClOP
Suzuki-Miyaura,80.89,-0.72,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Addition,1.06,-0.3,Alkyl-H acidic,RCN,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,K2HPO4,iPrOH,,,
Negishi-in-situ,0.0,-0.37,ArCl,ArBr,"ArBr, ArCl",,ArX*,,MorDalphos Pd G3,MorDalphos,,Brij 35,PhMe,TMSCl,
Suzuki-Miyaura-in-situ,0.0,-0.69,ArBr,alkene-I,"alkene-I, ArBr",,"ArX*, VinylX*",,XPhos Pd(crotyl)Cl,XPhos,,DMI,,,
Suzuki-Miyaura-in-situ,0.0,-0.5,ArCl,ArBr,"ArBr, ArCl",,ArX*,,VPhos Pd G4,VPhos,,acetone,,water,
Suzuki-Miyaura-in-situ,3.89,-0.05,ArCl,ArBr,"ArBr, ArCl",,ArX*,,AmPhos Pd(crotyl)Cl,AmPhos,,MeTHF,,"1,2-dibromoethane",
Hydrolysis,0.0,-0.32,ArCl,ArCl,ArCl,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,Dioxane,water,,
Buchwald-Hartwig,0.71,-0.71,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,KOtBu,PhMe,,,
Buchwald-Hartwig,9.18,-0.29,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,LiHMDS,PhMe,,,
Buchwald-Hartwig,10.59,-0.22,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,PEPPSI-IPENT,IPENT,NaOtBu,tAmOH,,TBAB,
Buchwald-Hartwig,51.74,1.8,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Buchwald-Hartwig,1.76,-0.65,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,NaH,PhMe,,,
Buchwald-Hartwig,17.16,0.1,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,12.77,-0.11,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,12.83,-0.11,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,17.37,0.11,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,13.31,-0.09,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,4.49,-0.52,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,12.28,-0.14,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,6.55,-0.42,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,CPME,,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,CPME,water,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,AdBrettPhosPd G6 Br,Ad-BrettPhos,KOH,CPME,water,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,KOH,CPME,water,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,KOH,CPME,water,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,KOH,CPME,PhMe,,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,RockPhos Pd G6 Br,RockPhos,TMSOK,PhMe,,,
Buchwald-Hartwig,21.36,0.31,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,,EtOH,iPrOAc,,
Buchwald-Hartwig,0.19,-0.73,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,TMSOK,PhMe,,,
Buchwald-Hartwig,14.77,-0.01,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,"Jackie CPhos Pd G4, XantPhos Pd(allyl)Cl","Jackie CPhos, XantPhos",NaOtBu,CPME,,,
CN-Coupling,0.0,-0.47,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,pyridine,DMF,,,
Buchwald-Hartwig,0.0,-0.46,ArOH,RNH2 a-branch,ArOH,"ArOH, RNH2-a-branch",ArOH,"Aliphatic-amine, ArOH",AlphosPd)2cod,AlPhos,DBU,MeCN,,Sodium trifluoroacetate,PyBrOP
Buchwald-Hartwig,2.75,-0.14,ArOH,RNH2 a-branch,ArOH,"ArOH, RNH2-a-branch",ArOH,"Aliphatic-amine, ArOH",,No Ligand,DBU,anisole,,TBAB,PyBrOP
Buchwald-Hartwig,0.0,-0.81,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,AmPhos Pd(crotyl)Cl,AmPhos,NaOtBu,Dioxane,,,
Buchwald-Hartwig,10.22,-0.11,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,CuI,"N,N-Dimethylethylenediamine",Cs2CO3,DMF,,,
Suzuki-Miyaura-in-situ,0.34,-0.78,ArBr,ArCl,"ArBr, ArCl",,ArX*,,VPhos Pd G4,VPhos,,THF,,"Brij 30, Sodium octanoate",
Suzuki-Miyaura-in-situ,0.0,-0.8,ArBr,ArCl,"ArBr, ArCl",,ArX*,,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,,Brij 35,MeTHF,Sodium octanoate,
Suzuki-Miyaura-in-situ,6.28,-0.47,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd G2,P(tBu)3,,THF,,"1,2-dibromoethane, Brij 35",
Suzuki-Miyaura-in-situ,15.98,0.03,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,water,"Brij 35, Sodium trifluoroacetate",
Suzuki-Miyaura-in-situ,16.4,0.05,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,Dioxane,,"Brij 35, water",
Suzuki-Miyaura-in-situ,0.0,-0.8,ArBr,ArCl,"ArBr, ArCl",,ArX*,,dtbpfPdCl2,dtbpf,,THF,,AcOH,
Suzuki-Miyaura-in-situ,76.29,3.13,ArBr,ArCl,ArBr,,ArX*,,,No Ligand,NaHCO3,THF,,water,
Buchwald-Hartwig,0.87,0.04,ArBr,R2NH a-branch,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,NaHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.94,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Buchwald-Hartwig,0.98,-0.13,ArI,R2NH,ArI,R2NH,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.41,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,LiHMDS,tAmOH,,,
Buchwald-Hartwig,0.0,-0.71,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
CN-Coupling,42.2,0.63,ArCl,R2NH,ArCl,R2NH,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,16.85,0.68,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.81,ArNH2,ArI,ArI,ArNH2,ArX*,Aniline-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Cyclization,0.0,-0.49,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,DBU,THF,,,CDI
Buchwald-Hartwig,0.86,-0.4,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,KHMDS,PhMe,,,
Buchwald-Hartwig,39.1,2.87,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,DMAc,,,
Amide-coupling,26.57,-0.09,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,DIPEA,,,TBAC,DIC
Amide-coupling,60.97,1.62,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,K3PO4,water,,HOPO,DIC
Amide-coupling,51.5,1.15,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,Na2CO3,water,,HONB,DIC
Buchwald-Hartwig,0.0,-0.65,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K3PO4,Propionitrile,water,,
Buchwald-Hartwig,0.0,-0.59,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhos Pd(allyl)Cl,XantPhos,KOH,MeTHF,water,water,
Buchwald-Hartwig,0.0,-0.59,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,KHMDS,anisole,,water,
Buchwald-Hartwig,0.27,-0.88,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,K3PO4,DMI,water,,
Buchwald-Hartwig,13.63,-0.34,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,AdBrettPhosPd G6 Br,Ad-BrettPhos,K3PO4,MeCN,water,,
Buchwald-Hartwig,68.52,0.75,ArNHR,ArCl,ArCl,ArNHR,ArX*,Aniline-type,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KHMDS,PhMe,,,
Buchwald-Hartwig,73.06,0.58,ArCl,ArNHR,ArCl,ArNHR,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,tAmOH,,,
Buchwald-Hartwig,0.89,-0.66,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,AmPhos Pd(crotyl)Cl,AmPhos,KOH,PhMe,water,,
Buchwald-Hartwig,22.21,1.22,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,N-XantPhos Pd G3,N-XantPhos,NaHCO3,DMAc,water,,
Buchwald-Hartwig,2.26,-0.56,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,anisole,,,
Buchwald-Hartwig,50.02,1.83,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,Dioxane,,,
Oxidation,15.27,-0.64,Alkyl-H acidic,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,,MeCN,,NaI,
Oxidation,59.5,0.8,Alkyl-H acidic,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,,THF,,"Brij 35, Sodium octanoate",
CH-Activation,45.58,3.77,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,dpppPdCl2,dppp,K3PO4,o-Xylene,water,CsOPiv,
Cyclization,0.43,-1.05,R2NH,R2NH,,R2NH,,Aliphatic-amine,,No Ligand,KOH,TFE,water,LiCl,
Cyclization,13.79,-0.55,R2NH,R2NH,,R2NH,,Aliphatic-amine,,No Ligand,CsF,TFE,,ZnBr2,DIC
CN-Coupling,0.91,-0.5,ArI,R2NH,ArI,R2NH,ArX*,Aliphatic-amine,CuI,"N,N-Dimethylethylenediamine",Cs2CO3,DMF,,,
Buchwald-Hartwig,38.12,0.51,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,MeCN,,water,
Buchwald-Hartwig,42.57,0.65,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,RockPhos Pd G3,RockPhos,K2CO3,iPrOAc,,water,
Suzuki-Miyaura,29.8,-0.5,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,tAmOH,water,,
