"ELN_ID","PLATENUMBER","Coordinate","AREA_TOTAL_REDUCED","Base","Catalyst","Solvent","Ligand","Additive","Coupling Reagent","Secondary Solvent","Tertiary Solvent","Reaction Type","FG A","FG B","FG_sorted","z-Score","output_column"
"ELN032036-446",1,"C4",6.48,"Cs2CO3","P(tBu)3 Pd(crotyl)Cl","MeTHF","P(tBu)3",,,,,"CO-Coupling","alkyl-OH primary","ArCl","alkyl-OH primary, ArCl",-0.56,"3 h at 80 °C"
"ELN032036-448",1,"C4",33.39,"Cs2CO3",,"tAmOH","No Ligand","TBAI",,,,"Alkylation","R2NH a-branch","Alkyl-Cl","Alkyl-Cl, R2NH a-branch",-0.57,"6.5 h at 20 °C, then 13.5 h at 45 °C"
"ELN032036-448",2,"C4",21.28,"K3PO4",,"MeTHF","No Ligand","LiI",,,,"Alkylation","R2NH a-branch","Alkyl-Cl","Alkyl-Cl, R2NH a-branch",-0.92,"23 h at 45 °C"
"ELN032036-449",1,"C4",0,"KHMDS","CuI","PhMe","BPPO",,,,,"CO-Coupling","ArI","ArI","ArI, ArI",-0.83,
"ELN032036-450",1,"C4",10.16,"K2CO3","dtbpfPdCl2","MeTHF","dtbpf",,,,,"Suzuki-Miyaura","ArBr","ArB(OR)2","ArB(OR)2, ArBr",-0.31,"3 h at 25 °C, then 19 h at 50 °C"
"ELN032036-451",3,"C4",0,"K3PO4, Potassium 2-ethylhexanoate","RockPhos Pd G3","iPrOAc","RockPhos",,,"water",,"CC-Coupling","ArBr","ArBr","ArBr, ArBr",-0.34,
"ELN032036-452",3,"C4",0,,,"DCM","No Ligand","py.HF",,,,"Fluorination, oxidative","ROCSSR","ROCSSR","ROCSSR, ROCSSR",-0.2,
"ELN032036-453",1,"C4",0,"TMSOK","SPhos Pd(allyl)OTf","THF","SPhos","TBAC",,,,"Suzuki-Miyaura","ArB(OH)2","ArBr","ArB(OH)2, ArBr",-0.45,
"ELN032036-454",1,"C4",2.49,"TMSOK","SPhos Pd(allyl)OTf","THF","SPhos","TBAC",,,,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-0.85,"3 h at 60 °C, then 5 h at 80 °C"
"ELN032036-455",1,"C4",10.02,"NEt3",,"TFE","No Ligand",,,,,"Condensation","hydrazide","hydrazide","hydrazide, hydrazide",-0.51,"48 h at 70 °C"
"ELN032036-455",2,"C4",9.77,"NEt3",,"TFE","No Ligand",,,,,"Condensation","hydrazide","hydrazide","hydrazide, hydrazide",-0.52,"46 h at 70 °C"
"ELN032036-456",1,"C4",6.5,"K2CO3","AmPhos2PdCl2","EtOH","AmPhos",,,"water",,"Suzuki-Miyaura","ArB(OH)2","ArCl","ArB(OH)2, ArCl",-2.06,"2.5 h at 60 °C, then 15.5 h at 80 °C"
"ELN032036-456",2,"C4",98.2,"Na2CO3","dtbpfPdCl2","tAmOH","dtbpf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArB(OH)2","ArCl","ArB(OH)2, ArCl",0.73,"4 h at 60 °C, then 18 h at 80 °C"
"ELN032036-458",1,"C4",20.05,"KOH","dppfPdCl2","THF","dppf",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArCl","ArB(OR)2, ArCl",-0.84,"3 h at 60 °C, then 67 h at 80 °C"
"ELN032036-458",2,"C4",5.74,"K3PO4","dppf Pd G3","iPrOAc","dppf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArB(OR)2","ArCl","ArB(OR)2, ArCl",-1.28,"5 h at 60 °C, then 19 h at 80 °C"
"ELN032036-458",3,"C4",66.58,"Na2CO3","dtbpfPdCl2","tAmOH","dtbpf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArB(OR)2","ArCl","ArB(OR)2, ArCl",0.6,"3.5 h at 60 °C, then 18.5 h at 80 °C"
"ELN032036-459",1,"C4",85.44,"Cs2CO3","dppfPdCl2","THF","dppf",,,"water",,"Suzuki-Miyaura","ArB(OH)2","ArBr","ArB(OH)2, ArBr",1.69,"3 h at 60 °C, then 4.5 h at 80 °C"
"ELN032036-460",1,"C4",10.16,"NMM",,"MeCN","No Ligand",,"MukayamaReagent",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",1.73,"2 h at 25 °C"
"ELN032036-460",2,"C4",11.28,"DBU",,"DCM","No Ligand","LiCl","T3P",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",2,"1 h at 25 °C, then 20.5 h at 60 °C"
"ELN032036-462",1,"C4",0,"KOH","GPhos Pd G6 Br","MeTHF","GPhos",,,"water",,"Buchwald-Hartwig","ArCl","arom. NH","ArCl, arom. NH",-0.67,
"ELN032036-463",1,"C4",0,"NaHCO3","rac-BINAP Pd G3","nBuOAc","BINAP",,,,,"Buchwald-Hartwig","Ar2NH","ArBr","Ar2NH, ArBr",-0.45,
"ELN032036-463",2,"C4",0,"KHMDS","tBuXPhos Pd(allyl)OTf","Dioxane","Me4tBuXPhos",,,,,"Buchwald-Hartwig","Ar2NH","ArBr","Ar2NH, ArBr",-0.45,
"ELN032036-463",3,"C4",0.19,"LiHMDS","JosiphosSL-J009-1 Pd G3","anisole","JosiphosSL-J009-1",,,,,"Buchwald-Hartwig","Ar2NH","ArBr","Ar2NH, ArBr",-0.43,"3 h at 60 °C"
"ELN032036-464",5,"C4",4.43,"DBU","[Pd(allyl)(RockPhos)]OTf","Dioxane","RockPhos",,,,,"Buchwald-Hartwig","ArBr","Lactam","ArBr, Lactam",-0.59,"3.5 h at 60 °C"
"ELN032036-466",1,"C4",95.34,"Cs2CO3","XantPhos Pd(allyl)Cl","THF","XantPhos","water",,"water",,"Buchwald-Hartwig","RNH2 a-branch","ArBr","ArBr, RNH2 a-branch",1.34,"21 h at 80 °C"
"ELN032036-467",1,"C4",0,"LiHMDS","tBuXPhos Pd(allyl)OTf","DMAc","Me4tBuXPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.94,
"ELN032036-467",2,"C4",7.01,"TMSOK","BrettPhos Pd(crotyl)OTf","tAmOH","BrettPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.14,"4 h at 60 °C, then 20 h at 80 °C"
"ELN032036-468",1,"C4",12.03,"Na2CO3","meCgPPh Pd G3","EtOH","meCgPPh","TBAC",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.81,"23 h at 60 °C"
"ELN032036-468",2,"C4",17.46,"KOtBu","dcypfPdCl2","tAmOH","dcypf","Brij 35, TBAC",,,,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.66,"3 h at 60 °C, then 15 h at 80 °C"
"ELN032036-468",3,"C4",1.86,"KOH","dppfPdCl2","tAmOH","dppf",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.08,"6.5 h at 80 °C"
"ELN032036-468",4,"C4",81.1,"KOH","Pd-PEPPSI-IPent Cl o-picoline","anisole","IPENT Cl","Brij 35",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.08,"18 h at 80 °C"
"ELN032036-469",1,"C4",11.23,"KOtBu","CuBr2","PhMe","BPPO",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",0.12,"4.5 h at 80 °C"
"ELN032036-469",2,"C4",0,"LiOtBu","CuO","DMSO","BNMO",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.47,
"ELN032036-469",3,"C4",13.05,"LiOtBu","CuI","DMI","NFO",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",0.22,"3 h at 80 °C, then 19 h at 120 °C"
"ELN032036-470",1,"C4",0,"LiHMDS","JosiphosSL-J009-1 Pd G3","DMI","JosiphosSL-J009-1",,,,,"Cyclization","ArBr","ArBr","ArBr, ArBr",-1.06,
"ELN032036-470",2,"C4",21.12,"DBU","RockPhos Pd G3","PhMe","RockPhos","Sodium trifluoroacetate",,,,"Cyclization","ArBr","ArBr","ArBr, ArBr",-0.09,"3 h at 60 °C, then 18 h at 80 °C"
"ELN032036-470",3,"C4",69.93,"K2CO3","AlPhosPd G6 Br","PhMe","AlPhos","Potassium 2-ethylhexanoate",,,,"Cyclization","ArBr","ArBr","ArBr, ArBr",2.14,"2 h at 25 °C, then 19 h at 60 °C"
"ELN032036-472",1,"C4",0,"Cs2CO3","CuI","DMI","trans-Hyp",,,,,"Buchwald-Hartwig","arom. NH","ArBr","ArBr, arom. NH",-0.2,
"ELN032036-473",1,"C4",0,"Cs2CO3","JosiphosSL-J009-1 Pd G3","tAmOH","JosiphosSL-J009-1","TBAC",,,,"Buchwald-Hartwig","ArBr","Urea","ArBr, Urea",-0.54,
"ELN032036-474",1,"C4",0,"Cs2CO3","BippyPhos Pd(allyl)OTf","MeCN","BippyPhos","B(OH)3",,"water",,"Hydrolysis","ArBr","ArBr","ArBr, ArBr",-0.89,
"ELN032036-476",1,"C4",0,"Cs2CO3","QPhos Pd(crotyl)Cl","Dioxane","QPhos","Potassium 2-ethylhexanoate",,,,"Buchwald-Hartwig","R2NH","ArBr","ArBr, R2NH",-1.02,
"ELN032036-477",1,"C4",0,"LiOtBu","AlPhosPd G6 Br","PhMe","AlPhos",,,,,"CO-Coupling","ArI","ArI","ArI, ArI",-0.12,
"ELN032036-478",1,"C4",1.44,"K3PO4","XPhos Pd G2","Dioxane","XPhos",,,"water",,"Buchwald-Hartwig","ArBr","RNH2","ArBr, RNH2",-0.37,"18 h at 80 °C"
"ELN032036-479",1,"C4",17,"Cs2CO3","tBuBrettPhos Pd(allyl)OTf","DMI","tBuBrettPhos",,,,,"Buchwald-Hartwig","R2NH","ArI","ArI, R2NH",-0.3,"2.5 h at 120 °C"
"ELN032036-479",3,"C4",7.3,"Cs2CO3","(CyMPhos)PdCl2","MeCN","CyMPhos",,,"water",,"Buchwald-Hartwig","R2NH","ArI","ArI, R2NH",-0.78,"2 h at 60 °C, then 21 h at 80 °C"
"ELN032036-479",4,"C4",2.76,"NaBHT","Pd-PEPPSI-IPent Cl o-picoline","anisole","IPENT Cl",,,,,"Buchwald-Hartwig","R2NH","ArI","ArI, R2NH",-1.01,"1 h at 120 °C"
"ELN032036-482",1,"C4",0,"NEt3","CuI, dtbpfPdCl2","MeTHF","dtbpf",,,,,"Sonogashira","ArBr","alkyne","alkyne, ArBr",-0.63,
"ELN032036-483",1,"C4",20.98,"Cs2CO3","P(tBu)3 Pd G6","Propionitrile","P(tBu)3",,,,,"Buchwald-Hartwig","RNH2","ArCl","ArCl, RNH2",0.27,"3 h at 60 °C, then 20 h at 80 °C"
"ELN032036-484",1,"C4",4.84,"DBU",,"DCM","No Ligand","LiCl","T3P",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",-0.42,"1 h at 25 °C, then 4 h at 60 °C"
"ELN032036-485",1,"C4",38.92,"DIPEA","Cu(MeCN)4BF4, RockPhos Pd G3","DMF","RockPhos",,,,,"Sonogashira","ArBr","alkyne","alkyne, ArBr",0.36,"2 h at 50 °C, then 20.5 h at 70 °C"
"ELN032036-486",1,"C4",82.08,"K3PO4","AmPhos Pd(crotyl)Cl","PrOH","AmPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OR)2","ArB(OR)2, ArBr",1.07,"3 h at 60 °C, then 20 h at 80 °C"
"ELN032036-486",2,"C4",85.7,"Na2CO3","dtbpfPdCl2","tAmOH","dtbpf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArBr","ArB(OR)2","ArB(OR)2, ArBr",1.18,"4 h at 60 °C, then 18 h at 80 °C"
"ELN032036-487",1,"C4",3.29,"KOH","QPhos Pd(crotyl)Cl","PhMe","QPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.86,"3 h at 60 °C, then 17.5 h at 80 °C"
"ELN032036-490",1,"C4",63.2,"Na2CO3","AmPhos Pd(crotyl)Cl","TBME","AmPhos",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.78,"5 h at 60 °C, then 18 h at 80 °C"
"ELN032036-490",2,"C4",60.56,"Na2CO3","dtbpfPdCl2","TBME","dtbpf",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.71,"4 h at 60 °C"
"ELN032036-490",3,"C4",77.6,"K3PO4","dtbpfPdCl2","iPrOAc","dtbpf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.17,"4 h at 60 °C, then 17 h at 80 °C"
"ELN032036-491",1,"C4",34.4,"KOtPent","BrettPhos Pd(crotyl)OTf","Ph2O","BrettPhos",,,,,"Buchwald-Hartwig","Lactam","ArBr","ArBr, Lactam",0.37,"5 h at 60 °C"
"ELN032036-491",2,"C4",59.7,"KOtPent","BrettPhos Pd(crotyl)OTf","Ph2O","BrettPhos",,,,,"Buchwald-Hartwig","Lactam","ArBr","ArBr, Lactam",1.39,"3 h at 60 °C, then 3 h at 80 °C"
"ELN032036-491",3,"C4",6.41,"LiHMDS","MorDalPhos Pd G6 Br","DMAc","MorDalphos",,,,,"Buchwald-Hartwig","Lactam","ArBr","ArBr, Lactam",-0.76,"3 h at 60 °C, then 29 h at 80 °C"
"ELN032036-492",1,"C4",44.97,"KOH","tBuXPhos Pd G3","Dioxane","tBuXPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",1.41,"3 h at 60 °C"
"ELN032036-492",2,"C4",11.36,"KOH","BrettPhos Pd(crotyl)OTf","water","BrettPhos",,,"xylenes",,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",-0.21,"3 h at 60 °C, then 14 h at 80 °C"
"ELN032036-493",1,"C4",53.22,"K3PO4","CuI","DMSO","8-Quinolol",,,,,"CN-Coupling","RCONHR","RCONHR","RCONHR, RCONHR",0.65,"3 h at 80 °C, then 4.5 h at 100 °C, then 15.5 h at 120 °C"
"ELN032036-494",1,"C4",1.36,,,"Dioxane","PBu3",,"DEAD",,,"Mitsunobu","ArOH","ArOH","ArOH, ArOH",-0.24,"2 h at 34 °C, then 5.5 h at 80 °C"
"ELN032036-494",2,"C4",0,,,"Dioxane","No Ligand",,,,,"Mitsunobu","ArOH","ArOH","ArOH, ArOH",-0.34,
"ELN032036-495",1,"C4",4.86,"NaOtBu","Me4tBuXPhos Pd G3","DMAc","Me4tBuXPhos",,,,,"Buchwald-Hartwig","ArNHR","ArBr","ArBr, ArNHR",-0.72,"3 h at 60 °C"
"ELN032036-495",2,"C4",46.87,"KHMDS","triisobutylphosphatrane Pd G6","tAmOH","triisobutylphosphatrane",,,,,"Buchwald-Hartwig","ArNHR","ArBr","ArBr, ArNHR",1.03,"4 h at 60 °C, then 18 h at 80 °C"
"ELN032036-496",1,"C4",66.89,"K3PO4","BrettPhos Pd(crotyl)OTf","Dioxane","BrettPhos",,,"water",,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",0.6,"5.5 h at 80 °C"
"ELN032036-499",1,"C4",0,"Cs2CO3","AdBrettPhosPd G6 Br","tAmOH","Ad-BrettPhos",,,,,"CO-Coupling","ArCl","Alkyl-OH a-branch","Alkyl-OH a-branch, ArCl",-0.54,
"ELN032036-500",1,"C4",0,"DIPEA","XPhos Pd(crotyl)Cl","MeCN","XPhos",,,,,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-0.59,
"ELN032036-501",1,"C4",0,"K3PO4, NEt3","JosiphosSL-J009-1 Pd G3","DMF","JosiphosSL-J009-1","ZnCl2",,,,"Cyclization","ArBr","ArBr","ArBr, ArBr",-0.34,
"ELN032036-503",1,"C4",7.01,"Cs2CO3","meCgPPh Pd G3","tAmOH","meCgPPh",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.34,"4 h at 60 °C, then 18 h at 80 °C"
"ELN032036-504",1,"C4",0,"K3PO4","tBuXPhos Pd(allyl)OTf","Dioxane","Me4tBuXPhos",,,"water",,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",-0.38,
"ELN032036-504",2,"C4",0,"K2HPO4","AlPhosPd G6 Br","PhMe","AlPhos",,,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",-0.38,
"ELN032036-506",1,"C4",0,"KHMDS","dtbpfPdCl2","Dioxane","dtbpf",,,,,"Buchwald-Hartwig","R2CNR","ArCl","ArCl, R2CNR",-0.59,
"ELN032036-506",2,"C4",0,"Cs2CO3","QPhosPd G6 Br","tAmOH","QPhos",,,"water",,"Buchwald-Hartwig","R2CNR","ArCl","ArCl, R2CNR",-0.59,
"ELN032036-507",1,"C4",67.28,"Na2CO3","SPhos Pd(crotyl)Cl","iPrOAc","SPhos","water",,,,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",1.21,"6 h at 60 °C"
"ELN032036-508",1,"C4",12.14,"Cs2CO3","dppf Pd G3","iPrOAc","dppf",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.11,"18 h at 40 °C, then 7.5 h at 60 °C"
"ELN032036-508",2,"C4",10.69,"K2CO3","PPh3)2PdCl2","iPrOAc","PPh3",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.18,"21 h at 40 °C, then 5 h at 60 °C"
"ELN032036-508",3,"C4",11.32,"CsOAc","meCgPPh Pd G3","iPrOAc","meCgPPh",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.15,"29 h at 40 °C"
"ELN032036-508",4,"C4",67.04,"KOAc","tBuXPhos Pd(allyl)OTf","MeTHF","Me4tBuXPhos","TBAB",,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",2.61,"21 h at 40 °C"
"ELN032036-509",1,"C4",10.52,"CsOAc","meCgPPh Pd G3","iPrOAc","meCgPPh",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",0.31,"24 h at 40 °C"
"ELN032036-509",2,"C4",33.93,"KOAc","tBuXPhos Pd(allyl)OTf","MeTHF","Me4tBuXPhos","TBAB",,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",1.92,"7.5 h at 40 °C, then 16 h at 80 °C"
"ELN032036-510",1,"C4",29.27,"Cs2CO3","meCgPPh Pd G3","tAmOH","meCgPPh",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.1,"4 h at 60 °C, then 26 h at 80 °C"
"ELN032036-510",2,"C4",33.66,"K3PO4","meCgPPh Pd G3","EtOH","meCgPPh",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.27,"1.5 h at 60 °C"
"ELN032036-514",4,"C4",40.8,"K3PO4","RockPhos Pd G6 Br","MeCN","RockPhos",,,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",0.8,"4 h at 60 °C"
"ELN032036-515",1,"C4",0,"K3PO4","CuI","PhMe","N,N-Dimethylglycine",,,"water",,"CO-Coupling","ArBr","Alkyl-OH a-branch","Alkyl-OH a-branch, ArBr",-0.47,
"ELN032036-518",1,"C4",0,"K3PO4","CuI","PhMe","N,N-Dimethylglycine",,,,,"CO-Coupling","ArOH","ArBr","ArBr, ArOH",-0.91,
"ELN032036-519",1,"C4",53.37,,,"pyridine","No Ligand",,"PEP-K",,,"Activation","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",2.19,"8 h at 80 °C, then 16 h at 100 °C"
"ELN032036-519",2,"C4",46.34,"lutidine",,"DMSO","No Ligand",,"PEP-K",,,"Activation","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",1.82,"23 h at 80 °C"
"ELN032036-519",3,"C4",16.31,"DIPEA",,"NMI","No Ligand",,"TrichloroACN",,,"Activation","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",0.23,"4 h at 45 °C"
"ELN032036-519",4,"C4",3.58,"lutidine",,,"No Ligand",,"CDI",,,"Activation","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",-0.44,"2 h at 60 °C, then 14.5 h at 100 °C"
"ELN032036-522",1,"C4",0.55,"AgOAc","Pd(OAc)2","HFIP","Missing",,,,,"CH-Activation","RCONHR","RCONHR","RCONHR, RCONHR",-0.29,"22 h at 120 °C"
"ELN032036-524",1,"C4",10.77,"Cs2CO3","dpppPdCl2","PhMe","dppp",,,,,"CN-Coupling","ArBr","Urea","ArBr, Urea",-0.65,"6 h at 80 °C, then 17 h at 100 °C"
"ELN032036-524",2,"C4",44.34,"NaOtBu","(CyMPhos)PdCl2","anisole","CyMPhos",,,,,"CN-Coupling","ArBr","Urea","ArBr, Urea",0.7,"21 h at 80 °C"
"ELN032036-524",3,"C4",22.83,"KOtBu","dppfPdCl2","MeCN","dppf",,,,,"CN-Coupling","ArBr","Urea","ArBr, Urea",-0.16,"21 h at 50 °C"
"ELN032036-525",1,"C4",20.11,"NMM",,"TPGS-750M","No Ligand","HOPO","DIC",,,"Amide coupling","RCO2H or M","RNH2 a-branch","RCO2H or M, RNH2 a-branch",-0.86,"2.5 h at 20 °C, then 2.5 h at 45 °C"
"ELN032036-525",2,"C4",92.4,"NMI",,"MeTHF","No Ligand","HOPO","DIC",,,"Amide coupling","RCO2H or M","RNH2 a-branch","RCO2H or M, RNH2 a-branch",1.21,"3 h at 45 °C"
"ELN032036-525",3,"C4",88.18,,,"MeTHF","No Ligand","HOPO","DIC",,,"Amide coupling","RCO2H or M","RNH2 a-branch","RCO2H or M, RNH2 a-branch",1.09,"4.5 h at 45 °C, then 15 h at 80 °C"
"ELN032036-553",2,"C4",90.81,,,"PhMe","No Ligand",,,,,"Salt formation","R3N","R3N","R3N, R3N",0.81,"24 h at 25 °C"
"ELN032036-530",1,"C4",10.94,"K3PO4","dppdtbpf)PdCl2","MeCN","dppdtbpf",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.13,"28 h at 80 °C"
"ELN032036-531",1,"C4",0,"K2CO3",,"THF","No Ligand","PMBCl",,,,"Protection","ArOH","ArOH","ArOH, ArOH",-0.38,
"ELN032036-532",1,"C4",42.52,"K3PO4","dppdtbpf)PdCl2","MeCN","dppdtbpf",,,"water",,"Suzuki-Miyaura","ArCl","ArBF3K","ArBF3K, ArCl",0.15,"17.5 h at 80 °C"
"ELN032036-532",2,"C4",81.47,"Na2CO3","dppfPdCl2","MeOH","dppf",,,"water",,"Suzuki-Miyaura","ArCl","ArBF3K","ArBF3K, ArCl",1.49,"4.5 h at 45 °C, then 16.5 h at 60 °C"
"ELN032036-533",1,"C4",6.41,"KOAc","DPEPhos Pd(allyl)Cl","PhMe","DPEPhos",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.49,"19.5 h at 40 °C, then 10 h at 80 °C"
"ELN032036-533",2,"C4",1.63,"CsOAc","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.65,"19.5 h at 40 °C"
"ELN032036-536",1,"C4",42.94,,,"DCM","No Ligand",,,,,"Condensation","ArNH2","RSO2F","ArNH2, RSO2F",1.53,"21.5 h at 60 °C"
"ELN032036-537",1,"C4",4.93,"Cs2CO3","QPhos Pd(crotyl)Cl","MeCN","QPhos",,,"water",,"Buchwald-Hartwig","R2NH","ArBr","ArBr, R2NH",-0.96,"3 h at 60 °C, then 22 h at 80 °C"
"ELN032036-538",1,"C4",4.64,"NaHCO3","BrettPhos Pd(crotyl)OTf","tAmOH","BrettPhos",,,"water",,"Buchwald-Hartwig","ArNHR","ArBr","ArBr, ArNHR",-1.1,"4 h at 60 °C, then 17.5 h at 80 °C"
"ELN032036-538",2,"C4",87.92,"NaOtBu","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos",,,,,"Buchwald-Hartwig","ArNHR","ArBr","ArBr, ArNHR",1,"4 h at 60 °C, then 17.5 h at 80 °C"
"ELN032036-540",1,"C4",0,"NaOtBu","cBridP Pd(allyl)Cl","CPME","cBridP",,,,,"CN-Coupling","RNH2 a-branch","ArI","ArI, RNH2 a-branch",-0.41,
"ELN032036-540",2,"C4",1.62,"NaOtBu","BippyPhos Pd(allyl)OTf","Dioxane","BippyPhos",,,,,"CN-Coupling","RNH2 a-branch","ArI","ArI, RNH2 a-branch",-0.12,"3 h at 30 °C"
"ELN032036-541",1,"C4",45.27,"lutidine",,"anisole","No Ligand",,"CyanuricChloride",,,"Cyclization","ArBr","ArBr","ArBr, ArBr",0.46,"3 h at 60 °C, then 1.5 h at 80 °C, then 22.5 h at 120 °C"
"ELN032036-541",2,"C4",67.75,"DIPEA",,"THF","No Ligand",,"Diethylchlorophosphate",,,"Cyclization","ArBr","ArBr","ArBr, ArBr",1.26,"15.5 h at 60 °C"
"ELN032036-541",3,"C4",31.52,"DIPEA",,"Dioxane","No Ligand",,"T3P",,,"Cyclization","ArBr","ArBr","ArBr, ArBr",-0.03,"2 h at 45 °C, then 18.5 h at 60 °C"
"ELN032036-542",1,"C4",1.83,"K3PO4","dppdtbpf)PdCl2","MeCN","dppdtbpf",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.81,"3 h at 80 °C"
"ELN032036-542",2,"C4",59.86,"KOH","dppfPdCl2","PrOH","dppf",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",1.34,"3 h at 80 °C"
"ELN032036-543",1,"C4",0,"Cs2CO3","BippyPhos Pd(allyl)OTf","MeCN","BippyPhos","B(OH)3",,"water",,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.87,
"ELN032036-543",2,"C4",13.71,"CsOH.H2O","RockPhos Pd G3","ethylene glycol","RockPhos",,,"water",,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.47,"2 h at 45 °C, then 21 h at 80 °C"
"ELN032036-543",3,"C4",0,"CsOH.H2O","tBuBrettPhos Pd(allyl)OTf","CPME","tBuBrettPhos","HFIP",,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.87,
"ELN032036-544",1,"C4",43.85,"KOH","XPhos Pd(crotyl)Cl","CPME","XPhos",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.98,"3 h at 80 °C"
"ELN032036-544",2,"C4",41.8,"KOH","QPhos Pd(crotyl)Cl","PhMe","QPhos",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.06,"3 h at 80 °C, then 21 h at 100 °C"
"ELN032036-545",1,"C4",0,,,"iPrOAc","No Ligand","LiI",,,,"Alkylation","Alkyl-Cl","R3N","Alkyl-Cl, R3N",-0.46,
"ELN032036-545",2,"C4",0,,,"DMSO","No Ligand","NaI",,,,"Alkylation","Alkyl-Cl","R3N","Alkyl-Cl, R3N",-0.46,
"ELN032036-546",1,"C4",3.16,"KOAc","SPhos Pd(allyl)OTf","MeTHF","SPhos","TBAB",,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.62,"21.5 h at 45 °C"
