Dataset entry number,ReactionClass,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,yie_react
9490,Alkylation,SCRN_11,00119131-2953,RKB-04072583,ALKYLATION,Lewis Acid Base Screening,[F:1][c:2]1[c:11]([c:7]2[cH:6][c:4]([Br:5])[cH:3]1)[nH:10][n:9][cH:8]2.[CH3:12]OS(OC)(=O)=O>>[CH3:12][n:10]1[c:11]([c:7]2[cH:8][n:9]1)[c:2]([F:1])[cH:3][c:4]([Br:5])[cH:6]2,PF-07225965,Cn1ncc2cc(Br)cc(F)c12,45,280.0,596072.2402,4.836999068,MeCN,25.0,18.0,,,,,,,0.0625,,,,,,1.0,MFCD18381159,c12c(cc(cc1F)Br)cn[nH]2,,MFCD00008416,S(OC)(OC)(=O)=O,1.0,,,3.0,MFCD00003494,Na2CO3,,,,45__MFCD18381159__MFCD00008416__
9869,Alkylation,SCRN_11,00119131-2953,RKB-04072590,ALKYLATION,Lewis Acid Base Screening,[F:1][c:2]1[c:11]([c:7]2[cH:6][c:4]([Br:5])[cH:3]1)[nH:10][n:9][cH:8]2.[CH3:12]OS(OC)(=O)=O>>[CH3:12][n:9]1[n:10][c:11]([c:7]2[cH:8]1)[c:2]([F:1])[cH:3][c:4]([Br:5])[cH:6]2,PF-07225329,Cn1cc2cc(Br)cc(F)c2n1,42,280.0,1114806.594,-6.740328249,DMF,25.0,18.0,,,,,,,0.0625,,,,,,1.0,MFCD18381159,c12c(cc(cc1F)Br)cn[nH]2,,MFCD00008416,S(OC)(OC)(=O)=O,1.0,,,3.0,MFCD00090479,LiOBut,1.0,,,42__MFCD18381159__MFCD00008416__
11789,Alkylation,SCRN_11,00119131-2953,RKB-04072611,ALKYLATION,Lewis Acid Base Screening,[CH3:1]OS(OC)(=O)=O.[F:2][c:3]1[c:12]([c:8]2[cH:7][c:5]([Br:6])[cH:4]1)[nH:11][n:10][cH:9]2>>[CH3:1][n:10]1[n:11][c:12]([c:8]2[cH:9]1)[c:3]([F:2])[cH:4][c:5]([Br:6])[cH:7]2,PF-07225329,Cn1cc2cc(Br)cc(F)c2n1,34,280.0,770345.9453,-1.824492982,DMF,25.0,18.0,,,,,,,0.0625,,,,,,1.0,MFCD18381159,c12c(cc(cc1F)Br)cn[nH]2,,MFCD00008416,S(OC)(OC)(=O)=O,1.0,,,3.0,MFCD00013926,NaOSiMe3,1.0,,,34__MFCD18381159__MFCD00008416__
12112,Alkylation,SCRN_11,00119131-2953,RKB-04072616,ALKYLATION,Lewis Acid Base Screening,[F:1][c:2]1[c:11]([c:7]2[cH:6][c:4]([Br:5])[cH:3]1)[nH:10][n:9][cH:8]2.[CH3:12]OS(OC)(=O)=O>>[CH3:12][n:10]1[c:11]([c:7]2[cH:8][n:9]1)[c:2]([F:1])[cH:3][c:4]([Br:5])[cH:6]2,PF-07225965,Cn1ncc2cc(Br)cc(F)c12,32,280.0,1088363.24,35.69621119,THF,25.0,18.0,,,,,,,0.0625,,,,,,1.0,MFCD18381159,c12c(cc(cc1F)Br)cn[nH]2,,MFCD00008416,S(OC)(OC)(=O)=O,1.0,,,3.0,MFCD00043003,TBD,,,,32__MFCD18381159__MFCD00008416__
14978,Alkylation,SCRN_11,00119131-2953,RKB-04072630,ALKYLATION,Lewis Acid Base Screening,[F:1][c:2]1[c:11]([c:7]2[cH:6][c:4]([Br:5])[cH:3]1)[nH:10][n:9][cH:8]2.[CH3:12]OS(OC)(=O)=O>>[CH3:12][n:9]1[n:10][c:11]([c:7]2[cH:8]1)[c:2]([F:1])[cH:3][c:4]([Br:5])[cH:6]2,PF-07225329,Cn1cc2cc(Br)cc(F)c2n1,22,280.0,552114.3252,-2.661291268,DMF,25.0,18.0,,,,,,,0.0625,,,,,,1.0,MFCD18381159,c12c(cc(cc1F)Br)cn[nH]2,,MFCD00008416,S(OC)(OC)(=O)=O,1.0,,,3.0,MFCD00003528,NaHCO3,1.0,,,22__MFCD18381159__MFCD00008416__
13043,Alkylation,SCRN_135,00119131-1522,RKB-03545543,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,3,225.0,421812.9063,,t-AmOH,120.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD00150410,K3PO4.H2O,,,,3__PF-06731575__MFCD12408544__
16201,Alkylation,SCRN_135,00119131-1522,RKB-03545577,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,2,225.0,523430.125,,DMF,80.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD01863108,P2-t-Bu,,,,2__PF-06731575__MFCD12408544__
17781,Alkylation,SCRN_135,00119131-1522,RKB-03545651,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,15,225.0,425879.6875,,THF,80.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD00011747,TBAF,,,,15__PF-06731575__MFCD12408544__
10625,Alkylation,SCRN_135,00119131-1522,RKB-03545692,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,4,225.0,1500424.375,,THF,120.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD00006418,DMAP,,,,4__PF-06731575__MFCD12408544__
10628,Alkylation,SCRN_135,00119131-1522,RKB-03545695,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,4,225.0,59174.51563,,THF,50.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD00009835,NaHMDS,,,,4__PF-06731575__MFCD12408544__
35378,Alkylation,SCRN_135,00119131-1522,RKB-03545715,ALKYLATION,Lewis Acid Base Screening,CS(O[CH2:1][CH2:2][c:3]1[c:9](Cl)[n:8][c:7]([N:10]2[CH2:15][CH2:14][O:13][CH2:12][CH2:11]2)[n:6][c:4]1[Cl:5])(=O)=O.[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([NH2:28])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18]>>[CH3:16][C:17]([O:20][C:21]([N:23]1[CH2:29][C:26]([N:28]2[c:9]([c:3]3[CH2:2][CH2:1]2)[n:8][c:7]([N:10]4[CH2:15][CH2:14][O:13][CH2:12][CH2:11]4)[n:6][c:4]3[Cl:5])([CH3:27])[CH2:25][CH2:24]1)=[O:22])([CH3:19])[CH3:18],PF-06767036,CC(C)(C)OC(=O)N1CCC(C)(C1)N2CCc3c(Cl)nc(nc23)N4CCOCC4,0,225.0,111466.6953,,Toluene,80.0,18.0,,,,,,,,,,,,,1.0,PF-06731575,n1c(nc(c(c1Cl)CCOS(C)(=O)=O)Cl)N1CCOCC1,,MFCD12408544,C(N1CC(CC1)(N)C)(OC(C)(C)C)=O,,,,3.0,MFCD00214188,P1-t-Bu-tris,,,,0__PF-06731575__MFCD12408544__
