canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status
COc1cc(N)c2ncccc2c1.Cc1ccc(C(=O)Cl)cc1.O=C(O)CCc1c[nH]c2ccccc12>>COc1cc(NC(=O)CCc2cn(C(=O)c3ccc(C)cc3)c3ccccc23)c2ncccc2c1,(Ar1–C(O)Cl + Ar2–H) OR (Ar1–C(O)Cl + Ar2–NH2) OR (Ar–C(O)Cl + HeteroAr–H) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)Cl / Ar–H) →,Amide_formation,,ambiguous_reactants
Cc1ccc([N+](=O)[O-])cc1OC1CCNCC1.Cl.O=C(O)c1cccnc1>>Cc1ccc(N)cc1OC1CCN(C(=O)c2cccnc2)CC1,HeteroAr–C(O)OH + R1R2–NH →,Amide_formation,,reactant_only
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O.CCOC(=O)[C@@H](N)Cc1ccccc1.Cl>>CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)(C)OC(=O)NN.O=C(O)c1ccc(NC(=O)c2ccccc2)cc1>>CC(C)(C)OC(=O)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1,Ar–C(O)OH + N–NH2 → Ar–C(O)–NH–N; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CCOc1nc2c(C)cc(C(=O)O)cc2[nH]1.C[C@@H](CN)c1ccccc1>>CCOc1nc2cc(C(=O)NC[C@H](C)c3ccccc3)cc(C)c2[nH]1,Ar–C(O)OH + R–NH2 →,Amide_formation,,reactant_only
NOC1CCCCO1.O=C(O)CCCCCN1C(=O)c2cccc3cccc(c23)C1=O>>O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NOC1CCCCO1,R–C(O)OH + O–NH2 → R–C(O)–NH–O; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1cc(C)cc(Cn2c(=O)ccn(CC(=O)O)c2=O)c1.Nc1ccc(Cl)cc1>>Cc1cc(C)cc(Cn2c(=O)ccn(CC(=O)Nc3ccc(Cl)cc3)c2=O)c1,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)O.CC[C@H](C)[C@H](N)C(=O)OC>>CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)OC,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
C=CC(Cc1ccccc1)C(=O)O.Nc1cccc2cccnc12>>C=CC(Cc1ccccc1)C(=O)Nc1cccc2cccnc12,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC1(C)OB(c2ccc(N)cc2F)OC1(C)C.O=C(O)C1(C(=O)Nc2ccc(F)cc2)CC1>>CC1(C)OB(c2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)OC1(C)C,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCc1ccc(F)cc1F.O=C(O)c1cn(Cc2ccc(F)cc2)cc(OCc2ccccc2)c1=O>>O=C(NCc1ccc(F)cc1F)c1cn(Cc2ccc(F)cc2)cc(OCc2ccccc2)c1=O,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Nc1ccccc1.O=C(O)c1ccc(Oc2ccccc2I)c(Br)c1>>O=C(Nc1ccccc1)c1ccc(Oc2ccccc2I)c(Br)c1,Ar1–C(O)OH + Ar2–NH2 → Ar1–C(O)–NH–Ar2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COc1ccccc1N1CCN(CC(O)CCN)CC1.O=C(O)c1cnc2ccccc2c1>>COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cnc3ccccc3c2)CC1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)(C)OC(=O)N[C@H](C(=O)O)C1CCCCC1.COC(=O)[C@@H](N)Cc1ccccc1>>COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCCC1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)O.NCCc1cccc(Br)c1>>CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NCCc1cccc(Br)c1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)(C)OC(=O)NCC(=O)O.CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)NCCc1ccccc1Br.Cl>>CC(C)[C@H](NC(=O)CNC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)NCCc1ccccc1Br,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COC(=O)[C@@H](N)Cc1ccccc1.Cl.O=C(O)c1cccc2ccccc12>>COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,Ar–C(O)OH + R–NH2 → Ar–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COC(=O)[C@H](N)CC(C)C.COCO[C@H](Cc1ccccc1)C(=O)O>>COCO[C@H](Cc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)OC,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCC1CCCCC1.O=C(O)c1cc2cnccc2[nH]1>>O=C(NCC1CCCCC1)c1cc2cnccc2[nH]1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCC(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O>>O=C1NCCCC(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,intramolecular (14-membered ring) R1–C(O)OH / R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCCN1CCC(F)(F)C1.O=C(O)c1cc(Cl)nc2ccc(F)cc12>>O=C(NCCN1CCC(F)(F)C1)c1cc(Cl)nc2ccc(F)cc12,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NOC1CCCCO1.[N-]=[N+]=NCCCCCC(=O)O>>[N-]=[N+]=NCCCCCC(=O)NOC1CCCCO1,R–C(O)OH + O–NH2 → R–C(O)–NH–O; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CCCC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC1CCCCC1)C(=O)N1CCC2(C=Cc3ccccc32)CC1>>CCCC(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C(=O)N1CCC2(C=Cc3ccccc32)CC1)[C@@H](C)CC,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
C=CCOC(=O)N(CC=C)C[C@H](N)c1nc(C)c(CO)s1.O=C(O)c1ccc(-c2ccc(Cl)cc2)[nH]1>>C=CCOC(=O)N(CC=C)C[C@H](NC(=O)c1ccc(-c2ccc(Cl)cc2)[nH]1)c1nc(C)c(CO)s1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
C#CCCC(=O)O.CC(C)(C)OC(=O)NCCN>>C#CCCC(=O)NCCNC(=O)OC(C)(C)C,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CON.Cc1ccc(Br)c(C(=O)O)c1.Cl>>CONC(=O)c1cc(C)ccc1Br,Ar–C(O)OH + O–NH2 → Ar–C(O)–NH–O; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1ccc2cc(C(=O)Nc3cc(N)ccc3C)ccc2n1.O=C(O)c1cccc2c1OCCO2>>Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4cccc5c4OCCO5)ccc3C)ccc2n1,Ar1–C(O)OH + Ar2–NH2 → Ar1–C(O)–NH–Ar2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N)cc3)c2)[nH]1.O=C(O)c1ccc([N+](=O)[O-])cc1>>CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(NC(=O)c4ccc([N+](=O)[O-])cc4)cc3)c2)[nH]1,Ar1–C(O)OH + Ar2–NH2 → Ar1–C(O)–NH–Ar2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCO3)cc1.O=C(O)c1cc2ccccn2n1>>O=C(NCc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCO3)cc1)c1cc2ccccn2n1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)(C)OC(=O)NCc1ccc(C(=O)O)cc1.NNC(=O)c1ccccc1>>CC(C)(C)OC(=O)NCc1ccc(C(=O)NNC(=O)c2ccccc2)cc1,Ar–C(O)OH + N–NH2 → Ar–C(O)–NH–N; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NC1CCCCC1.O=C(O)C1=Cc2ccccc2OC1>>O=C(NC1CCCCC1)C1=Cc2ccccc2OC1,Alkenyl–C(O)OH + R–NH2 → Alkenyl–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Nc1ccc(C(O)c2ccccc2)cc1.O=C(O)CBr>>O=C(CBr)Nc1ccc(C(O)c2ccccc2)cc1,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COc1ccc(N)cc1.Cc1c2cnn(-c3ccccc3)c(=O)c2c(C)n1CCCC(=O)O>>COc1ccc(NC(=O)CCCn2c(C)c3cnn(-c4ccccc4)c(=O)c3c2C)cc1,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)O)ncc3c2C)cc1.NCCc1ccc(Cl)cc1>>Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCCc4ccc(Cl)cc4)ncc3c2C)cc1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)c1cc(C(=O)O)no1.COc1cccc(N)c1>>COc1cccc(NC(=O)c2cc(C(C)C)on2)c1,HeteroAr–C(O)OH + Ar–NH2 → HeteroAr–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COc1ccc(N)c(OC)c1.O=C(O)c1ccc(C(F)(F)F)cc1>>COc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)c(OC)c1,Ar1–C(O)OH + Ar2–NH2 → Ar1–C(O)–NH–Ar2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(=O)c1ccc(N)cc1.O=C(O)[C@@H]1CCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1>>CC(=O)c1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cl.NCc1ccc2c(c1)NC(=O)CO2.O=C(O)c1nc(=O)c2c(-c3ccc(C(F)(F)F)cc3)csc2[nH]1>>O=C1COc2ccc(CNC(=O)c3nc(=O)c4c(-c5ccc(C(F)(F)F)cc5)csc4[nH]3)cc2N1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C(=O)O)c1ccc(Nc2ccnc(C(F)(F)F)c2)cc1.Cc1cccnc1N>>Cc1cccnc1NC(=O)C(C)c1ccc(Nc2ccnc(C(F)(F)F)c2)cc1,R–C(O)OH + HeteroAr–NH2 → R–C(O)–NH–HeteroAr; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C(=O)O)ccc21.NNC(=O)c1ccc(I)cc1>>CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C(=O)NNC(=O)c3ccc(I)cc3)ccc21,Ar–C(O)OH + N–NH2 → Ar–C(O)–NH–N; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COc1ccc(C=CC(=O)O)cc1OC.NCCCCCCO>>COc1ccc(/C=C/C(=O)NCCCCCCO)cc1OC,(Alkenyl–C(O)OH + R–NH2) OR (Alkenyl–C(O)OH + R–OH) →,Amide_formation,,ambiguous_reactants
Nc1nc(-c2ccc(Br)cc2)cs1.O=C(O)COc1ccc(Cl)cc1>>O=C(COc1ccc(Cl)cc1)Nc1nc(-c2ccc(Br)cc2)cs1,R–C(O)OH + HeteroAr–NH2 → R–C(O)–NH–HeteroAr; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CN.COc1cccc(I)c1CCC(=O)O>>CNC(=O)CCc1c(I)cccc1OC,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1nonc1N.O=C(O)COc1cccc2ccccc12>>Cc1nonc1NC(=O)COc1cccc2ccccc12,R–C(O)OH + HeteroAr–NH2 → R–C(O)–NH–HeteroAr; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CCCCCCCCCCC/C=C\C=C\[C@@H](O)[C@@H](N)CO.O=C(O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12>>CCCCCCCCCCC/C=C\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CCCCCCCCCCCC(=O)O.CCCCN>>CCCCCCCCCCCC(=O)NCCCC,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccncc1.CN(C)CCN>>CC1=C(CC(=O)NCCN(C)C)c2cc(F)ccc2/C1=C\c1ccncc1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1.NCc1ccccc1>>CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
N[C@H](CO)c1ccc(F)cc1.O=C1Cc2cc(C(=O)O)ccc2N1>>O=C1Cc2cc(C(=O)N[C@H](CO)c3ccc(F)cc3)ccc2N1,Ar–C(O)OH + R–NH2 → Ar–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NNc1ccccc1.O=C(O)c1ccccc1F>>O=C(NNc1ccccc1)c1ccccc1F,Ar–C(O)OH + N–NH2 → Ar–C(O)–NH–N; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
COc1ccc2c(c1)CCN(C(=O)OC(C)(C)C)C2C(=O)O.C[Si](C)(C)c1c(F)cc(N)cc1F>>COc1ccc2c(n1)CCN(C(=O)OC(C)(C)C)C2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1,(Ar1–F + Ar2–H) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / Ar–NH2) OR (intramolecular Ar–F / Ar–SiR3) →,Amide_formation,,ambiguous_reactants
Nc1ccccc1.O=C(O)c1c(-c2ccccc2)oc2ccc(O)cc12>>O=C(Nc1ccccc1)c1c(-c2ccccc2)oc2ccc(O)cc12,HeteroAr–C(O)OH + Ar–NH2 → HeteroAr–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCCO.[N-]=[N+]=N[13CH2][13C](=O)O>>[N-]=[N+]=N[13CH2][13C](=O)NCCO,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)N1CCC(CN)CC1.CC(C)c1nc2cccc(C(=O)O)n2n1>>CC(C)c1nc2cccc(C(=O)NCC3CCN(C(C)C)CC3)n2n1,HeteroAr–C(O)OH + R–NH2 → HeteroAr–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1ccc(S(=O)(=O)NCc2ccc(CN)cc2)cc1.O=C(O)c1ccc(CNc2ncccn2)cc1>>Cc1ccc(S(=O)(=O)NCc2ccc(CNC(=O)c3ccc(CNc4ncccn4)cc3)cc2)cc1,Ar–C(O)OH + R–NH2 → Ar–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC(C)c1cc(C(=O)O)n[nH]1.NNC(=O)c1ccc(Cl)cc1>>CC(C)c1cc(C(=O)NNC(=O)c2ccc(Cl)cc2)[nH]n1,(Ar–Cl + AromN–H) OR (Ar–Cl + HeteroAr–H) OR (HeteroAr–C(O)OH + N–NH2) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / N–NH2) OR (intramolecular Ar–Cl / R–C(O)–NHR) →,Amide_formation,,ambiguous_reactants
Cn1cc(NC(=O)c2ccccc2)cc1C(=O)O.Nc1ccccc1>>Cn1cc(NC(=O)c2ccccc2)cc1C(=O)Nc1ccccc1,HeteroAr–C(O)OH + Ar–NH2 → HeteroAr–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
N#Cc1cnn(-c2ccccc2)c1N.O=C(O)c1cc2cc(Cl)ccc2oc1=O>>N#Cc1cnn(-c2ccccc2)c1NC(=O)c1cc2cc(Cl)ccc2oc1=O,HeteroAr1–C(O)OH + HeteroAr2–NH2 → HeteroAr1–C(O)–NH–HeteroAr2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
C[C@@H](O)CC(=O)O.Cl.N[C@H]1CCCCNC1=O>>C[C@@H](O)CC(=O)N[C@H]1CCCCNC1=O,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Nc1ccccc1.O=C(O)CC[Se][Se]CCC(=O)O>>O=C(CC[Se][Se]CCC(=O)Nc1ccccc1)Nc1ccccc1,R–C(O)OH + Ar–NH2 →,Amide_formation,,reactant_only
Nc1cc(C=O)ccc1OCc1ccccc1.O=C(O)c1c(F)cccc1Br>>O=Cc1ccc(OCc2ccccc2)c(NC(=O)c2c(F)cccc2Br)c1,Ar1–C(O)OH + Ar2–NH2 → Ar1–C(O)–NH–Ar2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1.O=C(O)C1CCN(c2ncccc2Cl)CC1>>Cc1cn(-c2cc(NC(=O)C3CCN(c4ncccc4Cl)CC3)cc(C(F)(F)F)c2)cn1,R–C(O)OH + Ar–NH2 → R–C(O)–NH–Ar; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
C[C@H](/C=C\C/C=C\C/C=C\CCCC(=O)O)/C=C\CCCCCN=[N+]=[N-].NC1CC1>>C[C@H](/C=C\C/C=C\C/C=C\CCCC(=O)NC1CC1)/C=C\CCCCCN=[N+]=[N-],R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
CC1(C)OC[C@@H](C(=O)O)O1.C[C@](N)(CO)c1cc(Br)ccc1F.[Li]>>CC1(C)OC[C@@H](C(=O)N[C@@](C)(CO)c2cc(Br)ccc2F)O1,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
Cl.NCC(F)(F)F.O=C(O)CCc1ccccc1>>O=C(CCc1ccccc1)NCC(F)(F)F,R1–C(O)OH + R2–NH2 → R1–C(O)–NH–R2; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
NCCN.O=C(O)c1ccc(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)cc1>>NCCNC(=O)c1ccc(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)cc1,Ar–C(O)OH + R–NH2 → Ar–C(O)–NH–R; edits: C–O bond cleavage; C–N bond formation; N–H loss,Amide_formation,,exact_reconstruction
