material_id,condition_core_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,core_display,solvent_cross_reference,additive_cross_reference,other_context_cross_reference,complete_condition_display,assignment_reason,parse_warnings
CMAT1:6cfcef4d198c4b9b79a6cc57691341df5f8aba4e53295a14c5fe9051ec6b7185,CCOREPOC1:748a465a6acf10f741d765d3fce80ec52f4d670e9a7b9ea71eb2cf4e4014cfba,CGPOC2:453ed8394a86f21ef59ecd576761b19ad0f0347f0086d013942c99d7b212c731,0.99661,0.208186,supported,6,4,"Cu2O, Ni(OAc)2 [catalyst]; Me4phen [ligand]",1-octanol + octanoic acid,,,"Cu2O, Ni(OAc)2 [catalyst]; Me4phen [ligand]; 1-Octanol [solvent]; Octanoic acid [solvent]",LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6cfdb3794d9834324604903cc7f0e2221efe95c947baa7be8200b78b21707a0d,CCOREPOC1:80035c36f285b3d41eb1aa708b8b489835a7ffa65447b1a6cb67abebcea7299d,CGPOC2:f635431829dc4e78e98f6e38819be685db8e122946602936cbfb40e991bf4c2d,0.995664,0.015198,review,2,2,NMI [base]; pyBOP [coupling_reagent],dmf,,,NMI [base]; pyBOP [coupling_reagent]; DMF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6cfe242d3f87c1de14c5f906854b56c98d9f17097e1ace3244afc6b9c28b0de8,CCOREPOC1:a7819893c1f02c9ea75b66f47b14d80c99d27f3d6a8589067ca5fda2f61f0ce6,CGPOC2:558a3288cd6a1a4d855647238ed801e8f966ccb98b412effd2e32e070dc57981,0.939544,0.060878,supported,12,4,NaOtBu [base]; cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand],cpme,,,NaOtBu [base]; cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; CPME [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d03fd6c7aa93938f97c25a8e595ccc47eee1ec2dbbcc615c3ccfa246464a907,CCOREPOC1:d419e8249342ac6f3e69bfc5b28703b6c4db21ce8b8b0f96c88a270b09151bc5,CGPOC2:896899974226b9d60c74658f7766721fe56cfc056c552459715f1e26dd8c4e2b,0.990643,0.050913,supported,1,1,KOtBu [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand],cpme,,,KOtBu [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; CPME [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d05e35c19a452ff39b0e39d750cd8036a45561d750041c5bd462b8fe3faabd3,CCOREPOC1:3458105393ac617af801d0c1e30616c94e4bf507938e35761e080c0ab0c41fe4,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.995204,0.127781,supported,1,1,TMPMgCl.LiCl [base],thf,zncl2,,ZnCl2 [additive]; TMPMgCl.LiCl [base]; THF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d0611a1592533c9dbce474d9b3d0680ea69d3a5ba40b04a8c0ec1bf4a1a7bc5,CCOREPOC1:d1c5eaa6163ac6e96dd50559f96d5953b707df9d58337e922b7bc169d9a35fe2,CGPOC2:f75a32eb2a6aea7c113942e8b688a0826a2d5d0e0b3f2d56d0d54b59a8a40a31,0.995167,0.059691,supported,3,2,NaHCO3 [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand],water + xylenes,potassium 2-ethylhexanoate + tbab,,Potassium 2-ethylhexanoate [additive]; TBAB [additive]; NaHCO3 [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; water [solvent]; xylenes [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d085dfcc904dac3ee6da7de7c7507bf2124f1fd42169beb9686b79a30299d50,CCOREPOC1:da821515c4b78c4b17decff637f3e850fb5b99c04f2c8d121f064b499a6395ca,CGPOC2:b4ff2d96f4332486a154de597b674425692a05e435554fa62d16c53f8b7a8ff8,0.985359,0.035985,provisional,1,1,K3PO4 [base]; IPr Pd(tBuInd)Cl [catalyst]; IPr [ligand],tamoh + water,brij 35,,Brij 35 [additive]; K3PO4 [base]; IPr Pd(tBuInd)Cl [catalyst]; IPr [ligand]; tAmOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d0bdb899bf20d60d299e9c6f565096eb5ebbd5ce41ca1d6eab60f15ccb511b0,,,,,review,2,1,,dmi,csf,,CsF [additive]; DMI [solvent]; No ligand,NO_DECISIVE_CORE_COMPONENT,
CMAT1:6d0d5a19c55badb8ec55af9a71fcb82b6177aa88a8b098553b8597a0b1d9e81d,CCOREPOC1:b5a3ef9c5a691e66fc19605cf8bdc74bec60763b6dff30e98548025025682bdc,CGPOC2:4ea50f1b543ea90dde88dbf95a611c444af745c73341ab2bc60fad223b2f8d96,0.996853,0.05532,supported,1,1,KOAc [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand],thf,,,KOAc [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; THF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d0e4521b8ca347b9f9c4b625d2fc04c8fd358cfaff601b93814d2d9b3602284,CCOREPOC1:326ec17a26ce9e519b02725471d46d676c12c1a5cf41fffc38bba4a134337571,CGPOC2:8922cf52fb2d7f96c4e1b3ea0d9f84e5b1ad3261174184254b573de5dbd834b3,0.975501,0.21114,supported,2,2,"Cs2CO3 [base]; Cu(MeCN)4BF4, XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]",dmso,,,"Cs2CO3 [base]; Cu(MeCN)4BF4, XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; DMSO [solvent]",LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d17ddb2e70661f8bf8295d8d219e27226547bf24fc9135acb8ca7fcdf71c195,CCOREPOC1:1663f4b12e47019fb16f141bb2528914a5d8914005b860689157f59faaf28b12,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.992465,0.129578,supported,4,4,KOtPent [base],anisole,,,KOtPent [base]; anisole [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d1976f9229f29f84b25b4891af2d328c283694e20c8fb30ed80227186ab2f38,CCOREPOC1:9ddce29c7b3e63f38e2fdf93794953ecd482ac0779840037f11c5d78a80c8c4c,CGPOC2:8082c20927d8c3870aa3cda3cefbfe946e8867272ca5c3bd99c7e46bf560b510,0.897704,0.141714,provisional,1,1,K2CO3 [base]; CuI [catalyst]; triisobutylphosphatrane [ligand],buoh,,,K2CO3 [base]; CuI [catalyst]; triisobutylphosphatrane [ligand]; BuOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d1d94233ae2a9053c1c460c5dce933f32346458e8bfc1c3372f618ff33ce3f1,CCOREPOC1:82733dbcfdbef715d37378a22dc7883677686cdc94e0ee26630b45c6b2e7704c,CGPOC2:e13bf0901048ee4709331b9c607076f652a97feaaa7d3fc38b6b41b5844bff0c,1.0,0.063424,supported,8,3,XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand],water,potassium 2-ethylhexanoate + tmeda,,Potassium 2-ethylhexanoate [additive]; TMEDA [additive]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d202a0ccddf46ff0f087725888c528cbf644177412ad0af5c64fdd8c7699782,CCOREPOC1:06a08f11c170d269609af1f676939040b4f38ce66afc7c0dde211432bab418e2,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.997744,0.126886,supported,8,3,morpholine [base],etoh,,,morpholine [base]; EtOH [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d209baca32f8a091025b885efcc1ec78cb509d3ff32b35a94a6414c9f23fa93,CCOREPOC1:60eaa97e07d3bc69af22b42d141a19fbec0b45245773273c0267e06d79e69ae1,CGPOC2:0a4a983fa69b7b9ec63db60ba077e4b6a25af89570fe100aefaaefd2ce6c92f2,0.953908,0.066345,supported,1,1,K3PO4 [base]; dppdtbpf)PdCl2 [catalyst]; dppdtbpf [ligand],cpme + water,licl,,LiCl [additive]; K3PO4 [base]; dppdtbpf)PdCl2 [catalyst]; dppdtbpf [ligand]; CPME [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d20ea564c3d15cd616ca31f92cf6ec9f7c773df3a8a458f514daecd8a7c4566,CCOREPOC1:b5675ab5289cdb174a0b493cab0b268f66311e18418a11c3eef2a93fca464152,CGPOC2:a385df8bdc6940156a15dca2a06d9570772e1d0a4e3dc285caf4acb98b496f5a,0.985578,0.055786,supported,3,3,Na2CO3 [base]; IPent Pd(tBuInd)Cl] [catalyst]; IPent [ligand],etoh + water,,,Na2CO3 [base]; IPent Pd(tBuInd)Cl] [catalyst]; IPent [ligand]; EtOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d21d7de41d559857bf4152d1c90244b0dbeb9730eb56153273abc3b31c59adc,CCOREPOC1:227a302c309a0be9de5541902e53fd43b3ae6e3eb6bc04b4cde509291e6d2427,CGPOC2:368523d119aab242363944fc0b687f1ff26df73a9978675397eb2910ed2bd406,0.908404,0.059832,supported,2,2,LiHMDS [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand],phme,,,LiHMDS [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d25242b0a6b3a65b582fb421fa1610fd2b340284f3269375c821bf754315b9b,CCOREPOC1:79c4775773a5d43f2b2badcc35f689a551bb8e11197f049c2893a049947c6a3a,CGPOC2:79a76907672465e8a5a4d7ffcd1477654254c984cb3edab70d8c3a026da3e5e6,0.985998,0.056036,supported,1,1,Cs2CO3 [base]; PPh3)2PdCl2 [catalyst]; PPh3 [ligand],meoh,water,,water [additive]; Cs2CO3 [base]; PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; MeOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d2526817efbc9f4245d631d73a51f854d3f6550f1606d36072baa888f57431b,CCOREPOC1:0a08953f39b50f86a1a6b58efde973a1851e1fac942e130cb8e0ca7f50511029,CGPOC2:f8eaa3867ad073d9f2b1e7e9767343e6d8a52a6367822bfe9785c00927981066,0.997822,0.05462,supported,2,1,Na2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],mecn,,,Na2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d25c3b07d8f2c0bc9bd0858d8291ca3f8da97dcf3db971090739d3bd9ff9dd9,CCOREPOC1:1f5cae763a9ebaa8726c95e3739669e9d14d2fe1ce3c1cefb9aca4465602620a,CGPOC2:a2bd81d36b7becd7009dfb46eb484f6b132f98309b223fee54cc16eb8bae6036,0.91088,0.018368,review,1,1,Cs2CO3 [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand],meoh,,,Cs2CO3 [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; MeOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d277cc813eb93dcbd34f0b4803b4a6bff3d885747f6bde06bedcd26d4e05175,CCOREPOC1:3c0703358df0af86b53d090b93b365c0f8425360872a337785d5ab909ce45bc4,CGPOC2:aa9b05679219ed9d9142235c989fd6f3cfaf2cfff11a625d589c180f35a7b89b,0.999968,0.051885,supported,1,1,K3PO4 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],tamoh + water,b(oh)3,,B(OH)3 [additive]; K3PO4 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; tAmOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d2ad00b1acaa164abab2df18696df6355278a5660a26b35a1ce44c4a71fb593,CCOREPOC1:3a712907791f0948c05df47e42798f348ec4c3b5b50163d196ce8e9c8a810ba0,CGPOC2:70b0a851724af2e5cf653b687c9e51ca0cbc90b70aeee326a648702fe4cde140,0.978575,0.072448,supported,1,1,DIPEA [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand],methf,,,DIPEA [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; MeTHF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d2c619a6ef16c16561ecf8e73ed16a56f5a5b162a1c71dfe534adcfcbd0c102,CCOREPOC1:16b765361cba1f89055a3959e15560f8231f18334b2e8d84762a888417178532,CGPOC2:192c374f34e8f7cdc5e56ce4d859f38f769fc3e8b4b1838149063dc87095ee8c,0.759347,0.113242,review,1,1,LiHMDS [base]; JackiePhos Pd G3 [catalyst]; JackiePhos [ligand],dioxane,,,LiHMDS [base]; JackiePhos Pd G3 [catalyst]; JackiePhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d2eeee25eadbf3a821952582b9c2fe675231348cbea16704ceeaf95170f5ee2,CCOREPOC1:6a304657958f2f07b9580892ef500c055d7405190261d38f9c7faf28641a3cda,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.901337,0.080894,supported,1,1,DBU [base]; dppf Pd G3 [catalyst]; dppf [ligand],methf,,,DBU [base]; dppf Pd G3 [catalyst]; dppf [ligand]; MeTHF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d32b2b3f86ac758073dd4280f457eb57462c8ab7b2de079f162ab52a3d464ee,CCOREPOC1:e65e0f1ffc0b5226b400268ae1e4ffcc65e9d528c732b18d73b4251d89a705c2,CGPOC2:d605150cfc7d179f9436fd8b7dc3b6ed0e2ee530e289bb153751184e3c92dfaf,0.944853,0.07926,supported,1,1,K2CO3 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand],iproac,tbac,,TBAC [additive]; K2CO3 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; iPrOAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3415b648b26f522da101aba9680890c942b86a0e560f2715f796eba2185683,CCOREPOC1:44fe96c5415bd4a7ce00c3eb956b7eb8e0a93307a144d062145026529e1d5984,CGPOC2:ff34044aaeb3f2a8806532cb730f7441ec2f30ced762b6deda6f17296af56453,0.92175,0.05366,supported,1,1,TrixiePhos Pd G3 [catalyst]; TrixiePhos [ligand],anisole + brij 35,sodium octanoate,,Sodium octanoate [additive]; TrixiePhos Pd G3 [catalyst]; TrixiePhos [ligand]; anisole [solvent]; Brij 35 [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d35d932c42ecf4662bd8e8af40478b88044c27f05661ba56cda3e7c8a045391,CCOREPOC1:a823cd142fd52383d56129fbd3a6d2df8faf695141bcd9edb4c14ce6ad9df6be,CGPOC2:84d94085b40f177c6a4e85485f2fa48e85acdaf9902763e603f976d8c73dac52,0.941666,0.055373,supported,1,1,Cs2CO3 [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand],methf + water,,,Cs2CO3 [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; MeTHF [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3acc8f306c8dd6cfb8abe759404cbaccd01da3006b3e890040402adb37718a,CCOREPOC1:a03fc46ca771286263e648465ed28143799a1a979656ad198c0ce46794cb8b9c,CGPOC2:abf9ce37ca97b0bfab358f03b2ac18d9ddb755772d3cb8a083b7605293cac5ee,0.986536,0.074753,supported,1,1,KOAc [base]; RockPhos Pd G6 Br [catalyst]; RockPhos [ligand],tamoh,,,KOAc [base]; RockPhos Pd G6 Br [catalyst]; RockPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3d86017006b94fc7a994ad3a0dc1a6c36fd30297e0408a582223fc2d1c1539,CCOREPOC1:331cb409ecb5a5ebcec1229cf110ea0826269df09ecf2fe50eb59fed75b22ce4,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.989947,0.129121,supported,2,1,TMG [base],tpgs-750m,licl,,LiCl [additive]; TMG [base]; TPGS-750M [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3d8f16a9275ed7fe7dd2ea1e1d372d538c88e7d14e749100bcf7fdd51c7801,CCOREPOC1:10c2da4ce32d645c8c61a2aa74b9ffd9ba3370e9fd7f7d5a5332ba3d9caef5d5,CGPOC2:5adbd812825ab12e24a97aad9f3a19b2827737ac6737665b9ca1417818e33dc5,0.999149,0.22408,supported,1,1,K3PO4 [base]; CuI [catalyst]; Salicylaldoxime [ligand],dioxane + water,,,K3PO4 [base]; CuI [catalyst]; Salicylaldoxime [ligand]; Dioxane [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3ee0829ca2e173e478aa40c0cca245bb882b9baf2ab09ed4bb1b5769e3b3a0,CCOREPOC1:0a08953f39b50f86a1a6b58efde973a1851e1fac942e130cb8e0ca7f50511029,CGPOC2:f8eaa3867ad073d9f2b1e7e9767343e6d8a52a6367822bfe9785c00927981066,0.997822,0.05462,supported,1,1,Na2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],anisole + meoh + water,tbab,,TBAB [additive]; Na2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; anisole [solvent]; MeOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d3fbc9e66a5e6156a22a31883e5d187e1e502d07936fc964787e42d3d77f108,CCOREPOC1:3404324ee89ccc55eb90f578f1b119bee4be520e4131e19c9de886a51dbfe6bb,CGPOC2:acbec899f75547adf2f6f375d41ec15bf60fba5812d817262e7a464955e73f88,1.0,0.061786,supported,4,2,K3PO4 [base]; tBuXPhos Pd(allyl)OTf [catalyst]; Me4tBuXPhos [ligand],etoh + water,,,K3PO4 [base]; tBuXPhos Pd(allyl)OTf [catalyst]; Me4tBuXPhos [ligand]; EtOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d41533f19e5f1c1bef7ce33df9bf3c4069ec0ee477b525532c703059d395e77,CCOREPOC1:d4bcbac7efe7473c802b2e1ab09c08e202ac3c6100ce43c9270863be8a1c50dd,CGPOC2:139f186cfad353a52ee01cbce2bdb26ef17e12a2305ddab49276eb7828f8e6b5,0.998537,0.17718,supported,1,1,KOH [base]; CuI [catalyst]; MNBO [ligand],phme + water,,,KOH [base]; CuI [catalyst]; MNBO [ligand]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d42323137118dd45aaf75ddf11d42290f002b6ad014fb9a94d149c90f6c69ea,CCOREPOC1:6570a15d018944cb990f7f97ca787fbd3730b1cd35723331ea823f51c8e0da27,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.842404,0.140665,provisional,1,1,KOH [base],tpgs-750m + water,,,KOH [base]; TPGS-750M [solvent]; water [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d43a07e3820fb3bb4f973d5329ac650d4ffb206f86450b4799369baa31093cd,CCOREPOC1:d6dcffc13166873117174f4085270d5617fb8224f5f8687504f57e5567263ee6,CGPOC2:06085a0efe85effbd35e92b549b1ca0b73edf986a336c54332d6a53b762f0116,0.997838,0.067372,supported,3,3,NaOtBu [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand],dmac,,,NaOtBu [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; DMAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d4746d868129db85ac5421ac24271d1522468691a50134a9aaeed3edf79903a,CCOREPOC1:76dcac4014c0e06380180103934bfd191d9e34f7e6a94f930ac2047cbb7a3fa4,CGPOC2:d34f12fe840961ff1b60117fd158b6e7d87c94d3aeef558fd244dbe62d02e319,0.986819,0.051672,supported,1,1,K3PO4 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand],tbme + water,,,K3PO4 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; TBME [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d4bfa6099f3854d57c56d6537f3249d4f8e285b5aa89a6ff8c0c14305859c60,CCOREPOC1:60ca36ad8f2f8e07304431d1434bea26297f19e8808307220d7965efab1207c9,CGPOC2:1422d48ef72381e8e1cd15ca0997e4e36c8a82b9f6a2ce329920597e0d8fffaf,1.0,0.145668,supported,3,3,K2CO3 [base],meoh + methf,,,K2CO3 [base]; MeOH [solvent]; MeTHF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d4d8f3b5f48109efa951f079493d013e565f757f29b5f5c700923a576c10726,CCOREPOC1:fe37b30344167d3a95d2292dcf304ebfdcd5c323f544f921d94a84528001f6da,CGPOC2:8c162a04357a464a55f0a2dad95cdea6473a01e1fa32003fdadf9d397ff5a715,0.997092,0.060756,supported,1,1,K2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand],anisole + nmp,kopiv,,KOPiv [additive]; K2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; anisole [solvent]; NMP [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d517a9719e51c11f92b5ca316798dd2a746516d182174bd2574a95565fec93d,CCOREPOC1:1e624ecc75c1439158df516a986c094d133e7bf455c7e22b0b024335bbdb35f1,CGPOC2:453ed8394a86f21ef59ecd576761b19ad0f0347f0086d013942c99d7b212c731,0.990343,0.209001,supported,4,2,P(tBu)2Ph)2PdCl2 [catalyst]; P(tBu)2Ph [ligand],dmf,,,P(tBu)2Ph)2PdCl2 [catalyst]; P(tBu)2Ph [ligand]; DMF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d5294664fc703d18aee3aa06719f502d36ab1a8b54d799759b2ac436ef15087,CCOREPOC1:76dcac4014c0e06380180103934bfd191d9e34f7e6a94f930ac2047cbb7a3fa4,CGPOC2:d34f12fe840961ff1b60117fd158b6e7d87c94d3aeef558fd244dbe62d02e319,0.986819,0.051672,supported,1,1,K3PO4 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand],meoh + phme + water,brij 35,,Brij 35 [additive]; K3PO4 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; MeOH [solvent]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d537888650728219ca77ed33a14ba770f3520eaf32b492f45ef40b156f63884,CCOREPOC1:371135a13d4fa15c0f72e63a74e59c3dfd571ee9fa63c7dea7c1f91f7eb4ccca,CGPOC2:d605150cfc7d179f9436fd8b7dc3b6ed0e2ee530e289bb153751184e3c92dfaf,0.944754,0.075726,supported,1,1,DBU [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand],mecn,,,DBU [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d5666fb79b9e4615ee16e83bbbb7d484e7126c7f99d4775cd9ff4fb80516c16,CCOREPOC1:16b765361cba1f89055a3959e15560f8231f18334b2e8d84762a888417178532,CGPOC2:192c374f34e8f7cdc5e56ce4d859f38f769fc3e8b4b1838149063dc87095ee8c,0.759347,0.113242,review,1,1,LiHMDS [base]; JackiePhos Pd G3 [catalyst]; JackiePhos [ligand],tamoh,,,LiHMDS [base]; JackiePhos Pd G3 [catalyst]; JackiePhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d5a3334512d55e9ff934989e7f42ae36f40b5a091fa5fb5d3a002a475e0866a,CCOREPOC1:d1c5eaa6163ac6e96dd50559f96d5953b707df9d58337e922b7bc169d9a35fe2,CGPOC2:f75a32eb2a6aea7c113942e8b688a0826a2d5d0e0b3f2d56d0d54b59a8a40a31,0.995167,0.059691,supported,1,1,NaHCO3 [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand],tamoh + water,potassium 2-ethylhexanoate,,Potassium 2-ethylhexanoate [additive]; NaHCO3 [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; tAmOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d5fe7afa966d0979a1f8a22745a1bccd1533bcde21fd7ca5dbbc4bf469d78e0,CCOREPOC1:edd8fa5bcba8c1ca300734a403802c3816989d4c19d69db7862c518743a1cff9,CGPOC2:1ec74c098ac713d9287824e3c9e2e5e86a58a7ff5805076ad2803199d9f377a4,0.9502,0.064677,supported,1,1,K2CO3 [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand],propionitrile,water,,water [additive]; K2CO3 [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Propionitrile [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d6764fb606d43c7bb9865adfdb215b96f0ba1f3ef11c3406a6f0d8798bb12f7,CCOREPOC1:f125bd1b1d12ec865a3df76965db6a9ab2cca3e2b67022a626a09dfee563042a,CGPOC2:5e2c9b2d8657c6e1af12537c9f2c485602c1d77db517a0d4ef5fd50082b4b85c,0.988545,0.087893,supported,2,1,LiOtBu [base]; CuI [catalyst]; No ligand,dioxane,,,LiOtBu [base]; CuI [catalyst]; Dioxane [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d6993469b2e4dec0f6c08d6321b423a36042bf834926b2cb464dfc298a680f6,CCOREPOC1:6bca8ba23a4b317d1deb41ff0d9f583477ab15c7740e908ea2148237061bb385,CGPOC2:a2bd81d36b7becd7009dfb46eb484f6b132f98309b223fee54cc16eb8bae6036,0.983797,0.005956,review,2,2,KOtBu [base]; AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand],tamoh,,,KOtBu [base]; AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d7297d49fdedb0671998dff38fc62e059dd98a4aabb1206ef13673b2ecf9543,CCOREPOC1:8c683cc28b7543e03e2b56f2384df602b756378f4417020ca8fc5c4d1d1a5589,CGPOC2:46da7957c67de8958a6e51e310e5b61016945d9aa41d29edf52f74889bfbd3ab,0.961948,0.063493,supported,3,3,K2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],mecn + water,,,K2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; MeCN [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:6d76b42824e77ca4056c761c4e7912cfd204b03813b783aa3fba356ce7b3fcc9,CCOREPOC1:ab079618bcf9eb7bfe3c98a404b0e7db3389d2422854aa82fe2c87a8f8e03521,CGPOC2:b9664e056fbe059ba4ecdfe30ffb39271517fcc330474aee0b40df03d34ebaa2,1.0,0.204289,supported,1,1,NEt3 [base],acoibu + dmi,,,NEt3 [base]; AcOiBu [solvent]; DMI [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
