material_id,condition_core_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,core_display,solvent_cross_reference,additive_cross_reference,other_context_cross_reference,complete_condition_display,assignment_reason,parse_warnings
CMAT1:006bd9746d93e7239dd27ca96607b5c1d1fe8f2fbbe6a1d7a67258a2c97ef321,CCOREPOC1:f50bcd7e4e3184c9a5f8587a81f1d90ecbd36c345f2867e1d26bd5d77c81b4db,CGPOC2:46f5e69c4d89a94d26355d6657b147abbb3c99073ebdd4c2bee86d94432ba75e,0.977457,0.109501,supported,1,1,DIPEA [base]; CuI [catalyst]; RockPhos Pd G3 [catalyst]; RockPhos [ligand],mecn,,,DIPEA [base]; CuI [catalyst]; RockPhos Pd G3 [catalyst]; RockPhos [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:006de810c96a6560926648ca9dddf768a828813859e421afe0238769b8fd9717,CCOREPOC1:1eb8cb300c3b14b25faa9223f383f8e9c9cf128ca6b102eaa30251adfec9ab2a,CGPOC2:d605150cfc7d179f9436fd8b7dc3b6ed0e2ee530e289bb153751184e3c92dfaf,0.991322,0.066208,supported,1,1,NaHCO3 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand],dmac,,,NaHCO3 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; DMAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:0077c7d3055c3f35023be80869cb5a9149eae59e3e2935e2badeb3e8b6ab536c,CCOREPOC1:8c19cd1e526ac1de64db816d599fe488ca970234c2f41f8dd9ebb16e41028e5d,CGPOC2:bf914a5022d53b58905323554be7b21238b0a442b46fb70a1be41887d75d92e9,0.996348,0.105434,supported,3,2,(Ru(p-cymene)Cl2)2 [catalyst]; No ligand,acetone + acoh + tfe,acoh + tfe,,AcOH [additive]; TFE [additive]; (Ru(p-cymene)Cl2)2 [catalyst]; acetone [solvent]; AcOH [solvent]; TFE [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:007914fc9085816c63f9833a967ae688641cc0e0a8ff203181034a960e35dccb,CCOREPOC1:4f2ad145675243fc3d71ff18a8aef5a27c4bb0e025d3a44287c6c01d48c4c2a6,CGPOC2:f75a32eb2a6aea7c113942e8b688a0826a2d5d0e0b3f2d56d0d54b59a8a40a31,0.995398,0.052055,supported,2,2,LiOTMS [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand],tamoh,,,LiOTMS [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:007a60e076ee0b6c52e7b7b4f2fbb746b2b8624dbd6fb84831a2655a1f9b87d2,CCOREPOC1:c03954f5e861500b877ef1a45d3a00f8f40c37fa8efc05b1e72256f4f846bc22,CGPOC2:5adbd812825ab12e24a97aad9f3a19b2827737ac6737665b9ca1417818e33dc5,0.999087,0.235883,supported,1,1,K3PO4 [base]; CuI [catalyst]; DL-Proline [ligand],tamoh,,,K3PO4 [base]; CuI [catalyst]; DL-Proline [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:007af82173cf5b164874beeaf1809c475e3df8151edd30250ad205a217fdc030,CCOREPOC1:81d5e981401313eb7c4c59c3fd803af0f896ed7ef531519bd9024febe63b8485,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.99574,0.12725,supported,1,1,TMP [base],dmso,,,TMP [base]; DMSO [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:0088b68168462037f9ddb13e2b6cde1d11f91488ebcfa416346ae1ea6e0c1650,CCOREPOC1:792418ff82596627eecf40a5510297b93af42847f848167aa5dcee3a5c5ba79b,CGPOC2:e89b287e59da554802a5bdc4cd08d284d373d960fed05ebc464f66dca1281e01,0.916796,0.114994,supported,1,1,DBU [base]; Cu2O [catalyst]; Xantphos [ligand],buoh + dmso,,,DBU [base]; Cu2O [catalyst]; Xantphos [ligand]; BuOH [solvent]; DMSO [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:008cebd2bf0be560537aa4425b49fc7ff35867ced754ce783d14cf1015aa0251,CCOREPOC1:ab04c018a706271f4d2d6a9707e309d5142b740f894eaf7c06d9a290b0c336aa,CGPOC2:5fbefc4d963ef31244f6f5b6be5eb02da76bf027bf908b0fa4743e2fa12b37d5,0.992681,0.094259,supported,1,1,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand],phme,tmscl,,TMSCl [additive]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:008fa839aee18e1f7cb601eb9d5c0b418813e40c03f3f1cbcb9c23d6be28a59d,CCOREPOC1:8a17887b17228a27cb2124bd28ac41f26726df4a143110f46f3f48e6c080ef05,CGPOC2:db0df8b0dc51263490da0636222878b43cab4ddd379fc1809de6fbe70104cc12,0.9614,0.204108,supported,2,2,"AmPhos2PdCl2, CuI [catalyst]; AmPhos [ligand]",propionitrile,,,"AmPhos2PdCl2, CuI [catalyst]; AmPhos [ligand]; Propionitrile [solvent]",LEARNED_DECISIVE_CORE_GROUP,
CMAT1:0091e1ac6afd21a09757d635f2db5a3a7ba23a4140e0edaec52854ee86252357,CCOREPOC1:bc0966188d1c9bf5fae662ae851e2344f7b896791548ff40d376a02bdca3a150,CGPOC2:6255f5970a346990a3cbe0ff71ded6a1389b24c13ec7843b38ce8cef791341eb,0.998528,0.164209,supported,1,1,DBU [base]; pyBOP [coupling_reagent],dmf,,,DBU [base]; pyBOP [coupling_reagent]; DMF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:009437a18fc7669dafcb2d43dfea7bf497efbfc8dc19533b2af8a2b520afca8d,CCOREPOC1:6a831a5bbf742b01a305a7a303a35d9fba5174343a2191f9d481389575bf8d83,CGPOC2:896899974226b9d60c74658f7766721fe56cfc056c552459715f1e26dd8c4e2b,0.997347,0.049904,provisional,1,1,CsOH.H2O [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand],dmi,,,CsOH.H2O [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; DMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00965b23eb86b1270cf37ecfffc0f8354835e7b4243d41819927d186d0e9f39f,CCOREPOC1:1f16e25ea8d9a511560495037d7150c4bf7675ecdc6131168dd5bbb60eb60ee4,CGPOC2:245626a2dc791a69daf4d009af68175a7be128b0d4107be7348c965a1610e9f9,0.99459,0.03145,provisional,1,1,"Cs2CO3 [base]; CuI, IPr Pd(tBuInd)Cl [catalyst]; IPr [ligand]",nmp,tbab,,"TBAB [additive]; Cs2CO3 [base]; CuI, IPr Pd(tBuInd)Cl [catalyst]; IPr [ligand]; NMP [solvent]",LEARNED_DECISIVE_CORE_GROUP,
CMAT1:0097da2c8fc90c764881cbb1765e32e7bc4ec72434066ae70a9c296958b567ca,CCOREPOC1:47e278fe5e5d696cf905a949c69216b0cfe2e78115d4b7f273177a9c294914d1,CGPOC2:b19dbc9cf022adfdf63c89a5310f7e95d92668b9c70084a97f7cd9a0aee3eea5,0.996668,0.176035,supported,1,1,KOH [base]; RockPhos Pd G6 Br [catalyst]; RockPhos [ligand],dioxane,,,KOH [base]; RockPhos Pd G6 Br [catalyst]; RockPhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:009bc63476e18a5ea0ee1e96d97b13c90f4bf5c7aedbe2675393eb334ed4779c,CCOREPOC1:a65ee54566402cb61c1e12b20e3651a8795e94185d1d5f1cff5a233b659f718a,CGPOC2:04c858ed0e12dafc25ce9f74b60c8afc9124ed2ef16c812ee09ed28a29adaa2d,0.929536,0.059066,supported,1,1,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand],phme,,,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00a22bbf4d184d13d40b8b2447dc825710047e797148219a36a95742ab615dd7,CCOREPOC1:38f6210cc5c702a0e7180067f40366fe1d495caab2d07e46e4a7016bcfdb2ce3,CGPOC2:dd0e5d4dad89825689a528392ee215a34d992d25ed8a5f72c8dff91dafa8030c,0.924811,0.108277,supported,1,1,KOH [base]; Me4tBuXPhos Pd G3 [catalyst]; Me4tBuXPhos [ligand],tamoh,,,KOH [base]; Me4tBuXPhos Pd G3 [catalyst]; Me4tBuXPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00a28cd8089ee85e0099dfd699b109383dd32ebe4822f8ec32e9710b1c94bfff,CCOREPOC1:23b872fe7b38fd5efc8d541ba30006db9f8c99461e8ec48004b4130574662a48,CGPOC2:29374400ebb5d5764432562618fa3e70e1ab8278bb42786324bb673cd302ffcf,0.998747,0.169373,supported,1,1,NaOtBu [base]; CuI [catalyst]; 2-Isobutyrylcyclohexanone [ligand],tamoh,,,NaOtBu [base]; CuI [catalyst]; 2-Isobutyrylcyclohexanone [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00a70d833275a4cfc45f177aff16b3e8690a01e75265be4906750ea2abcda5f6,CCOREPOC1:371135a13d4fa15c0f72e63a74e59c3dfd571ee9fa63c7dea7c1f91f7eb4ccca,CGPOC2:d605150cfc7d179f9436fd8b7dc3b6ed0e2ee530e289bb153751184e3c92dfaf,0.944754,0.075726,supported,8,3,DBU [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand],dmso,,,DBU [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; DMSO [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00a7ff8d1ef65c428b76af05660159e4bcf5da2e735fb7c2aa811ec44b865ae3,CCOREPOC1:de21aab8e413a13f48bf2399232efc840c11433abf0be20c753906db11fcf3c1,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.93093,0.100115,supported,7,6,K3PO4 [base]; dppf Pd G3 [catalyst]; dppf [ligand],thf + water,,,K3PO4 [base]; dppf Pd G3 [catalyst]; dppf [ligand]; THF [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00a94e875aafd3ca872ae2ceb758010d63db5cdf330c857defbd7f0fdd0bdfc9,CCOREPOC1:331cb409ecb5a5ebcec1229cf110ea0826269df09ecf2fe50eb59fed75b22ce4,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.989947,0.129121,supported,1,1,TMG [base],cyclohexane,,,TMG [base]; cyclohexane [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00ac35f9a10cdcc771c4189b95b90298e75e2f500b2152376939e31cf9193028,CCOREPOC1:7b399ec1aa9db34871b527fdebb5ca5a7ed562099fb276ac8967303a78e62b1a,CGPOC2:2e34d0b79b1b21091394cb3c8a4368ec5d7862e4b75afd35bcab586ddbc95e53,0.853058,0.104056,provisional,1,1,K2CO3 [base]; BrettPhos Pd G3 [catalyst]; BrettPhos [ligand],mecn + water,,,K2CO3 [base]; BrettPhos Pd G3 [catalyst]; BrettPhos [ligand]; MeCN [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00ac882364905aeb87968a925e3b65ee38d28603f8e485083d42b60ee28ffaf5,CCOREPOC1:67d9e57bdd2ada33d96707c64e89737576d6215cf9cd4af5ea9c8c96fdabf61c,CGPOC2:8246b1f2de5d1a8fa561bb0c59f5b27c9119e5e86980f24229ad3bac6d685e17,0.904655,0.041305,provisional,1,1,TMSOK [base]; tBuBrettPhos Pd G3 [catalyst]; tBuBrettPhos [ligand],phme,water,,water [additive]; TMSOK [base]; tBuBrettPhos Pd G3 [catalyst]; tBuBrettPhos [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b28b525983d5a54add97a25f042ad605a7dc6a096c3104f0c64abbf84fc101,CCOREPOC1:7f5deac526eef73e2cfbf1375f820d405dc51d162e662a23ffd63f0f2acc3524,CGPOC2:7044ebddd3745e706854bef662d594d6580c468b7f32c5f7ec6db8cc569afde5,0.997879,0.73562,supported,2,2,NaBHT [base]; Me3(OMe)tBuXPhos Pd G3 [catalyst]; Me3(OMe)-tBuXPhos [ligand],thf,,,NaBHT [base]; Me3(OMe)tBuXPhos Pd G3 [catalyst]; Me3(OMe)-tBuXPhos [ligand]; THF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b355142971b64a972ca05ef224d49af13a69366ca527c056f21a27ed2dcbe3,CCOREPOC1:64e154e5dbe1819a46cb31f2ecb48349b6da6fb695f479432968fb0bd3964424,CGPOC2:b2df56da28ce0c0c640d248c363ff012c1b373855d0bd6a97f67fea523b57d72,0.965201,0.017237,review,1,1,NaHCO3 [base]; CuI [catalyst]; bpy [ligand],dmf,,,NaHCO3 [base]; CuI [catalyst]; bpy [ligand]; DMF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b525e148226f1ca1cb9446a8533757cd69b2f5e7a5f3472a1172f82a5b492f,CCOREPOC1:fe37b30344167d3a95d2292dcf304ebfdcd5c323f544f921d94a84528001f6da,CGPOC2:8c162a04357a464a55f0a2dad95cdea6473a01e1fa32003fdadf9d397ff5a715,0.997092,0.060756,supported,1,1,K2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand],dmac,adcooh,,AdCOOH [additive]; K2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; DMAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b6f7c12e5c6d50b18a70d44b4dc562f4f1180ce19463136e47427834a45fe2,CCOREPOC1:92787a789ac25b80143bf41e01353aee45e95f61aa124d18cdb3cc56f61783f5,CGPOC2:9ac270e8b19a62111f6136b4b2ca912120044f1036a0485d2c709433ebcc3fcd,0.831748,0.107821,provisional,1,1,"NEt3 [base]; CuI [catalyst]; trans-1,2-Diaminocyclohexane [ligand]",dioxane,,,"NEt3 [base]; CuI [catalyst]; trans-1,2-Diaminocyclohexane [ligand]; Dioxane [solvent]",LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b7ea21504c226205e167c6879eadc8924412e41bf63fef6e80caf1fe97cf35,CCOREPOC1:14ea27d443358c5491a7ba8c93d496ce683f5a1d59206c2757d9290669264fb8,CGPOC2:19ec248aefe4a2a9f07d2509a5f7a990eb3e6871162ab5719329b60506532185,0.94491,0.020529,provisional,3,2,Na2CO3 [base]; CyJohnPhos Pd G3 [catalyst]; CyJohnPhos [ligand],phme,,,Na2CO3 [base]; CyJohnPhos Pd G3 [catalyst]; CyJohnPhos [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00b8d7486a26a85e9e6d8dfc1234db5965a09192bda3e69058bf4681d1e17e83,CCOREPOC1:23756df9e364770b608bdfdb8a5bd1b25b7bd18064df9121699a120966ff5e3a,CGPOC2:7a10336da65efe5cb21b801f643e14b74677c33004e2a6e2d7f1cdc339f7ce64,0.942838,0.03227,provisional,1,1,K2CO3 [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand],dmac,,,K2CO3 [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand]; DMAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00bd9a0af44e72578b3372accb137366eac9b8f2a1c560a65c08fe5b91de2bcb,CCOREPOC1:811e171e15fb34392f1d27f54cbe34420a92efb07c36b51cbff02b4977eda9b6,CGPOC2:510ce9c3b258427d3cc64b45d43d9a126826b8791845c5ac8fd75ee39e17235b,0.990254,0.15183,supported,1,1,NaOtBu [base]; CuBr2 [catalyst]; BPMPO [ligand],anisole,,,NaOtBu [base]; CuBr2 [catalyst]; BPMPO [ligand]; anisole [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00bf5d36afe458e5bd3b69b1bd505e409927a7eba32ac860df0fa49e8f185c08,CCOREPOC1:a418619d4eac3ae726ce4a97c6e2a4e70b6388af5181ada05d33f51fb8936ab3,CGPOC2:cdaf1affd4fc0af09c9aecf830f91d7f6208f2282dcc53d03ec05de70a43f62b,0.999477,0.219438,supported,1,1,NEt3 [base]; BOP-Cl [coupling_reagent],dioxane,,,NEt3 [base]; BOP-Cl [coupling_reagent]; Dioxane [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00c16aec09d02832408e6cd7f7326473bf9d6bdd7a314f8697d1f63951eb390a,CCOREPOC1:1c58efe754e71554eface5020c7d726acfd54697cffb1c54f7b20dea09119671,CGPOC2:4b31d62d21f65c3313b33bdf5a18424f9cf4166e8c37ec1dff6fb0045e6c8f73,0.999294,0.010477,review,2,2,NMM [base]; CDT [coupling_reagent],mecn,,,NMM [base]; CDT [coupling_reagent]; MeCN [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00c205d7a09a4523dc2c493e4a766f73ffe1170102eea35fcca7a98e4df3fc77,CCOREPOC1:479b76b6b11b0e2b6296f6823426b0dee22d4734ff287b34f458b81b764f8797,CGPOC2:f8eaa3867ad073d9f2b1e7e9767343e6d8a52a6367822bfe9785c00927981066,0.997153,0.050125,supported,4,2,KF [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],dioxane,,,KF [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00c27d35ee05b354abcfc11ba28196ebe727ddabe612c0865eb9bbb36f4129aa,CCOREPOC1:7b9a25e250eb0e1b4c360cc2c5bbbc687e0b125705f93216e794fdafd9ed75d0,CGPOC2:69e36978cc6eefe7bf8174cf2c0c6a6b6ff3eaddbc83abf2617cb27b43c6fb50,0.987483,0.072379,supported,7,5,K2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand],dioxane + water,,,K2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Dioxane [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00c503c5009ff91992ba722d426d3293c236fb3c03108bd231b28d07dfb7c4ca,CCOREPOC1:cca8ecc8731657534a55466bd9c55b217e8fbad3049bbbaac1b8dfa77c65dd18,CGPOC2:99e6cc4bcc63e6e279467062bebb71ba2bc3295041271f21cd7cfd0b17a60bc0,0.993334,0.100148,supported,1,1,NaH [base]; N-XantPhos Pd G3 [catalyst]; N-XantPhos [ligand],dioxane,,,NaH [base]; N-XantPhos Pd G3 [catalyst]; N-XantPhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00c8128762518058b1e28647d03225cf4bb852b699863b9b4ad7703daf9e9aec,CCOREPOC1:4f94c7d311a8890c28ee9c40c3b81980f38cfa30a944538e25c1217f5f6e37cb,CGPOC2:8922cf52fb2d7f96c4e1b3ea0d9f84e5b1ad3261174184254b573de5dbd834b3,0.977343,0.068458,supported,1,1,Cs2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand],dioxane,potassium 2-ethylhexanoate + water,,Potassium 2-ethylhexanoate [additive]; water [additive]; Cs2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00ca83d4f8d66fa89924f003e14988d187feac3a0c92dc4a12fb89b9b0d239e6,CCOREPOC1:b3ba8322c1a051e23305a5c9de9839e4743724f762dc4111f57ca1f8013633d6,CGPOC2:12bb7adc6dcbf8dba9835e76ddb03305a958a44a74d61d2dae28d1aaf57801bd,0.985406,0.083878,supported,1,1,TMSOK [base]; Pd(Cinnamyl)Cl)2 [catalyst]; Missing [ligand],phme,,,TMSOK [base]; Pd(Cinnamyl)Cl)2 [catalyst]; Missing [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00cd2975d88008152da286947152039f60eb7f530250d7ed2197567bdbc36cfd,CCOREPOC1:9e4736050d295df6278d2e91a46ac6f49e3e9677ad3a93f2e381b41416f836d4,CGPOC2:d605150cfc7d179f9436fd8b7dc3b6ed0e2ee530e289bb153751184e3c92dfaf,0.959607,0.086416,supported,1,1,K3PO4 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand],mecn,,,K3PO4 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00cd762bca682bd75d11b6cd0f7d0391f4930c947c734942cf49989932ec33a3,CCOREPOC1:2aacb115f4863e967681e78c00a26491f733681df3034c14b5ce42a61dbe1cb8,CGPOC2:02b20d1065f65b5b594be523162118df416216bb5924f0a0fa79fb7e3aec4264,1.0,0.152794,supported,1,1,K3PO4 [base]; Pd-PEPPSI-IHept Cl 3-chloropyridine [catalyst]; IHept Cl [ligand],tamoh + water,brij 35,,Brij 35 [additive]; K3PO4 [base]; Pd-PEPPSI-IHept Cl 3-chloropyridine [catalyst]; IHept Cl [ligand]; tAmOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00cea0200385bc129fc15ad94bb9c6df428ba55c130d3d09ed874aed2f54afa0,CCOREPOC1:331df1ee5baab6eb150070abc1096473a5b52ebfdb2cc23034884d91a8e1e0cf,CGPOC2:46da7957c67de8958a6e51e310e5b61016945d9aa41d29edf52f74889bfbd3ab,0.931601,0.046749,provisional,1,1,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],iproac,,,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; iPrOAc [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00d52e05e2fd41cf790c65f76e2469784c0621e36681ddf9d5968d2d0d37c485,CCOREPOC1:9d15de0105d751f85864aaf94628812626bff63b1c9c578341347443a3ad4865,CGPOC2:04c858ed0e12dafc25ce9f74b60c8afc9124ed2ef16c812ee09ed28a29adaa2d,0.960852,0.060684,supported,1,1,K3PO4 [base]; JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand],phme + water,water,,water [additive]; K3PO4 [base]; JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00d64cd6d936b3c4b2cb38fc4c22296323a65c4eb804090b56d80e7ae1f9e7a5,CCOREPOC1:1f86d0a96b7dca9735ee17e4a83b582731a5e1df4c8eeac25f2a21e5f0cc95e7,CGPOC2:1a6a952a894f5a95bca1509c1d274d8274202caa01b7b6450d1e519b66e24ff3,0.802588,0.158204,provisional,1,1,DBU [base]; Pd-PEPPSI-IHept Cl 3-chloropyridine [catalyst]; PyBrOP [coupling_reagent]; IHept Cl [ligand],methf,sodium trifluoroacetate,,Sodium trifluoroacetate [additive]; DBU [base]; Pd-PEPPSI-IHept Cl 3-chloropyridine [catalyst]; PyBrOP [coupling_reagent]; IHept Cl [ligand]; MeTHF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00d7d5cab3685b8e02588700de3e5bae14702239ba95ccfa977dfc2812a6b688,CCOREPOC1:81cc5ee53a87e66f7623b70e0d5650de02a7c7ad25516f8fb8c263711d05b42c,CGPOC2:5dc94f4b782271d1b070fc61bf4f7a960c06de2188a53f7c737f75afbaa1c6f1,0.986198,0.11732,supported,4,4,Cs2CO3 [base]; SPhos Pd(allyl)OTf [catalyst]; SPhos [ligand],tamoh,,,Cs2CO3 [base]; SPhos Pd(allyl)OTf [catalyst]; SPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00dffdae2de28e9adc65da96e430c8baad7aeb868768b824e70c0613fe1ae9a8,CCOREPOC1:b18cc0a0edb75faa6f6a84df0c05048782095ae6b57761cbce28d86cbfcf27fd,CGPOC2:b99188d13c477dec288fbb7db08656f9f47a3209d612488f0a1d934446fd112d,1.0,0.058469,supported,2,2,Cs2CO3 [base]; Jackie CPhos Pd G4 [catalyst]; Jackie CPhos [ligand],mecn,,,Cs2CO3 [base]; Jackie CPhos Pd G4 [catalyst]; Jackie CPhos [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00e13a3e4125aa720a634592a48aa6cd92e022200397364bb26cabdea0881bc8,CCOREPOC1:eb0de50c70a38cc0060e20bccbcf68af98ac10accb08d5f11e6fcb7568ae26a1,CGPOC2:2e34d0b79b1b21091394cb3c8a4368ec5d7862e4b75afd35bcab586ddbc95e53,0.98569,0.107109,supported,1,1,NaOH [base]; BrettPhos Pd G3 [catalyst]; BrettPhos [ligand],methf + water,,,NaOH [base]; BrettPhos Pd G3 [catalyst]; BrettPhos [ligand]; MeTHF [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00e550c3bd385da581bab8bbc63fe88f1aa631b60b58b443f600d772ff735062,CCOREPOC1:4b2d1c052cef77409237734cce80eacee556eebc8792386cfdd8d9c8addd34d8,CGPOC2:f3f3a32d36d5498241e84b85d029f1af3cfb0c21ae5a3f913de5963873d9a2f9,0.984167,0.057188,supported,1,1,Cs2CO3 [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand],anisole,water,,water [additive]; Cs2CO3 [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand]; anisole [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00e5ac7f9750cd87f3b115e8938b6a6abb4df2e7bf84efb9da84665b28783bc0,CCOREPOC1:86b6780cdfd3660bdc4922debb735b21aabde5badd74b442285aeae31359d589,CGPOC2:8922cf52fb2d7f96c4e1b3ea0d9f84e5b1ad3261174184254b573de5dbd834b3,0.970447,0.076336,supported,1,1,Cs2CO3 [base]; XPhos Pd G2 [catalyst]; XPhos [ligand],cpme,,,Cs2CO3 [base]; XPhos Pd G2 [catalyst]; XPhos [ligand]; CPME [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00e72493199c35d1a5ca66ea5da46df8bc587b39035e80a08f79668fb0db9cc6,CCOREPOC1:fbad54edeae6827042d6493f40458d03708f78359d00ea44992b5bff391772b1,CGPOC2:558a3288cd6a1a4d855647238ed801e8f966ccb98b412effd2e32e070dc57981,0.947908,0.064582,supported,1,1,K2CO3 [base]; cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand],phme,potassium 2-ethylhexanoate,,Potassium 2-ethylhexanoate [additive]; K2CO3 [base]; cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:00ee892d26997a142c1f2d8667012e9672132d6f34b99e13dc2c775a7b0b928f,CCOREPOC1:b0067a427a1d8fca572554e1bad4f56a7f48b97c2964fb77c867dc81863e8523,CGPOC2:30d6c745d2cb5c59f78f1080d41d3d7f1cc7a57e1190e36de97a44ad61d7d098,0.99545,0.121239,supported,1,1,K3PO4 [base]; cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand],etoh + water,tbac,,TBAC [additive]; K3PO4 [base]; cataCXiumA Pd G3 [catalyst]; CataCXiumA [ligand]; EtOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
