schema_version,reaction_id,source_row_number,admission_tier,admission_reasons,reaction_smiles,evidence_quality,named_family,reaction_label,yield_pct,temperature_c,time_h,condition_recipe_id,conditions_complete,catalyst_cas,reagent_cas,solvent_cas,electrophile_label,electrophile_context,electrophile_handle,electrophile_steric_class,electrophile_electronic_class,electrophile_flags,transfer_label,transfer_context,transfer_handle,transfer_steric_class,transfer_electronic_class,transfer_flags,spectator_group_ids,family_environment_json,spectator_groups_json,reference,notes
1.0,31-614-CAS-40267976,275,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccc2[nH]ccc2c1.Nc1ncnc2c1c(Br)nn2CCC1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1.CC(C)S(=O)(=O)Cl>>CC(C)S(=O)(=O)N1CCC(CCn2nc(-c3ccc4[nH]ccc4c3)c3c(N)ncnc32)CC1,reactant_grammar_only,,,89.0,,,COND1:catalyst=14221-01-3|reagent=121-44-8+584-08-7|solvent=123-91-1+75-09-2+7732-18-5,True,14221-01-3,121-44-8|584-08-7,123-91-1|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"European Journal of Medicinal Chemistry (2024), 271116395",Suzuki coupling reaction (stage 1)
1.0,31-614-CAS-40269725,276,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=Cc1cccc(C=O)c1Br.COc1ccc(OCc2ccccc2)c(B(O)O)c1.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>C=Cc1cccc(C=C)c1-c1cc(OC)ccc1OCc1ccccc1,reactant_grammar_only,,,89.0,,1.0,COND1:catalyst=51364-51-3+657408-07-6|reagent=7646-69-7+7778-53-2|solvent=108-88-3+109-99-9,True,51364-51-3|657408-07-6,7646-69-7|7778-53-2,108-88-3|109-99-9,,,,,,,,,,,,,,,[],"Organic Letters (2024), 26(18), 3867-3871","glovebox used, Schlenk flask used, Suzuki coupling (stage 1), Wittig reaction (stage 2), inverse addition after 1 hour (stage 2)"
1.0,31-614-CAS-41113758,282,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccccc1B(O)O.COCOc1c(I)cc2ccccc2c1-c1c(OCOC)c(I)cc2ccccc12>>COCOc1c(-c2ccccc2OC)cc2ccccc2c1-c1c(OCOC)c(-c2ccccc2OC)cc2ccccc12,reactant_grammar_only,,,82.0,,,COND1:catalyst=14221-01-3|reagent=497-19-8|solvent=110-71-4,True,14221-01-3,497-19-8,110-71-4,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2024), 67(13), 10875-10890","stereoselective, Suzuki-Miyaura coupling"
1.0,31-614-CAS-41607377,283,review,incomplete_condition_identity|missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(B(O)O)cc1.CC(C)ONC(=O)C(Br)c1ccccc1>>COc1ccc(C(C(=O)NOC(C)C)c2ccccc2)cc1,reactant_grammar_only,,,74.0,,,COND1:catalyst=unknown|reagent=497-19-8|solvent=920-66-1,False,,497-19-8,920-66-1,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2024), 89(18), 13730-13734",in-situ generated aza-oxyallyl cation
1.0,31-614-CAS-42235822,287,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=[N+]([O-])c1ccccc1B(O)O.Cc1cc(CBr)ccc1F>>Cc1cc(Cc2ccccc2[N+](=O)[O-])ccc1F,reactant_grammar_only,,,90.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=109-99-9+7732-18-5,True,14221-01-3,584-08-7,109-99-9|7732-18-5,,,,,,,,,,,,,,,[],"Angewandte Chemie, International Edition (2024), 63(42), e202409653",
1.0,31-614-CAS-42380369,288,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Oc1ccccc1I.CC1(C)OB(/C=C(\B2OC(C)(C)C(C)(C)O2)C2CCCCC2)OC1(C)C>>OB1Oc2ccccc2C=C1C1CCCCC1,reactant_grammar_only,,,100.0,,,COND1:catalyst=72287-26-4|reagent=7647-01-0+7778-53-2|solvent=75-05-8+7732-18-5,True,72287-26-4,7647-01-0|7778-53-2,75-05-8|7732-18-5,,,,,,,,,,,,,,,[],"Chemical Communications (Cambridge, United Kingdom) (2024), 60(90), 13223-13226","chemoselective, regioselective, Suzuki-Miyaura coupling (stage 1), sealed microwave vial used (stage 1), aerobic (stage 2)"
1.0,31-614-CAS-42560819,290,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CO.CCOC(=O)C(C(=O)OCC)c1ncc(C(=O)N(CC)CC)cc1Br.CC1(C)OB(c2cccc3[nH]ccc23)OC1(C)C>>CCN(CC)C(=O)c1cnc(CC(=O)OC)c(-c2cccc3[nH]ccc23)c1,reactant_grammar_only,,,90.0,,6.0,COND1:catalyst=14221-01-3|reagent=1310-73-2+584-08-7+75-77-4+7647-01-0|solvent=108-88-3+64-17-5+67-56-1+7732-18-5,True,14221-01-3,1310-73-2|584-08-7|75-77-4|7647-01-0,108-88-3|64-17-5|67-56-1|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2023), 88(19), 13712-13719","incremental addition of TMSCl after 6 hours (stage 3), Suzuki coupling (stage 4)"
1.0,31-614-CAS-43158335,292,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(C)cc1B(O)O.O=C1c2ccccc2C(=O)N1C/C=C(/Br)c1ccccc1>>COc1ccc(C)cc1/C(=C/CN1C(=O)c2ccccc2C1=O)c1ccccc1,reactant_grammar_only,,,75.0,,,COND1:catalyst=3375-31-3+603-35-0+7732-18-5|reagent=534-17-8|solvent=109-99-9+67-56-1,True,3375-31-3|603-35-0|7732-18-5,534-17-8,109-99-9|67-56-1,,,,,,,,,,,,,,,[],"Organic Letters (2024), 26(50), 10903-10909","Suzuki coupling, alternative preparation shown, thermal in stage 1"
1.0,31-614-CAS-43188500,293,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(I)cc1.CC(C)=C/C=C(/B1OC(C)(C)C(C)(C)O1)C1(O)C2CC3CC(C2)CC1C3>>COc1ccc(/C(=C/C=C(C)C)C2(O)C3CC4CC(C3)CC2C4)cc1,reactant_grammar_only,,,89.0,,,COND1:catalyst=3375-31-3+657408-07-6|reagent=1310-73-2|solvent=109-99-9+7732-18-5,True,3375-31-3|657408-07-6,1310-73-2,109-99-9|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2024), 26(49), 10499-10504",
1.0,31-614-CAS-44226909,296,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COC(=O)c1c(OCc2ccccc2)cc(Br)cc1OCc1ccccc1.CCCCC[C@H](CB1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1>>CCCCC[C@@H](O)Cc1cc(OCc2ccccc2)c(C(=O)OC)c(OCc2ccccc2)c1,reactant_grammar_only,,,80.0,,,COND1:catalyst=3375-31-3+787618-22-8|reagent=1310-58-3+7632-04-4+7772-98-7|solvent=1634-04-4+7732-18-5,True,3375-31-3|787618-22-8,1310-58-3|7632-04-4|7772-98-7,1634-04-4|7732-18-5,,,,,,,,,,,,,,,[],"Chemical Communications (Cambridge, United Kingdom) (2024), 60(24), 3331-3334","stereoselective, Suzuki-Miyaura coupling"
1.0,31-614-CAS-44357902,297,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CNc1ccccc1B1OC(C)(C)C(C)(C)O1.COS(=O)c1ccccc1Br>>CN1c2ccccc2-c2ccccc2S1=O,reactant_grammar_only,,,88.0,,,COND1:catalyst=14221-01-3|reagent=407-25-0|solvent=110-71-4+7732-18-5,True,14221-01-3,407-25-0,110-71-4|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2024), 26(45), 9676-9681",
1.0,31-614-CAS-45241847,299,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1ccc(-c2ccc(Br)c3ccccc23)c2ccccc12.COC(=O)c1cc(B(O)O)cc(C(=O)OC)c1>>COC(=O)c1cc(C(=O)OC)cc(-c2ccc(-c3ccc(-c4cc(C(=O)OC)cc(C(=O)OC)c4)c4ccccc34)c3ccccc23)c1,reactant_grammar_only,,,84.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,True,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,,,,,,,,,,,,,,,[],"Dalton Transactions (2024), 53(34), 14496-14504",reaction in a Schlenk flask
