identifier,source_field,resolution_status,match_kind,substance_id,canonical_name,role_ids,family_ids,coverage_category,coverage_flags,occurrence_count,dataset_count,datasets,dataset_occurrences_json,reaction_count,reaction_ids
2491-06-7,catalyst_cas,unresolved,,,,,,missing_substance,,3,2,c_o_coupling|c_s_coupling,"{""c_o_coupling"": 1, ""c_s_coupling"": 2}",3,31-170-CAS-7817562|31-171-CAS-17227120|31-171-CAS-17227124
2585661-86-3,catalyst_cas,unresolved,,,,,,missing_substance,,3,1,c_n_coupling,"{""c_n_coupling"": 3}",3,31-614-CAS-38030223|31-614-CAS-38030267|31-614-CAS-38030272
349121-37-5,catalyst_cas,unresolved,,,,,,missing_substance,,3,1,c_o_coupling,"{""c_o_coupling"": 3}",3,31-614-CAS-41355221|31-614-CAS-41355246|31-614-CAS-41355277
47668-04-2,catalyst_cas,unresolved,,,,,,missing_substance,,3,1,c_s_coupling,"{""c_s_coupling"": 3}",3,31-614-CAS-24633254|31-614-CAS-24633273|31-614-CAS-24633279
1007894-32-7,reagent_cas,unresolved,,,,,,missing_substance,,2,1,suzuki_miyaura,"{""suzuki_miyaura"": 2}",2,31-614-CAS-25452271|31-614-CAS-27760786
1158652-41-5,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-171-CAS-22771199|31-171-CAS-2312019
131457-46-0,catalyst_cas,unresolved,,,,,,missing_substance,,2,2,c_n_coupling|c_s_coupling,"{""c_n_coupling"": 1, ""c_s_coupling"": 1}",2,31-171-CAS-19294368|31-172-CAS-22805455
155-30-6,reagent_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-172-CAS-22704372|31-172-CAS-22704390
158923-11-6,catalyst_cas,unresolved,,,,,,missing_substance,,2,2,c_n_coupling|c_s_coupling,"{""c_n_coupling"": 1, ""c_s_coupling"": 1}",2,31-171-CAS-4157551|31-172-CAS-23141142
1594113-11-7,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-614-CAS-31328985|31-614-CAS-31329038
1860873-52-4,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-171-CAS-11878259|31-171-CAS-14717820
1973375-72-2,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-172-CAS-22704372|31-172-CAS-22704390
20961-60-8,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-614-CAS-43873502|31-614-CAS-43873527
21351-79-1,reagent_cas,unresolved,,,,,,missing_substance,,2,1,suzuki_miyaura,"{""suzuki_miyaura"": 2}",2,31-056-CAS-16214902|31-056-CAS-16218981
2135300-11-5,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,suzuki_miyaura,"{""suzuki_miyaura"": 2}",2,31-179-CAS-17819429|31-179-CAS-17819437
215788-72-0,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,suzuki_miyaura,"{""suzuki_miyaura"": 2}",2,31-142-CAS-5904867|31-179-CAS-20890354
2194573-99-2,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-22283017|31-170-CAS-22283022
2305954-76-9,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-172-CAS-23211777|31-172-CAS-23212563
2721440-87-3,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-614-CAS-24991572|31-614-CAS-24991594
2734057-04-4,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-614-CAS-24785882|31-614-CAS-24785927
2876933-48-9,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-614-CAS-38947722|31-614-CAS-44174363
302-01-2,reagent_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-614-CAS-36888259|31-614-CAS-46331844
3035177-77-3,catalyst_cas,unresolved,,,,,,missing_substance,,2,2,c_n_coupling|c_o_coupling,"{""c_n_coupling"": 1, ""c_o_coupling"": 1}",2,31-614-CAS-40801434|31-614-CAS-40801510
3061748-66-8,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-614-CAS-43956447|31-614-CAS-43956513
42152-46-5,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-19241195|31-170-CAS-3224096
4540-33-4,reagent_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-22442035|31-170-CAS-22442038
53716-82-8,solvent_cas,unresolved,,,,,,missing_substance,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-614-CAS-39508622|31-614-CAS-39508635
6723-30-4,reagent_cas,unresolved,,,,,,missing_substance,,2,1,amide_formation,"{""amide_formation"": 2}",2,31-367-CAS-7628551|31-614-CAS-38296081
73468-85-6,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,suzuki_miyaura,"{""suzuki_miyaura"": 2}",2,31-614-CAS-33602719|31-614-CAS-33602755
7428-60-6,reagent_cas,unresolved,,,,,,missing_substance,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-172-CAS-22704372|31-172-CAS-22704390
939-23-1,catalyst_cas,unresolved,,,,,,missing_substance,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-614-CAS-24479963|31-614-CAS-24479982
94790-35-9,reagent_cas,unresolved,,,,,,missing_substance,,2,1,amide_formation,"{""amide_formation"": 2}",2,31-614-CAS-39632807|31-614-CAS-41986314
10022-70-5,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-144-CAS-19321213
1023743-21-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-113-CAS-15199186
10354-53-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-12736864
10544-63-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-471706
1072087-21-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-10342217
107339-40-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-23224337
11101-13-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-1976446
1114567-80-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-14235940
112-35-6,solvent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-22467506
1160556-62-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-10352939
116273-61-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-27281161
117909-25-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-31114341
12012-77-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22843700
12018-79-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-17853974
124164-07-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-37847583
1243210-44-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-9230399
1257520-01-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-8878984
1258559-91-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36529191
1314876-23-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-22667264
1335047-34-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36833733
13360-57-1,reagent_cas,unresolved,,,,,,missing_substance,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-8487007
1338230-08-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-7801708
1404321-21-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-23920661
1421422-35-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-19670037
143334-20-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-40881121
1435939-45-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-19877585
1477501-20-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-32738975
1508280-92-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-20461549
15243-48-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-33736518
154769-61-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-37879657
15555-11-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-14108897
1612873-94-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-15476376
1651823-59-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-31915319
16971-29-2,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-14108897
171117-74-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-17240576
17217-57-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-21785744
17217-57-1,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-40881121
1771693-10-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-177-CAS-13833158
1801159-60-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-3290808
18057-16-4,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-24348823
1809605-48-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-13508905
1818867-04-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-13125550
1820961-26-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23234128
1836220-69-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23281569
185346-09-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-23577653
185990-03-8,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-11372242
1869119-27-6,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-9111776
18820-83-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-34820790
1902911-41-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-43378997
2016028-94-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23288659
203389-28-0,solvent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-41148898
2058260-36-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-31064518
207569-11-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-113-CAS-23355913
2088024-91-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36703443
2103932-14-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-18375407
215182-57-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-2660998
2200281-86-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-18702642
2216894-42-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-37659315
2240162-04-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36920878
2241321-21-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-19110904
2250292-07-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-21649997
2256751-76-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22606468
2348528-02-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-22834024
2363044-86-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-113-CAS-23355913
2365386-18-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-32735079
2375641-64-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-25310502
2388-10-5,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-2312019
2390520-07-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-20985184
2409651-49-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-21455549
2416226-68-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-21845916
2423104-33-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36839163
2488482-67-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-24115691
2495200-15-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22797092
24979-70-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-1976446
2509670-69-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22797034
2567759-10-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-23118771
2568189-42-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-36331539
2623265-78-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-23930990
2632856-30-3,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-23502941
2676993-56-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23858917
26937-01-9,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-32274126
2699890-62-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-24079713
2793967-86-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-46385981
2803960-69-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-33446661
2832920-74-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-34659788
2844464-76-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-34357710
2855128-96-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-34564547
2873417-75-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-38969996
2897656-97-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-39895197
2898529-24-1,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-42338506
2914225-71-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-35769820
2926-29-6,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-33215236
2981397-95-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-40476144
3022864-19-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-45944225
3054773-54-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-41541875
3055551-77-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-44104736
3059853-81-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-42011768
3060967-29-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-42335840
3061833-93-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-42338506
312696-09-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-23008111
34775-39-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-3467500
36700-08-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-18010575
39207-65-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-41367307
39778-17-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22251185
40105-52-0,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-36331539
406680-95-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-17014589
40816-53-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-12726769
434336-16-0,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-40103012
4348-76-9,solvent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36530631
4411-80-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-37918703
46389-47-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-24399063
465516-40-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-534475
473981-31-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36920878
50595-38-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-5356979
60804-74-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-9111776
6089-09-4,reagent_cas,unresolved,,,,,,missing_substance,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-22309970
61798-24-1,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-40275302
658062-48-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-1803487
6640-50-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-215500
672937-63-2,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-16005853
68737-65-5,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23754364
75-12-7,solvent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-39301177
75-50-3,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-39013592
7560-83-0,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36454229
76-09-5,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-18702642
