identifier,source_field,resolution_status,match_kind,substance_id,canonical_name,role_ids,family_ids,coverage_category,coverage_flags,occurrence_count,dataset_count,datasets,dataset_occurrences_json,reaction_count,reaction_ids
694-53-1,reagent_cas,resolved,exact_cas,cas:694-53-1,Phenylsilane,organic_compound,,generic_only,,3,1,c_o_coupling,"{""c_o_coupling"": 3}",3,31-614-CAS-40260492|31-614-CAS-40260599|31-614-CAS-40260686
7440-23-5,reagent_cas,resolved,exact_cas,cas:7440-23-5,Sodium,other_reagent,,generic_only,,3,1,c_o_coupling,"{""c_o_coupling"": 3}",3,31-614-CAS-24225456|31-614-CAS-32397420|31-614-CAS-45705777
77-92-9,reagent_cas,resolved,exact_cas,cas:77-92-9,Citricacid,organic_compound,,generic_only,,3,3,amide_formation|c_o_coupling|c_s_coupling,"{""amide_formation"": 1, ""c_o_coupling"": 1, ""c_s_coupling"": 1}",3,31-170-CAS-24351047|31-171-CAS-5356979|31-352-CAS-19455373
7772-99-8,reagent_cas,resolved,exact_cas,cas:7772-99-8,tin(II) chloride,other_reagent,,generic_only,,3,1,c_o_coupling,"{""c_o_coupling"": 3}",3,31-170-CAS-12701207|31-170-CAS-6260326|31-170-CAS-6595325
865-33-8,reagent_cas,resolved,exact_cas,cas:865-33-8,Potassium methoxide,organic_compound,,generic_only,,3,2,c_s_coupling|suzuki_miyaura,"{""c_s_coupling"": 2, ""suzuki_miyaura"": 1}",3,31-614-CAS-24479963|31-614-CAS-24479982|31-614-CAS-31114341
90076-65-6,reagent_cas,resolved,exact_cas,cas:90076-65-6,Bistrifluoromethanesulfonimidate,organic_compound,,generic_only,,3,1,c_o_coupling,"{""c_o_coupling"": 3}",3,31-614-CAS-37581252|31-614-CAS-37581322|31-614-CAS-37581333
95408-45-0,catalyst_cas,resolved,exact_cas,cas:95408-45-0,1'-Bis(di-tert-butylphosphino)ferrocenepalladiumdichloride,organic_compound,,generic_only,,3,1,suzuki_miyaura,"{""suzuki_miyaura"": 3}",3,31-179-CAS-16686634|31-614-CAS-36770789|31-614-CAS-39154025
174501-65-6,solvent_cas,resolved,exact_cas,cas:174501-65-6,n-Butyl-3-methylimidazoliumtetrafluoroborate,organic_compound,,generic_only,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-171-CAS-12726769|31-614-CAS-23935425
1941-30-6,reagent_cas,resolved,exact_cas,cas:1941-30-6,Tetrapropylammonium Bromide,organic_compound,,generic_only,,2,1,c_n_coupling,"{""c_n_coupling"": 2}",2,31-172-CAS-22704372|31-172-CAS-22704390
2052-49-5,reagent_cas,resolved,exact_cas,cas:2052-49-5,Tetrabutylammonium hydroxide,organic_compound,,generic_only,,2,2,c_n_coupling|c_s_coupling,"{""c_n_coupling"": 1, ""c_s_coupling"": 1}",2,31-171-CAS-6933533|31-614-CAS-31857325
2926-30-9,reagent_cas,resolved,exact_cas,cas:2926-30-9,Sodium trifluoromethanesulphonate,organic_compound,,generic_only,,2,2,c_n_coupling|c_o_coupling,"{""c_n_coupling"": 1, ""c_o_coupling"": 1}",2,31-172-CAS-23211777|31-614-CAS-32258121
492-22-8,catalyst_cas,resolved,exact_cas,cas:492-22-8,Thioxanthen-9-one,organic_compound,,generic_only,,2,2,c_n_coupling|c_o_coupling,"{""c_n_coupling"": 1, ""c_o_coupling"": 1}",2,31-614-CAS-24399063|31-614-CAS-37078630
504-29-0,catalyst_cas,resolved,exact_cas,cas:504-29-0,2-Aminopyridine,organic_compound,,generic_only,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-21877965|31-170-CAS-21877973
59-67-6,catalyst_cas,resolved,exact_cas,cas:59-67-6,Nicotinicacid,organic_compound,,generic_only,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-23063903|31-170-CAS-23070380
6284-40-8,reagent_cas,resolved,exact_cas,cas:6284-40-8,N-methyl-D-glucamine,organic_compound,,generic_only,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-614-CAS-35964475|31-614-CAS-35964489
73183-34-3,reagent_cas,resolved,exact_cas,cas:73183-34-3,Bis(pinacolato)diboron,organic_compound,,generic_only,,2,1,c_s_coupling,"{""c_s_coupling"": 2}",2,31-614-CAS-24479963|31-614-CAS-24479982
7446-70-0,reagent_cas,resolved,exact_cas,cas:7446-70-0,"Aluminumchloride,anhydrous,ReagentGrade",other_reagent,,generic_only,,2,2,c_s_coupling|suzuki_miyaura,"{""c_s_coupling"": 1, ""suzuki_miyaura"": 1}",2,31-086-CAS-20024316|31-171-CAS-16507266
7553-56-2,reagent_cas,resolved,exact_cas,cas:7553-56-2,Iodine,other_reagent,,generic_only,,2,1,amide_formation,"{""amide_formation"": 2}",2,31-367-CAS-16968687|31-614-CAS-24890652
7631-86-9,catalyst_cas,resolved,exact_cas,cas:7631-86-9,Kieselguhr,other_reagent,,generic_only,,2,2,c_s_coupling|suzuki_miyaura,"{""c_s_coupling"": 1, ""suzuki_miyaura"": 1}",2,31-171-CAS-9743779|31-614-CAS-36331539
7631-86-9,reagent_cas,resolved,exact_cas,cas:7631-86-9,Kieselguhr,other_reagent,,generic_only,,2,2,c_n_coupling|suzuki_miyaura,"{""c_n_coupling"": 1, ""suzuki_miyaura"": 1}",2,31-172-CAS-22802173|31-614-CAS-36331539
7664-93-9,reagent_cas,resolved,exact_cas,cas:7664-93-9,sulfuric acid,other_reagent,,generic_only,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-084-CAS-22509262|31-091-CAS-1431656
7757-82-6,reagent_cas,resolved,exact_cas,cas:7757-82-6,Sodium sulfate,other_reagent,,generic_only,,2,2,c_s_coupling|suzuki_miyaura,"{""c_s_coupling"": 1, ""suzuki_miyaura"": 1}",2,31-171-CAS-9556197|31-179-CAS-18702642
86-55-5,reagent_cas,resolved,exact_cas,cas:86-55-5,1-Naphthoic acid,organic_compound,,generic_only,,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-170-CAS-19241195|31-170-CAS-3224096
98-80-6,reagent_cas,resolved,exact_cas,cas:98-80-6,Phenylboronic acid,organic_compound|other_reagent,misc_general,generic_only,MULTIPLE_POSSIBLE_ROLES,2,1,c_o_coupling,"{""c_o_coupling"": 2}",2,31-614-CAS-24991572|31-614-CAS-24991594
10026-13-8,reagent_cas,resolved,exact_cas,cas:10026-13-8,Phosphorus pentachloride,other_reagent,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-18443668
10035-10-6,reagent_cas,resolved,exact_cas,cas:10035-10-6,Hydrobromic acid,other_reagent,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-43479428
102-69-2,reagent_cas,resolved,exact_cas,cas:102-69-2,Tripropylamine,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-6811821
106129-86-6,catalyst_cas,resolved,exact_cas,cas:106129-86-6,(2E)-3-(dimethylamino)-1-(2-hydroxyphenyl)prop-2-en-1-one,other_reagent,misc_general,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-100-CAS-11729791
1068-55-9,reagent_cas,resolved,exact_cas,cas:1068-55-9,"Isopropylmagnesiumchloride,1MinMeTHF",organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-25979870
108-18-9,reagent_cas,resolved,exact_cas,cas:108-18-9,Diisopropylamine,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-32145160
108-93-0,solvent_cas,resolved,exact_cas,cas:108-93-0,Cyclohexanol,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-1256004
108-95-2,solvent_cas,resolved,exact_cas,cas:108-95-2,Phenol,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-21640626
108-99-6,reagent_cas,resolved,exact_cas,cas:108-99-6,3-Methylpyridine,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-18767787
110-91-8,reagent_cas,resolved,exact_cas,cas:110-91-8,Morpholine,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-32067929
112-30-1,solvent_cas,resolved,exact_cas,cas:112-30-1,Decyl alcohol,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22850593
120-94-5,solvent_cas,resolved,exact_cas,cas:120-94-5,1-Methylpyrrolidine,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-33258978
121-33-5,catalyst_cas,resolved,exact_cas,cas:121-33-5,Vanillin,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-17762508
1304-76-3,catalyst_cas,resolved,exact_cas,cas:1304-76-3,Bismuth oxide,other_reagent,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-23116497
1344-28-1,reagent_cas,resolved,exact_cas,cas:1344-28-1,"Aluminumoxide,AerosolRefractoryPaint",other_reagent,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-15198593
141-52-6,reagent_cas,resolved,exact_cas,cas:141-52-6,Sodium ethylate,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-8362863
1445-69-8,reagent_cas,resolved,exact_cas,cas:1445-69-8,Phthalhydrazide,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36839163
1655-07-8,catalyst_cas,resolved,exact_cas,cas:1655-07-8,ethyl 2-cyclohexanonecarboxylate,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-12096049
1655-07-8,reagent_cas,resolved,exact_cas,cas:1655-07-8,ethyl 2-cyclohexanonecarboxylate,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-38371131
17372-87-1,catalyst_cas,resolved,exact_cas,cas:17372-87-1,Acid Red 87,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-46385981
18156-74-6,reagent_cas,resolved,exact_cas,cas:18156-74-6,1-(Trimethylsilyl)imidazole,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-20537396
20439-47-8,catalyst_cas,resolved,exact_cas,cas:20439-47-8,"(1R,2R)-(-)-1,2-Diaminocyclohexane",organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-37225954
24388-23-6,reagent_cas,resolved,exact_cas,cas:24388-23-6,Phenylboronic acid pinacol ester,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-11395948
25015-63-8,reagent_cas,resolved,exact_cas,cas:25015-63-8,"4,4,5,5-Tetramethyl-1,3,2-dioxaborolane",organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-22928709
280-64-8,reagent_cas,resolved,exact_cas,cas:280-64-8,9-borabicyclo[3.3.1]nonane,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-40245431
407-25-0,reagent_cas,resolved,exact_cas,cas:407-25-0,Trifluoroacetic anhydride,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-44357902
4097-89-6,catalyst_cas,resolved,exact_cas,cas:4097-89-6,Tris(2-aminoethyl)amine,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-13068302
4271-96-9,reagent_cas,resolved,exact_cas,cas:4271-96-9,"Pyrimidine, 1,4,5,6-tetrahydro-1,2-dimethyl-",other_reagent,misc_general,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36529273
448-61-3,catalyst_cas,resolved,exact_cas,cas:448-61-3,"2,4,6-Triphenylpyrylium tetrafluoroborate",organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-35487745
4648-54-8,reagent_cas,resolved,exact_cas,cas:4648-54-8,azidotrimethylsilane,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-043-CAS-10545072
470-82-6,solvent_cas,resolved,exact_cas,cas:470-82-6,8-Cineole,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-19857021
51-35-4,catalyst_cas,resolved,exact_cas,cas:51-35-4,trans-4-Hydroxy-L-proline,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-35100866
56-34-8,catalyst_cas,resolved,exact_cas,cas:56-34-8,tetraethylammonium chloride,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-40420724
56-34-8,reagent_cas,resolved,exact_cas,cas:56-34-8,tetraethylammonium chloride,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-614-CAS-34994096
56-37-1,reagent_cas,resolved,exact_cas,cas:56-37-1,Benzyltriethylammonium Chloride,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-365-CAS-23556784
56-81-5,solvent_cas,resolved,exact_cas,cas:56-81-5,Glycerol,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-4891785
57-55-6,solvent_cas,resolved,exact_cas,cas:57-55-6,"1,2-propanediol",organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-44909879
577-11-7,catalyst_cas,resolved,exact_cas,cas:577-11-7,"sodium 1,4-bis(2-ethylhexoxy)-1,4-dioxobutane-2-sulfonic acid",organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-39585653
614-45-9,reagent_cas,resolved,exact_cas,cas:614-45-9,tert-Butyl peroxybenzoate,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-614-CAS-24368729
616-38-6,reagent_cas,resolved,exact_cas,cas:616-38-6,Dimethyl Carbonate,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-24574754
616-47-7,reagent_cas,resolved,exact_cas,cas:616-47-7,1-Methylimidazole,other_reagent,misc_general,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-614-CAS-39632807
700-12-9,reagent_cas,resolved,exact_cas,cas:700-12-9,Pentamethylbenzene,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-049-CAS-20090251
70384-51-9,reagent_cas,resolved,exact_cas,cas:70384-51-9,"Tris(3,6-dioxaheptyl)amine",organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-11641261
71-41-0,solvent_cas,resolved,exact_cas,cas:71-41-0,Pentanol,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-40486201
739-58-2,catalyst_cas,resolved,exact_cas,cas:739-58-2,4-(Dimethylamino)phenyldiphenylphosphine,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-32408024
74124-79-1,reagent_cas,resolved,exact_cas,cas:74124-79-1,N.N'-Disuccinimidyl carbonate,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-614-CAS-35436471
7440-44-0,reagent_cas,resolved,exact_cas,cas:7440-44-0,Carbon,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-40831541
75-36-5,reagent_cas,resolved,exact_cas,cas:75-36-5,Acetyl chloride,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-18854088
75-64-9,reagent_cas,resolved,exact_cas,cas:75-64-9,tert-Butylamine,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-11251924
7515-80-2,reagent_cas,resolved,exact_cas,cas:7515-80-2,N-tert-Butylisopropylamine,organic_compound,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-614-CAS-24399063
7558-79-4,reagent_cas,resolved,exact_cas,cas:7558-79-4,Sodiumhydrogenphosphate,other_reagent,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-898836
7558-80-7,reagent_cas,resolved,exact_cas,cas:7558-80-7,Sodium dihydngen phoshate,other_reagent,,generic_only,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-898836
77-86-1,reagent_cas,resolved,exact_cas,cas:77-86-1,"Tris(hydroxymethyl)aminomethane,ACS,99.8-(As-",organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-22675505
7722-84-1,reagent_cas,resolved,exact_cas,cas:7722-84-1,Hydrogen peroxide,other_reagent,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-35425052
7726-95-6,reagent_cas,resolved,exact_cas,cas:7726-95-6,"Bromineliquid,ACS",other_reagent,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-172-CAS-13318707
7757-82-6,catalyst_cas,resolved,exact_cas,cas:7757-82-6,Sodium sulfate,other_reagent,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-31922239
7778-77-0,reagent_cas,resolved,exact_cas,cas:7778-77-0,Potassiumdihydrogenphosphate,other_reagent,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-23858917
7789-20-0,solvent_cas,resolved,exact_cas,cas:7789-20-0,"Deuteriumoxide,(Isotopic)",other_reagent,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-21561239
87-85-4,reagent_cas,resolved,exact_cas,cas:87-85-4,Hexamethylbenzene,organic_compound,,generic_only,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-11395948
9002-24-8,reagent_cas,resolved,exact_cas,cas:9002-24-8,Amberlite ira 400,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-14108897
91-22-5,reagent_cas,resolved,exact_cas,cas:91-22-5,Quinoline,organic_compound,,generic_only,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-6398026
927-62-8,reagent_cas,resolved,exact_cas,cas:927-62-8,N-Butyldimethylamine,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-8487007
95-14-7,reagent_cas,resolved,exact_cas,cas:95-14-7,Benzotriazole,organic_compound,,generic_only,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-614-CAS-38296081
98-80-6,catalyst_cas,resolved,exact_cas,cas:98-80-6,Phenylboronic acid,organic_compound|other_reagent,misc_general,generic_only,MULTIPLE_POSSIBLE_ROLES,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-172-CAS-22797034
99-87-6,solvent_cas,resolved,exact_cas,cas:99-87-6,p-Cymene,organic_compound,,generic_only,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-33533815
