shortlist_k,w_stage1,w_stage2,apyr_mean,spearman_mean,top1_hit_ge_70,top3_hit_ge_70
15,0.7,0.30000000000000004,83.19794226044226,0.42871052327486653,0.4318181818181818,0.5568181818181818
15,0.8,0.19999999999999996,83.46565315315316,0.41940047644348205,0.4318181818181818,0.5340909090909091
15,0.9,0.09999999999999998,84.33029620529622,0.41766406481239005,0.4318181818181818,0.5340909090909091
15,1.0,0.0,84.48556511056512,0.4207579419714795,0.4318181818181818,0.5340909090909091
20,0.0,1.0,81.17350873600874,0.4415028869092686,0.3977272727272727,0.5795454545454546
20,0.1,0.9,81.47673403923405,0.4484278820704496,0.4318181818181818,0.5795454545454546
20,0.2,0.8,81.17391701766702,0.45773743449139076,0.4318181818181818,0.5909090909090909
20,0.3,0.7,81.05117901992902,0.4603225170069118,0.4318181818181818,0.5909090909090909
20,0.4,0.6,81.39502751718662,0.4626520356379338,0.4090909090909091,0.5681818181818182
20,0.5,0.5,81.61342773558682,0.46266281013562316,0.42045454545454547,0.5681818181818182
20,0.6,0.4,82.0718587906088,0.4571601495947725,0.42045454545454547,0.5795454545454546
20,0.7,0.30000000000000004,83.19794226044226,0.4500200014187847,0.4318181818181818,0.5568181818181818
20,0.8,0.19999999999999996,83.46565315315316,0.4403301640032728,0.4318181818181818,0.5340909090909091
20,0.9,0.09999999999999998,84.33029620529622,0.43820769238901397,0.4318181818181818,0.5340909090909091
20,1.0,0.0,84.48556511056512,0.44072941681657896,0.4318181818181818,0.5340909090909091
25,0.0,1.0,81.17350873600874,0.45504466739274396,0.3977272727272727,0.5795454545454546
25,0.1,0.9,81.47673403923405,0.4620438954951649,0.4318181818181818,0.5795454545454546
25,0.2,0.8,81.17391701766702,0.47138705191331365,0.4318181818181818,0.5909090909090909
25,0.3,0.7,81.05117901992902,0.4740473277412964,0.4318181818181818,0.5909090909090909
25,0.4,0.6,81.39502751718662,0.4764448812142437,0.4090909090909091,0.5681818181818182
25,0.5,0.5,81.61342773558682,0.4763842491171083,0.42045454545454547,0.5681818181818182
25,0.6,0.4,82.0718587906088,0.47082416465457544,0.42045454545454547,0.5795454545454546
25,0.7,0.30000000000000004,83.19794226044226,0.46352637633131644,0.4318181818181818,0.5568181818181818
25,0.8,0.19999999999999996,83.46565315315316,0.45374912078166607,0.4318181818181818,0.5340909090909091
25,0.9,0.09999999999999998,84.33029620529622,0.45138282785712014,0.4318181818181818,0.5340909090909091
25,1.0,0.0,84.48556511056512,0.4536533693702833,0.4318181818181818,0.5340909090909091
30,0.0,1.0,81.11310742560744,0.46679944509263643,0.3977272727272727,0.5795454545454546
30,0.1,0.9,81.47673403923405,0.47388961997277207,0.4318181818181818,0.5795454545454546
30,0.2,0.8,81.17391701766702,0.4832393153338774,0.4318181818181818,0.5909090909090909
30,0.3,0.7,81.05117901992902,0.4859313790520925,0.4318181818181818,0.5909090909090909
30,0.4,0.6,81.39502751718662,0.4882921805291337,0.4090909090909091,0.5681818181818182
30,0.5,0.5,81.61342773558682,0.4882399247134624,0.42045454545454547,0.5681818181818182
30,0.6,0.4,82.0718587906088,0.4825034125520766,0.42045454545454547,0.5795454545454546
30,0.7,0.30000000000000004,83.19794226044226,0.4750147411661153,0.4318181818181818,0.5568181818181818
30,0.8,0.19999999999999996,83.46565315315316,0.4650226443023097,0.4318181818181818,0.5340909090909091
30,0.9,0.09999999999999998,84.33029620529622,0.46241373125909696,0.4318181818181818,0.5340909090909091
30,1.0,0.0,84.48556511056512,0.464336913926197,0.4318181818181818,0.5340909090909091
