row_index,reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,Reaction_Events,reference,yield,z_score
3509,C_N_Coupling,Unknown,Brc1cncc(Br)n1>>NN=c1cncc(Br)[nH]1,|HeteroAr-Br -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2020), 85(21), 13438-13452",85,0.0
3510,C_N_Coupling,Unknown,Ic1cncc(I)n1>>NN=c1cncc(I)[nH]1,|HeteroAr-I -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2020), 85(21), 13438-13452",82,0.0
3511,C_N_Coupling,Unknown,Clc1cnc(Cl)cn1>>NN=c1cnc(Cl)c[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2020), 85(21), 13438-13452",83,-0.34
3752,C_N_Coupling,Unknown,Clc1cncc(Cl)n1>>NN=c1cncc(Cl)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2020), 63(20), 11585-11601",93,0.92
4680,C_N_Coupling,Unknown,O=[N+]([O-])c1cccnc1Cl>>NN=c1[nH]cccc1[N+](=O)[O-],|HeteroAr-Cl -> AromN-H | spectators: Ar-NO2|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Synthesis (2021), 53(6), 1112-1120",79,-0.71
4683,C_N_Coupling,Unknown,Clc1cccnc1Cl>>NN=c1[nH]cccc1Cl,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Synthesis (2021), 53(6), 1112-1120",90,0.0
4706,C_N_Coupling,Unknown,Clc1ccccn1>>NN=c1cccc[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Synthesis (2021), 53(6), 1112-1120",93,1.0
4999,C_N_Coupling,Unknown,Clc1cnccn1>>NN=c1cncc[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 214113232",75,-1.35
5002,C_N_Coupling,Unknown,Cc1ccc(Br)nc1>>Cc1ccc(=NN)[nH]c1,|HeteroAr-Br -> AromN-H | spectators: Ar-Alkyl|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 214113232",79,0.0
5433,C_N_Coupling,Unknown,CN(CCN(C)c1c(F)c(F)nc(F)c1F)c1c(F)c(F)nc(F)c1F>>CN(CCN(C)c1c(F)c(F)[nH]c(=NN)c1F)c1c(F)c(F)[nH]c(=NN)c1F,|HeteroAr-F -> AromN-H | spectators: Ar-NR2|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Advanced Synthesis & Catalysis (2015), 357(14-15), 3215-3228",100,0.0
5786,C_N_Coupling,Unknown,CC(C)(C)OC(=O)N(CCc1ccc(F)cc1[I+]c1ccccc1)O[Si](C)(C)C(C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1>>Fc1ccc2cc[nH]c2c1,|Ar-Alkyl|Ar-Iodonium -> AromN-H|HeteroAr-F|HeteroAr-H|Indole,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",87,0.0
5793,C_N_Coupling,Unknown,CC(C)(C)OC(=O)N(CCc1ccc(Cl)cc1[I+]c1ccccc1)O[Si](C)(C)C(C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1>>Clc1ccc2cc[nH]c2c1,|Ar-Alkyl|Ar-Iodonium -> AromN-H|HeteroAr-Cl|HeteroAr-H|Indole,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",84,0.0
6328,C_N_Coupling,Unknown,O=S(=O)(c1ccccc1)n1ccc2ccc(-c3cnc(F)c(F)c3)cc21>>NN=c1[nH]cc(-c2ccc3ccn(S(=O)(=O)c4ccccc4)c3c2)cc1F,|HeteroAr-F -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 223113629",78,-0.32
6329,C_N_Coupling,Unknown,O=S(=O)(c1ccccc1)n1ccc2cc(-c3cnc(F)c(F)c3)ccc21>>NN=c1[nH]cc(-c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)cc1F,|HeteroAr-F -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 223113629",79,-0.11
6330,C_N_Coupling,Unknown,O=S(=O)(c1ccccc1)n1c2ccccc2c2cc(-c3cnc(F)c(F)c3)ccc21>>NN=c1[nH]cc(-c2ccc3c(c2)c2ccccc2n3S(=O)(=O)c2ccccc2)cc1F,|HeteroAr-F -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 223113629",86,1.4
8464,C_N_Coupling,Unknown,CSc1ncc(Br)c(Cl)n1>>CSc1ncc(Br)c(=NN)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-SR|HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Bioorganic & Medicinal Chemistry Letters (2021), 39127904",93,0.0
8851,C_N_Coupling,Unknown,Cn1c(Cl)nc2ccccc21>>Cn1c(=NN)[nH]c2ccccc21,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Angewandte Chemie, International Edition (2021), 60(43), 23451-23462",91,1.18
9273,C_N_Coupling,Unknown,CSc1ncc(Br)c(Cl)n1>>CSc1ncc(Br)c(=NN)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-SR|HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(23), 17146-17183",93,0.0
9287,C_N_Coupling,Unknown,Clc1ncc(Br)c(Cl)n1>>NN=c1[nH]c(Cl)ncc1Br,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(23), 17146-17183",94,0.61
9471,C_N_Coupling,Unknown,CN(C)CCn1c(Cl)nc2ccccc21>>CN(C)CCn1c(=NN)[nH]c2ccccc21,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H|RCH2-NR2,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(4), 2024-2045",100,0.0
9472,C_N_Coupling,Unknown,Clc1nc2ccccc2n1CCN1CCOCC1>>NN=c1[nH]c2ccccc2n1CCN1CCOCC1,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H|RCH2-NR2|RCH2-OR,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(4), 2024-2045",100,0.0
9832,C_N_Coupling,Unknown,Clc1nc2ccccc2c2c1[nH]c1ccc(Br)cc12>>NN=c1[nH]c2ccccc2c2c1[nH]c1ccc(Br)cc12,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-Br|HeteroAr-H|Indole|Quinoline,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2022), 65(3), 2238-2261",95,0.0
10066,C_N_Coupling,Unknown,Clc1ncc(Br)cn1>>NN=c1ncc(Br)c[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(9), 5905-5930",99,1.04
10207,C_N_Coupling,Unknown,Clc1nc(N2CCOCC2)c2ccn(C3CC3)c2n1>>NN=c1nc(N2CCOCC2)c2ccn(C3CC3)c2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Alkyl-AromN|Ar-NR2|HeteroAr-H|Pyrimidine|RCH2-OR,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 225113775",95,0.0
10209,C_N_Coupling,Unknown,Clc1nc(Nc2ccccc2)nc(N2CCCC2)n1>>NN=c1nc(Nc2ccccc2)[nH]c(N2CCCC2)n1,|HeteroAr-Cl -> AromN-H | spectators: Ar-NR2|HeteroAr-NHR,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2021), 225113775",91,0.0
11137,C_N_Coupling,Unknown,Fc1cc2ccccc2cn1>>NN=c1cc2ccccc2c[nH]1,|HeteroAr-F -> AromN-H | spectators: HeteroAr-H|Isoquinoline,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2022), 24(28), 5137-5142",85,0.0
11138,C_N_Coupling,Unknown,Fc1cc(Cl)cnc1F>>NN=c1[nH]cc(Cl)cc1F,|HeteroAr-F -> AromN-H | spectators: HeteroAr-Cl|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2022), 24(28), 5137-5142",82,0.0
11139,C_N_Coupling,Unknown,Fc1cc(Br)cnc1F>>NN=c1[nH]cc(Br)cc1F,|HeteroAr-F -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2022), 24(28), 5137-5142",78,-0.71
11140,C_N_Coupling,Unknown,O=S(=O)(c1ccccc1)n1ccc2cc(-c3ccc(F)nc3)ccc21>>NN=c1ccc(-c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)c[nH]1,|HeteroAr-F -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2022), 24(28), 5137-5142",75,-0.97
11835,C_N_Coupling,Unknown,NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(Nc3ccccc3)n2)cc1>>NN=c1nc(Nc2ccccc2)[nH]c(Nc2ccc(S(N)(=O)=O)cc2)n1,|HeteroAr-Cl -> AromN-H | spectators: Ar-SO2NH2|HeteroAr-NHR,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 232114190",90,0.0
11913,C_N_Coupling,Unknown,CCn1c(Cl)nc2ccccc21>>CCn1c(=NN)[nH]c2ccccc21,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2021), 23(15), 6131-6136",70,-0.73
11914,C_N_Coupling,Unknown,CCCCCCCn1c(Cl)nc2ccccc21>>CCCCCCCn1c(=NN)[nH]c2ccccc21,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2021), 23(15), 6131-6136",70,-0.73
11915,C_N_Coupling,Unknown,CCCCn1c(Cl)nc2ccccc21>>CCCCn1c(=NN)[nH]c2ccccc21,|HeteroAr-Cl -> AromN-H|Benzimidazole | spectators: Alkyl-AromN|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2021), 23(15), 6131-6136",70,-0.73
11929,C_N_Coupling,Unknown,Clc1cnc2ccc(Br)cc2n1>>NN=c1cnc2ccc(Br)cc2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(17), 12723-12737",74,-1.13
12168,C_N_Coupling,Unknown,Fc1c(Br)ccc2ncc(Cl)nc12>>NN=c1cnc2ccc(Br)c(F)c2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-Br|HeteroAr-F|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(17), 12723-12737",87,0.0
13513,C_N_Coupling,Unknown,COc1cccc(Cl)n1>>COc1cccc(=NN)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|HeteroAr-OR|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(21), 16159-16176",82,0.0
