row_index,reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,Reaction_Events,reference,yield,z_score
4127,C_N_Coupling,Unknown,Clc1ccccn1.Brc1ccc(C2=NC2)cc1>>Brc1ccc(-c2cnc3ccccn23)cc1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",93,1.12
4128,C_N_Coupling,Unknown,Fc1ccccn1.Brc1ccc(C2=NC2)cc1>>Brc1ccc(-c2cnc3ccccn23)cc1,|Ar-C=N|HeteroAr-F -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",82,0.0
4129,C_N_Coupling,Unknown,Brc1ccc(C2=NC2)cc1.Cc1ccc(Cl)nc1>>Cc1ccc2ncc(-c3ccc(Br)cc3)n2c1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Alkyl|Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",76,-0.71
4133,C_N_Coupling,Unknown,Brc1ccc(C2=NC2)cc1.Cc1cc(F)cnc1Cl>>Cc1cc(F)cn2c(-c3ccc(Br)cc3)cnc12,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Alkyl|Ar-Br|HeteroAr-F|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",70,0.0
4138,C_N_Coupling,Unknown,Cc1ccnc(Cl)c1.Brc1ccc(C2=NC2)cc1>>Cc1ccn2c(-c3ccc(Br)cc3)cnc2c1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Alkyl|Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",77,0.71
4139,C_N_Coupling,Unknown,CCOC(=O)c1cccnc1Cl.Brc1ccc(C2=NC2)cc1>>CCOC(=O)c1cccn2c(-c3ccc(Br)cc3)cnc12,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|Ar-COOR|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",75,0.0
4140,C_N_Coupling,Unknown,Clc1ccccn1.Fc1ccccc1C1=NC1>>Fc1ccccc1-c1cnc2ccccn12,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-F|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",73,0.0
4144,C_N_Coupling,Unknown,Brc1ccc(C2=NC2)cc1.Clc1ncccc1I>>Brc1ccc(-c2cnc3c(I)cccn23)cc1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|HeteroAr-I|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",82,0.0
4148,C_N_Coupling,Unknown,O=S(=O)(N1CC1(c1ccc(Br)cc1)[n+]1cccc(Br)c1Cl)C(F)(F)F.O=S(=O)([O-])C(F)(F)F>>Brc1ccc(-c2cnc3c(Br)cccn23)cc1,|Alkyl-AromN|Alkyl-SO2NR2|Ar-Alkyl|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:S,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",77,0.0
4150,C_N_Coupling,Unknown,Clc1ccccn1.Brc1cccc(C2=NC2)c1>>Brc1cccc(-c2cnc3ccccn23)c1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",70,-0.81
4151,C_N_Coupling,Unknown,Clc1cccnc1Cl.Brc1ccc(C2=NC2)cc1>>Clc1cccn2c(-c3ccc(Br)cc3)cnc12,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",76,-0.31
4152,C_N_Coupling,Unknown,Ic1ccccn1.Brc1ccc(C2=NC2)cc1>>Brc1ccc(-c2cnc3ccccn23)cc1,|Ar-C=N|HeteroAr-I -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",74,0.0
4157,C_N_Coupling,Unknown,Brc1ccccn1.Brc1ccc(C2=NC2)cc1>>Brc1ccc(-c2cnc3ccccn23)cc1,|Ar-C=N|HeteroAr-Br -> Ar-Ar|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",82,0.0
4161,C_N_Coupling,Unknown,Clc1ccccn1.c1ccc2cc(C3=NC3)ccc2c1>>c1ccc2cc(-c3cnc4ccccn34)ccc2c1,|Ar-C=N|HeteroAr-Cl -> Ar-Ar|HeteroAr-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(1), 388-402",75,0.0
5779,C_N_Coupling,Unknown,Cc1ccc(S(=O)(=O)[O-])cc1.Cc1cccc([I+]c2ccccc2)c1CCN(O[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C>>Cc1cccc2[nH]ccc12,|Ar-Iodonium -> AromN-H|HeteroAr-H|Indole | spectators: Ar-Alkyl,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",90,0.0
5782,C_N_Coupling,Unknown,COc1ccc(CCN(O[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C)c([I+]c2ccccc2)c1.Cc1ccc(S(=O)(=O)[O-])cc1>>COc1ccc2cc[nH]c2c1,|Ar-Alkyl|Ar-Iodonium|Ar-OR -> AromN-H|HeteroAr-H|HeteroAr-OR|Indole,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:alcohol_or_phenol | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",81,0.0
5785,C_N_Coupling,Unknown,Cc1cc(C)cc(-c2ccc([I+]c3ccccc3)c(CCN(O[Si](C)(C)C(C)(C)C)C(=O)OC(C)(C)C)c2)c1.Cc1ccc(S(=O)(=O)[O-])cc1>>Cc1cc(C)cc(-c2ccc3[nH]ccc3c2)c1,|Ar-Iodonium -> AromN-H|HeteroAr-H|Indole | spectators: Ar-Alkyl|Ar-Ar,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",77,0.0
5790,C_N_Coupling,Unknown,CC(C)(C)OC(=O)N(CCc1ccccc1[I+]c1ccccc1)O[Si](C)(C)C(C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1>>c1ccc2[nH]ccc2c1,|Ar-Alkyl|Ar-Iodonium -> AromN-H|HeteroAr-H|Indole,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",89,0.71
5791,C_N_Coupling,Unknown,CC(C)(C)OC(=O)N(CCc1ccc2ccccc2c1[I+]c1ccccc1)O[Si](C)(C)C(C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1>>c1ccc2c(c1)ccc1cc[nH]c12,|Ar-Alkyl|Ar-Iodonium -> AromN-H|HeteroAr-H|Indole,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:N,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Organic Chemistry (2021), 86(15), 10067-10087",87,-0.71
5803,C_N_Coupling,Unknown,c1ccncc1.COc1ccc(Cl)cc1>>COC1=CC=C([N+]2=CC=CC=C2)C=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|Ar-Cl -> Ar-AromN | spectators: Ar-OR|HeteroAr-H|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Organic Letters (2021), 23(13), 5213-5217",83,-0.71
5811,C_N_Coupling,Unknown,c1ccncc1.Clc1ccc(-c2ccccc2)cc1>>C1=CC=C(C2=CC=C([N+]3=CC=CC=C3)C=C2)C=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|Ar-Cl -> Ar-AromN | spectators: Ar-Ar|HeteroAr-H|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Organic Letters (2021), 23(13), 5213-5217",99,0.71
6777,C_N_Coupling,Unknown,CCOP(OCC)OCC.Clc1ccc(CNc2ccccc2)cc1>>CCOP(=O)(OCC)N(Cc1ccc(Cl)cc1)c1ccccc1,|Ar-NHR -> Ar-Alkyl | spectators: Ar-Cl,redox:net_reduction | redox_conf:0.55 | q:high(0.85) | q_reason:mapping_unreliable_fallback_used | kinds:intermolecular_or_multi_component | mol:intermolecular_or_multi_component | form_cls:N-P | break_cls:C-O | ringd:0 | anom:mapping_unreliable_fallback_used | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0,"European Journal of Organic Chemistry (2021), 2021(30), 4278-4283",56,0.0
7159,C_N_Coupling,Unknown,Cc1cccnc1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>CC1=C[N+](C2=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N2)=CC=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",92,1.32
7160,C_N_Coupling,Unknown,Cc1ccccn1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>CC1=CC=CC=[N+]1C1=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",88,-1.02
7161,C_N_Coupling,Unknown,c1ccc(-c2cccnc2)cc1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>FC(F)(F)COC1=NC(OCC(F)(F)F)=NC([N+]2=CC=CC(C3=CC=CC=C3)=C2)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Ar|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",75,-0.71
7162,C_N_Coupling,Unknown,c1ccc(-c2cccnc2)nc1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>FC(F)(F)COC1=NC(OCC(F)(F)F)=NC([N+]2=CC=CC(C3=CC=CC=N3)=C2)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Ar|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",90,0.71
7163,C_N_Coupling,Unknown,c1cnc2c(c1)CCCC2.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>FC(F)(F)COC1=NC(OCC(F)(F)F)=NC([N+]2=C3CCCCC3=CC=C2)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",89,-0.44
7164,C_N_Coupling,Unknown,Cc1ccc(-c2ccccc2)cn1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>CC1=[N+](C2=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N2)C=C(C2=CC=CC=C2)C=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|Ar-Ar|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",86,0.71
7165,C_N_Coupling,Unknown,Clc1cccnc1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>FC(F)(F)COC1=NC(OCC(F)(F)F)=NC([N+]2=CC=CC(Cl)=C2)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",90,-0.71
