reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-174-CAS-5308042,31-174-CAS-5308042,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,94,,,Nc1ccc(Br)cn1,Nc1ccc(I)cn1,Nc1ccc(Br)cn1>>Nc1ccc(I)cn1,"Hydrodehalogenation of Aryl Chlorides and Aryl Bromides Using a Microwave-Assisted, Copper-Catalyzed Concurrent Tandem Catalysis Methodology","Cannon, Kathleen A.; Geuther, Meagan E.; Kelly, Colin K.; Lin, Shirley; MacArthur, Amy H. Roy","Organometallics (2011), 30(15), 4067-4073","Hydrodehalogenation of Aryl Chlorides and Aryl Bromides Using a Microwave-Assisted, Copper-Catalyzed Concurrent Tandem Catalysis Methodology | Cannon, Kathleen A.; Geuther, Meagan E.; Kelly, Colin K.; Lin, Shirley; MacArthur, Amy H. Roy | Organometallics (2011), 30(15), 4067-4073",1072-97-5,20511-12-0,7681-82-5,"7681-65-4, 67579-81-1",75-05-8,,,,,,"General/Typical Procedure: General Procedure for the Copper-Catalyzed Conversion of Aryl Bromides into Aryl Iodides. In a nitrogen-filled glovebox, CuI (15 mg, 0.079mmol, 5 mol %), NaI (450mg, 3.00mmol), and an aryl bromide (1.5 mmol) were weighed into an oven-dried microwave tube containing a small stir bar. Acetonitrile (0.6 mL) was added by syringe. Then trans-N,N'-dimethylcyclohexane-1,2-diamine (23.7 μL, 0.1 mmol, 10 mol %) was added by positive displacement pipet, the sample was stirred, and a septum-lined cap was added. The initial reaction mixture appeared as a yellow or yellow-green liquid over a white solid. After removing the tube from the box, the reaction was performed in a CEM Discover microwave reactor for 30-120 min at 100 °C and 250W (with power adjustments to maintain temperature), with a 2 min ramp time. After cooling, the reaction mixture contained a turquoise-blue liquid over a solid. After cooling, the product mixture was purified by column chromatography on silica. The yields reported did not take into account the trace amount of aryl bromide present in the isolated products. 4-Iodotoluene (Table 1, entry 1). Following the general procedure, 4-bromotoluene (187 μL, 1.5 mmol) was converted to 4-iodotoluene in 60 minutes. The product was purified by column chromatography on silica gel (10:90 v/v EtOAc : hexanes). 2-Amino-5-iodopyridine (Table 1, entry 8). Following the general procedure, 2-amino-5-bromopyridine (261 mg, 1.5 mmol) was converted to 2-amino-5-iodopyridine in 120 minutes. The product was purified by column chromatography on silica gel using 3:2 v/v EtOAc:hexanes as eluent. The desired product as a white solid (94% yield, 99% purity). 1H NMR (400 MHz, CDCl3) δ 8.20 (s, 1H), 7.61 (dd, J = 1.8, 8.7 Hz, 1H), 6.35 (d, J=8.7 Hz, 1H), 4.45 (br s, 2H); 13C NMR (400 MHz, CDCl3) δ 157.17, 153.38, 145.38, 110.96, 77.32.4",1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""1072-97-5"", ""smiles"": ""Nc1ccc(Br)cn1""}]","[{""index"": 1, ""cas_rn"": ""20511-12-0"", ""yield_pct"": ""94"", ""smiles"": ""Nc1ccc(I)cn1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","microwave irradiation, thermal",
31-174-CAS-5446780,31-174-CAS-5446780,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,84,,,O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(Br)cc3)cc2)cc1,O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(I)cc3)cc2)cc1,O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(Br)cc3)cc2)cc1>>O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(I)cc3)cc2)cc1,Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions,"Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose","Tetrahedron (2015), 71(34), 5506-5512","Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions | Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose | Tetrahedron (2015), 71(34), 5506-5512",1802240-68-1,1802240-71-6,7681-82-5,"7681-65-4, 67579-81-1",123-91-1,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""1802240-68-1"", ""smiles"": ""O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(Br)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1802240-71-6"", ""yield_pct"": ""84"", ""smiles"": ""O=[N+]([O-])c1ccc(C#Cc2ccc(Sc3ccc(I)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","thermal, Finkelstein reaction",
31-174-CAS-5469766,31-174-CAS-5469766,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,Cc1cc(Cl)c2ccccc2n1,Cc1cc(I)c2ccccc2n1,Cc1cc(Cl)c2ccccc2n1>>Cc1cc(I)c2ccccc2n1,Acid-mediated halogen exchange in heterocyclic arenes. A highly effective iodination method,"Wolf, Christian; Tumambac, Gilbert E.; Villalobos, Cristina N.","Synlett (2003), (12), 1801-1804","Acid-mediated halogen exchange in heterocyclic arenes. A highly effective iodination method | Wolf, Christian; Tumambac, Gilbert E.; Villalobos, Cristina N. | Synlett (2003), (12), 1801-1804",4295-06-1,99361-09-8,"7647-01-0, 7681-82-5, 584-08-7, 7631-90-5",,"109-99-9, 123-91-1, 75-05-8, 7732-18-5",,,,,,"General/Typical Procedure: General Halide Exchange Procedure To a solution of 1.0 g heterocyclic aryl chloride in 10 mL THF was added 2 mL 4 M HCl in 1,4-dioxane. After 5 min, the solvent was removed and the precipitate dried under reduced pressure. The hydrochloride salt and 4.0 g NaI previously dried at 120 °C under vacuum were suspended 30 mL anhyd MeCN and refluxed for 24 h. After cooling to r.t., an aq solution of 10% K2CO3 and 5% NaHSO3 (10 mL) was added and the mixture was extracted with CH2Cl2. The combined organic layers were dried over MgSO4 and the solvents were evaporated under reduced pressure. The residue was purified by chromatography on silica gel using hexanes:EtOAc:Et3N (100:10:1) as the mobile phase if not stated otherwise. 4-Iodo-2-methylquinoline (6) Chromatography purification of the residue using hexanes: EtOAc:Et3N (100:20:1) as the mobile phase gave a white solid (1.2 g, 80%). 1H NMR: δ = 2.70 (s, 3 H), 7.56 (ddd, J= 1.4 Hz, J= 6.9 Hz, J= 8.2 Hz, 1 H), 7.71 (ddd, J = 1.4 Hz, J= 6.9 Hz, J = 8.4 Hz, 1 H), 7.91 (s, 1 H), 7.94 (dd, J= 1.4 Hz, J= 8.4 Hz, 1 H), 7.97 (dd, J= 1.4 Hz, J= 8.2 Hz, 1 H). 13C NMR: δ = 24.6, 112.1, 127.1, 128.4, 129.1, 130.3, 131.32, 133.3, 147.3, 158.6. EI-MS (70 eV): m/z (%) = 269 (100) [M+], 142 (93) [M+ - I], 127 (33) [M+ - I, - Me]. Anal. Calcd for C10H8IN: C, 44.64; H, 3.00; N, 5.21. Found: C, 44.98; H, 2.78; N, 5.09.",3,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""4295-06-1"", ""smiles"": ""Cc1cc(Cl)c2ccccc2n1""}]","[{""index"": 1, ""cas_rn"": ""99361-09-8"", ""yield_pct"": ""80"", ""smiles"": ""Cc1cc(I)c2ccccc2n1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}, {""index"": 2, ""cas_rn"": ""7681-82-5""}, {""index"": 3, ""cas_rn"": ""584-08-7""}, {""index"": 4, ""cas_rn"": ""7631-90-5""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""123-91-1""}, {""index"": 3, ""cas_rn"": ""75-05-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
31-174-CAS-5529724,31-174-CAS-5529724,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,76,,,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,N#Cc1c(F)c(Cl)c(F)c(C#N)c1F,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl>>N#Cc1c(F)c(Cl)c(F)c(C#N)c1F,"Synthesis of fluorine containing fungicide 5-chloro-2,4,6-trifluoro-1,3-benzenedicarbonitrile","Mao, Deshou; Lin, Jun; Zhu, Hongyou; Li, Quan; Liu, Fuchu","Huaxue Yanjiu Yu Yingyong (2001), 13(1), 107-110","Synthesis of fluorine containing fungicide 5-chloro-2,4,6-trifluoro-1,3-benzenedicarbonitrile | Mao, Deshou; Lin, Jun; Zhu, Hongyou; Li, Quan; Liu, Fuchu | Huaxue Yanjiu Yu Yingyong (2001), 13(1), 107-110",1897-45-6,1897-50-3,7789-23-3,25322-68-3,68-12-2,,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""1897-45-6"", ""smiles"": ""N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl""}]","[{""index"": 1, ""cas_rn"": ""1897-50-3"", ""yield_pct"": ""76"", ""smiles"": ""N#Cc1c(F)c(Cl)c(F)c(C#N)c1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""25322-68-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]",,
31-174-CAS-5695019,31-174-CAS-5695019,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,77,,,O=[N+]([O-])c1ccccc1Cl,O=[N+]([O-])c1ccccc1F,O=[N+]([O-])c1ccccc1Cl>>O=[N+]([O-])c1ccccc1F,Microwave-promoted preparation of o-fluoronitrobenzene,"Luo, Jun; Cai, Chun; Lu, Chun-xu","Shiyou Huagong (2003), 32(1), 37-40","Microwave-promoted preparation of o-fluoronitrobenzene | Luo, Jun; Cai, Chun; Lu, Chun-xu | Shiyou Huagong (2003), 32(1), 37-40",88-73-3,1493-27-2,7789-23-3,25322-68-3,67-68-5,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""88-73-3"", ""smiles"": ""O=[N+]([O-])c1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1493-27-2"", ""yield_pct"": ""77"", ""smiles"": ""O=[N+]([O-])c1ccccc1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""25322-68-3""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]",optimization study,
31-174-CAS-5848519,31-174-CAS-5848519,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,90,,,COc1ccc(C#Cc2ccc(Br)cc2)cc1,COc1ccc(C#Cc2ccc(I)cc2)cc1,COc1ccc(C#Cc2ccc(Br)cc2)cc1>>COc1ccc(C#Cc2ccc(I)cc2)cc1,Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions,"Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose","Tetrahedron (2015), 71(34), 5506-5512","Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions | Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose | Tetrahedron (2015), 71(34), 5506-5512",189099-57-8,177990-99-7,7681-82-5,"7681-65-4, 67579-81-1",123-91-1,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""189099-57-8"", ""smiles"": ""COc1ccc(C#Cc2ccc(Br)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""177990-99-7"", ""yield_pct"": ""90"", ""smiles"": ""COc1ccc(C#Cc2ccc(I)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","thermal, Finkelstein reaction",
31-174-CAS-5859730,31-174-CAS-5859730,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,88,,,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave,"Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin","Journal of Fluorine Chemistry (2007), 128(6), 608-611","A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave | Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin | Journal of Fluorine Chemistry (2007), 128(6), 608-611",97-00-7,70-34-8,7789-23-3,1020852-77-0,67-68-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""97-00-7"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""70-34-8"", ""yield_pct"": ""88"", ""smiles"": ""O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""1020852-77-0""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]","microwave irradiation (200W), solid-supported catalyst, phase transfer catalysis, kinetics studied",
31-174-CAS-5953957,31-174-CAS-5953957,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,72,,,O=[N+]([O-])c1ccc(Cl)cc1Cl,O=[N+]([O-])c1ccc(F)cc1F,O=[N+]([O-])c1ccc(Cl)cc1Cl>>O=[N+]([O-])c1ccc(F)cc1F,A polymer imidazole salt as phase-transfer catalyst in synthesis of fluorinated aromatics via microwave irradiation,"Liang, Zheng-Yong; Li, Bin-Dong; Xu, Zhen; Lu, Chun-Xu","Yingyong Huaxue (2007), 24(4), 406-410","A polymer imidazole salt as phase-transfer catalyst in synthesis of fluorinated aromatics via microwave irradiation | Liang, Zheng-Yong; Li, Bin-Dong; Xu, Zhen; Lu, Chun-Xu | Yingyong Huaxue (2007), 24(4), 406-410",611-06-3,446-35-5,7789-23-3,1019839-24-7,"95-75-0, 108-88-3",,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""611-06-3"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""446-35-5"", ""yield_pct"": ""72"", ""smiles"": ""O=[N+]([O-])c1ccc(F)cc1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""1019839-24-7""}]","[{""index"": 1, ""cas_rn"": ""95-75-0""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","microwave irradiation, phase transfer catalysis",
31-174-CAS-596735,31-174-CAS-596735,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,70,,,COc1ccc(Sc2ccc(Nc3ccc(Br)cc3)cc2)cc1,COc1ccc(Sc2ccc(Nc3ccc(I)cc3)cc2)cc1,COc1ccc(Sc2ccc(Nc3ccc(Br)cc3)cc2)cc1>>COc1ccc(Sc2ccc(Nc3ccc(I)cc3)cc2)cc1,Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions,"Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose","Tetrahedron (2015), 71(34), 5506-5512","Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions | Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose | Tetrahedron (2015), 71(34), 5506-5512",1802240-52-3,1802240-55-6,7681-82-5,"7681-65-4, 67579-81-1",123-91-1,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""1802240-52-3"", ""smiles"": ""COc1ccc(Sc2ccc(Nc3ccc(Br)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1802240-55-6"", ""yield_pct"": ""70"", ""smiles"": ""COc1ccc(Sc2ccc(Nc3ccc(I)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","thermal, Finkelstein reaction",
31-174-CAS-5970042,31-174-CAS-5970042,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,100,,,CN1CCCN(C)Cc2cccc(c2Br)CN(C)CCC1,CN1CCCN(Cl)Cc2cccc(c2F)CN(Cl)CCC1,CN1CCCN(C)Cc2cccc(c2Br)CN(C)CCC1>>CN1CCCN(Cl)Cc2cccc(c2F)CN(Cl)CCC1,Oxidant-Free Au(I)-Catalyzed Halide Exchange and Csp2-O Bond Forming Reactions,"Serra, Jordi; Whiteoak, Christopher J.; Acuna-Pares, Ferran; Font, Marc; Luis, Josep M.; Lloret-Fillol, Julio; Ribas, Xavi","Journal of the American Chemical Society (2015), 137(41), 13389-13397","Oxidant-Free Au(I)-Catalyzed Halide Exchange and Csp2-O Bond Forming Reactions | Serra, Jordi; Whiteoak, Christopher J.; Acuna-Pares, Ferran; Font, Marc; Luis, Josep M.; Lloret-Fillol, Julio; Ribas, Xavi | Journal of the American Chemical Society (2015), 137(41), 13389-13397",1346233-08-6,1810705-64-6,"621-23-8, 7775-41-9",14243-64-2,2206-26-0,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1346233-08-6"", ""smiles"": ""CN1CCCN(C)Cc2cccc(c2Br)CN(C)CCC1""}]","[{""index"": 1, ""cas_rn"": ""1810705-64-6"", ""yield_pct"": ""100"", ""smiles"": ""CN1CCCN(Cl)Cc2cccc(c2F)CN(Cl)CCC1""}]","[{""index"": 1, ""cas_rn"": ""621-23-8""}, {""index"": 2, ""cas_rn"": ""7775-41-9""}]","[{""index"": 1, ""cas_rn"": ""14243-64-2""}]","[{""index"": 1, ""cas_rn"": ""2206-26-0""}]","in the dark, sealed tube used",
31-174-CAS-598365,31-174-CAS-598365,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,90,,,Clc1cc(-c2ccccc2)nc2ccccc12,Ic1cc(-c2ccccc2)nc2ccccc12,Clc1cc(-c2ccccc2)nc2ccccc12>>Ic1cc(-c2ccccc2)nc2ccccc12,Acid-mediated halogen exchange in heterocyclic arenes. A highly effective iodination method,"Wolf, Christian; Tumambac, Gilbert E.; Villalobos, Cristina N.","Synlett (2003), (12), 1801-1804","Acid-mediated halogen exchange in heterocyclic arenes. A highly effective iodination method | Wolf, Christian; Tumambac, Gilbert E.; Villalobos, Cristina N. | Synlett (2003), (12), 1801-1804",4979-79-7,643017-61-2,"7647-01-0, 7681-82-5, 584-08-7, 7631-90-5",,"109-99-9, 123-91-1, 75-05-8, 7732-18-5",,,,,,"General/Typical Procedure: General Halide Exchange Procedure To a solution of 1.0 g heterocyclic aryl chloride in 10 mL THF was added 2 mL 4 M HCl in 1,4-dioxane. After 5 min, the solvent was removed and the precipitate dried under reduced pressure. The hydrochloride salt and 4.0 g NaI previously dried at 120 °C under vacuum were suspended 30 mL anhyd MeCN and refluxed for 24 h. After cooling to r.t., an aq solution of 10% K2CO3 and 5% NaHSO3 (10 mL) was added and the mixture was extracted with CH2Cl2. The combined organic layers were dried over MgSO4 and the solvents were evaporated under reduced pressure. The residue was purified by chromatography on silica gel using hexanes:EtOAc:Et3N (100:10:1) as the mobile phase if not stated otherwise. 4-Iodo-2-phenylquinoline (10)13 Purification by flash chromatography using hexanes:CH2Cl2:Et3N (100:50:1) as the mobile phase afforded a yellow oil (1.24 g, 90%).",3,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""4979-79-7"", ""smiles"": ""Clc1cc(-c2ccccc2)nc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""643017-61-2"", ""yield_pct"": ""90"", ""smiles"": ""Ic1cc(-c2ccccc2)nc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}, {""index"": 2, ""cas_rn"": ""7681-82-5""}, {""index"": 3, ""cas_rn"": ""584-08-7""}, {""index"": 4, ""cas_rn"": ""7631-90-5""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""123-91-1""}, {""index"": 3, ""cas_rn"": ""75-05-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
31-174-CAS-6183183,31-174-CAS-6183183,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,88,,,O=[N+]([O-])c1ccccc1Cl,O=[N+]([O-])c1ccccc1F,O=[N+]([O-])c1ccccc1Cl>>O=[N+]([O-])c1ccccc1F,A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave,"Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin","Journal of Fluorine Chemistry (2007), 128(6), 608-611","A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave | Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin | Journal of Fluorine Chemistry (2007), 128(6), 608-611",88-73-3,1493-27-2,7789-23-3,1020852-77-0,67-68-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""88-73-3"", ""smiles"": ""O=[N+]([O-])c1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1493-27-2"", ""yield_pct"": ""88"", ""smiles"": ""O=[N+]([O-])c1ccccc1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""1020852-77-0""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]","microwave irradiation (300W), solid-supported catalyst, thermal, phase transfer catalysis, kinetics studied",
31-174-CAS-6279704,31-174-CAS-6279704,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,96,,,O=[N+]([O-])c1ccc(Cl)cc1,O=[N+]([O-])c1ccc(F)cc1,O=[N+]([O-])c1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(F)cc1,"Halex reactions of aromatic compounds catalysed by 2-azaallenium, carbophosphazenium, aminophosphonium and diphosphazenium salts: a comparative study","Pleschke, A.; Marhold, A.; Schneider, M.; Kolomeitsev, A.; Roschenthaler, G.-V.","Journal of Fluorine Chemistry (2004), 125(6), 1031-1038","Halex reactions of aromatic compounds catalysed by 2-azaallenium, carbophosphazenium, aminophosphonium and diphosphazenium salts: a comparative study | Pleschke, A.; Marhold, A.; Schneider, M.; Kolomeitsev, A.; Roschenthaler, G.-V. | Journal of Fluorine Chemistry (2004), 125(6), 1031-1038",100-00-5,350-46-9,7789-23-3,202282-59-5,67-68-5,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""100-00-5"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""350-46-9"", ""yield_pct"": ""96"", ""smiles"": ""O=[N+]([O-])c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""202282-59-5""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]","optimization study, optimized on catalyst and solvent",
31-174-CAS-6283588,31-174-CAS-6283588,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,O=Cc1ccc(Cl)cc1Cl,O=Cc1ccc(F)cc1F,O=Cc1ccc(Cl)cc1Cl>>O=Cc1ccc(F)cc1F,Synthesis of fluorinated benzaldehydes and diphenyl ketones via halogen-exchange fluorination promoted by microwave,"Liang, Zhengyong; Lu, Chunxu; Li, Bindong","Huaxue Tongbao (2006), 69(11), 836-840","Synthesis of fluorinated benzaldehydes and diphenyl ketones via halogen-exchange fluorination promoted by microwave | Liang, Zhengyong; Lu, Chunxu; Li, Bindong | Huaxue Tongbao (2006), 69(11), 836-840",874-42-0,1550-35-2,7789-23-3,"2751-90-8, 22900-44-3","71-43-2, 95-75-0",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""874-42-0"", ""smiles"": ""O=Cc1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1550-35-2"", ""yield_pct"": ""80"", ""smiles"": ""O=Cc1ccc(F)cc1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""2751-90-8""}, {""index"": 2, ""cas_rn"": ""22900-44-3""}]","[{""index"": 1, ""cas_rn"": ""71-43-2""}, {""index"": 2, ""cas_rn"": ""95-75-0""}]","microwave irradiation (in stage 2), yield depends on microwave irradiation",
31-174-CAS-6303381,31-174-CAS-6303381,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,99,,,CN1CCCNCc2cccc(c2Br)CNCCC1,CN1CCCNCc2cccc(c2Cl)CNCCC1,CN1CCCNCc2cccc(c2Br)CNCCC1>>CN1CCCNCc2cccc(c2Cl)CNCCC1,Oxidant-Free Au(I)-Catalyzed Halide Exchange and Csp2-O Bond Forming Reactions,"Serra, Jordi; Whiteoak, Christopher J.; Acuna-Pares, Ferran; Font, Marc; Luis, Josep M.; Lloret-Fillol, Julio; Ribas, Xavi","Journal of the American Chemical Society (2015), 137(41), 13389-13397","Oxidant-Free Au(I)-Catalyzed Halide Exchange and Csp2-O Bond Forming Reactions | Serra, Jordi; Whiteoak, Christopher J.; Acuna-Pares, Ferran; Font, Marc; Luis, Josep M.; Lloret-Fillol, Julio; Ribas, Xavi | Journal of the American Chemical Society (2015), 137(41), 13389-13397",1261036-26-3,1259365-35-9,"621-23-8, 1112-67-0",866395-16-6,2206-26-0,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1261036-26-3"", ""smiles"": ""CN1CCCNCc2cccc(c2Br)CNCCC1""}]","[{""index"": 1, ""cas_rn"": ""1259365-35-9"", ""yield_pct"": ""99"", ""smiles"": ""CN1CCCNCc2cccc(c2Cl)CNCCC1""}]","[{""index"": 1, ""cas_rn"": ""621-23-8""}, {""index"": 2, ""cas_rn"": ""1112-67-0""}]","[{""index"": 1, ""cas_rn"": ""866395-16-6""}]","[{""index"": 1, ""cas_rn"": ""2206-26-0""}]","sealed tube used, yield depends on reaction conditions (cat. and time)",
