reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-33927334,31-614-CAS-33927334,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,78,,,COC(=O)c1ccc(I)cc1,COC(=O)c1ccc(Cl)cc1,COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",619-44-3,1126-46-1,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""619-44-3"", ""smiles"": ""COC(=O)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""1126-46-1"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-34838833,31-614-CAS-34838833,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,88,,,CC(C)(C)Oc1ccc(F)cc1,CC(C)(C)Oc1ccc([18F])cc1,CC(C)(C)Oc1ccc(F)cc1>>CC(C)(C)Oc1ccc([18F])cc1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",16222-41-6,2866178-69-8,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""16222-41-6"", ""smiles"": ""CC(C)(C)Oc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2866178-69-8"", ""yield_pct"": ""88"", ""smiles"": ""CC(C)(C)Oc1ccc([18F])cc1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, using blue LED as light source gave poorer yield, alternative preparation shown",
31-614-CAS-34838838,31-614-CAS-34838838,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,79,,,C=CCCOc1ccc(F)cc1,C=CCCOc1ccc([18F])cc1,C=CCCOc1ccc(F)cc1>>C=CCCOc1ccc([18F])cc1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",158429-70-0,2866178-68-7,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""158429-70-0"", ""smiles"": ""C=CCCOc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2866178-68-7"", ""yield_pct"": ""79"", ""smiles"": ""C=CCCOc1ccc([18F])cc1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
31-614-CAS-34838840,31-614-CAS-34838840,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,75,,,COc1ccc(Cl)c(OC)c1,COc1ccc([18F])c(OC)c1,COc1ccc(Cl)c(OC)c1>>COc1ccc([18F])c(OC)c1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",7051-13-0,2104036-73-7,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""7051-13-0"", ""smiles"": ""COc1ccc(Cl)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""2104036-73-7"", ""yield_pct"": ""75"", ""smiles"": ""COc1ccc([18F])c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
31-614-CAS-34838847,31-614-CAS-34838847,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,COc1ccc(F)cc1,COc1ccc([18F])cc1,COc1ccc(F)cc1>>COc1ccc([18F])cc1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",459-60-9,92778-21-7,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""459-60-9"", ""smiles"": ""COc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""92778-21-7"", ""yield_pct"": ""80"", ""smiles"": ""COc1ccc([18F])cc1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
31-614-CAS-34838856,31-614-CAS-34838856,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,79,,,COC(=O)c1cc(OC)cc(OC)c1Cl,COC(=O)c1cc(OC)cc(OC)c1[18F],COC(=O)c1cc(OC)cc(OC)c1Cl>>COC(=O)c1cc(OC)cc(OC)c1[18F],Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",51903-93-6,2866178-73-4,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""51903-93-6"", ""smiles"": ""COC(=O)c1cc(OC)cc(OC)c1Cl""}]","[{""index"": 1, ""cas_rn"": ""2866178-73-4"", ""yield_pct"": ""79"", ""smiles"": ""COC(=O)c1cc(OC)cc(OC)c1[18F]""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838871,31-614-CAS-34838871,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,76,,,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(F)cc1,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc([18F])cc1,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(F)cc1>>CC(C)(C)OC(=O)N(c1ccccc1)c1ccc([18F])cc1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2552717-42-5,2552718-47-3,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""2552717-42-5"", ""smiles"": ""CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2552718-47-3"", ""yield_pct"": ""76"", ""smiles"": ""CC(C)(C)OC(=O)N(c1ccccc1)c1ccc([18F])cc1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
31-614-CAS-34838874,31-614-CAS-34838874,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,74,,,COc1cc(Br)c(Cl)c(OC)c1,COc1cc(Br)c([18F])c(OC)c1,COc1cc(Br)c(Cl)c(OC)c1>>COc1cc(Br)c([18F])c(OC)c1,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",81574-72-3,2866178-90-5,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""81574-72-3"", ""smiles"": ""COc1cc(Br)c(Cl)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""2866178-90-5"", ""yield_pct"": ""74"", ""smiles"": ""COc1cc(Br)c([18F])c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","chemoselective, photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838895,31-614-CAS-34838895,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,72,,,COc1cc(F)c(CCNC(=O)OC(C)(C)C)cc1OC,COc1cc([18F])c(CCNC(=O)OC(C)(C)C)cc1OC,COc1cc(F)c(CCNC(=O)OC(C)(C)C)cc1OC>>COc1cc([18F])c(CCNC(=O)OC(C)(C)C)cc1OC,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2866179-31-7,2866178-96-1,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""2866179-31-7"", ""smiles"": ""COc1cc(F)c(CCNC(=O)OC(C)(C)C)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""2866178-96-1"", ""yield_pct"": ""72"", ""smiles"": ""COc1cc([18F])c(CCNC(=O)OC(C)(C)C)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
31-614-CAS-34838901,31-614-CAS-34838901,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,77,,,COC(=O)C(Cc1cc(OC)ccc1F)NC(=O)OC(C)(C)C,COC(=O)C(Cc1cc(OC)ccc1[18F])NC(=O)OC(C)(C)C,COC(=O)C(Cc1cc(OC)ccc1F)NC(=O)OC(C)(C)C>>COC(=O)C(Cc1cc(OC)ccc1[18F])NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",1644527-07-0,2866179-03-3,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""1644527-07-0"", ""smiles"": ""COC(=O)C(Cc1cc(OC)ccc1F)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2866179-03-3"", ""yield_pct"": ""77"", ""smiles"": ""COC(=O)C(Cc1cc(OC)ccc1[18F])NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838904,31-614-CAS-34838904,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,78,,,COC(=O)C(Cc1cccc(OC)c1F)NC(=O)OC(C)(C)C,COC(=O)C(Cc1cccc(OC)c1[18F])NC(=O)OC(C)(C)C,COC(=O)C(Cc1cccc(OC)c1F)NC(=O)OC(C)(C)C>>COC(=O)C(Cc1cccc(OC)c1[18F])NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2866179-40-8,2866179-02-2,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""2866179-40-8"", ""smiles"": ""COC(=O)C(Cc1cccc(OC)c1F)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2866179-02-2"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)C(Cc1cccc(OC)c1[18F])NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838907,31-614-CAS-34838907,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,75,,,COC(=O)C(Cc1ccc(F)c(OC)c1)NC(=O)OC(C)(C)C,COC(=O)C(Cc1ccc([18F])c(OC)c1)NC(=O)OC(C)(C)C,COC(=O)C(Cc1ccc(F)c(OC)c1)NC(=O)OC(C)(C)C>>COC(=O)C(Cc1ccc([18F])c(OC)c1)NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2552717-36-7,2552718-58-6,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""2552717-36-7"", ""smiles"": ""COC(=O)C(Cc1ccc(F)c(OC)c1)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2552718-58-6"", ""yield_pct"": ""75"", ""smiles"": ""COC(=O)C(Cc1ccc([18F])c(OC)c1)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838909,31-614-CAS-34838909,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,COC(=O)C(Cc1cc(F)ccc1OC)NC(=O)OC(C)(C)C,COC(=O)C(Cc1cc([18F])ccc1OC)NC(=O)OC(C)(C)C,COC(=O)C(Cc1cc(F)ccc1OC)NC(=O)OC(C)(C)C>>COC(=O)C(Cc1cc([18F])ccc1OC)NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2138768-24-6,2866179-06-6,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2138768-24-6"", ""smiles"": ""COC(=O)C(Cc1cc(F)ccc1OC)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2866179-06-6"", ""yield_pct"": ""80"", ""smiles"": ""COC(=O)C(Cc1cc([18F])ccc1OC)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere",
31-614-CAS-34838911,31-614-CAS-34838911,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,74,,,COC(=O)[C@H](Cc1cc(OC)c(OC)cc1F)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1cc(OC)c(OC)cc1[18F])NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1cc(OC)c(OC)cc1F)NC(=O)OC(C)(C)C>>COC(=O)[C@H](Cc1cc(OC)c(OC)cc1[18F])NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",853759-49-6,1421282-70-3,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""853759-49-6"", ""smiles"": ""COC(=O)[C@H](Cc1cc(OC)c(OC)cc1F)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1421282-70-3"", ""yield_pct"": ""74"", ""smiles"": ""COC(=O)[C@H](Cc1cc(OC)c(OC)cc1[18F])NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, stereoretentive, optimization study, optimized on reaction conditions, alternative preparation shown",
31-614-CAS-34838913,31-614-CAS-34838913,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,COC(=O)C(Cc1c(OC)ccc(F)c1OC)NC(=O)OC(C)(C)C,COC(=O)C(Cc1c(OC)ccc([18F])c1OC)NC(=O)OC(C)(C)C,COC(=O)C(Cc1c(OC)ccc(F)c1OC)NC(=O)OC(C)(C)C>>COC(=O)C(Cc1c(OC)ccc([18F])c1OC)NC(=O)OC(C)(C)C,Arene radiofluorination enabled by photoredox-mediated halide interconversion,"Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo","Nature Chemistry (2022), 14(2), 216-223","Arene radiofluorination enabled by photoredox-mediated halide interconversion | Chen, Wei; Wang, Hui; Tay, Nicholas E. S.; Pistritto, Vincent A.; Li, Kang-Po; Zhang, Tao; Wu, Zhanhong; Nicewicz, David A.; Li, Zibo | Nature Chemistry (2022), 14(2), 216-223",2866179-45-3,2866179-09-9,"17351-62-1, 93617-83-5",2377107-96-3,"75-05-8, 75-65-0, 107-06-2",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2866179-45-3"", ""smiles"": ""COC(=O)C(Cc1c(OC)ccc(F)c1OC)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2866179-09-9"", ""yield_pct"": ""80"", ""smiles"": ""COC(=O)C(Cc1c(OC)ccc([18F])c1OC)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""17351-62-1""}, {""index"": 2, ""cas_rn"": ""93617-83-5""}]","[{""index"": 1, ""cas_rn"": ""2377107-96-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-65-0""}, {""index"": 3, ""cas_rn"": ""107-06-2""}]","photochemical, 450 nm laser used, inert atmosphere, alternative preparation shown",
