reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-176-CAS-4334521,31-176-CAS-4334521,3.rdf,Kumada coupling,76,,,CCOC(=O)c1ccc(Br)cc1.C[C]1([Mg][Cl])CCCCC1,CCOC(=O)c1ccc(C2(C)CCCCC2)cc1,CCOC(=O)c1ccc(Br)cc1.C[C]1([Mg][Cl])CCCCC1>>CCOC(=O)c1ccc(C2(C)CCCCC2)cc1,Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates,"Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R.","Journal of the American Chemical Society (2011), 133(22), 8478-8481","Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates | Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R. | Journal of the American Chemical Society (2011), 133(22), 8478-8481","5798-75-4, 1092838-30-6",1309385-89-4,7732-18-5,"286014-38-8, 1309385-86-1",109-99-9,,,,,,"General/Typical Procedure: General procedure for the cross-coupling of aryl/vinyl halide/triflates and tertiary alkylmagnesium halides: Because we are interested in developing methods of high operational simplicity as well as generality, we performed each of the reactions on the benchtop, using readily available disposable vials with screw-top septa. NiCl2•(H2O)1.54 (16 mg, 0.1 mmol) and NHC ligand 18 (32 mg, 0.1 mmol) were weighed out on the benchtop in an oven-dried 10 mL screw top test tube with stir bar. The aryl bromide/triflate (1 mmol) was then added to the vial. The vial was sealed using a screw cap lined with a teflon septum. The reaction vial was evacuated and backfilled three times with argon using a needle attached to a vacuum manifold, and cooled to –10 ºC in a NaCl/ice slurry prior to the addition of the alkylmagnesium reagent. If the aryl bromide/triflate were a liquid, it was added via microsyringe after having backfilled the vial with argon. The tertiary alkylmagnesium halide (2.0 mmol) was then added via syringe under a positive pressure of argon. The vial was sealed with electrical tape and the reaction mixture was stirred for 90 minutes on the benchtop at –10 ºC with no additional argon pressure. The reaction mixture was quenched through the addition of ice chips, then poured into a separatory funnel containing saturated aqueous NH4Cl (ca. 10 mL) and extracted with EtOAc (3 x 20 mL). The combined organic layers were washed with brine and dried over Na2SO4. The crude product was purified by column chromatography. Extent of isomerization can be easily determined via 1H NMR spectroscopy by comparison of the intergral of the singlet from the t-butyl group (1.3-1.4 ppm, 9H) to the integral of the doublet from the benzylic protons of the i-butyl group (2.4-2.5 ppm, 2H). The doublet from the methyls of the ibutyl group could additionally be used (ca. 0.8 ppm, 6H). Ethyl 4-(1-methylcyclohexyl)benzoate (Table 3, Column 2). The general procedure was employed. A colorless liquid (187 mg, 76%) was isolated by column chromatography (90:10 Hex:EtOAc). 1H NMR (500 MHz, CDCl3) δ: 7.99 (d, J = 8.7 Hz, 2H), 7.44 (d, J = 8.7 Hz, 2H), 4.37 (q, J = 7.1, 2H), 2.02 (m, 2H), 1.55-1.61 (m, 4H), 1.39-1.50 (m, 4H), 1.38 (t, J = 7.1, 3H), 1.19 (s, 3H) ppm. 13C NMR (125 MHz, CDCl3) δ: 166.9, 155.6, 129.7, 127.7, 126.1, 60.9, 38.6, 37.5, 33.3, 26.5, 22.8, 14.6 ppm. HRMS (ESI+): (M+H)+: 247.1693 (calc.); 247.1696 (found); diff (ppm) = 1.22.",2,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""5798-75-4"", ""smiles"": ""CCOC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""1092838-30-6"", ""smiles"": ""C[C]1([Mg][Cl])CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1309385-89-4"", ""yield_pct"": ""76"", ""smiles"": ""CCOC(=O)c1ccc(C2(C)CCCCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""286014-38-8""}, {""index"": 2, ""cas_rn"": ""1309385-86-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Kumada cross-coupling, other product also detected (isomerization), reactant assumed (Grignard reagent)",
31-176-CAS-4359315,31-176-CAS-4359315,1.rdf,Kumada coupling,96,,,Clc1ccccc1.COc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccccc2)cc1,Clc1ccccc1.COc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccccc2)cc1,Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents,"Xie, Lan-Gui; Wang, Zhong-Xia","Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents | Xie, Lan-Gui; Wang, Zhong-Xia | Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","108-90-7, 13139-86-1",613-37-6,7732-18-5,1254720-67-6,60-29-7,,,,,,,2,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""108-90-7"", ""smiles"": ""Clc1ccccc1""}, {""index"": 2, ""cas_rn"": ""13139-86-1"", ""smiles"": ""COc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""613-37-6"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1254720-67-6""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}]","yield depends on catalyst loading, alternative preparation shown, Kumada reaction",
31-176-CAS-4371730,31-176-CAS-4371730,2.rdf,Kumada coupling,86,,,Brc1ccccc1.Cc1cc[c]([Mg][Cl])cc1,Cc1ccc(-c2ccccc2)cc1,Brc1ccccc1.Cc1cc[c]([Mg][Cl])cc1>>Cc1ccc(-c2ccccc2)cc1,Monovalent nickel complex bearing a bulky N-heterocyclic carbene catalyzes Buchwald-Hartwig amination of aryl halides under mild conditions,"Nagao, Shinya; Matsumoto, Taisuke; Koga, Yuji; Matsubara, Kouki","Chemistry Letters (2011), 40(9), 1036-1038","Monovalent nickel complex bearing a bulky N-heterocyclic carbene catalyzes Buchwald-Hartwig amination of aryl halides under mild conditions | Nagao, Shinya; Matsumoto, Taisuke; Koga, Yuji; Matsubara, Kouki | Chemistry Letters (2011), 40(9), 1036-1038","108-86-1, 696-61-7",644-08-6,,"603-35-0, 854737-21-6",109-99-9,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""108-86-1"", ""smiles"": ""Brc1ccccc1""}, {""index"": 2, ""cas_rn"": ""696-61-7"", ""smiles"": ""Cc1cc[c]([Mg][Cl])cc1""}]","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""yield_pct"": ""86"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""603-35-0""}, {""index"": 2, ""cas_rn"": ""854737-21-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","in-situ generated catalyst, Kumada-Tamao-Corriu",
31-176-CAS-4384078,31-176-CAS-4384078,1.rdf,Kumada coupling,92,,,Fc1ccccn1.CN(C)c1cc[c]([Mg][Br])cc1,CN(C)c1ccc(-c2ccccn2)cc1,Fc1ccccn1.CN(C)c1cc[c]([Mg][Br])cc1>>CN(C)c1ccc(-c2ccccn2)cc1,Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes,"Guo, Wang-Jun; Wang, Zhong-Xia","Journal of Organic Chemistry (2013), 78(3), 1054-1061","Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes | Guo, Wang-Jun; Wang, Zhong-Xia | Journal of Organic Chemistry (2013), 78(3), 1054-1061","372-48-5, 7353-91-5",100381-45-1,7732-18-5,1418217-39-6,109-99-9,,,,,,"General/Typical Procedure: General Procedures for the Cross-Coupling Reactions. A Schlenk tube was charged with nickel complex (the amount needed), aryl halide (0.5 mmol) and THF (1.5 mL). To the solution was added dropwise a solution of ArMgBr (1.5 mL, 0.5 M in THF, 0.75 mmol) at 25 °C and the resulting solution stirred for 24 h. The reaction was quenched with water and the mixture was extracted with diethyl ether (3 × 5 mL). The combined organic phases were dried over Na2SO4, concentrated by rotary evaporation and purified by column chromatography on silica gel (eluent: a mixture of petroleum ether and ethyl acetate). Spectral Data of the Cross-Coupling Products. 4-(N,N-Dimethylamino)-2′,5′-dimethylbiphenyl.26 Table 3. Reaction of Aryl Fluorides with Aryl Grignard Reagents Catalyzed by 3ca Entry 18 2-(p-N,N-Dimethylaminophenyl)pyridine.45 Yield 92%. 1H NMR: δ 3.01 (s, 6H), 6.79 (d, J = 8.7 Hz, 2H), 7.05−7.13 (m, 1H), 7.61−7.69 (m, 2H), 7.91 (d, J = 8.7 Hz, 2H), 8.61 (d, J = 4.5 Hz, 1H). 13C NMR: δ 40.5, 112.4, 119.3, 120.7, 127.8, 136.6, 149.5, 151.2, 157.7.",2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""372-48-5"", ""smiles"": ""Fc1ccccn1""}, {""index"": 2, ""cas_rn"": ""7353-91-5"", ""smiles"": ""CN(C)c1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""100381-45-1"", ""yield_pct"": ""92"", ""smiles"": ""CN(C)c1ccc(-c2ccccn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1418217-39-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","alternative preparation shown, Kumada reaction, dropwise addition of ArMgBr/THF (stage 1)",
31-176-CAS-4414192,31-176-CAS-4414192,2.rdf,Kumada coupling,87,,,Clc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,Clc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,Arylation of non-activated C-Cl bond with Grignard reagents catalyzed by pincer [PCP]-nickel complexes,"Sun, Yunqiang; Li, Xiaoyan; Sun, Hongjian","Inorganica Chimica Acta (2014), 41595-97","Arylation of non-activated C-Cl bond with Grignard reagents catalyzed by pincer [PCP]-nickel complexes | Sun, Yunqiang; Li, Xiaoyan; Sun, Hongjian | Inorganica Chimica Acta (2014), 41595-97","106-46-7, 4294-57-9",97295-31-3,,905983-63-3,"109-99-9, 7732-18-5",,,,,,,2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""106-46-7"", ""smiles"": ""Clc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""97295-31-3"", ""yield_pct"": ""87"", ""smiles"": ""Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""905983-63-3""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","Grignard reaction, Kumada cross-coupling reaction",
31-176-CAS-4417681,31-176-CAS-4417681,1.rdf,Kumada coupling,92,,,Cc1ccccc1Cl.COc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccccc2C)cc1,Cc1ccccc1Cl.COc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccccc2C)cc1,"Kumada Coupling of Aryl, Heteroaryl, and Vinyl Chlorides Catalyzed by Amido Pincer Nickel Complexes","Liu, Ning; Wang, Zhong-Xia","Journal of Organic Chemistry (2011), 76(24), 10031-10038","Kumada Coupling of Aryl, Heteroaryl, and Vinyl Chlorides Catalyzed by Amido Pincer Nickel Complexes | Liu, Ning; Wang, Zhong-Xia | Journal of Organic Chemistry (2011), 76(24), 10031-10038","95-49-8, 13139-86-1",92495-54-0,,1073194-66-7,"109-99-9, 7732-18-5",,,,,,"General/Typical Procedure: (1). Representative Procedure for the Kumada Coupling of Aryl Chlorides. A Schlenk tube was charged with nickel complex 2 (0.05 mL, 0.05 M solution in THF, 0.0025 mmol), THF (1.5 mL), and PhCl (0.056 g, 0.5 mmol). To the solution was added dropwise a solution of p-MeC6H4MgBr (1.5 mL, 0.5 M in THF, 0.75 mmol) at 25 °C with stirring. After stirring at this temperature for 24 h, the reaction mixture was quenched with water and extracted with diethyl ether (3 × 10 mL). The combined organic phases were dried over Na2SO4, concentrated by rotary evaporation, and purified by column chromatography (silica gel, eluted using petroleum ether). p-MeC6H4Ph (0.084 g, 99%). entry 22 4′-Methoxy-2-methylbiphenyl.41 1H NMR (CDCl3): δ 2.24 (s, 3H), 3.80 (s, 3H), 6.94 (d, J = 8.7 Hz, 2H), 7.17-7.22 (m, 6H). 13C NMR (CDCl3): δ 20.7, 55.4, 113.6, 125.9, 127.1, 130.0, 130.37, 130.41, 134.5, 135.6, 141.7, 158.7.",2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""95-49-8"", ""smiles"": ""Cc1ccccc1Cl""}, {""index"": 2, ""cas_rn"": ""13139-86-1"", ""smiles"": ""COc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""92495-54-0"", ""yield_pct"": ""92"", ""smiles"": ""COc1ccc(-c2ccccc2C)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1073194-66-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","Kumada coupling, optimization study",
31-176-CAS-4425110,31-176-CAS-4425110,2.rdf,Kumada coupling,88,,,COc1ccc(I)cc1.Cc1ccc[c]([Mg][Br])n1,COc1ccc(-c2cccc(C)n2)cc1,COc1ccc(I)cc1.Cc1ccc[c]([Mg][Br])n1>>COc1ccc(-c2cccc(C)n2)cc1,Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents,"Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola","Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents | Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola | Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","696-62-8, 621685-64-1",4385-63-1,,1226769-60-3,109-99-9,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""696-62-8"", ""smiles"": ""COc1ccc(I)cc1""}, {""index"": 2, ""cas_rn"": ""621685-64-1"", ""smiles"": ""Cc1ccc[c]([Mg][Br])n1""}]","[{""index"": 1, ""cas_rn"": ""4385-63-1"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(-c2cccc(C)n2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1226769-60-3""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","dropwise addition of reagent in substage 1, Kumada-Corriu cross coupling",
31-176-CAS-4436862,31-176-CAS-4436862,2.rdf,Kumada coupling,91,,,COc1ccc(Cl)cc1.Cc1cccc[c]1[Mg][Cl],COc1ccc(-c2ccccc2C)cc1,COc1ccc(Cl)cc1.Cc1cccc[c]1[Mg][Cl]>>COc1ccc(-c2ccccc2C)cc1,"Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands","Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J.","Organometallics (2013), 32(16), 4656-4663","Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands | Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J. | Organometallics (2013), 32(16), 4656-4663","623-12-1, 33872-80-9",92495-54-0,7732-18-5,1449235-38-4,"108-88-3, 109-99-9",,,,,,"General/Typical Procedure: General Procedure for Cross-Coupling Reactions. A Schlenk tube was charged with 2.0 mg (4 μmol) of the desired nickel complex and 3 mL of toluene or THF. The electrophilic coupling partner (1.0 mmol) was then added, followed by the Grignard reagent (1.3 mmol) as a solution in THF. The reaction mixture was stirred at room temperature for 6-12 h before being quenched with 5 mL of deionized water. To the quenched reaction mixture was added 10 mL of diethyl ether, causing separation of the organic layer. The organic layer was extracted and dried over Na2SO4. After filtration and evaporation of the solvents the crude product was purified by column chromatography on Al2O3 (3% EtOAc in hexanes). Entry: 8; Yield 91%.",2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""33872-80-9"", ""smiles"": ""Cc1cccc[c]1[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""92495-54-0"", ""yield_pct"": ""91"", ""smiles"": ""COc1ccc(-c2ccccc2C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1449235-38-4""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","catalyst prepared and used, Kumada cross-coupling",
31-176-CAS-4450983,31-176-CAS-4450983,4.rdf,Kumada coupling,66,,,COc1ccc(F)cc1.Cc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(F)cc1.Cc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Air-stable diaminophosphine sulfides as preligands for nickel-catalyzed cross-couplings of unactivated fluoro(hetero)arenes,"Ackermann, Lutz; Wechsler, Cindy; Kapdi, Anant R.; Althammer, Andreas","Synlett (2010), (2), 294-298","Air-stable diaminophosphine sulfides as preligands for nickel-catalyzed cross-couplings of unactivated fluoro(hetero)arenes | Ackermann, Lutz; Wechsler, Cindy; Kapdi, Anant R.; Althammer, Andreas | Synlett (2010), (2), 294-298","459-60-9, 4294-57-9",53040-92-9,,"3264-82-2, 1220450-25-8",109-99-9,,,,,,"General/Typical Procedure: Synthesis of 5a (Table 1, Entry 9); Typical Procedure [Ni(acac)2] (7 mg, 0.03 mmol, 3.0 mol%) and 2 (13 mg, 0.03 mmol, 3.0 mol%) were stirred in THF (2.0 mL) for 10 min at ambient temperature under N2. Compound 3d (126 mg, 1.00 mmol) was added, and the solution was stirred for additional 5 min. Thereafter, 4d (1.75 M in THF, 0.85 mL, 1.50 mmol) was added, and the resulting solution was stirred for 21 h at ambient temperature. EtOAc (75 mL) and H2O (75 mL) were added, and the separated aqueous phase was extracted with EtOAc (2 × 75 mL). The combined organic layers were dried over MgSO4 and concentrated in vacuo. The remaining residue was purified by column chromatography on silica gel (n-hexane-EtOAc, 300:1 → 200:1 → 150:1 → 100:1). Entry: 10 Product: 5f; Yield: 66%.",3,1,66,,,,,,,"{""1"": 66}","[{""index"": 1, ""cas_rn"": ""459-60-9"", ""smiles"": ""COc1ccc(F)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""66"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""3264-82-2""}, {""index"": 2, ""cas_rn"": ""1220450-25-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Kumada-Corriu coupling,
31-176-CAS-4451511,31-176-CAS-4451511,1.rdf,Kumada coupling,98,,,Clc1ccccn1.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccn2)cc1,Clc1ccccn1.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccccn2)cc1,Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents,"Xie, Lan-Gui; Wang, Zhong-Xia","Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents | Xie, Lan-Gui; Wang, Zhong-Xia | Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","109-09-1, 4294-57-9",4467-06-5,7732-18-5,1254720-69-8,60-29-7,,,,,,,2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""109-09-1"", ""smiles"": ""Clc1ccccn1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""4467-06-5"", ""yield_pct"": ""98"", ""smiles"": ""Cc1ccc(-c2ccccn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1254720-69-8""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}]",Kumada reaction,
31-176-CAS-44613,31-176-CAS-44613,3.rdf,Kumada coupling,75,,,Brc1ccsc1.CCCCCC[CH2][Mg][Br],CCCCCCCc1ccsc1,Brc1ccsc1.CCCCCC[CH2][Mg][Br]>>CCCCCCCc1ccsc1,Transition between triangular and square tiling patterns in liquid-crystalline honeycombs formed by tetrathiophene-based bolaamphiphiles,"Cheng, Xiaohong; Gao, Hongfei; Tan, Xiaoping; Yang, Xueyan; Prehm, Marko; Ebert, Helgard; Tschierske, Carsten","Chemical Science (2013), 4(8), 3317-3331","Transition between triangular and square tiling patterns in liquid-crystalline honeycombs formed by tetrathiophene-based bolaamphiphiles | Cheng, Xiaohong; Gao, Hongfei; Tan, Xiaoping; Yang, Xueyan; Prehm, Marko; Ebert, Helgard; Tschierske, Carsten | Chemical Science (2013), 4(8), 3317-3331","872-31-1, 13125-66-1",65016-61-7,,15629-92-2,109-99-9,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""872-31-1"", ""smiles"": ""Brc1ccsc1""}, {""index"": 2, ""cas_rn"": ""13125-66-1"", ""smiles"": ""CCCCCC[CH2][Mg][Br]""}]","[{""index"": 1, ""cas_rn"": ""65016-61-7"", ""yield_pct"": ""75"", ""smiles"": ""CCCCCCCc1ccsc1""}]",[],"[{""index"": 1, ""cas_rn"": ""15629-92-2""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","literature preparation, Grignard reaction",
31-176-CAS-4490970,31-176-CAS-4490970,1.rdf,Kumada coupling,97,,,Cc1cccc[c]1[Mg][Br].COc1cccc(Cl)c1,COc1cccc(-c2ccccc2C)c1,Cc1cccc[c]1[Mg][Br].COc1cccc(Cl)c1>>COc1cccc(-c2ccccc2C)c1,"Biphenyl-Based Diaminophosphine Oxides as Air-Stable Preligands for the Nickel-Catalyzed Kumada-Tamao-Corriu Coupling of Deactivated Aryl Chlorides, Fluorides, and Tosylates","Jin, Zhong; Li, Yan-Jing; Ma, Yong-Qiang; Qiu, Ling-Ling; Fang, Jian-Xin","Chemistry - A European Journal (2012), 18(2), 446-450, S446/1-S446/93","Biphenyl-Based Diaminophosphine Oxides as Air-Stable Preligands for the Nickel-Catalyzed Kumada-Tamao-Corriu Coupling of Deactivated Aryl Chlorides, Fluorides, and Tosylates | Jin, Zhong; Li, Yan-Jing; Ma, Yong-Qiang; Qiu, Ling-Ling; Fang, Jian-Xin | Chemistry - A European Journal (2012), 18(2), 446-450, S446/1-S446/93","932-31-0, 2845-89-8",135227-03-1,,"7791-20-0, 1361965-05-0",109-99-9,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""932-31-0"", ""smiles"": ""Cc1cccc[c]1[Mg][Br]""}, {""index"": 2, ""cas_rn"": ""2845-89-8"", ""smiles"": ""COc1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""135227-03-1"", ""yield_pct"": ""97"", ""smiles"": ""COc1cccc(-c2ccccc2C)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""7791-20-0""}, {""index"": 2, ""cas_rn"": ""1361965-05-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","catalyst prepared and used, Kumada-Tamao-Corriu coupling",
