reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-452-CAS-18469994,31-452-CAS-18469994,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,93,,,ON=C(Cc1ccccc1)Cc1ccccc1,O=C(Cc1ccccc1)NCc1ccccc1,ON=C(Cc1ccccc1)Cc1ccccc1>>O=C(Cc1ccccc1)NCc1ccccc1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",1788-31-4,7500-45-0,,3621-77-0,75-05-8,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""1788-31-4"", ""smiles"": ""ON=C(Cc1ccccc1)Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7500-45-0"", ""yield_pct"": ""93"", ""smiles"": ""O=C(Cc1ccccc1)NCc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""3621-77-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,reaction in a Schlenk tube,Beckmann rearrangement",
31-452-CAS-18469995,31-452-CAS-18469995,Reaction_20251106_1126.rdf,Beckmann rearrangement,96,,,COC(=O)CC/C(=N\O)c1ccccc1,COC(=O)CCC(=O)Nc1ccccc1,COC(=O)CC/C(=N\O)c1ccccc1>>COC(=O)CCC(=O)Nc1ccccc1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",250602-56-3,5430-83-1,,3621-77-0,75-05-8,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""250602-56-3"", ""smiles"": ""COC(=O)CC/C(=N\\O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""5430-83-1"", ""yield_pct"": ""96"", ""smiles"": ""COC(=O)CCC(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""3621-77-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,reaction in a Schlenk tube,Beckmann rearrangement",
31-452-CAS-18469996,31-452-CAS-18469996,Reaction_20251106_1126 (2).rdf,Beckmann rearrangement,80,,,ON=C1CCCCC1,O=C1CCCCCN1,ON=C1CCCCC1>>O=C1CCCCCN1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",100-64-1,105-60-2,,3621-77-0,75-05-8,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""100-64-1"", ""smiles"": ""ON=C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""105-60-2"", ""yield_pct"": ""80"", ""smiles"": ""O=C1CCCCCN1""}]",[],"[{""index"": 1, ""cas_rn"": ""3621-77-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,reaction in a Schlenk tube,Beckmann rearrangement",
31-452-CAS-18469997,31-452-CAS-18469997,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,87,,,CCCCCCC/C(C)=N/O,CCCCCCCNC(C)=O,CCCCCCC/C(C)=N/O>>CCCCCCCNC(C)=O,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",112630-67-8,14202-55-2,,3621-77-0,75-05-8,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""112630-67-8"", ""smiles"": ""CCCCCCC/C(C)=N/O""}]","[{""index"": 1, ""cas_rn"": ""14202-55-2"", ""yield_pct"": ""87"", ""smiles"": ""CCCCCCCNC(C)=O""}]",[],"[{""index"": 1, ""cas_rn"": ""3621-77-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,reaction in a Schlenk tube,Beckmann rearrangement",
31-452-CAS-18469998,31-452-CAS-18469998,Reaction_20251106_1126.rdf,Beckmann rearrangement,98,,,ON=C1CCCCCCCCCCC1,O=C1CCCCCCCCCCCN1,ON=C1CCCCCCCCCCC1>>O=C1CCCCCCCCCCCN1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",946-89-4,947-04-6,,3621-77-0,75-05-8,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""946-89-4"", ""smiles"": ""ON=C1CCCCCCCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""947-04-6"", ""yield_pct"": ""98"", ""smiles"": ""O=C1CCCCCCCCCCCN1""}]",[],"[{""index"": 1, ""cas_rn"": ""3621-77-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,reaction in a Schlenk tube,Beckmann rearrangement",
31-452-CAS-18470000,31-452-CAS-18470000,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,91,,,C/C(=N\O)c1ccccc1,CC(=O)Nc1ccccc1,C/C(=N\O)c1ccccc1>>CC(=O)Nc1ccccc1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",10341-75-0,103-84-4,,1621019-51-9,75-05-8,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10341-75-0"", ""smiles"": ""C/C(=N\\O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""103-84-4"", ""yield_pct"": ""91"", ""smiles"": ""CC(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1621019-51-9""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,Beckmann rearrangement",
31-452-CAS-18470001,31-452-CAS-18470001,Reaction_20251106_1126.rdf,Beckmann rearrangement,94,,,C/C(=N\O)c1ccccc1,CC(=O)Nc1ccccc1,C/C(=N\O)c1ccccc1>>CC(=O)Nc1ccccc1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",10341-75-0,103-84-4,,50707-93-2,75-05-8,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""10341-75-0"", ""smiles"": ""C/C(=N\\O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""103-84-4"", ""yield_pct"": ""94"", ""smiles"": ""CC(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""50707-93-2""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,Beckmann rearrangement",
31-452-CAS-18470002,31-452-CAS-18470002,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,87,,,C/C(=N\O)c1ccccc1,CC(=O)Nc1ccccc1,C/C(=N\O)c1ccccc1>>CC(=O)Nc1ccccc1,Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams,"Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai","Journal of Organic Chemistry (2018), 83(4), 2040-2049","Dichloroimidazolidinedione-Activated Beckmann Rearrangement of Ketoximes for Accessing Amides and Lactams | Gao, Yu; Liu, Jingjing; Li, Zhenjiang; Guo, Tianfo; Xu, Songquan; Zhu, Hui; Wei, Fulan; Chen, Siming; Gebru, Hailemariam; Guo, Kai | Journal of Organic Chemistry (2018), 83(4), 2040-2049",10341-75-0,103-84-4,,26262-88-4,75-05-8,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""10341-75-0"", ""smiles"": ""C/C(=N\\O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""103-84-4"", ""yield_pct"": ""87"", ""smiles"": ""CC(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""26262-88-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used,Beckmann rearrangement",
31-452-CAS-185663,31-452-CAS-185663,Reaction_20251106_1126 (2).rdf,Beckmann rearrangement,83,,,C/C(=N\O)c1ccccc1Br,CC(=O)Nc1ccccc1Br,C/C(=N\O)c1ccccc1Br>>CC(=O)Nc1ccccc1Br,An efficient and versatile one-pot Beckmann rearrangement of ketoximes using mesitylenesulfonyl chloride,"Ramalingan, Chennan; Park, Yong-Tae","Synthesis (2008), (9), 1351-1358","An efficient and versatile one-pot Beckmann rearrangement of ketoximes using mesitylenesulfonyl chloride | Ramalingan, Chennan; Park, Yong-Tae | Synthesis (2008), (9), 1351-1358",1040191-55-6,614-76-6,1310-65-2,773-64-8,109-99-9,,,,,,"General/Typical Procedure: Rearrangement of Ketoximes into Lactams/Amides; General Procedure To a solution of oxime (1.5 mmol) in THF (4 mL) in a two-necked flask equipped with reflux condenser and addition funnel under nitrogen atmosphere, was added LiOH (1.8 mmol). After being stirred for 30 min at r.t., a solution of mesitylenesulfonyl chloride (1.5 mmol) in THF (4 mL) was added and stirring was continued for 1 h at ambient temperature followed by 60 °C until the reaction was complete (monitored by TLC). The reaction was allowed to cool and quenched by addition of H2O (10 mL). The solvents were removed under reduced pressure and then H2O (15 mL) and Et2O (15 mL) were added. The organic phase was separated and the aqueous phase was extracted with Et2O (2 × 15 mL). The combined organic phases were washed with brine (2 × 10 mL), dried over Na2SO4 and filtered. The crude product obtained after evaporation of the filtrate was purified by flash column chromatography (CH2Cl2-MeOH, 100:2) to provide the lactam/amide. N-(2-Bromophenyl)acetamide (4c, Table 3, Entry 3)17, yield 83%. 1H NMR (400 MHz, CDCl3): δ = 8.31 (d, J = 8.5 Hz, 1 H), 7.68 (br s, 1 H), 7.54 (dd, J = 8.0, 1.5 Hz, 1 H), 7.31 (dt, J = 1.3, 8.0 Hz, 1 H), 6.99 (t, J = 7.3 Hz, 1 H), 2.25 (s, 3 H).",2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""1040191-55-6"", ""smiles"": ""C/C(=N\\O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""614-76-6"", ""yield_pct"": ""83"", ""smiles"": ""CC(=O)Nc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-65-2""}]","[{""index"": 1, ""cas_rn"": ""773-64-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Beckmann rearrangement,
31-452-CAS-1861845,31-452-CAS-1861845,Reaction_20251106_1126 (2).rdf,Beckmann rearrangement,85,,,O/N=C/c1ccc(O)cc1,NC(=O)c1ccc(O)cc1,O/N=C/c1ccc(O)cc1>>NC(=O)c1ccc(O)cc1,Silica sulfate as a recyclable and efficient catalyst for Beckmann rearrangement under microwave irradiation,"Li, Zheng; Ding, Runbo; Lu, Zhong; Xiao, Shuxiu; Ma, Xuelin","Journal of Molecular Catalysis A: Chemical (2006), 250(1-2), 100-103","Silica sulfate as a recyclable and efficient catalyst for Beckmann rearrangement under microwave irradiation | Li, Zheng; Ding, Runbo; Lu, Zhong; Xiao, Shuxiu; Ma, Xuelin | Journal of Molecular Catalysis A: Chemical (2006), 250(1-2), 100-103",60221-52-5,619-57-8,,"7631-86-9, 7790-94-5",67-64-1,,,,"reaction products with chlorosulfonic acid, reaction products with silica",,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""60221-52-5"", ""smiles"": ""O/N=C/c1ccc(O)cc1""}]","[{""index"": 1, ""cas_rn"": ""619-57-8"", ""yield_pct"": ""85"", ""smiles"": ""NC(=O)c1ccc(O)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""7631-86-9"", ""amd"": ""reaction products with chlorosulfonic acid""}, {""index"": 2, ""cas_rn"": ""7790-94-5"", ""amd"": ""reaction products with silica""}]","[{""index"": 1, ""cas_rn"": ""67-64-1""}]","microwave irradiation, Beckmann rearrangement",
31-452-CAS-186805,31-452-CAS-186805,Reaction_20251106_1126.rdf,Beckmann rearrangement,95,,,O=C1c2ccccc2C2C/C(=N\O)c3csc(Cl)c3CN12,O=C1CC2c3ccccc3C(=O)N2Cc2c(csc2Cl)N1,O=C1c2ccccc2C2C/C(=N\O)c3csc(Cl)c3CN12>>O=C1CC2c3ccccc3C(=O)N2Cc2c(csc2Cl)N1,"Tetracyclic systems: synthesis of isoindolo[1,2-b]thieno[2,3(3,2 or 3,4)-e][1,3]thiazocines and isoindolo[2,1-a]thieno[2,3(3,2 or 3,4)-f][1,4] and -[1,5]diazocines","Pigeon, Pascal; Decroix, Bernard","Journal of Heterocyclic Chemistry (1997), 34(2), 375-380","Tetracyclic systems: synthesis of isoindolo[1,2-b]thieno[2,3(3,2 or 3,4)-e][1,3]thiazocines and isoindolo[2,1-a]thieno[2,3(3,2 or 3,4)-f][1,4] and -[1,5]diazocines | Pigeon, Pascal; Decroix, Bernard | Journal of Heterocyclic Chemistry (1997), 34(2), 375-380",190912-42-6,190912-46-0,1310-73-2,,7732-18-5,,,,,,,3,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""190912-42-6"", ""smiles"": ""O=C1c2ccccc2C2C/C(=N\\O)c3csc(Cl)c3CN12""}]","[{""index"": 1, ""cas_rn"": ""190912-46-0"", ""yield_pct"": ""95"", ""smiles"": ""O=C1CC2c3ccccc3C(=O)N2Cc2c(csc2Cl)N1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",polyphosphoric acid first stage,
31-452-CAS-1870326,31-452-CAS-1870326,Reaction_20251106_1126.rdf,Beckmann rearrangement,95,,,ON=C(c1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,ON=C(c1ccccc1)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,A Simple and Highly Efficient One-Pot Procedure for the Synthesis of Amides via Beckmann Rearrangements Using 1-Tosylimidazole (TsIm),"Rad, Mohammad Navid Soltani; Khalafi-Nezhad, Ali; Behrouz, Somayeh; Amini, Zohreh; Behrouz, Marzieh","Phosphorus, Sulfur and Silicon and the Related Elements (2010), 185(8), 1658-1671","A Simple and Highly Efficient One-Pot Procedure for the Synthesis of Amides via Beckmann Rearrangements Using 1-Tosylimidazole (TsIm) | Rad, Mohammad Navid Soltani; Khalafi-Nezhad, Ali; Behrouz, Somayeh; Amini, Zohreh; Behrouz, Marzieh | Phosphorus, Sulfur and Silicon and the Related Elements (2010), 185(8), 1658-1671",574-66-3,93-98-1,"534-17-8, 2232-08-8",7631-86-9,68-12-2,,,,,,"GENERAL PROCEDURE FOR THE BECKMANN REARRANGEMENT OF KETOXIMES INTO AMIDES To a double-necked round bottom flask (100 mL) equipped with a condenser, a mixture of ketoxime (0.01 mol), freshly prepared TsIm17a (0.012 mol), SiO2 (1 g), and Cs2CO3 (0.01 mol) in DMF (20 mL) was added. The mixture was refluxed, and in most cases, darkening occurred. Reflux was continued until TLC monitoring indicated no further improvement in the conversion (Table V). The catalyst was filtered off, and the filtrate was evaporated under vacuum to remove the solvent. The remaining foam was dissolved in CHCl3 (100 mL) and subsequently washed with water (2×100 mL). The organic layer was dried (Na2SO4) and evaporated. The crude product was purified by column chromatography on silica gel and eluted with a mixture of n-hexane/EtOAc. Table V, EntryRef: 15,7-9,11a,18a,18c, Yield 95%",1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""574-66-3"", ""smiles"": ""ON=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-98-1"", ""yield_pct"": ""95"", ""smiles"": ""O=C(Nc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""534-17-8""}, {""index"": 2, ""cas_rn"": ""2232-08-8""}]","[{""index"": 1, ""cas_rn"": ""7631-86-9""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]",Beckmann rearrangement,
31-452-CAS-18724086,31-452-CAS-18724086,Reaction_20251106_1126.rdf,Beckmann rearrangement,100,,,CC(=NO)c1ccccc1,CC(=O)Nc1ccccc1,CC(=NO)c1ccccc1>>CC(=O)Nc1ccccc1,Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions,"Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G.","Journal of the American Chemical Society (2018), 140(15), 5264-5271","Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions | Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G. | Journal of the American Chemical Society (2018), 140(15), 5264-5271",613-91-2,103-84-4,,"918-21-8, 374538-03-1","75-52-5, 920-66-1",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""613-91-2"", ""smiles"": ""CC(=NO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""103-84-4"", ""yield_pct"": ""100"", ""smiles"": ""CC(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""918-21-8""}, {""index"": 2, ""cas_rn"": ""374538-03-1""}]","[{""index"": 1, ""cas_rn"": ""75-52-5""}, {""index"": 2, ""cas_rn"": ""920-66-1""}]","alternative preparation shown,optimization study (optimized on temperature, time, catalyst, solvent, stoichiometry of catalyst and solvent),scalable,Beckmann rearrangement,reaction in a sealed vial",
31-452-CAS-18724087,31-452-CAS-18724087,Reaction_20251106_1126.rdf,Beckmann rearrangement,94,,,ON=C(c1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1ccccc1,ON=C(c1ccccc1)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions,"Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G.","Journal of the American Chemical Society (2018), 140(15), 5264-5271","Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions | Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G. | Journal of the American Chemical Society (2018), 140(15), 5264-5271",574-66-3,93-98-1,,"918-21-8, 374538-03-1","75-52-5, 920-66-1",,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""574-66-3"", ""smiles"": ""ON=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-98-1"", ""yield_pct"": ""94"", ""smiles"": ""O=C(Nc1ccccc1)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""918-21-8""}, {""index"": 2, ""cas_rn"": ""374538-03-1""}]","[{""index"": 1, ""cas_rn"": ""75-52-5""}, {""index"": 2, ""cas_rn"": ""920-66-1""}]","Beckmann rearrangement,reaction in a sealed vial",
31-452-CAS-18724089,31-452-CAS-18724089,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,90,,,CC(C)C(=NO)c1ccccc1,CC(C)C(=O)Nc1ccccc1,CC(C)C(=NO)c1ccccc1>>CC(C)C(=O)Nc1ccccc1,Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions,"Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G.","Journal of the American Chemical Society (2018), 140(15), 5264-5271","Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions | Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G. | Journal of the American Chemical Society (2018), 140(15), 5264-5271",6668-39-9,4406-41-1,,"918-21-8, 374538-03-1","75-52-5, 920-66-1",,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""6668-39-9"", ""smiles"": ""CC(C)C(=NO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""4406-41-1"", ""yield_pct"": ""90"", ""smiles"": ""CC(C)C(=O)Nc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""918-21-8""}, {""index"": 2, ""cas_rn"": ""374538-03-1""}]","[{""index"": 1, ""cas_rn"": ""75-52-5""}, {""index"": 2, ""cas_rn"": ""920-66-1""}]","product obtained as mixture of isomers in ratio 5:1,Beckmann rearrangement,reaction in a sealed vial",
31-452-CAS-18724090,31-452-CAS-18724090,Reaction_20251106_1126 (1).rdf,Beckmann rearrangement,90,,,ON=C(c1ccccc1)C1CC1,O=C(Nc1ccccc1)C1CC1,ON=C(c1ccccc1)C1CC1>>O=C(Nc1ccccc1)C1CC1,Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions,"Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G.","Journal of the American Chemical Society (2018), 140(15), 5264-5271","Scope and Mechanism of a True Organocatalytic Beckmann Rearrangement with a Boronic Acid/Perfluoropinacol System under Ambient Conditions | Mo, Xiaobin; Morgan, Timothy D. R.; Ang, Hwee Ting; Hall, Dennis G. | Journal of the American Chemical Society (2018), 140(15), 5264-5271",7555-72-8,2759-52-6,,"918-21-8, 374538-03-1","75-52-5, 920-66-1",,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""7555-72-8"", ""smiles"": ""ON=C(c1ccccc1)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""2759-52-6"", ""yield_pct"": ""90"", ""smiles"": ""O=C(Nc1ccccc1)C1CC1""}]",[],"[{""index"": 1, ""cas_rn"": ""918-21-8""}, {""index"": 2, ""cas_rn"": ""374538-03-1""}]","[{""index"": 1, ""cas_rn"": ""75-52-5""}, {""index"": 2, ""cas_rn"": ""920-66-1""}]","Beckmann rearrangement,reaction in a sealed vial",
