reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-11608505,31-006-CAS-11608505,Reaction_20251105_2039 (2).rdf,Carbamate formation,76,,,CC(C)C(C#N)C/C=C/COC1CCCCO1.O=C(Cl)OCC1c2ccccc2-c2ccccc21,CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)C(C#N)C/C=C/COC1CCCCO1.O=C(Cl)OCC1c2ccccc2-c2ccccc21>>CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21,Gold(I)-Catalyzed Enantioselective Intramolecular Dehydrative Amination of Allylic Alcohols with Carbamates,"Mukherjee, Paramita; Widenhoefer, Ross A.","Angewandte Chemie, International Edition (2012), 51(6), 1405-1407, S1405/1-S1405/96","Gold(I)-Catalyzed Enantioselective Intramolecular Dehydrative Amination of Allylic Alcohols with Carbamates | Mukherjee, Paramita; Widenhoefer, Ross A. | Angewandte Chemie, International Edition (2012), 51(6), 1405-1407, S1405/1-S1405/96","1372806-88-6, 28920-43-6",1372806-92-2,"16853-85-3, 7647-14-5, 121-44-8, 7732-18-5, 144-55-8",104-15-4,"60-29-7, 7732-18-5, 75-09-2, 67-56-1",,,,,,,6,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""1372806-88-6"", ""smiles"": ""CC(C)C(C#N)C/C=C/COC1CCCCO1""}, {""index"": 2, ""cas_rn"": ""28920-43-6"", ""smiles"": ""O=C(Cl)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1372806-92-2"", ""yield_pct"": ""76"", ""smiles"": ""CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16853-85-3""}, {""index"": 2, ""cas_rn"": ""7647-14-5""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}, {""index"": 5, ""cas_rn"": ""144-55-8""}]","[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""75-09-2""}, {""index"": 4, ""cas_rn"": ""67-56-1""}]",,
31-365-CAS-7429195,31-365-CAS-7429195,Reaction_20251105_2039.rdf,Carbamate formation,90,,,CN(C)C(=O)Cl.NCc1ccccc1,CN(C)C(=O)NCc1ccccc1,CN(C)C(=O)Cl.NCc1ccccc1>>CN(C)C(=O)NCc1ccccc1,Synthesis and Application of Isocyanates Radiolabeled with Carbon-11,"Wilson, Alan A.; Garcia, Armando; Houle, Sylvain; Sadovski, Oleg; Vasdev, Neil","Chemistry - A European Journal (2011), 17(1), 259-264, S259/1-S259/30","Synthesis and Application of Isocyanates Radiolabeled with Carbon-11 | Wilson, Alan A.; Garcia, Armando; Houle, Sylvain; Sadovski, Oleg; Vasdev, Neil | Chemistry - A European Journal (2011), 17(1), 259-264, S259/1-S259/30","79-44-7, 100-46-9",35376-72-8,121-44-8,,141-78-6,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""79-44-7"", ""smiles"": ""CN(C)C(=O)Cl""}, {""index"": 2, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""35376-72-8"", ""yield_pct"": ""90"", ""smiles"": ""CN(C)C(=O)NCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",,
31-365-CAS-7449206,31-365-CAS-7449206,Reaction_20251105_2039.rdf,Carbamate formation,89,,,O=C(Cl)c1ccccc1.COc1ccccc1C(O)c1ccccc1,COc1ccccc1C(NC(=O)c1ccccc1)c1ccccc1,O=C(Cl)c1ccccc1.COc1ccccc1C(O)c1ccccc1>>COc1ccccc1C(NC(=O)c1ccccc1)c1ccccc1,Three-component synthesis of amine derivatives using benzylic and allylic alcohols as N-alkylating agents in the absence of external catalysts and additives,"Li, Hai-Hua; Dong, De-Jun; Tian, Shi-Kai","European Journal of Organic Chemistry (2008), (21), 3623-3626","Three-component synthesis of amine derivatives using benzylic and allylic alcohols as N-alkylating agents in the absence of external catalysts and additives | Li, Hai-Hua; Dong, De-Jun; Tian, Shi-Kai | European Journal of Organic Chemistry (2008), (21), 3623-3626","98-88-4, 22788-49-4",1062641-69-3,999-97-3,,75-05-8,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""98-88-4"", ""smiles"": ""O=C(Cl)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""22788-49-4"", ""smiles"": ""COc1ccccc1C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1062641-69-3"", ""yield_pct"": ""89"", ""smiles"": ""COc1ccccc1C(NC(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""999-97-3""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-365-CAS-7475103,31-365-CAS-7475103,Reaction_20251105_2039 (1).rdf,Carbamate formation,88,,,CCN(CC)C(=O)Cl.Nc1cccc(C(=O)O)c1,CCN(CC)C(=O)Nc1cccc(C(=O)O)c1,CCN(CC)C(=O)Cl.Nc1cccc(C(=O)O)c1>>CCN(CC)C(=O)Nc1cccc(C(=O)O)c1,Synthesis of carbamate derivatives of biological interest,"Perveen, Shahnaz; Fatima, Nasreen; Mohammed Khan, Khalid; Khan, Ajmal; Ali, Muhammad; Choudhary, Muhammad Iqbal","Journal of the Chemical Society of Pakistan (2010), 32(3), 338-343","Synthesis of carbamate derivatives of biological interest | Perveen, Shahnaz; Fatima, Nasreen; Mohammed Khan, Khalid; Khan, Ajmal; Ali, Muhammad; Choudhary, Muhammad Iqbal | Journal of the Chemical Society of Pakistan (2010), 32(3), 338-343","88-10-8, 99-05-8",869948-37-8,,,123-91-1,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""88-10-8"", ""smiles"": ""CCN(CC)C(=O)Cl""}, {""index"": 2, ""cas_rn"": ""99-05-8"", ""smiles"": ""Nc1cccc(C(=O)O)c1""}]","[{""index"": 1, ""cas_rn"": ""869948-37-8"", ""yield_pct"": ""88"", ""smiles"": ""CCN(CC)C(=O)Nc1cccc(C(=O)O)c1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]",,
31-365-CAS-7490604,31-365-CAS-7490604,Reaction_20251105_2039 (1).rdf,Carbamate formation,85,,,O=C(Cl)OCc1ccccc1.CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(N)cc4)[nH]n3)cc2)CC1,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,O=C(Cl)OCc1ccccc1.CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(N)cc4)[nH]n3)cc2)CC1>>CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1,3-Phenyl-1H-5-pyrazolylamine-based derivatives as potent and efficacious inhibitors of FMS-like tyrosine kinase-3 (FLT3),"Hsu, John T.-A.; Yeh, Teng-Kuang; Yen, Shih-Chieh; Chen, Chiung-Tong; Hsieh, Shu-Yi; Hsu, Tsu; Lu, Cheng-Tai; Chen, Chun-Hwa; Chou, Ling-Hui; Chiu, Ching-Hui; Chang, Yun-I.; Tseng, Ya-Ju; Yen, Kuei-Rong; Chao, Yu-Sheng; Lin, Wen-Hsing; Jiaang, Weir-Torn","Bioorganic & Medicinal Chemistry Letters (2012), 22(14), 4654-4659","3-Phenyl-1H-5-pyrazolylamine-based derivatives as potent and efficacious inhibitors of FMS-like tyrosine kinase-3 (FLT3) | Hsu, John T.-A.; Yeh, Teng-Kuang; Yen, Shih-Chieh; Chen, Chiung-Tong; Hsieh, Shu-Yi; Hsu, Tsu; Lu, Cheng-Tai; Chen, Chun-Hwa; Chou, Ling-Hui; Chiu, Ching-Hui; Chang, Yun-I.; Tseng, Ya-Ju; Yen, Kuei-Rong; Chao, Yu-Sheng; Lin, Wen-Hsing; Jiaang, Weir-Torn | Bioorganic & Medicinal Chemistry Letters (2012), 22(14), 4654-4659","501-53-1, 1327167-35-0",1391621-56-9,,,110-86-1,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""501-53-1"", ""smiles"": ""O=C(Cl)OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1327167-35-0"", ""smiles"": ""CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(N)cc4)[nH]n3)cc2)CC1""}]","[{""index"": 1, ""cas_rn"": ""1391621-56-9"", ""yield_pct"": ""85"", ""smiles"": ""CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)OCc5ccccc5)cc4)n[nH]3)cc2)CC1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""110-86-1""}]",,
31-365-CAS-7503669,31-365-CAS-7503669,Reaction_20251105_2039 (1).rdf,Carbamate formation,82,,,COC(=O)Cl.N#CN.[Na].Nc1ccc(Oc2ccc(N)c(N)c2)cc1N,COC(=O)Nc1nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2[nH]1,COC(=O)Cl.N#CN.[Na].Nc1ccc(Oc2ccc(N)c(N)c2)cc1N>>COC(=O)Nc1nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2[nH]1,Synthesis and structure of di[methoxy(ethoxy)carbonylamino-1H-benzimidazol-5-yl] ethers,"Pilyugin, V. S.; Sapozhnikov, Yu. E.; Kiseleva, G. V.; Sapozhnikova, N. A.; Vorob'eva, T. P.; Klimakova, E. V.","Russian Journal of General Chemistry (2005), 75(10), 1509-1513","Synthesis and structure of di[methoxy(ethoxy)carbonylamino-1H-benzimidazol-5-yl] ethers | Pilyugin, V. S.; Sapozhnikov, Yu. E.; Kiseleva, G. V.; Sapozhnikova, N. A.; Vorob'eva, T. P.; Klimakova, E. V. | Russian Journal of General Chemistry (2005), 75(10), 1509-1513","79-22-1, 19981-17-0, 2676-59-7",96753-93-4,7647-01-0,,7732-18-5,,,,,,"To 1.0 l of water we added with stirring 140 g of the finely dispersed crude product containing 48.77% sodium cyanamide. To the resulting suspension we gradually added with vigorous stirring at 20-30°C 73.33 g of methyl chloroformate, avoiding overheating of the reaction mixture above 30°C. The molar ratio of sodium cyanamide to methyl chloroformate was 1 : 1. After adding the whole amount of methyl chloroformate, the mixture was vigorously stirred at 30-35°C for an additional 15-20 min to complete formation of methyl cyanocarbamate sodium salt. The sulfide ions were separated by adding 125.23 g of zinc sulfate. The mixture was stirred, and the precipitate of zinc sulfide (75.57 g) was filtered off. Then the mixture was acidified with HCl to pH 3.5-4.5. To the resulting solution of methyl cyanocarbamate we added 67.72 g of tetraamine IX; the mixture was heated to 90-95°C with stirring. The molar ratio sodium cyanamide : methyl chloroformate : tetraaminodiphenyl ether IX was 2.6 : 2.6 : 1.0. Under these conditions, the reaction was complete in 6-7 h. To bind the released ammonia, we gradually added hydrochloric acid to the reaction mixture, keeping pH 3.5-4.5. The resulting precipitate of I was thoroughly washed on the filter to remove salts and dried on a vacuum roller drier. Di(methoxycarbonylamino-1H-benzimidazol-5-yl) ether I, yield 96.44 g, 82%.",4,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""19981-17-0"", ""smiles"": ""N#CN.[Na]""}, {""index"": 3, ""cas_rn"": ""2676-59-7"", ""smiles"": ""Nc1ccc(Oc2ccc(N)c(N)c2)cc1N""}]","[{""index"": 1, ""cas_rn"": ""96753-93-4"", ""yield_pct"": ""82"", ""smiles"": ""COC(=O)Nc1nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2[nH]1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-365-CAS-7517916,31-365-CAS-7517916,Reaction_20251105_2039 (1).rdf,Carbamate formation,85,,,O=C(n1ccnc1)n1ccnc1.C=C(C)CC(CN)(c1ccccc1)c1ccccc1.CN,C=C(C)CC(CNC(=O)NC)(c1ccccc1)c1ccccc1,O=C(n1ccnc1)n1ccnc1.C=C(C)CC(CN)(c1ccccc1)c1ccccc1.CN>>C=C(C)CC(CNC(=O)NC)(c1ccccc1)c1ccccc1,Alkylgold complexes by the intramolecular aminoauration of unactivated alkenes,"La Londe, Rebecca L.; Brenzovich, William E. Jr.; Benitez, Diego; Tkatchouk, Ekaterina; Kelley, Kotaro; Goddard, William A. III; Toste, F. Dean","Chemical Science (2010), 1(2), 226-233","Alkylgold complexes by the intramolecular aminoauration of unactivated alkenes | La Londe, Rebecca L.; Brenzovich, William E. Jr.; Benitez, Diego; Tkatchouk, Ekaterina; Kelley, Kotaro; Goddard, William A. III; Toste, F. Dean | Chemical Science (2010), 1(2), 226-233","530-62-1, 53001-08-4, 74-89-5",1260174-76-2,109-02-4,,"75-09-2, 64-17-5",,,,,,,2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""530-62-1"", ""smiles"": ""O=C(n1ccnc1)n1ccnc1""}, {""index"": 2, ""cas_rn"": ""53001-08-4"", ""smiles"": ""C=C(C)CC(CN)(c1ccccc1)c1ccccc1""}, {""index"": 3, ""cas_rn"": ""74-89-5"", ""smiles"": ""CN""}]","[{""index"": 1, ""cas_rn"": ""1260174-76-2"", ""yield_pct"": ""85"", ""smiles"": ""C=C(C)CC(CNC(=O)NC)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""109-02-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""64-17-5""}]",,
31-365-CAS-7524329,31-365-CAS-7524329,Reaction_20251105_2039 (1).rdf,Carbamate formation,82,,,O=C(Cl)OCc1ccccc1.CC(=O)Oc1ccccc1N,CC(=O)Oc1ccccc1NC(=O)OCc1ccccc1,O=C(Cl)OCc1ccccc1.CC(=O)Oc1ccccc1N>>CC(=O)Oc1ccccc1NC(=O)OCc1ccccc1,Amberlyst-15-catalyzed Cbz protection of amines under solvent-free conditions,"Bora, Pranjal P.; Vanlaldinpuia, Khiangte; Rokhum, Lalthazuala; Bez, Ghanashyam","Synthetic Communications (2011), 41(18), 2674-2683","Amberlyst-15-catalyzed Cbz protection of amines under solvent-free conditions | Bora, Pranjal P.; Vanlaldinpuia, Khiangte; Rokhum, Lalthazuala; Bez, Ghanashyam | Synthetic Communications (2011), 41(18), 2674-2683","501-53-1, 82833-70-3",5211-52-9,,9037-24-5,,,,,,,"General/Typical Procedure: A mixture of benzylchloroformate (1.0 equiv) and Amberlyst-15 (20 mg/mmol) was stirred for 5 min and amine (1.0 equiv) was added into it. After stirring for the specified time (Table 1) at rt, the reaction mixture was diluted with ethyl acetate and filtered through ordinary filter paper. The catalyst was washed thoroughly with ethyl acetate and the filtrate was concentrated. The resulting crude was purified by column chromatography to get the pure N-benzyloxycarbonyl derivative. Table 3. Cbz protection of amines via Scheme 1a Entry 1 Table 3. Cbz protection of amines via Scheme 1a Entry15 82% yield.",2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""501-53-1"", ""smiles"": ""O=C(Cl)OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""82833-70-3"", ""smiles"": ""CC(=O)Oc1ccccc1N""}]","[{""index"": 1, ""cas_rn"": ""5211-52-9"", ""yield_pct"": ""82"", ""smiles"": ""CC(=O)Oc1ccccc1NC(=O)OCc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""9037-24-5""}]",[],"green chemistry, green chemistry (environmentally friendly process), green chemistry-catalyst, green chemistry-solvent, Amberlyst in H+ form used, no solvent",
31-365-CAS-7527735,31-365-CAS-7527735,Reaction_20251105_2039.rdf,Carbamate formation,91,,,Brc1ccc2c(c1)CCC(c1nc3ccccc3[nH]1)O2.CCOC(=O)Cl,CCOC(=O)n1c(C2CCc3cc(Br)ccc3O2)nc2ccccc21,Brc1ccc2c(c1)CCC(c1nc3ccccc3[nH]1)O2.CCOC(=O)Cl>>CCOC(=O)n1c(C2CCc3cc(Br)ccc3O2)nc2ccccc21,Synthesis and characterization of 2-(4-bromophenyl)-1H-benzimidazole and 2-(6-bromochroman-2-yl)-1H-benzimidazole compounds,"More, Uttam B.","Organic Chemistry: An Indian Journal (2013), 9(4), 137-142","Synthesis and characterization of 2-(4-bromophenyl)-1H-benzimidazole and 2-(6-bromochroman-2-yl)-1H-benzimidazole compounds | More, Uttam B. | Organic Chemistry: An Indian Journal (2013), 9(4), 137-142","1235751-37-7, 541-41-3",1235751-55-9,"1310-73-2, 39339-85-0",,"67-56-1, 7732-18-5, 67-64-1",,,,,,,3,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""1235751-37-7"", ""smiles"": ""Brc1ccc2c(c1)CCC(c1nc3ccccc3[nH]1)O2""}, {""index"": 2, ""cas_rn"": ""541-41-3"", ""smiles"": ""CCOC(=O)Cl""}]","[{""index"": 1, ""cas_rn"": ""1235751-55-9"", ""yield_pct"": ""91"", ""smiles"": ""CCOC(=O)n1c(C2CCc3cc(Br)ccc3O2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""39339-85-0""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""67-64-1""}]","solid-supported reaction, optimization study in stage 3, optimized on polymer support and solvent, attachment to Amberlite IRA 400 resin in chloride form in stage 2, Amberlite IRA 400 resin activated by treatment with dilute HCl before use in stage 2",
31-365-CAS-7539673,31-365-CAS-7539673,Reaction_20251105_2039.rdf,Carbamate formation,93,,,O=C(Cl)OCc1ccccc1.Cc1ccc(C=NCc2ccccc2)cc1.[C-]#[O+].CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1ccccc1,Cc1ccc(C(C(=O)c2ccccc2)N(Cc2ccccc2)C(=O)OCc2ccccc2)cc1,O=C(Cl)OCc1ccccc1.Cc1ccc(C=NCc2ccccc2)cc1.[C-]#[O+].CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1ccccc1>>Cc1ccc(C(C(=O)c2ccccc2)N(Cc2ccccc2)C(=O)OCc2ccccc2)cc1,Palladium-Catalyzed Carbonylative Cross-Coupling with Imines: A Multicomponent Synthesis of Imidazolones,"Siamaki, Ali R.; Black, Daniel A.; Arndtsen, Bruce A.","Journal of Organic Chemistry (2008), 73(3), 1135-1138","Palladium-Catalyzed Carbonylative Cross-Coupling with Imines: A Multicomponent Synthesis of Imidazolones | Siamaki, Ali R.; Black, Daniel A.; Arndtsen, Bruce A. | Journal of Organic Chemistry (2008), 73(3), 1135-1138","501-53-1, 24431-15-0, 630-08-0, 960-16-7",676267-63-3,7789-23-3,"52522-40-4, 1643-19-2","75-05-8, 75-09-2, 141-78-6, 7732-18-5",,,,,,"General Procedure for the Synthesis of Ketocarbamates 1. In a drybox, imine (0.48 mmol) and chloroformate (1.91 mmol) were dissolved in acetonitrile (10 mL) then the solution was stirred for 15 min in a 50 mL reaction bomb. To this solution was added Pd2dba3•CHCl3 (25 mg, 0.024 mmol) and the mixture was stirred for 30 min until the Pd2dba3•CHCl3 was dissolved. Tetrabutylammonium bromide (186 mg, 0.576 mmol) in methylene chloride (5 mL) and the organostannane (0.53 mmol) in methylene chloride (5 mL) were added to the reaction mixture. The solution was frozen in liquid nitrogen then degassed, and carbon monoxide (15 psi) was added. The mixture was stirred at room temperature for 24 h. After the reaction period was completed, solvents were removed in vacuo. The product was dissolved in 50 mL of ethyl acetate, then 25 mL of saturated KF solution was added and the mixture was stirred for 5 h. This solution was filtered over celite and extracted with ethyl acetate (3 X 50 mL). The organic layers were combined and dried over MgSO4 then solvent was evaporated under reduced pressure and the product was purified by silica gel chromatography with hexane:ethylacetate as eluent. Benzyl-(2-oxo-2-phenyl-1-p-tolyl-ethyl)-carbamic acid benzyl ester (entry 1) Yield: 93% 1HNMR (400MHz, CDCl3, 60 °C): δ 7.8 (s, br, 2H), 7.47-7.43 (t, 1H), 7.34-7.27 (t, 2H), 7.27-7.25 (m, 3H), 7.18-7.15 (m, 4H), 7.13-7.11 (m, 4H), 7.04-7.02 (d, 2H), 6.92 (s, br, 2H), 5.25-5.16 (dd, 2H), 4.95-4.91 (d, 1H), 4.33-4.29 (d, 1H), 2.27 (s, 3H). 13C NMR (125MHz, CDCl3, 60 °C): δ 197.6, 157.6, 139.4, 138.9, 136.5, 135.8, 133.3, 131.1, 130.7, 129.9, 129.0, 128.7, 128.6, 128.4, 128.1, 128.0, 127.3, 126.6, 67.9, 65.9, 49.0, 21.3. IR (KBr): νCO: 1703 cm-1, 1698 cm-1 HRMS. Calculated for C30H28NO3+: 450.2069 found: 450.2063",4,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""501-53-1"", ""smiles"": ""O=C(Cl)OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""24431-15-0"", ""smiles"": ""Cc1ccc(C=NCc2ccccc2)cc1""}, {""index"": 3, ""cas_rn"": ""630-08-0"", ""smiles"": ""[C-]#[O+]""}, {""index"": 4, ""cas_rn"": ""960-16-7"", ""smiles"": ""CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""676267-63-3"", ""yield_pct"": ""93"", ""smiles"": ""Cc1ccc(C(C(=O)c2ccccc2)N(Cc2ccccc2)C(=O)OCc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""52522-40-4""}, {""index"": 2, ""cas_rn"": ""1643-19-2""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}, {""index"": 3, ""cas_rn"": ""141-78-6""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",,
31-365-CAS-75461,31-365-CAS-75461,Reaction_20251105_2039.rdf,Carbamate formation,89,,,O=C(Cl)c1ccco1.CN[C@H]1C[C@H]2c3[nH]c4ccccc4c3CCN2C(=O)[C@H]1[C@H](C)O,C[C@H](O)[C@@H]1C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1N(C)C(=O)c1ccco1,O=C(Cl)c1ccco1.CN[C@H]1C[C@H]2c3[nH]c4ccccc4c3CCN2C(=O)[C@H]1[C@H](C)O>>C[C@H](O)[C@@H]1C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1N(C)C(=O)c1ccco1,Multicomponent Assembly Processes for the Synthesis of Diverse Yohimbine and Corynanthe Alkaloid Analogues,"Granger, Brett A.; Wang, Zhiqian; Kaneda, Kyosuke; Fang, Zhenglai; Martin, Stephen F.","ACS Combinatorial Science (2013), 15(7), 379-386","Multicomponent Assembly Processes for the Synthesis of Diverse Yohimbine and Corynanthe Alkaloid Analogues | Granger, Brett A.; Wang, Zhiqian; Kaneda, Kyosuke; Fang, Zhenglai; Martin, Stephen F. | ACS Combinatorial Science (2013), 15(7), 379-386","527-69-5, 1442034-83-4",1442035-07-5,121-44-8,,75-09-2,,,,,,"General/Typical Procedure: Representative procedure for the formation of amides: N-(3-(1-Hydroxyethyl)-4-oxo-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl)-2-methoxy-N-methylacetamide (21{1}). Methoxyacetyl chloride (9.5 mg, 8 μL, 0.09 mmol) was added to a solution of 1,3-amino alcohol 18 (25 mg, 0.08 mmol) and Et3N (9.7 mg, 13.4 μL, 0.1 mmol) in anhydrous CH2Cl2 (0.4 mL), and the solution was stirred for 45 min. Saturated NaHCO3 (2 mL) and CH2Cl2 (2 mL) were added, and the layers were separated The aqueous layer was extracted with CH2Cl2 (2 × 2 mL), and the organic layer was dried (Na2SO4), filtered, and concentrated under reduced pressure. The resultant yellow oil was purified by flash column chromatography eluting with EtOAc/MeOH (10 : 1). N-(3-(1-Hydroxyethyl)-4-oxo-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl)-N-methylfuran-2-carboxamide (21{3}). Prepared according to the representative procedure for the formation of amides. Purification: EtOAc/MeOH (10 : 1). Yield: 89% (29.4 mg yellow gum); LCMS purity: 99%. Data: 1H NMR (600 MHz) δ 9.61 (br s, 1H), 7.53-7.51 (comp, 2H), 7.33 (d, J = 7.3 Hz, 1 H), 7.17 (ddd, J = 8.2, 7.1, 1.2 Hz, 1 H), 7.11 (ddd, J = 7.9, 7.1, 1.0 Hz, 1 H), 7.04 (dd, J = 3.6, 0.6 Hz, 1 H), 6.49 (dd, J = 3.5, 1.7 Hz, 1H), 5.69 (br, 1 H), 4.87 (dd, J = 11.5, 3.9 Hz, 1 H), 4.76-4.72 (m, 1 H), 4.40 (br, 1H), 4.20-4.16 (m, 1 H), 3.23-3.19 (m, 1 H), 3.14 (s, 3 H), 3.03 (ddd, J = 13.9, 9.5, 4.0 Hz, 1 H), 2.93 (ddd, J = 15.3, 3.0, 3.0 Hz, 1 H), 2.88-2.82 (m, 1 H), 2.80-2.76 (m, 1 H), 1.83-1.89 (m, 1H), 1.44 (d, J = 6.0 Hz, 3 H).",1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""527-69-5"", ""smiles"": ""O=C(Cl)c1ccco1""}, {""index"": 2, ""cas_rn"": ""1442034-83-4"", ""smiles"": ""CN[C@H]1C[C@H]2c3[nH]c4ccccc4c3CCN2C(=O)[C@H]1[C@H](C)O""}]","[{""index"": 1, ""cas_rn"": ""1442035-07-5"", ""yield_pct"": ""89"", ""smiles"": ""C[C@H](O)[C@@H]1C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1N(C)C(=O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
