reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-010-CAS-12705523,31-010-CAS-12705523,Reaction_20251110_1415.rdf,Swern oxidation,98,,,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C,CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C>>CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,Total Synthesis of Siphonarin B and Dihydrosiphonarin B,"Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S.","Organic Letters (2002), 4(3), 391-394","Total Synthesis of Siphonarin B and Dihydrosiphonarin B | Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S. | Organic Letters (2002), 4(3), 391-394","27607-77-8, 275355-99-2",402571-23-7,"108-48-5, 584-08-7, 110-86-1, 87413-09-0",,"75-09-2, 67-56-1",,,,,,"Compound 19, yield 98%.",3,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""27607-77-8"", ""smiles"": ""C[Si](C)(C)OS(=O)(=O)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""275355-99-2"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""402571-23-7"", ""yield_pct"": ""98"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""108-48-5""}, {""index"": 2, ""cas_rn"": ""584-08-7""}, {""index"": 3, ""cas_rn"": ""110-86-1""}, {""index"": 4, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, stereoselective, Dess-Martin oxidation in 3rd stage, buffered soln.",
31-480-CAS-32116,31-480-CAS-32116,Reaction_20251110_1415.rdf,Swern oxidation,94,,,OCc1ccccc1,O=Cc1ccccc1,OCc1ccccc1>>O=Cc1ccccc1,"Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene","Nguyen, Thanh Vinh; Hall, Michael","Tetrahedron Letters (2014), 55(50), 6895-6898","Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene | Nguyen, Thanh Vinh; Hall, Michael | Tetrahedron Letters (2014), 55(50), 6895-6898",100-51-6,100-52-7,"67-68-5, 61393-32-6, 121-44-8",,75-09-2,,,,,,,3,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""94"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""61393-32-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern-type oxidation,
31-480-CAS-3218440,31-480-CAS-3218440,Reaction_20251110_1415.rdf,Swern oxidation,88,,,CC(C)(C)[Si](OCC(O)c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCC(O)c1ccccc1)(c1ccccc1)c1ccccc1>>CC(C)(C)[Si](OCC(=O)c1ccccc1)(c1ccccc1)c1ccccc1,Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols,"Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K.","Synthetic Communications (2007), 37(23), 4099-4103","Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols | Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K. | Synthetic Communications (2007), 37(23), 4099-4103",502696-90-4,139167-15-0,"67-68-5, 940-71-6, 121-44-8",,75-09-2,,,,,,"General/Typical Procedure: GENERAL PROCEDURE DMSO (4 mmol) was added to a solution of phosphonitrilic chloride (1.0 mmol) in CH2Cl2 (5 mL) at -40°C. The color of the solution turned milky white. After 1 h, 1 equivalent of an alcohol solution in CH2Cl2 (2 mL) was added, and the reaction mixture was stirred at the same temperature for 45 min, when Et3N (5 mmol) was added. The reaction mixture was slowly allowed to come to rt (8 h). The reaction mixture was taken in CH2Cl2 and washed with water and brine. The organic layer was dried over Na2SO4 and condensed. The crude product was chromatographed over silica gel by column chromatography to provide pure ketones in high yields (Table 1). All the carbonyl compounds are either commercially available or known in literature. They were characterized by the usual spectral data and compared with authentic samples. Table 1, S. no. 17, yield 88%.",3,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""502696-90-4"", ""smiles"": ""CC(C)(C)[Si](OCC(O)c1ccccc1)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""139167-15-0"", ""yield_pct"": ""88"", ""smiles"": ""CC(C)(C)[Si](OCC(=O)c1ccccc1)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""940-71-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",chemoselective,
31-480-CAS-3230350,31-480-CAS-3230350,Reaction_20251110_1416.rdf,Swern oxidation,81,,,C=CSCC(CO)OCCCCBr,C=C(C=O)OCCCCBr,C=CSCC(CO)OCCCCBr>>C=C(C=O)OCCCCBr,A general preparation of α-alkoxyacroleins,"Williams, D. R.; Gaston, R. D.; Hoover, J. F.","Synthesis (1987), (10), 908-10","A general preparation of α-alkoxyacroleins | Williams, D. R.; Gaston, R. D.; Hoover, J. F. | Synthesis (1987), (10), 908-10",116114-45-5,116114-39-7,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,"General/Typical Procedure: 2-Alknxy-2-propenals 5; General Procedure; Dimethyl sulfoxide (97mg, 0.088mL, 1.24mmol) is dissolved in dry CH2Cl2 (0.1 mL), and added via syringe to a solution of freshly distilled oxalyl chloride (100mg, 0.074mL,0.844mmol) in CH2Cl2 (1mL) at 78 °C under argon atmosphere. After stirring for 5 min. a solution of primary alcohol 4 (0.40 mm0l) in CH2Cl2 (1 mL) is added via syringe. The resulting mixture is stirred at - 78 °C for 30min. Freshly distilled triethylamine (490 mg, 0.67 mL, 4.8 mmol) is added to the cloudy mixture, and the reaction is allowed to warm to ambient temperature. The reaction is closely monitored by analytical lie with observation of the disappearance of the corresponding aldehydes of 4, producing the less polar α , β-unsaturaled aldehydes 5, as the reaction mixture is continuously stirred at room temperature (0.5 to 3 hr). After addition of H2O (25 mL) and extraction with CH2Cl2 (3x10mL). the combined organic phase is washed with aqueous NaCl (15 mL), dried (MgSO4), and concentrated under reduced pressure to a yellow oil. Crude materials are immediately submitted to Hash chromatography11 or preparative thin-layer chromatography (EtOAc/hexanes) (Table 2). 5d, yield 81%. IR (neat)b ν (cm-1): 3050, 2850, 1710, 1615; 1H-NMR (CDCl3/TMS)c δ, J (Hz): 1.9 2.1(m, 4H); 3.47 (t, 2H, J = 6.4); 3.84(t, 2H, J = 5.9); 5 15 (AB, 2 H, JAB = 2.9. ∆ν = 39.7 Hz); 9.24 (s, 1H); Molecular Formula HRMS (20eV)d: calc. C7H11BrO2 205.9942; found 206.9855.",2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""116114-45-5"", ""smiles"": ""C=CSCC(CO)OCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""116114-39-7"", ""yield_pct"": ""81"", ""smiles"": ""C=C(C=O)OCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-32425,31-480-CAS-32425,Reaction_20251110_1415.rdf,Swern oxidation,99,,,O=C(c1ccccc1)C(O)c1ccccc1,O=C(C(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1>>O=C(C(=O)c1ccccc1)c1ccccc1,New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me),"Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu","Tetrahedron (2003), 59(42), 8393-8398","New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me) | Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu | Tetrahedron (2003), 59(42), 8393-8398",119-53-9,134-81-6,"128-09-6, 3698-89-3, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,5,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""119-53-9"", ""smiles"": ""O=C(c1ccccc1)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""134-81-6"", ""yield_pct"": ""99"", ""smiles"": ""O=C(C(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-32658,31-480-CAS-32658,Reaction_20251110_1415.rdf,Swern oxidation,99,,,O=C(c1ccccc1)C(O)c1ccccc1,O=C(C(=O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1>>O=C(C(=O)c1ccccc1)c1ccccc1,Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis,"Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu","Monatshefte fuer Chemie (2004), 135(2), 189-200","Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis | Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu | Monatshefte fuer Chemie (2004), 135(2), 189-200",119-53-9,134-81-6,"128-09-6, 3698-89-3, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Typical Procedure for the New Odorless Corey-Kim Oxidation Using Dodecyl Methyl Sulfide (12) To 10 cm3 of a CH2Cl2 or toluene solution of 108 mg of N-chlorosuccinimide (0.81 mmol) 2 cm3 of a CH2Cl2 or toluene solution of 176 mg of 12 (0.81 mmol) were added dropwise at -40°C, and the resulting mixture was stirred for 30 min. A CH2Cl2 or toluene solution (2 cm3)of 50mg of benzhydrol (0.27 mmol) was added dropwise at -40°C. After the mixture was stirred for 2 h, 189 mm3 of triethylamine (1.36 mmol) were added dropwise at -40°C. After stirring for 14 h, 20 cm3 of H2O were added to the reaction mixture. The mixture was neutralised with 0.5 cm3 of 1 N HCl, followed by extraction of the aqueous layer with 3 x40 cm3 of CHCl3 or 3 x40 cm3 of EtOAc. The combined organic layer was washed with brine, dried (Na2SO4), filtered, and concentrated in vacuo. Silica gel chromatography of the residue (n-hexane=EtOAc =40=1). 47 mg of benzophenone (95% in CH2Cl2) or 49 mg (98% in toluene).",4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""119-53-9"", ""smiles"": ""O=C(c1ccccc1)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""134-81-6"", ""yield_pct"": ""99"", ""smiles"": ""O=C(C(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, Corey-Kim oxidn., alternate prepn. described",
31-480-CAS-3267605,31-480-CAS-3267605,Reaction_20251110_1415.rdf,Swern oxidation,85,,,OCc1ccsc1,O=Cc1ccsc1,OCc1ccsc1>>O=Cc1ccsc1,New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me),"Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu","Tetrahedron (2003), 59(42), 8393-8398","New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me) | Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu | Tetrahedron (2003), 59(42), 8393-8398",71637-34-8,498-62-4,"128-09-6, 3698-89-3, 121-44-8",,109-99-9,,,,,,,3,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""71637-34-8"", ""smiles"": ""OCc1ccsc1""}]","[{""index"": 1, ""cas_rn"": ""498-62-4"", ""yield_pct"": ""85"", ""smiles"": ""O=Cc1ccsc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-480-CAS-3283102,31-480-CAS-3283102,Reaction_20251110_1416.rdf,Swern oxidation,72,,,N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCCO)cc2)cc1,N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCC=O)cc2)cc1,N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCCO)cc2)cc1>>N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCC=O)cc2)cc1,"New liquid crystalline stilbene derivatives containing 1,2-dienylalkoxy chains","Chidichimo, Giuseppe; De Filpo, Giovanni; Salerno, Giuseppe; Veltri, Lucia; Gabriele, Bartolo; Nicoletta, Fiore Pasquale","Molecular Crystals and Liquid Crystals (2007), 465165-174","New liquid crystalline stilbene derivatives containing 1,2-dienylalkoxy chains | Chidichimo, Giuseppe; De Filpo, Giovanni; Salerno, Giuseppe; Veltri, Lucia; Gabriele, Bartolo; Nicoletta, Fiore Pasquale | Molecular Crystals and Liquid Crystals (2007), 465165-174",724464-66-8,1009342-40-8,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,"General/Typical Procedure: General Procedure for Swern Oxidation of Derivatives 2 to 4-{2-[4-(ω-Oxoalkyloxy)Phenyl]Vinyl}Benzonitrile Derivatives 3. 4-{2E-[4-(9-Oxononyloxy)Phenyl]Vinyl}Benzonitrile 3 (n = 9). Colourless solid. mp 128-129°C. IR (KBr) 2927 (m), 2859 (m), 2225 (m), 1709 (s), 1598 (s), 1513 (s), 1467 (w), 1255 (s), 1215 (s), 1174 (s), 1023 (w), 839 (s), 555 (m) cm-1: 1H NMR (CDCl3) δ 9.76 (t, J 2.0,1H, CHO), 7.61- 7.56 (m, 2 H aromatic), 7.55-7.49 (m, 2 H aromatic), 7.48-7.41 (m, 2 H aromatic), 7.15 (distorted d, J 16.1, 1 H, =CH), 6.93-6.86 (m, 2 H aromatic), 6.92 (distorted d, J 16.1, 1 H, =CH), 3.96 (t, J 6.6, 2 H, OCH2), 2.42 (td, J 7.3, 2.0, 2 H, CH2CHO), 1.85-1.72 (m, 2 H, CH2), 1.69-1.57 (m, 2 H, CH2), 1.52-1.29 (m, 8 H, 4 CH2); 13C NMR (CDCl3) δ 202.8, 159.7, 142.3, 132.4, 132.0, 128.9, 128.3, 126.5, 124.4, 119.1, 114.8, 110.0, 68.0, 43.9, 29.26, 29.18, 29.14, 29.07, 26.0, 22.0. Anal. Calcd for C24H27NO2: C, 79.74; H, 7.53; N, 3.87. Found C, 79.85; H, 7.51; N, 3.88.",3,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""724464-66-8"", ""smiles"": ""N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCCO)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1009342-40-8"", ""yield_pct"": ""72"", ""smiles"": ""N#Cc1ccc(/C=C/c2ccc(OCCCCCCCCC=O)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Swern oxidn., in-situ generated reagent in 1st stage",
31-480-CAS-33372,31-480-CAS-33372,Reaction_20251110_1415.rdf,Swern oxidation,90,,,OC1c2ccccc2-c2ccccc21,O=C1c2ccccc2-c2ccccc21,OC1c2ccccc2-c2ccccc21>>O=C1c2ccccc2-c2ccccc21,"Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene","Nguyen, Thanh Vinh; Hall, Michael","Tetrahedron Letters (2014), 55(50), 6895-6898","Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene | Nguyen, Thanh Vinh; Hall, Michael | Tetrahedron Letters (2014), 55(50), 6895-6898",1689-64-1,486-25-9,"67-68-5, 61393-32-6, 121-44-8",,75-09-2,,,,,,,3,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1689-64-1"", ""smiles"": ""OC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""486-25-9"", ""yield_pct"": ""90"", ""smiles"": ""O=C1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""61393-32-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern-type oxidation,
31-480-CAS-3371609,31-480-CAS-3371609,Reaction_20251110_1416.rdf,Swern oxidation,73,,,OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1>>O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",4132-28-9,13096-62-3,"79-37-8, 1393662-15-1, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,4,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""4132-28-9"", ""smiles"": ""OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""13096-62-3"", ""yield_pct"": ""73"", ""smiles"": ""O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""1393662-15-1""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-3399552,31-480-CAS-3399552,Reaction_20251110_1415.rdf,Swern oxidation,86,,,OC1CCCCC1N1CCCC1,O=C1CCCCC1N1CCCC1,OC1CCCCC1N1CCCC1>>O=C1CCCCC1N1CCCC1,The effect of different amine bases in the Swern oxidation of β-amino alcohols,"Chrisman, William; Singaram, Bakthan","Tetrahedron Letters (1997), 38(12), 2053-2056","The effect of different amine bases in the Swern oxidation of β-amino alcohols | Chrisman, William; Singaram, Bakthan | Tetrahedron Letters (1997), 38(12), 2053-2056",93080-29-6,22003-63-0,"79-37-8, 67-68-5, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,4,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""93080-29-6"", ""smiles"": ""OC1CCCCC1N1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""22003-63-0"", ""yield_pct"": ""86"", ""smiles"": ""O=C1CCCCC1N1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""67-68-5""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Swern oxidn.,
31-480-CAS-3441184,31-480-CAS-3441184,Reaction_20251110_1416.rdf,Swern oxidation,83,,,C=CC[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@H]2O[C@@H]1CC[C@H]2OCc1ccccc1,C=CC[C@H]1[C@H]2CC[C@@H](OCc3ccccc3)[C@H](O2)C(=O)[C@@H]1OCc1ccccc1,C=CC[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@H]2O[C@@H]1CC[C@H]2OCc1ccccc1>>C=CC[C@H]1[C@H]2CC[C@@H](OCc3ccccc3)[C@H](O2)C(=O)[C@@H]1OCc1ccccc1,[5+3] cycloaddition of 3-oxidopyrylium: a novel route to functionalized cyclooctanoids from furans,"Krishna, Urlam Murali; Patil, Mahendra P.; Sunoj, Raghavan B.; Trivedi, Girish K.","Synthesis (2010), (2), 320-328","[5+3] cycloaddition of 3-oxidopyrylium: a novel route to functionalized cyclooctanoids from furans | Krishna, Urlam Murali; Patil, Mahendra P.; Sunoj, Raghavan B.; Trivedi, Girish K. | Synthesis (2010), (2), 320-328",663602-73-1,1219094-81-1,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,crystal structure,,,,"4-Allyl-3,8-bis(benzyloxy)-9-oxabicyclo[3.3.1]nonan-2-one (17) A soln of DMSO (0.12 mL, 1.6 mmol) in CH2Cl2 (0.5 mL) was added dropwise to a soln of oxalyl chloride (0.05 mL, 0.71 mmol) in CH2Cl2 (2 mL) at -78 °C. After 5 min, a soln of alcohol 16 (0.225 g, 0.57 mmol) in CH2Cl2 (1 mL) was added. Stirring was continued for 20 min at -78 °C and Et3N (0.4 mL, 2.9 mmol) was added dropwise. The resulting mixture was allowed to warm slowly to r.t. and stirred for 1 h. H2O (5 mL) was added, and the organic layer was separated and concentrated under reduced pressure. The residue was diluted with Et2O (50 mL), washed with H2O (2 × 5 mL) and brine (5 mL), and dried (Na2SO4). The crude reaction mixture was filtered and concentrated under reduced pressure to give a residue that was purified by flash column chromatography (silica gel, EtOAc-hexanes, 1:4). Ketone 17. Yield: 0.19 g (83%); colorless crystals. Mp 105 °C. IR (CHCl3): 1729, 1639 cm-1. 1H NMR (400 MHz, CDCl3): δ = 7.39-7.26 (m, 10 H), 5.72-5.63 (m, 1 H), 5.11 (d, J = 11 Hz, AB system, 1 H), 5.02 (m, 2 H), 4.71 (d, J = 11.6 Hz, AB system, 1 H), 4.57 (d, J = 11 Hz, AB system, 1 H), 4.52 (d, v 11.6 Hz, AB system, 1 H), 4.45 (d, J = 6.4 Hz, 1 H), 4.0 (m, 1 H), 3.79 (d, J = 11.2 Hz, 1 H), 3.75 (dd, J = 11.2, 6 Hz, 1 H), 2.62-2.50 (m, 2 H), 2.16-1.83 (m, 4 H), 1.42-1.39 (m, 1 H). 13C NMR (100 MHz, CDCl3): δ = 205.6, 137.8, 135.4, 128.6, 128.5, 128.4, 128.0, 127.9, 117.0, 82.7, 79.2, 74.3, 71.6, 70.8, 70.1, 48.4, 34.5, 26.3, 22.5. HRMS (FAB): m/z [M + Na]+ calcd for C25H28NaO4: 415.1811; found: 415.1886.",3,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""663602-73-1"", ""smiles"": ""C=CC[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@H]2O[C@@H]1CC[C@H]2OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1219094-81-1"", ""amd"": ""crystal structure"", ""yield_pct"": ""83"", ""smiles"": ""C=CC[C@H]1[C@H]2CC[C@@H](OCc3ccccc3)[C@H](O2)C(=O)[C@@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","dropwise addition of DMSO (stage 1) and Et3N (stage 3), Swern oxidation",
