reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-10398780,31-006-CAS-10398780,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1,CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1>>CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,"Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester","Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K.","Chemistry and Physics of Lipids (1997), 85(2), 101-106","Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester | Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K. | Chemistry and Physics of Lipids (1997), 85(2), 101-106",10038-16-1,188955-58-0,937-14-4,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10038-16-1"", ""smiles"": ""CCCCCCc1ccc(CCCCCCCC(=O)OC)o1""}]","[{""index"": 1, ""cas_rn"": ""188955-58-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-22654876,31-279-CAS-22654876,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,CC/C=C(\COc1ccc(C)cc1)Oc1ccc(OC)cc1,CCC1OC1(COc1ccc(C)cc1)Oc1ccc(OC)cc1,CC/C=C(\COc1ccc(C)cc1)Oc1ccc(OC)cc1>>CCC1OC1(COc1ccc(C)cc1)Oc1ccc(OC)cc1,Access to Vinyl Ethers and Ketones with Hypervalent Iodine Reagents as Oxy-Allyl Cation Synthetic Equivalents,"Declas, Nina; Waser, Jerome","Angewandte Chemie, International Edition (2020), 59(41), 18256-18260","Access to Vinyl Ethers and Ketones with Hypervalent Iodine Reagents as Oxy-Allyl Cation Synthetic Equivalents | Declas, Nina; Waser, Jerome | Angewandte Chemie, International Edition (2020), 59(41), 18256-18260",2488842-62-0,2488842-84-6,"144-55-8, 937-14-4",,"75-09-2, 7732-18-5",,,,,,,2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""2488842-62-0"", ""smiles"": ""CC/C=C(\\COc1ccc(C)cc1)Oc1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""2488842-84-6"", ""yield_pct"": ""100"", ""smiles"": ""CCC1OC1(COc1ccc(C)cc1)Oc1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-279-CAS-22923187,31-279-CAS-22923187,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,9,,,C=C(C)[C@@H]1CC=C(C)C(=O)C1,C=C(C)[C@H]1CC(=O)[C@@]2(C)O[C@H]2C1.C=C(C)[C@H]1CC(=O)[C@]2(C)O[C@@H]2C1,C=C(C)[C@@H]1CC=C(C)C(=O)C1>>C=C(C)[C@H]1CC(=O)[C@@]2(C)O[C@H]2C1.C=C(C)[C@H]1CC(=O)[C@]2(C)O[C@@H]2C1,Epoxy-amine oligomers from terpenes with applications in synergistic antifungal treatments,"O'Brien, Dara M.; Vallieres, Cindy; Alexander, Cameron; Howdle, Steven M.; Stockman, Robert A.; Avery, Simon V.","Journal of Materials Chemistry B: Materials for Biology and Medicine (2019), 7(34), 5222-5229","Epoxy-amine oligomers from terpenes with applications in synergistic antifungal treatments | O'Brien, Dara M.; Vallieres, Cindy; Alexander, Cameron; Howdle, Steven M.; Stockman, Robert A.; Avery, Simon V. | Journal of Materials Chemistry B: Materials for Biology and Medicine (2019), 7(34), 5222-5229",6485-40-1,"18383-49-8, 36616-60-1","1310-73-2, 7722-84-1, 7772-98-7",,"67-56-1, 7732-18-5",,,,,,,2,1,9,81,,,,,,"{""1"": 9, ""2"": 81}","[{""index"": 1, ""cas_rn"": ""6485-40-1"", ""smiles"": ""C=C(C)[C@@H]1CC=C(C)C(=O)C1""}]","[{""index"": 1, ""cas_rn"": ""18383-49-8"", ""yield_pct"": ""9"", ""smiles"": ""C=C(C)[C@H]1CC(=O)[C@@]2(C)O[C@H]2C1""}, {""index"": 2, ""cas_rn"": ""36616-60-1"", ""yield_pct"": ""81"", ""smiles"": ""C=C(C)[C@H]1CC(=O)[C@]2(C)O[C@@H]2C1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""7722-84-1""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-279-CAS-22955356,31-279-CAS-22955356,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,98,,,O=C1OC[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1,O=C1OC[C@H]2[C@@H]3C[C@@H]([C@H]4O[C@@H]34)[C@@H]12,O=C1OC[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1>>O=C1OC[C@H]2[C@@H]3C[C@@H]([C@H]4O[C@@H]34)[C@@H]12,Synthesis and insecticidal activity of lactones derived from furan-2(5H)-one,"Teixeira, Milena G.; Alvarenga, Elson S.; Pimentel, Mirian F.; Picanco, Marcelo C.","Journal of the Brazilian Chemical Society (2015), 26(11), 2279-2289","Synthesis and insecticidal activity of lactones derived from furan-2(5H)-one | Teixeira, Milena G.; Alvarenga, Elson S.; Pimentel, Mirian F.; Picanco, Marcelo C. | Journal of the Brazilian Chemical Society (2015), 26(11), 2279-2289",64550-47-6,113968-93-7,"937-14-4, 7757-83-7",,"75-09-2, 7732-18-5",,,,,,,2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""64550-47-6"", ""smiles"": ""O=C1OC[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1""}]","[{""index"": 1, ""cas_rn"": ""113968-93-7"", ""yield_pct"": ""98"", ""smiles"": ""O=C1OC[C@H]2[C@@H]3C[C@@H]([C@H]4O[C@@H]34)[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-279-CAS-2318893,31-279-CAS-2318893,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,92,,,CCCCCC#CC=O.CC(C)=[CH][Zn][CH]=C(C)C,CCCCCC#C[C@@H](O)[C@@H]1OC1(C)C,CCCCCC#CC=O.CC(C)=[CH][Zn][CH]=C(C)C>>CCCCCC#C[C@@H](O)[C@@H]1OC1(C)C,Highly Enantio- and Diastereoselective One-Pot Synthesis of Acyclic Epoxy Alcohols and Allylic Epoxy Alcohols,"Kelly, Ann Rowley; Lurain, Alice E.; Walsh, Patrick J.","Journal of the American Chemical Society (2005), 127(42), 14668-14674","Highly Enantio- and Diastereoselective One-Pot Synthesis of Acyclic Epoxy Alcohols and Allylic Epoxy Alcohols | Kelly, Ann Rowley; Lurain, Alice E.; Walsh, Patrick J. | Journal of the American Chemical Society (2005), 127(42), 14668-14674","1846-68-0, 70096-79-6",865484-03-3,"557-20-0, 7782-44-7, 12125-02-9","287105-48-0, 546-68-9","108-88-3, 7732-18-5",,,,,,"General/Typical Procedure: (1) erythro-(S)-3-Methyl-1-(7-oxa-bicyclo[4.1.0]hept-1-yl)-but-2-en- 1-ol. General Procedure K. Di(2-methyl-propene)zinc (86 mg, 0.5 mmol), 1.5 mL (1.5 mmol, 1.0 M in hexanes) diethylzinc, 9.6 mg (0.04 mmol) (-)-MIB, and 1 mL of toluene were combined and stirred at 0 °C. 114 μL (1.0 mmol) cyclohexenecarboxaldehyde was added, and the reaction was monitored by TLC. When no enal remained (after 6 h), the temperature was decreased to - 20 °C, the reaction headspace was purged, and the reaction was exposed to dioxygen (1 atm). After 30 min, 200 μL (0.20 mmol, 1.0 M in hexanes) Ti(OiPr)4 was added to the reaction vessel. After the reaction was complete, it was quenched with saturated aq NH4Cl and extracted with hexanes (3 X 10 mL ). The crude product was dried over MgSO4, concentrated in vacuo, and purified by column chromatography on silica (10% ethyl acetate in hexanes) to afford the title compound as a colorles/s oil in 61% yield (111 mg, 0.61 mmol) (5) threo-(S)-1-(3,3-Dimethyl-oxiranyl)-oct-2-yn-1-ol. The product was prepared by General Procedure K using di(2-methylpropene) zinc (86 mg, 0.5 mmol), 1.5 mL (1.5 mmol, 1.0 M in hexanes) diethylzinc, 9.6 mg (0.04 mmol) (-)-MIB, 124.1 mg (1.0 mmol) oct-2-ynal, and 200 μL (0.20 mmol, 1.0 M in hexanes) Ti(OiPr)4. The crude product was purified by column chromatography on silica (10% ethyl acetate in hexanes) to afford the title compound as a colorless oil in 92% yield (180 mg, 0.92 mmol) [α]D 20= -0.571 (c = 0.35, CHCl3); 1H NMR (CDCl3, 500 MHz) δ 0.87 (t, 3H, J = 5.0 Hz), 1.23 (m, 2H), 1.32 (s, 3H), 1.33 (s, 3H), 1.49 (q, 2H, J = 7.0 Hz), 2.01 (br s, 1H), 2.14 (d, 2H, J = 2.0 Hz), 2.20 (t, 2H, J = 8.7 Hz), 2.94 (d, 1H, J = 7.8 Hz), and 4.15 (d, 1H, J = 7.8 Hz) ppm; 13C{1H} NMR (C6D6, 90.6 MHz) δ 13.8, 18.6, 18.8, 22.2, 24.3, 28.3, 30.9, 58.0, 62.6, 67.0, 78.4, and 86.8 ppm; IR (neat) 3391, 2979, 2969, 2929, 2359, 2101, 1457, 1380, 1260, 1092, and 1020 cm-1; HRMS-CI m/z 197.1542 [(M+H)+; calcd for C12H21O2: 197.1538].",4,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""1846-68-0"", ""smiles"": ""CCCCCC#CC=O""}, {""index"": 2, ""cas_rn"": ""70096-79-6"", ""smiles"": ""CC(C)=[CH][Zn][CH]=C(C)C""}]","[{""index"": 1, ""cas_rn"": ""865484-03-3"", ""yield_pct"": ""92"", ""smiles"": ""CCCCCC#C[C@@H](O)[C@@H]1OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""557-20-0""}, {""index"": 2, ""cas_rn"": ""7782-44-7""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""287105-48-0""}, {""index"": 2, ""cas_rn"": ""546-68-9""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","chemoselective, stereoselective, enantioselective, 87% ee, 1:5 erythro:threo",
31-279-CAS-2320118,31-279-CAS-2320118,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C=CCO,OCC1CO1,C=CCO>>OCC1CO1,"Isomeric Complexes of [RuII(trpy)(L)Cl] (trpy = 2,2':6',2''-Terpyridine and HL = Quinaldic Acid): Preference of Isomeric Structural Form in Catalytic Chemoselective Epoxidation Process","Dutta Chowdhury, Abhishek; Das, Amit; K, Irshad; Mobin, Shaikh M.; Lahiri, Goutam Kumar","Inorganic Chemistry (2011), 50(5), 1775-1785","Isomeric Complexes of [RuII(trpy)(L)Cl] (trpy = 2,2':6',2''-Terpyridine and HL = Quinaldic Acid): Preference of Isomeric Structural Form in Catalytic Chemoselective Epoxidation Process | Dutta Chowdhury, Abhishek; Das, Amit; K, Irshad; Mobin, Shaikh M.; Lahiri, Goutam Kumar | Inorganic Chemistry (2011), 50(5), 1775-1785",107-18-6,556-52-5,7722-84-1,1263432-15-0,64-17-5,,,,,,"General/Typical Procedure: General Procedure for Catalytic Epoxidation Study. In a typical reaction, the catalyst (0.025 mmol) in 3 mL of solvent (EtOH or tert-amyl alcohol or CH2Cl2 or CH3CN)was placed in a 25 mL Schlenk tube and stirred for 10min at 298K.The respective olefins (0.5 mmol) and dodecane (GCinternal standard) were then added into the catalyst solution under stirring conditions. The oxidant (3 equiv of 30% H2O2 or 1.5 equiv of TBHP or 1.2 equiv of 50% m-CPBA in 3mL of respective solvents) was added over a period of 8 h through a syringe pump. The percent yield and percent conversion were determined using the GC technique using respective standard product samples or using 1HNMR.",1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-18-6"", ""smiles"": ""C=CCO""}]","[{""index"": 1, ""cas_rn"": ""556-52-5"", ""yield_pct"": ""100"", ""smiles"": ""OCC1CO1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""1263432-15-0""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Schlenk tube used, optimization study, optimized on catalyst, reagent and solvent, mechanism studied",
31-279-CAS-23213137,31-279-CAS-23213137,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,83,,,C=C[C@@H](O)[C@@H](C=C)OCc1ccc(OC)cc1,C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@H]1CO1.C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@@H]1CO1,C=C[C@@H](O)[C@@H](C=C)OCc1ccc(OC)cc1>>C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@H]1CO1.C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@@H]1CO1,Large-Scale Synthesis of Eldecalcitol,"Moon, Hyung Wook; Lee, Seung Jong; Park, Seong Hu; Jung, Se Gyo; Jung, In A.; Seol, Chang Hun; Kim, Seung Woo; Lee, Seon Mi; Gangganna, Bogonda; Park, Seokhwi; Lee, Kee-Young; Oh, Chang-Young; Song, Juyoung; Jung, Jaehun; Heo, Ji Soo; Lee, Kang Hee; Kim, Hae Sol; Lee, Won Taek; Baek, Areum; Shin, Hyunik","Organic Process Research & Development (2021), 25(1), 98-107","Large-Scale Synthesis of Eldecalcitol | Moon, Hyung Wook; Lee, Seung Jong; Park, Seong Hu; Jung, Se Gyo; Jung, In A.; Seol, Chang Hun; Kim, Seung Woo; Lee, Seon Mi; Gangganna, Bogonda; Park, Seokhwi; Lee, Kee-Young; Oh, Chang-Young; Song, Juyoung; Jung, Jaehun; Heo, Ji Soo; Lee, Kang Hee; Kim, Hae Sol; Lee, Won Taek; Baek, Areum; Shin, Hyunik | Organic Process Research & Development (2021), 25(1), 98-107",2226857-95-8,"2226858-06-4, 2577918-19-3","80-15-9, 2217-15-4",,75-09-2,,,,,,,1,1,83,2,,,,,,"{""1"": 83, ""2"": 2}","[{""index"": 1, ""cas_rn"": ""2226857-95-8"", ""smiles"": ""C=C[C@@H](O)[C@@H](C=C)OCc1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""2226858-06-4"", ""yield_pct"": ""83"", ""smiles"": ""C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@H]1CO1""}, {""index"": 2, ""cas_rn"": ""2577918-19-3"", ""yield_pct"": ""2"", ""smiles"": ""C=C[C@@H](OCc1ccc(OC)cc1)[C@H](O)[C@@H]1CO1""}]","[{""index"": 1, ""cas_rn"": ""80-15-9""}, {""index"": 2, ""cas_rn"": ""2217-15-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-23383302,31-279-CAS-23383302,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C,C=C[C@]1(C)CC[C@@H](C2(C)CO2)C[C@H]1C1(C)CO1,C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C>>C=C[C@]1(C)CC[C@@H](C2(C)CO2)C[C@H]1C1(C)CO1,Synthesis and Characterization of Biobased Polyesters with Tunable Tg by ROCOP of Beta-Elemene Oxides and Phthalic Anhydride,"Monica, Francesco Della; Kleij, Arjan W.","ACS Sustainable Chemistry & Engineering (2021), 9(7), 2619-2625","Synthesis and Characterization of Biobased Polyesters with Tunable Tg by ROCOP of Beta-Elemene Oxides and Phthalic Anhydride | Monica, Francesco Della; Kleij, Arjan W. | ACS Sustainable Chemistry & Engineering (2021), 9(7), 2619-2625",33880-83-0,2595088-54-1,937-14-4,,75-09-2,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""33880-83-0"", ""smiles"": ""C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C""}]","[{""index"": 1, ""cas_rn"": ""2595088-54-1"", ""yield_pct"": ""97"", ""smiles"": ""C=C[C@]1(C)CC[C@@H](C2(C)CO2)C[C@H]1C1(C)CO1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, product depends on reaction conditions",
31-279-CAS-23438766,31-279-CAS-23438766,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,71,,,C=CCc1ccc(OC(C)=O)c(OC)c1,COc1cc(CC2CO2)ccc1OC(C)=O,C=CCc1ccc(OC(C)=O)c(OC)c1>>COc1cc(CC2CO2)ccc1OC(C)=O,"Degradation of Thermal-Mechanically Stable Epoxy Thermosets, Recycling of Carbon Fiber, and Reapplication of the Degraded Products","Reddy, Kamani Sudhir K.; Gao, Wei-Jie; Chen, Chien-Han; Juang, Tzong-Yuan; Abu-Omar, Mahdi M.; Lin, Ching-Hsuan","ACS Sustainable Chemistry & Engineering (2021), 9(15), 5304-5314","Degradation of Thermal-Mechanically Stable Epoxy Thermosets, Recycling of Carbon Fiber, and Reapplication of the Degraded Products | Reddy, Kamani Sudhir K.; Gao, Wei-Jie; Chen, Chien-Han; Juang, Tzong-Yuan; Abu-Omar, Mahdi M.; Lin, Ching-Hsuan | ACS Sustainable Chemistry & Engineering (2021), 9(15), 5304-5314",93-28-7,69017-35-2,937-14-4,,75-09-2,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""93-28-7"", ""smiles"": ""C=CCc1ccc(OC(C)=O)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""69017-35-2"", ""yield_pct"": ""71"", ""smiles"": ""COc1cc(CC2CO2)ccc1OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",literature preparation,
31-279-CAS-23477121,31-279-CAS-23477121,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,,,CCCCCCOC(=O)C1CC=CCC1,CCCCCCOC(=O)C1CCC2OC2C1,CCCCCCOC(=O)C1CC=CCC1>>CCCCCCOC(=O)C1CCC2OC2C1,Ring-opening polymerization behavior of benzoxazines using metal-triflate salts as polymerization promotor,"Azechi, Motohisa; Oie, Hiroaki; Kanae, Raichi; Minami, Masaki; Matsumoto, Kozo; Endo, Takeshi","Nettowaku Porima (2017), 38(5), 204-211","Ring-opening polymerization behavior of benzoxazines using metal-triflate salts as polymerization promotor | Azechi, Motohisa; Oie, Hiroaki; Kanae, Raichi; Minami, Masaki; Matsumoto, Kozo; Endo, Takeshi | Nettowaku Porima (2017), 38(5), 204-211",50738-64-2,91976-21-5,937-14-4,,"75-09-2, 7732-18-5",,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""50738-64-2"", ""smiles"": ""CCCCCCOC(=O)C1CC=CCC1""}]","[{""index"": 1, ""cas_rn"": ""91976-21-5"", ""yield_pct"": ""95"", ""smiles"": ""CCCCCCOC(=O)C1CCC2OC2C1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-279-CAS-23552779,31-279-CAS-23552779,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,92,,,C=CC(=O)O[C@@H]1C[C@H](C(=C)C)CC=C1C,C=CC(=O)O[C@@H]1C[C@H](C2(C)CO2)CC2OC21C,C=CC(=O)O[C@@H]1C[C@H](C(=C)C)CC=C1C>>C=CC(=O)O[C@@H]1C[C@H](C2(C)CO2)CC2OC21C,Synthesis of novel carvone (meth)acrylate monomers for the production of hydrophilic polymers with high terpene content,"Montanari, Ulisse; Taresco, Vincenzo; Liguori, Anna; Gualandi, Chiara; Howdle, Steven M.","Polymer International (2021), 70(5), 499-505","Synthesis of novel carvone (meth)acrylate monomers for the production of hydrophilic polymers with high terpene content | Montanari, Ulisse; Taresco, Vincenzo; Liguori, Anna; Gualandi, Chiara; Howdle, Steven M. | Polymer International (2021), 70(5), 499-505",2097797-30-1,2485979-45-9,"144-55-8, 937-14-4, 7757-83-7",,"75-09-2, 7732-18-5",,,,,,,2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""2097797-30-1"", ""smiles"": ""C=CC(=O)O[C@@H]1C[C@H](C(=C)C)CC=C1C""}]","[{""index"": 1, ""cas_rn"": ""2485979-45-9"", ""yield_pct"": ""92"", ""smiles"": ""C=CC(=O)O[C@@H]1C[C@H](C2(C)CO2)CC2OC21C""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""937-14-4""}, {""index"": 3, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",incremental addition of 3-chloroperoxybenzoic acid and dichloromethane,
31-279-CAS-2356291,31-279-CAS-2356291,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCOC(=O)/C=C/C(=O)c1ccc(C)cc1,CCOC(=O)[C@H]1O[C@@H]1C(=O)c1ccc(C)cc1,CCOC(=O)/C=C/C(=O)c1ccc(C)cc1>>CCOC(=O)[C@H]1O[C@@H]1C(=O)c1ccc(C)cc1,"Asymmetric catalytic epoxidation of α,β-unsaturated carbonyl compounds with hydrogen peroxide: Additive-free and wide substrate scope","Chu, Yangyang; Liu, Xiaohua; Li, Wei; Hu, Xiaolei; Lin, Lili; Feng, Xiaoming","Chemical Science (2012), 3(6), 1996-2000","Asymmetric catalytic epoxidation of α,β-unsaturated carbonyl compounds with hydrogen peroxide: Additive-free and wide substrate scope | Chu, Yangyang; Liu, Xiaohua; Li, Wei; Hu, Xiaolei; Lin, Lili; Feng, Xiaoming | Chemical Science (2012), 3(6), 1996-2000",124658-44-2,1403559-29-4,7722-84-1,"144026-79-9, 1000051-40-0","109-99-9, 7732-18-5",,,,,,,2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""124658-44-2"", ""smiles"": ""CCOC(=O)/C=C/C(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1403559-29-4"", ""yield_pct"": ""91"", ""smiles"": ""CCOC(=O)[C@H]1O[C@@H]1C(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""144026-79-9""}, {""index"": 2, ""cas_rn"": ""1000051-40-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, stereoselective, reaction is not sensitive to air and moisture, 86% ee",
31-279-CAS-23681839,31-279-CAS-23681839,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,84,,,C/C=C\CCC,CCC[C@@H]1O[C@@H]1C.CCC[C@@H]1O[C@H]1C,C/C=C\CCC>>CCC[C@@H]1O[C@@H]1C.CCC[C@@H]1O[C@H]1C,"Nonheme manganese(III) complexes for various olefin epoxidation: Synthesis, characterization and catalytic activity","Lee, Sojeong; Park, Soyoung; Lee, Myoung Mi; Lee, Jiyoung; Kim, Cheal","Inorganica Chimica Acta (2021), 520120306","Nonheme manganese(III) complexes for various olefin epoxidation: Synthesis, characterization and catalytic activity | Lee, Sojeong; Park, Soyoung; Lee, Myoung Mi; Lee, Jiyoung; Kim, Cheal | Inorganica Chimica Acta (2021), 520120306",7688-21-3,"6124-90-9, 6124-91-0",937-14-4,2628499-78-3,"75-05-8, 75-09-2",,,,,,,1,1,84,4,,,,,,"{""1"": 84, ""2"": 4}","[{""index"": 1, ""cas_rn"": ""7688-21-3"", ""smiles"": ""C/C=C\\CCC""}]","[{""index"": 1, ""cas_rn"": ""6124-90-9"", ""yield_pct"": ""84"", ""smiles"": ""CCC[C@@H]1O[C@@H]1C""}, {""index"": 2, ""cas_rn"": ""6124-91-0"", ""yield_pct"": ""4"", ""smiles"": ""CCC[C@@H]1O[C@H]1C""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""2628499-78-3""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","stereoselective, catalyst prepared and used",
31-279-CAS-23682357,31-279-CAS-23682357,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,82,,,C1=CCCCC1,C1CCC2OC2C1.OC1C=CCCC1.O=C1C=CCCC1,C1=CCCCC1>>C1CCC2OC2C1.OC1C=CCCC1.O=C1C=CCCC1,"Nonheme manganese(III) complexes for various olefin epoxidation: Synthesis, characterization and catalytic activity","Lee, Sojeong; Park, Soyoung; Lee, Myoung Mi; Lee, Jiyoung; Kim, Cheal","Inorganica Chimica Acta (2021), 520120306","Nonheme manganese(III) complexes for various olefin epoxidation: Synthesis, characterization and catalytic activity | Lee, Sojeong; Park, Soyoung; Lee, Myoung Mi; Lee, Jiyoung; Kim, Cheal | Inorganica Chimica Acta (2021), 520120306",110-83-8,"286-20-4, 822-67-3, 930-68-7",937-14-4,2628499-73-8,"75-05-8, 75-09-2",,,,,,,1,1,82,3,2,,,,,"{""1"": 82, ""2"": 3, ""3"": 2}","[{""index"": 1, ""cas_rn"": ""110-83-8"", ""smiles"": ""C1=CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""286-20-4"", ""yield_pct"": ""82"", ""smiles"": ""C1CCC2OC2C1""}, {""index"": 2, ""cas_rn"": ""822-67-3"", ""yield_pct"": ""3"", ""smiles"": ""OC1C=CCCC1""}, {""index"": 3, ""cas_rn"": ""930-68-7"", ""yield_pct"": ""2"", ""smiles"": ""O=C1C=CCCC1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""2628499-73-8""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]",catalyst prepared and used,
