reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-10398780,31-006-CAS-10398780,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1,CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1>>CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,"Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester","Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K.","Chemistry and Physics of Lipids (1997), 85(2), 101-106","Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester | Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K. | Chemistry and Physics of Lipids (1997), 85(2), 101-106",10038-16-1,188955-58-0,937-14-4,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10038-16-1"", ""smiles"": ""CCCCCCc1ccc(CCCCCCCC(=O)OC)o1""}]","[{""index"": 1, ""cas_rn"": ""188955-58-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-12481158,31-279-CAS-12481158,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,70,,,O=C(/C=C/c1ccccc1)c1ccccc1,O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccccc1,Bifunctional Nanocrystalline MgO for Chiral Epoxy Ketones via Claisen-Schmidt Condensation-Asymmetric Epoxidation Reactions,"Choudary, Boyapati M.; Kantam, Mannepalli L.; Ranganath, Kalluri V. S.; Mahendar, Koosam; Sreedhar, Bojja","Journal of the American Chemical Society (2004), 126(11), 3396-3397","Bifunctional Nanocrystalline MgO for Chiral Epoxy Ketones via Claisen-Schmidt Condensation-Asymmetric Epoxidation Reactions | Choudary, Boyapati M.; Kantam, Mannepalli L.; Ranganath, Kalluri V. S.; Mahendar, Koosam; Sreedhar, Bojja | Journal of the American Chemical Society (2004), 126(11), 3396-3397",614-47-1,61840-92-4,"75-91-2, 12125-02-9","87-91-2, 1309-48-4","108-88-3, 7732-18-5",,,,,,"General procedure for the preparation of chiral epoxide: Chalcone (0.500 g, 2.5 mmol), TBHP (3.7 M in toluene, 4.0 mL, 15mmol), NAP-MgO (0.200 g), and (+)-diethyl tartrate (0.047l g, 0.275 mmol) were placed under nitrogen atmosphere in a dry 50 mL flask containing 15 mL of dry toluene (additional 1 mL of THF for substituted chalcones) and stirred at 25 ºC for 36 h. After completion of the reaction (monitored by TLC), the reaction mixture was centrifuged to separate the catalyst and washed with ether. The filtrate was quenched with saturated aqueous NH4Cl (10 mL), and 10% aqueous Na2SO3 (15 mL) and diethyl ether (10 mL) was added. The aqueous layer was washed with diethyl ether (3x10 mL), and the combined organic extracts were washed with saturated aqueous NaCl, dried over MgSO4, and the solvent was removed under reduced pressure. After purification by flash chromatography on silica gel using 20% ethyl acetate in petroleum ether. α,β-epoxy ketone was obtained. (+)-Diethyl tartrate can be recovered quantitatively with no observable change in enantiomeric purity from the same chromatographic column by increasing the proportion of ethyl acetate in the eluent. trans-(2R,3S)-Epoxy-1, 3-diphenylpropan-1-one. HPLC (Diacel Chiralcel OJ, 10% isopropanol in hexane, flow rate 1.0 mL /min). [α]25 D -220 (c 1.0, CH2Cl2) [Lit.4 -229 (c 1.0, CH2Cl2 )]; 1H NMR δ 4.07 (d, 1 H, J=2.0 Hz,), 4.27 (d, 1 H, J=2.0 Hz), 7.25-8.10(m, 10 H); tR =11.2 (minor), 11.8 (major).",2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""614-47-1"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""61840-92-4"", ""yield_pct"": ""70"", ""smiles"": ""O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}, {""index"": 2, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""87-91-2""}, {""index"": 2, ""cas_rn"": ""1309-48-4""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","stereoselective, 90% ee, Sharpless oxidation",
31-279-CAS-12491673,31-279-CAS-12491673,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,99,,,CC1([C@H]2CC[C@H]3[C@@H]4CC=C5CC6(CC[C@]5(C)[C@H]4CC[C@]23C)OCCO6)OCCO1,CC1([C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56CC5(CC[C@]6(C)[C@H]4CC[C@]23C)OCCO5)OCCO1,CC1([C@H]2CC[C@H]3[C@@H]4CC=C5CC6(CC[C@]5(C)[C@H]4CC[C@]23C)OCCO6)OCCO1>>CC1([C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56CC5(CC[C@]6(C)[C@H]4CC[C@]23C)OCCO5)OCCO1,Highly β-selective epoxidation of the Δ5- and Δ4-unsaturated steroids catalyzed by the silica-supported polyhalogenated ruthenium porphyrin,"Zhao, Yuan-Cong; Xiang, Yong-Ze; Pu, Lin; Yang, Meng; Yu, Xiao-Qi","Applied Catalysis, A: General (2006), 301(2), 176-181","Highly β-selective epoxidation of the Δ5- and Δ4-unsaturated steroids catalyzed by the silica-supported polyhalogenated ruthenium porphyrin | Zhao, Yuan-Cong; Xiang, Yong-Ze; Pu, Lin; Yang, Meng; Yu, Xiao-Qi | Applied Catalysis, A: General (2006), 301(2), 176-181",7093-55-2,14733-13-2,2587-00-0,171899-61-9,75-09-2,,,reaction product with aminopropyl silyl silica gel,reaction product with aminopropyl silyl silica gel,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""7093-55-2"", ""smiles"": ""CC1([C@H]2CC[C@H]3[C@@H]4CC=C5CC6(CC[C@]5(C)[C@H]4CC[C@]23C)OCCO6)OCCO1""}]","[{""index"": 1, ""cas_rn"": ""14733-13-2"", ""yield_pct"": ""99"", ""smiles"": ""CC1([C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56CC5(CC[C@]6(C)[C@H]4CC[C@]23C)OCCO5)OCCO1""}]","[{""index"": 1, ""cas_rn"": ""2587-00-0"", ""amd"": ""reaction product with aminopropyl silyl silica gel""}]","[{""index"": 1, ""cas_rn"": ""171899-61-9"", ""amd"": ""reaction product with aminopropyl silyl silica gel""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported catalyst, stereoselective, 98:2 beta:alpha",
31-279-CAS-12496235,31-279-CAS-12496235,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,16,,,C/C=C(\C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C,C[C@H]1O[C@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C.C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C,C/C=C(\C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C>>C[C@H]1O[C@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C.C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C,Diastereoselective reactions of the tiglic acid functionality mediated by oxazolidine chiral auxiliaries: a mechanistic comparison of DMD and m-CPBA epoxidations versus singlet oxygen and PTAD ene reactions,"Pastor, Aurelia; Adam, Waldemar; Wirth, Thomas; Toth, Gabor","European Journal of Organic Chemistry (2005), (14), 3075-3084","Diastereoselective reactions of the tiglic acid functionality mediated by oxazolidine chiral auxiliaries: a mechanistic comparison of DMD and m-CPBA epoxidations versus singlet oxygen and PTAD ene reactions | Pastor, Aurelia; Adam, Waldemar; Wirth, Thomas; Toth, Gabor | European Journal of Organic Chemistry (2005), (14), 3075-3084",265643-06-9,"260965-34-2, 265643-12-7",74087-85-7,,67-64-1,,,,,,,1,1,16,79,,,,,,"{""1"": 16, ""2"": 79}","[{""index"": 1, ""cas_rn"": ""265643-06-9"", ""smiles"": ""C/C=C(\\C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""260965-34-2"", ""yield_pct"": ""16"", ""smiles"": ""C[C@H]1O[C@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C""}, {""index"": 2, ""cas_rn"": ""265643-12-7"", ""yield_pct"": ""79"", ""smiles"": ""C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](c2ccccc2)COC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}]","stereoselective, alternative reaction conditions shown, diastereoselectivity depends on solvent",
31-279-CAS-12541905,31-279-CAS-12541905,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,99,,,C=CCOC(=O)Oc1ccccc1,O=C(OCC1CO1)Oc1ccccc1,C=CCOC(=O)Oc1ccccc1>>O=C(OCC1CO1)Oc1ccccc1,"'Quat-Primer' Polymers Bearing Cationic and Reactive Groups: Synthesis, Characterization, and Application","Goel, Vishal; Beginn, Uwe; Mourran, Ahmed; Moller, Martin","Macromolecules (Washington, DC, United States) (2008), 41(21), 8187-8197","'Quat-Primer' Polymers Bearing Cationic and Reactive Groups: Synthesis, Characterization, and Application | Goel, Vishal; Beginn, Uwe; Mourran, Ahmed; Moller, Martin | Macromolecules (Washington, DC, United States) (2008), 41(21), 8187-8197",16308-68-2,99059-09-3,"937-14-4, 584-08-7",,75-09-2,,,,,,"Oxiran-2-y Phenyl Carbonate (1). Allyl phenyl carbonate (2.6 g, 14.59 mmol) and m-cPBA (6.29 g, 36.46 mmol) were dissolved in 30 mL of dichloromethane (CH2Cl2), and the solution was stirred for 48 h at room temperature. The precipitate of m-chlorobenzoic acid was filtered, and the filtrate was diluted with 20 mL of dichloromethane. Six grams of potassium carbonate was added to the organic phase and stirred for 15 min. The salt was removed by filtration, and the filtrate was concentrated by a rotary vacuum evaporator (500 mbar, 40 °C). Distation (0.1 mbar, 95 °C) of the crude product resulted in the desired product. Yield 2.0 g (71% of theoretical). Anal. Calcd for C10H10O4: C, 61.85; H, 5.28; N, 0.00. Found: C, 62.15; H, 5.28; N, 0.64. m/z = 77.1 (39.8), 94 (100), 107 (15.8), 120 (2.9), 194.1 (M+.). 1H NMR (CDCl3): δ 2.70 (td, 2J = 13.27 Hz, 3J = 6.64 Hz, 3J = 6.64 Hz, 1H, H1), 2.90 (t, 1H, H1), 3.25-3.31 (m, 1H, H2), 4.10 (dd, 2J = 12.08 Hz, 3J = 6.17 Hz, 1H, H3), 4.51 (dd, 2J = 12.08 Hz, 3J = 3.08 Hz, 1H, H3), 7.16-7.39 (m, 5H, phenyl) ppm. 13C NMR(CDCl3): δ 44.5 (C1), 48.9 (C2), 68.9 (C3), 121.1 (2C, C6, C9), 126.2 (C8), 129.5 (2C, C7, C10), 151.0 (C5), 153.5 (C4) ppm.",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""16308-68-2"", ""smiles"": ""C=CCOC(=O)Oc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""99059-09-3"", ""yield_pct"": ""99"", ""smiles"": ""O=C(OCC1CO1)Oc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""584-08-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",alternative preparation shown,
31-279-CAS-12611721,31-279-CAS-12611721,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C1=Cc2ccccc2C1,c1ccc2c(c1)CC1OC21,C1=Cc2ccccc2C1>>c1ccc2c(c1)CC1OC21,"Catalytic asymmetric epoxidation of unfunctionalized olefins using silica, LDH and resin-supported sulfonate-Mn(salen) complex","Choudary, B. M.; Ramani, Thekkathu; Maheswaran, H.; Prashant, Leon; Ranganath, K. V. S.; Kumar, K. Vijay","Advanced Synthesis & Catalysis (2006), 348(4 + 5), 493-498","Catalytic asymmetric epoxidation of unfunctionalized olefins using silica, LDH and resin-supported sulfonate-Mn(salen) complex | Choudary, B. M.; Ramani, Thekkathu; Maheswaran, H.; Prashant, Leon; Ranganath, K. V. S.; Kumar, K. Vijay | Advanced Synthesis & Catalysis (2006), 348(4 + 5), 493-498",95-13-6,768-22-9,"109-02-4, 937-14-4",927889-27-8,75-05-8,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""95-13-6"", ""smiles"": ""C1=Cc2ccccc2C1""}]","[{""index"": 1, ""cas_rn"": ""768-22-9"", ""yield_pct"": ""100"", ""smiles"": ""c1ccc2c(c1)CC1OC21""}]","[{""index"": 1, ""cas_rn"": ""109-02-4""}, {""index"": 2, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""927889-27-8""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","stereoselective, Merrifield resin used, catalyst on Merrifield resin",
31-279-CAS-12626396,31-279-CAS-12626396,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C/C=C/CCCCC,CCCCC[C@@H]1O[C@H]1C,C/C=C/CCCCC>>CCCCC[C@@H]1O[C@H]1C,Terminal and Internal Olefin Epoxidation with Cobalt(II) as the Catalyst: Evidence for an Active Oxidant CoII-Acylperoxo Species,"Hyun, Min Young; Kim, Soo Hyun; Song, Young Joo; Lee, Hong Gyu; Jo, Young Dan; Kim, Jin Hoon; Hwang, In Hong; Noh, Jin Young; Kang, Juhye; Kim, Cheal","Journal of Organic Chemistry (2012), 77(17), 7307-7312","Terminal and Internal Olefin Epoxidation with Cobalt(II) as the Catalyst: Evidence for an Active Oxidant CoII-Acylperoxo Species | Hyun, Min Young; Kim, Soo Hyun; Song, Young Joo; Lee, Hong Gyu; Jo, Young Dan; Kim, Jin Hoon; Hwang, In Hong; Noh, Jin Young; Kang, Juhye; Kim, Cheal | Journal of Organic Chemistry (2012), 77(17), 7307-7312",13389-42-9,28180-70-3,937-14-4,13455-31-7,75-05-8,,,,,,"General/Typical Procedure: Catalytic Olefin Epoxidations by Cobalt Catalyst with MCPBA. To a mixture of substrate (0.035 mmol), cobalt catalyst (0.001 mmol), and solvent (CH3CN, 1 mL) was added MCPBA (0.05 mmol). The mixture was stirred for 10 min at room temperature, even though the reaction was complete within 1 min at room temperature (Figure S1). Reaction was monitored by GC/mass analysis of 20 μL aliquots withdrawn periodically from the reaction mixture. All reactions were run at least three times, and the average product yields are presented. Product yields were based on substrate. In a competitive reaction of cis-2-octene and trans-2-octene, the concentration of the substrate was 0.20 mmol, respectively. Yield (100%).",1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""13389-42-9"", ""smiles"": ""C/C=C/CCCCC""}]","[{""index"": 1, ""cas_rn"": ""28180-70-3"", ""yield_pct"": ""100"", ""smiles"": ""CCCCC[C@@H]1O[C@H]1C""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""13455-31-7""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","stereoselective, 100% conversion, high stereochemical retention",
31-279-CAS-12631925,31-279-CAS-12631925,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,-78.0,2.0,Cc1c(C)n(C(=O)CCl)c2ccccc12,C[C@@]12O[C@]1(C)N(C(=O)CCl)c1ccccc12,Cc1c(C)n(C(=O)CCl)c2ccccc12>>C[C@@]12O[C@]1(C)N(C(=O)CCl)c1ccccc12,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",66624-39-3,1452769-25-3,74087-85-7,,"67-64-1, 75-09-2",,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""66624-39-3"", ""smiles"": ""Cc1c(C)n(C(=O)CCl)c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1452769-25-3"", ""yield_pct"": ""95"", ""smiles"": ""C[C@@]12O[C@]1(C)N(C(=O)CCl)c1ccccc12""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","DMD, Acetone/CH2Cl2, -78 C/2 h., Wet dichloromethane used, Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-279-CAS-12670842,31-279-CAS-12670842,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,90,,,C=CCCCCCC,CCCCCCC1CO1,C=CCCCCCC>>CCCCCCC1CO1,Grafting of a chiral Mn(III) complex on graphene oxide nanosheets and its catalytic activity for alkene epoxidation,"Nasseri, Mohammad Ali; Allahresani, Ali; Raissi, Heidar","RSC Advances (2014), 4(50), 26087-26093","Grafting of a chiral Mn(III) complex on graphene oxide nanosheets and its catalytic activity for alkene epoxidation | Nasseri, Mohammad Ali; Allahresani, Ali; Raissi, Heidar | RSC Advances (2014), 4(50), 26087-26093",111-66-0,2984-50-1,"937-14-4, 7529-22-8","221661-60-5, 1034343-98-0",141-78-6,,,,"graphene oxide supported, oxide",,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""111-66-0"", ""smiles"": ""C=CCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""2984-50-1"", ""yield_pct"": ""90"", ""smiles"": ""CCCCCCC1CO1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7529-22-8""}]","[{""index"": 1, ""cas_rn"": ""221661-60-5"", ""amd"": ""graphene oxide supported""}, {""index"": 2, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""141-78-6""}]","solid-supported catalyst, stereoselective, bis(dihydroxybenzaldehyde)cyclohexanediamine-Mn complex immobilized on chloropropyltrimethoxysilane functionalized graphene oxide catalyst prepared and used, reusable catalyst, ee 62%",
31-279-CAS-1269726,31-279-CAS-1269726,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,99,,,C=C1C2OC(C)(C)O[C@@H]([C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](OC(=O)c4ccccc4)[C@H](C)O3)C(C)C(=O)O[C@@H]1CC)[C@@H]2C,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)c3ccccc3)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([N+](C)(C)[O-])[C@H]2OC(=O)c2ccccc2)[C@](C)(OC)C[C@@H](C)[C@@H]2OC(C)(C)O[C@H]([C@H]2C)[C@@]12CO2,C=C1C2OC(C)(C)O[C@@H]([C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](OC(=O)c4ccccc4)[C@H](C)O3)C(C)C(=O)O[C@@H]1CC)[C@@H]2C>>CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)c3ccccc3)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([N+](C)(C)[O-])[C@H]2OC(=O)c2ccccc2)[C@](C)(OC)C[C@@H](C)[C@@H]2OC(C)(C)O[C@H]([C@H]2C)[C@@]12CO2,Synthesis and antibacterial activity of novel C12 ethyl ketolides,"Burger, Matthew T.; Hiebert, Christy; Seid, Mehran; Chu, Daniel T.; Barker, Lynn; Langhorne, Mike; Shawar, Ribhi; Kidney, Jolene; Desai, Manoj C.; Plattner, Jacob J.","Bioorganic & Medicinal Chemistry (2006), 14(16), 5592-5604","Synthesis and antibacterial activity of novel C12 ethyl ketolides | Burger, Matthew T.; Hiebert, Christy; Seid, Mehran; Chu, Daniel T.; Barker, Lynn; Langhorne, Mike; Shawar, Ribhi; Kidney, Jolene; Desai, Manoj C.; Plattner, Jacob J. | Bioorganic & Medicinal Chemistry (2006), 14(16), 5592-5604",484670-62-4,917869-03-5,937-14-4,,75-09-2,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""484670-62-4"", ""smiles"": ""C=C1C2OC(C)(C)O[C@@H]([C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](OC(=O)c4ccccc4)[C@H](C)O3)C(C)C(=O)O[C@@H]1CC)[C@@H]2C""}]","[{""index"": 1, ""cas_rn"": ""917869-03-5"", ""yield_pct"": ""99"", ""smiles"": ""CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)c3ccccc3)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([N+](C)(C)[O-])[C@H]2OC(=O)c2ccccc2)[C@](C)(OC)C[C@@H](C)[C@@H]2OC(C)(C)O[C@H]([C@H]2C)[C@@]12CO2""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-279-CAS-12767393,31-279-CAS-12767393,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,1.0,C[Si](C)(C)c1cc2c3ccc4c5cc([Si](C)(C)C)c([Si](C)(C)C)cc5c4c3c2cc1[Si](C)(C)C,C[Si](C)(C)c1cc2c(cc1[Si](C)(C)C)[C@]13O[C@H]1[C@@H]1O[C@]14C(=C23)c1cc([Si](C)(C)C)c([Si](C)(C)C)cc14,C[Si](C)(C)c1cc2c3ccc4c5cc([Si](C)(C)C)c([Si](C)(C)C)cc5c4c3c2cc1[Si](C)(C)C>>C[Si](C)(C)c1cc2c(cc1[Si](C)(C)C)[C@]13O[C@H]1[C@@H]1O[C@]14C(=C23)c1cc([Si](C)(C)C)c([Si](C)(C)C)cc14,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",765315-86-4,765315-85-3,74087-85-7,,67-64-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""765315-86-4"", ""smiles"": ""C[Si](C)(C)c1cc2c3ccc4c5cc([Si](C)(C)C)c([Si](C)(C)C)cc5c4c3c2cc1[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""765315-85-3"", ""yield_pct"": ""100"", ""smiles"": ""C[Si](C)(C)c1cc2c(cc1[Si](C)(C)C)[C@]13O[C@H]1[C@@H]1O[C@]14C(=C23)c1cc([Si](C)(C)C)c([Si](C)(C)C)cc14""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}]","DMD, Acetone, r.t./1 h., Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-279-CAS-12824828,31-279-CAS-12824828,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,92,,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(C(C)=O)=CC[C@H]4[C@@H]3C[C@@H]3O[C@@]32C1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1>>CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(C(C)=O)=CC[C@H]4[C@@H]3C[C@@H]3O[C@@]32C1,Studies on the reaction of 16-dehydropregnenolone acetate (16-DPA) with m-chloroperbenzoic acid,"Ghosh, Pranab; Subba, Raju","Journal of the Indian Chemical Society (2012), 89(12), 1733-1735","Studies on the reaction of 16-dehydropregnenolone acetate (16-DPA) with m-chloroperbenzoic acid | Ghosh, Pranab; Subba, Raju | Journal of the Indian Chemical Society (2012), 89(12), 1733-1735",979-02-2,14279-42-6,937-14-4,,,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""979-02-2"", ""smiles"": ""CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1""}]","[{""index"": 1, ""cas_rn"": ""14279-42-6"", ""yield_pct"": ""92"", ""smiles"": ""CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(C(C)=O)=CC[C@H]4[C@@H]3C[C@@H]3O[C@@]32C1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],[],"solid-supported reaction, stereoselective, silica gel used, selective reaction",
