reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-32222223,31-614-CAS-32222223,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,92,,,CC(=O)c1ccc(C)cc1,Cc1ccc(C(C)O)cc1,CC(=O)c1ccc(C)cc1>>Cc1ccc(C(C)O)cc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",122-00-9,536-50-5,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""536-50-5"", ""yield_pct"": ""92"", ""smiles"": ""Cc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222224,31-614-CAS-32222224,Reaction_20251106_1648.rdf,Transfer hydrogenation,82,,,CC(=O)c1ccccc1,CC(O)c1ccccc1,CC(=O)c1ccccc1>>CC(O)c1ccccc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",98-86-2,98-85-1,1310-58-3,2768853-51-4,67-63-0,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""yield_pct"": ""82"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-51-4""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222225,31-614-CAS-32222225,Reaction_20251106_1648.rdf,Transfer hydrogenation,85,,,CC(=O)c1ccc(F)cc1,CC(O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1>>CC(O)c1ccc(F)cc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",403-42-9,403-41-8,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""403-42-9"", ""smiles"": ""CC(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""403-41-8"", ""yield_pct"": ""85"", ""smiles"": ""CC(O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222226,31-614-CAS-32222226,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,93,,,CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(Br)cc1,CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(Br)cc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",99-90-1,5391-88-8,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""5391-88-8"", ""yield_pct"": ""93"", ""smiles"": ""CC(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222227,31-614-CAS-32222227,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,94,,,COc1ccc(C(C)=O)cc1OC,COc1ccc(C(C)O)cc1OC,COc1ccc(C(C)=O)cc1OC>>COc1ccc(C(C)O)cc1OC,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",1131-62-0,5653-65-6,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""1131-62-0"", ""smiles"": ""COc1ccc(C(C)=O)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""5653-65-6"", ""yield_pct"": ""94"", ""smiles"": ""COc1ccc(C(C)O)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222228,31-614-CAS-32222228,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,CC(=O)c1ccc(Cl)cc1,CC(O)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1>>CC(O)c1ccc(Cl)cc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",99-91-2,3391-10-4,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""99-91-2"", ""smiles"": ""CC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""3391-10-4"", ""yield_pct"": ""90"", ""smiles"": ""CC(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222229,31-614-CAS-32222229,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,91,,,CC(=O)c1ccccc1N,CC(O)c1ccccc1N,CC(=O)c1ccccc1N>>CC(O)c1ccccc1N,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",551-93-9,10517-50-7,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""551-93-9"", ""smiles"": ""CC(=O)c1ccccc1N""}]","[{""index"": 1, ""cas_rn"": ""10517-50-7"", ""yield_pct"": ""91"", ""smiles"": ""CC(O)c1ccccc1N""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222230,31-614-CAS-32222230,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,91,,,CC(=O)c1ccccc1Br,CC(O)c1ccccc1Br,CC(=O)c1ccccc1Br>>CC(O)c1ccccc1Br,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",2142-69-0,5411-56-3,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""2142-69-0"", ""smiles"": ""CC(=O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""5411-56-3"", ""yield_pct"": ""91"", ""smiles"": ""CC(O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222232,31-614-CAS-32222232,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,89,,,O=Cc1ccccc1Br,OCc1ccccc1Br,O=Cc1ccccc1Br>>OCc1ccccc1Br,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",6630-33-7,18982-54-2,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""6630-33-7"", ""smiles"": ""O=Cc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""18982-54-2"", ""yield_pct"": ""89"", ""smiles"": ""OCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222233,31-614-CAS-32222233,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,96,,,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(C)O)cc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",100-06-1,3319-15-1,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""100-06-1"", ""smiles"": ""COc1ccc(C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""3319-15-1"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222234,31-614-CAS-32222234,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,92,,,O=Cc1ccccc1,OCc1ccccc1,O=Cc1ccccc1>>OCc1ccccc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",100-52-7,100-51-6,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""yield_pct"": ""92"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222235,31-614-CAS-32222235,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,94,,,O=C1CCCCC1,OC1CCCCC1,O=C1CCCCC1>>OC1CCCCC1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",108-94-1,108-93-0,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""108-93-0"", ""yield_pct"": ""94"", ""smiles"": ""OC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32222236,31-614-CAS-32222236,Reaction_20251106_1648.rdf,Transfer hydrogenation,80,,,O=C(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1>>OC(c1ccccc1)c1ccccc1,"RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones","Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S.","Dalton Transactions (2022), 51(17), 6795-6808","RuII complexes of 1,2,3-triazole appended tertiary phosphines, [P(Ph){(o-C6H4)(1,2,3-N3C(Ph)CH)}2] and [P(Ph){o-C6H4(CCH)-(1,2,3-N3-Ph)}2]: highly active catalysts for transfer hydrogenation of carbonyl/nitro compounds and for α-alkylation of ketones | Namdeo, Pavan K.; Sheokand, Sonu; Kote, Basvaraj S.; Radhakrishna, Latchupatula; Kunchur, Harish S.; Saini, Prateek; Ramakrishnan, Srinivasan; Balakrishna, Maravanji S. | Dalton Transactions (2022), 51(17), 6795-6808",119-61-9,91-01-0,1310-58-3,2768853-49-0,67-63-0,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""119-61-9"", ""smiles"": ""O=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""91-01-0"", ""yield_pct"": ""80"", ""smiles"": ""OC(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""2768853-49-0""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","green chemistry, green chemistry-reagent, catalyst prepared and used",
31-614-CAS-32262701,31-614-CAS-32262701,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,96,,,O=Cc1ccco1,OCc1ccco1,O=Cc1ccco1>>OCc1ccco1,Synergetic effect of Cu0 -Cu+ derived from layered double hydroxides toward catalytic transfer hydrogenation reaction,"Ren, Yingyu; Yang, Yusen; Chen, Lifang; Wang, Lei; Shi, Yawen; Yin, Pan; Wang, Wenlong; Shao, Mingfei; Zhang, Xin; Wei, Min","Applied Catalysis, B: Environmental (2022), 314121515","Synergetic effect of Cu0 -Cu+ derived from layered double hydroxides toward catalytic transfer hydrogenation reaction | Ren, Yingyu; Yang, Yusen; Chen, Lifang; Wang, Lei; Shi, Yawen; Yin, Pan; Wang, Wenlong; Shao, Mingfei; Zhang, Xin; Wei, Min | Applied Catalysis, B: Environmental (2022), 314121515",98-01-1,98-00-0,67-63-0,"7440-50-8, 12250-93-0",,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""98-01-1"", ""smiles"": ""O=Cc1ccco1""}]","[{""index"": 1, ""cas_rn"": ""98-00-0"", ""yield_pct"": ""96"", ""smiles"": ""OCc1ccco1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""7440-50-8""}, {""index"": 2, ""cas_rn"": ""12250-93-0""}]",[],"low pressure, catalyst prepared and used, optimization study, optimized on catalyst, hydrogen donor and temperature",
