reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-046-CAS-3822845,31-046-CAS-3822845,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23,ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23>>ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,"Photochemical bromination of 5,6-dibromoacenaphthene","Usachenko, V. G.; Petrenko, G. P.","Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663","Photochemical bromination of 5,6-dibromoacenaphthene | Usachenko, V. G.; Petrenko, G. P. | Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663",56564-74-0,56564-75-1,7782-50-5,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""56564-74-0"", ""smiles"": ""BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23""}]","[{""index"": 1, ""cas_rn"": ""56564-75-1"", ""yield_pct"": ""100"", ""smiles"": ""ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],,
31-268-CAS-4545661,31-268-CAS-4545661,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,97,,,C=C(CNC(C)(C)CC)C(=O)OCC,CCOC(=O)C(Br)(CBr)CNC(C)(C)CC,C=C(CNC(C)(C)CC)C(=O)OCC>>CCOC(=O)C(Br)(CBr)CNC(C)(C)CC,Synthesis of new functionalized aziridine-2c-carboxylic acid and azetidine-3-carboxylic acid derivatives of potential interest for biological and foldameric applications,"Zukauskaite, Asta; Mangelinckx, Sven; Buinauskaite, Vida; Sackus, Algirdas; Kimpe, Norbert","Amino Acids (2011), 41(3), 541-558","Synthesis of new functionalized aziridine-2c-carboxylic acid and azetidine-3-carboxylic acid derivatives of potential interest for biological and foldameric applications | Zukauskaite, Asta; Mangelinckx, Sven; Buinauskaite, Vida; Sackus, Algirdas; Kimpe, Norbert | Amino Acids (2011), 41(3), 541-558",1092539-98-4,1092540-11-8,"10035-10-6, 7726-95-6, 144-55-8",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Bromination of alkyl 2-[(alkylamino)methyl]acrylates 12a-d. As a representative example, the synthesis of methyl 2-[(tert-pentylamino)methyl]-2,3-dibromopropanoate (13d) is described here. To a solution of methyl 2-[(tert-pen-tylamino)methyl]acrylate (12d) (330 mg, 1.78 mmol) in CH2Cl2 (30 mL), a 48% aqueous solution of hydrobromic acid (332 mg, 1.96 mmol) was added dropwise at 0°C and the reaction mixture was stirred for 30 min. Then, a solution of Br2 (285 mg, 1.78 mmol) in CH2Cl2 (15 mL) was added dropwise and the reaction mixture was left stirring upon warming to room temperature for 5 h. Subsequently, the resulting reaction mixture was neutralized by pouring into saturated NaHCO3 solution and extracted with EtOAc (3 × 20 mL). Drying (MgSO4), filtration, evaporation of the solvent under reduced pressure and purification by flash chromatography on silica gel (petroleum ether/EtOAc 9/1). Ethyl 2-[(tert-pentylamino)methyl]-2,3-dibromopropanoate (13b), Colorless oil, yield 97%. Rf = 0.71 (CH2Cl2). 1H NMR (300 MHz, CDCl3): δ 0.86 (3H, t, J= 7.4 Hz, CCH2CH3), 1.04 (3H, s, CCH3(CH3)), 1.05 (3H, s, CCH3 (CH3)), 1.34 (3H, t, J= 7.2 Hz, OCH2CH3), 1.40 (2H, q, J= 7.3 Hz, CCH2CH3), 3.15 (1H, d, J= 13.8 Hz, NCH(H)), 3.20 (1H, d, J= 13.8 Hz, NCH(H)), 4.06 (1H, d, J= 9.6 Hz, CBrH(H)), 4.22 (1H, d, J= 9.6 Hz, CBrH(H)), 4.28 (1H, dq, J= 7.2 Hz, 10.7 Hz, OCH(H)), 4.32 (1H, dq, J= 7.2 Hz, 10.7 Hz, OCH(H)). 13C NMR (75 MHz, CDCl3): δ 8.2, 13.9, 26.8, 27.0, 33.6, 34.4, 45.9, 52.4, 62.4, 62.7, 168.2. IR (NaCl, cm-1): νNH = 3,327 (weak), νC═O = 1,742. MS (ES, pos. mode): m/z (%): 358/360/362 (M + H+, 100). Anal. Calcd for C11H21Br2NO2 (%): C, 36.79; H, 5.89; N, 3.90. Found (%): C, 36.62; H, 6.12; N, 3.81.",3,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""1092539-98-4"", ""smiles"": ""C=C(CNC(C)(C)CC)C(=O)OCC""}]","[{""index"": 1, ""cas_rn"": ""1092540-11-8"", ""yield_pct"": ""97"", ""smiles"": ""CCOC(=O)C(Br)(CBr)CNC(C)(C)CC""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}, {""index"": 2, ""cas_rn"": ""7726-95-6""}, {""index"": 3, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-4552398,31-268-CAS-4552398,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,74,,,C=CCc1c(C)[nH]c(=O)[nH]c1=O,Cc1[nH]c(=O)[nH]c(=O)c1CC(Br)CBr,C=CCc1c(C)[nH]c(=O)[nH]c1=O>>Cc1[nH]c(=O)[nH]c(=O)c1CC(Br)CBr,"Pyrimidine derivatives. LIX. Synthesis and mass spectra of some furo(2,3-d)pyrimidines","Gapoyan, A. S.; Mirzoyan, V. S.; Khachatryan, V. E.; Melik-Ogandzhanyan, R. G.","Armyanskii Khimicheskii Zhurnal (1988), 41(6), 339-46","Pyrimidine derivatives. LIX. Synthesis and mass spectra of some furo(2,3-d)pyrimidines | Gapoyan, A. S.; Mirzoyan, V. S.; Khachatryan, V. E.; Melik-Ogandzhanyan, R. G. | Armyanskii Khimicheskii Zhurnal (1988), 41(6), 339-46",94815-68-6,120455-69-8,7726-95-6,,67-66-3,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""94815-68-6"", ""smiles"": ""C=CCc1c(C)[nH]c(=O)[nH]c1=O""}]","[{""index"": 1, ""cas_rn"": ""120455-69-8"", ""yield_pct"": ""74"", ""smiles"": ""Cc1[nH]c(=O)[nH]c(=O)c1CC(Br)CBr""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",,
31-268-CAS-4556843,31-268-CAS-4556843,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,96,,,CC(=O)C=Cc1ccccc1,CC(=O)C(Br)C(Br)c1ccccc1,CC(=O)C=Cc1ccccc1>>CC(=O)C(Br)C(Br)c1ccccc1,Poly(vinylpyrrolidone)-bromine complex. A mild and efficient reagent for selective bromination of alkenes and oxidation of alcohols,"Lakouraj, Moslem Mansour; Tajbakhsh, Mahmood; Mokhtary, Masoud","Journal of Chemical Research (2005), (8), 481-483","Poly(vinylpyrrolidone)-bromine complex. A mild and efficient reagent for selective bromination of alkenes and oxidation of alcohols | Lakouraj, Moslem Mansour; Tajbakhsh, Mahmood; Mokhtary, Masoud | Journal of Chemical Research (2005), (8), 481-483",122-57-6,6310-44-7,67870-53-5,,75-09-2,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""122-57-6"", ""smiles"": ""CC(=O)C=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""6310-44-7"", ""yield_pct"": ""96"", ""smiles"": ""CC(=O)C(Br)C(Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67870-53-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, green chemistry-reagent",
31-268-CAS-4559010,31-268-CAS-4559010,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,85,,,O=C(/C=C/c1ccccc1)c1ccccc1,O=C(c1ccccc1)[C@@H](Cl)[C@@H](Cl)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>O=C(c1ccccc1)[C@@H](Cl)[C@@H](Cl)c1ccccc1,N-Bromosuccinimide-carboxylic acid combination: mild and efficient access to dibromination of unsaturated carbonyl compounds,"Xue, Hongxun; Tan, Hui; Wei, Donglei; Wei, Ying; Lin, Shaoxia; Liang, Fushun; Zhao, Baozhong","RSC Advances (2013), 3(16), 5382-5385","N-Bromosuccinimide-carboxylic acid combination: mild and efficient access to dibromination of unsaturated carbonyl compounds | Xue, Hongxun; Tan, Hui; Wei, Donglei; Wei, Ying; Lin, Shaoxia; Liang, Fushun; Zhao, Baozhong | RSC Advances (2013), 3(16), 5382-5385",614-47-1,32305-86-5,128-09-6,65-85-0,109-99-9,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""614-47-1"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""32305-86-5"", ""yield_pct"": ""85"", ""smiles"": ""O=C(c1ccccc1)[C@@H](Cl)[C@@H](Cl)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","green chemistry, stereoselective, in-situ generated reagent (Br2), scalable",
31-268-CAS-458980,31-268-CAS-458980,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,88,,,C=C(c1ccccc1)c1ccccc1,BrCC(Br)(c1ccccc1)c1ccccc1,C=C(c1ccccc1)c1ccccc1>>BrCC(Br)(c1ccccc1)c1ccccc1,Hexamethonium bis(tribromide) (HMBTB) a recyclable and high bromine containing reagent,"Paul, Bappi; Bhuyan, Bishal; Purkayastha, Debraj D.; Dhar, Siddhartha S.; Patel, Bhisma K.","Tetrahedron Letters (2015), 56(41), 5646-5650","Hexamethonium bis(tribromide) (HMBTB) a recyclable and high bromine containing reagent | Paul, Bappi; Bhuyan, Bishal; Purkayastha, Debraj D.; Dhar, Siddhartha S.; Patel, Bhisma K. | Tetrahedron Letters (2015), 56(41), 5646-5650",530-48-3,40957-21-9,1809104-33-3,,,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""530-48-3"", ""smiles"": ""C=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40957-21-9"", ""yield_pct"": ""88"", ""smiles"": ""BrCC(Br)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1809104-33-3""}]",[],[],"green chemistry-reagent, no solvent, recyclable reagent used",
31-268-CAS-4605619,31-268-CAS-4605619,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,99,,,CCCC#CCCC,CCC/C(Br)=C(\Br)CCC,CCCC#CCCC>>CCC/C(Br)=C(\Br)CCC,Bromination of alkynes with sodium perborate and sodium bromide,"Kabalka, G. W.; Yang, K.","Synthetic Communications (1998), 28(20), 3807-3809","Bromination of alkynes with sodium perborate and sodium bromide | Kabalka, G. W.; Yang, K. | Synthetic Communications (1998), 28(20), 3807-3809",1942-45-6,69298-55-1,"7632-04-4, 7647-15-6",,64-19-7,,,,,,"General/Typical Procedure: The synthesis of (E)-1,2-dibromooctene is representative. Sodium bromide (1.03 g, 10.0 mmol) was added to the mixture of sodium perborate (1.54 g, 10.0 mmol) and 1-octyne (0.55 g, 5.0 mmol) in glacial acetic acid (25 ml) and stirred for 1.5 hr. The mixture was then extracted into CCl4 (10 mL), washed with H2O (10 mL) and dried over anhydrous MgSO4 · The yield was 89.7% as measured by 1H NMR using 1,4-dioxane as an internal standard. (E)-4,5-dibromooctene, yield 99.7%. b.p. (lit)°C: 104°@14 Torr (91-940@5 Torr5); 1H NMR (CDCl3) δ ppm: 2.66 (t, 4H), 160 (m, 4H), 0.94 (t, 6H)",1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1942-45-6"", ""smiles"": ""CCCC#CCCC""}]","[{""index"": 1, ""cas_rn"": ""69298-55-1"", ""yield_pct"": ""99"", ""smiles"": ""CCC/C(Br)=C(\\Br)CCC""}]","[{""index"": 1, ""cas_rn"": ""7632-04-4""}, {""index"": 2, ""cas_rn"": ""7647-15-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-268-CAS-461033,31-268-CAS-461033,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,90,,,CCCC#CCCC,CCC/C(Br)=C(\Br)CCC,CCCC#CCCC>>CCC/C(Br)=C(\Br)CCC,"An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple","Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C.","Green Chemistry (2008), 10(2), 232-237","An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple | Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C. | Green Chemistry (2008), 10(2), 232-237",1942-45-6,69298-55-1,"64-19-7, 7647-15-6, 7789-38-0, 144-55-8",,"64-19-7, 7732-18-5",,,,,,,2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1942-45-6"", ""smiles"": ""CCCC#CCCC""}]","[{""index"": 1, ""cas_rn"": ""69298-55-1"", ""yield_pct"": ""90"", ""smiles"": ""CCC/C(Br)=C(\\Br)CCC""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7647-15-6""}, {""index"": 3, ""cas_rn"": ""7789-38-0""}, {""index"": 4, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, stereoselective, 100:0 E:Z",
31-268-CAS-4611469,31-268-CAS-4611469,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,81,,,COc1ccc(/C=C/C(=O)c2ccccc2)cc1,COc1ccc([C@H](Br)[C@H](Br)C(=O)c2ccccc2)cc1,COc1ccc(/C=C/C(=O)c2ccccc2)cc1>>COc1ccc([C@H](Br)[C@H](Br)C(=O)c2ccccc2)cc1,N-Bromosuccinimide-carboxylic acid combination: mild and efficient access to dibromination of unsaturated carbonyl compounds,"Xue, Hongxun; Tan, Hui; Wei, Donglei; Wei, Ying; Lin, Shaoxia; Liang, Fushun; Zhao, Baozhong","RSC Advances (2013), 3(16), 5382-5385","N-Bromosuccinimide-carboxylic acid combination: mild and efficient access to dibromination of unsaturated carbonyl compounds | Xue, Hongxun; Tan, Hui; Wei, Donglei; Wei, Ying; Lin, Shaoxia; Liang, Fushun; Zhao, Baozhong | RSC Advances (2013), 3(16), 5382-5385",22252-15-9,24213-16-9,128-08-5,65-85-0,109-99-9,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""22252-15-9"", ""smiles"": ""COc1ccc(/C=C/C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""24213-16-9"", ""yield_pct"": ""81"", ""smiles"": ""COc1ccc([C@H](Br)[C@H](Br)C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""128-08-5""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","green chemistry, stereoselective, in-situ generated reagent (Br2), scalable",
31-268-CAS-4614461,31-268-CAS-4614461,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,93,,,CCOC(=O)/C=C/c1ccccc1,CCOC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,CCOC(=O)/C=C/c1ccccc1>>CCOC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,Selective aerobic oxidative dibromination of alkenes with aqueous HBr and sodium nitrite as a catalyst,"Podgorsek, Ajda; Eissen, Marco; Fleckenstein, Jens; Stavber, Stojan; Zupan, Marko; Iskra, Jernej","Green Chemistry (2009), 11(1), 120-126","Selective aerobic oxidative dibromination of alkenes with aqueous HBr and sodium nitrite as a catalyst | Podgorsek, Ajda; Eissen, Marco; Fleckenstein, Jens; Stavber, Stojan; Zupan, Marko; Iskra, Jernej | Green Chemistry (2009), 11(1), 120-126",4192-77-2,30983-70-1,"10035-10-6, 144-55-8, 7631-90-5",7632-00-0,"75-05-8, 7732-18-5",,,,,,,2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""4192-77-2"", ""smiles"": ""CCOC(=O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""30983-70-1"", ""yield_pct"": ""93"", ""smiles"": ""CCOC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}, {""index"": 2, ""cas_rn"": ""144-55-8""}, {""index"": 3, ""cas_rn"": ""7631-90-5""}]","[{""index"": 1, ""cas_rn"": ""7632-00-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, stereoselective",
31-268-CAS-4642545,31-268-CAS-4642545,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,91,,,CCCCCC#CC(O)c1ccc(Br)cc1,CCCCCC(Br)=C=Cc1ccc(Br)cc1,CCCCCC#CC(O)c1ccc(Br)cc1>>CCCCCC(Br)=C=Cc1ccc(Br)cc1,Facile synthesis of bromoallenes via N-bromosuccinimide/CH3SCH3 for the bromination of propargyl alcohols,"Jiang, Wen Feng; Liu, Xue Song; Du, Xin; Wei, Jian Wei; Bao, Chun Yu","Chinese Chemical Letters (2012), 23(9), 999-1002","Facile synthesis of bromoallenes via N-bromosuccinimide/CH3SCH3 for the bromination of propargyl alcohols | Jiang, Wen Feng; Liu, Xue Song; Du, Xin; Wei, Jian Wei; Bao, Chun Yu | Chinese Chemical Letters (2012), 23(9), 999-1002",1391815-70-5,1391815-75-0,"75-18-3, 128-08-5",,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""1391815-70-5"", ""smiles"": ""CCCCCC#CC(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1391815-75-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCC(Br)=C=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""75-18-3""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",regioselective,
31-268-CAS-4653050,31-268-CAS-4653050,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,98,,,C(=C\c1ccccc1)/c1ccccc1,BrC(c1ccccc1)C(Br)c1ccccc1,C(=C\c1ccccc1)/c1ccccc1>>BrC(c1ccccc1)C(Br)c1ccccc1,Solvent-free phase-vanishing reactions with PTFE (Teflon) as a phase screen,"Pels, Kevin; Dragojlovic, Veljko","Beilstein Journal of Organic Chemistry (2009), 5No pp. given, NO. 75","Solvent-free phase-vanishing reactions with PTFE (Teflon) as a phase screen | Pels, Kevin; Dragojlovic, Veljko | Beilstein Journal of Organic Chemistry (2009), 5No pp. given, NO. 75",103-30-0,5789-30-0,7726-95-6,,,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""103-30-0"", ""smiles"": ""C(=C\\c1ccccc1)/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""5789-30-0"", ""yield_pct"": ""98"", ""smiles"": ""BrC(c1ccccc1)C(Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],[],"green chemistry, stereoselective, sealed polytetrafluoroethylene tube used, no solvent, erythro:threo=96:4, alternative preparation shown",
31-268-CAS-4671447,31-268-CAS-4671447,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,99,,,C=CC#CC[N+](C)(C)CC=C(Cl)C[N+](C)(C)CC#CC=C.[Br-],C[N+](C)(CC=C(Cl)C[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-],C=CC#CC[N+](C)(C)CC=C(Cl)C[N+](C)(C)CC#CC=C.[Br-]>>C[N+](C)(CC=C(Cl)C[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-],Bromination of mono- and bisammonium salts with a 4-penten-2-ynyl side group,"Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Kocharyan, S. T.","Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (2001), 71(8), 1165-1168","Bromination of mono- and bisammonium salts with a 4-penten-2-ynyl side group | Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Kocharyan, S. T. | Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (2001), 71(8), 1165-1168",428439-10-5,428439-14-9,"7726-95-6, 67-64-1",,7732-18-5,,,,,,"General/Typical Procedure: Bromination of ammonium salts Ia-Id, IIIa-IIId, V, and VI. To aqueous solution of 0.03 mol of salt Ia-Id, IIIa-IIId, V, or VI we added dropwise at room temperature with constant stirring a 10- or 5-fold molar amount of bromine. After 4 h, the complex that formed was washed with water (5 x 50 ml) and dried. Decomposition with acetone (chemical grade) gave compound IIa-IId, IVa-g, VII, or VIII as hygroscopic oily or crystalline substances. They were recrystallized from absolute ethanol. Comp. no.: IVa, Yield: 99%. Rf : 0.51, IR spectrum, v, cm-1: 590, 1600, 1615, UV spectrum, λmax, nm: 225, Formula: C18H27Br10ClN2. 1H NMR spectrum [CD3OD or (CD3)2SO], δ, ppm (J, Hz): 3.35 s, 3.39 s, 3.47 s and 3.49 s (12H, NCH3), 3.87-4.00 m (4H, CH2Br), 4.51-4.59 m (2H, CH2CH=), 4.81 d.d and 5.00 d. d (4H, CH2CBr=, J gem 15.0.), 5.71-5.85 m (2H, CHBr), 7.45 t (1H, CH=CCl, J 8.5).",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""428439-10-5"", ""smiles"": ""C=CC#CC[N+](C)(C)CC=C(Cl)C[N+](C)(C)CC#CC=C.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""428439-14-9"", ""yield_pct"": ""99"", ""smiles"": ""C[N+](C)(CC=C(Cl)C[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}, {""index"": 2, ""cas_rn"": ""67-64-1""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-4675970,31-268-CAS-4675970,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,92,,,C=Cc1ccccc1,BrCC(Br)c1ccccc1,C=Cc1ccccc1>>BrCC(Br)c1ccccc1,"An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple","Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C.","Green Chemistry (2008), 10(2), 232-237","An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple | Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C. | Green Chemistry (2008), 10(2), 232-237",100-42-5,93-52-7,"64-19-7, 7647-15-6, 7789-38-0, 144-55-8",,"64-19-7, 7732-18-5",,,,,,,2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""100-42-5"", ""smiles"": ""C=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-52-7"", ""yield_pct"": ""92"", ""smiles"": ""BrCC(Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7647-15-6""}, {""index"": 3, ""cas_rn"": ""7789-38-0""}, {""index"": 4, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",green chemistry-reagent,
31-268-CAS-4693098,31-268-CAS-4693098,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,77,,,COCC#CCOC,COC/C(Br)=C(\Br)COC,COCC#CCOC>>COC/C(Br)=C(\Br)COC,Vanadium-catalyzed oxidative bromination under atmospheric oxygen,"Kikushima, Kotaro; Moriuchi, Toshiyuki; Hirao, Toshikazu","Chemistry - An Asian Journal (2009), 4(8), 1213-1216","Vanadium-catalyzed oxidative bromination under atmospheric oxygen | Kikushima, Kotaro; Moriuchi, Toshiyuki; Hirao, Toshikazu | Chemistry - An Asian Journal (2009), 4(8), 1213-1216",16356-02-8,110280-53-0,"76-05-1, 1643-19-2, 7782-44-7",7803-55-6,123-91-1,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""16356-02-8"", ""smiles"": ""COCC#CCOC""}]","[{""index"": 1, ""cas_rn"": ""110280-53-0"", ""yield_pct"": ""77"", ""smiles"": ""COC/C(Br)=C(\\Br)COC""}]","[{""index"": 1, ""cas_rn"": ""76-05-1""}, {""index"": 2, ""cas_rn"": ""1643-19-2""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""7803-55-6""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","green chemistry-catalyst, green chemistry-reagent, stereoselective",
