reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-048-CAS-5530688,31-048-CAS-5530688,Reaction_20251111_1650.rdf,Appel halogenation,75,,,OCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCO)[BH]2%103C%14%1256CCCO)B7%11%134CCCO,BrCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCBr)[BH]2%103C%14%1256CCCBr)B7%11%134CCCBr,OCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCO)[BH]2%103C%14%1256CCCO)B7%11%134CCCO>>BrCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCBr)[BH]2%103C%14%1256CCCBr)B7%11%134CCCBr,Synthesis of Periphery-Decorated and Core-Initiated Borane Polyanionic Macromolecules,"Teixidor, Francesc; Pepiol, Ariadna; Vinas, Clara","Chemistry - A European Journal (2015), 21(30), 10650-10653","Synthesis of Periphery-Decorated and Core-Initiated Borane Polyanionic Macromolecules | Teixidor, Francesc; Pepiol, Ariadna; Vinas, Clara | Chemistry - A European Journal (2015), 21(30), 10650-10653",1800215-36-4,1800215-38-6,"558-13-4, 603-35-0",,109-99-9,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""1800215-36-4"", ""smiles"": ""OCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCO)[BH]2%103C%14%1256CCCO)B7%11%134CCCO""}]","[{""index"": 1, ""cas_rn"": ""1800215-38-6"", ""yield_pct"": ""75"", ""smiles"": ""BrCCCB1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]3%12%13[BH]5%14([BH]685C916(CCCBr)[BH]2%103C%14%1256CCCBr)B7%11%134CCCBr""}]","[{""index"": 1, ""cas_rn"": ""558-13-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Apple reaction,reactant_smiles_validation_failed | product_smiles_validation_failed
31-048-CAS-5634979,31-048-CAS-5634979,Reaction_20251111_1650.rdf,Appel halogenation,82,,,CC(C)=CCCC(C)CCO,CC(C)=CCCC(C)CCBr,CC(C)=CCCC(C)CCO>>CC(C)=CCCC(C)CCBr,The application of a monolithic triphenylphosphine reagent for conducting Ramirez gem-dibromoolefination reactions in flow,"Roper, Kimberley A.; Berry, Malcolm B.; Ley, Steven V.","Beilstein Journal of Organic Chemistry (2013), 91781-1790, 10 pp.","The application of a monolithic triphenylphosphine reagent for conducting Ramirez gem-dibromoolefination reactions in flow | Roper, Kimberley A.; Berry, Malcolm B.; Ley, Steven V. | Beilstein Journal of Organic Chemistry (2013), 91781-1790, 10 pp.",106-22-9,4895-14-1,66070-42-6,,75-09-2,,,"polymer-supported phosphonium dibromomethylide, phosphonium ylide",,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""106-22-9"", ""smiles"": ""CC(C)=CCCC(C)CCO""}]","[{""index"": 1, ""cas_rn"": ""4895-14-1"", ""yield_pct"": ""82"", ""smiles"": ""CC(C)=CCCC(C)CCBr""}]","[{""index"": 1, ""cas_rn"": ""66070-42-6"", ""amd"": ""polymer-supported phosphonium dibromomethylide, phosphonium ylide""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported reaction, flow system, Appel reaction",
31-048-CAS-6037496,31-048-CAS-6037496,Reaction_20251111_1650.rdf,Appel halogenation,100,,,Cc1c(OCC(F)(F)F)ccnc1CO.Cl,Cc1c(OCC(F)(F)F)ccnc1CCl.Cl,Cc1c(OCC(F)(F)F)ccnc1CO.Cl>>Cc1c(OCC(F)(F)F)ccnc1CCl.Cl,Green chemical route for process development of lansoprazole intermediate,"Pai, Nandini R.; Patil, Swapnali Suhas","Chemica Sinica (2013), 4(2), 122-126, 5 pp.","Green chemical route for process development of lansoprazole intermediate | Pai, Nandini R.; Patil, Swapnali Suhas | Chemica Sinica (2013), 4(2), 122-126, 5 pp.",253345-80-1,127337-60-4,"56-23-5, 603-35-0, 121-44-8",64-20-0,75-09-2,,,,,,,2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""253345-80-1"", ""smiles"": ""Cc1c(OCC(F)(F)F)ccnc1CO.Cl""}]","[{""index"": 1, ""cas_rn"": ""127337-60-4"", ""yield_pct"": ""100"", ""smiles"": ""Cc1c(OCC(F)(F)F)ccnc1CCl.Cl""}]","[{""index"": 1, ""cas_rn"": ""56-23-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]","[{""index"": 1, ""cas_rn"": ""64-20-0""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-6055916,31-048-CAS-6055916,Reaction_20251111_1650.rdf,Appel halogenation,93,,,CC1(C)O[C@H]2[C@@H](O1)[C@@H](CO)O[C@@H]1OC(C)(C)O[C@@H]12,CC1(C)O[C@H]2[C@@H](O1)[C@@H](CCl)O[C@@H]1OC(C)(C)O[C@@H]12,CC1(C)O[C@H]2[C@@H](O1)[C@@H](CO)O[C@@H]1OC(C)(C)O[C@@H]12>>CC1(C)O[C@H]2[C@@H](O1)[C@@H](CCl)O[C@@H]1OC(C)(C)O[C@@H]12,One pot conversion of carbohydrates alcohol into chloride via benzotriazole sulfonate,"Azad, Chandra S.; Saxena, Anil K.","Tetrahedron (2013), 69(12), 2608-2612","One pot conversion of carbohydrates alcohol into chloride via benzotriazole sulfonate | Azad, Chandra S.; Saxena, Anil K. | Tetrahedron (2013), 69(12), 2608-2612",4064-06-6,13454-63-2,"7791-25-5, 95-14-7",,75-09-2,,,,,,,2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""4064-06-6"", ""smiles"": ""CC1(C)O[C@H]2[C@@H](O1)[C@@H](CO)O[C@@H]1OC(C)(C)O[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""13454-63-2"", ""yield_pct"": ""93"", ""smiles"": ""CC1(C)O[C@H]2[C@@H](O1)[C@@H](CCl)O[C@@H]1OC(C)(C)O[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""7791-25-5""}, {""index"": 2, ""cas_rn"": ""95-14-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-048-CAS-6338108,31-048-CAS-6338108,Reaction_20251111_1650.rdf,Appel halogenation,92,,,CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@H](O)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@@H](Cl)[C@H]1NC(=O)OCc1ccccc1,CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@H](O)[C@H]1NC(=O)OCc1ccccc1>>CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@@H](Cl)[C@H]1NC(=O)OCc1ccccc1,One pot conversion of carbohydrates alcohol into chloride via benzotriazole sulfonate,"Azad, Chandra S.; Saxena, Anil K.","Tetrahedron (2013), 69(12), 2608-2612","One pot conversion of carbohydrates alcohol into chloride via benzotriazole sulfonate | Azad, Chandra S.; Saxena, Anil K. | Tetrahedron (2013), 69(12), 2608-2612",60076-41-7,1426332-30-0,"7791-25-5, 95-14-7",,75-09-2,,,,,,,2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""60076-41-7"", ""smiles"": ""CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@H](O)[C@H]1NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1426332-30-0"", ""yield_pct"": ""92"", ""smiles"": ""CO[C@H]1O[C@@H]2COC(c3ccccc3)O[C@H]2[C@@H](Cl)[C@H]1NC(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7791-25-5""}, {""index"": 2, ""cas_rn"": ""95-14-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-048-CAS-6362376,31-048-CAS-6362376,Reaction_20251111_1650.rdf,Appel halogenation,94,,,CCCCCC[C@@H](C)O,CCCCCC[C@H](C)Cl,CCCCCC[C@@H](C)O>>CCCCCC[C@H](C)Cl,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",5978-70-1,16844-08-9,79-37-8,18437-79-1,67-66-3,,,,,,"General/Typical Procedure: 1-Chlorodecane (8a): General Procedure 2. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) was added oxalyl chloride (15.0 μL, 0.177 mmol), and the reaction mixture was stirred for 5 min. The appropriate alcoho (1.00 equiv) and oxalyl chloride (87.0 μL, 1.03 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Purification by flash chromatography (silica, 5-100% Et2O/petroleum ether) gave the pure chlorides. 1-Chlorodecane (8a), yield 94%. 1H NMR (400 MHz, CDCl3) δ 3.55 (t, J = 6.8 Hz, 2H, CH2Cl), 1.79 (m, 2H, H2CCH2Cl), 1.50-1.23 (m, 14H, 7 x CH2), 0.91 (t, J = 6.8, 3H, CH3); 13C NMR (100 MHz, CDCl3) δ 45.1, 32.7, 31.9, 29.5, 29.5, 29.3, 28.9, 26.9, 22.7, 14.1.",2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""5978-70-1"", ""smiles"": ""CCCCCC[C@@H](C)O""}]","[{""index"": 1, ""cas_rn"": ""16844-08-9"", ""yield_pct"": ""94"", ""smiles"": ""CCCCCC[C@H](C)Cl""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""18437-79-1""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2, optimized on catalyst loading and addition time, optimization study",
31-048-CAS-6366094,31-048-CAS-6366094,Reaction_20251111_1650.rdf,Appel halogenation,88,,,OC/C=C/c1ccccc1,ClC/C=C/c1ccccc1,OC/C=C/c1ccccc1>>ClC/C=C/c1ccccc1,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",4407-36-7,21087-29-6,79-37-8,791-28-6,67-66-3,,,,,,"General/Typical Procedure: Benzylchloride (8b): General Procedure 2. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) was added oxalyl chloride (15.0 μL, 0.177 mmol), and the reaction mixture was stirred for 5 min. The appropriate alcohol (1.00 equiv) and oxalyl chloride (87.0 μL, 1.03 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Purification by flash chromatography (silica, 5-100% Et2O/petroleum ether) gave the pure chlorides. Cinnamylchloride (8i) as a colorless oil, yield 134 mg, 88%. 1H NMR(400 MHz, CDCl3) δ 7.30-7.49 (m, 5H, ArH), 6.69 (d, J = 15.6 Hz, 1H, PhCHCH), 6.36 (dt, J = 15.6 and 7.2 Hz, 1H, HCCH2Cl), 4.28 (dd, J = 7.2 Hz, 2H, CH2); 13C NMR (100 MHz, CDCl3) δ 136.4, 134.2, 128.7, 128.5, 126.7, 125.0, 45.5.",2,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""4407-36-7"", ""smiles"": ""OC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""21087-29-6"", ""yield_pct"": ""88"", ""smiles"": ""ClC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
31-048-CAS-6484023,31-048-CAS-6484023,Reaction_20251111_1650.rdf,Appel halogenation,77,,,OCCCCc1ccccc1,BrCCCCc1ccccc1,OCCCCc1ccccc1>>BrCCCCc1ccccc1,The application of a monolithic triphenylphosphine reagent for conducting Appel reactions in flow microreactors,"Roper, Kimberley A.; Lange, Heiko; Polyzos, Anastasios; Berry, Malcolm B.; Baxendale, Ian R.; Ley, Steven V.","Beilstein Journal of Organic Chemistry (2011), 71648-1655","The application of a monolithic triphenylphosphine reagent for conducting Appel reactions in flow microreactors | Roper, Kimberley A.; Lange, Heiko; Polyzos, Anastasios; Berry, Malcolm B.; Baxendale, Ian R.; Ley, Steven V. | Beilstein Journal of Organic Chemistry (2011), 71648-1655",3360-41-6,13633-25-5,603-35-0,,75-09-2,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""3360-41-6"", ""smiles"": ""OCCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""13633-25-5"", ""yield_pct"": ""77"", ""smiles"": ""BrCCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported reagent, 0.5% conversion (after one pass), reagent on monolithic support in glass column, reaction by pumping of alcohol solution through the monolith, Appel reaction, flow system used",
31-048-CAS-6526579,31-048-CAS-6526579,Reaction_20251111_1650.rdf,Appel halogenation,79,,,C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CO)[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CBr)[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CO)[C@@H]2O>>C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CBr)[C@@H]2O,"Neighboring group participation. Part 16. Stereoselective synthesis and receptor-binding examination of the four stereoisomers of 16-bromomethyl-3,17-estradiols","Szajli, Agota; Woelfling, Janos; Mernyak, Erzsebet; Minorics, Renata; Marki, Arpad; Falkay, George; Schneider, Gyula","Steroids (2006), 71(2), 141-153","Neighboring group participation. Part 16. Stereoselective synthesis and receptor-binding examination of the four stereoisomers of 16-bromomethyl-3,17-estradiols | Szajli, Agota; Woelfling, Janos; Mernyak, Erzsebet; Minorics, Renata; Marki, Arpad; Falkay, George; Schneider, Gyula | Steroids (2006), 71(2), 141-153",438536-56-2,925910-79-8,"558-13-4, 603-35-0",,75-09-2,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""438536-56-2"", ""smiles"": ""C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CO)[C@@H]2O""}]","[{""index"": 1, ""cas_rn"": ""925910-79-8"", ""yield_pct"": ""79"", ""smiles"": ""C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@@H](CBr)[C@@H]2O""}]","[{""index"": 1, ""cas_rn"": ""558-13-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","regioselective, Appel bromination",
31-048-CAS-6637387,31-048-CAS-6637387,Reaction_20251111_1650.rdf,Appel halogenation,98,,,CC(O)c1ccccc1,CC(Cl)c1ccccc1,CC(O)c1ccccc1>>CC(Cl)c1ccccc1,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",98-85-1,672-65-1,79-37-8,791-28-6,67-66-3,,,,,,"General/Typical Procedure: 1-Chlorodecane (8a): General Procedure 2. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) was added oxalyl chloride (15.0 μL, 0.177 mmol), and the reaction mixture was stirred for 5 min. The appropriate alcoho (1.00 equiv) and oxalyl chloride (87.0 μL, 1.03 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Purification by flash chromatography (silica, 5-100% Et2O/petroleum ether) gave the pure chlorides. (1-Chloroethyl)benzene (8m) as a colorless oil, yield 138 mg, 98%. 1H NMR (400 MHz, CDCl3) δ 7.47-7.30 (m, 5H, ArH), 5.12 (q, J = 6.7 Hz, 1H, CHCl), 1.88 (d, J = 6.7 Hz, 3H, CH3); 13C NMR (100 MHz, CDCl3); δ 142.9, 128.7, 128.3, 126.6,58.8, 26.6.",2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""672-65-1"", ""yield_pct"": ""98"", ""smiles"": ""CC(Cl)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2, using EtOAc as solvent gave lower yield",
31-048-CAS-6913362,31-048-CAS-6913362,Reaction_20251111_1650.rdf,Appel halogenation,74,,,O=C(Cl)C(=O)Cl.CCCCCCCCCCO,CCCCCCCCCCBr.CCCCCCCCCCOC(=O)C(=O)Cl.CCCCCCCCCCOC(=O)C(=O)Br,O=C(Cl)C(=O)Cl.CCCCCCCCCCO>>CCCCCCCCCCBr.CCCCCCCCCCOC(=O)C(=O)Cl.CCCCCCCCCCOC(=O)C(=O)Br,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767","79-37-8, 112-30-1","112-29-8, 1227195-10-9, 1319712-99-6","79-37-8, 7550-35-8",791-28-6,67-66-3,,,,,,"General/Typical Procedure: General Procedure 3. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) were added oxalyl chloride (16.5 μL, 0.195mmol) and LiBr (130-304mg, 1.50-3.50 mmol), and the reaction mixture stirred for 5 min. The appropriate alcohol (1.00 equiv) and oxalyl chloride (93.5 μL, 1.11 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 5 h via syringe pump at rt. The reaction mixture was filtered. The solvent was removed in vacuo. Further purification by flash chromatography (silica, 5-10% Et2O/petroleum ether) gave the pure bromides. 1-bromodecane (11a), yield 74%. Decyl 2-chloro-2-oxoacetate (9a), yield 21% (50) and Decyl 2-Bromo-2-oxoacetate (12a), yield 21% (50). 11a: 1H NMR (400 MHz, CDCl3) δ 3.40 (t, J = 6.9 Hz, 2H, BrCH2), 1.86 (m, 2H,H2CCH2Br),1.48-1.20 (m,14 H, 7°CH2), 0.89 (t, J = 6.9 Hz, 3H, CH3); 13C NMR (100 MHz, CDCl3) δ 34.0, 32.9, 31.9, 29.5, 29.5, 29.3, 28.8,28.2, 22.7, 14.1. 9a: 1H NMR (400 MHz, CDCl3) δ 4.35 (t, J = 6.8 Hz, 2H, H2CO), 1.76 (m, 2H, H2CCH2O), 1.44-1.20 (m, 14H, 7 x CH2), 0.88 (t, J= 6.4 Hz, 3H, CH3); 13C NMR (100 MHz, CDCl3) δ 161.2, 155.9, 69.2, 31.9, 29.5, 29.5, 29.3, 29.1, 28.3, 25.7, 22.7, 14.1; IR νmax (CDCl3) 2909 (CH), 1780 (CO), 1467, 1378 cm-1; HRMS (EI+) (of the CH3OHderived methylesters) C13H24NaO4 calcd 267.1567, found 267.1560. 12a: 1H NMR(400 MHz, CDCl3) δ 4.35 (t, J = 6.7 Hz, 2H, H2CO), 1.76 (m, 2H, H2CCH2O), 1.44-1.21 (m, 14H, 7 °CH2), 0.88 (t, J = 7.0 Hz, 3H, CH3); 13C NMR (100 MHz, CDCl3) δ 157.8, 155.8, 69.3, 31.9, 29.5, 29.4, 29.3, 29.1, 28.2, 25.6, 22.7, 14.1; IR νmax (CHCl3) 2928 (CH), 1793 (CO), 1755 (CO),1466, 1261 cm-1;HRMS (EI+) (of the CH3OH derived methylester) C13H24NaO4 calcd 267.1567, found 267.1560.",2,1,74,11,11,,,,,"{""1"": 74, ""2"": 11, ""3"": 11}","[{""index"": 1, ""cas_rn"": ""79-37-8"", ""smiles"": ""O=C(Cl)C(=O)Cl""}, {""index"": 2, ""cas_rn"": ""112-30-1"", ""smiles"": ""CCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""112-29-8"", ""yield_pct"": ""74"", ""smiles"": ""CCCCCCCCCCBr""}, {""index"": 2, ""cas_rn"": ""1227195-10-9"", ""yield_pct"": ""11"", ""smiles"": ""CCCCCCCCCCOC(=O)C(=O)Cl""}, {""index"": 3, ""cas_rn"": ""1319712-99-6"", ""yield_pct"": ""11"", ""smiles"": ""CCCCCCCCCCOC(=O)C(=O)Br""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""7550-35-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","products depend on alcohol:oxalyl chloride:bromide ratio, bromide source and addition time, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
31-048-CAS-6967054,31-048-CAS-6967054,Reaction_20251111_1650.rdf,Appel halogenation,80,,,OCc1ccccc1,ClCc1ccccc1,OCc1ccccc1>>ClCc1ccccc1,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",100-51-6,100-44-7,79-37-8,791-28-6,67-66-3,,,,,,"Benzylchloride (8b): General Procedure 2. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) was added oxalyl chloride (15.0 μL, 0.177 mmol), and the reaction mixture was stirred for 5 min. The appropriate alcohol (1.00 equiv) and oxalyl chloride (87.0 μL, 1.03 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Purification by flash chromatography (silica, 5-100% Et2O/petroleum ether) gave the pure chlorides. Benzylchloride (8b) as a colorless oil, yield 53 mg, 42%. 1H NMR (270 MHz, CDCl3) δ 7.30-7.43 (m, 5H, ArH), 4.62 (s, 2H, CH2); 13C NMR (67.5 MHz, CDCl3) δ137.6, 128.9, 128.7, 128.5, 46.3.",2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-44-7"", ""yield_pct"": ""80"", ""smiles"": ""ClCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
