reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-048-CAS-20294996,31-048-CAS-20294996,Reaction_20251111_1650.rdf,Appel halogenation,87,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(OC)c(CO)c1,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(OC)c(CBr)c1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(OC)c(CO)c1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(OC)c(CBr)c1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 33524-31-1","2273-09-8, 60732-17-4","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,87,,,,,,"{""2"": 87}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""33524-31-1"", ""smiles"": ""COc1ccc(OC)c(CO)c1""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""60732-17-4"", ""yield_pct"": ""87"", ""smiles"": ""COc1ccc(OC)c(CBr)c1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
31-048-CAS-20294998,31-048-CAS-20294998,Reaction_20251111_1650.rdf,Appel halogenation,71,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cc(Br)cc(Br)c1,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cc(Br)cc(Br)c1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cc(Br)cc(Br)c1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cc(Br)cc(Br)c1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 145691-59-4","2273-09-8, 56908-88-4","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,71,,,,,,"{""2"": 71}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""145691-59-4"", ""smiles"": ""OCc1cc(Br)cc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""56908-88-4"", ""yield_pct"": ""71"", ""smiles"": ""BrCc1cc(Br)cc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20294999,31-048-CAS-20294999,Reaction_20251111_1650.rdf,Appel halogenation,74,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.O=[N+]([O-])c1ccc(CO)cc1,O=[N+]([O-])c1ccc(CCl)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.O=[N+]([O-])c1ccc(CO)cc1>>O=[N+]([O-])c1ccc(CCl)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 619-73-8","100-14-1, 2273-09-8","40949-94-8, 128-09-6",,75-09-2,,,,,,,3,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""619-73-8"", ""smiles"": ""O=[N+]([O-])c1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""100-14-1"", ""yield_pct"": ""74"", ""smiles"": ""O=[N+]([O-])c1ccc(CCl)cc1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-09-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
31-048-CAS-20295000,31-048-CAS-20295000,Reaction_20251111_1650.rdf,Appel halogenation,78,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCCc1ccccc1,ClCCc1ccccc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCCc1ccccc1>>ClCCc1ccccc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 60-12-8","622-24-2, 2273-09-8","40949-94-8, 128-09-6",,75-09-2,,,,,,,3,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""60-12-8"", ""smiles"": ""OCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""622-24-2"", ""yield_pct"": ""78"", ""smiles"": ""ClCCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-09-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
31-048-CAS-20295001,31-048-CAS-20295001,Reaction_20251111_1650.rdf,Appel halogenation,89,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cccc2ccccc12,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cccc2ccccc12,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cccc2ccccc12>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cccc2ccccc12,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 4780-79-4","2273-09-8, 3163-27-7","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,89,,,,,,"{""2"": 89}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""4780-79-4"", ""smiles"": ""OCc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""3163-27-7"", ""yield_pct"": ""89"", ""smiles"": ""BrCc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295002,31-048-CAS-20295002,Reaction_20251111_1650.rdf,Appel halogenation,78,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.Cc1ccc(CO)cc1,Cc1ccc(CBr)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.Cc1ccc(CO)cc1>>Cc1ccc(CBr)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 589-18-4","104-81-4, 2273-09-8","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""589-18-4"", ""smiles"": ""Cc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""104-81-4"", ""yield_pct"": ""78"", ""smiles"": ""Cc1ccc(CBr)cc1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295003,31-048-CAS-20295003,Reaction_20251111_1650.rdf,Appel halogenation,71,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(CO)cc1,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(CBr)cc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(CO)cc1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(CBr)cc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 105-13-5","2273-09-8, 2746-25-0","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,71,,,,,,"{""2"": 71}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""105-13-5"", ""smiles"": ""COc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2746-25-0"", ""yield_pct"": ""71"", ""smiles"": ""COc1ccc(CBr)cc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295004,31-048-CAS-20295004,Reaction_20251111_1650.rdf,Appel halogenation,79,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc(Br)cc1,BrCc1ccc(Br)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc(Br)cc1>>BrCc1ccc(Br)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 873-75-6","589-15-1, 2273-09-8","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""873-75-6"", ""smiles"": ""OCc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""589-15-1"", ""yield_pct"": ""79"", ""smiles"": ""BrCc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295005,31-048-CAS-20295005,Reaction_20251111_1650.rdf,Appel halogenation,71,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc(-c2ccccc2)cc1,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1ccc(-c2ccccc2)cc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc(-c2ccccc2)cc1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1ccc(-c2ccccc2)cc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 3597-91-9","2273-09-8, 2567-29-5","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,71,,,,,,"{""2"": 71}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""3597-91-9"", ""smiles"": ""OCc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2567-29-5"", ""yield_pct"": ""71"", ""smiles"": ""BrCc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
31-048-CAS-20295007,31-048-CAS-20295007,Reaction_20251111_1650.rdf,Appel halogenation,80,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccccc1,BrCc1ccccc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccccc1>>BrCc1ccccc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 100-51-6","100-39-0, 2273-09-8","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-39-0"", ""yield_pct"": ""80"", ""smiles"": ""BrCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295010,31-048-CAS-20295010,Reaction_20251111_1650.rdf,Appel halogenation,85,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OC/C=C/c1ccccc1,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrC/C=C/c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OC/C=C/c1ccccc1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrC/C=C/c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 4407-36-7","2273-09-8, 26146-77-0","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,85,,,,,,"{""2"": 85}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""4407-36-7"", ""smiles"": ""OC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""26146-77-0"", ""yield_pct"": ""85"", ""smiles"": ""BrC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295011,31-048-CAS-20295011,Reaction_20251111_1650.rdf,Appel halogenation,91,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc2ccccc2c1,BrCc1ccc2ccccc2c1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc2ccccc2c1>>BrCc1ccc2ccccc2c1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 1592-38-7","939-26-4, 2273-09-8","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""1592-38-7"", ""smiles"": ""OCc1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""939-26-4"", ""yield_pct"": ""91"", ""smiles"": ""BrCc1ccc2ccccc2c1""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
31-048-CAS-20295012,31-048-CAS-20295012,Reaction_20251111_1650.rdf,Appel halogenation,76,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCCc1cccc2ccccc12,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCCc1cccc2ccccc12,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCCc1cccc2ccccc12>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCCc1cccc2ccccc12,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 773-99-9","2273-09-8, 13686-49-2","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,76,,,,,,"{""2"": 76}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""773-99-9"", ""smiles"": ""OCCc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""13686-49-2"", ""yield_pct"": ""76"", ""smiles"": ""BrCCc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295014,31-048-CAS-20295014,Reaction_20251111_1650.rdf,Appel halogenation,72,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.CCCCCCCCCCCCO,CCCCCCCCCCCCBr.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.CCCCCCCCCCCCO>>CCCCCCCCCCCCBr.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 112-53-8","143-15-7, 2273-09-8","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""112-53-8"", ""smiles"": ""CCCCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""143-15-7"", ""yield_pct"": ""72"", ""smiles"": ""CCCCCCCCCCCCBr""}, {""index"": 2, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-20295015,31-048-CAS-20295015,Reaction_20251111_1650.rdf,Appel halogenation,77,,,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.CCCCCCCCCCCCCCCCCCCCCCO,O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.CCCCCCCCCCCCCCCCCCCCCCBr,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.CCCCCCCCCCCCCCCCCCCCCCO>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.CCCCCCCCCCCCCCCCCCCCCCBr,Promotion of Appel-type reactions by N-heterocyclic carbenes,"Hussein, Mohanad A.; Nguyen, Thanh Vinh","Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","Promotion of Appel-type reactions by N-heterocyclic carbenes | Hussein, Mohanad A.; Nguyen, Thanh Vinh | Chemical Communications (Cambridge, United Kingdom) (2019), 55(55), 7962-7965","166773-08-6, 661-19-8","2273-09-8, 6938-66-5","40949-94-8, 128-08-5",,75-09-2,,,,,,,3,1,,77,,,,,,"{""2"": 77}","[{""index"": 1, ""cas_rn"": ""166773-08-6"", ""smiles"": ""[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1""}, {""index"": 2, ""cas_rn"": ""661-19-8"", ""smiles"": ""CCCCCCCCCCCCCCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""2273-09-8"", ""smiles"": ""O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""6938-66-5"", ""yield_pct"": ""77"", ""smiles"": ""CCCCCCCCCCCCCCCCCCCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""40949-94-8""}, {""index"": 2, ""cas_rn"": ""128-08-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","Appel reaction, alternate reaction conditions also shown",
