31-484-CAS-22486044,31-484-CAS-22486044,1.rdf,Decarboxylative arylation,60,,,O=C(O)C(=O)c1ccccc1.Brc1cnc2ccccc2c1,O=C(c1ccccc1)c1cnc2ccccc2c1,O=C(O)C(=O)c1ccccc1.Brc1cnc2ccccc2c1>>O=C(c1ccccc1)c1cnc2ccccc2c1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 5332-24-1",37045-14-0,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,60,,,,,,,"{""1"": 60}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""5332-24-1"", ""smiles"": ""Brc1cnc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""37045-14-0"", ""yield_pct"": ""60"", ""smiles"": ""O=C(c1ccccc1)c1cnc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486045,31-484-CAS-22486045,1.rdf,Decarboxylative arylation,78,,,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Br)n1,O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Br)n1>>O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 189278-27-1",2479962-26-8,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""189278-27-1"", ""smiles"": ""FC(F)(F)c1cccc(Br)n1""}]","[{""index"": 1, ""cas_rn"": ""2479962-26-8"", ""yield_pct"": ""78"", ""smiles"": ""O=C(c1ccccc1)c1cccc(C(F)(F)F)n1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used, alternative preparation shown",
31-484-CAS-22486046,31-484-CAS-22486046,1.rdf,Decarboxylative arylation,51,,,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Cl)n1,O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Cl)n1>>O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 39890-95-4",2479962-26-8,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,51,,,,,,,"{""1"": 51}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""39890-95-4"", ""smiles"": ""FC(F)(F)c1cccc(Cl)n1""}]","[{""index"": 1, ""cas_rn"": ""2479962-26-8"", ""yield_pct"": ""51"", ""smiles"": ""O=C(c1ccccc1)c1cccc(C(F)(F)F)n1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used, alternative preparation shown",
31-484-CAS-22486047,31-484-CAS-22486047,1.rdf,Decarboxylative arylation,80,,,O=C(O)C(=O)c1ccccc1.CC(=O)c1cccc(Br)n1,CC(=O)c1cccc(C(=O)c2ccccc2)n1,O=C(O)C(=O)c1ccccc1.CC(=O)c1cccc(Br)n1>>CC(=O)c1cccc(C(=O)c2ccccc2)n1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 49669-13-8",2479962-28-0,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""49669-13-8"", ""smiles"": ""CC(=O)c1cccc(Br)n1""}]","[{""index"": 1, ""cas_rn"": ""2479962-28-0"", ""yield_pct"": ""80"", ""smiles"": ""CC(=O)c1cccc(C(=O)c2ccccc2)n1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486048,31-484-CAS-22486048,1.rdf,Decarboxylative arylation,75,,,Brc1ccc(I)cc1.O=C(O)C(=O)c1ccccc1,O=C(c1ccccc1)c1ccc(Br)cc1,Brc1ccc(I)cc1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccc(Br)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","589-87-7, 611-73-4",90-90-4,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""589-87-7"", ""smiles"": ""Brc1ccc(I)cc1""}, {""index"": 2, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""90-90-4"", ""yield_pct"": ""75"", ""smiles"": ""O=C(c1ccccc1)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486049,31-484-CAS-22486049,1.rdf,Decarboxylative arylation,73,,,Ic1ccccc1.O=C(O)C(=O)c1ccccc1,O=C(c1ccccc1)c1ccccc1,Ic1ccccc1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccccc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","591-50-4, 611-73-4",119-61-9,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""591-50-4"", ""smiles"": ""Ic1ccccc1""}, {""index"": 2, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""119-61-9"", ""yield_pct"": ""73"", ""smiles"": ""O=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486050,31-484-CAS-22486050,1.rdf,Decarboxylative arylation,53,,,O=C(O)C(=O)c1ccccc1.Cc1ccc(I)cc1,Cc1ccc(C(=O)c2ccccc2)cc1,O=C(O)C(=O)c1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(C(=O)c2ccccc2)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 624-31-7",134-84-9,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,53,,,,,,,"{""1"": 53}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""624-31-7"", ""smiles"": ""Cc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""134-84-9"", ""yield_pct"": ""53"", ""smiles"": ""Cc1ccc(C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486051,31-484-CAS-22486051,1.rdf,Decarboxylative arylation,50,,,O=C(O)C(=O)c1ccccc1.COc1ccc(I)cc1,COc1ccc(C(=O)c2ccccc2)cc1,O=C(O)C(=O)c1ccccc1.COc1ccc(I)cc1>>COc1ccc(C(=O)c2ccccc2)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 696-62-8",611-94-9,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,50,,,,,,,"{""1"": 50}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""696-62-8"", ""smiles"": ""COc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""611-94-9"", ""yield_pct"": ""50"", ""smiles"": ""COc1ccc(C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486052,31-484-CAS-22486052,1.rdf,Decarboxylative arylation,51,,,O=C(O)C(=O)c1ccccc1.CC(C)(C)c1ccc(I)cc1,CC(C)(C)c1ccc(C(=O)c2ccccc2)cc1,O=C(O)C(=O)c1ccccc1.CC(C)(C)c1ccc(I)cc1>>CC(C)(C)c1ccc(C(=O)c2ccccc2)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 35779-04-5",22679-54-5,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,51,,,,,,,"{""1"": 51}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""35779-04-5"", ""smiles"": ""CC(C)(C)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""22679-54-5"", ""yield_pct"": ""51"", ""smiles"": ""CC(C)(C)c1ccc(C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486053,31-484-CAS-22486053,1.rdf,Decarboxylative arylation,45,,,O=C(O)C(=O)c1ccccc1.Cc1cccc(I)c1,Cc1cccc(C(=O)c2ccccc2)c1,O=C(O)C(=O)c1ccccc1.Cc1cccc(I)c1>>Cc1cccc(C(=O)c2ccccc2)c1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 625-95-6",643-65-2,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,45,,,,,,,"{""1"": 45}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""625-95-6"", ""smiles"": ""Cc1cccc(I)c1""}]","[{""index"": 1, ""cas_rn"": ""643-65-2"", ""yield_pct"": ""45"", ""smiles"": ""Cc1cccc(C(=O)c2ccccc2)c1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486054,31-484-CAS-22486054,1.rdf,Decarboxylative arylation,61,,,O=C(O)C(=O)c1ccccc1.Ic1ccncc1,O=C(c1ccccc1)c1ccncc1,O=C(O)C(=O)c1ccccc1.Ic1ccncc1>>O=C(c1ccccc1)c1ccncc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 15854-87-2",14548-46-0,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,61,,,,,,,"{""1"": 61}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""15854-87-2"", ""smiles"": ""Ic1ccncc1""}]","[{""index"": 1, ""cas_rn"": ""14548-46-0"", ""yield_pct"": ""61"", ""smiles"": ""O=C(c1ccccc1)c1ccncc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486055,31-484-CAS-22486055,1.rdf,Decarboxylative arylation,46,,,O=C(O)C(=O)c1ccccc1.Ic1ccc2c(c1)OCO2,O=C(c1ccccc1)c1ccc2c(c1)OCO2,O=C(O)C(=O)c1ccccc1.Ic1ccc2c(c1)OCO2>>O=C(c1ccccc1)c1ccc2c(c1)OCO2,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","611-73-4, 5876-51-7",54225-86-4,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,46,,,,,,,"{""1"": 46}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""5876-51-7"", ""smiles"": ""Ic1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""54225-86-4"", ""yield_pct"": ""46"", ""smiles"": ""O=C(c1ccccc1)c1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486056,31-484-CAS-22486056,1.rdf,Decarboxylative arylation,92,,,N#Cc1ccc(Br)cc1.Cc1ccc(C(=O)C(=O)O)cc1,Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1,N#Cc1ccc(Br)cc1.Cc1ccc(C(=O)C(=O)O)cc1>>Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","623-00-7, 7163-50-0",35776-95-5,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""623-00-7"", ""smiles"": ""N#Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""7163-50-0"", ""smiles"": ""Cc1ccc(C(=O)C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""35776-95-5"", ""yield_pct"": ""92"", ""smiles"": ""Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
31-484-CAS-22486057,31-484-CAS-22486057,1.rdf,Decarboxylative arylation,93,,,N#Cc1ccc(Br)cc1.COc1ccc(C(=O)C(=O)O)cc1,COc1ccc(C(=O)c2ccc(C#N)cc2)cc1,N#Cc1ccc(Br)cc1.COc1ccc(C(=O)C(=O)O)cc1>>COc1ccc(C(=O)c2ccc(C#N)cc2)cc1,Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones,"Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi","Organic Letters (2020), 22(17), 6832-6837","Acyl Radicals from α-Keto Acids Using a Carbonyl Photocatalyst: Photoredox-Catalyzed Synthesis of Ketones | Zhu, Da-Liang; Wu, Qi; Young, David James; Wang, Hao; Ren, Zhi-Gang; Li, Hong-Xi | Organic Letters (2020), 22(17), 6832-6837","623-00-7, 7099-91-4",27645-60-9,554-13-2,"86-39-5, 29046-78-4, 72914-19-3","68-12-2, 7732-18-5",,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""623-00-7"", ""smiles"": ""N#Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""7099-91-4"", ""smiles"": ""COc1ccc(C(=O)C(=O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""27645-60-9"", ""yield_pct"": ""93"", ""smiles"": ""COc1ccc(C(=O)c2ccc(C#N)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-13-2""}]","[{""index"": 1, ""cas_rn"": ""86-39-5""}, {""index"": 2, ""cas_rn"": ""29046-78-4""}, {""index"": 3, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, compact fluorescent lamp (45 W) used",
