31-614-CAS-38656509,31-614-CAS-38656509,1.rdf,Decarboxylative arylation,69,,,O=Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(C=O)cc1,O=Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C=O)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","1122-91-4, 55441-26-4",58287-77-7,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,69,,,,,,,"{""1"": 69}","[{""index"": 1, ""cas_rn"": ""1122-91-4"", ""smiles"": ""O=Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""58287-77-7"", ""yield_pct"": ""69"", ""smiles"": ""CCN(CC)C(=O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656510,31-614-CAS-38656510,1.rdf,Decarboxylative arylation,80,,,Fc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(F)cc1,Fc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(F)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","460-00-4, 55441-26-4",10366-88-8,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""460-00-4"", ""smiles"": ""Fc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""10366-88-8"", ""yield_pct"": ""80"", ""smiles"": ""CCN(CC)C(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used, optimization study, optimized on solvent, optimized on catalyst, optimized on additive",
31-614-CAS-38656511,31-614-CAS-38656511,1.rdf,Decarboxylative arylation,74,,,N#Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(C#N)cc1,N#Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C#N)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","623-00-7, 55441-26-4",95725-03-4,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""623-00-7"", ""smiles"": ""N#Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""95725-03-4"", ""yield_pct"": ""74"", ""smiles"": ""CCN(CC)C(=O)c1ccc(C#N)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656512,31-614-CAS-38656512,1.rdf,Decarboxylative arylation,73,,,CCN(CC)C(=O)C(=O)O.COc1cc(Br)ccc1F,CCN(CC)C(=O)c1ccc(F)c(OC)c1,CCN(CC)C(=O)C(=O)O.COc1cc(Br)ccc1F>>CCN(CC)C(=O)c1ccc(F)c(OC)c1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","55441-26-4, 103291-07-2",1473422-58-0,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""103291-07-2"", ""smiles"": ""COc1cc(Br)ccc1F""}]","[{""index"": 1, ""cas_rn"": ""1473422-58-0"", ""yield_pct"": ""73"", ""smiles"": ""CCN(CC)C(=O)c1ccc(F)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656513,31-614-CAS-38656513,1.rdf,Decarboxylative arylation,42,,,Fc1ccccc1Br.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccccc1F,Fc1ccccc1Br.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccccc1F,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","1072-85-1, 55441-26-4",10345-76-3,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,42,,,,,,,"{""1"": 42}","[{""index"": 1, ""cas_rn"": ""1072-85-1"", ""smiles"": ""Fc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""10345-76-3"", ""yield_pct"": ""42"", ""smiles"": ""CCN(CC)C(=O)c1ccccc1F""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656514,31-614-CAS-38656514,1.rdf,Decarboxylative arylation,69,,,Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(C)cc1,Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","106-38-7, 55441-26-4",2728-05-4,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,69,,,,,,,"{""1"": 69}","[{""index"": 1, ""cas_rn"": ""106-38-7"", ""smiles"": ""Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""2728-05-4"", ""yield_pct"": ""69"", ""smiles"": ""CCN(CC)C(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656515,31-614-CAS-38656515,1.rdf,Decarboxylative arylation,83,,,CCN(CC)C(=O)C(=O)O.Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,CCN(CC)C(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,CCN(CC)C(=O)C(=O)O.Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1>>CCN(CC)C(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","55441-26-4, 103068-20-8",3023174-17-3,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""103068-20-8"", ""smiles"": ""Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1""}]","[{""index"": 1, ""cas_rn"": ""3023174-17-3"", ""yield_pct"": ""83"", ""smiles"": ""CCN(CC)C(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656516,31-614-CAS-38656516,1.rdf,Decarboxylative arylation,76,,,CC(=O)c1cccc(Br)c1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1cccc(C(C)=O)c1,CC(=O)c1cccc(Br)c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1cccc(C(C)=O)c1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","2142-63-4, 55441-26-4",879373-54-3,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""2142-63-4"", ""smiles"": ""CC(=O)c1cccc(Br)c1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""879373-54-3"", ""yield_pct"": ""76"", ""smiles"": ""CCN(CC)C(=O)c1cccc(C(C)=O)c1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656517,31-614-CAS-38656517,1.rdf,Decarboxylative arylation,77,,,Brc1ccc2ccccc2c1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc2ccccc2c1,Brc1ccc2ccccc2c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2ccccc2c1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","580-13-2, 55441-26-4",13577-84-9,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""580-13-2"", ""smiles"": ""Brc1ccc2ccccc2c1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""13577-84-9"", ""yield_pct"": ""77"", ""smiles"": ""CCN(CC)C(=O)c1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656518,31-614-CAS-38656518,1.rdf,Decarboxylative arylation,82,,,Brc1ccccc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccccc1,Brc1ccccc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccccc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","108-86-1, 55441-26-4",1696-17-9,497-19-8,"17217-57-1, 28923-39-9, 1416881-52-1","75-05-8, 123-91-1",,,,,,,2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""108-86-1"", ""smiles"": ""Brc1ccccc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""1696-17-9"", ""yield_pct"": ""82"", ""smiles"": ""CCN(CC)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656519,31-614-CAS-38656519,1.rdf,Decarboxylative arylation,83,,,COc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(OC)cc1,COc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(OC)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","104-92-7, 55441-26-4",7465-86-3,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""104-92-7"", ""smiles"": ""COc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""7465-86-3"", ""yield_pct"": ""83"", ""smiles"": ""CCN(CC)C(=O)c1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656520,31-614-CAS-38656520,1.rdf,Decarboxylative arylation,35,,,CCN(CC)C(=O)C(=O)O.CONC(=O)c1ccc(Br)cc1,CCN(CC)C(=O)c1ccc(C(=O)NOC)cc1,CCN(CC)C(=O)C(=O)O.CONC(=O)c1ccc(Br)cc1>>CCN(CC)C(=O)c1ccc(C(=O)NOC)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","55441-26-4, 72755-10-3",3023174-18-4,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,35,,,,,,,"{""1"": 35}","[{""index"": 1, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""72755-10-3"", ""smiles"": ""CONC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""3023174-18-4"", ""yield_pct"": ""35"", ""smiles"": ""CCN(CC)C(=O)c1ccc(C(=O)NOC)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656521,31-614-CAS-38656521,1.rdf,Decarboxylative arylation,76,,,Brc1ccc2c(c1)OCO2.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc2c(c1)OCO2,Brc1ccc2c(c1)OCO2.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2c(c1)OCO2,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","2635-13-4, 55441-26-4",15777-86-3,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""2635-13-4"", ""smiles"": ""Brc1ccc2c(c1)OCO2""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""15777-86-3"", ""yield_pct"": ""76"", ""smiles"": ""CCN(CC)C(=O)c1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656522,31-614-CAS-38656522,1.rdf,Decarboxylative arylation,58,,,CCN(CC)C(=O)C(=O)O.CC1(C)OB(c2ccc(Br)cc2)OC1(C)C,CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CCN(CC)C(=O)C(=O)O.CC1(C)OB(c2ccc(Br)cc2)OC1(C)C>>CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","55441-26-4, 68716-49-4",325142-99-2,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,58,,,,,,,"{""1"": 58}","[{""index"": 1, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""68716-49-4"", ""smiles"": ""CC1(C)OB(c2ccc(Br)cc2)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""325142-99-2"", ""yield_pct"": ""58"", ""smiles"": ""CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656523,31-614-CAS-38656523,1.rdf,Decarboxylative arylation,70,,,O=S(=O)(c1ccc(Br)cc1)N1CCOCC1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,O=S(=O)(c1ccc(Br)cc1)N1CCOCC1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","834-67-3, 55441-26-4",948012-99-5,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""834-67-3"", ""smiles"": ""O=S(=O)(c1ccc(Br)cc1)N1CCOCC1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""948012-99-5"", ""yield_pct"": ""70"", ""smiles"": ""CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
31-614-CAS-38656524,31-614-CAS-38656524,1.rdf,Decarboxylative arylation,94,,,COC(=O)c1ccc(Br)cn1.CCN(CC)C(=O)C(=O)O,CCN(CC)C(=O)c1ccc(C(=O)OC)nc1,COC(=O)c1ccc(Br)cn1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C(=O)OC)nc1,Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis,"Duan, Depeng; Song, Lu","Organic Chemistry Frontiers (2024), 11(1), 47-52","Photoredox Ni-catalyzed decarboxylative arylation of oxamic acids for synthesis | Duan, Depeng; Song, Lu | Organic Chemistry Frontiers (2024), 11(1), 47-52","29682-15-3, 55441-26-4",2766725-84-0,497-19-8,"17217-57-1, 28923-39-9, 1469700-24-0","75-05-8, 123-91-1",,,,,,,2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""29682-15-3"", ""smiles"": ""COC(=O)c1ccc(Br)cn1""}, {""index"": 2, ""cas_rn"": ""55441-26-4"", ""smiles"": ""CCN(CC)C(=O)C(=O)O""}]","[{""index"": 1, ""cas_rn"": ""2766725-84-0"", ""yield_pct"": ""94"", ""smiles"": ""CCN(CC)C(=O)c1ccc(C(=O)OC)nc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}]","[{""index"": 1, ""cas_rn"": ""17217-57-1""}, {""index"": 2, ""cas_rn"": ""28923-39-9""}, {""index"": 3, ""cas_rn"": ""1469700-24-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","photochemical (photochemical process (stage 2), light source (440 nm 10 W) used (stage 2)), Schlenk tube used",
