reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-24692573,31-614-CAS-24692573,Reaction_20251105_2048.rdf,Urea and thiourea formation,95,,,Cc1ccccc1CN.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,Cc1ccccc1CNC(=S)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4C)cc3nc2c1,Cc1ccccc1CN.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>Cc1ccccc1CNC(=S)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4C)cc3nc2c1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","89-93-0, 63676-40-4",2744197-34-8,,,67-56-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""89-93-0"", ""smiles"": ""Cc1ccccc1CN""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""2744197-34-8"", ""yield_pct"": ""95"", ""smiles"": ""Cc1ccccc1CNC(=S)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4C)cc3nc2c1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24692574,31-614-CAS-24692574,Reaction_20251105_2049.rdf,Urea and thiourea formation,91,,,NC1CCCCC1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,S=C(Nc1ccc2cc3ccc(NC(=S)NC4CCCCC4)cc3nc2c1)NC1CCCCC1,NC1CCCCC1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>S=C(Nc1ccc2cc3ccc(NC(=S)NC4CCCCC4)cc3nc2c1)NC1CCCCC1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","108-91-8, 63676-40-4",2744197-29-1,,,67-56-1,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""108-91-8"", ""smiles"": ""NC1CCCCC1""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""2744197-29-1"", ""yield_pct"": ""91"", ""smiles"": ""S=C(Nc1ccc2cc3ccc(NC(=S)NC4CCCCC4)cc3nc2c1)NC1CCCCC1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24692578,31-614-CAS-24692578,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,NCc1ccccc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,S=C(NCc1ccccc1)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4)cc3nc2c1,NCc1ccccc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>S=C(NCc1ccccc1)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4)cc3nc2c1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","100-46-9, 63676-40-4",2744197-31-5,,,67-56-1,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""2744197-31-5"", ""yield_pct"": ""96"", ""smiles"": ""S=C(NCc1ccccc1)Nc1ccc2cc3ccc(NC(=S)NCc4ccccc4)cc3nc2c1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24692580,31-614-CAS-24692580,Reaction_20251105_2048.rdf,Urea and thiourea formation,94,,,Nc1ccccc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,S=C(Nc1ccccc1)Nc1ccc2cc3ccc(NC(=S)Nc4ccccc4)cc3nc2c1,Nc1ccccc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>S=C(Nc1ccccc1)Nc1ccc2cc3ccc(NC(=S)Nc4ccccc4)cc3nc2c1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","62-53-3, 63676-40-4",1206483-74-0,,,67-56-1,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""1206483-74-0"", ""yield_pct"": ""94"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccc2cc3ccc(NC(=S)Nc4ccccc4)cc3nc2c1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24692582,31-614-CAS-24692582,Reaction_20251105_2049.rdf,Urea and thiourea formation,88,,,Cc1ccc(N)cc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,Cc1ccc(NC(=S)Nc2ccc3cc4ccc(NC(=S)Nc5ccc(C)cc5)cc4nc3c2)cc1,Cc1ccc(N)cc1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>Cc1ccc(NC(=S)Nc2ccc3cc4ccc(NC(=S)Nc5ccc(C)cc5)cc4nc3c2)cc1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","106-49-0, 63676-40-4",2744197-32-6,,,67-56-1,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""106-49-0"", ""smiles"": ""Cc1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""2744197-32-6"", ""yield_pct"": ""88"", ""smiles"": ""Cc1ccc(NC(=S)Nc2ccc3cc4ccc(NC(=S)Nc5ccc(C)cc5)cc4nc3c2)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24692583,31-614-CAS-24692583,Reaction_20251105_2048.rdf,Urea and thiourea formation,95,,,NN1CCCCCC1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1,S=C(Nc1ccc2cc3ccc(NC(=S)NN4CCCCCC4)cc3nc2c1)NN1CCCCCC1,NN1CCCCCC1.S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1>>S=C(Nc1ccc2cc3ccc(NC(=S)NN4CCCCCC4)cc3nc2c1)NN1CCCCCC1,Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes,"Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria","Molecules (2021), 26(16), 4860","Synthesis of Novel Biologically Active Proflavine Ureas Designed on the Basis of Predicted Entropy Changes | Janovec, Ladislav; Kovacova, Eva; Semelakova, Martina; Kvakova, Monika; Kupka, Daniel; Jager, David; Kozurkova, Maria | Molecules (2021), 26(16), 4860","5906-35-4, 63676-40-4",2744197-30-4,,,67-56-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""5906-35-4"", ""smiles"": ""NN1CCCCCC1""}, {""index"": 2, ""cas_rn"": ""63676-40-4"", ""smiles"": ""S=C=Nc1ccc2cc3ccc(N=C=S)cc3nc2c1""}]","[{""index"": 1, ""cas_rn"": ""2744197-30-4"", ""yield_pct"": ""95"", ""smiles"": ""S=C(Nc1ccc2cc3ccc(NC(=S)NN4CCCCCC4)cc3nc2c1)NN1CCCCCC1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-24752014,31-614-CAS-24752014,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,Cc1ccc(S(=O)(=O)N=C=O)cc1.COc1ccc(/C=C/C(=O)c2cccc(N)c2)cc1,COc1ccc(/C=C/C(=O)c2cccc(NC(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,Cc1ccc(S(=O)(=O)N=C=O)cc1.COc1ccc(/C=C/C(=O)c2cccc(N)c2)cc1>>COc1ccc(/C=C/C(=O)c2cccc(NC(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,Synthesis of thiourea and sulfonylurea derivatives of chalcones and flavones and their biological evaluation,"Satyanarayana, Mavurapu; Shukla, Poonam; Tiwari, Priti; Tripathi, Brajendra K.; Srivastava, Arvind K.; Pratap, Ram","Indian Journal of Heterocyclic Chemistry (2021), 31(3), 341-345","Synthesis of thiourea and sulfonylurea derivatives of chalcones and flavones and their biological evaluation | Satyanarayana, Mavurapu; Shukla, Poonam; Tiwari, Priti; Tripathi, Brajendra K.; Srivastava, Arvind K.; Pratap, Ram | Indian Journal of Heterocyclic Chemistry (2021), 31(3), 341-345","4083-64-1, 952578-02-8",2747232-90-0,,,108-88-3,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""4083-64-1"", ""smiles"": ""Cc1ccc(S(=O)(=O)N=C=O)cc1""}, {""index"": 2, ""cas_rn"": ""952578-02-8"", ""smiles"": ""COc1ccc(/C=C/C(=O)c2cccc(N)c2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2747232-90-0"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(/C=C/C(=O)c2cccc(NC(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",,
31-614-CAS-24846809,31-614-CAS-24846809,Reaction_20251105_2048.rdf,Urea and thiourea formation,94,,,Nc1ccccc1.O=C=Nc1ccc(Cl)cc1,O=C(Nc1ccccc1)Nc1ccc(Br)cc1,Nc1ccccc1.O=C=Nc1ccc(Cl)cc1>>O=C(Nc1ccccc1)Nc1ccc(Br)cc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 104-12-1",13114-92-6,,,108-88-3,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""104-12-1"", ""smiles"": ""O=C=Nc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""13114-92-6"", ""yield_pct"": ""94"", ""smiles"": ""O=C(Nc1ccccc1)Nc1ccc(Br)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",green chemistry,
31-614-CAS-24846810,31-614-CAS-24846810,Reaction_20251105_2049.rdf,Urea and thiourea formation,90,,,Nc1ccccc1.Cc1ccc(S(=O)(=O)N=C=O)cc1,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,Nc1ccccc1.Cc1ccc(S(=O)(=O)N=C=O)cc1>>Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 4083-64-1",13909-63-2,,,,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""4083-64-1"", ""smiles"": ""Cc1ccc(S(=O)(=O)N=C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""13909-63-2"", ""yield_pct"": ""90"", ""smiles"": ""Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846811,31-614-CAS-24846811,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,Nc1ccccc1.O=C=Nc1ccc(Cl)cc1,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1,Nc1ccccc1.O=C=Nc1ccc(Cl)cc1>>O=C(Nc1ccccc1)Nc1ccc(Cl)cc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 104-12-1",1967-26-6,,,,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""104-12-1"", ""smiles"": ""O=C=Nc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""1967-26-6"", ""yield_pct"": ""96"", ""smiles"": ""O=C(Nc1ccccc1)Nc1ccc(Cl)cc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846812,31-614-CAS-24846812,Reaction_20251105_2048.rdf,Urea and thiourea formation,95,,,Nc1ccccc1.Cc1ccccc1N=C=O,Cc1ccccc1NC(=O)Nc1ccccc1,Nc1ccccc1.Cc1ccccc1N=C=O>>Cc1ccccc1NC(=O)Nc1ccccc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 614-68-6",13140-49-3,,,,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""614-68-6"", ""smiles"": ""Cc1ccccc1N=C=O""}]","[{""index"": 1, ""cas_rn"": ""13140-49-3"", ""yield_pct"": ""95"", ""smiles"": ""Cc1ccccc1NC(=O)Nc1ccccc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846813,31-614-CAS-24846813,Reaction_20251105_2048.rdf,Urea and thiourea formation,98,,,Nc1ccccc1.O=C=Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,Nc1ccccc1.O=C=Nc1ccccc1>>O=C(Nc1ccccc1)Nc1ccccc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 103-71-9",102-07-8,,,,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""102-07-8"", ""yield_pct"": ""98"", ""smiles"": ""O=C(Nc1ccccc1)Nc1ccccc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846814,31-614-CAS-24846814,Reaction_20251105_2048.rdf,Urea and thiourea formation,93,,,O=C=Nc1ccccc1.CC(C)c1cccc(C(C)C)c1N,CC(C)c1cccc(C(C)C)c1NC(=O)Nc1ccccc1,O=C=Nc1ccccc1.CC(C)c1cccc(C(C)C)c1N>>CC(C)c1cccc(C(C)C)c1NC(=O)Nc1ccccc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","103-71-9, 24544-04-5",144106-05-8,,,,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""24544-04-5"", ""smiles"": ""CC(C)c1cccc(C(C)C)c1N""}]","[{""index"": 1, ""cas_rn"": ""144106-05-8"", ""yield_pct"": ""93"", ""smiles"": ""CC(C)c1cccc(C(C)C)c1NC(=O)Nc1ccccc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846815,31-614-CAS-24846815,Reaction_20251105_2049.rdf,Urea and thiourea formation,89,,,Nc1ccccc1.O=C=NC1CCCCC1,O=C(Nc1ccccc1)NC1CCCCC1,Nc1ccccc1.O=C=NC1CCCCC1>>O=C(Nc1ccccc1)NC1CCCCC1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 3173-53-3",886-59-9,,,,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""3173-53-3"", ""smiles"": ""O=C=NC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""886-59-9"", ""yield_pct"": ""89"", ""smiles"": ""O=C(Nc1ccccc1)NC1CCCCC1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846817,31-614-CAS-24846817,Reaction_20251105_2049.rdf,Urea and thiourea formation,90,,,Nc1ccccc1.O=C=NCCCl,O=C(NCCCl)Nc1ccccc1,Nc1ccccc1.O=C=NCCCl>>O=C(NCCCl)Nc1ccccc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","62-53-3, 1943-83-5",7144-13-0,,,,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1943-83-5"", ""smiles"": ""O=C=NCCCl""}]","[{""index"": 1, ""cas_rn"": ""7144-13-0"", ""yield_pct"": ""90"", ""smiles"": ""O=C(NCCCl)Nc1ccccc1""}]",[],[],[],"green chemistry, no solvent",
31-614-CAS-24846818,31-614-CAS-24846818,Reaction_20251105_2049.rdf,Urea and thiourea formation,84,,,O=C=Nc1ccccc1.NC12CC3CC(CC(C3)C1)C2,O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2,O=C=Nc1ccccc1.NC12CC3CC(CC(C3)C1)C2>>O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","103-71-9, 768-94-5",113707-81-6,,,108-88-3,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""768-94-5"", ""smiles"": ""NC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""113707-81-6"", ""yield_pct"": ""84"", ""smiles"": ""O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2""}]",[],[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",green chemistry,
31-614-CAS-24846819,31-614-CAS-24846819,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,Cc1cccc(C)c1N.O=C=Nc1ccccc1,Cc1cccc(C)c1NC(=O)Nc1ccccc1,Cc1cccc(C)c1N.O=C=Nc1ccccc1>>Cc1cccc(C)c1NC(=O)Nc1ccccc1,Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions,"Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu","European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","Hydroamination and Hydrophosphination of Isocyanates/Isothiocyanates under Catalyst-Free Conditions | Zhu, Xiancui; Xu, Mengchen; Sun, Jinrong; Guo, Dianjun; Zhang, Yiwei; Zhou, Shuangliu; Wang, Shaowu | European Journal of Organic Chemistry (2021), 2021(37), 5213-5218","87-62-7, 103-71-9",13262-44-7,,,,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""87-62-7"", ""smiles"": ""Cc1cccc(C)c1N""}, {""index"": 2, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""13262-44-7"", ""yield_pct"": ""96"", ""smiles"": ""Cc1cccc(C)c1NC(=O)Nc1ccccc1""}]",[],[],[],"green chemistry, no solvent",
