reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-513-CAS-23999102,31-513-CAS-23999102,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,CC(=O)c1cccc([N+](=O)[O-])c1,CC(O)c1cccc([N+](=O)[O-])c1,CC(=O)c1cccc([N+](=O)[O-])c1>>CC(O)c1cccc([N+](=O)[O-])c1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",121-89-1,5400-78-2,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""121-89-1"", ""smiles"": ""CC(=O)c1cccc([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""5400-78-2"", ""yield_pct"": ""80"", ""smiles"": ""CC(O)c1cccc([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-23999123,31-513-CAS-23999123,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,O=Cc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(CO)cc1,O=Cc1ccc([N+](=O)[O-])cc1>>O=[N+]([O-])c1ccc(CO)cc1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",555-16-8,619-73-8,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""555-16-8"", ""smiles"": ""O=Cc1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""619-73-8"", ""yield_pct"": ""88"", ""smiles"": ""O=[N+]([O-])c1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-23999340,31-513-CAS-23999340,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,O=Cc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1CO,O=Cc1ccccc1[N+](=O)[O-]>>O=[N+]([O-])c1ccccc1CO,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",552-89-6,612-25-9,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""552-89-6"", ""smiles"": ""O=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""612-25-9"", ""yield_pct"": ""88"", ""smiles"": ""O=[N+]([O-])c1ccccc1CO""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-23999461,31-513-CAS-23999461,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,O=Cc1cc([N+](=O)[O-])ccc1Cl,O=[N+]([O-])c1ccc(Cl)c(CO)c1,O=Cc1cc([N+](=O)[O-])ccc1Cl>>O=[N+]([O-])c1ccc(Cl)c(CO)c1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",6361-21-3,80866-80-4,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""6361-21-3"", ""smiles"": ""O=Cc1cc([N+](=O)[O-])ccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""80866-80-4"", ""yield_pct"": ""88"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)c(CO)c1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-23999600,31-513-CAS-23999600,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,O=Cc1ccccc1[N+](=O)[O-],Nc1ccccc1CO,O=Cc1ccccc1[N+](=O)[O-]>>Nc1ccccc1CO,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",552-89-6,5344-90-1,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""552-89-6"", ""smiles"": ""O=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""5344-90-1"", ""yield_pct"": ""85"", ""smiles"": ""Nc1ccccc1CO""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry, alternative preparation shown",
31-513-CAS-23999710,31-513-CAS-23999710,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,89,,,CC(=O)OC(C)=O.O=Cc1ccc([N+](=O)[O-])cc1,CC(=O)Nc1ccc(CO)cc1,CC(=O)OC(C)=O.O=Cc1ccc([N+](=O)[O-])cc1>>CC(=O)Nc1ccc(CO)cc1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312","108-24-7, 555-16-8",16375-88-5,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""555-16-8"", ""smiles"": ""O=Cc1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""16375-88-5"", ""yield_pct"": ""89"", ""smiles"": ""CC(=O)Nc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry, alternative preparation shown",
31-513-CAS-23999913,31-513-CAS-23999913,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,86,,,CC(=O)OC(C)=O.O=Cc1ccccc1[N+](=O)[O-],CC(=O)Nc1ccccc1CO,CC(=O)OC(C)=O.O=Cc1ccccc1[N+](=O)[O-]>>CC(=O)Nc1ccccc1CO,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312","108-24-7, 552-89-6",20939-77-9,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""108-24-7"", ""smiles"": ""CC(=O)OC(C)=O""}, {""index"": 2, ""cas_rn"": ""552-89-6"", ""smiles"": ""O=Cc1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""20939-77-9"", ""yield_pct"": ""86"", ""smiles"": ""CC(=O)Nc1ccccc1CO""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-23999914,31-513-CAS-23999914,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,CC(=O)c1ccc([N+](=O)[O-])cc1,CC(O)c1ccc(N)cc1,CC(=O)c1ccc([N+](=O)[O-])cc1>>CC(O)c1ccc(N)cc1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",100-19-6,14572-89-5,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""100-19-6"", ""smiles"": ""CC(=O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""14572-89-5"", ""yield_pct"": ""88"", ""smiles"": ""CC(O)c1ccc(N)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-24000030,31-513-CAS-24000030,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,CC(=O)c1ccccc1[N+](=O)[O-],CC(O)c1ccccc1N,CC(=O)c1ccccc1[N+](=O)[O-]>>CC(O)c1ccccc1N,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",577-59-3,10517-50-7,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""577-59-3"", ""smiles"": ""CC(=O)c1ccccc1[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""10517-50-7"", ""yield_pct"": ""85"", ""smiles"": ""CC(O)c1ccccc1N""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-24000203,31-513-CAS-24000203,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,CC(=O)c1ccc([N+](=O)[O-])cc1,CC(O)c1ccc([N+](=O)[O-])cc1,CC(=O)c1ccc([N+](=O)[O-])cc1>>CC(O)c1ccc([N+](=O)[O-])cc1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",100-19-6,6531-13-1,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""100-19-6"", ""smiles"": ""CC(=O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""6531-13-1"", ""yield_pct"": ""85"", ""smiles"": ""CC(O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
31-513-CAS-24000294,31-513-CAS-24000294,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,87,,,CC(=O)c1cccc([N+](=O)[O-])c1,CC(O)c1cccc(N)c1,CC(=O)c1cccc([N+](=O)[O-])c1>>CC(O)c1cccc(N)c1,"Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water","Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein","Research on Chemical Intermediates (2021), 47(8), 3289-3312","Chemoselective reduction of nitroarenes, N-acetylation of arylamines, and one-pot reductive acetylation of nitroarenes using carbon-supported palladium catalytic system in water | Zeynizadeh, Behzad; Mohammad Aminzadeh, Farkhondeh; Mousavi, Hossein | Research on Chemical Intermediates (2021), 47(8), 3289-3312",121-89-1,2454-37-7,16940-66-2,7440-05-3,7732-18-5,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""121-89-1"", ""smiles"": ""CC(=O)c1cccc([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""2454-37-7"", ""yield_pct"": ""87"", ""smiles"": ""CC(O)c1cccc(N)c1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, green chemistry",
