reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-117-CAS-10765646,31-117-CAS-10765646,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,77,,,C#CCC(O)c1ccc(C=O)cc1,C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,C#CCC(O)c1ccc(C=O)cc1>>C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones,"Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar","Tetrahedron Letters (1998), 39(41), 7491-7494","Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones | Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar | Tetrahedron Letters (1998), 39(41), 7491-7494",196951-81-2,"196952-88-2, 196954-94-6","87413-09-0, 7631-86-9",,,,,,,,,2,1,77,4,,,,,,"{""1"": 77, ""2"": 4}","[{""index"": 1, ""cas_rn"": ""196951-81-2"", ""smiles"": ""C#CCC(O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""196952-88-2"", ""yield_pct"": ""77"", ""smiles"": ""C=C=CC(=O)c1ccc(C=O)cc1""}, {""index"": 2, ""cas_rn"": ""196954-94-6"", ""yield_pct"": ""4"", ""smiles"": ""CC#CC(=O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""7631-86-9""}]",[],[],isomerization occurs during chromatog. on SiO2 of crude reaction mixt.,
31-614-CAS-36672078,31-614-CAS-36672078,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,83,,,CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O,CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O>>CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,Structure-guided design of direct-acting antivirals that exploit the gem-dimethyl effect and potently inhibit 3CL proteases of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) and middle east respiratory syndrome coronavirus (MERS-CoV),"Dampalla, Chamandi S.; Miller, Matthew J.; Kim, Yunjeong; Zabiegala, Alexandria; Nguyen, Harry Nhat; Madden, Trent K.; Thurman, Hayden A.; Machen, Alexandra J.; Cooper, Anne; Liu, Lijun; Battaile, Kevin P.; Lovell, Scott; Chang, Kyeong-Ok; Groutas, William C.","European Journal of Medicinal Chemistry (2023), 254115376","Structure-guided design of direct-acting antivirals that exploit the gem-dimethyl effect and potently inhibit 3CL proteases of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) and middle east respiratory syndrome coronavirus (MERS-CoV) | Dampalla, Chamandi S.; Miller, Matthew J.; Kim, Yunjeong; Zabiegala, Alexandria; Nguyen, Harry Nhat; Madden, Trent K.; Thurman, Hayden A.; Machen, Alexandra J.; Cooper, Anne; Liu, Lijun; Battaile, Kevin P.; Lovell, Scott; Chang, Kyeong-Ok; Groutas, William C. | European Journal of Medicinal Chemistry (2023), 254115376",2935586-80-2,2935586-86-8,"16949-15-8, 7647-01-0",,"109-99-9, 67-56-1, 7732-18-5",,,,,,,3,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""2935586-80-2"", ""smiles"": ""CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O""}]","[{""index"": 1, ""cas_rn"": ""2935586-86-8"", ""yield_pct"": ""83"", ""smiles"": ""CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O""}]","[{""index"": 1, ""cas_rn"": ""16949-15-8""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-36672092,31-614-CAS-36672092,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,79,,,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1,[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1>>[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1,Structure-guided design of direct-acting antivirals that exploit the gem-dimethyl effect and potently inhibit 3CL proteases of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) and middle east respiratory syndrome coronavirus (MERS-CoV),"Dampalla, Chamandi S.; Miller, Matthew J.; Kim, Yunjeong; Zabiegala, Alexandria; Nguyen, Harry Nhat; Madden, Trent K.; Thurman, Hayden A.; Machen, Alexandra J.; Cooper, Anne; Liu, Lijun; Battaile, Kevin P.; Lovell, Scott; Chang, Kyeong-Ok; Groutas, William C.","European Journal of Medicinal Chemistry (2023), 254115376","Structure-guided design of direct-acting antivirals that exploit the gem-dimethyl effect and potently inhibit 3CL proteases of severe acute respiratory syndrome Coronavirus-2 (SARS-CoV-2) and middle east respiratory syndrome coronavirus (MERS-CoV) | Dampalla, Chamandi S.; Miller, Matthew J.; Kim, Yunjeong; Zabiegala, Alexandria; Nguyen, Harry Nhat; Madden, Trent K.; Thurman, Hayden A.; Machen, Alexandra J.; Cooper, Anne; Liu, Lijun; Battaile, Kevin P.; Lovell, Scott; Chang, Kyeong-Ok; Groutas, William C. | European Journal of Medicinal Chemistry (2023), 254115376",2936685-20-8,2935586-87-9,"16949-15-8, 7647-01-0",,"109-99-9, 67-56-1, 7732-18-5",,,,,,,3,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""2936685-20-8"", ""smiles"": ""[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""2935586-87-9"", ""yield_pct"": ""79"", ""smiles"": ""[2H]C([2H])(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)Oc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""16949-15-8""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-37482290,31-614-CAS-37482290,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,86,,,Cc1ccccc1CO,Cc1ccccc1C=O,Cc1ccccc1CO>>Cc1ccccc1C=O,Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations,"Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N.","Organic Letters (2023), 25(34), 6256-6261","Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations | Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N. | Organic Letters (2023), 25(34), 6256-6261",89-95-2,529-20-4,61717-82-6,,67-68-5,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""89-95-2"", ""smiles"": ""Cc1ccccc1CO""}]","[{""index"": 1, ""cas_rn"": ""529-20-4"", ""yield_pct"": ""86"", ""smiles"": ""Cc1ccccc1C=O""}]","[{""index"": 1, ""cas_rn"": ""61717-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}]",,
31-614-CAS-37482291,31-614-CAS-37482291,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,91,,,OCc1ccccc1,O=Cc1ccccc1,OCc1ccccc1>>O=Cc1ccccc1,Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations,"Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N.","Organic Letters (2023), 25(34), 6256-6261","Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations | Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N. | Organic Letters (2023), 25(34), 6256-6261",100-51-6,100-52-7,61717-82-6,,67-68-5,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""91"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""61717-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}]",,
31-614-CAS-37482292,31-614-CAS-37482292,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,89,,,OCc1ccc(F)cc1,O=Cc1ccc(F)cc1,OCc1ccc(F)cc1>>O=Cc1ccc(F)cc1,Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations,"Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N.","Organic Letters (2023), 25(34), 6256-6261","Oxidation of Thiols with IBX or DMP: One-Pot Access to Thiosulfonates or 2-Iodobenzoates and Applications in Functional Group Transformations | Chandra, Ajeet; Yadav, Navin; Payra, Soumen; Parida, Keshaba N. | Organic Letters (2023), 25(34), 6256-6261",459-56-3,459-57-4,61717-82-6,,67-68-5,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""459-56-3"", ""smiles"": ""OCc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""459-57-4"", ""yield_pct"": ""89"", ""smiles"": ""O=Cc1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""61717-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}]",,
31-614-CAS-37629004,31-614-CAS-37629004,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,77,,,Cc1c(Br)ccc2nc(-c3cccc(CO)c3)[nH]c12,Cc1c(Br)ccc2nc(-c3cccc(C=O)c3)[nH]c12,Cc1c(Br)ccc2nc(-c3cccc(CO)c3)[nH]c12>>Cc1c(Br)ccc2nc(-c3cccc(C=O)c3)[nH]c12,Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA),"Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu","Journal of Medicinal Chemistry (2023), 66(17), 11881-11892","Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA) | Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu | Journal of Medicinal Chemistry (2023), 66(17), 11881-11892",3033417-69-2,3033417-75-0,87413-09-0,,75-09-2,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""3033417-69-2"", ""smiles"": ""Cc1c(Br)ccc2nc(-c3cccc(CO)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""3033417-75-0"", ""yield_pct"": ""77"", ""smiles"": ""Cc1c(Br)ccc2nc(-c3cccc(C=O)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-37629019,31-614-CAS-37629019,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,71,,,Cc1cccc2nc(-c3cccc(CO)c3)[nH]c12,Cc1cccc2nc(-c3cccc(C=O)c3)[nH]c12,Cc1cccc2nc(-c3cccc(CO)c3)[nH]c12>>Cc1cccc2nc(-c3cccc(C=O)c3)[nH]c12,Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA),"Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu","Journal of Medicinal Chemistry (2023), 66(17), 11881-11892","Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA) | Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu | Journal of Medicinal Chemistry (2023), 66(17), 11881-11892",2475790-98-6,2607024-15-5,87413-09-0,,75-09-2,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""2475790-98-6"", ""smiles"": ""Cc1cccc2nc(-c3cccc(CO)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""2607024-15-5"", ""yield_pct"": ""71"", ""smiles"": ""Cc1cccc2nc(-c3cccc(C=O)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-37629021,31-614-CAS-37629021,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,82,,,Cc1c(-c2ccccc2)ccc2nc(-c3ccc(CO)cc3)[nH]c12,Cc1c(-c2ccccc2)ccc2nc(-c3ccc(C=O)cc3)[nH]c12,Cc1c(-c2ccccc2)ccc2nc(-c3ccc(CO)cc3)[nH]c12>>Cc1c(-c2ccccc2)ccc2nc(-c3ccc(C=O)cc3)[nH]c12,Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA),"Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu","Journal of Medicinal Chemistry (2023), 66(17), 11881-11892","Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA) | Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu | Journal of Medicinal Chemistry (2023), 66(17), 11881-11892",3033417-73-8,3033417-79-4,87413-09-0,,75-09-2,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""3033417-73-8"", ""smiles"": ""Cc1c(-c2ccccc2)ccc2nc(-c3ccc(CO)cc3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""3033417-79-4"", ""yield_pct"": ""82"", ""smiles"": ""Cc1c(-c2ccccc2)ccc2nc(-c3ccc(C=O)cc3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-37629029,31-614-CAS-37629029,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,84,,,Cc1c(-c2ccccc2)ccc2nc(-c3cccc(CO)c3)[nH]c12,Cc1c(-c2ccccc2)ccc2nc(-c3cccc(C=O)c3)[nH]c12,Cc1c(-c2ccccc2)ccc2nc(-c3cccc(CO)c3)[nH]c12>>Cc1c(-c2ccccc2)ccc2nc(-c3cccc(C=O)c3)[nH]c12,Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA),"Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu","Journal of Medicinal Chemistry (2023), 66(17), 11881-11892","Novel Benzimidazoles as Potent Small-Molecule Inhibitors and Degraders of V-Domain Ig Suppressor of T-Cell Activation (VISTA) | Wang, Tianyu; Wang, Kaizhen; Zhang, Yu; Zhang, Kuojun; Cai, Shi; Jiang, Sheng; Xiao, Yibei; Zhang, Xiangyu | Journal of Medicinal Chemistry (2023), 66(17), 11881-11892",2614184-33-5,2614184-34-6,87413-09-0,,75-09-2,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""2614184-33-5"", ""smiles"": ""Cc1c(-c2ccccc2)ccc2nc(-c3cccc(CO)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""2614184-34-6"", ""yield_pct"": ""84"", ""smiles"": ""Cc1c(-c2ccccc2)ccc2nc(-c3cccc(C=O)c3)[nH]c12""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-614-CAS-37752024,31-614-CAS-37752024,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,92,,,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,COC(=O)C1=CO[C@@H](O)[C@@H]2C(C=O)=CC[C@H]12,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12>>COC(=O)C1=CO[C@@H](O)[C@@H]2C(C=O)=CC[C@H]12,Substituent effects of amines on genipin dye formation - Insights into dye origin,"Bonanno, Nico M.; Jeeva, Fiona; Bhattacharjee, Avik; Garrard, Charley N.; LeBlanc, Jesse; Hunter, Howard N.; Caputo, Christopher B.","Dyes and Pigments (2023), 220111681","Substituent effects of amines on genipin dye formation - Insights into dye origin | Bonanno, Nico M.; Jeeva, Fiona; Bhattacharjee, Avik; Garrard, Charley N.; LeBlanc, Jesse; Hunter, Howard N.; Caputo, Christopher B. | Dyes and Pigments (2023), 220111681",6902-77-8,135910-36-0,"144-55-8, 87413-09-0, 7772-98-7",,75-09-2,,,,,,,2,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""6902-77-8"", ""smiles"": ""COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12""}]","[{""index"": 1, ""cas_rn"": ""135910-36-0"", ""yield_pct"": ""92"", ""smiles"": ""COC(=O)C1=CO[C@@H](O)[C@@H]2C(C=O)=CC[C@H]12""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Dess-Martin oxidation,
31-614-CAS-37842868,31-614-CAS-37842868,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,79,,,COC(=O)c1ccc([N+](=O)[O-])cc1CCCO,COC(=O)c1ccc([N+](=O)[O-])cc1CCC=O,COC(=O)c1ccc([N+](=O)[O-])cc1CCCO>>COC(=O)c1ccc([N+](=O)[O-])cc1CCC=O,Discovery of a novel series of medium-sized cyclic enteropeptidase inhibitors,"Kikuchi, Fumiaki; Ikeda, Zenichi; Kakegawa, Keiko; Nishikawa, Youichi; Sasaki, Shigekazu; Fukuda, Koichiro; Takami, Kazuaki; Banno, Yoshihiro; Nishikawa, Hitoaki; Taya, Naohiro; Nakahata, Takashi; Itono, Sachiko; Yashiro, Hiroaki; Tsuchimori, Kazue; Hiyoshi, Hideyuki; Sasaki, Masako; Tohyama, Kimio; Matsumiya, Kouta; Ishihara, Youko; Kawamoto, Tetsuji; Kamaura, Masahiro; Watanabe, Masanori; Kitazaki, Tomoyuki; Maekawa, Tsuyoshi; Sasaki, Minoru","Bioorganic & Medicinal Chemistry (2023), 93117462","Discovery of a novel series of medium-sized cyclic enteropeptidase inhibitors | Kikuchi, Fumiaki; Ikeda, Zenichi; Kakegawa, Keiko; Nishikawa, Youichi; Sasaki, Shigekazu; Fukuda, Koichiro; Takami, Kazuaki; Banno, Yoshihiro; Nishikawa, Hitoaki; Taya, Naohiro; Nakahata, Takashi; Itono, Sachiko; Yashiro, Hiroaki; Tsuchimori, Kazue; Hiyoshi, Hideyuki; Sasaki, Masako; Tohyama, Kimio; Matsumiya, Kouta; Ishihara, Youko; Kawamoto, Tetsuji; Kamaura, Masahiro; Watanabe, Masanori; Kitazaki, Tomoyuki; Maekawa, Tsuyoshi; Sasaki, Minoru | Bioorganic & Medicinal Chemistry (2023), 93117462",1958028-07-3,1806472-00-3,87413-09-0,,75-05-8,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""1958028-07-3"", ""smiles"": ""COC(=O)c1ccc([N+](=O)[O-])cc1CCCO""}]","[{""index"": 1, ""cas_rn"": ""1806472-00-3"", ""yield_pct"": ""79"", ""smiles"": ""COC(=O)c1ccc([N+](=O)[O-])cc1CCC=O""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",Dess-Martin oxidation,
31-614-CAS-37842871,31-614-CAS-37842871,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,81,,,C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCCO,C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCC=O,C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCCO>>C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCC=O,Discovery of a novel series of medium-sized cyclic enteropeptidase inhibitors,"Kikuchi, Fumiaki; Ikeda, Zenichi; Kakegawa, Keiko; Nishikawa, Youichi; Sasaki, Shigekazu; Fukuda, Koichiro; Takami, Kazuaki; Banno, Yoshihiro; Nishikawa, Hitoaki; Taya, Naohiro; Nakahata, Takashi; Itono, Sachiko; Yashiro, Hiroaki; Tsuchimori, Kazue; Hiyoshi, Hideyuki; Sasaki, Masako; Tohyama, Kimio; Matsumiya, Kouta; Ishihara, Youko; Kawamoto, Tetsuji; Kamaura, Masahiro; Watanabe, Masanori; Kitazaki, Tomoyuki; Maekawa, Tsuyoshi; Sasaki, Minoru","Bioorganic & Medicinal Chemistry (2023), 93117462","Discovery of a novel series of medium-sized cyclic enteropeptidase inhibitors | Kikuchi, Fumiaki; Ikeda, Zenichi; Kakegawa, Keiko; Nishikawa, Youichi; Sasaki, Shigekazu; Fukuda, Koichiro; Takami, Kazuaki; Banno, Yoshihiro; Nishikawa, Hitoaki; Taya, Naohiro; Nakahata, Takashi; Itono, Sachiko; Yashiro, Hiroaki; Tsuchimori, Kazue; Hiyoshi, Hideyuki; Sasaki, Masako; Tohyama, Kimio; Matsumiya, Kouta; Ishihara, Youko; Kawamoto, Tetsuji; Kamaura, Masahiro; Watanabe, Masanori; Kitazaki, Tomoyuki; Maekawa, Tsuyoshi; Sasaki, Minoru | Bioorganic & Medicinal Chemistry (2023), 93117462",1958027-94-5,1958027-95-6,87413-09-0,,75-05-8,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""1958027-94-5"", ""smiles"": ""C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCCO""}]","[{""index"": 1, ""cas_rn"": ""1958027-95-6"", ""yield_pct"": ""81"", ""smiles"": ""C[Si](C)(C)CCOCOc1c(Br)ccc(C(=O)OCc2ccccc2)c1CCC=O""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",Dess-Martin oxidation,
