reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-117-CAS-10765646,31-117-CAS-10765646,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,77,,,C#CCC(O)c1ccc(C=O)cc1,C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,C#CCC(O)c1ccc(C=O)cc1>>C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones,"Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar","Tetrahedron Letters (1998), 39(41), 7491-7494","Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones | Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar | Tetrahedron Letters (1998), 39(41), 7491-7494",196951-81-2,"196952-88-2, 196954-94-6","87413-09-0, 7631-86-9",,,,,,,,,2,1,77,4,,,,,,"{""1"": 77, ""2"": 4}","[{""index"": 1, ""cas_rn"": ""196951-81-2"", ""smiles"": ""C#CCC(O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""196952-88-2"", ""yield_pct"": ""77"", ""smiles"": ""C=C=CC(=O)c1ccc(C=O)cc1""}, {""index"": 2, ""cas_rn"": ""196954-94-6"", ""yield_pct"": ""4"", ""smiles"": ""CC#CC(=O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""7631-86-9""}]",[],[],isomerization occurs during chromatog. on SiO2 of crude reaction mixt.,
31-480-CAS-10965422,31-480-CAS-10965422,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,75,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,"The Dess-Martin periodinane: 1,1,1-triacetoxy-1,1-dihydro-1,2-benziodoxol-3(1H)-one","Boeckman, Robert K. Jr.; Shao, Pengcheng; Mullins, Joseph J.","Organic Syntheses (2000), 77141-152","The Dess-Martin periodinane: 1,1,1-triacetoxy-1,1-dihydro-1,2-benziodoxol-3(1H)-one | Boeckman, Robert K. Jr.; Shao, Pengcheng; Mullins, Joseph J. | Organic Syntheses (2000), 77141-152",68-26-8,116-31-4,87413-09-0,,75-09-2,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""68-26-8"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1""}]","[{""index"": 1, ""cas_rn"": ""116-31-4"", ""yield_pct"": ""75"", ""smiles"": ""CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-11020472,31-480-CAS-11020472,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,72,,,OCC12CC3CC(CC(C3)C1)C2,O=CC12CC3CC(CC(C3)C1)C2,OCC12CC3CC(CC(C3)C1)C2>>O=CC12CC3CC(CC(C3)C1)C2,Gold catalysis: no steric limitations in the phenol synthesis,"Hashmi, A. Stephen K.; Salathe, Ralph; Frey, Wolfgang","Chemistry - A European Journal (2006), 12(26), 6991-6996","Gold catalysis: no steric limitations in the phenol synthesis | Hashmi, A. Stephen K.; Salathe, Ralph; Frey, Wolfgang | Chemistry - A European Journal (2006), 12(26), 6991-6996",770-71-8,2094-74-8,"67-68-5, 407-25-0, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,3,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""770-71-8"", ""smiles"": ""OCC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""2094-74-8"", ""yield_pct"": ""72"", ""smiles"": ""O=CC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""407-25-0""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-1103933,31-480-CAS-1103933,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,82,,,C=CCC(O)/C1=C(\C#Cc2ccccc2)CCCCCC1,C=CCC(=O)/C1=C(\C#Cc2ccccc2)CCCCCC1,C=CCC(O)/C1=C(\C#Cc2ccccc2)CCCCCC1>>C=CCC(=O)/C1=C(\C#Cc2ccccc2)CCCCCC1,Synthesis of Carbocyclic Aromatic Compounds Using Ruthenium-Catalyzed Ring-Closing Enyne Metathesis,"Takahashi, Hidetoshi; Yoshida, Kazuhiro; Yanagisawa, Akira","Journal of Organic Chemistry (2009), 74(10), 3632-3640","Synthesis of Carbocyclic Aromatic Compounds Using Ruthenium-Catalyzed Ring-Closing Enyne Metathesis | Takahashi, Hidetoshi; Yoshida, Kazuhiro; Yanagisawa, Akira | Journal of Organic Chemistry (2009), 74(10), 3632-3640",1154593-53-9,1154594-30-5,"110-86-1, 87413-09-0",,75-09-2,,,,,,"Procedures for the Preparation of 1,5-onctadien-7-yn-4-ones 7 General Procedure G. To a stirred suspension of Dess-Martin periodinane (6.50 mmol) in dichloromethane (20 ml) and pyridine (13.0 mmol) was added 6 (3.25 mmol) at 0 °C. The reaction mixture was warmed up to room temperature and stirred for 30 min. The mixture was then diluted with Et2O and passed through Celite. The residual solid was washed with Et2O thoroughly. The filtrate was concentrated under reduced pressure and purified by silica gel flash column chromatography to give 7. 1-((Z)-2-Phenylethynyl-1-cyclooctenyl)-3-buten-1-one (7a); Following the General Procedure G; purified by silica gel column chromatography (hexane/EtOAc = 10/1) (82% yield, pale yellow oil). 1H NMR (CDCl3 ) δ 1.48-1.55 (m, 4H), 1.63-1.68 (m, 2H), 1.75-1.79 (m, 2H), 2.48-2.51 (m, 2H), 2.57-2.60 (m, 2H), 3.84 (dt, J= 7.1, 1.2 Hz, 2H), 5.14 (dq, J= 17.2, 1.5 Hz, 1H), 5.17 (dq, J= 9.8, 1.6 Hz, 1H), 6.05 (ddt, J = 17.3, 10.2, 6.8 Hz, 1H), 7.26-7.36 (m, 3H), 7.42-7.45 (m, 2H); 13C NMR (CDCl3) δ 26.18, 26.38, 28.45, 28.96, 30.30, 34.39, 47.19, 90.19, 97.42, 118.12, 122.92, 128.40, 128.56, 128.68, 131.38, 131.57, 146.61, 202.56; HRMS (FAB) calcd for C20H23O (M++H) 279.1749, found 279.1739.",1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""1154593-53-9"", ""smiles"": ""C=CCC(O)/C1=C(\\C#Cc2ccccc2)CCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1154594-30-5"", ""yield_pct"": ""82"", ""smiles"": ""C=CCC(=O)/C1=C(\\C#Cc2ccccc2)CCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, Dess-Martin oxidation",
31-480-CAS-111193,31-480-CAS-111193,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,74,,,OC/C=C(\C#CCOCc1ccccc1)CCCCl,O=C/C=C(\C#CCOCc1ccccc1)CCCCl,OC/C=C(\C#CCOCc1ccccc1)CCCCl>>O=C/C=C(\C#CCOCc1ccccc1)CCCCl,Synthesis of Carbocyclic Aromatic Compounds Using Ruthenium-Catalyzed Ring-Closing Enyne Metathesis,"Takahashi, Hidetoshi; Yoshida, Kazuhiro; Yanagisawa, Akira","Journal of Organic Chemistry (2009), 74(10), 3632-3640","Synthesis of Carbocyclic Aromatic Compounds Using Ruthenium-Catalyzed Ring-Closing Enyne Metathesis | Takahashi, Hidetoshi; Yoshida, Kazuhiro; Yanagisawa, Akira | Journal of Organic Chemistry (2009), 74(10), 3632-3640",1154594-05-4,1154594-14-5,"110-86-1, 87413-09-0",,75-09-2,,,,,,"General/Typical Procedure: Procedures for the Preparation of Aldehydes 11m-p General Procedure D. To a stirred suspension of Dess-Martin periodinane (11.2 mmol) in dichloromethane (20 ml) and pyridine (22.4 mmol) was added 14 (5.6 mmol) at 0 °C. The reaction mixture was warmed to room temperature and stirred for 30 min. The mixture was then diluted with Et2O and passed through Celite. The residual solid was washed with Et2O thoroughly. The filtrate was concentrated under reduced pressure. Purification by silica gel flash column chromatography gave 11. (Z)-6-Benzyloxy-3-(3-chloropropyl)-2-hexen-4-ynal (11n); Following the General Procedure D; purified by silica gel column chromatography (hexane/EtOAc = 3/1) (74% yield, yellow oil). 1H NMR (CDCl3) δ 2.07-2.14 (m, 2H), 2.54 (td, J = 7.3, 1.0 Hz, 2H), 3.57 (t, J = 6.4 Hz, 2H), 4.41 (s, 2H), 4.63 (s, 2H), 6.22 (dt, J = 8.0, 1.2 Hz, 1H), 7.29-7.40 (m, 5H), 10.04 (d, J = 8.0 Hz, 1H); 13C NMR (CDCl3) δ 30.17, 35.13, 43.47, 57.55, 72.08, 81.83, 97.48, 127.94, 128.02, 128.44, 135.35, 136.83, 143.92, 192.26; HRMS (FAB) calcd for C16H17ClO2Na (M++Na) 299.0815, found 299.0811.",1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""1154594-05-4"", ""smiles"": ""OC/C=C(\\C#CCOCc1ccccc1)CCCCl""}]","[{""index"": 1, ""cas_rn"": ""1154594-14-5"", ""yield_pct"": ""74"", ""smiles"": ""O=C/C=C(\\C#CCOCc1ccccc1)CCCCl""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","chemoselective, Dess-Martin oxidation",
31-480-CAS-11171328,31-480-CAS-11171328,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,92,,,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,C=C(C)[C@H]1CC=C(C)C(=O)C1,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1>>C=C(C)[C@H]1CC=C(C)C(=O)C1,New developments in the Wharton transposition,"Dupuy, C.; Luche, J. L.","Tetrahedron (1989), 45(11), 3437-44","New developments in the Wharton transposition | Dupuy, C.; Luche, J. L. | Tetrahedron (1989), 45(11), 3437-44",2102-58-1,2244-16-8,87413-09-0,,75-09-2,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""2102-58-1"", ""smiles"": ""C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1""}]","[{""index"": 1, ""cas_rn"": ""2244-16-8"", ""yield_pct"": ""92"", ""smiles"": ""C=C(C)[C@H]1CC=C(C)C(=O)C1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-11206765,31-480-CAS-11206765,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,72,,,CCCCC/C=C/C=C/CC(O)CCCCCCCCCC,CCCCC/C=C/C=C/CC(=O)CCCCCCCCCC,CCCCC/C=C/C=C/CC(O)CCCCCCCCCC>>CCCCC/C=C/C=C/CC(=O)CCCCCCCCCC,"Stereospecific synthesis of all four isomeric 6,8-heneicosadien-11-ones: sex pheromone components of the painted apple moth Teia anartoides","Comeskey, Daniel J.; Bunn, Barry J.; Fielder, Simon","Tetrahedron Letters (2004), 45(41), 7651-7654","Stereospecific synthesis of all four isomeric 6,8-heneicosadien-11-ones: sex pheromone components of the painted apple moth Teia anartoides | Comeskey, Daniel J.; Bunn, Barry J.; Fielder, Simon | Tetrahedron Letters (2004), 45(41), 7651-7654",792915-85-6,792915-79-8,"87413-09-0, 144-55-8",,"75-09-2, 7732-18-5",,,,,,,2,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""792915-85-6"", ""smiles"": ""CCCCC/C=C/C=C/CC(O)CCCCCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""792915-79-8"", ""yield_pct"": ""72"", ""smiles"": ""CCCCC/C=C/C=C/CC(=O)CCCCCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-11209013,31-480-CAS-11209013,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,96,,,CC(O)c1ccccc1,CC(=O)c1ccccc1,CC(O)c1ccccc1>>CC(=O)c1ccccc1,Recyclable 2nd generation ionic liquids as green solvents for the oxidation of alcohols with hypervalent iodine reagents,"Yadav, J. S.; Reddy, B. V. S.; Basak, A. K.; Narsaiah, A. Venkat","Tetrahedron (2004), 60(9), 2131-2135","Recyclable 2nd generation ionic liquids as green solvents for the oxidation of alcohols with hypervalent iodine reagents | Yadav, J. S.; Reddy, B. V. S.; Basak, A. K.; Narsaiah, A. Venkat | Tetrahedron (2004), 60(9), 2131-2135",98-85-1,98-86-2,87413-09-0,,174501-65-6,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""yield_pct"": ""96"", ""smiles"": ""CC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""174501-65-6""}]","green chemistry-solvent, green chemistry-waste reduction, ionic liquid used, using hydrophobic ionic liquid (PF6 counter ion) gave the same result but led to problems with reagent recovery, using iodoxybenzoic acid/reagent led to decrease in yield and reaction rate, using organic solvents required higher temperatures and longer reaction times",
31-480-CAS-11229241,31-480-CAS-11229241,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,86,,,CCOC(=O)C(F)(F)C(O)C1CCCCC1,CCOC(=O)C(F)(F)C(=O)C1CCCCC1,CCOC(=O)C(F)(F)C(O)C1CCCCC1>>CCOC(=O)C(F)(F)C(=O)C1CCCCC1,"The Dess-Martin periodinane: 1,1,1-triacetoxy-1,1-dihydro-1,2-benziodoxol-3(1H)-one","Boeckman, Robert K. Jr.; Shao, Pengcheng; Mullins, Joseph J.","Organic Syntheses (2000), 77141-152","The Dess-Martin periodinane: 1,1,1-triacetoxy-1,1-dihydro-1,2-benziodoxol-3(1H)-one | Boeckman, Robert K. Jr.; Shao, Pengcheng; Mullins, Joseph J. | Organic Syntheses (2000), 77141-152",118460-37-0,118460-50-7,87413-09-0,,75-09-2,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""118460-37-0"", ""smiles"": ""CCOC(=O)C(F)(F)C(O)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""118460-50-7"", ""yield_pct"": ""86"", ""smiles"": ""CCOC(=O)C(F)(F)C(=O)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-1137321,31-480-CAS-1137321,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,80,,,O=[N+]([O-])/C(=C/c1cccs1)CO,O=C/C(=C\c1cccs1)[N+](=O)[O-],O=[N+]([O-])/C(=C/c1cccs1)CO>>O=C/C(=C\c1cccs1)[N+](=O)[O-],"Synthesis, Structure, and E-Z Isomerization of β-(Hetero)aryl-α-nitro-α,β-enals","Martinez-Bescos, Patricia; Cagide-Fagin, Fernando; Roa, Luis F.; Ortiz-Lara, Juan Carlos; Kierus, Krzysztof; Ozores-Viturro, Lidia; Fernandez-Gonzalez, Marta; Alonso, Ricardo","Journal of Organic Chemistry (2008), 73(10), 3745-3753","Synthesis, Structure, and E-Z Isomerization of β-(Hetero)aryl-α-nitro-α,β-enals | Martinez-Bescos, Patricia; Cagide-Fagin, Fernando; Roa, Luis F.; Ortiz-Lara, Juan Carlos; Kierus, Krzysztof; Ozores-Viturro, Lidia; Fernandez-Gonzalez, Marta; Alonso, Ricardo | Journal of Organic Chemistry (2008), 73(10), 3745-3753",915161-55-6,1019636-34-0,64297-64-9,,141-78-6,,,,,,"General/Typical Procedure: (E/Z)-β -(Hetero)aryl-α -nitro-α ,β -enals (3). General procedure for the oxidation of E-3-(hetero)aryl-2-nitroprop-2-en-1-ols (2). 2-Iodoxybenzoic acid (IBX)25 (2 mmol) was added to a solution of the corresponding 2-nitropropenol 2 (1 mmol) in EtOAc (6 mL). The suspension was refluxed for 6–8 h, then allowed to cool to rt.28 EtOAc was then removed in the rotavapor with no heating, using a water bath at rt (the magnetic stirring bar kept in the mixture helped to prevent bumping during this operation). The residue was magnetically stirred with Et2O while cooling with a dry icE-acetone bath (-78 °C; around 20 mL of Et2O were used for a 200 mg reaction scale; use of Et2O stabilized with 2,6-di-tert-butyl-4- methylphenol (BTH) proved to be adequate; use of Et2O stabilized with ethanol led sometimes to nitroenal decomposition). Once the entire solid was liberated from the walls of the flask (sometimes with the help of a spatula) and was freely floating, the suspension was filtered through a sintered glass funnel (porosity grade 5). The solid was washed with additional cold (-78 °C) Et2O. Nitroenals 3 were obtained as solids after solvent rotaevaporation with no heating, using a water bath at rt. Further purification was carried out either by crystallization-precipitation with appropriate solvents (usually Et2O or Et2O followed by the addition of n-hexane or n-pentane) or by flash chromatography, as indicated. Complete characterization details for nitroenals 3a-e are given below; when the 1H NMR data obtained for the E-Z mixture are separately assigned to E-3 and to Z-3, integral values are normalized to one proton (1 H) for every geometric isomer. 2-Nitro-3-(thiophen-2-yl)acrylaldehyde (3d, Table 1, entry 4). 3d was prepared according to the general procedure from 2d (0.50 g, 2.70 mmol) and IBX (1.51 g, 5.39 mmol) in EtOAc (13.5 mL), purified by flash chromatography (20% EtOAc/hexane), and crystallized from CHCl3: 0.40 g, 80%, yellow crystalline solid. mp 113 °C. IR (KBr) 3437, 3084, 1680, 1564, 1410, 1296, 754. 1H NMR (CDCl3, 250 MHz, E-3d/Z-3d ) 6/1) E-3d δ 10.40 (d, J = 2.5 Hz, 1H), 8.73 (d, J = 2.5 Hz, 1H), 8.04 (dt, J = 1 Hz, J = 5 Hz, 1H), 8.00 (dd, J = 1 Hz, J = 4 Hz, 1H), 7.35 (dd, J = 4 Hz, J = 5 Hz, 1H), Z-3d δ 10.07 (s, 1H), 8.09 (dt, J = 1 Hz, J = 5 Hz, 2H), 8.1–7.9 (1H, H3, hidden by protons of the major E isomer), 7.91 (dd, J = 1 Hz, J = 4 Hz, 1H), 7.32 (dd, J = 4 Hz, J = 5 Hz, 1H); 13C NMR (CDCl3, 62.5 MHz, E-3d/Z-3d ) 6/1) E-3d δ 184.5, 145.8, 142.0, 138.9, 138.0, 133.4, 129.2, Z-3d δ 183.2, 144.9, 134.2, 128.8, three C resonances, two of them quaternary, did not appear in the spectrum due to the small proportion of the Z-isomer present in the E-Z mixture. LRMS(CI+)m/z (%) 184 [M + H]+. HRMS (ESI+) calcd for C7H6NO3S+ (M + H)+ 184.0063, found 184.0060. Anal. Calcd for C7H7NO3S: C, 45.90; H, 2.75; N, 7.65; S, 17.50; O, 26.20. Found: C, 45.9623; H, 2.7395; N, 7.6386; S, 17.4936; O, 26.17.",1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""915161-55-6"", ""smiles"": ""O=[N+]([O-])/C(=C/c1cccs1)CO""}]","[{""index"": 1, ""cas_rn"": ""1019636-34-0"", ""yield_pct"": ""80"", ""smiles"": ""O=C/C(=C\\c1cccs1)[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""64297-64-9""}]",[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",stereoselective,
31-480-CAS-11549419,31-480-CAS-11549419,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,97,,,C[C@@H](CO)NC(=O)OC(C)(C)C,C[C@@H](C=O)NC(=O)OC(C)(C)C,C[C@@H](CO)NC(=O)OC(C)(C)C>>C[C@@H](C=O)NC(=O)OC(C)(C)C,An efficient method for preparation of optically active N-protected α-amino aldehydes from N-protected α-amino alcohols,"Soucek, Milan; Urban, Jan","Collection of Czechoslovak Chemical Communications (1995), 60(4), 693-6","An efficient method for preparation of optically active N-protected α-amino aldehydes from N-protected α-amino alcohols | Soucek, Milan; Urban, Jan | Collection of Czechoslovak Chemical Communications (1995), 60(4), 693-6",79069-13-9,79069-50-4,"75-65-0, 87413-09-0",,75-09-2,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""79069-13-9"", ""smiles"": ""C[C@@H](CO)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""79069-50-4"", ""yield_pct"": ""97"", ""smiles"": ""C[C@@H](C=O)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""75-65-0""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-11700755,31-480-CAS-11700755,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,95,,,CCCC(O)C(CC)CO,CCCC(O)C(C=O)CC,CCCC(O)C(CC)CO>>CCCC(O)C(C=O)CC,Development of an Azanoradamantane-Type Nitroxyl Radical Catalyst for Class-Selective Oxidation of Alcohols,"Doi, Ryusuke; Shibuya, Masatoshi; Murayama, Tsukasa; Yamamoto, Yoshihiko; Iwabuchi, Yoshiharu","Journal of Organic Chemistry (2015), 80(1), 401-413","Development of an Azanoradamantane-Type Nitroxyl Radical Catalyst for Class-Selective Oxidation of Alcohols | Doi, Ryusuke; Shibuya, Masatoshi; Murayama, Tsukasa; Yamamoto, Yoshihiko; Iwabuchi, Yoshiharu | Journal of Organic Chemistry (2015), 80(1), 401-413",94-96-2,496-03-7,"144-55-8, 1643-19-2, 7681-52-9, 7758-02-3, 7772-98-7",1452384-09-6,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Representative Procedure for the Selective Oxidation of Diols to Hydroxyaldehydes Using NaOCl as a Cooxidant (Method A). To a solution of 2,2-dimethyl-5-phenylpentane-1,3-diol (14e) (42.5 mg, 0.204 mmol) and DMN-AZADO (2) (0.339 mg, 0.0020 mmol) in CH2Cl2 (0.54 mL), sat. NaHCO3 (0.32 mL) containing KBr (2.43 mg, 0.020 mmol) and n-Bu4NBr (3.29 mg, 0.010 mmol) was added. While the reaction mixture was vigorously stirred at 0 °C, a premixed solution of aqueous NaOCl (0.245 mmol) and sat. NaHCO3 (0.22 mL) was added dropwise over 2 min. After stirring for 4 min at 0 °C, the reaction mixture was quenched with sat. Na2S2O3 (1 mL). The layers were separated, and the aqueous layer was extracted with Et2O. The combined organic layers were washed with brine, dried over MgSO4, and concentrated under reduced pressure. The crude product was purified by flash silica gel column chromatography (AcOEt:hexane = 1:4). 3-hydroxy-2,2-dimethyl-5-phenylpentanal (15e) (39.3 mg, 93%). 2-Ethyl-3-hydroxyhexanal (15d). Colorless oil (49.9 mg, 95%). 1H NMR (400 MHz, CDCl3) δ9.78 (d, J = 2.4 Hz, 0.4H), 9.76 (d, J = 2.9 Hz, 0.6H), 3.98 (dt, J = 8.7, 4.4 Hz, 0.4H), 3.88 (dt, J = 5.8, 5.8 Hz, 0.6H), 2.37-2.23 (m, 1H), 2.06 (br s, 0.6H), 1.86 (br s, 0.4H), 1.84-1.73 (m, 1H), 1.73-1.61 (m, 1H), 1.58-1.42 (m, 3H), 1.42-1.29 (m, 1H), 1.05-0.89 (m, 6H); 13C NMR (100 MHz, CDCl3) δ major 205.9, 70.8, 58.7, 37.1, 19.3, 18.6, 13.8, 11.4, minor 205.7, 70.5, 58.8, 36.5, 19.1, 17.4, 13.8, 12.1; IR (neat, cm-1): 3428, 1719, 1463; MS m/z 145 [M + H]+, 72 (100%); HRMS (EI) calcd. for C8H17O2: 145.1229 [M + H]+, found: 145.1215.",2,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""94-96-2"", ""smiles"": ""CCCC(O)C(CC)CO""}]","[{""index"": 1, ""cas_rn"": ""496-03-7"", ""yield_pct"": ""95"", ""smiles"": ""CCCC(O)C(C=O)CC""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""1643-19-2""}, {""index"": 3, ""cas_rn"": ""7681-52-9""}, {""index"": 4, ""cas_rn"": ""7758-02-3""}, {""index"": 5, ""cas_rn"": ""7772-98-7""}]","[{""index"": 1, ""cas_rn"": ""1452384-09-6""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",alternative reaction conditions shown,
31-480-CAS-11748703,31-480-CAS-11748703,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,99,,,COc1ccc(CCO)cc1OC,COc1ccc(CC=O)cc1OC,COc1ccc(CCO)cc1OC>>COc1ccc(CC=O)cc1OC,Development and evaluation of new cyclooctynes for cell surface glycan imaging in cancer cells,"Stoeckmann, Henning; Neves, Andre A.; Stairs, Shaun; Ireland-Zecchini, Heather; Brindle, Kevin M.; Leeper, Finian J.","Chemical Science (2011), 2(5), 932-936","Development and evaluation of new cyclooctynes for cell surface glycan imaging in cancer cells | Stoeckmann, Henning; Neves, Andre A.; Stairs, Shaun; Ireland-Zecchini, Heather; Brindle, Kevin M.; Leeper, Finian J. | Chemical Science (2011), 2(5), 932-936",7417-21-2,5703-21-9,87413-09-0,,75-09-2,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""7417-21-2"", ""smiles"": ""COc1ccc(CCO)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""5703-21-9"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccc(CC=O)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
