reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles,spectator_groups
C-N Coupling,78.0,0.0,Any-X,Ar-NH2,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,FC(F)(F)c1ccc(I)cc1.Nc1ccc(Cl)nc1>>FC(F)(F)c1ccc(Nc2ccc(Cl)nc2)cc1,CF3 / F / X / Cl / Pyridine
C-N Coupling,94.0,1.05,Bn-NH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,NCc1ccccc1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(NCc2ccccc2)cc1,CF3 / F / X
C-N Coupling,83.0,0.0,Any-X,Bn-NH2,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,FC(F)(F)c1ccc(I)cc1.NCc1ccncc1>>FC(F)(F)c1ccc(NCc2ccncc2)cc1,CF3 / F / X / Pyridine
C-N Coupling,81.0,-0.32,RCH2-NHR,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,C1CCNC1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(N2CCCC2)cc1,CF3 / F / X
C-N Coupling,82.0,-0.22,RCH2-NHR,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,C1COCCN1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(N2CCOCC2)cc1,OR / CF3 / F / X
C-N Coupling,70.0,-0.71,RCH2-NHR,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,C1CSCCN1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(N2CCSCC2)cc1,SR / CF3 / F / X
C-N Coupling,75.0,-0.03,Any-X,RCH2-NHR,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,FC(F)(F)c1ccc(I)cc1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,CF3 / F / X / Carbamate / CO2R / CONR2
C-N Coupling,74.0,0.0,RCH2-NHR,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,c1ccc(N2CCNCC2)cc1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(N2CCN(c3ccccc3)CC2)cc1,NR2 / CF3 / F / X
C-N Coupling,74.0,0.0,Ar-SO2NH2,Ar-I,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.CC(C)(C)c1ccc(I)cc1>>Cc1ccc(S(=O)(=O)Nc2ccc(C(C)(C)C)cc2)cc1,SO2R / SR
C-N Coupling,78.0,-0.59,RCH2-NHR,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,C1CCNCC1.FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(N2CCCCC2)cc1,CF3 / F / X
C-N Coupling,85.0,0.0,Ar-SO2NH2,Ar-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.Clc1cccc(I)c1>>Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1,SO2R / SR / Cl / X
C-N Coupling,78.0,-0.91,Ar-CONH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,NC(=O)c1ccccc1.FC(F)(F)c1ccc(I)cc1>>O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1,CF3 / F / X
C-N Coupling,83.0,0.0,Ar-SO2NH2,Ar-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.Fc1cccc(I)c1>>Cc1ccc(S(=O)(=O)Nc2cccc(F)c2)cc1,SO2R / SR / F / X
C-N Coupling,72.0,0.0,Ar-SO2NH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,NS(=O)(=O)c1ccc(Cl)cc1.FC(F)(F)c1ccc(I)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc(Cl)cc1,SO2R / SR / Cl / X / CF3 / F
C-N Coupling,81.0,-0.71,Ar-SO2NH2,Ar-I,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,SO2R / SR / CO2R
C-N Coupling,86.0,0.0,Ar-SO2NH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,NS(=O)(=O)c1ccccc1.FC(F)(F)c1ccc(I)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1,SO2R / SR / CF3 / F / X
C-N Coupling,89.0,0.4,Ar-SO2NH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.FC(F)(F)c1ccc(I)cc1>>Cc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc1,SO2R / SR / CF3 / F / X
C-N Coupling,87.0,0.0,Ar-SO2NH2,Ar-I,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Cc1ccc(S(N)(=O)=O)cc1.N#Cc1ccc(I)cc1>>Cc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2)cc1,SO2R / SR / CN
C-N Coupling,73.0,0.0,Ar-SO2NH2,Any-X,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,NS(=O)(=O)c1ccc(F)cc1.FC(F)(F)c1ccc(I)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,SO2R / SR / F / X / CF3
C-N Coupling,72.0,0.0,Ar-I,R2CH-CONH2,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,COC(=O)c1ccc(I)cc1.CC(C)Cc1ccc(C(C)C(N)=O)cc1>>COC(=O)c1ccc(NC(=O)C(C)c2ccc(CC(C)C)cc2)cc1,CO2R / acidic
C-N Coupling,78.0,0.0,Ar-NH2,Ar-I,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Nc1ccccc1.Ic1ncc(-c2ccccc2)o1>>c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,Oxazole
C-N Coupling,82.0,0.98,Any-X,RCH2-NHR,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,FC(F)(F)c1cccc(I)c1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,CF3 / F / X / Carbamate / CO2R / CONR2
C-N Coupling,86.0,0.0,Any-X,Ar-I,1879089-19-6,,Tetramethylguanidine,MeCN,,,,False,Nc1cccc(C(F)(F)F)c1.COC(=O)c1ccccc1I>>COC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CF3 / F / X / CO2R
C-N Coupling,79.0,0.09,Ar-NHAr,Ar-Br,Pd2(dba)3,PtBu3,NaOtBu,PhMe,,,,False,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1.Brc1cc(Br)cc(Br)c1>>c1ccc2cc(N(c3cc(N(c4ccc5ccccc5c4)c4ccc5ccccc5c4)cc(N(c4ccc5ccccc5c4)c4ccc5ccccc5c4)c3)c3ccc4ccccc4c3)ccc2c1,
C-N Coupling,65.0,0.0,Ar-NHAr,Ar-NHR,Pd(dba)2,tBuXPhos,NaOtBu,PhMe,,,,False,c1ccc(Nc2ccccc2)cc1.CC1=N[C@@]2(Cc3ccc(Cl)cc3N[C@@H]2c2ccccc2)C(=O)N1C>>CC1=N[C@@]2(Cc3ccc(N(c4ccccc4)c4ccccc4)cc3N[C@@H]2c2ccccc2)C(=O)N1C,NHR / CONR2 / Amide / LactamN / Imino
C-N Coupling,55.0,0.0,Ar-NHAr,Ar-Br,Pd(dba)2,tBuXPhos,NaOtBu,PhMe,,,,False,c1ccc(Nc2ccccc2)cc1.CC1=NC2(Cc3ccc(Br)cc3N2Cc2ccccc2)C(=O)N1C>>CC1=NC2(Cc3ccc(N(c4ccccc4)c4ccccc4)cc3N2Cc2ccccc2)C(=O)N1C,NR2 / CONR2 / Amide / LactamN / Imino
C-N Coupling,99.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,90.0,0.5,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Cc1ccc(N)nc1.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1ccc(C)cn1,Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,97.0,1.16,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Cc1cccc(N)n1.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1cccc(C)n1,Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,77.0,-0.74,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Cc1cccnc1N.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1ncccc1C,Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,98.0,0.71,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccc(Cl)cn1.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1ccc(Cl)cn1,Cl / X / Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,83.0,0.0,Ar-Br,Ar-NH2,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,C=Cc1ccccc1Br.N#Cc1ccnc(N)c1>>C=Cc1ccccc1Nc1cc(C#N)ccn1,Dienophile / C=C / C=CH2 / CN / Pyridine / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,0.0,Ar-Br,Ar-NH2,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,C=Cc1ccccc1Br.Nc1cnccn1>>C=Cc1ccccc1Nc1cnccn1,Dienophile / C=C / C=CH2 / Pyrimidine / Motif-C=C / Any-Dienophile
C-N Coupling,88.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1nccc2ccccc12.C=Cc1ccccc1Br>>C=Cc1ccccc1Nc1nccc2ccccc12,Isoquinoline / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,0.0,Ar-Br,Ar-NH2,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,C=Cc1ccccc1Br.Nc1ncc(Br)cc1Br>>C=Cc1ccccc1Nc1ncc(Br)cc1Br,Dienophile / C=C / C=CH2 / Br / X / Pyridine / Motif-C=C / Any-Dienophile
C-N Coupling,75.0,-0.93,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1cc(C)ccc1Br>>C=Cc1cc(C)ccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,72.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1cc(OC)ccc1Br>>C=Cc1cc(OC)ccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / OR / Motif-C=C / Any-Dienophile
C-N Coupling,93.0,0.71,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1c(F)cccc1Br>>C=Cc1c(F)cccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / X / F / Motif-C=C / Any-Dienophile
C-N Coupling,83.0,-0.71,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1ccc(F)cc1Br>>C=Cc1ccc(F)cc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / X / F / Motif-C=C / Any-Dienophile
C-N Coupling,72.0,-0.71,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1cc(Cl)ccc1Br>>C=Cc1cc(Cl)ccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / X / Cl / Motif-C=C / Any-Dienophile
C-N Coupling,82.0,0.0,Ar-NH2,Any-X,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1cc(C(F)(F)F)ccc1Br>>C=Cc1cc(C(F)(F)F)ccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / CF3 / F / X / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.C=Cc1cc([N+](=O)[O-])ccc1Br>>C=Cc1cc([N+](=O)[O-])ccc1Nc1ccccn1,Pyridine / Dienophile / C=C / C=CH2 / NO2 / NR2 / Motif-C=C / Any-Dienophile
C-N Coupling,77.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,COC(=O)c1ccc(N)nc1.C=Cc1cc(C)ccc1Br>>C=Cc1cc(C)ccc1Nc1ccc(C(=O)OC)cn1,CO2R / Pyridine / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,97.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",water,,,False,Nc1ccccn1.Brc1ccccc1/C=C/c1ccccc1>>C(=C/c1ccccc1Nc1ccccn1)\c1ccccc1,Pyridine / C=C / Dienophile / Motif-C=C / Any-Dienophile
C-N Coupling,79.0,0.0,Ar-NH2,Ar-OTf,Pd2(dba)3,XantPhos,"2-Propanol,2-methyl-,lithiumsalt(1:1)",DMSO,,,,False,CC(C)(C)c1cc(N)no1.O=S(=O)(Oc1ccccn1)C(F)(F)F>>CC(C)(C)c1cc(Nc2ccccn2)no1,Pyridine
C-N Coupling,84.0,-0.18,Ar-NH2,Ar-Br,Pd(OAc)2,XPhos,KOtBu,PhMe,,,,False,Nc1ccccc1.CO[C@@H]1COc2ccc(Br)cc2C1>>CO[C@@H]1COc2ccc(Nc3ccccc3)cc2C1,OR
C-N Coupling,87.0,0.0,H-Alkynyl,Any-N3,68986-76-5,15956-28-2,NaHCO3,PhMe / water,,,,False,C#Cc1ccc(F)cc1.Cc1ccc(S(=O)(=O)N=[N+]=[N-])cc1.Cc1ccc(NCC(=O)c2ccc(C)cc2)cc1>>Cc1ccc(-c2cn(-c3ccc(C)cc3)c(-c3ccc(F)cc3)c2NS(=O)(=O)c2ccc(C)cc2)cc1,F / X / SO2R / SR
C-N Coupling,74.0,0.0,Alkyl-CONHR,H-Alkenyl,13965-03-2,XantPhos,Et3N,PhMe,,,,False,O=C(Nc1ccccc1)C(F)(F)Br.C=C/C=C/c1ccc(F)cc1>>O=C1N(c2ccccc2)C(/C=C/c2ccc(F)cc2)CC1(F)F,Amide / X / F / Dienophile / C=C / Motif-C=C / Any-Dienophile
C-N Coupling,56.0,-2.26,Ar-I,AromN-H,CuI,N,K2CO3,"1,4-Dioxane",,,,False,Ic1ccccc1.O=c1[nH]sc2ccccc12>>O=c1c2ccccc2sn1-c1ccccc1,AromN
C-N Coupling,50.0,0.0,CH3-I,H-Alkenyl,NiBr2(dme),DMAP,,DMAc / MeCN,,,,False,CI.C=CCC(=O)Nc1cccc2cccnc12.CC(C)(C)C(=O)O.CC(C)(C)C1=[O]->[Zn+2]([Cl-])(<-[O-]1)[Si-](C)(C1=CC=CC=C1)C1=CC=CC=C1.[Li+].[Li].CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(CC(=O)N(C(=O)OC(C)(C)C)c1cccc2cccnc12)C[Si](C)(c1ccccc1)c1ccccc1,Amide / acidic / Quinoline / Pyridine / CO2R
C-N Coupling,60.0,-1.87,Ar-NHAr,Ar-Br,Pd(OAc)2,PtBu3,NaOtBu,PhMe,water,,,False,Cc1ccc(Nc2ccc(C)cc2)cc1.CC(C)(C)c1nnc(-c2cccc(Br)c2)o1>>Cc1ccc(N(c2ccc(C)cc2)c2cccc(-c3nnc(C(C)(C)C)o3)c2)cc1,
C-N Coupling,68.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Cl)cc1)c1ccco1.N#CCc1ccccc1Br>>N#Cc1c(-c2ccco2)n(-c2ccc(Cl)cc2)c2ccccc12,Cl / X / Furan / CN
C-N Coupling,79.0,0.0,Ar-Amide,Ar-R,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccccc1)c1ccc(F)cc1.N#CCc1ccc(C(F)(F)F)cc1Br>>N#Cc1c(-c2ccc(F)cc2)n(-c2ccccc2)c2cc(C(F)(F)F)ccc12,F / X / CF3 / CN
C-N Coupling,61.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2s1.N#CCc1ccccc1Br>>N#Cc1c(-c2cc3ccccc3s2)n(-c2ccc(Cl)cc2)c2ccccc12,Cl / X / Benzothiophene / CN
C-N Coupling,64.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Br)cc1)c1cc2ccccc2o1.N#CCc1ccccc1Br>>N#Cc1c(-c2cc3ccccc3o2)n(-c2ccc(Br)cc2)c2ccccc12,Br / X / Benzofuran / CN
C-N Coupling,63.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Br)cc1)c1ccco1.N#CCc1ccccc1Br>>N#Cc1c(-c2ccco2)n(-c2ccc(Br)cc2)c2ccccc12,Br / X / Furan / CN
C-N Coupling,57.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Br)cc1)c1ccco1.COc1cc(Br)c(CC#N)cc1OC>>COc1cc2c(C#N)c(-c3ccco3)n(-c3ccc(Br)cc3)c2cc1OC,Br / X / Furan / CN / OR
C-N Coupling,58.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,COc1ccc(NC(C)=O)cc1.N#CCc1ccccc1Br>>COc1ccc(-n2c(C)c(C#N)c3ccccc32)cc1,OR / CN
C-N Coupling,68.0,0.0,Ar-Amide,Bn-CN,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccccc1)c1ccc(F)cc1.N#CCc1ccccc1Br>>N#Cc1c(-c2ccc(F)cc2)n(-c2ccccc2)c2ccccc12,F / X / CN
C-N Coupling,62.0,0.0,Ar-Amide,Bn-CO2R,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Br)cc1)c1ccco1.COC(=O)Cc1ccccc1Br>>COC(=O)c1c(-c2ccco2)n(-c2ccc(Br)cc2)c2ccccc12,Br / X / Furan / CO2R
C-N Coupling,68.0,0.0,Ar-Amide,Bn-CO2R,CuBr,,NaH / K2CO3,DMF,,,SOCl2,False,O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1.COC(=O)Cc1cc(F)c(F)cc1Br>>COC(=O)c1c(-c2cc3ccccc3o2)n(-c2ccc(Cl)cc2)c2cc(F)c(F)cc12,Cl / X / Benzofuran / CO2R / F
C-N Coupling,87.0,0.68,AromN-H,Ar-Br,Cu(0),,K2CO3,DMF,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccccn1>>c1ccc(-n2c3ccccc3c3ccccc32)nc1,AromN / Pyridine
C-N Coupling,85.0,0.48,AromN-H,Ar-Br,CuI,L-Proline,K2CO3,DMSO,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,AromN
C-N Coupling,60.0,0.0,AromN-H,Ar-Br,Cu(0),,K2CO3,DMF,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1cnc(Br)nc1>>Brc1cnc(-n2c3ccccc3c3ccccc32)nc1,AromN / Br / X / Pyrimidine
C-N Coupling,70.0,-0.06,AromN-H,Ar-Br,Cu(0),,K2CO3,DMF,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccc(Br)nc1>>Brc1ccc(-n2c3ccccc3c3ccccc32)nc1,AromN / Br / X / Pyridine
C-N Coupling,72.0,0.22,AromN-H,Ar-Br,CuI,L-Proline,K2CO3,DMSO,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccc(Br)cc1>>Brc1ccc(-n2c3ccccc3c3ccccc32)cc1,AromN / Br / X
C-N Coupling,94.0,1.15,AromN-H,Ar-Br,Cu(0),,K2CO3,DMF,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Brc1ncccn1>>c1cnc(-n2c3ccccc3c3ccccc32)nc1,AromN / Pyrimidine
C-N Coupling,74.0,-0.22,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1CC(=O)C=C(Nc2ccccc2C#Cc2ccccc2Br)C1>>CC1CC(=O)C=C(n2c(-c3ccccc3Br)cc3ccccc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,92.0,1.09,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccccc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3ccccc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,65.0,-0.87,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,O=C1C=C(Nc2ccccc2C#Cc2ccccc2Br)CCC1>>O=C1C=C(n2c(-c3ccccc3Br)cc3ccccc32)CCC1,Dienophile / C=C / Cyclohexene / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,-0.71,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,Cc1ccc(NC2=CC(=O)CC(C)(C)C2)c(C#Cc2ccccc2Br)c1>>Cc1ccc2c(c1)cc(-c1ccccc1Br)n2C1=CC(=O)CC(C)(C)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,76.0,0.0,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccc(C#N)cc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3cc(C#N)ccc32)C1,Dienophile / C=C / Cyclohexene / CN / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,70.0,-0.71,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccc(F)cc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3cc(F)ccc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / F / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,82.0,0.49,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccc(Cl)cc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3cc(Cl)ccc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / Cl / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,58.0,0.0,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccc([N+](=O)[O-])cc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3cc([N+](=O)[O-])ccc32)C1,Dienophile / C=C / Cyclohexene / NO2 / NR2 / COR / Br / X / acidic / Any-Dienophile / Motif-C=C
C-N Coupling,90.0,0.71,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,Cc1ccc(C#Cc2ccccc2NC2=CC(=O)CC(C)(C)C2)c(Br)c1>>Cc1ccc(-c2cc3ccccc3n2C2=CC(=O)CC(C)(C)C2)c(Br)c1,Dienophile / C=C / Cyclohexene / COR / Br / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,88.0,0.71,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,O=C1C=C(Nc2ccc(F)cc2C#Cc2ccccc2Br)CCC1>>O=C1C=C(n2c(-c3ccccc3Br)cc3cc(F)ccc32)CCC1,Dienophile / C=C / Cyclohexene / COR / Br / X / F / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,0.0,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccccc2C#Cc2ccccc2Cl)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Cl)cc3ccccc32)C1,Dienophile / C=C / Cyclohexene / COR / Cl / X / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,67.0,-1.47,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,O=C1C=C(Nc2cc(Cl)ccc2C#Cc2ccccc2Br)CCC1>>O=C1C=C(n2c(-c3ccccc3Br)cc3ccc(Cl)cc32)CCC1,Dienophile / C=C / Cyclohexene / COR / Br / X / Cl / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,80.0,0.23,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2cc(Cl)ccc2C#Cc2ccccc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccccc3Br)cc3ccc(Cl)cc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / Cl / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,84.0,0.75,Any-C=C,,CuI,L-Proline,K2CO3,DMSO,,,,True,CC1(C)CC(=O)C=C(Nc2ccccc2C#Cc2ccc(Cl)cc2Br)C1>>CC1(C)CC(=O)C=C(n2c(-c3ccc(Cl)cc3Br)cc3ccccc32)C1,Dienophile / C=C / Cyclohexene / COR / Br / X / Cl / acidic / Motif-C=C / Any-Dienophile
C-N Coupling,73.0,0.0,RCH2-NHR,Ar-Br,Pd2(dba)3,DavePhos,NaOtBu,PhMe,,,,False,c1ccc(C2CCNCC2)cc1.FC1(F)C(F)(F)C1(F)Oc1ccc(Br)cc1>>FC1(F)C(F)(F)C1(F)Oc1ccc(N2CCC(c3ccccc3)CC2)cc1,OR / X / F
C-N Coupling,81.0,0.0,R2CH-NHR,Ar-Amide,Cu(OAc)2,,,DMSO,,,,False,O=C(ONC1CCCCC1)c1ccccc1.O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1>>O=c1n(-c2ccccn2)c2c3ccccc3c(Br)cc2n1C1CCCCC1,Br / X / Pyridine
