reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles,spectator_groups
C-N Coupling,66.0,-0.85,RCH2-CONHR,Ar-I,CuI,N,K3PO4,"1,4-Dioxane",,,,False,O=C1CCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,Amide / LactamN / acidic
C-N Coupling,89.0,0.73,RCH2-CONHR,Ar-I,CuI,N,K3PO4,"1,4-Dioxane",,,,False,O=C1CCCN1.I[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92>>O=C1CCCN1[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([cH]->7[cH]->81)[cH]->92,Amide / LactamN / acidic
C-N Coupling,86.0,0.0,CH3-OH,Ar-CONHR,CuI,,Cs2CO3,MeOH,,,,False,CO.Nc1cc(Cl)ccc1C(=O)NC1CCCCC1>>O=c1c2ccc(Cl)cc2ncn1C1CCCCC1,Cl / X
C-N Coupling,87.0,0.0,CH3-OH,Ar-Amide,CuI,,Cs2CO3,MeOH,,,,False,CO.COc1ccc(NC(=O)c2ccc(Cl)cc2N)cc1>>COc1ccc(-n2cnc3cc(Cl)ccc3c2=O)cc1,OR / Cl / X
C-N Coupling,91.0,0.0,CH3-OH,Ar-Amide,CuI,,Cs2CO3,MeOH,,,,False,CO.Nc1cc(Cl)ccc1C(=O)Nc1ccccc1>>O=c1c2ccc(Cl)cc2ncn1-c1ccccc1,Cl / X
C-N Coupling,68.0,0.0,Alkyl-Br,Any-C=C,CuSO4,phen,n-BuLi / K2CO3,DCM / THF / Hex / water / Me2CO / PhMe,NH4Cl,,,False,BrC(Br)(Br)Br.O=C/C=C/c1ccc(Br)cc1.Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N(C#C/C=C/c2ccc(Br)cc2)c2ccccc2)cc1,X / Dienophile / C=C / Br / Sulfonamide / SO2R / SR / Motif-C=C / Any-Dienophile
C-N Coupling,75.0,0.0,Alkyl-Br,Any-C=C,CuSO4,phen,n-BuLi / K2CO3,DCM / THF / Hex / water / Me2CO / PhMe,NH4Cl,,,False,BrC(Br)(Br)Br.O=C/C=C/c1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N(C#C/C=C/c2ccc(Cl)cc2)c2ccccc2)cc1,X / Dienophile / C=C / Cl / Sulfonamide / SO2R / SR / Motif-C=C / Any-Dienophile
C-N Coupling,65.0,0.0,RCH2-CONHR,Ar-I,CuI,N,K3PO4,"1,4-Dioxane",,,,False,O=C1CCCN1.CN(C)S(=O)(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([c]->7(I)[cH]->81)[c]->92[Si](C)(C)C>>CN(C)S(=O)(=O)[c-]12->[Fe+2]3456789(<-[cH]%10[cH]->3[cH]->4[cH-]->5[cH]->6%10)<-[cH]([c]->7(N3CCCC3=O)[cH]->81)[c]->92[Si](C)(C)C,Amide / LactamN / acidic / SO2NR2 / SO2R / SR / Si / Sulfonamide
C-N Coupling,93.0,0.0,Ar-Cl,,TBAI,,,DMSO / water,,,,True,Cc1nn(-c2ccccc2)c(Cl)c1C=O>>Cc1nn(-c2ccccc2)c(N=[N+]=[N-])c1C=O,CHO / AromN
C-N Coupling,82.0,0.0,Ar-Br,,CuI,134-03-2,,EtOH / water,,,,True,CC(C)(C)OC(=O)NC1=N[C@](C)(c2cccc(Br)c2)CO[C@@]1(C)C(F)(F)F>>CC(C)(C)OC(=O)NC1=N[C@](C)(c2cccc(N=[N+]=[N-])c2)CO[C@@]1(C)C(F)(F)F,X / CF3 / F / OR / Carbamate / CO2R / CONHR / Imino
C-N Coupling,96.0,0.58,Ar-Br,,CuI,134-03-2,,EtOH / water,,,,True,Nc1cccc(Br)c1>>[N-]=[N+]=Nc1cccc(N)c1,NH2
C-N Coupling,70.0,0.0,Ar-Br,,CuI,,,EtOH / water,,,,True,Brc1ccccn1>>[N-]=[N+]=Nc1ccccn1,Pyridine
C-N Coupling,56.0,-1.48,RCH2-NHR,Ar-Amide,NiCl2(dme),,,DMAc,,,,False,C1COCCN1.O=C(Nc1cccc2cccnc12)c1ccc(F)cc1>>O=C(Nc1cccc2cccnc12)c1ccc(F)cc1N1CCOCC1,OR / Amide / CONHR / F / X / Quinoline / Pyridine
C-N Coupling,73.0,-0.71,Alkyl-CONH2,Ar-Br,CuI,N,K2CO3,PhMe,,,,False,CC(N)=O.Fc1ccc(Cc2ccc(F)cc2Br)c(Br)c1>>CC(=O)N1c2ccc(F)cc2Cc2cc(F)ccc21,acidic / X / F
C-N Coupling,96.0,0.0,Ar-Amide,,68986-76-5,N,Cs2CO3,"1,4-Dioxane",,,,True,O=C(Nc1ccccc1-c1occc1Br)c1ccccc1Br>>O=C(c1ccc(Cl)cc1)n1c2ccccc2c2occc21,X / Furan
C-N Coupling,76.0,0.0,Ar-NHAr,R3C-CO2R,Cu(OAc)2,bpy,K2CO3,MeCN,,,,False,Cc1ccc(Nc2ccc(C)cc2)cc1.CCOC(=O)C1(Br)CCC1>>Cc1ccc(N2C(=O)C3(CCC3)c3cc(C)ccc32)cc1,
C-N Coupling,59.0,-0.95,AromN-H,Ar-F,Cu(OAc)2,,Et3N,DCM,,,,False,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C.Fc1cc(F)c[c]([Bi]([c]2cc(F)cc(F)c2)[c]2cc(F)cc(F)c2)c1>>COC(=O)[C@H](Cc1cn(-c2cc(F)cc(F)c2)c2ccccc12)NC(=O)OC(C)(C)C,AromN / Carbamate / CO2R / CONHR / Ester / acidic / F / X
C-N Coupling,86.0,0.41,Ar-Amide,,68986-76-5,N,Cs2CO3,"1,4-Dioxane",,,,True,COc1cc(C(=O)Nc2ccccc2-c2occc2Br)cc(OC)c1OC>>COc1ccc(C(=O)n2c3ccccc3c3occc32)cc1,OR / Furan
C-N Coupling,76.0,-0.4,AromN-H,Ar-Cl,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,c1cc[nH]c1.Clc1cccnc1>>c1ccc(-n2cccc2)nc1,AromN / Pyridine
C-N Coupling,86.0,0.0,Any-X,Ar-Cl,NiBr2(dme),dtbbpy,DBU,DMAc,LiBr,,,False,FC(F)(F)c1ccc(Br)cc1.Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2>>FC(F)(F)c1ccc(N2CCN(C3=Nc4ccccc4Oc4ccccc43)CC2)cc1,CF3 / F / X / OAr / OR / Imino / NR2
C-N Coupling,70.0,1.0,AromN-H,Ar-OR,CuSO4,,K2CO3,DMSO,,,,False,c1c[nH]cn1.COc1ccc(I)cc1>>c1ccc(-n2ccnc2)cc1,AromN
C-N Coupling,60.0,-1.0,AromN-H,Ar-OR,Cu(0),,K2CO3,water,,,,False,c1c[nH]cn1.COc1ccc(I)cc1>>c1ccc(-n2ccnc2)cc1,AromN
C-N Coupling,75.0,-0.7,AromN-H,Ar-I,CuI,,Na2CO3,DMF,,,,False,c1c[nH]cn1.O=c1c(I)coc2ccccc12>>O=c1cc(-n2ccnc2)oc2ccccc12,AromN
C-N Coupling,71.0,0.0,RCH2-NHR,Ar-Cl,CuI,2496679-14-0,Cs2CO3,DMF,,,,False,OCCN1CCNCC1.Clc1ccc2ccccc2n1>>OCCN1CCN(c2cnc3ccccc3c2)CC1,NR2 / OH / OR / Quinoline / Pyridine
C-N Coupling,1.0,0.0,RCH2-NHR,Ar-I,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccccc1.COC(=O)c1ccc(N2CCCC2)cc1,CO2R
C-N Coupling,8.0,0.0,Ar-Br,RCH2-NHR,207569-11-7,2363044-86-2,,DMAc,,,,False,COc1ccc(Br)cc1.C1CCNC1>>COc1ccccc1.COc1ccc(O)cc1.COc1ccc(N2CCCC2)cc1,OR
C-N Coupling,4.0,-3.83,Ar-Br,RCH2-NHR,207569-11-7,2363044-86-2,,DMAc,,,,False,Brc1ccccc1.C1CCNC1>>c1ccccc1.Oc1ccccc1.c1ccc(N2CCCC2)cc1,
C-N Coupling,4.0,0.0,RCH2-NHR,Ar-Cl,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.COC(=O)c1ccc(Cl)cc1>>COC(=O)c1ccccc1.COC(=O)c1ccc(N2CCCC2)cc1,CO2R
C-N Coupling,9.0,-1.99,RCH2-NHR,Ar-Br,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.Fc1ccc(Br)cc1>>Oc1ccc(F)cc1.Fc1ccccc1.Fc1ccc(N2CCCC2)cc1,X / F
C-N Coupling,2.0,-0.67,RCH2-NHR,Ar-Br,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.COC(=O)c1ccc(Br)cc1>>COC(=O)c1ccccc1.COC(=O)c1ccc(O)cc1.COC(=O)c1ccc(N2CCCC2)cc1,CO2R
C-N Coupling,4.0,-3.01,RCH2-NHR,Ar-Br,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.Cc1cccc(Br)c1>>Cc1cccc(O)c1.Cc1ccccc1.Cc1cccc(N2CCCC2)c1,
C-N Coupling,5.0,-2.96,RCH2-NHR,Ar-Br,207569-11-7,2363044-86-2,,DMAc,,,,False,C1CCNC1.CC(C)(C)c1ccc(Br)cc1>>CC(C)(C)c1ccccc1.CC(C)(C)c1ccc(O)cc1.CC(C)(C)c1ccc(N2CCCC2)cc1,
C-N Coupling,87.0,0.0,Alkenyl-CONHR,,Cu2O,,K2CO3,DMF,,,,True,CCNC(=O)/C(=C/c1cc(OC)cc(OC)c1)c1ccc(O)cc1Br>>CCN1C(=O)/C(=C/c2cc(OC)cc(OC)c2)c2ccc(O)cc21.CCN1C(=O)/C(=C\c2cc(OC)cc(OC)c2)c2ccc(O)cc21,C=C / Dienophile / OR / OH / Amide / Motif-C=C / Any-Dienophile
C-N Coupling,71.0,0.0,RCH2-CONHR,,NiCl2,tmphen,,PhMe,,,,True,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl>>COc1cc(N=C2C=C(C)/C(=C(/C)O)C(=O)N2c2cc(OC)c(Cl)cc2OC)c(OC)cc1Cl,Amide / OR / Cl / X
C-N Coupling,85.0,0.0,RCH2-CONHR,,NiCl2,tmphen,,PhMe,,,,True,CC(=O)CC(=O)Nc1ccc(Cl)cc1>>CC1=CC(=Nc2ccc(Cl)cc2)N(c2ccc(Cl)cc2)C(=O)/C1=C(\C)O,Amide / Cl / X
C-N Coupling,85.0,0.0,RCH2-Sn,Any-CONHR,CuI,Pd2(dba)3,NH4OH / Et3N,DMF / water / DCM,,,,False,C=C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.CC(C)(C)OC(=O)Nc1ccccc1I.O=C(Cl)c1ccc(F)cc1>>C=C=Cc1ccccc1N(C(=O)OC(C)(C)C)C(=O)c1ccc(F)cc1,Carbamate / CO2R / X / F
C-N Coupling,73.0,0.0,RCH2-Sn,Any-CONHR,CuI,Pd2(dba)3,NH4OH / Et3N,DMF / water / DCM,,,,False,C=C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.CC(C)(C)OC(=O)Nc1ccccc1I.O=C(Cl)c1cccc(Br)c1>>C=C=Cc1ccccc1N(C(=O)OC(C)(C)C)C(=O)c1cccc(Br)c1,Carbamate / CO2R / X / Br
C-N Coupling,73.0,0.0,RCH2-Sn,Any-CONHR,CuI,Pd2(dba)3,NH4OH / Et3N,DMF / water / DCM,,,,False,C=C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.CC(C)(C)OC(=O)Nc1ccccc1I.O=C(Cl)c1ccccc1Cl>>C=C=Cc1ccccc1N(C(=O)OC(C)(C)C)C(=O)c1ccccc1Cl,Carbamate / CO2R / X / Cl
C-N Coupling,80.0,0.0,RCH2-NHR,Ar-B(OH)2,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,False,c1ccc(N2CCNCC2)cc1.OB(O)c1ccc(F)cc1>>Fc1ccc(N2CCN(c3ccccc3)CC2)cc1,NR2 / F / X
C-N Coupling,78.0,0.0,RCH2-NHR,Ar-B(OH)2,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,False,c1ccc(N2CCNCC2)cc1.OB(O)c1cccc(Cl)c1>>Clc1cccc(N2CCN(c3ccccc3)CC2)c1,NR2 / Cl / X
C-N Coupling,79.0,-0.5,RCH2-NHR,Any-X,NiBr2(dme),143334-20-7,Dabco,DMAc,,,,False,C1CCNCC1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(N2CCCCC2)cc1,CF3 / F / X
C-N Coupling,81.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,CCOc1ccccc1O.Clc1ncc(Br)c(Cl)n1.Cc1cccc(N)c1>>CCOc1ccccc1Oc1nc(Nc2cccc(C)c2)ncc1Br,OR / Br / X / Pyrimidine
C-N Coupling,82.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,Oc1cc(Cl)cc(Cl)c1.Clc1ncc(Br)c(Cl)n1.Cc1cccc(N)c1>>Cc1cccc(Nc2ncc(Br)c(Oc3cc(Cl)cc(Cl)c3)n2)c1,Cl / X / Br / Pyrimidine
C-N Coupling,77.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,O=[N+]([O-])c1cccc(O)c1.Clc1ncc(Br)c(Cl)n1.Cc1cccc(N)c1>>Cc1cccc(Nc2ncc(Br)c(Oc3cccc([N+](=O)[O-])c3)n2)c1,NO2 / NR2 / Br / X / Pyrimidine
C-N Coupling,91.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,Oc1ccc(Br)cc1.Clc1ncc(Br)c(Cl)n1.Cc1cccc(N)c1>>Cc1cccc(Nc2ncc(Br)c(Oc3ccc(Br)cc3)n2)c1,Br / X / Pyrimidine
C-N Coupling,87.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,O=[N+]([O-])c1ccc(O)c(F)c1.Clc1ncc(Br)c(Cl)n1.COc1cc(N)cc(OC)c1OC>>COc1cc(Nc2ncc(Br)c(Oc3ccc([N+](=O)[O-])cc3F)n2)cc(OC)c1OC,NO2 / NR2 / F / X / Br / Pyrimidine / OR
C-N Coupling,70.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,O=[N+]([O-])c1ccc(O)c(F)c1.Clc1ncc(Br)c(Cl)n1.Nc1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(Oc2nc(Nc3ccc(Cl)cc3)ncc2Br)c(F)c1,NO2 / NR2 / F / X / Br / Cl / Pyrimidine
C-N Coupling,76.0,0.0,Ar-OH,Ar-X,p-TsOH,,DIPEA,EtOH / THF,,,,False,O=[N+]([O-])c1ccc(O)c(F)c1.Clc1ncc(Br)c(Cl)n1.Nc1ccc(Br)cc1>>O=[N+]([O-])c1ccc(Oc2nc(Nc3ccc(Br)cc3)ncc2Br)c(F)c1,NO2 / NR2 / F / X / Br / Pyrimidine
C-N Coupling,87.0,0.45,RCH2-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,C1CCNCC1.CC(=O)c1ccccc1Br>>CC(=O)c1ccccc1N1CCCCC1,COR / acidic
C-N Coupling,90.0,0.75,Ar-Br,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,CC(=O)c1ccc(Br)cc1.C1CCNCC1>>CC(=O)c1ccc(N2CCCCC2)cc1,COR / acidic
C-N Coupling,81.0,-1.14,Ar-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.COc1ccc(Br)cc1>>CCN(c1ccccc1)c1ccc(OC)cc1,OR
C-N Coupling,89.0,1.34,Ar-Br,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,Oc1ccc(Br)cc1.C1CCNC1>>Oc1ccc(N2CCCC2)cc1,OH / OR
C-N Coupling,89.0,0.81,AromN-H,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,c1ccc2[nH]cnc2c1.Brc1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,AromN
C-N Coupling,62.0,-1.28,Ar-Br,RCH2-NHR,NiCl2(dme),SIPr·HCl,NaOtBu,MeTHF,,,,False,Brc1cccc2ccccc12.C1COCCN1>>c1ccc2c(N3CCOCC3)cccc2c1,OR
C-N Coupling,91.0,0.8,Ar-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.Brc1ccccc1>>CCN(c1ccccc1)c1ccccc1,
C-N Coupling,91.0,-0.71,Ar-NHR,Ar-Cl,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.Clc1ccccc1>>CCN(c1ccccc1)c1ccccc1,
C-N Coupling,85.0,0.71,Ar-Br,CH3-NHR,Nickel ferrite,,KOtBu,water,,,,False,CC(=O)c1ccc(Br)cc1.CNC>>CC(=O)c1ccc(N(C)C)cc1,COR / acidic
C-N Coupling,58.0,-1.63,RCH2-NHR,Ar-Cl,NiCl2(dme),SIPr·HCl,NaOtBu,MeTHF,,,,False,C1COCCN1.Clc1cccnc1>>c1cncc(N2CCOCC2)c1,OR / Pyridine
C-N Coupling,84.0,0.11,Ar-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.Cc1ccc(Br)cc1>>CCN(c1ccccc1)c1ccc(C)cc1,
C-N Coupling,80.0,-1.12,RCH2-NHR,Ar-Cl,NiCl2(dme),SIPr·HCl,NaOtBu,MeTHF,,,,False,C1COCCN1.COc1ccc(Cl)cc1>>COc1ccc(N2CCOCC2)cc1,OR
C-N Coupling,85.0,-0.29,RCH2-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNCC.N#Cc1ccc(Br)cc1>>CCN(CC)c1ccc(C#N)cc1,CN
C-N Coupling,93.0,0.4,Ar-Cl,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,Clc1ccccc1.C1COCCN1>>c1ccc(N2CCOCC2)cc1,OR
C-N Coupling,87.0,0.0,Ar-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.N#Cc1ccc(Br)cc1>>CCN(c1ccccc1)c1ccc(C#N)cc1,CN
C-N Coupling,92.0,1.15,RCH2-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,C1CCNCC1.O=Cc1ccc(Br)cc1>>O=Cc1ccc(N2CCCCC2)cc1,CHO
C-N Coupling,84.0,0.0,CH3-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CNC.N#Cc1ccc(Br)cc1>>CN(C)c1ccc(C#N)cc1,CN
C-N Coupling,82.0,-0.29,Ar-Br,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,COc1ccc(Br)cc1.CCNCC>>CCN(CC)c1ccc(OC)cc1,OR
C-N Coupling,90.0,0.4,RCH2-NHR,Ar-I,Nickel ferrite,,KOtBu,water,,,,False,C1CCNC1.Ic1ccccc1>>c1ccc(N2CCCC2)cc1,
C-N Coupling,92.0,-0.71,CH3-NHR,Ar-I,Nickel ferrite,,KOtBu,water,,,,False,CNC.Ic1ccccc1>>CN(C)c1ccccc1,
C-N Coupling,84.0,0.16,RCH2-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNCC.CC(=O)c1ccccc1Br>>CCN(CC)c1ccccc1C(C)=O,COR / acidic
C-N Coupling,88.0,0.2,Ar-Cl,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,CC(=O)c1ccc(Cl)cc1.CCNCC>>CCN(CC)c1ccc(C(C)=O)cc1,COR / acidic
C-N Coupling,93.0,0.62,RCH2-NHR,Ar-I,Nickel ferrite,,KOtBu,water,,,,False,CCNCC.Ic1ccccc1>>CCN(CC)c1ccccc1,
C-N Coupling,83.0,-0.71,Ar-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CCNc1ccccc1.CC(=O)c1ccccc1Br>>CCN(c1ccccc1)c1ccccc1C(C)=O,COR / acidic
C-N Coupling,83.0,0.0,RCH2-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,C1COCCN1.CC(=O)c1ccccc1Br>>CC(=O)c1ccccc1N1CCOCC1,OR / COR / acidic
C-N Coupling,89.0,0.27,Ar-Br,RCH2-NHR,Nickel ferrite,,KOtBu,water,,,,False,COc1ccc(Br)cc1.C1CCNCC1>>COc1ccc(N2CCCCC2)cc1,OR
C-N Coupling,91.0,0.97,Ar-Br,AromN-H,Nickel ferrite,,KOtBu,water,,,,False,Brc1ccccc1.c1cn[nH]c1>>c1ccc(-n2cccn2)cc1,AromN
C-N Coupling,90.0,0.71,Ar-Br,Ar-NHR,Nickel ferrite,,KOtBu,water,,,,False,CC(=O)c1ccc(Br)cc1.CCNc1ccccc1>>CCN(c1ccccc1)c1ccc(C(C)=O)cc1,COR / acidic
C-N Coupling,85.0,-0.71,Ar-Cl,CH3-NHR,Nickel ferrite,,KOtBu,water,,,,False,CC(=O)c1ccc(Cl)cc1.CNC>>CC(=O)c1ccc(N(C)C)cc1,COR / acidic
C-N Coupling,73.0,0.0,Ar-Br,Any-X,NiBr2(dme),1072067-44-7,Dabco,DMAc,,,,False,N#Cc1ccc(Br)cc1.FC(F)(F)Oc1ccc(C2CCNCC2)cc1>>N#Cc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1,CN / X / OCF3 / OR / F
C-N Coupling,96.0,1.05,RCH2-NHR,Any-X,NiBr2(dme),60804-74-2,Dabco,DMAc,,,,False,C1CCNC1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(N2CCCC2)cc1,CF3 / F / X
C-N Coupling,76.0,0.11,Any-X,RCH2-NHR,NiBr2(dme),870987-63-6,Dabco,DMAc,,,,False,FC(F)(F)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,CF3 / F / X / Carbamate / CO2R / CONR2
C-N Coupling,70.0,-1.32,Any-X,RCH2-NHR,NiCl2(dme),870987-63-6,MTBD,DMAc,,,,False,FC(F)(F)c1ccc(Br)cc1.C1CNC1>>FC(F)(F)c1ccc(N2CCC2)cc1,CF3 / F / X
C-N Coupling,89.0,0.29,Any-X,Ar-NHR,NiBr2(dme),870987-63-6,Dabco,DMAc,,,,False,FC(F)(F)c1ccc(Br)cc1.c1ccc2c(c1)CCN2>>FC(F)(F)c1ccc(N2CCc3ccccc32)cc1,CF3 / F / X
C-N Coupling,73.0,-1.05,Any-X,RCH2-NHR,NiBr2(dme),870987-63-6,Dabco,DMAc,,,,False,FC(F)(F)c1ccc(Br)cc1.CCCCCNC>>CCCCCN(C)c1ccc(C(F)(F)F)cc1,CF3 / F / X
C-N Coupling,60.0,-0.99,Any-X,R2CH-NHR,NiBr2(dme),870987-63-6,Dabco,DMAc,,,,False,FC(F)(F)c1ccc(Br)cc1.CC1CCCN1>>CC1CCCN1c1ccc(C(F)(F)F)cc1,CF3 / F / X
C-N Coupling,91.0,0.52,RCH2-NHR,Any-X,NiCl2(dme),870987-63-6,Dabco,DMAc,,,,False,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(N2CCOCC2)cc1,OR / CF3 / F / X
C-N Coupling,60.0,-0.41,RCH2-NHR,Ar-Br,NiCl2(dme),60804-74-2,Dabco,DMSO,,,,False,C1CCNCC1.CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2>>CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N3CCCCC3)ccc1-2,CO2R / CONR2 / AromN / LactamN / Amide
C-N Coupling,59.0,-0.36,RCH2-NHR,Ar-Br,NiCl2(dme),60804-74-2,Dabco,DMSO,,,,False,C1CCNCC1.COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(Br)c3C2)CN1C(=O)OCc1ccccc1>>COC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(N4CCCCC4)c3C2)CN1C(=O)OCc1ccccc1,Carbamate / CO2R / CONR2 / Ester / acidic
C-N Coupling,89.0,-0.71,RCH2-NHR,Ar-X,NiCl2(dme),60804-74-2,Dabco,DMSO,,,,False,C1CCNCC1.O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1>>O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(N2CCCCC2)c(F)c1,Carbamate / LactamN / CO2R / CONR2 / F / X / AromN
C-N Coupling,73.0,-0.71,RCH2-NHR,Ar-I,NiCl2(dme),60804-74-2,Dabco,DMSO,,,,False,C1CCNCC1.CCCc1nc2ccc(I)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1>>CCCc1nc2ccc(N3CCCCC3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(C)(C)C)cc1,SO2NHR / SO2R / SR / Sulfonamide / AromN / Pyrimidine
C-N Coupling,83.0,-0.71,CH3-NHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,CNC.CC(=O)c1ccccc1Br>>CC(=O)c1ccccc1N(C)C,COR / acidic
C-N Coupling,92.0,1.54,Ar-Cl,AromN-H,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,Clc1ccccc1.c1ccc2[nH]ccc2c1>>c1ccc(-n2ccc3ccccc32)cc1,AromN
C-N Coupling,88.0,0.58,Ar-Cl,AromN-H,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,Cc1ccc(Cl)cc1.c1ccc2[nH]ccc2c1>>Cc1ccc(-n2ccc3ccccc32)cc1,AromN
C-N Coupling,85.0,0.82,AromN-H,Ar-Cl,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Clc1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,AromN
C-N Coupling,82.0,0.05,Ar-Cl,AromN-H,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,Cc1ccc(Cl)cc1.Cc1ncc[nH]1>>Cc1ccc(-n2ccnc2C)cc1,AromN
C-N Coupling,80.0,0.0,Ar-Cl,AromN-H,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,COc1ccc(Cl)cc1.Cc1ncc[nH]1>>COc1ccc(-n2ccnc2C)cc1,OR / AromN
C-N Coupling,80.0,0.5,AromN-H,Ar-Cl,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,c1ccc2[nH]cnc2c1.COc1ccc(Cl)cc1>>COc1ccc(-n2cnc3ccccc32)cc1,AromN / OR
C-N Coupling,80.0,0.0,Ar-Cl,AromN-H,Ni(cod)2,2001039-58-1,NaOtBu,PEG-400,,,,False,COc1ccc(Cl)cc1.O=Cc1ccc[nH]1>>COc1ccc(-n2cccc2C=O)cc1,OR / CHO / AromN
