reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.57,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C1=CCCCC1>>O=C1CCCCC1,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.12,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C1=CCCCCC1>>O=C1CCCCCC1,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.38,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C1=C/CCCCCCCCCC/1>>O=C1CCCCCCCCCCC1,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.18,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCC(C)C>>CC(=O)CCC(C)C,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.0,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCCCl>>CC(=O)CCCCl,Cl / X,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-0.66,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCC>>CCCC(C)=O,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.4,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCCC>>CCCCC(C)=O,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.27,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCCCC>>CCCCCC(C)=O,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.25,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,C=CCCCCCC>>CCCCCCC(C)=O,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.21,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3]",,,,,Hydrogen peroxide/1034343-98-0,MeCN/H2O,True,CC=CCCC>>CCCC(=O)CC,,"Catalysis Communications (2019), 12273-78"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,NH4Cl,,,DMF/H2O,True,C=CC[C@]1(O[Si](C)(C)C)C(=O)C[C@H]2C[C@@H]3CCCC[C@]31C2=O>>CC(=O)C[C@]1(O[Si](C)(C)C)C(=O)C[C@H]2C[C@@H]3CCCC[C@]31C2=O,acidic / COR / Si / OR,"Synlett (2018), 29(15), 1978-1982"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,99,0.0,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/H2SO4,MeCN/H2O,True,COc1cc([C@H]2C=CCC[C@@H]2NC(=O)OC(C)(C)C)cc2c1OCO2>>COc1cc([C@H]2CC(=O)CC[C@@H]2NC(=O)OC(C)(C)C)cc2c1OCO2,OR / Carbamate / CO2R / CONHR,"Tetrahedron (2018), 74(39), 5752-5757"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.62,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=Cc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1,,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.74,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF,True,C=CCc1ccccc1>>CC(=O)Cc1ccccc1,,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.41,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF/H2O,True,C=CCCc1ccccc1>>CC(=O)CCc1ccccc1,,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,0.71,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF/H2O,True,C=CCCc1ccc(Cl)cc1>>CC(=O)CCc1ccc(Cl)cc1,Cl / X,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.71,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF/H2O,True,C=CCCc1c(Cl)cccc1Cl>>CC(=O)CCc1c(Cl)cccc1Cl,Cl / X,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-1.08,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF/H2O,True,C=CCOc1ccc2ccccc2c1>>CC(=O)COc1ccc2ccccc2c1,OR,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.21,H-Alkenyl,,bismuth(3+) ion vanadate(3-)/Pd(MeCN)2Cl2,,,,,O2,DMF/H2O,True,C=CCOC(=O)c1ccccc1>>CC(=O)COC(=O)c1ccccc1,CO2R,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.38,H-Alkenyl,,Pd(MeCN)2Cl2,,,,,O2/106294-60-4,DMF/H2O,True,C=CCCCCCCCCCCCC>>CCCCCCCCCCCCC(C)=O,,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.11,H-Alkenyl,,Pd(OAc)2,,,,,O2/106-51-4/Perchloric acid/sodium nitrite,MeOH/H2O,True,C=Cc1ccccc1OC>>COc1ccccc1C(C)=O,OR,"Organic & Biomolecular Chemistry (2013), 11(18), 2947-2950"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,0.86,H-Alkenyl,,FeCl3/Pd(OAc)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccccc1>>CC(=O)Cc1ccccc1,,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,1.32,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Pd(TFA)2",,,NaTFA,,,MeCN/H2O,True,C=CCc1ccccc1C>>CC(=O)Cc1ccccc1C,,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.21,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Pd(TFA)2",,,NaTFA,,,MeCN/H2O,True,C=CCc1cccc(C)c1>>CC(=O)Cc1cccc(C)c1,,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,1.09,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Pd(TFA)2",,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc(C)cc1>>CC(=O)Cc1ccc(C)cc1,,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Pd(TFA)2",,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc(C(F)(F)F)cc1>>CC(=O)Cc1ccc(C(F)(F)F)cc1,CF3 / F / X,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.77,H-Alkenyl,,FeCl3/Pd(TFA)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccccc1OC>>COc1ccccc1CC(C)=O,OR,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,1.44,H-Alkenyl,,FeCl3/Pd(TFA)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc(OC)cc1>>COc1ccc(CC(C)=O)cc1,OR,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,1.73,H-Alkenyl,,FeCl3/Pd(TFA)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc2c(c1)OCO2>>CC(=O)Cc1ccc2c(c1)OCO2,OR,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.46,H-Alkenyl,,FeCl3/Pd(TFA)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc(OC)c(OC)c1>>COc1ccc(CC(C)=O)cc1OC,OR,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.71,H-Alkenyl,,FeCl3/Pd(TFA)2,,,NaTFA,,,MeCN/H2O,True,C=CCc1ccc(O)c(OC)c1>>COc1cc(CC(C)=O)ccc1O,OR / OH,"Advanced Synthesis & Catalysis (2019), 361(11), 2582-2593"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,-0.57,H-Alkenyl,,bismuth(3+) ion vanadate(3-)/Pd(MeCN)2Cl2,,,,,O2,DMF/H2O,True,C=CCCCCCCCCC(=O)OC>>COC(=O)CCCCCCCCC(C)=O,CO2R / Ester / acidic,"ChemCatChem (2019), 11(7), 1889-1892"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,C=CC[C@@H](C[C@H](OCc1ccc(OC)cc1)[C@H](C)[C@H](OCc1ccccc1)[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)O[Si](C)(C)C(C)(C)C>>COc1ccc(CO[C@@H](C[C@H](CC(C)=O)O[Si](C)(C)C(C)(C)C)[C@H](C)[C@H](OCc2ccccc2)[C@H](C)CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)cc1,OR / Si,"ChemistrySelect (2018), 3(4), 1024-1026"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCCCCC=C>>CC(=O)CCCCC(C)=O.C=CCCCCC(C)=O,Dienophile / C=C / C=CH2 / Any-Dienophile / Motif-C=C,"Angewandte Chemie, International Edition (2006), 45(3), 481-485"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-0.7,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DME/H2O,True,C=CCC(C)(C=O)CCc1ccc(OC)cc1>>COc1ccc(CCC(C)(C=O)CC(C)=O)cc1,OR / CHO,"Synthesis (2004), (17), 2919-2926"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/THF/H2O,True,C=C[C@@H]([C@H]1COC(C)(C)O1)[C@@]1(C)CC[C@H]2[C@@H](C[C@@H](OC)[C@]34C[C@H]3CC[C@]24C)C1=O>>CO[C@@H]1C[C@H]2C(=O)[C@@](C)([C@@H](C(C)=O)[C@H]3COC(C)(C)O3)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312,acidic / COR / OR,"Bulletin of the Chemical Society of Japan (2019), 92(9), 1474-1494"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/THF/H2O,True,C=C[C@@H]([C@H]1CO[Si](C(C)C)(C(C)C)O[Si](C(C)C)(C(C)C)O1)[C@@]1(C)CC[C@H]2[C@@H](C[C@@H](OC)[C@]34C[C@H]3CC[C@]24C)C1=O>>CO[C@@H]1C[C@H]2C(=O)[C@@](C)([C@@H](C(C)=O)[C@H]3CO[Si](C(C)C)(C(C)C)O[Si](C(C)C)(C(C)C)O3)CC[C@@H]2[C@@]2(C)CC[C@@H]3C[C@]312,acidic / COR / OR / Si,"Bulletin of the Chemical Society of Japan (2019), 92(9), 1474-1494"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.92,H-Alkenyl,,Pd(OAc)2,,,,,77-76-9,MeCN/H2O,True,C/C=C\[C@@H]1CCCCN1C(=O)OCc1ccccc1>>CC(=O)C[C@@H]1CCCCN1C(=O)OCc1ccccc1,Carbamate / CO2R / CONR2,"ChemistrySelect (2019), 4(29), 8564-8567"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-1.3,H-Alkenyl,,Pd(OAc)2,,,,,77-76-9,MeCN/H2O,True,CC/C=C\[C@@H]1CCCCN1C(=O)OCc1ccccc1>>CCC(=O)C[C@@H]1CCCCN1C(=O)OCc1ccccc1,Carbamate / CO2R / CONR2,"ChemistrySelect (2019), 4(29), 8564-8567"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.37,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,iPrOH,,O2/42557-10-8,MeOH/H2O,True,C=Cc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1,,"Angewandte Chemie, International Edition (2015), 54(15), 4488-4492"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,93,0.22,H-Alkenyl,,Copper(II) chloride,,,,,O2/77933-52-9,t-BuOH,True,C=CC(C(C)CC)N1C(=O)c2ccccc2C1=O>>CCC(C)C(CC=O)N1C(=O)c2ccccc2C1=O,CONR2 / Amide / LactamN,"Journal of the American Chemical Society (2009), 131(27), 9473-9474"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.71,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH/THF,True,C=CCc1c(/C=C/[N+](=O)[O-])ccc(OC)c1OC1CCCC1>>COc1ccc(/C=C/[N+](=O)[O-])c(CC(C)=O)c1OC1CCCC1,Dienophile / C=C / NO2 / NR2 / OR / Any-Dienophile / Motif-C=C,"Tetrahedron (2016), 72(4), 547-554"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.13,H-Alkenyl,,Sodium tetrachloropalladate(II),,,iPrOH,,TBHP,H2O,True,CCOP(=O)(C=CCC1CCCCC1=O)OCC>>CCOP(=O)(CC(=O)CC1CCCCC1=O)OCC,acidic / COR,"Synthetic Communications (1987), 17(14), 1735-40"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.37,H-Alkenyl,,NiBr2,neocuproine,,,,O2/9004-73-3,EtOH,True,C1=Cc2ccccc2CC1>>O=C1CCCc2ccccc21,,"Communications Chemistry (2019), 2(1), 1-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.29,H-Alkenyl,,NiBr2,neocuproine,,,,O2/9004-73-3,EtOH,True,C(=Cc1ccccc1)c1ccccc1>>O=C(Cc1ccccc1)c1ccccc1,,"Communications Chemistry (2019), 2(1), 1-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,0.6,H-Alkenyl,,NiBr2,neocuproine,,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"Communications Chemistry (2019), 2(1), 1-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.43,H-Alkenyl,,NiBr2,neocuproine,,,,O2/9004-73-3,EtOH,True,C1=Cc2ccccc2C1>>O=C1CCc2ccccc21,,"Communications Chemistry (2019), 2(1), 1-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,0.97,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,C/C=C/CCOC(=O)c1ccccc1>>CC(=O)CCCOC(=O)c1ccccc1.CCC(=O)CCOC(=O)c1ccccc1,CO2R,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,-0.06,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,CC/C=C\COc1ccccc1>>CCC(=O)CCOc1ccccc1,OR,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,0.97,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,CC/C=C\CCOC(=O)c1ccccc1>>CCC(=O)CCCOC(=O)c1ccccc1.CCCC(=O)CCOC(=O)c1ccccc1,CO2R,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,0.0,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,O=C(OCC=Cc1ccccc1)c1ccc(Cl)cc1>>O=C(CCOC(=O)c1ccc(Cl)cc1)c1ccccc1.O=C(COC(=O)c1ccc(Cl)cc1)Cc1ccccc1,CO2R / Cl / X,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,5,-0.89,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,O=C(OCC=Cc1ccccc1)c1ccccc1>>O=C(COC(=O)c1ccccc1)Cc1ccccc1.O=C(CCOC(=O)c1ccccc1)c1ccccc1,CO2R,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-1.15,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,COC(=O)OCC=Cc1ccccc1>>COC(=O)OCCC(=O)c1ccccc1,CO2R,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,-0.73,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,C1=CCCCC1>>O=C1CCCCC1,,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,1.14,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,C/C=C/COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]43)C2)cc1>>CC(=O)CCOc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]43)C2)cc1,CO2R / OR,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.0,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,C/C=C/COc1ccc(C(=O)Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)cc1>>CC(=O)CCOc1ccc(C(=O)Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)cc1,CO2R / OR / acidic / COR,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,99,1.38,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH/H2O,True,C/C=C/COc1ccc(C(=O)OC2C3CC4CC(C3)CC2C4)cc1>>CC(=O)CCOc1ccc(C(=O)OC2C3CC4CC(C3)CC2C4)cc1,CO2R / OR,"Organic Letters (2020), 22(3), 965-969"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.44,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.58,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc(C(C)(C)C)cc1>>CC(=O)c1ccc(C(C)(C)C)cc1,,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-0.07,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1,,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-0.39,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc(F)cc1>>CC(=O)c1ccc(F)cc1,F / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.44,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc(Br)cc1>>CC(=O)c1ccc(Br)cc1,Br / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.51,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccccc1F>>CC(=O)c1ccccc1F,F / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,-0.01,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1cccc(C)c1>>CC(=O)c1cccc(C)c1,,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-1.23,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1cccc(F)c1>>CC(=O)c1cccc(F)c1,F / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-1.31,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1cccc(Cl)c1>>CC(=O)c1cccc(Cl)c1,Cl / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-1.16,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1cccc(Br)c1>>CC(=O)c1cccc(Br)c1,Br / X,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.51,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccc2ccccc2c1>>CC(=O)c1ccc2ccccc2c1,,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.47,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCCCCCC>>CCCCCCC(C)=O,,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,,DMF/H2O,True,C=CC/C=C/[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C>>CC(=O)C/C=C/[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C,Dienophile / C=C / Carbamate / CO2R / CONR2 / OR / Any-Dienophile / Motif-C=C,"Tetrahedron: Asymmetry (2000), 11(18), 3759-3768"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,0.0,H-Alkenyl,,"N,N',N"",N""'-(Tetrafluorodiborato)bis[μ-(2,3-butanedionedioximato)]cobalt(II)",,,,,Lithium nitrate/79-43-6/1810004-87-5,MeCN/H2O,True,C/C=C/c1ccccc1>>CC(=O)Cc1ccccc1,,"Journal of the American Chemical Society (2020), 142(23), 10325-10330"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,COc1ccc(COCC/C=C/[C@@H](O)C[S@@](=O)c2ccccc2)cc1>>COc1ccc(COCCC(=O)C[C@@H](O)C[S@@](=O)c2ccccc2)cc1,OR / SR / OH,"Tetrahedron (2009), 65(48), 10083-10092"
