reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-356-CAS-11057823,Steglich esterification,80,,,CCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1.C=CCOc1cc(OCCCCCCCC)ccc1C(=O)O>>C=CCOc1cc(OCCCCCCCC)ccc1C(=O)Oc1ccc(C2CCC(CCC)CC2)cc1,"Molecular Crystals and Liquid Crystals (2013), 575(1), 40-48","5438-19-7, 115914-43-7",1708104-31-7,"538-75-0, 2456-81-7",,60-29-7,,,,,,"Synthesis of 4-(4-Propylcyclohexyl)phenyl 2-(allyloxy)-4-(octyloxy)benzoate (X). A solution of compound VI (8.0 g, 26.14 mmol), 4-(trans-4-propylcyclohexyl)phenol (6.0 g, 27.5 mmol), DCC (7.0 g, 33.4 mmol), 4-PP (0.3 g, 2.03 mmol) and ether (60 ml) was heated to reflux for 30 h under stirring. After cooling, the precipitate was filtered and washed with ether. The filtrate was merged and concentrated to give crude product. The final crude product was purified with column chromatography (silica gel, methylene chloride/petroleum ether = 12:7) to yield compound X. 10.61 g, 80.2%. FT-IR (KBr, cm-1): 3015, 2938, 2850, 1720, 1600, 1580, 1515, 1459, 1380, 1250, 1200, 1127, 1010, 870, 837, 801, 700, 663. 1H NMR (400 MHz, CDCl3) δ 8.07 (d, J = 8.7 Hz, 1H), 7.25 (d, J = 8.5 Hz, 2H), 7.16-7.08 (m, 2H), 6.61-6.47 (m, 2H), 6.09 (ddt, J = 17.2, 10.5, 4.7 Hz, 1H), 5.59 (dq, J = 17.2, 1.6 Hz, 1H), 5.30 (dd, J = 10.6, 1.5 Hz, 1H), 4.64 (dt, J = 4.6, 1.6 Hz, 2H), 4.03 (t, J = 6.6 Hz, 2H), 2.65-2.31 (m, 1H), 1.86 (m, 6H), 1.64-1.18 (m, 17H), 1.15-0.98 (m, 2H), 0.92 (m, 6H). 13C NMR (400 MHz, CDCl3) δ 14.16,14.45, 20.07, 22.71, 25.99, 29.12, 29.36, 33.58, 36.99, 39.73, 44.12, 68.35, 69.40, 100.66, 105.59, 111.48, 117.56, 121.62, 127.64, 132.38, 134.47,145.07, 149.01, 160.99, 164.08, 164.28. Elemental analysis: C33H46O4 requires C78.26, H 9.09; found: C 78.12, H 9.14.",1,1,80,,,,,,,,Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Allyl-OR|Ar-Alkyl|Ar-OR,medium,0.6,1,
31-356-CAS-12085498,Steglich esterification,51,,,CCCCc1ccc(C(=O)O)cc1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CCCCc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(CCCC)cc4)cc3)cc2)cc1,"Chemistry - A European Journal (2015), 21(22), 8158-8167","10516-71-9, 1955522-19-6",3037164-38-5,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,51,,,,,,,"combinatorial, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-1212359,Steglich esterification,68,,,O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34.OCCc1ccsc1>>O=C(CCCc1ccc2ccc3cccc4ccc1c2c34)OCCc1ccsc1,"Electrochimica Acta (2013), 89445-453","91328-77-7, 115914-43-7",1708104-19-1,538-75-0,1122-58-3,"68-12-2, 75-09-2",,,,,,,2,1,68,,,,,,,Steglich esterification,Esterification,0.0,|RCH2-CO2H|RCH2-OH -> RCH2-CO2R | spectators: Ar-Alkyl|HeteroAr-H|R_acidic-H|Thiophene,medium,0.6,1,
31-356-CAS-12353425,Steglich esterification,32,,,CC(=O)O.CC(=CC(C)C)C(C)OC(C)(C)CO>>CC(=O)OCC(C)(C)OC(C)/C(C)=C/C(C)C.CC(=O)OCC(C)(C)OC(C)/C(C)=C\C(C)C,"European Journal of Organic Chemistry (2004), (2), 354-365","3458-28-4, 20329-98-0","1644154-12-0, 1644154-13-1",538-75-0,1122-58-3,75-09-2,,,,,,,1,1,32,39,,,,,,"stereoselective, Steglich esterification",Esterification,0.0,|Alkyl-CO2H|RCH2-OH -> Alkyl-CO2R | spectators: R3C-OR|R_acidic-H | events: C-O+C-C,high,0.85,1,
31-356-CAS-12416744,Steglich esterification,79,,,CCCCCC1CCC(C(=O)O)CC1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CCCCCC1CCC(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)C4CCC(CCCCC)CC4)cc3)cc2)CC1,"Chemistry - A European Journal (2015), 21(22), 8158-8167","75-08-1, 619-58-9",1350618-15-3,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,79,,,,,,,"combinatorial, Steglich esterification",Esterification,0.0,|Ar-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|R_acidic-H | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-12517187,Steglich esterification,59,,,CCC#CCC(=O)O.CC#CC(O)c1cc(OC)ccc1OC>>CC#CC(OC(=O)CC#CCC)c1cc(OC)ccc1OC,"Chemistry - A European Journal (2015), 21(1), 427-433","115914-43-7, 124728-45-6",1708104-45-3,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,59,,,,,,,"Steglich esterification, Schlenk flask used",Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Alkynyl|Ar-Alkyl|Ar-OR|Propargyl-H|R_acidic-H,medium,0.6,1,
31-356-CAS-12697961,Steglich esterification,55,,,CC(=O)O.CC(=O)OCC(O)COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2>>CC(=O)OCC(COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2)OC(C)=O,"European Journal of Organic Chemistry (2015), 2015(3), 514-524","57-88-5, 173265-16-2",2906188-16-5,"538-75-0, 1228074-35-8",,75-09-2,,,,,,,1,1,55,,,,,,,"regioselective, alternative preparation shown, Steglich esterification",Esterification,0.0,|Alkyl-CO2H|R2CH-OH -> Alkyl-CO2R | spectators: Alkyl-CO2R|Ar-Alkyl|Ar-OR|R_acidic-H,high,0.75,0,
31-356-CAS-13067874,Steglich esterification,,,,O=CO.O[C@@H]1CCCC[C@H]1O>>O[C@H]1CCCC[C@@H]1O.O=CO[C@@H]1CCCC[C@H]1O,"Chemical Communications (Cambridge, United Kingdom) (2010), 46(15), 2689-2690","64-19-7, 13553-19-0","108268-27-5, 119068-40-5",693-13-0,1068652-80-1,108-88-3,,,,,,,1,1,,,,,,,,"separated by kinetic resolution, 41% ee (acetate), 83% ee (diol), 67% conversion, alternative preparation shown, Steglich esterification, resoln. step",Multi-Event:Ann+C-O+C-C,0.0,|Unclassified-Reactant -> R2CH-OH | spectators: R2CH-OH | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-13186810,Steglich esterification,77,,,CCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1.C=CCCOc1cc(OCCCCCCCC)ccc1C(=O)O>>C=CCCOc1cc(OCCCCCCCC)ccc1C(=O)Oc1ccc(C2CCC(CCC)CC2)cc1,"Molecular Crystals and Liquid Crystals (2013), 575(1), 40-48","98-89-5, 26157-10-8",2226424-65-1,"538-75-0, 2456-81-7",,60-29-7,,,,,,"General/Typical Procedure: Synthesis of 4-(4-Propylcyclohexyl)phenyl 2-(allyloxy)-4-(octyloxy)benzoate (X). A solution of compound VI (8.0 g, 26.14 mmol), 4-(trans-4-propylcyclohexyl)phenol (6.0 g, 27.5 mmol), DCC (7.0 g, 33.4 mmol), 4-PP (0.3 g, 2.03 mmol) and ether (60 ml) was heated to reflux for 30 h under stirring. After cooling, the precipitate was filtered and washed with ether. The filtrate was merged and concentrated to give crude product. The final crude product was purified with column chromatography (silica gel, methylene chloride/petroleum ether = 12:7) to yield compound X. The procedures for the preparation of 4-(4-propylcyclohexyl)phenyl 2-(but-3-enyloxy)-4-(octyloxy)benzoate (XI) and 4-(2-allyloxy-4-octyloxy benzoate)-4'-propylbiphenyl (XII) were similar to the procedure of compound X. 4-(4-Propylcyclohexyl)phenyl 2-(but-3-enyloxy)-4-(octyloxy)benzoate (XI). Yield: 76.8%. FT-IR (KBr, cm-1): 3025, 2924, 2860, 1735, 1690, 1601, 1510, 1456, 1360, 1250, 1200, 1150, 1008, 868, 835, 806, 705, 660. 1H NMR (400 MHz, CDCl3) δ 8.03 (d, J = 8.7 Hz, 1H), 7.25 (d, J = 8.4 Hz, 2H), 7.11 (d, J = 8.5 Hz, 2H), 6.52 (d, J = 2.0 Hz, 2H), 6.09-5.87 (m, 1H), 5.23-5.13 (m, 1H), 5.13-5.05 (m, 1H), 4.10 (t, J = 6.7 Hz, 2H), 4.03 (s, 2H), 2.62 (d, J = 6.7 Hz, 1H), 2.54-2.39 (m, 2H), 1.90 (m, 4H), 1.63-1.18 (m, 19H), 1.14-1.02 (m, 2H), 0.90 (m, 6H) 13C NMR (400 MHz, CDCl3) δ 14.10, 14.42, 20.04, 22.66, 25.99, 29.12, 29.22, 29.33, 31.80, 33.50, 34.43, 37.02, 39.73, 44.11, 68.34, 68.45, 100.41, 105.54, 117.16, 121.49, 121.56, 127.64, 131.04, 134.37, 142.23, 144.99, 158.92, 161.29, 164.29. Elemental analysis: C34H48O4 requires C78.46, H 9.23; found: C 78.41, H 9.30.",1,1,77,,,,,,,,Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-OR,medium,0.6,1,
31-356-CAS-14493093,Steglich esterification,60,,,O=C(O)CCl.CC(=CC(C)C)C(C)O>>CC(=CC(C)C)C(C)OC(=O)CCl,"European Journal of Organic Chemistry (2004), (2), 354-365","140-10-3, 873-76-7",156460-62-7,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,60,,,,,,,Steglich esterification,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: RCH2-Cl|R_acidic-H,medium,0.6,1,
31-356-CAS-14534635,Steglich esterification,18,,,CC#CC1(O)CCCCC1.CC#CCC(=O)O>>CC#CCC(=O)OC1(C#CC)CCCCC1,"Chemistry - A European Journal (2015), 21(1), 427-433","75-08-1, 15307-86-5",2642375-19-5,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,18,,,,,,,"Steglich esterification, Schlenk flask used",Esterification,0.0,|R3C-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Alkynyl|R_acidic-H,medium,0.6,1,
31-356-CAS-1477822,Steglich esterification,61,,,CCCC1CCC(C(=O)O)CC1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CCCC1CCC(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)C4CCC(CCC)CC4)cc3)cc2)CC1,"Chemistry - A European Journal (2015), 21(22), 8158-8167","111-46-6, 7517-39-7",1289205-58-8,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,61,,,,,,,"combinatorial, Steglich esterification",Esterification,0.0,|Ar-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|R_acidic-H | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-14831033,Steglich esterification,90,,,CCCCC(=O)O.CC(=O)OCC(O)COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2>>CCCCC(=O)OC(COC(C)=O)COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,"European Journal of Organic Chemistry (2015), 2015(3), 514-524","123-76-2, 869107-36-8",2906231-99-8,"538-75-0, 1228074-35-8",,75-09-2,,,,,,,1,1,90,,,,,,,"regioselective, Steglich esterification",Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-CO2R|Ar-Alkyl|Ar-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-14856702,Steglich esterification,64,,,CCCCCCCCOc1ccc(C(=O)O)cc1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CCCCCCCCOc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(OCCCCCCCC)cc4)cc3)cc2)cc1,"Chemistry - A European Journal (2015), 21(22), 8158-8167","29022-11-5, 3062318-10-6",3062318-11-7,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,64,,,,,,,"combinatorial, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-OR | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-14864928,Steglich esterification,74,,,CCC#CCC(=O)O.CC#CC(O)c1ccco1>>CC#CC(OC(=O)CC#CCC)c1ccco1,"Chemistry - A European Journal (2015), 21(1), 427-433","50-24-8, 22204-53-1",2044712-38-9,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,74,,,,,,,"Steglich esterification, Schlenk flask used",Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Alkynyl|Ar-Alkyl|Furan|HeteroAr-H|Propargyl-H|R_acidic-H,medium,0.6,1,
31-356-CAS-15090380,Steglich esterification,65,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1.C=C(C)[C@@H]1C[C@H](Sc2ccccc2)[C@@H](C)[C@@H](O)C1>>C=C(C)[C@H]1C[C@H](OC(=O)C(C)c2ccc(CC(C)C)cc2)[C@H](C)[C@@H](Sc2ccccc2)C1,"Journal of the Brazilian Chemical Society (2010), 21(6), 1017-1036","71-36-3, 79768-35-7",2173385-64-1,538-75-0,1122-58-3,67-66-3,,,,,,,1,1,65,,,,,,,"optimization study, optimized on reaction temperature and solvent",Esterification,0.0,|R2CH-CO2H|R2CH-OH -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-SR|R_acidic-H,medium,0.6,1,
31-356-CAS-15108784,Steglich esterification,83,,,CC(C)=CC(=O)O.CC(=O)OCC(O)COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2>>CC(=O)OCC(COc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2)OC(=O)C=C(C)C,"European Journal of Organic Chemistry (2015), 2015(3), 514-524","1425485-72-8, 2894794-49-9",2967643-97-4,"538-75-0, 1228074-35-8",,75-09-2,,,,,,,1,1,83,,,,,,,"regioselective, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Alkyl-CO2R|Ar-Alkyl|Ar-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-15189381,Steglich esterification,,,,COCCOCCOCCO.O=C(O)CSCC(=O)c1ccccc1>>COCCOCCOCCOC(=O)CSCC(=O)c1ccccc1,"Chemistry - A European Journal (2015), 21(42), 14728-14731","1696402-65-9, 2254153-07-4",2254153-11-0,25952-53-8,1122-58-3,75-09-2,,,,,,,1,1,,,,,,,,,Esterification,0.0,|RCH2-CO2H|RCH2-OH -> RCH2-CO2R | spectators: Ar-COR|RCH2-OR|RCH2-SR|R_acidic-H,medium,0.6,1,
31-356-CAS-15413167,Steglich esterification,45,,,OCCNCCO.O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O>>O=C1OCCOC(=O)c2ccccc2C(=O)N(CCO)CCOC(=O)c2ccccc21,"Synthetic Communications (2011), 41(9), 1309-1319","589-29-7, 13241-44-6",1233947-59-5,538-75-0,1122-58-3,,,,,,,"M1. L1H2 (3.58 g, 0.01 mol), diethanolamine (0.9581 ml, 0.01 mol), dicyclohexylcarbodiimide (DCC) (4.12 g, 0.02 mol) and a catalytic amount of DMAP are used to prepare M1 as per this procedure. The product was purified through column chromatography filled with silica gel as the stationary phase and acetonitrile as the mobile phase. Yield (45%). Elemental analysis calcd. for C22H21O8N: calc. (found) C, 61.82 (61.02); H, 4.95 (5.00); N, 3.28 (3.20). ES-MS: calc. for C22H21O8N (M+), 427.13; found: 427.93. 1H NMR (CDCl3, δ, TMS, 500.13 MHz): 8.204-7.311 (m, ar, 8H), 4.785-3.286 (-CH2,12H), 2.5-1.6 (br, OH). 13C NMR (CDCl3, δ, TMS, 125.75 MHz]: 172.123 (C=O), 168.641 (C=O), 166.69 (C=O), 165.72 (C=O), 137.40, 133.34, 133.29 (quat-C), 132.69, 132.60, 131.99, 131.16, 131.10, 129.64, 128.92, 128.64, 128.50, 127.44, 127.27, 127.18 (=CH), 66.12 (-CH2), 65.76 (-CH2), 64.42 (-CH2), 64.02 (-CH2), 62.16 (-CH2), 60.37 (-CH2), 51.09 (-CH2), 48.76 (-CH2). IR spectra: (ʋ cm-1):3500-3200(br-OH), 3062, 2952, 1724 (st, C=O), 1622, 1496, 1444, 1428, 1368, 1279, 1135 (C-O), 1076, 1041, 748. M1. CCDC No. 736229. Mol. formula C22H16NO8, FW 422.36, space group Pbca, orthorhombic, unit cell a=19.4811(17), b=7.7079(7), c=26.465(2) A ˚ ; α=β=γ=90 °C V=3974.0(6) A3, Z=8, g (calc.)=1.412 mg/m3. Final R indices [I>2sigma(I)] R1=0.0765, wR2=0.2022.",1,1,45,,,,,,,,Amide_formation / Esterification,0.0,|Ar-CO2H|RCH2-NHR|RCH2-OH -> Alkyl-NRCOR|Ar-CONR2 | spectators: Ar-CO2R | events: Amid+Ann+C-N | reaction_types: Amide_formation+Esterification,medium,0.55,1,
31-356-CAS-15466320,Steglich esterification,,,,O[C@@H]1CCCC[C@H]1O.O=C(O)CC12CC3CC(CC(C3)C1)C2>>O[C@H]1CCCC[C@@H]1O.O=C(CC12CC3CC(CC(C3)C1)C2)O[C@@H]1CCCC[C@H]1O,"Chemical Communications (Cambridge, United Kingdom) (2010), 46(15), 2689-2690","75-98-9, 1460-57-7","57794-08-8, 1227311-64-9",693-13-0,1068652-80-1,108-88-3,,,,,,,1,1,,,,,,,,"separated by kinetic resolution, 57% ee (acetate), 85% ee (diol), 60% conversion, alternative preparation shown, Steglich esterification, resoln. step",Multi-Event:Ann+C-O,0.0,|RCH2-CO2H -> R2CH-OH|RCH2-CO2R | spectators: R2CH-OH|R_acidic-H | events: Ann+C-O,medium,0.7,1,
31-356-CAS-16016193,Steglich esterification,50,,,Oc1cccc(OCc2ccccc2)c1.CCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)O)cc2)cc1>>CCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3cccc(OCc4ccccc4)c3)cc2)cc1,"Revista de Chimie (Bucharest, Romania) (2016), 67(3), 446-450","36062-04-1, 3027546-90-0",3027546-83-1,538-75-0,1122-58-3,75-09-2,,,,,,,2,1,50,,,,,,,"literature preparation, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-CO2R|Ar-OR|Bn-OR,medium,0.6,1,
