reaction_smiles,detected_reaction_type,reaction_key
O=Cc1ccccc1.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/c1ccccc1,Wittig_reaction,|Ar-CHO -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O
O=Cc1ccccc1[N+](=O)[O-].[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)C2CCCC2)cc1>>O=[N+]([O-])c1ccccc1C=C1CCCC1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-NO2
Brc1c(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)ccc2ccccc12.[Br-].COc1cc(C2=C(C(C)(C)C)C(C)(C)CO2)ccc1C=O>>COc1cc(C2=C(C(C)(C)C)C(C)(C)CO2)ccc1/C=C\c1ccc2ccccc2c1Br,Wittig_reaction,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Alkenyl-OR|Ar-Alkenyl|Ar-Br|Ar-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].Cc1ccc2c(C=O)cn(C(=O)OC(C)(C)C)c2c1>>C=Cc1cn(C(=O)OC(C)(C)C)c2cc(C)ccc12,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | spectators: Ar-Alkyl|HeteroAr-H
COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cc1ccc(N2C(=O)C(=O)SC2=S)cc1>>COC(=O)/C=C1\SC(=S)N(c2ccc(C)cc2)C1=O,Event:C-C,|Alkyl-H|Ar-H -> Alkenyl-CO2R|Alkenyl-CONR2|Alkenyl-SR | spectators: Ar-Alkyl|Ar-NRCOR
CC1(C)CCC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12.COC(=O)C=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/C=C/C1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C=O,Wittig_reaction,|Alkenyl-CHO -> Alkenyl-Alkenyl | spectators: Alkenyl-CO2R|R2CH-CHO|R_acidic-H
N#Cc1ccc(C=O)cc1.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].Ic1ccccc1>>N#Cc1ccc(/C=C/c2ccccc2)cc1,Wittig_reaction,|Ar-CHO|Ar-I|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-CN | events: LGDisp+C-C
CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cn1ccnc1C=O>>CC(=O)/C=C/c1nccn1C,Wittig_reaction,|Alkyl-COR|Ar-CHO -> Alkenyl-COR|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkyl-AromN|HeteroAr-H|R_acidic-H
O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCCCC[C@H]1O[C@@H]1C=O>>CCCCC[C@H]1O[C@@H]1/C=C/C=O,Wittig_reaction,|Ar-H|R2CH-CHO|R_acidic-H -> Alkenyl-CHO | spectators: R2CH-OR
CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C/C(Cl)=C/c1ccccc1.C[Si](C)(C)C#N>>C[C@@](C#N)(/C=C/C(Cl)=C/c1ccccc1)O[Si](C)(C)C,Wittig_reaction,|Alkenyl-CHO|Alkyl-COR|R_acidic-H -> Alkenyl-Alkenyl | spectators: Alkenyl-Cl|Alkyl-Si*|Ar-Alkenyl
O=Cc1ccccc1.COC(=O)c1ccc(-c2ccc(OC)cc2C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(OC)c1.[Br-]>>COC(=O)c1ccc(-c2ccc(OC)cc2C=Cc2ccccc2)c(OC)c1,Wittig_reaction,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-Ar|Ar-CO2R|Ar-OR
CCOC(=O)CP(=O)(OCC)OCC.CCCC(=O)c1cccc(OC)c1>>CCC/C(=C\C(=O)OCC)c1cccc(OC)c1,Wittig_reaction,|Ar-COR|RCH2-CO2R -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR
CCOC(=O)CP(=O)(OCC)OCC.CCCC(=O)c1ccc(OC)c(OC)c1>>CCC/C(=C\C(=O)OCC)c1ccc(OC)c(OC)c1,Wittig_reaction,|Ar-COR|RCH2-CO2R -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR
CCOC(=O)CP(=O)(OCC)OCC.CC(C)C(=O)c1ccc2c(c1)OCO2>>CCOC(=O)/C=C(/c1ccc2c(c1)OCO2)C(C)C,Claisen_condensation / Wittig_reaction,|Ar-COR|RCH2-CO2R|R_acidic-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-OR | reaction_types: Claisen_condensation+Wittig_reaction
CCOC(=O)CP(=O)(OCC)OCC.COc1cc(C(=O)C(C)C)cc(OC)c1OC>>CCOC(=O)/C=C(/c1cc(OC)c(OC)c(OC)c1)C(C)C,Claisen_condensation / Wittig_reaction,|Ar-COR|RCH2-CO2R|R_acidic-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-OR | reaction_types: Claisen_condensation+Wittig_reaction
COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1cc(/C(C)=C/C=O)ccc1C>>COC(=O)/C=C/C=C(\C)c1ccc(C)c(OC)c1,Wittig_reaction,|Alkenyl-CHO -> Alkenyl-Alkenyl|Alkenyl-CO2R | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(O)cc1>>C=Cc1ccc(O)cc1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OH
COc1ccc(CCc2ccc(OC)c(Oc3c(C=O)cccc3OC)c2)cc1Oc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Br-]>>COc1ccc2cc1Oc1ccc(cc1)/C=C\c1cccc(OC)c1Oc1cc(ccc1OC)CC2,Wittig_reaction,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-OR
COc1cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)ccc1Oc1cc(CCc2cccc(Oc3c(C=O)cccc3OC)c2)ccc1OC.[Br-]>>COc1cc2ccc1Oc1cc(ccc1OC)CCc1cccc(c1)Oc1c(cccc1OC)/C=C\2,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-Alkyl|Ar-OR
COc1cc(Oc2cc(CCc3cccc(Oc4c(C=O)cccc4OC)c3)ccc2OC)ccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>COc1cc2ccc1/C=C\c1cccc(OC)c1Oc1cccc(c1)CCc1ccc(OC)c(c1)O2,Wittig_reaction,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-OR
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOc1ccc(C=O)cc1>>CCOc1ccc(/C=C/C(=O)O)cc1,Wittig_reaction,|Ar-CHO -> Alkenyl-CO2H|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR | events: EsterHyd+C-C
O=Cc1cccc(Cl)c1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(O)/C=C\c1cccc(Cl)c1.O=C(O)/C=C/c1cccc(Cl)c1,Wittig_reaction,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2H|Ar-Alkenyl | spectators: Ar-Cl | events: EsterHyd+C-O+C-C
O=Cc1cccc(F)c1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(O)/C=C/c1cccc(F)c1.O=C(O)/C=C\c1cccc(F)c1,Wittig_reaction,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2H|Ar-Alkenyl | spectators: Ar-F | events: EsterHyd+C-O+C-C
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1cc(Br)c(C=O)cc1OC>>COc1cc(Br)c(/C=C/C(=O)O)cc1OC,Wittig_reaction,|Ar-CHO -> Alkenyl-CO2H|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-Br|Ar-OR | events: EsterHyd+C-C
O=Cc1cccs1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(O)/C=C/c1cccs1.O=C(O)/C=C\c1cccs1,Wittig_reaction,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2H|Ar-Alkenyl | spectators: HeteroAr-H|Thiophene | events: EsterHyd+C-O+C-S+C-C
O=Cc1c2ccccc2cc2ccccc12.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)/C=C/c1c2ccccc2cc2ccccc12,Wittig_reaction,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2R|Ar-Alkenyl
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOP(=O)(OCC)C(=O)c1ccc(COC)o1>>O=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)/C=C(\c1ccc(COC)o1)P(=O)(OCC)OCC,Event:C-C,|Alkyl-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-H|Bn-OR|Furan|HeteroAr-H
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOP(=O)(OCC)C(=O)c1cc(COC)c(C)o1>>O=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)/C=C(\c1cc(COC)c(C)o1)P(=O)(OCC)OCC,Event:C-C,|Alkyl-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-Alkyl|Ar-H|Bn-OR|Furan|HeteroAr-H
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOP(=O)(OCC)C(=O)c1ccoc1COC>>O=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)/C=C(\c1ccoc1COC)P(=O)(OCC)OCC,Event:C-C,|Alkyl-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-H|Bn-OR|Furan|HeteroAr-H
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOP(=O)(OCC)C(=O)c1cocc1COC>>O=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)/C=C(\c1cocc1COC)P(=O)(OCC)OCC,Event:C-C,|Alkyl-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-H|Bn-OR|Furan|HeteroAr-H
CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CSC(=O)C(=O)/C=C/c1cccc2ccccc12>>CSC(=O)C(/C=C/c1cccc2ccccc12)=C/C(C)=O,Wittig_reaction,|Alkyl-COR -> Alkenyl-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Alkenyl-COR|Ar-Alkenyl|R_acidic-H
O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1.C[C@H]1OC(=O)C=C1O.CC(C)(C)OC(=O)C=O>>C[C@H]1OC(=O)/C(=C(O)\C=C\C(=O)OC(C)(C)C)C1=O,Event:C-C,|Alkyl-H|Ar-H -> Alkenyl-Alkenyl|Alkenyl-COR|R_acidic-H | spectators: Alkenyl-CO2R|Alkenyl-OH
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(OS(=O)(=O)C(F)(F)F)c(OCc2ccccc2)c1>>C=Cc1ccc(OS(=O)(=O)C(F)(F)F)c(OCc2ccccc2)c1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | spectators: Ar-OR|Ar-OTf|Bn-OR
C=C(C)[C@@H]1CCC(C)=C1C=O.C=CCC(C(=O)OC)=P(c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC/C(=C\C1=C(C)CC[C@H]1C(=C)C)C(=O)OC,Wittig_reaction,|Alkenyl-CHO|Alkenyl-H -> Alkenyl-Alkenyl|Alkenyl-CO2R | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O
O=Cc1c(Cl)cccc1Cl.O=C1CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1c1ccccc1>>O=C1C/C(=C\c2c(Cl)cccc2Cl)C(=O)N1c1ccccc1.O=C1C/C(=C/c2c(Cl)cccc2Cl)C(=O)N1c1ccccc1,Wittig_reaction,|Ar-CHO -> Ar-Alkenyl | spectators: Ar-Cl|Ar-NRCOR|RCH2-CONR2|R_acidic-H | events: C-N+C-O+C-C
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1ccc(C=O)c([N+](=O)[O-])c1>>CCOC(=O)/C=C/c1ccc(OC)cc1[N+](=O)[O-],Wittig_reaction,|Ar-CHO -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-NO2|Ar-OR
O=Cc1ccccc1[N+](=O)[O-].CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)/C=C/c1ccccc1[N+](=O)[O-].CCOC(=O)/C=C\c1ccccc1[N+](=O)[O-],Wittig_reaction,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-NO2 | events: C-N+C-O+C-C
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1cc(Br)c(O)c(Br)c1O>>CCOC(=O)/C=C/c1cc(Br)c(O)c(Br)c1O,Wittig_reaction,|Ar-CHO -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-Br|Ar-OH
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].COc1ccc(C=O)cc1OC>>C=Cc1ccc(OC)c(OC)c1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].COc1cc(C=O)ccc1O>>C=Cc1ccc(O)c(OC)c1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OH|Ar-OR
CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CC(C)(C)OC(=O)N[C@H](C=O)Cc1ccccc1>>CCOC(=O)/C=C/[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,Claisen_condensation / Wittig_reaction,|Ar-PR3+|Inorganic|R2CH-CHO|RCH2-CO2R|R_acidic-H -> Alkenyl-CO2R | spectators: Ar-Alkyl | reaction_types: Claisen_condensation+Wittig_reaction
COc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Cl-].O=CC(=O)c1ccccc1>>COc1ccc(/C=C/C(=O)c2ccccc2)cc1,Wittig_reaction,|Ar-Alkyl|Ar-COR|Ar-PR3+|Inorganic -> Alkenyl-COR|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccccc1C#CCOCC#Cc1ccccc1>>C=Cc1ccccc1C#CCOCC#Cc1ccccc1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkyl-Alkynyl|Ar-Alkynyl|Propargyl-H|RCH2-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1cc(F)ccc1C#CCOCC#Cc1ccccc1>>C=Cc1cc(F)ccc1C#CCOCC#Cc1ccccc1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkyl-Alkynyl|Ar-Alkynyl|Ar-F|Propargyl-H|RCH2-OR
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CC#CCOCC#Cc1ccccc1C=O>>C=Cc1ccccc1C#CCOCC#CC,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkyl-Alkynyl|Ar-Alkynyl|Propargyl-H|RCH2-OR
O=Cc1ccc(Br)cc1.O=C1CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1c1ccccc1>>O=C1C/C(=C\c2ccc(Br)cc2)C(=O)N1c1ccccc1.O=C1C/C(=C/c2ccc(Br)cc2)C(=O)N1c1ccccc1,Wittig_reaction,|Ar-CHO -> Ar-Alkenyl | spectators: Ar-Br|Ar-NRCOR|RCH2-CONR2|R_acidic-H | events: C-N+C-O+C-C
O=CCCc1ccccc1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)/C=C/CCc1ccccc1.CCOC(=O)/C=C\CCc1ccccc1,Wittig_reaction,|Alkyl-H|Ar-H|RCH2-CHO|R_acidic-H -> Alkenyl-CO2R | spectators: Ar-Alkyl | events: C-O+C-C
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)C(=O)[C@H]2O1>>C=C1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H]1COC(C)(C)O1,Event:C-C,|Ar-PR3+|Inorganic|R2CH-COR|R_acidic-H -> [] | spectators: R2CH-OR|R3C-OR|RCH2-OR
CCOP(=O)(C/C=C/C(=O)OC)OCC.O=Cc1cccc2nsnc12>>COC(=O)/C=C/C=C/c1cccc2nsnc12,Wittig_reaction,|Ar-CHO -> Alkenyl-Alkenyl|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkenyl-CO2R|HeteroAr-H
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].COC(=O)c1ccc(C=O)cc1>>C=Cc1ccc(C(=O)OC)cc1,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-CO2R
O=Cc1ccncc1.O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C/C=C/c1ccncc1,Wittig_reaction,|Ar-CHO -> Alkenyl-CHO|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: HeteroAr-H|Pyridine
O=Cc1ccc2ccccc2n1.[Br-].c1ccc([P+](Cc2ccc3c(c2)OCO3)(c2ccccc2)c2ccccc2)cc1>>C(=C/c1ccc2ccccc2n1)\c1ccc2c(c1)OCO2.C(=C\c1ccc2ccccc2n1)\c1ccc2c(c1)OCO2,Wittig_reaction,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-OR|HeteroAr-H|Quinoline | events: Ann+C-N+C-O+C-C
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].COc1cccc(C=O)c1OC>>C=Cc1cccc(OC)c1OC,Wittig_reaction,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OR
C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C[C@@H](C)CO.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)/C=C/[C@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,Event:C-C,|Alkyl-H|Ar-H|RCH2-OH -> Alkenyl-CO2R | spectators: Alkyl-Si*|Ar-Si*
O=Cc1ccc([N+](=O)[O-])cc1.CCCCP(=CC(=O)OCC(C)C)(CCCC)CCCC>>CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,Wittig_reaction,|Alkyl-H|Ar-CHO -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-NO2
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C1SC2=Nc3cccc4cccc(c34)N2C1=O>>CCOC(=O)/C=c1\sc2nc3cccc4cccc(c43)n2c1=O,Event:C-C,|Ar-NRCOR -> HeteroAr-H|Pyrimidine|Thiazole | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O
CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CCOC(=O)CCCCCCC=O>>CCCCCCCCC/C=C\CCCCCCC(=O)OCC,Event:C-C,|Ar-PR3+|Inorganic|RCH2-CHO|R_acidic-H -> [] | spectators: RCH2-CO2R
CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].COC(=O)CCCCCCCCC=O>>CCCCC/C=C\CCCCCCCCC(=O)OC,Event:C-C,|Ar-PR3+|Inorganic|RCH2-CHO -> [] | bond_formed: C-C | bond_broken: C-P; C-O | spectators: RCH2-CO2R|R_acidic-H
