Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-I -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR|Pyridine,True,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR,Ar-Urea,Any-Urea,Pyridine",,"Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H,Imidazole,Pyridine",Alkyl-OR|Any-OR|Any-Urea|Ar-I|Ar-OR|Ar-Urea|Ar-X|Pyridine,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR|AromN-H|H-AromN|Imidazole|Pyridine,73.0,COc1ccccc1N(C(N)=O)c1ccncc1I>>COc1ccccc1-n1c(=O)[nH]c2cnccc21,CuI,phen,DIPEA,MeCN,,,,0.0
Ar-X -> H-AromN || Ar-Br|Ar-X|Pyridine,True,"Ar-Br,Ar-X,Ar-I,Ar-Urea,Any-Urea,Pyridine",,"Ar-Br,Ar-X,H-AromN,AromN-H,Imidazole,Pyridine",Any-Urea|Ar-Br|Ar-I|Ar-Urea|Ar-X|Pyridine,Ar-Br|Ar-X|AromN-H|H-AromN|Imidazole|Pyridine,96.0,NC(=O)Nc1c(Br)cncc1I>>O=c1[nH]c2cncc(Br)c2[nH]1,CuI,phen,DIPEA,MeCN,,,,0.0
Ar-X -> Ar-R || Any-AromN|Ar-Cl|Ar-R|Ar-X|Thiophene,True,"Any-AromN,Ar-R,Ar-Cl,Ar-X,Ar-I,H-NR2,Any-NHR,Thiophene",,"Ar-R,Ar-Cl,Ar-X,Alkyl-AromN,Any-AromN,Thiophene,Pyrimidine",Any-AromN|Any-NHR|Ar-Cl|Ar-I|Ar-R|Ar-X|H-NR2|Thiophene,Alkyl-AromN|Any-AromN|Ar-Cl|Ar-R|Ar-X|Pyrimidine|Thiophene,72.0,O=C(c1ccccc1I)n1nc(C2CCCCC2)cc1NCc1ccc(Cl)s1>>O=c1c2ccccc2n(Cc2ccc(Cl)s2)c2cc(C3CCCCC3)nn12,CuI,phen,Cs2CO3,DMF,,,,0.0
Ar-X -> Ar-R || Any-AromN|Ar-Ar|Ar-Cl|Ar-X|Pyridine|Thiophene,True,"Any-AromN,Ar-Ar,Ar-Cl,Ar-X,Ar-I,H-NR2,Any-NHR,Thiophene,Pyridine",,"Ar-Ar,Ar-R,Ar-Cl,Ar-X,Alkyl-AromN,Any-AromN,Thiophene,Pyridine,Pyrimidine",Any-AromN|Any-NHR|Ar-Ar|Ar-Cl|Ar-I|Ar-X|H-NR2|Pyridine|Thiophene,Alkyl-AromN|Any-AromN|Ar-Ar|Ar-Cl|Ar-R|Ar-X|Pyridine|Pyrimidine|Thiophene,90.0,O=C(c1ccccc1I)n1nc(-c2cccnc2)cc1NCc1ccc(Cl)s1>>O=c1c2ccccc2n(Cc2ccc(Cl)s2)c2cc(-c3cccnc3)nn12,CuI,phen,Cs2CO3,DMF,,,,0.0
Ar-I -> Ar-R || Any-AromN|Ar-Ar|Pyridine,True,"Any-AromN,Ar-Ar,Ar-I,Ar-X,H-NR2,Any-NHR,Pyridine",,"Ar-Ar,Ar-R,Alkyl-AromN,Any-AromN,Pyridine,Pyrimidine",Any-AromN|Any-NHR|Ar-Ar|Ar-I|Ar-X|H-NR2|Pyridine,Alkyl-AromN|Any-AromN|Ar-Ar|Ar-R|Pyridine|Pyrimidine,82.0,O=C(c1ccccc1I)n1nc(-c2cccnc2)cc1NCc1ccccc1>>O=c1c2ccccc2n(Cc2ccccc2)c2cc(-c3cccnc3)nn12,CuI,phen,Cs2CO3,DMF,,,,0.0
Ar-X -> Ar-R || Any-AromN|Ar-Ar|Ar-Cl|Ar-X|Thiophene,True,"Any-AromN,Ar-Ar,Ar-Cl,Ar-X,Ar-I,H-NR2,Any-NHR,Thiophene",,"Ar-Ar,Ar-R,Ar-Cl,Ar-X,Alkyl-AromN,Any-AromN,Thiophene,Pyrimidine",Any-AromN|Any-NHR|Ar-Ar|Ar-Cl|Ar-I|Ar-X|H-NR2|Thiophene,Alkyl-AromN|Any-AromN|Ar-Ar|Ar-Cl|Ar-R|Ar-X|Pyrimidine|Thiophene,84.0,O=C(c1ccccc1I)n1nc(-c2ccccc2)cc1NCc1ccc(Cl)s1>>O=c1c2ccccc2n(Cc2ccc(Cl)s2)c2cc(-c3ccccc3)nn12,CuI,phen,Cs2CO3,DMF,,,,0.0
Ar-X -> Ar-R || Any-AromN|Ar-Ar|Ar-Cl|Ar-X|Pyrimidine|Thiophene,True,"Any-AromN,Ar-Ar,Ar-Cl,Ar-X,Ar-I,H-NR2,Any-NHR,Thiophene,Pyrimidine",,"Ar-Ar,Ar-R,Ar-Cl,Ar-X,Alkyl-AromN,Any-AromN,Thiophene,Pyrimidine",Any-AromN|Any-NHR|Ar-Ar|Ar-Cl|Ar-I|Ar-X|H-NR2|Pyrimidine|Thiophene,Alkyl-AromN|Any-AromN|Ar-Ar|Ar-Cl|Ar-R|Ar-X|Pyrimidine|Thiophene,80.0,O=C(c1ccccc1I)n1nc(-c2cnccn2)nc1NCc1ccc(Cl)s1>>O=c1c2ccccc2n(Cc2ccc(Cl)s2)c2nc(-c3cnccn3)nn12,CuI,phen,Cs2CO3,DMF,,,,0.0
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CN|Pyridine,False,"Ar-I,Ar-X","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Pyridine,72.0,Ic1ccccc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3ccccc3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,-1.0
Ar-Ar|Ar-I -> Ar-AromN || Alkyl-OR|Any-CN|Any-OR|Ar-CN|Ar-OR|Pyridine,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,Pyridine",Alkyl-OR|Any-CN|Any-NH2|Any-OR|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-OR|Ar-X|H-NHR|Pyridine,Alkyl-OR|Any-AromN|Any-CN|Any-OR|Ar-AromN|Ar-CN|Ar-OR|Pyridine,79.0,COc1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>COc1cccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)c1,CuI,51-35-4,K2CO3,DMSO,,,,0.0
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CN|Ar-R|Pyridine,False,"Ar-R,Ar-I,Ar-X","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-R,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-R|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Ar-R|Pyridine,74.0,Cc1cc(C)cc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>Cc1cc(C)cc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)c1,CuI,51-35-4,K2CO3,DMSO,,,,0.7071067811865475
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CN|Ar-R|Pyridine,False,"Ar-R,Ar-I,Ar-X","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-R,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-R|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Ar-R|Pyridine,73.0,CC(C)(C)c1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>CC(C)(C)c1ccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)cc1,CuI,51-35-4,K2CO3,DMSO,,,,-0.7071067811865475
Ar-Ar|Ar-X -> Ar-AromN || Any-CN|Ar-CN|Ar-Cl|Ar-X|Pyridine,False,"Ar-Cl,Ar-X,Ar-I","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-Cl,Ar-X,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-Cl|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Ar-Cl|Ar-X|Pyridine,73.0,Clc1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3ccc(Cl)cc3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,-0.7071067811865476
Ar-Ar|Ar-I -> Ar-AromN || Alkyl-OR|Any-CN|Any-OR|Ar-CN|Ar-OR|Pyridine,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,Pyridine",Alkyl-OR|Any-CN|Any-NH2|Any-OR|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-OR|Ar-X|H-NHR|Pyridine,Alkyl-OR|Any-AromN|Any-CN|Any-OR|Ar-AromN|Ar-CN|Ar-OR|Pyridine,83.0,COc1cc(I)cc(OC)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>COc1cc(OC)cc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)c1,CuI,51-35-4,K2CO3,DMSO,,,,1.0
Ar-Ar|Ar-I -> Ar-AromN || Alkyl-OR|Any-CN|Any-OR|Ar-CN|Ar-OR|Pyridine,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,Pyridine",Alkyl-OR|Any-CN|Any-NH2|Any-OR|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-OR|Ar-X|H-NHR|Pyridine,Alkyl-OR|Any-AromN|Any-CN|Any-OR|Ar-AromN|Ar-CN|Ar-OR|Pyridine,75.0,COc1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>COc1ccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)cc1,CuI,51-35-4,K2CO3,DMSO,,,,-1.0
Ar-Ar|Ar-I -> Ar-AromN || Alkyl-COR|Alkyl-H-acidic|Any-CN|Any-COR|Ar-CN|Ar-COR|Pyridine,False,"Alkyl-H-acidic,Ar-I,Ar-X,Ar-COR,Alkyl-COR,Any-COR","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Alkyl-H-acidic,Ar-COR,Alkyl-COR,Any-COR,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Alkyl-COR|Alkyl-H-acidic|Any-CN|Any-COR|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-COR|Ar-I|Ar-X|H-NHR|Pyridine,Alkyl-COR|Alkyl-H-acidic|Any-AromN|Any-CN|Any-COR|Ar-AromN|Ar-CN|Ar-COR|Pyridine,75.0,CC(=O)c1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>CC(=O)c1ccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)cc1,CuI,51-35-4,K2CO3,DMSO,,,,-0.7071067811865475
Ar-Ar|Ar-I -> Ar-AromN || Alkyl-COR|Alkyl-H-acidic|Any-CN|Any-COR|Ar-CN|Ar-COR|Pyridine,False,"Alkyl-H-acidic,Ar-I,Ar-X,Ar-COR,Alkyl-COR,Any-COR","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Alkyl-H-acidic,Ar-COR,Alkyl-COR,Any-COR,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Alkyl-COR|Alkyl-H-acidic|Any-CN|Any-COR|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-COR|Ar-I|Ar-X|H-NHR|Pyridine,Alkyl-COR|Alkyl-H-acidic|Any-AromN|Any-CN|Any-COR|Ar-AromN|Ar-CN|Ar-COR|Pyridine,77.0,CC(=O)c1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>CC(=O)c1cccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)c1,CuI,51-35-4,K2CO3,DMSO,,,,0.7071067811865475
Ar-Ar|Ar-X -> Ar-AromN || Any-CN|Ar-CN|Ar-Cl|Ar-X|Pyridine,False,"Ar-Cl,Ar-X,Ar-I","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-Cl,Ar-X,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-Cl|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Ar-Cl|Ar-X|Pyridine,85.0,Clc1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3cccc(Cl)c3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,0.7071067811865476
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Any-CO2R|Ar-CN|Ar-CO2R|Pyridine,False,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-CO2R,Any-CO2R,Pyridine",Any-CN|Any-CO2R|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-CO2R|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Any-CO2R|Ar-AromN|Ar-CN|Ar-CO2R|Pyridine,71.0,CCOC(=O)c1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>CCOC(=O)c1ccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)cc1,CuI,51-35-4,K2CO3,DMSO,,,,-0.7071067811865476
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CF3|Ar-CN|Pyridine,False,"Ar-I,Ar-X,Ar-CF3","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CF3,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CF3|Ar-CN|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CF3|Ar-CN|Pyridine,75.0,FC(F)(F)c1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3cccc(C(F)(F)F)c3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,0.0
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Any-CO2R|Ar-CN|Ar-CO2R|Pyridine,False,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-CO2R,Any-CO2R,Pyridine",Any-CN|Any-CO2R|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-CO2R|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Any-CO2R|Ar-AromN|Ar-CN|Ar-CO2R|Pyridine,74.0,COC(=O)c1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>COC(=O)c1cccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)c1,CuI,51-35-4,K2CO3,DMSO,,,,0.7071067811865476
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Any-NO2|Ar-CN|Ar-NO2|Pyridine,False,"Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-NO2,Any-NO2,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Any-NO2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-NO2|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Any-NO2|Ar-AromN|Ar-CN|Ar-NO2|Pyridine,72.0,O=[N+]([O-])c1cccc(I)c1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3cccc([N+](=O)[O-])c3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,0.0
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CN|Pyridine,False,"Ar-I,Ar-X,Ar-CN,Any-CN","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Pyridine,74.0,N#Cc1ccc(I)cc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1ccc(-n2c3ccccc3c3c(C#N)c4ccccn4c32)cc1,CuI,51-35-4,K2CO3,DMSO,,,,1.0
Ar-Ar|Ar-I -> Ar-AromN || Any-CN|Ar-CN|Pyridine,False,"Ar-I,Ar-X,Pyridine","Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine","Ar-CN,Any-CN,Ar-AromN,Any-AromN,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-I|Ar-X|H-NHR|Pyridine,Any-AromN|Any-CN|Ar-AromN|Ar-CN|Pyridine,73.0,Ic1cccnc1.N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3n(-c3cccnc3)c2n2ccccc12,CuI,51-35-4,K2CO3,DMSO,,,,0.0
Ar-Ar -> H-AromN || Any-CN|Ar-CN|Pyridine,True,"Ar-Ar,Ar-Br,Ar-X,Ar-CN,Any-CN,H-NHR,Any-NH2,Pyridine",,"Ar-CN,Any-CN,H-AromN,AromN-H,Indole,Pyridine",Any-CN|Any-NH2|Ar-Ar|Ar-Br|Ar-CN|Ar-X|H-NHR|Pyridine,Any-CN|Ar-CN|AromN-H|H-AromN|Indole|Pyridine,74.0,N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3[nH]c2n2ccccc12,CuI,51-35-4,Cs2CO3,DMSO,,,,0.0
Ar-Br|H-AromN -> Ar-R || Any-CO2H|Ar-CO2H|Ar-R,False,"H-AromN,AromN-H,Triazole","Ar-R,Ar-Br,Ar-X,Ar-CO2H,Any-CO2H","Ar-R,Ar-AromN,Any-AromN,Ar-CO2H,Any-CO2H",Any-CO2H|Ar-Br|Ar-CO2H|Ar-R|Ar-X|AromN-H|H-AromN|Triazole,Any-AromN|Any-CO2H|Ar-AromN|Ar-CO2H|Ar-R,79.0,c1c[nH]nn1.Cc1ccc(C(=O)O)c(Br)c1>>Cc1ccc(C(=O)O)c(-n2nccn2)c1.[K].Cc1ccc(C(=O)O)c(-n2ccnn2)c1.[K],Cu2O,,K2CO3,MeCN,,,,0.0
Ar-Br|H-NHR -> H-NR2 || Any-CO2H|Ar-CO2H|Ar-OCF3|Ar-R|AromN-H|H-AromN|Indole,False,"Ar-R,H-NHR,Any-NH2,H-AromN,AromN-H,Indole","Ar-Br,Ar-X,Ar-OCF3,Ar-CO2H,Any-CO2H","Ar-R,Ar-OCF3,H-NR2,Any-NHR,Ar-CO2H,Any-CO2H,H-AromN,AromN-H,Indole",Any-CO2H|Any-NH2|Ar-Br|Ar-CO2H|Ar-OCF3|Ar-R|Ar-X|AromN-H|H-AromN|H-NHR|Indole,Any-CO2H|Any-NHR|Ar-CO2H|Ar-OCF3|Ar-R|AromN-H|H-AromN|H-NR2|Indole,78.0,NCCc1c[nH]c2ccccc12.O=C(O)c1cc(OC(F)(F)F)ccc1Br>>O=C(O)c1cc(OC(F)(F)F)ccc1NCCc1c[nH]c2ccccc12,CuI,602-09-5,,DMF / water,,,,0.0
Ar-Br|H-NHR -> H-NR2 || Alkyl-OR|Any-CO2H|Any-OR|Ar-CO2H|Ar-OR|Ar-R|AromN-H|H-AromN|Indole,False,"Ar-R,H-NHR,Any-NH2,H-AromN,AromN-H,Indole","Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR,Ar-CO2H,Any-CO2H","Ar-R,H-NR2,Any-NHR,Ar-OR,Alkyl-OR,Any-OR,Ar-CO2H,Any-CO2H,H-AromN,AromN-H,Indole",Alkyl-OR|Any-CO2H|Any-NH2|Any-OR|Ar-Br|Ar-CO2H|Ar-OR|Ar-R|Ar-X|AromN-H|H-AromN|H-NHR|Indole,Alkyl-OR|Any-CO2H|Any-NHR|Any-OR|Ar-CO2H|Ar-OR|Ar-R|AromN-H|H-AromN|H-NR2|Indole,89.0,NCCc1c[nH]c2ccccc12.COc1ccc(Br)c(C(=O)O)c1>>COc1ccc(NCCc2c[nH]c3ccccc23)c(C(=O)O)c1,CuI,602-09-5,,DMF / water,,,,0.0
Ar-I|H-AromN -> Ar-AromN || Any-CO2R|Ar-CO2R|Ar-R,False,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Ar-R,H-AromN,AromN-H,Indole","Ar-R,Ar-AromN,Any-AromN,Ar-CO2R,Any-CO2R",Any-CO2R|Ar-CO2R|Ar-I|Ar-R|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Any-CO2R|Ar-AromN|Ar-CO2R|Ar-R,85.0,COC(=O)c1ccccc1I.CC(C)(C)c1ccc2[nH]c3ccc(C(C)(C)C)cc3c2c1>>COC(=O)c1ccccc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,CuI,,K2CO3,o-DCB,,,,0.0
Any-SO2R|Ar-I|H-Carbamate -> Ar-Carbamate || Any-Carbamate,False,"H-Carbamate,Any-Carbamate","Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-Carbamate,94.0,CC(C)[C@H]1COC(=O)N1.O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>CC(C)[C@H]1COC(=O)N1c1ccccc1,CuI,,Et3N,PhMe,,,,0.2491364395612176
Any-SO2R|Ar-I|H-Carbamate -> Ar-Carbamate || Any-Carbamate,False,"Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-I,Ar-X","Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-Carbamate,90.0,O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1.CC(C)[C@@H]1COC(=O)N1>>CC(C)[C@@H]1COC(=O)N1c1ccccc1,CuI,,Et3N,PhMe,,,,-1.411773157513582
Any-SO2R|Ar-R|H-Carbamate -> Ar-Carbamate || Any-Carbamate|Ar-R,False,"H-Carbamate,Any-Carbamate","Ar-R,Ar-I,Ar-X","Ar-R,Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-I|Ar-R|Ar-X|H-Carbamate,Any-Carbamate|Ar-Carbamate|Ar-R,76.0,CC(C)[C@H]1COC(=O)N1.Cc1ccc(C)c([I+]c2cc(C)ccc2C)c1.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(C)c(N2C(=O)OC[C@@H]2C(C)C)c1,CuI,,Et3N,PhMe,,,,0.0
Any-SO2R|Ar-Cl|H-Carbamate -> Ar-Carbamate || Any-Carbamate|Ar-Cl|Ar-X,False,"H-Carbamate,Any-Carbamate","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-Cl|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-Carbamate|Ar-Cl|Ar-X,88.0,CC(C)[C@H]1COC(=O)N1.Clc1ccc([I+]c2ccc(Cl)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CC(C)[C@H]1COC(=O)N1c1ccc(Cl)cc1,CuI,,Et3N,PhMe,,,,-0.7071067811865476
Any-SO2R|Ar-I|H-Carbamate -> Ar-Carbamate || Any-Carbamate,False,"Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-I,Ar-X","Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-Carbamate,96.0,O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1.CC(C)C1COC(=O)N1>>CC(C)C1COC(=O)N1c1ccccc1,CuI,,Et3N,PhMe,,,,1.0795912380986175
Any-SO2R|Ar-I|H-Carbamate -> Ar-Carbamate || Any-Carbamate|Ar-CF3,False,"H-Carbamate,Any-Carbamate","Ar-I,Ar-X,Ar-CF3","Ar-CF3,Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-CF3|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-CF3|Ar-Carbamate,72.0,CC(C)[C@H]1COC(=O)N1.FC(F)(F)c1cccc([I+]c2cccc(C(F)(F)F)c2)c1.O=S(=O)([O-])C(F)(F)F>>CC(C)[C@H]1COC(=O)N1c1cccc(C(F)(F)F)c1,CuI,,Et3N,PhMe,,,,0.0
Any-SO2R|Ar-Br|H-Carbamate -> Ar-Carbamate || Any-Carbamate|Ar-Br|Ar-X,False,"H-Carbamate,Any-Carbamate","Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-Carbamate,Any-Carbamate",Alkyl-F|Alkyl-X|Any-Carbamate|Any-SO2R|Any-X|Ar-Br|Ar-I|Ar-X|H-Carbamate,Any-Carbamate|Ar-Br|Ar-Carbamate|Ar-X,87.0,CC(C)[C@H]1COC(=O)N1.Brc1ccc([I+]c2ccc(Br)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CC(C)[C@H]1COC(=O)N1c1ccc(Br)cc1,CuI,,Et3N,PhMe,,,,0.0
