reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
arylation-acidic-c-h,27.37,-0.15,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,
arylation-acidic-c-h,100.0,1.78,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
arylation-acidic-c-h,72.87,1.06,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,DBU,DMSO,
arylation-acidic-c-h,52.72,0.52,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,DBU,DMSO,
arylation-acidic-c-h,75.23,1.12,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,K3PO4,THF,
arylation-acidic-c-h,17.62,-0.5,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,Me4tBuXPhos Pd G3,Me4tBuXPhos,NEt3,DMSO,
arylation-acidic-c-h,84.16,1.22,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,"DMSO, Propionitrile",
arylation-acidic-c-h,46.35,0.24,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,"DMSO, MeCN",
arylation-acidic-c-h,95.9,1.52,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,"DMSO, EtOH",
arylation-acidic-c-h,0.0,-0.95,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,"DMSO, EtOH",
arylation-acidic-c-h,0.0,-0.95,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,"DMSO, EtOH",
arylation-acidic-c-h,7.88,-0.75,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,NEt3,DMI,
arylation-acidic-c-h,80.74,1.13,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,"DMSO, EtOH",
arylation-acidic-c-h,92.87,1.44,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,,"DMSO, EtOH",
arylation-acidic-c-h,78.77,1.08,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,NEt3,EtOH,
arylation-acidic-c-h,67.86,0.8,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,,No Ligand,NEt3,"DMI, iPrOH",
arylation-acidic-c-h,90.41,1.38,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,DBU,DMSO,
arylation-acidic-c-h,91.61,1.41,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,NEt3,DMSO,
c_h_activation,78.75,1.86,Ar-Br,ArBr,Ar-H,Ar-H,XantPhosPdCl2,XantPhos,K2CO3,nBuOAc,AdCOOH
c_h_activation,11.85,0.09,Ar-H,Ar-H,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,K2CO3,nBuOAc,AdCOOH
cn_coupling,0.0,-0.27,Ar-Br,ArBr,Any-Urea,Urea,XantPhos Pd(allyl)Cl,XantPhos,DBU,PhMe,
cn_coupling,2.82,0.38,Ar-Br,ArBr,Any-Urea,Urea,P(tBu)3 Pd G6,P(tBu)3,KHMDS,PhMe,
cyanation,0.0,-0.63,Ar-Br,ArBr,Ar-Br,ArBr,"CuI, P(tBu)3 Pd G6",P(tBu)3,,Dioxane,ZnBr2
cyanation,0.0,-0.63,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,Propionitrile,CuI
cyanation,84.04,2.62,Ar-Br,ArBr,Ar-Br,ArBr,"AlphosPd)2cod, CuI",AlPhos,,Dioxane,ZnBr2
cn_coupling,44.97,1.03,Ar-Br,ArBr,R-NH2,RNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"PhMe, water",
cn_coupling,24.52,0.03,Ar-Br,ArBr,R-NH2,RNH2,dpppPdCl2,dppp,Cs2CO3,"MeCN, water",Brij 35
cn_coupling,0.0,-0.27,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,Dioxane,
negishi,1.16,-0.43,Ar-Cl,ArCl,Ar-Cl,ArCl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,PhMe,CuI
negishi,33.93,3.09,Ar-Cl,ArCl,Ar-Cl,ArCl,RuPhos Pd(crotyl)Cl,RuPhos,,PhMe,KOPiv
co_coupling,9.31,-0.24,Ar-Br,ArBr,Ar-Br,ArBr,TrixiePhos Pd G3,TrixiePhos,NaOtBu,MeTHF,
cn_coupling,1.22,-0.73,R-NHR,R2NH,Ar-Cl,ArCl,RuPhos Pd(crotyl)Cl,RuPhos,DBU,DMSO,LiCl
negishi-in-situ,2.97,0.53,Ar-Cl,ArCl,R-Br,Alkyl-Br,P(tBu)3 Pd G6,P(tBu)3,,DMAc,NaI
suzuki_miyaura,11.48,-0.11,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,"Dioxane, water",
suzuki_miyaura,16.37,1.47,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,P(tBu)3 Pd G6,P(tBu)3,LiOH anh,tAmOH,
co_coupling,0.76,-0.43,Ar-I,ArI,R2CH-OH,Alkyl-OH a-branch,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,MeTHF,
co_coupling,7.21,-0.01,Ar-I,ArI,R2CH-OH,Alkyl-OH a-branch,CuBr2,diphenethyloxamide,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.31,R-NH2,RNH2,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,KHMDS,PhMe,
cn_coupling,6.59,0.06,Ar-Cl,ArCl,R-NHR,R2NH,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,PhMe,
co_coupling,27.54,1.05,RCH2-OH,alkyl-OH primary,Ar-Cl,ArCl,(R)-BINAP Pd(allyl)Cl,BINAP,LiOtBu,MeTHF,
alkylation,92.69,1.12,R2CH-NHR,R2NH a-branch,R-Cl,Alkyl-Cl,,No Ligand,K3PO4,MeCN,NaI
alkylation,98.37,1.29,R2CH-NHR,R2NH a-branch,R-Cl,Alkyl-Cl,,No Ligand,K3PO4,MeCN,NaI
co_coupling,2.28,-0.71,Ar-I,ArI,Ar-I,ArI,CuBr2,diphenethyloxamide,Cs2CO3,tAmOH,
suzuki_miyaura,10.93,-0.14,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,XPhos Pd(crotyl)Cl,XPhos,K3PO4,"Dioxane, water",Potassium 2-ethylhexanoate
cc-coupling,0.0,-0.34,Ar-Br,ArBr,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,"K3PO4, Potassium 2-ethylhexanoate","MeCN, water",
fluorination-oxidative,0.0,-0.2,rocssr,ROCSSR,rocssr,ROCSSR,,No Ligand,,DCM,py.HF
suzuki_miyaura,0.0,-0.45,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,NaHCO3,"THF, water",
suzuki_miyaura,70.04,1.32,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,NaHCO3,"THF, water",
condensation,88.94,2.56,hydrazide,hydrazide,hydrazide,hydrazide,,No Ligand,"NEt3, ZnCl2",TFE,
condensation,95.5,2.81,hydrazide,hydrazide,hydrazide,hydrazide,,No Ligand,"NEt3, Zinc acetate",TFE,
suzuki_miyaura,2.25,-2.19,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,PPh3)2PdCl2,PPh3,K2CO3,"THF, water",
suzuki_miyaura,76.76,0.08,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,dppf Pd G3,dppf,K3PO4,"PhMe, water",MeOH
suzuki_miyaura,3.0,-1.36,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,cataCXiumA Pd G3,CataCXiumA,Cs2CO3,"MeOH, water",
suzuki_miyaura,62.68,0.48,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,"THF, water",water
suzuki_miyaura,16.36,-0.95,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,dppf Pd G3,dppf,K3PO4,"PhMe, water",
suzuki_miyaura,15.71,-0.47,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"MeCN, water",
amide_formation,0.78,-0.47,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMI,MeCN,TCFH
amide_formation,2.03,-0.18,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,DCM,"LiCl, MukayamaReagent"
cn_coupling,2.17,-0.44,Ar-Cl,ArCl,AromN-H,arom. NH,MorDalphos Pd G3,MorDalphos,K3PO4,"MeTHF, water",
cn_coupling,5.51,0.26,Ar-NR2,Ar2NH,Ar-Br,ArBr,GPhos Pd G6 Br,GPhos,LiHMDS,nBuOAc,
cn_coupling,37.03,4.37,Ar-NR2,Ar2NH,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMSOK,PhMe,
cn_coupling,0.19,-0.43,Ar-NR2,Ar2NH,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,LiHMDS,Dioxane,
cn_coupling,24.89,0.09,Ar-Br,ArBr,Any-CONHR,Lactam,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,DBU,Dioxane,
cn_coupling,37.91,-0.78,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Cs2CO3,"MeCN, water",water
cn_coupling,6.51,-0.2,Ar-NH2,ArNH2,Ar-Cl,ArCl,GPhos Pd G6 Br,GPhos,KHMDS,PhMe,
cn_coupling,13.88,0.65,Ar-NH2,ArNH2,Ar-Cl,ArCl,tBuXPhos Pd G3,tBuXPhos,TMSOK,TBME,
suzuki_miyaura,81.53,1.09,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dtbpfPdCl2,dtbpf,Na2CO3,"tAmOH, water",
suzuki_miyaura,6.15,-0.97,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dpppPdCl2,dppp,K3PO4,"tAmOH, water","Brij 35, TBAC"
suzuki_miyaura,0.66,-1.12,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dcypfPdCl2,dcypf,TMSOK,iPrOH,
suzuki_miyaura,96.88,1.51,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,"tAmOH, water",TBAC
co_coupling,0.0,-0.47,Ar-Br,ArBr,Ar-Br,ArBr,CuBr2,trans-NN-Dimethylcyclohexane-12-diamine,TMSOK,PhMe,
co_coupling,0.0,-0.47,Ar-Br,ArBr,Ar-Br,ArBr,CuI,BNMO,LiHMDS,DMI,
cyclization,5.25,-0.82,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"MeCN, water",
cyclization,30.73,0.35,Ar-Br,ArBr,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,LiOtBu,PhMe,TBAC
cyclization,39.16,0.73,Ar-Br,ArBr,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,K3PO4,"iPrOAc, water",Potassium 2-ethylhexanoate
cn_coupling,58.83,4.69,AromN-H,arom. NH,Ar-Br,ArBr,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,Dioxane,
cn_coupling,15.42,0.37,Ar-Br,ArBr,Any-Urea,Urea,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"PhMe, water",TBAC
hydrolysis,45.52,0.37,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"tAmOH, water",benzaldehyde oxime
cn_coupling,43.44,0.47,R-NHR,R2NH,Ar-Br,ArBr,Jackie CPhos Pd G4,Jackie CPhos,KHMDS,PhMe,Potassium 2-ethylhexanoate
co_coupling,0.0,-0.12,Ar-I,ArI,Ar-I,ArI,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,MeTHF,
cn_coupling,0.0,-0.44,Ar-Br,ArBr,R-NH2,RNH2,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,Dioxane,
cn_coupling,17.41,-0.28,R-NHR,R2NH,Ar-I,ArI,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,CsF,DMI,
cn_coupling,30.58,0.38,R-NHR,R2NH,Ar-I,ArI,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,"tAmOH, water",
cn_coupling,0.0,-1.14,R-NHR,R2NH,Ar-I,ArI,N-XantPhos Pd G3,N-XantPhos,TMSOK,PhCN,
sonogashira,5.28,-0.21,Ar-Br,ArBr,R-CCH,alkyne,"CuI, XPhos Pd G2",XPhos,NEt3,PhMe,
cn_coupling,1.43,-0.65,R-NH2,RNH2,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,tAmOH,
amide_formation,0.0,-0.63,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,DCM,"LiCl, MukayamaReagent"
sonogashira,9.62,-1.4,Ar-Br,ArBr,R-CCH,alkyne,"BrettPhos Pd G3, CuI",BrettPhos,DIPEA,PhMe,
suzuki_miyaura,18.63,-0.78,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,dcypfPdCl2,dcypf,K3PO4,"TBME, water",
suzuki_miyaura,5.74,-1.16,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,dppf Pd G3,dppf,K3PO4,"PhMe, water",
suzuki_miyaura,2.7,0.52,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"THF, water",
suzuki_miyaura,2.03,-0.88,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,AmPhos2PdCl2,AmPhos,DIPEA,TBME,
suzuki_miyaura,0.0,-0.94,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dppfPdCl2,dppf,DIPEA,TBME,
suzuki_miyaura,1.46,-0.9,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dppf Pd G3,dppf,Cs2CO3,PhMe,MeOH
cn_coupling,40.69,0.62,Any-CONHR,Lactam,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,"CPME, water",
cn_coupling,33.7,0.34,Any-CONHR,Lactam,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,"CPME, water",
cn_coupling,29.82,0.19,Any-CONHR,Lactam,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,LiHMDS,tAmOH,
cn_coupling,5.71,-0.48,Ar-NH2,ArNH2,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,K2HPO4,DMI,
cn_coupling,9.1,-0.32,Ar-NH2,ArNH2,Ar-Br,ArBr,MorDalPhos Pd G6 Br,MorDalphos,KOH,"tAmOH, water",
cn_coupling,65.08,1.16,rconhr,RCONHR,rconhr,RCONHR,CuI,"N,N-Dimethylethylenediamine",K3PO4,Dioxane,
mitsunobu,2.83,-0.14,Ar-OH,ArOH,Ar-OH,ArOH,,PBu3,,PhMe,ADDP
mitsunobu,0.0,-0.34,Ar-OH,ArOH,Ar-OH,ArOH,,No Ligand,,DMF,
cn_coupling,70.91,2.03,Ar-NHR,ArNHR,Ar-Br,ArBr,cataCXiumA Pd G3,CataCXiumA,NaOtBu,Ph2O,
cn_coupling,39.18,0.71,Ar-NHR,ArNHR,Ar-Br,ArBr,GPhos Pd G6 Br,GPhos,KHMDS,PhMe,
cn_coupling,54.68,-0.6,R-NH2,RNH2,Ar-Br,ArBr,AdBrettPhosPd G6 Br,Ad-BrettPhos,Cs2CO3,tAmOH,
co_coupling,10.64,0.28,Ar-Cl,ArCl,R2CH-OH,Alkyl-OH a-branch,RockPhos Pd G3,RockPhos,Cs2CO3,THF,
suzuki_miyaura,21.42,1.55,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"PhMe, water",
cyclization,0.0,-0.34,Ar-Br,ArBr,Ar-Br,ArBr,CuI,BNMO,K3PO4,Dioxane,ZnCl2
suzuki_miyaura,0.0,-0.8,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,Cs2CO3,"Dioxane, water",Potassium 2-ethylhexanoate
cn_coupling,0.0,-0.38,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,
cn_coupling,0.0,-0.38,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Jackie CPhos Pd G4,Jackie CPhos,K3PO4,"Dioxane, water",
cn_coupling,6.9,0.74,r2cnr,R2CNR,Ar-Cl,ArCl,AlPhosPd G6 Br,AlPhos,Cs2CO3,tAmOH,
cn_coupling,0.92,-0.41,r2cnr,R2CNR,Ar-Cl,ArCl,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,Cs2CO3,"tAmOH, water",
suzuki_miyaura,0.0,-0.76,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water
miyaura_borylation,11.16,-0.16,Ar-Br,ArBr,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,Cs2CO3,THF,
miyaura_borylation,0.0,-0.71,Ar-Br,ArBr,Ar-Br,ArBr,Pd(OAc)2,"Missing, TPAP",Cs2CO3,iPrOAc,
miyaura_borylation,13.93,-0.02,Ar-Br,ArBr,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,K3PO4,iPrOAc,
miyaura_borylation,7.26,-0.35,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,CsOAc,PhMe,TBAB
miyaura_borylation,0.0,-0.41,Ar-Br,ArBr,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,K3PO4,iPrOAc,
miyaura_borylation,0.0,-0.41,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,CsOAc,PhMe,TBAB
suzuki_miyaura,0.75,-1.06,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,Cs2CO3,"Dioxane, water",Potassium 2-ethylhexanoate
suzuki_miyaura,25.79,-0.04,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dppf Pd G3,dppf,K3PO4,"Dioxane, water",
cn_coupling,37.18,0.6,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,AlphosPd)2cod,AlPhos,Cs2CO3,MeTHF,
co_coupling,2.98,-0.24,Ar-Br,ArBr,R2CH-OH,Alkyl-OH a-branch,CuI,NN-Dibenzyloxamide,Cs2CO3,PhMe,
co_coupling,2.84,0.05,Ar-OH,ArOH,Ar-Br,ArBr,CuI,NN-Dibenzyloxamide,Cs2CO3,PhMe,
activation,0.0,-0.63,R2CH-OH,Alkyl-OH a-branch,R2CH-OH,Alkyl-OH a-branch,,No Ligand,,DCE,PEP-K
activation,70.05,3.07,R2CH-OH,Alkyl-OH a-branch,R2CH-OH,Alkyl-OH a-branch,,No Ligand,DMAP,DMF,PEP-K
activation,2.69,-0.49,R2CH-OH,Alkyl-OH a-branch,R2CH-OH,Alkyl-OH a-branch,,No Ligand,NMM,MeCN,TrichloroACN
activation,1.22,-0.57,R2CH-OH,Alkyl-OH a-branch,R2CH-OH,Alkyl-OH a-branch,,No Ligand,DIPEA,,TrichloroACN
c_h_activation,0.0,-0.39,rconhr,RCONHR,rconhr,RCONHR,Pd(OAc)2,Missing,AgOAc,PhMe,
cn_coupling,5.63,-0.85,Ar-Br,ArBr,Any-Urea,Urea,rac-BINAP Pd G3,BINAP,K3PO4,PhMe,
cn_coupling,23.85,-0.12,Ar-Br,ArBr,Any-Urea,Urea,dppdtbpf)PdCl2,dppdtbpf,LiHMDS,anisole,
cn_coupling,42.55,0.63,Ar-Br,ArBr,Any-Urea,Urea,dppfPdCl2,dppf,KHMDS,MIBK,
amide_formation,75.42,0.72,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NMI,MeCN,"HOSu, DIC"
amide_formation,55.25,0.14,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,,TPGS-750M,"HOPO, DIC"
amide_formation,7.52,-1.23,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,,EtOAc,DIC
suzuki_miyaura,24.89,0.82,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,"EtOH, water",
protection,0.0,-0.38,Ar-OH,ArOH,Ar-OH,ArOH,,No Ligand,lutidine,acetone,PMBCl
suzuki_miyaura,73.67,1.22,Ar-Cl,ArCl,Ar-BF3K,ArBF3K,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,"EtOH, water",
suzuki_miyaura,62.2,0.83,Ar-Cl,ArCl,Ar-BF3K,ArBF3K,XPhos Pd G2,XPhos,Na2CO3,"EtOH, water",Brij 35
miyaura_borylation,5.52,-0.52,Ar-Br,ArBr,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,KOAc,Dioxane,
miyaura_borylation,0.0,-0.71,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)3 Pd G6,P(tBu)3,Cs2CO3,Dioxane,
condensation,0.0,-0.81,Ar-NH2,ArNH2,rso2f,RSO2F,,No Ligand,,PhMe,
cn_coupling,57.36,1.23,R-NHR,R2NH,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,"tAmOH, water",
cn_coupling,25.91,-0.56,Ar-NHR,ArNHR,Ar-Br,ArBr,GPhos Pd G6 Br,GPhos,NaHCO3,"PhMe, water",
cn_coupling,44.46,-0.09,Ar-NHR,ArNHR,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,NaOtBu,tAmOH,
cn_coupling,0.0,-0.41,R2CH-NH2,RNH2 a-branch,Ar-I,ArI,tBu)PhCPhos Pd G3,t-Bu)PhCPhos,K3PO4,"CPME, water",
cn_coupling,8.4,1.08,R2CH-NH2,RNH2 a-branch,Ar-I,ArI,QPhosPd G6 Br,QPhos,KOtBu,anisole,
cyclization,79.35,1.67,Ar-Br,ArBr,Ar-Br,ArBr,,No Ligand,lutidine,MeCN,T3P
cyclization,8.3,-0.86,Ar-Br,ArBr,Ar-Br,ArBr,,No Ligand,NEt3,CPME,T3P
cyclization,90.79,2.07,Ar-Br,ArBr,Ar-Br,ArBr,,No Ligand,NEt3,THF,Diethylchlorophosphate
suzuki_miyaura,35.84,0.45,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,KOH,"tAmOH, water",
suzuki_miyaura,53.33,1.1,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,TMSOK,PrOH,
co_coupling,1.4,-0.83,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"tAmOH, water",benzaldehyde oxime
co_coupling,74.66,1.3,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,CsOH.H2O,"anisole, water",
co_coupling,82.61,1.53,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,CsOH.H2O,tAmOH,DMI
suzuki_miyaura,82.88,0.54,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,PEPPSI-IPENT,IPENT,KOH,"PrOH, water",
suzuki_miyaura,75.16,0.24,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dtbpfPdCl2,dtbpf,KOH,"tAmOH, water",
alkylation,0.0,-0.46,R-Cl,Alkyl-Cl,R-NR2,R3N,,No Ligand,,PhMe,
alkylation,0.0,-0.46,R-Cl,Alkyl-Cl,R-NR2,R3N,,No Ligand,,PhMe,CuI
miyaura_borylation,39.26,1.48,Ar-Br,ArBr,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,Potassium 2-ethylhexanoate,PhMe,TBAB
miyaura_borylation,1.4,-0.72,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,Potassium 2-ethylhexanoate,xylenes,
alkylation,4.81,-0.29,R-NR2,R3N,R-I,Alkyl-I,,No Ligand,,PhMe,
suzuki_miyaura,73.61,2.27,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,Brij 35,
suzuki_miyaura,97.48,2.83,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,Brij 35,
suzuki_miyaura,49.94,0.19,Ar-BF3K,ArBF3K,Ar-Cl,ArCl,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,"iPrOAc, water",TBAB
suzuki_miyaura,33.27,-0.51,Ar-BF3K,ArBF3K,Ar-Cl,ArCl,XPhos Pd G2,XPhos,K3PO4,"EtOH, water",
cn_coupling,21.79,-0.9,Ar-Cl,ArCl,Ar-NH2,ArNH2,XantPhosPdCl2,XantPhos,KHMDS,MeCN,
cyclization,0.0,-0.39,Ar-OH,ArOH,Ar-OH,ArOH,,No Ligand,NEt3,CPME,T3P
salt-formation,90.72,0.81,R-NR2,R3N,R-NR2,R3N,,No Ligand,,CPME,
salt-formation,0.0,-1.21,R-NR2,R3N,R-NR2,R3N,,No Ligand,,TBME,
alkylation,12.1,2.17,R-NR2,R3N,R-Br,Alkyl-Br,,No Ligand,,PhMe,
arylation-acidic-c-h,11.41,-0.3,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,Cs2CO3,anisole,
arylation-acidic-c-h,77.44,2.35,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,anisole,
arylation-acidic-c-h,42.84,0.96,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd G4,XPhos,Cs2CO3,"CPME, water",
