reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
sonogashira,0.7,-0.45,R-CCH,alkyne,Ar-Br,ArBr,"Cu(MeCN)4BF4, RockPhos Pd G3",RockPhos,NEt3,DMF,
cn_coupling,28.84,0.43,RCH2-B(OH)2,Alkyl-B(OH)2,AromN-H,arom. NH,Copper(II)acetate,No Ligand,"Na2CO3, pyridine",tAmOH,
cn_coupling,24.73,1.04,Ar-Br,ArBr,Ar-NH2,ArNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,PhMe,
cn_coupling,0.0,-0.52,Ar-Br,ArBr,Ar-NH2,ArNH2,,No Ligand,K3PO4,"Dioxane, water",
cn_coupling,20.4,0.33,Ar-Cl,ArCl,AromN-H,arom. NH,AlphosPd)2cod,AlPhos,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.65,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,CuI,DMPAO,K3PO4,"anisole, water",
cn_coupling,0.0,-0.65,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,JackiePhos Pd G3,JackiePhos,KOH,"anisole, MeOH",
cn_coupling,0.0,-0.37,Ar-Br,ArBr,R-NHR,R2NH,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"MeCN, water",
deprotection,0.0,-0.67,R-NR2,R3N,R-NR2,R3N,,No Ligand,,EtOH,
suzuki_miyaura,0.84,-2.02,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,DIPEA,iPrOAc,
stetter,40.38,0.97,R-CHO,RCHO,Any-Alkene,alkene,thiazolium-NHC*HCl,No Ligand,TMP,anisole,MgSO4
suzuki_miyaura,4.68,-0.63,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,SPhos Pd(crotyl)Cl,SPhos,NaHCO3,"iPrOAc, water",Brij 35
suzuki_miyaura,7.29,-0.51,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,dppfPdCl2,dppf,Na2CO3,MeCN,
suzuki_miyaura,46.31,-0.05,Ar-I,ArI,Alkenyl-B(OR)2,alkeneB(OR)2,SPhos Pd(crotyl)Cl,SPhos,KOH,Dioxane,Brij 35
cc-coupling,55.96,1.86,R-Ester,RCO2R,Ar-I,ArI,NiBr2-glyme,tBubpyCAMCN,,MeTHF,
cn_coupling,0.0,-0.23,Ar-Br,ArBr,Ar-NH2,ArNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DIPEA,tAmOH,
cyclization,0.24,-0.75,R-CCH,alkyne,R-CCH,alkyne,CuI,No Ligand,,PhMe,
cc-coupling,21.91,-0.16,Ar-Br,ArBr,R-Ester,RCO2R,NiBr2-glyme,dtbpy,,DMAc,
cn_coupling,78.59,1.54,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,KOH,MeCN,
cn_coupling,3.72,-0.82,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,(R)-BINAP Pd(allyl)Cl,BINAP,KOH,"MeTHF, water",
cyclization,0.0,-0.33,R-CCH,alkyne,Ar-Br,ArBr,"dppf Pd G3, Ph3P AuCl",dppf,Cs2CO3,Dioxane,AgOTf
suzuki_miyaura,29.38,-0.03,Ar-Br,ArBr,Alkenyl-B(OR)2,alkeneB(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,NaHCO3,"iPrOAc, water",
suzuki_miyaura,0.0,-0.52,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,"iPrOAc, water",
amide_formation,1.08,-1.33,R-NHR,R2NH,R-Ester,RCO2R,,No Ligand,"DIPEA, KOH","MeCN, water",COMU
cn_coupling,1.62,-0.25,Ar-Br,ArBr,rconhr,RCONHR,CuI,BTMO,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.18,Ar-Br,ArBr,rconhr,RCONHR,CuI,BTMO,Cs2CO3,tAmOH,
cyclization,0.0,-0.41,R-Ester,RCO2R,R-Ester,RCO2R,,No Ligand,,EtOH,TBD
cn_coupling,0.0,-0.42,AromN-H,arom. NH,Ar-Br,ArBr,Cu(MeCN)4BF4,BHMPO,K3PO4,"anisole, water",
cn_coupling,0.0,-0.53,Ar-Br,ArBr,R-NH2,RNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KHMDS,Dioxane,
alkylation,0.0,-0.27,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,anisole,LiBr
suzuki_miyaura,100.0,1.97,Ar-Cl,ArCl,alkyl-bf3k,Alkyl-BF3K,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"PhMe, water",
cn_coupling,0.0,-0.38,Any-CONHR,Lactam,RCH2-B(OH)2,Alkyl-B(OH)2,Copper(II)acetate,No Ligand,Na2CO3,MeCN,
c_h_activation,0.0,-0.49,Ar-I,ArI,Ar-H,Ar-H,XantPhosPdCl2,XantPhos,K2CO3,DMAc,AdCOOH
suzuki-in-situ,11.37,-0.8,Ar-Br,ArBr,Ar-Br,ArBr,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate","TBME, water",iPrOH
suzuki-in-situ,55.23,0.5,Ar-Br,ArBr,Ar-Br,ArBr,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"TBME, water",KOPiv
co_coupling,10.19,0.23,RCH2-OH,alkyl-OH primary,Ar-Br,ArBr,Cu(MeCN)4BF4,diphenethyloxamide,NaOtBu,PhMe,
suzuki_miyaura,1.29,-1.14,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"THF, water",
suzuki_miyaura,50.43,0.4,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"THF, water",
negishi,13.39,2.62,R-Mg,Alkyl-M,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,,NMP,
suzuki_miyaura,70.87,0.51,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,Na2CO3,"Dioxane, water",
heck,0.0,-0.88,Any-Alkene,alkene,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,N-Methyldicyclohexylamin,tAmOH,
heck,5.49,-0.4,Any-Alkene,alkene,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,"TBD, TMG",tAmOH,
heck,0.0,-0.88,Any-Alkene,alkene,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,TBD,MeTHF,
condensation,25.17,3.0,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,pyridine,MeCN,
suzuki_miyaura,4.99,-0.57,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,K2CO3,"iPrOAc, water",
cn_coupling,0.0,-0.82,R-CONH2,RCONH2,Ar-Cl,ArCl,CataCXiumA Pd(allyl)Cl,CataCXiumA,K2CO3,MeCN,
cn_coupling,74.24,1.99,R-CONH2,RCONH2,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,
cn_coupling,0.92,-0.61,Ar-NH2,ArNH2,Ar-Br,ArBr,cataCXiumA Pd G3,CataCXiumA,K3PO4,"MeTHF, water",
cn_coupling,9.22,0.22,Ar-Br,ArBr,R-NH2,RNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,"MeTHF, water",LiCl
c_h_activation,0.0,-1.1,Ar-H,ArH,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Li2CO3,"DMI, water",KOPiv
c_h_activation,72.2,1.19,Ar-H,ArH,Ar-Br,ArBr,Pd(OAc)2,Missing,K2CO3,anisole,KOPiv
c_h_activation,68.25,1.06,Ar-H,ArH,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,"K2CO3, NMI",anisole,KOAc
suzuki_miyaura,0.0,-0.13,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,,No Ligand,Cs2CO3,,18-crown-6
suzuki_miyaura,64.85,0.4,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,XPhos Pd G2,XPhos,Na2CO3,"iPrOAc, water",
suzuki_miyaura,32.13,-0.68,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,XPhos Pd G2,XPhos,Na2CO3,"EtOH, water",
cn_coupling,81.07,1.75,Ar-NH2,ArNH2,Ar-Br,ArBr,[Pd(allyl)(Ad-BippyPhos)]OTf,Ad-BippyPhos,K2CO3,tAmOH,
cn_coupling,0.0,-0.65,Ar-Br,ArBr,R-NHR,R2NH,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,tAmOH,
cn_coupling,50.25,-0.11,R-NHR,R2NH,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,72.67,0.23,Ar-Cl,ArCl,Ar-NHR,ArNHR,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,24.36,-0.89,Ar-NHR,ArNHR,Ar-Br,ArBr,cataCXiumA Pd G3,CataCXiumA,Na2CO3,PhMe,
cn_coupling,39.69,0.82,Ar-Br,ArBr,R-NHR,R2NH,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,0.0,-0.43,R-NHR,R2NH,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,0.61,-1.51,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,cataCXiumA Pd G3,CataCXiumA,Na2CO3,PhMe,
cn_coupling,64.85,0.73,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,cataCXiumA Pd G3,CataCXiumA,Cs2CO3,PhMe,
cn_coupling,0.0,-0.39,R-NHR,R2NH,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,0.0,-0.93,Ar-NHR,ArNHR,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,PhMe,
cn_coupling,15.71,0.04,Ar-NR2,Ar2NH,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,0.0,-0.46,Any-CONHR,Lactam,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
cn_coupling,0.0,-0.71,R-CONH2,RCONH2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
condensation,27.97,-0.27,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,LiHMDS,PhMe,MukayamaReagent
condensation,27.92,-0.28,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,LiOtBu,MeTHF,PyBrOP
condensation,49.93,1.27,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,KOtPent,THF,pyBOP
cn_coupling,1.63,-0.38,R-NHR,R2NH,Ar-Br,ArBr,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,PhMe,
suzuki_miyaura,5.62,0.74,Ar-Cl,ArCl,Alkenyl-B(OR)2,alkeneB(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,"iPrOAc, water",
co_coupling,2.38,-0.42,R2CH-OH,Alkyl-OH a-branch,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,Dioxane,
co_coupling,0.0,-0.79,R2CH-OH,Alkyl-OH a-branch,Ar-Br,ArBr,Copper(II)acetate,NN-Dimethyloxamide,LiHMDS,Dioxane,
cn_coupling,43.75,0.57,AromN-H,arom. NH,Ar-Cl,ArCl,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,PhMe,
wittig,0.0,-0.4,rch2pph3x,RCH2PPh3X,r2co,R2CO,,No Ligand,KHMDS,DMF,
c_h_activation,0.0,-0.47,Ar-H,ArH,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,"K2CO3, NMI",NMP,KOPiv
amide_formation,16.53,-0.64,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,NMM,THF,"HOSu, CDI"
amide_formation,26.64,-0.33,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,NMM,THF,COMU
amide_formation,96.52,1.78,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,NMM,MeCN,"HONB, DIC"
cn_coupling,93.81,1.54,Ar-Br,ArBr,R-NHR,R2NH,dtbpfPdCl2,dtbpf,NaOtBu,MeTHF,
cn_coupling,0.0,-0.99,Ar-Br,ArBr,R-NHR,R2NH,XantPhosPdCl2,XantPhos,KOtBu,iPrOH,
cn_coupling,2.93,-1.49,Ar-NH2,ArNH2,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,K3PO4,"MeTHF, water",
cn_coupling,0.0,-0.82,Ar-Br,ArBr,Ar-NH2,ArNH2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"Dioxane, water",
c_h_activation,0.0,-1.01,Ar-H,ArH,R-CCH,alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,DMAc,KOAc
c_h_activation,5.07,-0.81,Ar-H,ArH,R-CCH,alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,"AcOH, TFE","AcOH, KOAc, TFE"
cn_coupling,93.67,2.11,Ar-Br,ArBr,R-CONH2,RCONH2,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,"PhMe, water",
cn_coupling,47.32,0.13,Ar-Br,ArBr,R-NHR,R2NH,QPhos Pd(crotyl)Cl,QPhos,"KHMDS, NMM",PhMe,
snar,10.44,0.24,R2CH-OH,Alkyl-OH a-branch,Any-CONHR,Lactam,,No Ligand,NaOtBu,THF,PyClOP
snar,6.39,-0.11,R2CH-OH,Alkyl-OH a-branch,Any-CONHR,Lactam,,No Ligand,"NaOtBu, NaOtPent",iPrOAc,BOP-Cl
cn_coupling,0.0,-1.06,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,MorDalphos Pd G3,MorDalphos,LiHMDS,PhMe,
cn_coupling,11.24,0.07,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,MorDalphos Pd G3,MorDalphos,NaOtBu,tAmOH,
cn_coupling,0.0,-0.4,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,MorDalphos Pd G3,MorDalphos,NaOtBu,tAmOH,
condensation,53.83,1.15,enolether,enolether,Any-OR,enol-ether,,No Ligand,NH3,PhMe,
condensation,5.28,-1.19,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,DBU,MeCN,water
condensation,37.98,0.17,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,lutidine,anisole,water
condensation,11.4,-0.93,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,NaHCO3,tAmOH,water
c_h_activation,5.6,-0.35,Ar-H,ArH,Ar-I,ArI,dtbpfPdCl2,dtbpf,K2CO3,anisole,Sodium trifluoroacetate
cn_coupling,3.55,-0.44,AromN-H,arom. NH,Ar-Cl,ArCl,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,PhMe,
cn_coupling,0.0,-0.87,AromN-H,arom. NH,Ar-Cl,ArCl,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,PhMe,
cn_coupling,0.0,-0.56,Ar-Cl,ArCl,AromN-H,arom. NH,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,PhMe,water
cn_coupling,80.46,0.78,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,K3PO4,DMI,water
cn_coupling,80.5,0.78,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,K3PO4,EtOH,water
cn_coupling,76.54,0.65,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,DBU,ethylene glycol,water
cn_coupling,14.25,-1.42,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,"DBU, K3PO4",ethylene glycol,
cn_coupling,76.42,0.64,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,dtbpy,K3PO4,"BuOH, DMI",
cn_coupling,70.0,1.04,R-Carbamate,ROC(O)NR2,Ar-I,ArI,Cu2O,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,
cn_coupling,32.06,-0.48,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Na2CO3,tAmOH,
cn_coupling,77.55,1.35,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,iPrOH,TBAB
cn_coupling,84.66,1.63,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,tAmOH,TBAB
cn_coupling,3.66,-1.62,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,dtbpy,K2CO3,iPrOAc,
cn_coupling,55.19,0.45,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,
cn_coupling,16.79,-1.09,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Na2CO3,tAmOH,
cn_coupling,45.33,0.05,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,
suzuki_miyaura,39.92,-1.21,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dppfPdCl2,dppf,Cs2CO3,tAmOH,
suzuki_miyaura,90.11,-0.09,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dppfPdCl2,dppf,Na2CO3,"tAmOH, water",
suzuki_miyaura,58.05,0.68,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dppfPdCl2,dppf,K2CO3,"tAmOH, water",
suzuki_miyaura,100.0,0.77,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dppfPdCl2,dppf,K2CO3,"tAmOH, water",
cn_coupling,0.0,-0.4,Ar-Br,ArBr,R2CH-NHR,R2NH a-branch,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,PhMe,
cn_coupling,82.92,0.31,Ar-Cl,ArCl,Ar-NH2,ArNH2,QPhos Pd(crotyl)Cl,QPhos,K2CO3,Dioxane,
suzuki_miyaura,12.91,0.32,Ar-Br,ArBr,Alkenyl-B(OR)2,alkeneB(OR)2,dppfPdCl2,dppf,K3PO4,"tAmOH, water",
condensation,17.21,0.87,thiourea,Thiourea,R-CHO,RCHO,,No Ligand,NaHCO3,tAmOH,water
condensation,7.09,-0.43,thiourea,Thiourea,R-CHO,RCHO,,No Ligand,NMM,"anisole, water",water
cn_coupling,0.78,-0.59,Ar-NH2,ArNH2,Ar-Cl,ArCl,CyJohnPhos Pd G3,CyJohnPhos,K2CO3,tAmOH,
co_coupling,0.0,-0.37,Ar-Br,ArBr,Ar-OH,ArOH,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,Dioxane,
suzuki_miyaura,49.17,1.27,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,dppfPdCl2,dppf,K3PO4,"tAmOH, water",
suzuki_miyaura,71.18,0.81,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,dppfPdCl2,dppf,K3PO4,"tAmOH, water",
suzuki_miyaura,40.46,0.56,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,dppfPdCl2,dppf,K2CO3,Dioxane,water
cn_coupling,4.38,-0.34,Ar-I,ArI,Ar-NHR,ArNHR,rac-BINAP Pd G3,BINAP,NaOtBu,tAmOH,
cn_coupling,39.35,2.08,Ar-I,ArI,Ar-NHR,ArNHR,XantPhos Pd(allyl)Cl,XantPhos,KOH,"MeTHF, water",
suzuki_miyaura,20.53,-0.5,Ar-Br,ArBr,Ar-BF3K,ArBF3K,RuPhos Pd(crotyl)Cl,RuPhos,,"tAmOH, water",
suzuki_miyaura,24.65,-0.78,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,AmPhos2PdCl2,AmPhos,K3PO4,"PhMe, water",
amide_formation,2.06,-0.7,R-CO2H,RCO2H or M,R-NH2,RNH2,,No Ligand,DBU,DCM,MukayamaReagent
cn_coupling,15.97,0.08,Ar-OSO2R,ArOSO2R,R-NH2,RNH2,rac-BINAP Pd G3,BINAP,Cs2CO3,MeTHF,water
cn_coupling,50.92,1.02,R-NH2,RNH2,Ar-OSO2R,ArOSO2R,rac-BINAP Pd G3,BINAP,Cs2CO3,MeTHF,water
cn_coupling,1.43,0.14,Ar-Br,ArBr,R-NHR,R2NH,BippyPhos Pd(allyl)OTf,BippyPhos,NaOtBu,tAmOH,water
c_h_borylation,1.05,-0.26,Ar-H,ArH,Ar-H,ArH,[Ir(cod)OMe]2,2-mphen,,MeTHF,
cn_coupling,2.84,-0.38,AromN-H,arom. NH,Ar-Cl,ArCl,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,iPrOH,
cn_coupling,0.0,-0.33,Ar-Br,ArBr,AromN-H,arom. NH,CuI,"N,N-Dimethylethylenediamine",K2CO3,NMI,
cn_coupling,2.89,-0.82,Ar-NH2,ArNH2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"tAmOH, water",
amide_formation,34.1,-1.07,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,NMM,TBME,"HOBt, DIC"
amide_formation,79.04,0.53,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,,"TBME, xylenes","HOPO, DIC"
amide_formation,35.08,-1.04,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,,"anisole, MIBK","HOPO, DIC"
amide_formation,65.43,0.55,R-NH2,RNH2,R-NH2,RNH2,,No Ligand,NMM,MeCN,"HOPO, DIC"
cn_coupling,72.05,1.81,Ar-Br,ArBr,R-CONH2,RCONH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,Dioxane,water
hydration,0.0,-0.51,R-CN,RCN,R-CN,RCN,,No Ligand,K2CO3,"tAmOH, water",
suzuki_miyaura,38.3,1.1,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,PPh3)2PdCl2,PPh3,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.94,Ar-NH2,ArNH2,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeCN,
cn_coupling,0.0,-0.49,Ar-Br,ArBr,AromN-H,arom. NH,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeCN, water",
amide_formation,64.34,0.51,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,THF,"HOSu, PivCl"
amide_formation,71.15,0.72,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,,MeCN,"HOPO, DIC"
cn_coupling,0.74,-1.28,AromN-H,arom. NH,Ar-Br,ArBr,CuI,"N,N-Dimethylethylenediamine",K3PO4,DMSO,
cn_coupling,0.0,-0.44,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,BippyPhos Pd(allyl)OTf,BippyPhos,KHMDS,PhMe,
glycosidation,24.5,-0.57,RCH2-OH,Alkyl-OH primary,R-Ester,RCO2R,,No Ligand,,DCE,
glycosidation,68.17,1.42,RCH2-OH,Alkyl-OH primary,R-Ester,RCO2R,,No Ligand,,DCE,
cn_coupling,45.03,0.96,AromN-H,arom. NH,Ar-Br,ArBr,CuI,"N,N-Dimethylethylenediamine",K3PO4,DMSO,
cn_coupling,47.14,0.12,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,tBuXPhos Pd G3,tBuXPhos,KHMDS,PhMe,
suzuki_miyaura,0.45,-0.53,Ar-B(OH)2,ArB(OH)2,rconhr,RCONHR,dtbpfPdCl2,dtbpf,"LiHMDS, Na2CO3","DMF, water",PyBrOP
cn_coupling,25.25,-1.0,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,Dioxane,
hydrolysis,3.64,-0.58,Ar-Br,ArBr,Ar-Br,ArBr,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,MeTHF,water
hydrolysis,31.09,0.53,Ar-Br,ArBr,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,Cs2CO3,tAmOH,B(OH)3
condensation,0.0,-0.26,R-Carbamate,ROC(O)NR2,R2CH-NH2,RNH2 a-branch,,No Ligand,DBU,MeCN,PyBrOP
amide_formation,100.0,1.92,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NMI,tAmOH,"HOSu, DIC"
amide_formation,100.0,1.92,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,DIPEA,,"HOPO, EDC"
suzuki_miyaura,58.0,0.41,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"iPrOAc, water",
stannylation,84.54,4.4,Ar-Br,ArBr,rsnr3,RSnR3,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,,Dioxane,CsF
stannylation,0.0,-0.54,Ar-Br,ArBr,rsnr3,RSnR3,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,,Dioxane,CsF
cn_coupling,6.22,-0.58,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,anisole,water
cn_coupling,32.85,0.78,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,,No Ligand,lutidine,DMAc,
cn_coupling,0.0,-0.52,Ar-Br,ArBr,R-NH2,RNH2,dppfPdCl2,dppf,Cs2CO3,MeCN,
cn_coupling,0.0,-0.21,R-NH2,RNH2,Ar-Br,ArBr,Me4tBuXPhos Pd G3,Me4tBuXPhos,K3PO4,"MeCN, water",
cn_coupling,34.18,-0.2,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,tBuXPhos Pd G3,tBuXPhos,CsOH.H2O,PhMe,
co_coupling,2.27,-0.49,Ar-OH,ArOH,Ar-Br,ArBr,CuI,"N,N-Dimethylethylenediamine",K3PO4,DMAc,
amide_formation,0.0,-1.55,R-NHR,R2NH,R-CO2H,RCO2H or M,,No Ligand,DBU,DMF,DIC
cn_coupling,0.0,-0.5,AromN-H,arom. NH,Ar-Br,ArBr,[Pd(allyl)(JohnPhos)]OTf,JohnPhos,K3PO4,"MeCN, water",
condensation,4.41,-0.57,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,NaOtBu,NMI,
condensation,2.99,-0.62,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,DIPEA,tAmOH,
condensation,77.31,2.34,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,NEt3,MeCN,
co_coupling,0.0,-0.3,Ar-Br,ArBr,R2CH-OH,Alkyl-OH a-branch,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,
