Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-X|H-SR -> Ar-SAr || Any-CO2H|Ar-CO2H|Ar-Cl|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-I,Ar-CO2H,Any-CO2H","Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-CO2H,Any-CO2H",Any-CO2H|Ar-CO2H|Ar-Cl|Ar-I|Ar-X|H-SR,Any-CO2H|Ar-CO2H|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,99.0,Sc1ccccc1.O=C(O)c1ccc(Cl)cc1I>>O=C(O)c1ccc(Cl)cc1Sc1ccccc1,Cu(0),,KOH,water,,,,0.8655574083956101
Ar-I|Ar-X -> Ar-SAr || Any-AromN|Ar-Cl|Ar-R|Ar-X|R-AromN,False,"Ar-Cl,Ar-X,H-SR","Ar-R,Ar-I,Ar-X,Ar-Si,Any-Si,R-AromN,Any-AromN","Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,R-AromN,Any-AromN",Any-AromN|Any-Si|Ar-Cl|Ar-I|Ar-R|Ar-Si|Ar-X|H-SR|R-AromN,Any-AromN|Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X|R-AromN,88.0,Sc1ccc(Cl)cc1.C[Si](C)(C)c1nnn(Cc2ccccc2)c1I>>Clc1ccc(Sc2cnnn2Cc2ccccc2)cc1,CuBr,1655-07-8,Cs2CO3,MeCN,TBAF,,,0.0
Ar-Cl|H-SR -> Ar-SAr || Any-COR|Ar-COR|R-COR|R-H-acidic,False,H-SR,"R-H-acidic,Ar-Cl,Ar-X,Ar-COR,Any-COR,R-COR","R-H-acidic,Ar-COR,Any-COR,R-COR,Ar-SAr,Ar-SR",Any-COR|Ar-COR|Ar-Cl|Ar-X|H-SR|R-COR|R-H-acidic,Any-COR|Ar-COR|Ar-SAr|Ar-SR|R-COR|R-H-acidic,95.0,Sc1ccccc1.CC(=O)c1ccccc1Cl>>CC(=O)c1ccccc1Sc1ccccc1,7758-89-6,,,water,,,,0.6528416465991987
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,Ar-Br,Ar-X",H-SR,"Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,94.0,Cc1ccc(Br)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1,34775-39-8,,Py,MeCN,Zn,,,0.5152502048858904
Ar-Br|H-SR -> Ar-SAr || Ar-R|Pyridine,False,"Ar-R,H-SR","Ar-Br,Ar-X,Pyridine","Ar-R,Ar-SAr,Ar-SR,Pyridine",Ar-Br|Ar-R|Ar-X|H-SR|Pyridine,Ar-R|Ar-SAr|Ar-SR|Pyridine,92.0,Cc1ccc(S)cc1.Brc1ccccn1>>Cc1ccc(Sc2ccccn2)cc1,1317-61-9,7631-86-9,KOH,DMSO,,,,1.0854000673889934
Ar-Cl|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,H-SR","Ar-R,Ar-Cl,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-Cl|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,93.0,Cc1ccc(S)cc1.Cc1cccc(Cl)c1>>Cc1ccc(Sc2cccc(C)c2)cc1,Pd(dba)2,158923-11-6,KOtBu / LiHMDS,PhMe,,,,0.43311814171596624
Ar-Br|H-SR -> Ar-SAr || Any-CN|Ar-CN,False,H-SR,"Ar-Br,Ar-X,Ar-CN,Any-CN","Ar-CN,Any-CN,Ar-SAr,Ar-SR",Any-CN|Ar-Br|Ar-CN|Ar-X|H-SR,Any-CN|Ar-CN|Ar-SAr|Ar-SR,77.0,Sc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccccc2)cc1,Pd(OAc)2,1265918-89-5,,DMSO,,,,-1.1255977005431028
Ar-Cl|H-SR -> Ar-SAr || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2",H-SR,"Ar-NO2,Any-NO2,Ar-SAr,Ar-SR",Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Ar-NO2|Ar-SAr|Ar-SR,87.0,O=[N+]([O-])c1ccc(Cl)cc1.Sc1ccccc1>>O=[N+]([O-])c1ccc(Sc2ccccc2)cc1,PdCl2,HPPh2,NaOH,water,,,,0.022218408300202424
Ar-I|H-SR -> Ar-SR || Ar-I|Ar-R|Ar-X,False,"Ar-R,Ar-I,Ar-X",H-SR,"Ar-R,Ar-I,Ar-X,Ar-SR,Any-SR,R-SR,R2CH-SR",Ar-I|Ar-R|Ar-X|H-SR,Any-SR|Ar-I|Ar-R|Ar-SR|Ar-X|R-SR|R2CH-SR,96.0,Cc1cc(I)cc(I)c1.SC1CCCC1>>Cc1cc(I)cc(SC2CCCC2)c1,Pd2(dba)3,72287-26-4,Et3N,NMP / water,,,,0.0
Ar-I|H-SR -> Ar-SAr || Any-Amide|Any-COR|Any-X|Ar-COR|Ar-R|H-Amide|R-COR|R-F|R-H-acidic|R-X,False,"Ar-R,H-SR","R-H-acidic,Ar-I,Ar-X,Ar-COR,Any-COR,R-COR,H-Amide,Any-Amide,R-F,Any-X,R-X","R-H-acidic,Ar-R,Ar-COR,Any-COR,R-COR,Ar-SAr,Ar-SR,H-Amide,Any-Amide,R-F,Any-X,R-X",Any-Amide|Any-COR|Any-X|Ar-COR|Ar-I|Ar-R|Ar-X|H-Amide|H-SR|R-COR|R-F|R-H-acidic|R-X,Any-Amide|Any-COR|Any-X|Ar-COR|Ar-R|Ar-SAr|Ar-SR|H-Amide|R-COR|R-F|R-H-acidic|R-X,79.0,Cc1ccc(S)cc1.CC(=O)c1ccc(NC(=O)C(F)(F)F)c(I)c1>>CC(=O)c1ccc(Sc2ccc(C)cc2)c(NC(=O)C(F)(F)F)c1,CuI,L-Proline,K2CO3,DME,,,,0.0
Ar-Br|H-SR|RCH2-Br -> Ar-R || Any-C=C|Ar-R|H-Alkenyl|R-C=C,False,"Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-R,H-SR","Ar-R,Ar-SAr,Ar-SR,H-OR,R-C=C,Any-C=C,H-Alkenyl",Any-C=C|Any-CHO|Ar-Br|Ar-CHO|Ar-R|Ar-X|H-Alkenyl|H-SR|R-C=C|RCH2-Br|RCH2-X,Any-C=C|Ar-R|Ar-SAr|Ar-SR|H-Alkenyl|H-OR|R-C=C,91.0,O=Cc1cccc(Br)c1.Cc1ccc(S)cc1.[In].C=C(C)CBr>>C=C(C)CC(O)c1cccc(Sc2ccc(C)cc2)c1,Pd(OAc)2,215182-57-3,DIPEA / NaHCO3,DMF / water,NaI,,,0.0
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,99.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,7773-01-5,,Cs2CO3,PhMe,,,,0.9199262961577324
Ar-Br|H-SR -> Ar-SAr || Any-CO2H|Any-NO2|Ar-CO2H|Ar-NO2,False,H-SR,"Ar-Br,Ar-X,Ar-NO2,Any-NO2,Ar-CO2H,Any-CO2H","Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,Ar-CO2H,Any-CO2H",Any-CO2H|Any-NO2|Ar-Br|Ar-CO2H|Ar-NO2|Ar-X|H-SR,Any-CO2H|Any-NO2|Ar-CO2H|Ar-NO2|Ar-SAr|Ar-SR,92.0,Sc1ccccc1.O=C(O)c1cc([N+](=O)[O-])ccc1Br>>O=C(O)c1cc([N+](=O)[O-])ccc1Sc1ccccc1,Cu2O,Cu(0),K2CO3,Ethyl cellosolve,,,,0.0
Ar-X|H-SR -> Ar-SAr || Ar-Br|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-I|Ar-X|H-SR,Ar-Br|Ar-SAr|Ar-SR|Ar-X,92.0,Sc1ccccc1.Brc1cccc(I)c1>>Brc1cccc(Sc2ccccc2)c1,CuI,,K2CO3,iPrOH,,,,0.4713634301983746
Ar-Cl|H-SR -> Ar-SAr || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2",H-SR,"Ar-NO2,Any-NO2,Ar-SAr,Ar-SR",Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Ar-NO2|Ar-SAr|Ar-SR,75.0,O=[N+]([O-])c1ccccc1Cl.Sc1ccccc1>>O=[N+]([O-])c1ccccc1Sc1ccccc1,CuI,40816-53-3,K2CO3,174501-65-6,,,,-0.736625690568243
Ar-I|Ar-X -> Ar-SAr || Any-NH2|Ar-Br|Ar-X|H-NHR,False,"Ar-I,Ar-X,H-NHR,Any-NH2","Ar-Br,Ar-X,H-SR","Ar-Br,Ar-X,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Ar-Br|Ar-I|Ar-X|H-NHR|H-SR,Any-NH2|Ar-Br|Ar-SAr|Ar-SR|Ar-X|H-NHR,90.0,Nc1ccccc1I.Sc1ccccc1Br>>Nc1ccccc1Sc1ccccc1Br,CuI,L-Proline,K2CO3,DME,,,,0.0
Ar-Br|H-SR -> Ar-SR || Ar-R,False,H-SR,"Ar-R,Ar-Br,Ar-X","Ar-R,Ar-SR,Any-SR,R-SR,R3C-SR",Ar-Br|Ar-R|Ar-X|H-SR,Any-SR|Ar-R|Ar-SR|R-SR|R3C-SR,93.0,CC(C)(C)S.Cc1ccc(Br)cc1>>Cc1ccc(SC(C)(C)C)cc1,Pd(OAc)2,950982-61-3,NaOtBu,DME,,,,0.2104321968709816
Ar-I|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,95.0,Sc1ccccc1.Cc1cc(C)cc(I)c1>>Cc1cc(C)cc(Sc2ccccc2)c1,499795-24-3,,NaOtBu,DMF,,,,0.5512410306097218
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR","Ar-R,H-SR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,88.0,COc1ccc(Br)cc1.Cc1ccc(S)cc1>>COc1ccc(Sc2ccc(C)cc2)cc1,Palladium,1243210-44-7,K2CO3,water,,,,-0.14920420973712442
Ar-X|H-SR -> Ar-SAr || Ar-Br|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-I|Ar-X|H-SR,Ar-Br|Ar-SAr|Ar-SR|Ar-X,87.0,Sc1ccccc1.Brc1cccc(I)c1>>Brc1cccc(Sc2ccccc2)c1,CuI,1792-81-0,K3PO4,DMF,,,,-0.1520527194188304
Ar-I|H-SR -> Ar-SR || Ar-R|H-OR,False,"H-OR,H-SR","Ar-R,Ar-I,Ar-X","Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR,H-OR",Ar-I|Ar-R|Ar-X|H-OR|H-SR,Any-SR|Ar-R|Ar-SR|H-OR|R-SR|RCH2-SR,99.0,OCCS.Cc1ccc(I)cc1>>Cc1ccc(SCCO)cc1,CuSO4,,KOH,DMSO / water,,,,1.0690449676496976
Ar-I|Ar-X -> Ar-SAr || Ar-Cl|Ar-X|H-OR,False,"Ar-Cl,Ar-X,H-SR","Ar-I,Ar-X,H-OR","Ar-Cl,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Cl|Ar-I|Ar-X|H-OR|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X|H-OR,72.0,Sc1ccc(Cl)cc1.Oc1ccc(I)cc1>>Oc1ccc(Sc2ccc(Cl)cc2)cc1,Cu(0),,K2CO3,DMF,,,,-0.9605176428673313
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,Ar-I,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,97.0,Cc1ccc(I)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(C)cc2)cc1,CuBr,5445-55-6,Cs2CO3,MeCN,,,,1.1159303869633903
Ar-Cl|Ar-X -> Ar-SAr || Any-CHO|Ar-CHO|Ar-F|Ar-X,False,"Ar-Cl,Ar-X,Ar-CHO,Any-CHO","Ar-F,Ar-X,H-SR","Ar-F,Ar-X,Ar-CHO,Any-CHO,Ar-SAr,Ar-SR",Any-CHO|Ar-CHO|Ar-Cl|Ar-F|Ar-X|H-SR,Any-CHO|Ar-CHO|Ar-F|Ar-SAr|Ar-SR|Ar-X,85.0,O=Cc1ccc(Cl)cc1.Fc1ccc(S)cc1>>O=Cc1ccc(Sc2ccc(F)cc2)cc1,CuI,40816-53-3,K2CO3,174501-65-6,,,,0.024965695736352614
Ar-I|Ar-X -> Ar-SAr || Ar-Cl|Ar-R|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-R,Ar-I,Ar-X","Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-R|Ar-X|H-SR,Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X,88.0,Sc1ccc(Cl)cc1.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccc(Cl)cc2)cc1,CuBr,L-Proline,K2CO3,N/A / 174501-65-6,,,,-0.14473320457102629
Ar-Cl|H-SR -> Ar-SR || Any-CO2H|Any-NO2|Ar-NO2|Ar-R|R-CO2H|R3C-CO2H,False,"Ar-R,Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-SR,R3C-CO2H,Any-CO2H,R-CO2H","Ar-R,Ar-SR,Any-SR,R-SR,R3C-SR,Ar-NO2,Any-NO2,R3C-CO2H,Any-CO2H,R-CO2H",Any-CO2H|Any-NO2|Ar-Cl|Ar-NO2|Ar-R|Ar-X|H-SR|R-CO2H|R3C-CO2H,Any-CO2H|Any-NO2|Any-SR|Ar-NO2|Ar-R|Ar-SR|R-CO2H|R-SR|R3C-CO2H|R3C-SR,90.0,Cc1ccc(Cl)c([N+](=O)[O-])c1.CC(C)(S)C(=O)O>>Cc1ccc(SC(C)(C)C(=O)O)c([N+](=O)[O-])c1,TBAB,,Cs2CO3,DMSO / water,water,,,0.0
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,95.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,PdCl2,HPPh2,NaOH,water,,,,0.6026567028928508
Ar-X -> Ar-SAr || Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X,88.0,Sc1ccc(Cl)cc1.Clc1ccc(I)cc1>>Clc1ccc(Sc2ccc(Cl)cc2)cc1,CuO,,Cs2CO3,DMSO,,,,0.6060908832684401
Ar-I|H-SR -> Ar-SR || Any-OR|Ar-R|H-OR|R-OR|R2CH-OR,False,"Ar-R,Ar-I,Ar-X","H-OR,H-SR,R2CH-OR,Any-OR,R-OR","Ar-R,Ar-SR,Any-SR,R-SR,R2CH-SR,H-OR,R2CH-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-R|Ar-X|H-OR|H-SR|R-OR|R2CH-OR,Any-OR|Any-SR|Ar-R|Ar-SR|H-OR|R-OR|R-SR|R2CH-OR|R2CH-SR,95.0,CC(C)c1ccc(I)cc1.OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@H]1O>>CC(C)c1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,NiCl2(dme),,,MeOH,Zn,,,0.6622547205410413
Ar-I|Ar-X -> Ar-SAr || Any-OR|Ar-Br|Ar-OR|Ar-X|R-OR,False,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-Br,Ar-X,H-SR","Ar-Br,Ar-X,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-Br|Ar-OR|Ar-SAr|Ar-SR|Ar-X|R-OR,93.0,COc1ccc(I)cc1.Sc1ccccc1Br>>COc1ccc(Sc2ccccc2Br)cc1,CuBr,5445-55-6,Cs2CO3,MeCN,,,,1.1060620931887848
Ar-Cl|Ar-X -> Ar-SAr || Any-CHO|Ar-CHO|Ar-F|Ar-X,False,"Ar-Cl,Ar-X,Ar-CHO,Any-CHO","Ar-F,Ar-X,H-SR","Ar-F,Ar-X,Ar-CHO,Any-CHO,Ar-SAr,Ar-SR",Any-CHO|Ar-CHO|Ar-Cl|Ar-F|Ar-X|H-SR,Any-CHO|Ar-CHO|Ar-F|Ar-SAr|Ar-SR|Ar-X,87.0,O=Cc1ccc(Cl)cc1.Fc1ccc(F)c(S)c1>>O=Cc1ccc(Sc2cc(F)ccc2F)cc1,CuI,L-Proline,K3PO4,EtOH / water,,,,0.3245540445725755
Ar-I|H-SR -> Ar-SAr || Any-CO2H|Any-OR|Ar-CO2H|Ar-OR|R-OR,False,"Ar-I,Ar-X,Ar-CO2H,Any-CO2H","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Ar-CO2H,Any-CO2H",Any-CO2H|Any-OR|Ar-CO2H|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-CO2H|Any-OR|Ar-CO2H|Ar-OR|Ar-SAr|Ar-SR|R-OR,77.0,O=C(O)c1cccc(I)c1.COc1ccc(S)cc1>>COc1ccc(Sc2cccc(C(=O)O)c2)cc1,Pd(OAc)2,950982-61-3,NaOtBu,DME,,,,-1.777842184754264
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,92.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,1410026-59-3,,KOH,DMF,,,,0.36470450794418957
Ar-Cl|H-SR -> Ar-SAr || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2",H-SR,"Ar-NO2,Any-NO2,Ar-SAr,Ar-SR",Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Ar-NO2|Ar-SAr|Ar-SR,94.0,O=[N+]([O-])c1ccc(Cl)cc1.Sc1ccccc1.[Na]>>O=[N+]([O-])c1ccc(Sc2ccccc2)cc1,7758-89-6,1449337-26-1,,PhMe,,,,0.46487746597346224
Ar-X -> Ar-SAr || Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,H-SR","Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X,95.0,Clc1cccc(I)c1Cl.Sc1ccccc1Cl>>Clc1ccccc1Sc1cccc(Cl)c1Cl,14221-01-3,,Cs2CO3,PhMe,,,,1.3741543301689638
Ar-X|H-SR -> Ar-SR || Any-OR|Ar-Br|Ar-X|H-OR|R-OR|R2CH-OR,False,"Ar-Br,Ar-X,Ar-I","H-OR,H-SR,R2CH-OR,Any-OR,R-OR","Ar-Br,Ar-X,Ar-SR,Any-SR,R-SR,R2CH-SR,H-OR,R2CH-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-I|Ar-X|H-OR|H-SR|R-OR|R2CH-OR,Any-OR|Any-SR|Ar-Br|Ar-SR|Ar-X|H-OR|R-OR|R-SR|R2CH-OR|R2CH-SR,83.0,Brc1cccc(I)c1.OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@H](Sc2cccc(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O,NiCl2(dme),,,MeOH,Zn,,,0.0
Ar-I|RCH2-NR2 -> Ar-SAr || Ar-R,False,"Ar-R,Ar-I,Ar-X","RCH2-NR2,Any-NR2,R-NR2","Ar-R,Ar-SAr,Ar-SR,Thiazole",Any-NHR|Any-NR2|Ar-I|Ar-R|Ar-X|H-NR2|H-SR|R-NR2|RCH2-NR2,Ar-R|Ar-SAr|Ar-SR|Thiazole,79.0,Cc1ccc(I)cc1.CCN(CC)CC.Cc1ccc(NC(=S)S)c(I)c1>>Cc1ccc(Sc2nc3ccc(C)cc3s2)cc1,CuI,1,K2CO3,DMSO,,,,-0.07392212709545623
Ar-Br|H-SR -> Ar-SAr || Any-CN|Any-OR|Ar-CN|Ar-OR|R-OR,False,"Ar-Br,Ar-X,Ar-CN,Any-CN","Ar-OR,Any-OR,R-OR,H-SR","Ar-CN,Any-CN,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-CN|Any-OR|Ar-Br|Ar-CN|Ar-OR|Ar-X|H-SR|R-OR,Any-CN|Any-OR|Ar-CN|Ar-OR|Ar-SAr|Ar-SR|R-OR,91.0,N#Cc1ccc(Br)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(C#N)cc2)cc1,Cu(0),Fe,K2CO3,DMAc,,,,0.8279221789725935
Ar-I|H-SR -> Ar-SR || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Any-SR|Ar-OR|Ar-SR|R-OR|R-SR|RCH2-SR,93.0,CCCCCS.COc1ccc(I)cc1>>CCCCCSc1ccc(OC)cc1,TBAB,13767-71-0,KOH,water,,,,0.4076813004926144
Ar-H|Ar-I -> Ar-Ar || Any-NO2|Ar-NO2,False,Ar-H,"Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-Ar,Ar-NO2,Any-NO2,Thiazole",Any-NO2|Ar-H|Ar-I|Ar-NO2|Ar-X,Any-NO2|Ar-Ar|Ar-NO2|Thiazole,77.0,O=C(S)c1ccccc1.O=[N+]([O-])c1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(I)c1>>O=[N+]([O-])c1ccc2nc(-c3ccccc3)sc2c1,CuI,phen,,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Ar-SAr || H-OR,False,"Ar-Br,Ar-X,H-OR",H-SR,"Ar-SAr,Ar-SR,H-OR",Ar-Br|Ar-X|H-OR|H-SR,Ar-SAr|Ar-SR|H-OR,74.0,Oc1ccc(Br)cc1.Sc1ccccc1>>Oc1ccc(Sc2ccccc2)cc1,CoCl2,920268-43-5,KOH,water,Zn,,,-1.9704624896178247
Ar-X|H-SR -> H-AromN || Ar-Cl|Ar-X,False,"H-SR,RCH2-OR,Any-OR,R-OR",,"Ar-Cl,Ar-X,H-AromN,AromN-H,Thiazole",Any-NH2|Any-OR|Ar-Cl|Ar-I|Ar-X|H-NHR|H-SR|R-OR|RCH2-OR,Ar-Cl|Ar-X|AromN-H|H-AromN|Thiazole,92.0,CCOC(=S)S.[K].Nc1ccc(Cl)cc1I>>S=c1[nH]c2ccc(Cl)cc2s1,7758-89-6,,,DMF / water,,,,1.1459637126980804
Ar-X|H-SR -> Ar-SAr || Ar-Cl|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X,88.0,Sc1ccccc1.Clc1ccc(I)cc1>>Clc1ccc(Sc2ccccc2)cc1,CuBr,HOAt,Cs2CO3,DMSO,,,,-0.018615750683515404
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-I,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,91.0,Ic1ccccc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccccc2)cc1,685109-02-8,,K2CO3,DMF / water,,,,0.28538710962796915
Ar-I|H-SR -> Ar-SR || H-OR,False,H-SR,"Ar-I,Ar-X,H-OR","Ar-SR,Any-SR,R-SR,RCH2-SR,H-OR",Ar-I|Ar-X|H-OR|H-SR,Any-SR|Ar-SR|H-OR|R-SR|RCH2-SR,89.0,CCCCCCCCS.Oc1ccccc1I>>CCCCCCCCSc1ccccc1O,Pd(OAc)2,950982-61-3,LiHMDS,DME,,,,0.4493876159557953
Ar-I|H-SR -> Ar-SAr || H-OR,False,H-SR,"Ar-I,Ar-X,H-OR","Ar-SAr,Ar-SR,H-OR",Ar-I|Ar-X|H-OR|H-SR,Ar-SAr|Ar-SR|H-OR,98.0,Sc1ccccc1.Oc1cccc(I)c1>>Oc1cccc(Sc2ccccc2)c1,Pd(OAc)2,950982-61-3,LiHMDS,DME,,,,1.5698449383080797
Ar-Br|H-SR -> Ar-SR || Any-Amide|Any-X|H-Amide|R-F|R-X,False,"H-SR,R-F,Any-X,R-X",,"Ar-SR,Any-SR,R-SR,H-Amide,Any-Amide,R-F,Any-X,R-X",Any-Amide|Any-X|Ar-Br|Ar-X|H-Amide|H-SR|R-F|R-X,Any-Amide|Any-SR|Any-X|Ar-SR|H-Amide|R-F|R-SR|R-X,78.0,FC(F)(F)S.[Ag].CCNC(=O)c1ccccc1Br>>CCNC(=O)c1ccccc1SC(F)(F)F,CuBr,phen,,MeCN,,,,0.0
