Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Any-OH|Any-OR|Ar-R|Bn-NHR|R-H-acidic,False,"Ar-NH2,Bn-NHR","R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H","Ar-NH2,Bn-NHR|R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H",85.0,CC(C)(C)OC(=O)NCc1ccc(N)cc1.O=C(O)CCc1cccc2c1B(O)OC2>>CC(C)(C)OC(=O)NCc1ccc(NC(=O)CCc2cccc3c2B(O)OC3)cc1,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Any-OH|Any-OR|Ar-Alkyne|Ar-CCH|Ar-R|R-H-acidic,False,"Ar-Alkyne,Ar-CCH,Ar-NH2","R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H","Ar-Alkyne,Ar-CCH,Ar-NH2|R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H",8.0,C#Cc1ccccc1N.O=C(O)CCc1cccc2c1B(O)OC2>>C#Cc1ccccc1NC(=O)CCc1cccc2c1B(O)OC2,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Any-OH|Any-OR|Ar-R|R-H-acidic,False,"Ar-R,Ar-NH2","R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H","Ar-R,Ar-NH2|R-H-acidic,Ar-R,Any-OH,Any-OR,RCH2-CO2H",7.0,Cc1cc(C)c(N)c(C)c1.O=C(O)CCc1cccc2c1B(O)OC2>>Cc1cc(C)c(NC(=O)CCc2cccc3c2B(O)OC3)c(C)c1,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Ar-CHCH2|Ar-R|R-H-acidic|RCH2-OR,False,Ar-NH2,"R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2","Ar-NH2|R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2",87.0,Nc1ccccc1.C=Cc1c(CCC(=O)O)cccc1COCOC>>C=Cc1c(CCC(=O)Nc2ccccc2)cccc1COCOC,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Ar-Ar|Ar-CHCH2|Ar-OR|Ar-R|R-H-acidic|RCH2-OR,False,"Ar-Ar,Ar-NH2,Ar-OR","R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2","Ar-Ar,Ar-NH2,Ar-OR|R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2",79.0,COc1cccc(-c2cccc(N)c2)c1.C=Cc1c(CCC(=O)O)cccc1COCOC>>C=Cc1c(CCC(=O)Nc2cccc(-c3cccc(OC)c3)c2)cccc1COCOC,,,,DCM,,EDCI·HCl,,0.0
Ar-NH2|RCH2-CO2H -> Ar-NHR|R-CONHR || Any-CO-R|Ar-Ar|Ar-CHCH2|Ar-R|R-H-acidic|RCH2-OR,False,"R-H-acidic,Ar-Ar,Ar-NH2,Any-CO-R","R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2","R-H-acidic,Ar-Ar,Ar-NH2,Any-CO-R|R-H-acidic,Ar-R,RCH2-OR,RCH2-CO2H,Ar-CHCH2",70.0,CC(=O)c1ccc(-c2cccc(N)c2)cc1.C=Cc1c(CCC(=O)O)cccc1COCOC>>C=Cc1c(CCC(=O)Nc2cccc(-c3ccc(C(C)=O)cc3)c2)cccc1COCOC,,,,DCM,,EDCI·HCl,,0.0
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-OR|Quinoline,False,RCH2-NH2,"Ar-OR,Ar-CO2H,Quinoline","Ar-OR,Ar-CO2H,Quinoline|RCH2-NH2",86.0,CN.COc1cccc2cc(C(=O)O)cnc12>>CNC(=O)c1cnc2c(OC)cccc2c1,,,DIPEA,DCM,,T3P,,1.1445861782233115
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-OR|Quinoline,False,RCH2-NH2,"Ar-OR,Ar-CO2H,Quinoline","Ar-OR,Ar-CO2H,Quinoline|RCH2-NH2",74.0,CCN.COc1ccc2cc(C(=O)O)cnc2c1>>CCNC(=O)c1cnc2cc(OC)ccc2c1,,,DIPEA,DCM,,T3P,,-0.44022545316281125
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-OR|Quinoline|Thiazole,False,"Ar-OR,Ar-CO2H,Quinoline","Ar-NH2,Thiazole","Ar-NH2,Thiazole|Ar-OR,Ar-CO2H,Quinoline",95.0,COc1ccc2cc(C(=O)O)cnc2c1.Nc1nccs1>>COc1ccc2cc(C(=O)Nc3nccs3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-OR|AromN-H|Imidazole|Quinoline,False,"Ar-OR,Ar-CO2H,Quinoline","AromN-H,Ar-NH2,Imidazole","Ar-OR,Ar-CO2H,Quinoline|AromN-H,Ar-NH2,Imidazole",81.0,COc1ccc2cc(C(=O)O)cnc2c1.Nc1ncc[nH]1>>COc1ccc2cc(C(=O)Nc3ncc[nH]3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-OR|Ar-R|AromN-H|Pyrazole|Quinoline,False,"Ar-OR,Ar-CO2H,Quinoline","Ar-R,AromN-H,Ar-NH2,Pyrazole","Ar-OR,Ar-CO2H,Quinoline|Ar-R,AromN-H,Ar-NH2,Pyrazole",9.0,COc1ccc2cc(C(=O)O)cnc2c1.Cc1cc(N)n[nH]1>>COc1ccc2cc(C(=O)Nc3cc(C)[nH]n3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-Ar|Ar-OR|AromN-H|Pyrazole|Quinoline,False,"Ar-OR,Ar-CO2H,Quinoline","Ar-Ar,AromN-H,Ar-NH2,Pyrazole","Ar-Ar,AromN-H,Ar-NH2,Pyrazole|Ar-OR,Ar-CO2H,Quinoline",9.0,COc1ccc2cc(C(=O)O)cnc2c1.Nc1cc(-c2ccccc2)[nH]n1>>COc1ccc2cc(C(=O)Nc3cc(-c4ccccc4)[nH]n3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|Bn-NH2 -> Ar-CONHR|Bn-NHR || Ar-OR|Quinoline|R-AromN,False,"Ar-OR,Ar-CO2H,Quinoline","Bn-NH2,R-AromN","Ar-OR,Ar-CO2H,Quinoline|Bn-NH2,R-AromN",7.0,COc1ccc2cc(C(=O)O)cnc2c1.Cn1cnc(CN)c1>>COc1ccc2cc(C(=O)NCc3cn(C)cn3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|Bn-NH2 -> Ar-CONHR|Bn-NHR || Ar-OR|Pyrimidine|Quinoline,False,"Ar-OR,Ar-CO2H,Quinoline","Bn-NH2,Pyrimidine","Ar-OR,Ar-CO2H,Quinoline|Bn-NH2,Pyrimidine",1.0,COc1ccc2cc(C(=O)O)cnc2c1.NCc1cncnc1>>COc1ccc2cc(C(=O)NCc3cncnc3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R2CH-OH,False,"Ar-OR,Ar-CO2H,Quinoline","R2CH-NH2,R2CH-OH","Ar-OR,Ar-CO2H,Quinoline|R2CH-NH2,R2CH-OH",79.0,COc1ccc2cc(C(=O)O)cnc2c1.N[C@H]1CC[C@H](O)CC1>>COc1ccc2cc(C(=O)N[C@H]3CC[C@H](O)CC3)cnc2c1,,,DIPEA,DMF / DCM,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R-CONR2|R-H-acidic|RCH2-NR2,False,"Ar-OR,Ar-CO2H,Quinoline","R-H-acidic,R2CH-NH2,RCH2-NR2,R-CONR2","Ar-OR,Ar-CO2H,Quinoline|R-H-acidic,R2CH-NH2,RCH2-NR2,R-CONR2",78.0,COc1ccc2cc(C(=O)O)cnc2c1.CC(=O)N1CCC(N)CC1>>COc1ccc2cc(C(=O)NC3CCN(C(C)=O)CC3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R-H-acidic|R-SO2NR2|RCH2-NR2,False,"Ar-OR,Ar-CO2H,Quinoline","R-H-acidic,R2CH-NH2,RCH2-NR2,R-SO2NR2","Ar-OR,Ar-CO2H,Quinoline|R-H-acidic,R2CH-NH2,RCH2-NR2,R-SO2NR2",75.0,COc1ccc2cc(C(=O)O)cnc2c1.CS(=O)(=O)N1CCC(N)CC1>>COc1ccc2cc(C(=O)NC3CCN(S(C)(=O)=O)CC3)cnc2c1,,,DIPEA,DMF / DCM,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|RCH2-OR,False,"Ar-OR,Ar-CO2H,Quinoline","R2CH-NH2,RCH2-OR","Ar-OR,Ar-CO2H,Quinoline|R2CH-NH2,RCH2-OR",72.0,COc1ccc2cc(C(=O)O)cnc2c1.N[C@H]1CCOC1>>COc1ccc2cc(C(=O)N[C@H]3CCOC3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Ar-R|Quinoline,False,"Ar-OR,Ar-CO2H,Quinoline","Ar-R,R2CH-NH2","Ar-OR,Ar-CO2H,Quinoline|Ar-R,R2CH-NH2",82.0,COc1ccc2cc(C(=O)O)cnc2c1.NC1CCc2ccccc21>>COc1ccc2cc(C(=O)NC3CCc4ccccc43)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-NR2|Ar-OR|Quinoline|R-AromN,False,"Ar-OR,Ar-CO2H,Quinoline","Ar-NR2,R2CH-NH2,R-AromN","Ar-NR2,R2CH-NH2,R-AromN|Ar-OR,Ar-CO2H,Quinoline",82.0,COc1ccc2cc(C(=O)O)cnc2c1.Cn1nnnc1N1CCC(N)CC1>>COc1ccc2cc(C(=O)NC3CCN(c4nnnn4C)CC3)cnc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R3C-OH,False,"Ar-OR,Ar-CO2H,Quinoline","R2CH-NH2,R3C-OH","Ar-OR,Ar-CO2H,Quinoline|R2CH-NH2,R3C-OH",71.0,COc1ccc2cc(C(=O)O)cnc2c1.CC(C)(O)[C@H]1CC[C@H](N)CC1>>COc1ccc2cc(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cnc2c1,,,DIPEA,DMF / DCM,,HATU,,-0.7071067811865476
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R3C-OH,False,"Ar-OR,Ar-CO2H,Quinoline","R2CH-NH2,R3C-OH","Ar-OR,Ar-CO2H,Quinoline|R2CH-NH2,R3C-OH",74.0,COc1ccc2cc(C(=O)O)cnc2c1.CC(C)(O)C1CC2(CC(N)C2)C1>>COc1ccc2cc(C(=O)NC3CC4(C3)CC(C(C)(C)O)C4)cnc2c1,,,DIPEA,"1,4-Dioxane",,,,0.7071067811865476
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R-CONHR|R-H-acidic|R3C-F|RCH2-NHR,False,"Ar-OR,Ar-CO2H,R3C-F,Quinoline","R-H-acidic,R2CH-NH2,RCH2-NHR,R-CONHR","Ar-OR,Ar-CO2H,R3C-F,Quinoline|R-H-acidic,R2CH-NH2,RCH2-NHR,R-CONHR",8.0,O=C(O)c1cnc2cc(OC(F)(F)F)ccc2c1.N[C@H]1CCNC1=O>>O=C(N[C@H]1CCNC1=O)c1cnc2cc(OC(F)(F)F)ccc2c1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-NR2|Ar-OR|Quinoline|R-AromN|R3C-F,False,"Ar-OR,Ar-CO2H,R3C-F,Quinoline","Ar-NR2,R2CH-NH2,R-AromN","Ar-NR2,R2CH-NH2,R-AromN|Ar-OR,Ar-CO2H,R3C-F,Quinoline",81.0,O=C(O)c1cnc2cc(OC(F)(F)F)ccc2c1.Cn1nnnc1N1CCC(N)CC1>>Cn1nnnc1N1CCC(NC(=O)c2cnc3cc(OC(F)(F)F)ccc3c2)CC1,,,DIPEA,DMF,,HATU,,0.0
Ar-CO2H|R2CH-NH2 -> Ar-CONHR|R2CH-NHR || Ar-OR|Quinoline|R3C-F|R3C-OH,False,"Ar-OR,Ar-CO2H,R3C-F,Quinoline","R2CH-NH2,R3C-OH","Ar-OR,Ar-CO2H,R3C-F,Quinoline|R2CH-NH2,R3C-OH",86.0,O=C(O)c1cnc2cc(OC(F)(F)F)ccc2c1.CC(C)(O)[C@H]1CC[C@H](N)CC1>>CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(OC(F)(F)F)ccc3c2)CC1,,,DIPEA,DMF,,HATU,,0.0
R3C-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || R3C-Cl|RCH2-NR2|RCH2-OR,False,"R3C-CO2H,R3C-Cl","RCH2-NH2,RCH2-NR2,RCH2-OR","R3C-CO2H,R3C-Cl|RCH2-NH2,RCH2-NR2,RCH2-OR",91.0,O=C(O)C12C3C4C1C1C2C3C41Cl.NCCN1CCOCC1>>O=C(NCCN1CCOCC1)C12C3C4C1C1C2C3C41Cl,DMF,,Et3N,DCM,,,,0.0
RCH2-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || Ar-R|R-H-acidic|RCH2-Ester|RCH2-OH|RCH2-OR,False,"RCH2-NH2,RCH2-OR,RCH2-OH","R-H-acidic,Ar-R,RCH2-CO2H,RCH2-Ester","R-H-acidic,Ar-R,RCH2-CO2H,RCH2-Ester|RCH2-NH2,RCH2-OR,RCH2-OH",96.0,NCCOCCO.CC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)O>>CC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)NCCOCCO,,,,DMF / Py,,EDCI·HCl,,0.0
RCH2-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || Ar-R|R-H-acidic|RCH2-OH,False,"RCH2-NH2,RCH2-OH","R-H-acidic,Ar-R,RCH2-CO2H","R-H-acidic,Ar-R,RCH2-CO2H|RCH2-NH2,RCH2-OH",75.0,NCCO.O=C(O)CCc1ccccc1>>O=C(CCc1ccccc1)NCCO,,,,DMF / Py,,EDCI·HCl,,-1.1406468642034682
Alkenyl-CO2H|Any-NH2|Any-Thiourea -> Any-CO-R|Any-Imino|Any-SR|R-H-acidic || Any-CO-R|Any-NHR|Ar-Imino|Ar-R|Furan,False,"Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Furan","Ar-R,Alkenyl-CO2H,Any-CO-R","Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Furan|Ar-R,Alkenyl-CO2H,Any-CO-R",83.0,NC(=S)NN=Cc1ccco1.O=C(O)C=CC(=O)c1ccc2c(c1)CCCC2>>O=C(CC1SC(NN=Cc2ccco2)=NC1=O)c1ccc2c(c1)CCCC2,,,NaOAc,HOAc,,,,0.0
Alkenyl-CO2H|Any-NH2|Any-Thiourea -> Any-CO-R|Any-Imino|Any-SR|R-H-acidic || Any-CO-R|Any-Imino|Any-NHR|Ar-F,False,"Ar-F,Alkenyl-CO2H,Any-CO-R","Any-NH2,Any-NHR,Any-Thiourea,Any-Imino","Any-NH2,Any-NHR,Any-Thiourea,Any-Imino|Ar-F,Alkenyl-CO2H,Any-CO-R",81.0,O=C(O)C=CC(=O)c1ccc(F)cc1.NC(=S)NN=C1CCCCC1>>O=C(CC1SC(NN=C2CCCCC2)=NC1=O)c1ccc(F)cc1,,,NaOAc,HOAc,,,,0.7071067811865475
Alkenyl-CO2H|Any-NH2|Any-Thiourea -> Any-CO-R|Any-Imino|Any-SR|R-H-acidic || Any-CO-R|Any-Imino|Any-NHR|Ar-F,False,"Ar-F,Alkenyl-CO2H,Any-CO-R","Any-NH2,Any-NHR,Any-Thiourea,Any-Imino","Any-NH2,Any-NHR,Any-Thiourea,Any-Imino|Ar-F,Alkenyl-CO2H,Any-CO-R",76.0,O=C(O)C=CC(=O)c1ccc(F)cc1.CC12CCC(CC1=NNC(N)=S)C2(C)C>>CC12CCC(CC1=NNC1=NC(=O)C(CC(=O)c3ccc(F)cc3)S1)C2(C)C,,,NaOAc,HOAc,,,,-0.7071067811865475
Any-NH2|Any-Thiourea|RCH2-CO2H|RCH2-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,RCH2-CO2H,RCH2-Cl","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,RCH2-CO2H,RCH2-Cl",82.0,O=C(O)CCl.NC(=S)NN=Cc1c(-c2ccccc2)[nH]c2ccccc12>>O=C1CSC(NN=Cc2c(-c3ccccc3)[nH]c3ccccc23)=N1,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",76.0,CC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccccc2)[nH]c2ccccc12>>CC1SC(NN=Cc2c(-c3ccccc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,0.7071067811865475
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-Imino|Any-Lactam|Any-SR|R-CONHR || Any-NHR|Ar-Ar|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",74.0,CCC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccccc2)[nH]c2ccccc12>>CCC1S/C(=N\N=C\c2c(-c3ccccc3)[nH]c3ccccc23)NC1=O,,,NaOAc,HOAc,,,,-0.7071067811865475
Any-NH2|Any-Thiourea|RCH2-CO2H|RCH2-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Cl|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,RCH2-CO2H,RCH2-Cl","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,RCH2-CO2H,RCH2-Cl",76.0,O=C(O)CCl.NC(=S)NN=Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12>>O=C1CSC(NN=Cc2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)=N1,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Cl|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",78.0,CC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12>>CC1SC(NN=Cc2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Cl|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,Ar-Cl,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",78.0,CCC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccc(Cl)cc2)[nH]c2ccccc12>>CCC1SC(NN=Cc2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Br|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-Br,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,Ar-Br,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",81.0,CC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccc(Br)cc2)[nH]c2ccccc12>>CC1SC(NN=Cc2c(-c3ccc(Br)cc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,0.7071067811865475
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Br|Ar-Imino|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-Br,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,Ar-Br,AromN-H,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",77.0,CCC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccc(Br)cc2)[nH]c2ccccc12>>CCC1SC(NN=Cc2c(-c3ccc(Br)cc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,-0.7071067811865475
Any-NH2|Any-Thiourea|RCH2-CO2H|RCH2-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Imino|Ar-NO2|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,RCH2-CO2H,RCH2-Cl","Ar-Ar,AromN-H,Ar-NO2,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,AromN-H,Ar-NO2,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,RCH2-CO2H,RCH2-Cl",71.0,O=C(O)CCl.NC(=S)NN=Cc1c(-c2ccc([N+](=O)[O-])cc2)[nH]c2ccccc12>>O=C1CSC(NN=Cc2c(-c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)=N1,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-NHR|Ar-Ar|Ar-Imino|Ar-NO2|AromN-H|Indole|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,AromN-H,Ar-NO2,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole","Ar-Ar,AromN-H,Ar-NO2,Any-NH2,Any-NHR,Any-Thiourea,Ar-Imino,Indole|R-H-acidic,R2CH-CO2H,R2CH-Cl",78.0,CCC(Cl)C(=O)O.NC(=S)NN=Cc1c(-c2ccc([N+](=O)[O-])cc2)[nH]c2ccccc12>>CCC1SC(NN=Cc2c(-c3ccc([N+](=O)[O-])cc3)[nH]c3ccccc23)=NC1=O,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|RCH2-CO2H|RCH2-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-CHCH2|Any-NHR|Ar-Ar|Ar-Imino|Ar-SR|R-CHCH2|R-H-acidic,False,"R-H-acidic,RCH2-CO2H,RCH2-Cl","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino|R-H-acidic,RCH2-CO2H,RCH2-Cl",71.0,O=C(O)CCl.C=CCSc1nn2c(C=NNC(N)=S)c(-c3ccccc3)nc2s1>>C=CCSc1nn2c(C=NNC3=NC(=O)CS3)c(-c3ccccc3)nc2s1,,,NaOAc,HOAc,,,,0.0
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-CHCH2|Any-NHR|Ar-Ar|Ar-Imino|Ar-SR|R-CHCH2|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino|R-H-acidic,R2CH-CO2H,R2CH-Cl",74.0,CC(Cl)C(=O)O.C=CCSc1nn2c(C=NNC(N)=S)c(-c3ccccc3)nc2s1>>C=CCSc1nn2c(C=NNC3=NC(=O)C(C)S3)c(-c3ccccc3)nc2s1,,,NaOAc,HOAc,,,,-0.7071067811865475
Any-NH2|Any-Thiourea|R2CH-CO2H|R2CH-Cl -> Any-CO-R|Any-Imino|Any-SR || Any-CHCH2|Any-NHR|Ar-Ar|Ar-Imino|Ar-SR|R-CHCH2|R-H-acidic,False,"R-H-acidic,R2CH-CO2H,R2CH-Cl","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino","Ar-Ar,Ar-SR,Any-NH2,Any-NHR,Any-Thiourea,Any-CHCH2,R-CHCH2,Ar-Imino|R-H-acidic,R2CH-CO2H,R2CH-Cl",76.0,CCC(Cl)C(=O)O.C=CCSc1nn2c(C=NNC(N)=S)c(-c3ccccc3)nc2s1>>C=CCSc1nn2c(C=NNC3=NC(=O)C(CC)S3)c(-c3ccccc3)nc2s1,,,NaOAc,HOAc,,,,0.7071067811865475
