Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-F|Ar-R,False,"Ar-R,Ar-NH2","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|Ar-R,Ar-NH2",72.0,Cc1ccccc1N.OB(O)c1ccc(F)cc1>>Cc1ccccc1Nc1ccc(F)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,-1.1208970766356077
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar,False,Ar-B(OH)2,"Ar-Ar,Ar-NH2","Ar-Ar,Ar-NH2|Ar-B(OH)2",91.0,OB(O)c1ccccc1.Nc1ccc2c(=O)cc(-c3ccccc3)oc2c1>>O=c1cc(-c2ccccc2)oc2cc(Nc3ccccc3)ccc12,Cu(0),1644565-61-6,Et3N,EDC,,,,-0.7071067811865475
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-F|Ar-R,False,"Ar-R,Ar-NH2","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|Ar-R,Ar-NH2",75.0,Cc1cccc(N)c1.OB(O)c1ccc(F)cc1>>Cc1cccc(Nc2ccc(F)cc2)c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.32025630761017654
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|Pyridine,False,"Ar-NH2,Pyridine","Ar-R,Ar-B(OH)2","Ar-NH2,Pyridine|Ar-R,Ar-B(OH)2",8.0,Nc1ccccn1.Cc1cc(C)c(B(O)O)c(C)c1>>Cc1cc(C)c(Nc2ccccn2)c(C)c1,Cu(OAc)2,,K3PO4,DMSO,,,,-1.145963712698081
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-R,False,"Ar-R,Ar-NH2","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Ar-R,Ar-NH2",70.0,Cc1cccc(N)c1.OB(O)c1cccc(Cl)c1>>Cc1cccc(Nc2cccc(Cl)c2)c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,-1.4796600756234317
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,"Ar-NH2,Pyridine","Ar-B(OH)2,Pyridine","Ar-B(OH)2,Pyridine|Ar-NH2,Pyridine",52.0,Nc1ccccn1.OB(O)c1ccncc1>>c1ccc(Nc2ccncc2)nc1,Cu(OAc)2,,K3PO4,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-R|Thiophene,False,"Ar-NH2,Ar-Ester,Thiophene","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene|Ar-R,Ar-B(OH)2",56.0,COC(=O)c1ccsc1N.CCc1ccc(B(O)O)cc1>>CCc1ccc(Nc2sccc2C(=O)OC)cc1,Cu(OAc)2,,Et3N,EDC,,,,-0.23864704711107637
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-F|Thiophene,False,"Ar-F,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-Ester,Thiophene",9.0,OB(O)c1ccccc1F.COC(=O)c1ccsc1N>>COC(=O)c1ccsc1Nc1ccccc1F,Cu(OAc)2,,Et3N,EDC,,,,-0.7071067811865475
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-F|Thiophene,False,"Ar-F,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-Ester,Thiophene",44.0,OB(O)c1ccc(F)cc1.COC(=O)c1ccsc1N>>COC(=O)c1ccsc1Nc1ccc(F)cc1,Cu(OAc)2,,Et3N,EDC,,,,0.7071067811865475
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || Ar-OR,False,"AromN-H,Indole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Indole",67.0,c1ccc2[nH]ccc2c1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2ccc3ccccc32)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || Ar-NO2,False,"AromN-H,Indole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Indole",72.0,c1ccc2[nH]ccc2c1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=[N+]([O-])c1ccc(-n2ccc3ccccc32)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Benzimidazole",65.0,c1ccc2[nH]cnc2c1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2cnc3ccccc32)cc1,326477-70-7,,K2CO3,MeOH,,,,-0.22717268906207902
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Thiophene,False,Ar-B(OH)2,"Ar-NH2,Ar-Ester,Thiophene","Ar-B(OH)2|Ar-NH2,Ar-Ester,Thiophene",52.0,OB(O)c1ccccc1.COC(=O)c1ccsc1N>>COC(=O)c1ccsc1Nc1ccccc1,Cu(OAc)2,,Et3N,EDC,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-R|Thiophene,False,"Ar-NH2,Ar-Ester,Thiophene","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene|Ar-R,Ar-B(OH)2",61.0,COC(=O)c1ccsc1N.CC(C)c1ccc(B(O)O)cc1>>COC(=O)c1ccsc1Nc1ccc(C(C)C)cc1,Cu(OAc)2,,Et3N,EDC,,,,0.07954901570369213
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-R|Thiophene,False,"Ar-NH2,Ar-Ester,Thiophene","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene|Ar-R,Ar-B(OH)2",42.0,COC(=O)c1ccsc1N.Cc1cc(C)cc(B(O)O)c1>>COC(=O)c1ccsc1Nc1cc(C)cc(C)c1,Cu(OAc)2,,Et3N,EDC,,,,-1.1295960229924282
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-R|Thiophene,False,"Ar-NH2,Ar-Ester,Thiophene","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-Ester,Thiophene|Ar-R,Ar-B(OH)2",80.0,COC(=O)c1ccsc1N.CC(C)(C)c1ccc(B(O)O)cc1>>COC(=O)c1ccsc1Nc1ccc(C(C)(C)C)cc1,Cu(OAc)2,,Et3N,EDC,,,,1.2886940543998124
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-CO-R|R-H-acidic,False,Ar-B(OH)2,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-B(OH)2|R-H-acidic,Ar-NH2,Any-CO-R",71.0,OB(O)c1ccccc1.CC(=O)c1ccccc1N>>CC(=O)c1ccccc1Nc1ccccc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-CO-R|Ar-F|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|R-H-acidic,Ar-NH2,Any-CO-R",72.0,CC(=O)c1ccccc1N.OB(O)c1ccc(F)cc1>>CC(=O)c1ccccc1Nc1ccc(F)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-CO-R|Ar-Cl|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|R-H-acidic,Ar-NH2,Any-CO-R",68.0,CC(=O)c1ccccc1N.OB(O)c1cccc(Cl)c1>>CC(=O)c1ccccc1Nc1cccc(Cl)c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.9491579957524992
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-F|Ar-NR2,False,"Ar-NR2,RCH2-NHR","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|Ar-NR2,RCH2-NHR",80.0,c1ccc(N2CCNCC2)cc1.OB(O)c1ccc(F)cc1>>Fc1ccc(N2CCN(c3ccccc3)CC2)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Cl|Ar-NR2,False,"Ar-NR2,RCH2-NHR","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Ar-NR2,RCH2-NHR",78.0,c1ccc(N2CCNCC2)cc1.OB(O)c1cccc(Cl)c1>>Clc1cccc(N2CCN(c3ccccc3)CC2)c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-NR2,False,"Ar-NR2,RCH2-NHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-NR2,RCH2-NHR",74.0,c1ccc(N2CCNCC2)cc1.OB(O)c1ccc2ccccc2c1>>c1ccc(N2CCN(c3ccc4ccccc4c3)CC2)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,-0.7071067811865475
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br,False,Ar-B(OH)2,"Ar-Br,Ar-NH2","Ar-B(OH)2|Ar-Br,Ar-NH2",74.0,OB(O)c1ccccc1.Nc1ccccc1Br>>Brc1ccccc1Nc1ccccc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-F,False,"Ar-Br,Ar-NH2","Ar-F,Ar-B(OH)2","Ar-Br,Ar-NH2|Ar-F,Ar-B(OH)2",70.0,Nc1ccccc1Br.OB(O)c1ccc(F)cc1>>Fc1ccc(Nc2ccccc2Br)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || None,False,Ar-NH2,Ar-B(OH)2,Ar-B(OH)2|Ar-NH2,80.0,Nc1ccccc1.OB(O)c1ccc2ccccc2c1>>c1ccc(Nc2ccc3ccccc3c2)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,-0.5605135981023511
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-NR2,False,"Ar-NR2,RCH2-NHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-NR2,RCH2-NHR",82.0,c1ccc(N2CCNCC2)cc1.OB(O)c1ccccc1>>c1ccc(N2CCN(c3ccccc3)CC2)cc1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.7071067811865475
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-NO2,False,"AromN-H,Pyrazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Pyrazole",78.0,c1cn[nH]c1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=[N+]([O-])c1ccc(-n2cccn2)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-OR,False,"AromN-H,Pyrazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Pyrazole",74.0,c1cn[nH]c1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2cccn2)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",24.0,c1c[nH]cn1.COc1ccccc1B(O)O>>COc1ccccc1-n1ccnc1,326477-70-7,,K2CO3,MeOH,,,,-2.169177814376197
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || None,False,Ar-B(OH)2,"AromN-H,Imidazole","Ar-B(OH)2|AromN-H,Imidazole",71.0,OB(O)c1ccccc1.c1c[nH]cn1>>c1ccc(-n2ccnc2)cc1,326477-70-7,,K2CO3,MeOH,,,,-1.3364305113352908
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-NO2,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Imidazole",35.0,c1c[nH]cn1.O=[N+]([O-])c1ccccc1B(O)O>>O=[N+]([O-])c1ccccc1-n1ccnc1,326477-70-7,,K2CO3,MeOH,,,,-0.7071067811865476
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-OR,False,"Ar-Ar,Ar-NH2","Ar-B(OH)2,Ar-OR","Ar-Ar,Ar-NH2|Ar-B(OH)2,Ar-OR",89.0,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1.COc1cccc(B(O)O)c1>>COc1cccc(Nc2ccc3oc(-c4ccccc4)cc(=O)c3c2)c1,Cu(0),1644565-61-6,Et3N,EDC,,,,-0.14638501094227999
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",69.0,c1c[nH]cn1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2ccnc2)cc1,326477-70-7,,K2CO3,MeOH,,,,-0.1172528548311457
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-R,False,"Ar-Ar,Ar-NH2","Ar-R,Ar-B(OH)2","Ar-Ar,Ar-NH2|Ar-R,Ar-B(OH)2",90.0,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1.Cc1cccc(B(O)O)c1>>Cc1cccc(Nc2ccc3oc(-c4ccccc4)cc(=O)c3c2)c1,Cu(0),1644565-61-6,Et3N,EDC,,,,-0.2886751345948129
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-OR,False,"Ar-Ar,Ar-NH2","Ar-B(OH)2,Ar-OR","Ar-Ar,Ar-NH2|Ar-B(OH)2,Ar-OR",91.0,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1.COc1ccc(B(O)O)cc1>>COc1ccc(Nc2ccc3oc(-c4ccccc4)cc(=O)c3c2)cc1,Cu(0),1644565-61-6,Et3N,EDC,,,,1.02469507659596
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || None,False,RCH2-NHR,Ar-B(OH)2,Ar-B(OH)2|RCH2-NHR,56.0,C1CCNC1.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(N3CCCC3)ccc2c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,0.2969617207892904
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R,False,Ar-B(OH)2,"Ar-R,Ar-NH2","Ar-B(OH)2|Ar-R,Ar-NH2",78.0,OB(O)c1ccccc1.Cc1cccc(N)c1>>Cc1cccc(Nc2ccccc2)c1,NiOAc2,4589-12-2,Tetramethylguanidine,PhMe,,,,-0.6967480245359826
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-F,False,"Ar-F,Ar-B(OH)2","Ar-Ar,Ar-NH2","Ar-Ar,Ar-NH2|Ar-F,Ar-B(OH)2",78.0,OB(O)c1ccc(F)cc1.Nc1ccc2c(=O)cc(-c3ccccc3)oc2c1>>O=c1cc(-c2ccccc2)oc2cc(Nc3ccc(F)cc3)ccc12,Cu(0),1644565-61-6,Et3N,EDC,,,,0.7071067811865475
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-OTf|Ar-R|Ar-Si|RCH2-OR,False,"Ar-R,Ar-OTf,Ar-B(OH)2,Ar-Si","RCH2-NHR,RCH2-OR","Ar-R,Ar-OTf,Ar-B(OH)2,Ar-Si|RCH2-NHR,RCH2-OR",93.0,Cc1cc(B(O)O)cc([Si](C)(C)C)c1OS(=O)(=O)C(F)(F)F.C1COCCN1>>Cc1cc(N2CCOCC2)cc([Si](C)(C)C)c1OS(=O)(=O)C(F)(F)F,Cu(OAc)2,,,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-Ester|Ar-R,False,"Ar-R,Ar-B(OH)2","Ar-NH2,Any-Ester","Ar-NH2,Any-Ester|Ar-R,Ar-B(OH)2",68.0,Cc1ccc(B(O)O)cc1.CC(C)(C)OC(=O)n1ncc2cc(N)ccc21>>Cc1ccc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)cc1,Cu(OAc)2,,DIPEA,DMF,,,,-0.8006407690254378
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-R,False,"Ar-R,Ar-NH2","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Ar-R,Ar-NH2",100.0,Cc1ccccc1N.OB(O)c1ccc(Cl)cc1>>Cc1ccccc1Nc1ccc(Cl)cc1,Cu(OAc)2,544-63-8,Lutidine,MeCN / PhMe,,,,0.6092717958449424
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|Quinoline,False,"Ar-NH2,Quinoline","Ar-R,Ar-B(OH)2","Ar-NH2,Quinoline|Ar-R,Ar-B(OH)2",93.0,Nc1cccc2cccnc12.CCc1ccc(B(O)O)cc1>>CCc1ccc(Nc2cccc3cccnc23)cc1,Cu(0),1644565-61-6,Et3N,EDC,,,,0.7071067811865476
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-R,False,"Ar-Ar,Ar-NH2","Ar-R,Ar-B(OH)2","Ar-Ar,Ar-NH2|Ar-R,Ar-B(OH)2",90.0,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1.CCc1ccc(B(O)O)cc1>>CCc1ccc(Nc2ccc3oc(-c4ccccc4)cc(=O)c3c2)cc1,Cu(0),1644565-61-6,Et3N,EDC,,,,-0.2886751345948129
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || None,False,Ar-B(OH)2,"AromN-H,Imidazole","Ar-B(OH)2|AromN-H,Imidazole",94.0,OB(O)c1ccccc1.c1c[nH]cn1>>c1ccc(-n2ccnc2)cc1,199852-14-7,,K2CO3,iPrOH,,,,0.5846883487091897
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-CN|Ar-Ester|Thiophene,False,"Ar-NH2,Ar-Ester,Thiophene","Ar-B(OH)2,Ar-CN","Ar-B(OH)2,Ar-CN|Ar-NH2,Ar-Ester,Thiophene",59.0,COC(=O)c1ccsc1N.N#Cc1cccc(B(O)O)c1>>COC(=O)c1ccsc1Nc1cccc(C#N)c1,Cu(OAc)2,,Et3N,EDC,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-NO2,False,Bn-NH2,"Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Bn-NH2",83.0,NCc1ccccc1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=[N+]([O-])c1ccc(NCc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.7071067811865475
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-NO2,False,Bn-NH2,"Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Bn-NH2",78.0,NCc1ccccc1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(NCc2ccccc2)c1,1832622-30-6,,,MeOH,,,,-0.7071067811865475
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Pyridine,False,Bn-NHR,"Ar-B(OH)2,Pyridine","Ar-B(OH)2,Pyridine|Bn-NHR",67.0,CNCc1ccccc1.OB(O)c1cccnc1>>CN(Cc1ccccc1)c1cccnc1,1832622-30-6,,,MeOH,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-Cl|Ar-OR,False,"Ar-Cl,Ar-B(OH)2","Ar-NHR,Ar-OR","Ar-Cl,Ar-B(OH)2|Ar-NHR,Ar-OR",39.0,OB(O)c1ccc(Cl)cc1.CNc1ccc(OC)cc1>>COc1ccc(N(C)c2ccc(Cl)cc2)cc1,Cu(OAc)2,,Lutidine / Et3N,MeCN,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Ar-NH2,Pyridine","Ar-B(OH)2|Ar-NH2,Pyridine",35.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,799787-61-4,,,MeOH / water,NH4Cl,,,-0.6855277150838033
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR,False,Ar-B(OH)2,"Ar-OR,RCH2-NHR,Ar-Imino","Ar-B(OH)2|Ar-OR,RCH2-NHR,Ar-Imino",74.0,OB(O)c1ccccc1.COc1cc(C2=NCCN2)cc(OC)c1OC>>COc1cc(C2=NCCN2c2ccccc2)cc(OC)c1OC,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Cl|Ar-Imino|Ar-OR,False,"Ar-Cl,Ar-B(OH)2","Ar-OR,RCH2-NHR,Ar-Imino","Ar-Cl,Ar-B(OH)2|Ar-OR,RCH2-NHR,Ar-Imino",84.0,OB(O)c1ccc(Cl)cc1.COc1ccc(C2=NCCN2)cc1>>COc1ccc(C2=NCCN2c2ccc(Cl)cc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Ester|Ar-Imino,False,Ar-B(OH)2,"Ar-Ester,RCH2-NHR,Ar-Imino","Ar-B(OH)2|Ar-Ester,RCH2-NHR,Ar-Imino",81.0,OB(O)c1ccccc1.COC(=O)c1ccc(C2=NCCN2)cc1>>COC(=O)c1ccc(C2=NCCN2c2ccccc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-R,False,"Ar-CONH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-CONH2,Any-NH2|Ar-R,Ar-B(OH)2",75.0,NC(=O)c1ccccc1.Cc1cccc(B(O)O)c1>>Cc1cccc(NC(=O)c2ccccc2)c1,1832622-30-6,,,MeOH,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-R,False,Ar-B(OH)2,"Ar-R,RCH2-NHR,Ar-Imino","Ar-B(OH)2|Ar-R,RCH2-NHR,Ar-Imino",83.0,OB(O)c1ccccc1.Cc1ccc(C2=NCCN2)cc1>>Cc1ccc(C2=NCCN2c2ccccc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Cl|Ar-F|Ar-Imino,False,"Ar-F,Ar-B(OH)2","Ar-Cl,RCH2-NHR,Ar-Imino","Ar-Cl,RCH2-NHR,Ar-Imino|Ar-F,Ar-B(OH)2",78.0,OB(O)c1ccc(F)cc1.Clc1ccc(C2=NCCN2)cc1>>Fc1ccc(N2CCN=C2c2ccc(Cl)cc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",78.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.7792572777791731
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino,False,Ar-B(OH)2,"RCH2-NHR,Ar-Imino","Ar-B(OH)2|RCH2-NHR,Ar-Imino",83.0,OB(O)c1ccccc1.c1ccc2c(C3=NCCN3)cccc2c1>>c1ccc(N2CCN=C2c2cccc3ccccc23)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-F|Ar-Imino|Ar-OR,False,"Ar-F,Ar-B(OH)2","Ar-OR,RCH2-NHR,Ar-Imino","Ar-F,Ar-B(OH)2|Ar-OR,RCH2-NHR,Ar-Imino",87.0,OB(O)c1ccc(F)cc1.COc1cccc(C2=NCCN2)c1>>COc1cccc(C2=NCCN2c2ccc(F)cc2)c1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR|Ar-R|R3C-F,False,"Ar-B(OH)2,Ar-OR","Ar-R,RCH2-NHR,R3C-F,Ar-Imino","Ar-B(OH)2,Ar-OR|Ar-R,RCH2-NHR,R3C-F,Ar-Imino",58.0,COc1ccc(B(O)O)cc1.FC(F)(F)c1ccc(C2=NCCN2)cc1>>COc1ccc(N2CCN=C2c2ccc(C(F)(F)F)cc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Cl|Ar-Imino,False,"Ar-Cl,Ar-B(OH)2","Ar-Cl,RCH2-NHR,Ar-Imino","Ar-Cl,Ar-B(OH)2|Ar-Cl,RCH2-NHR,Ar-Imino",76.0,OB(O)c1ccc(Cl)cc1.Clc1ccccc1C1=NCCN1>>Clc1ccc(N2CCN=C2c2ccccc2Cl)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-R,False,"Ar-R,Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-R,Ar-CONH2,Any-NH2",65.0,Cc1ccc(C(N)=O)cc1.OB(O)c1ccc2ccccc2c1>>Cc1ccc(C(=O)Nc2ccc3ccccc3c2)cc1,1832622-30-6,,,MeOH,,,,-0.7071067811865476
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-NO2,False,"Ar-CONH2,Any-NH2","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Ar-CONH2,Any-NH2",80.0,NC(=O)c1ccccc1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=C(Nc1cccc([N+](=O)[O-])c1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",69.0,NC(=O)c1ccccc1.OB(O)c1ccc2ccccc2c1>>O=C(Nc1ccc2ccccc2c1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.41334516473503957
