Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,Ar-NH2",94.0,Cc1ccc(N)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2ccc(C)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,1.46439217576592
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,Ar-NH2,"Ar-R,Any-OH","Ar-NH2|Ar-R,Any-OH",90.0,Nc1ccccc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-R|AromN-H|Imidazole -> Ar-AromN || Ar-R,False,"Ar-R,AromN-H,Imidazole","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,AromN-H,Imidazole",85.0,Cc1ncc[nH]1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(-n2ccnc2C)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Any-OH|Ar-R|AromN-H|Imidazole -> Ar-AromN || Ar-R,False,"AromN-H,Imidazole","Ar-R,Any-OH","Ar-R,Any-OH|AromN-H,Imidazole",99.0,c1c[nH]cn1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(-n2ccnc2)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-Ester|Ar-R,False,"Ar-NH2,Ar-Ester","Ar-R,Any-OH","Ar-NH2,Ar-Ester|Ar-R,Any-OH",72.0,CCOC(=O)c1ccc(N)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>CCOC(=O)c1ccc(Nc2ccc(C)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-NO2|Ar-R,False,"Ar-NO2,Ar-NH2","Ar-R,Any-OH","Ar-NO2,Ar-NH2|Ar-R,Any-OH",39.0,Nc1ccc([N+](=O)[O-])cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-Br|Ar-R,False,"Ar-Br,Ar-NH2","Ar-R,Any-OH","Ar-Br,Ar-NH2|Ar-R,Any-OH",80.0,Nc1ccc(Br)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2ccc(Br)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-OR|Ar-R,False,"Ar-NH2,Ar-OR","Ar-R,Any-OH","Ar-NH2,Ar-OR|Ar-R,Any-OH",85.0,COc1ccc(N)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>COc1ccc(Nc2ccc(C)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-F|Ar-NH2,False,"Ar-F,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",81.0,OB(O)c1ccc(F)cc1.Nc1ccccc1S(N)(=O)=O>>Nc1ccccc1S(=O)(=O)Nc1ccc(F)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.7383503845211843
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Any-CO-R|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-R,Any-OH","Ar-R,Any-OH|R-H-acidic,Ar-NH2,Any-CO-R",66.0,CC(=O)c1ccc(N)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>CC(=O)c1ccc(Nc2ccc(C)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.11704114719613057
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-Cl|Ar-NH2,False,"Ar-Cl,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-Cl,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",78.0,OB(O)c1ccc(Cl)cc1.Nc1ccccc1S(N)(=O)=O>>Nc1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,1.1475579922889838
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",71.0,Nc1ccccc1S(N)(=O)=O.Cc1cccc(B(O)O)c1>>Cc1cccc(NS(=O)(=O)c2ccccc2N)c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.4681682076501714
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R|R3C-F,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2,R3C-F","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2,R3C-F",65.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1>>Nc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-F|Ar-NH2,False,"Ar-F,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",84.0,OB(O)c1cccc(F)c1.Nc1ccccc1S(N)(=O)=O>>Nc1ccccc1S(=O)(=O)Nc1cccc(F)c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.9087389347953037
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-OR,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NH2,Ar-SO2NH2,Any-NH2",69.0,Nc1ccccc1S(N)(=O)=O.COc1cccc(B(O)O)c1>>COc1cccc(NS(=O)(=O)c2ccccc2N)c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.32025630761017315
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-NO2,False,AromN-H,"Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H",84.0,c1nnc[nH]1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=[N+]([O-])c1ccc(-n2cncn2)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Any-CO-R|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-R,Any-OH","Ar-R,Any-OH|R-H-acidic,Ar-NH2,Any-CO-R",46.0,CC(=O)c1ccccc1N.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>CC(=O)c1ccccc1Nc1ccc(C)cc1,Cu(OAc)2,,Py,DCM,,,,-1.0533703247651751
Ar-Bpin|Ar-NH2 -> Ar-NHR || Pyridine,False,"Ar-NH2,Pyridine",Ar-Bpin,"Ar-Bpin|Ar-NH2,Pyridine",34.0,Nc1ccccn1.CC1(C)OB(c2ccccc2)OC1(C)C>>c1ccc(Nc2ccccn2)cc1,Cu(OAc)2,,Et3N,EtOH / MeCN,,,,-0.7071067811865475
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R|Pyridine,False,"Ar-NH2,Pyridine","Ar-R,Any-OH","Ar-NH2,Pyridine|Ar-R,Any-OH",31.0,Nc1ccccn1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2ccccn2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR,False,Ar-NH2,"Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NH2",76.0,Nc1ccccc1.COc1ccccc1B(O)O>>COc1ccccc1Nc1ccccc1,Cu(0),,,MeOH / water,,,,0.30265312816681655
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,Ar-NH2",58.0,Cc1cc(C)c(N)c(C)c1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2c(C)cc(C)cc2C)cc1,Cu(OAc)2,,Py,DCM,,,,0.09863781494796357
Ar-H|Ar-NH2 -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2",Ar-H,"Ar-H|Ar-R,Ar-NH2",89.0,Cc1ccc(N)cc1.c1ccc(B(OB(c2ccccc2)c2ccccc2)c2ccccc2)cc1>>Cc1ccc(Nc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,Ar-NH2",20.0,CC(C)c1cccc(C(C)C)c1N.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1,Cu(OAc)2,,Py,DCM,,,,-1.342991788137657
Any-OH|Ar-NH2|Ar-OR -> Ar-NHR || Ar-OR|Ar-R,False,"Ar-R,Ar-NH2","Ar-OR,Any-OH","Ar-OR,Any-OH|Ar-R,Ar-NH2",84.0,Cc1ccc(N)cc1.COc1ccc(B(O)c2ccc(OC)cc2)cc1>>COc1ccc(Nc2ccc(C)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.7071067811865475
Any-OH|Ar-F|Ar-NH2 -> Ar-NHR || Ar-F|Ar-R,False,"Ar-R,Ar-NH2","Ar-F,Any-OH","Ar-F,Any-OH|Ar-R,Ar-NH2",94.0,Cc1ccc(N)cc1.OB(c1ccc(F)cc1)c1ccc(F)cc1>>Cc1ccc(Nc2ccc(F)cc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-OR -> Ar-NHR || Ar-OR|Ar-R,False,"Ar-R,Ar-NH2","Ar-OR,Any-OH","Ar-OR,Any-OH|Ar-R,Ar-NH2",25.0,Cc1ccc(N)cc1.COc1ccccc1B(O)c1ccccc1OC>>COc1ccccc1Nc1ccc(C)cc1,Cu(OAc)2,,Py,DCM,,,,-0.7071067811865475
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,Ar-NH2",55.0,Cc1ccc(N)cc1.Cc1ccccc1B(O)c1ccccc1C>>Cc1ccc(Nc2ccccc2C)cc1,Cu(OAc)2,,Py,DCM,,,,-0.015175048453532795
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-B(OH)2|Ar-CONHR|RCH2-NHR|RCH2-NR2,False,Ar-B(OH)2,"AromN-H,Ar-CONHR,RCH2-NHR,RCH2-NR2,Imidazole","Ar-B(OH)2|AromN-H,Ar-CONHR,RCH2-NHR,RCH2-NR2,Imidazole",77.0,OB(O)c1cccc(B(O)O)c1.O=C(NCCCN1CCCC1)c1ncc[nH]1>>O=C(NCCCN1CCCC1)c1nccn1-c1cccc(B(O)O)c1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-Bpin|RCH2-NHR -> Ar-NR2 || Pyridine,False,RCH2-NHR,"Ar-Bpin,Pyridine","Ar-Bpin,Pyridine|RCH2-NHR",22.0,C1CCNCC1.CC1(C)OB(c2cccnc2)OC1(C)C>>c1cncc(N2CCCCC2)c1,Cu(OAc)2,,Et3N,MeCN,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Furan,False,Ar-B(OH)2,"Bn-NH2,Furan","Ar-B(OH)2|Bn-NH2,Furan",90.0,OB(O)c1ccccc1.NCc1ccco1>>c1ccc(NCc2ccco2)cc1,Cu(0),,,MeOH / water,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Thiazole,False,Ar-B(OH)2,"Ar-NH2,Thiazole","Ar-B(OH)2|Ar-NH2,Thiazole",83.0,OB(O)c1ccccc1.Nc1nc2ccccc2s1>>c1ccc(Nc2nc3ccccc3s2)cc1,Cu(0),,,MeOH / water,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-F|Ar-R,False,"Ar-R,Ar-CONH2,Any-NH2","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|Ar-R,Ar-CONH2,Any-NH2",75.0,Cc1ccc(C(N)=O)cc1.OB(O)c1ccc(F)cc1>>Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1,1832622-30-6,,,MeOH,,,,0.0
Allyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CHCH2|R-CHCH2,False,Ar-B(OH)2,"Allyl-NH2,Any-CHCH2,R-CHCH2","Allyl-NH2,Any-CHCH2,R-CHCH2|Ar-B(OH)2",83.0,OB(O)c1ccccc1.C=CCN>>C=CCNc1ccccc1,Cu(0),,,MeOH / water,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Ar-NH2,Pyridine","Ar-B(OH)2|Ar-NH2,Pyridine",86.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,Cu(0),,,MeOH / water,,,,1.1125135490502867
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",80.0,c1c[nH]cn1.COc1ccccc1B(O)O>>COc1ccccc1-n1ccnc1,7758-89-6,,,MeOH,,,,0.3843288019465335
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Ar-NH2,Pyridine","Ar-B(OH)2|Ar-NH2,Pyridine",87.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,Cu(0),,K2CO3,water,,,,1.1477692601117393
Ar-Bpin|Bn-NH2 -> Ar-NHR || Ar-OR,False,"Ar-OR,Bn-NH2",Ar-Bpin,"Ar-Bpin|Ar-OR,Bn-NH2",84.0,COc1ccc(CN)cc1.CC1(C)OB(c2ccccc2)OC1(C)C>>COc1ccc(CNc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeCN,,,,0.0
Ar-Bpin|Bn-NH2 -> Ar-NHR || Ar-R|R-AromN,False,Ar-Bpin,"Ar-R,Bn-NH2,R-AromN","Ar-Bpin|Ar-R,Bn-NH2,R-AromN",91.0,CC1(C)OB(c2ccccc2)OC1(C)C.Cc1nn(C)c(C)c1CN>>Cc1nn(C)c(C)c1CNc1ccccc1,Cu(OAc)2,,Et3N,MeCN,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Br|Ar-NH2,False,"AromN-H,Ar-NH2,Pyrazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",81.0,Nc1n[nH]c2ccccc12.OB(O)c1ccc(Br)cc1>>Nc1nn(-c2ccc(Br)cc2)c2ccccc12,Cu(0),,,MeOH / water,,,,0.7071067811865476
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-Ar|Ar-Ester|Ar-OR,False,"Ar-B(OH)2,Ar-Ester","Ar-Ar,AromN-H,Ar-OR","Ar-Ar,AromN-H,Ar-OR|Ar-B(OH)2,Ar-Ester",70.0,COC(=O)c1ccc(B(O)O)cc1.COc1ccccc1-c1nnc(-c2ccccc2OC)[nH]1>>COC(=O)c1ccc(-n2nc(-c3ccccc3OC)nc2-c2ccccc2OC)cc1,Cu(OAc)2,,Py,DCM,,,,0.7071067811865475
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-NH2,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Pyrazole","Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",87.0,OB(O)c1ccccc1.Nc1n[nH]c2ccccc12>>Nc1nn(-c2ccccc2)c2ccccc12,Cu(0),,,MeOH / water,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Cl|Ar-NH2,False,"AromN-H,Ar-NH2,Pyrazole","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",83.0,Nc1n[nH]c2ccccc12.OB(O)c1ccc(Cl)cc1>>Nc1nn(-c2ccc(Cl)cc2)c2ccccc12,Cu(0),,,MeOH / water,,,,0.0
Any-OH|Ar-R|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"AromN-H,Benzimidazole","Ar-R,Any-OH","Ar-R,Any-OH|AromN-H,Benzimidazole",99.0,c1ccc2[nH]cnc2c1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(-n2cnc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,1.0
Any-OH|Ar-F|AromN-H|Benzimidazole -> Ar-AromN || Ar-F,False,"AromN-H,Benzimidazole","Ar-F,Any-OH","Ar-F,Any-OH|AromN-H,Benzimidazole",98.0,c1ccc2[nH]cnc2c1.OB(c1ccc(F)cc1)c1ccc(F)cc1>>Fc1ccc(-n2cnc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-NH2|Ar-R,False,"AromN-H,Ar-NH2,Pyrazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",85.0,Nc1n[nH]c2ccccc12.Cc1ccc(B(O)O)cc1>>Cc1ccc(-n2nc(N)c3ccccc32)cc1,Cu(0),,,MeOH / water,,,,0.8827517887045577
Ar-H|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-H,"Ar-H|AromN-H,Benzimidazole",98.0,c1ccc2[nH]cnc2c1.c1ccc(B(OB(c2ccccc2)c2ccccc2)c2ccccc2)cc1>>c1ccc(-n2cnc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Any-OH|Ar-R|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"AromN-H,Benzimidazole","Ar-R,Any-OH","Ar-R,Any-OH|AromN-H,Benzimidazole",97.0,c1ccc2[nH]cnc2c1.Cc1ccccc1B(O)c1ccccc1C>>Cc1ccccc1-n1cnc2ccccc21,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",53.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Cu(0),,,MeOH / water,,,,-0.23716525845453107
Any-OH|Ar-OR|AromN-H|Benzimidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Benzimidazole","Ar-OR,Any-OH","Ar-OR,Any-OH|AromN-H,Benzimidazole",94.0,c1ccc2[nH]cnc2c1.COc1ccccc1B(O)c1ccccc1OC>>COc1ccccc1-n1cnc2ccccc21,Cu(OAc)2,,,MeOH,TMEDA,,,0.18793639429397516
Any-OH|Ar-R|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"Ar-R,AromN-H,Benzimidazole","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,AromN-H,Benzimidazole",71.0,Cc1nc2ccccc2[nH]1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(-n2c(C)nc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-Br|Ar-Ester,False,"Ar-Br,AromN-H","Ar-B(OH)2,Ar-Ester","Ar-B(OH)2,Ar-Ester|Ar-Br,AromN-H",60.0,Brc1nnc(Br)[nH]1.COC(=O)c1ccc(B(O)O)cc1>>COC(=O)c1ccc(-n2nc(Br)nc2Br)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-OR|AromN-H|Benzimidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Benzimidazole","Ar-OR,Any-OH","Ar-OR,Any-OH|AromN-H,Benzimidazole",99.0,c1ccc2[nH]cnc2c1.COc1ccc(B(O)c2ccc(OC)cc2)cc1>>COc1ccc(-n2cnc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.8926978728963845
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || None,False,Ar-B(OH)2,Bn-NH2,Ar-B(OH)2|Bn-NH2,99.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,2133472-58-7,,,MeOH,,,,1.4823176532039277
Any-CONHR|Any-Lactam|Any-NHR|Ar-B(OH)2 -> Any-CONR2|Ar-Lactam || Any-SR|Ar-Alkenyl|Ar-AromN,False,"Ar-B(OH)2,Ar-AromN","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR|Ar-B(OH)2,Ar-AromN",56.0,OB(O)c1ccc2c3ccccc3n(-c3ccccc3)c2c1.O=C1NC(=O)C(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)S1>>O=C1SC(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)C(=O)N1c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Pd(OAc)2,,Et3N,DCM,,,,0.0
Any-CONHR|Any-Lactam|Any-NHR|Ar-B(OH)2 -> Any-CONR2|Ar-Lactam || Any-SR|Ar-Alkenyl|Ar-R|R3C-F,False,"Ar-R,Ar-B(OH)2,R3C-F","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR|Ar-R,Ar-B(OH)2,R3C-F",52.0,OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C1NC(=O)C(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)S1>>O=C1SC(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)C(=O)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Pd(OAc)2,,Et3N,DCM,,,,0.0
Any-CONHR|Any-Lactam|Any-NHR|Ar-B(OH)2 -> Any-CONR2|Ar-Lactam || Any-SR|Ar-Alkenyl|Ar-NR2,False,"Ar-B(OH)2,Ar-NR2","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR","Ar-Alkenyl,Any-Lactam,Any-NHR,Any-SR,Any-CONHR|Ar-B(OH)2,Ar-NR2",63.0,OB(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1.O=C1NC(=O)C(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)S1>>O=C1SC(=C[c-]23->[Fe+2]456789%10(<-[cH]%11[cH]->4[cH]->5[cH-]->6[cH]->7%11)<-[cH]([cH]->8[cH]->92)[cH]->%103)C(=O)N1c1ccc(N(c2ccccc2)c2ccccc2)cc1,Pd(OAc)2,,Et3N,DCM,,,,0.0
Ar-Bpin|Ar-NHR|R-SO2NHR -> Ar-NR2|R-SO2NR2 || Pyridine|R-H-acidic,False,"R-H-acidic,Ar-NHR,R-SO2NHR,Pyridine","Ar-Bpin,Pyridine","Ar-Bpin,Pyridine|R-H-acidic,Ar-NHR,R-SO2NHR,Pyridine",51.0,CS(=O)(=O)Nc1cccnc1.CC1(C)OB(c2cccnc2)OC1(C)C>>CS(=O)(=O)N(c1cccnc1)c1cccnc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-SR|Ar-NO2|Ar-NR2|Pyrimidine,False,"Ar-B(OH)2,Ar-NO2","Ar-NH2,Ar-NR2,Any-SR,Pyrimidine","Ar-B(OH)2,Ar-NO2|Ar-NH2,Ar-NR2,Any-SR,Pyrimidine",60.0,O=[N+]([O-])c1ccc(B(O)O)cc1.Nc1nc(N2CCSCC2)c2ccccc2n1>>O=[N+]([O-])c1ccc(Nc2nc(N3CCSCC3)c3ccccc3n2)cc1,CuO,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-SR|Ar-Br|Ar-NR2|Pyrimidine,False,"Ar-Br,Ar-B(OH)2","Ar-NH2,Ar-NR2,Any-SR,Pyrimidine","Ar-Br,Ar-B(OH)2|Ar-NH2,Ar-NR2,Any-SR,Pyrimidine",64.0,OB(O)c1ccc(Br)cc1.Nc1nc(N2CCSCC2)c2ccccc2n1>>Brc1ccc(Nc2nc(N3CCSCC3)c3ccccc3n2)cc1,CuO,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-SR|Ar-NR2|Furan|Pyrimidine,False,"Ar-B(OH)2,Furan","Ar-NH2,Ar-NR2,Any-SR,Pyrimidine","Ar-B(OH)2,Furan|Ar-NH2,Ar-NR2,Any-SR,Pyrimidine",63.0,OB(O)c1ccco1.Nc1nc(N2CCSCC2)c2ccccc2n1>>c1coc(Nc2nc(N3CCSCC3)c3ccccc3n2)c1,CuO,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-SR|Ar-NR2|Pyrimidine|Thiophene,False,"Ar-B(OH)2,Thiophene","Ar-NH2,Ar-NR2,Any-SR,Pyrimidine","Ar-B(OH)2,Thiophene|Ar-NH2,Ar-NR2,Any-SR,Pyrimidine",60.0,OB(O)c1cccs1.Nc1nc(N2CCSCC2)c2ccccc2n1>>c1csc(Nc2nc(N3CCSCC3)c3ccccc3n2)c1,CuO,,Py,DCM,,,,0.0
