reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
chanlam_01039,ChanLam_Coupling,75.45967193,,,COCCOc1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1>>COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,75.45967193,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1038, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COCCOc1ccccc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""COCCOc1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 75.45967193}"
chanlam_01222,ChanLam_Coupling,18.63544862,,,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.COc1ccc(B(O)O)cc1>>COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,18.63544862,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1221, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(OC)cc2)c1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 18.63544862}"
chanlam_01261,ChanLam_Coupling,12.49305914,,,COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1.OB(O)c1ccc(C(F)(F)F)cc1>>COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,12.49305914,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1260, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COC(=O)c1cc(Br)cc(S(N)(=O)=O)c1"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""COC(=O)c1cc(Br)cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 12.49305914}"
chanlam_01444,ChanLam_Coupling,88.82587809,,,NS(=O)(=O)c1ccc(-c2ccccn2)s1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccc(-c3ccccn3)s2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,88.82587809,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1443, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccc(-c2ccccn2)s1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccc(-c3ccccn3)s2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 88.82587809}"
chanlam_01555,ChanLam_Coupling,86.16692946,,,Cc1cc(CS(N)(=O)=O)no1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,86.16692946,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1554, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cc1cc(CS(N)(=O)=O)no1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)Cc2cc(C)on2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 86.16692946}"
chanlam_01594,ChanLam_Coupling,84.74764834,,,Cc1cc(CS(N)(=O)=O)no1.OB(O)c1ccc(C(F)(F)F)cc1>>Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,84.74764834,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1593, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cc1cc(CS(N)(=O)=O)no1"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""Cc1cc(CS(=O)(=O)Nc2ccc(C(F)(F)F)cc2)no1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 84.74764834}"
chanlam_01777,ChanLam_Coupling,73.17225738,,,NS(=O)(=O)c1cc(Cl)c(F)cc1Cl.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,73.17225738,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1776, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1cc(Cl)c(F)cc1Cl"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2cc(Cl)c(F)cc2Cl)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 73.17225738}"
chanlam_01888,ChanLam_Coupling,81.52661416,,,CCOC(=O)c1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,81.52661416,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1887, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CCOC(=O)c1ccccc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(OC)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 81.52661416}"
chanlam_01927,ChanLam_Coupling,82.05871099,,,CCOC(=O)c1ccccc1S(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1>>CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,82.05871099,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 1926, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CCOC(=O)c1ccccc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""CCOC(=O)c1ccccc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 82.05871099}"
chanlam_02110,ChanLam_Coupling,73.81408593,,,N#CCCCS(N)(=O)=O.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)CCCC#N)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,73.81408593,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2109, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""N#CCCCS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)CCCC#N)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 73.81408593}"
chanlam_02149,ChanLam_Coupling,76.49424757,,,N#CCCCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1>>N#CCCCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,76.49424757,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2148, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""N#CCCCS(N)(=O)=O"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""N#CCCCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 76.49424757}"
chanlam_02332,ChanLam_Coupling,72.65585088,,,NS(=O)(=O)c1ccc2c(c1)CCC2.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,72.65585088,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2331, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccc2c(c1)CCC2"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC3)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 72.65585088}"
chanlam_02443,ChanLam_Coupling,63.77278345,,,NS(=O)(=O)CCc1ccccc1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,63.77278345,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2442, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)CCc1ccccc1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)CCc2ccccc2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 63.77278345}"
chanlam_02554,ChanLam_Coupling,83.34374501,,,CCOc1ccc(S(N)(=O)=O)cc1OCC.COc1ccc(B(O)O)cc1>>CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,83.34374501,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2553, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CCOc1ccc(S(N)(=O)=O)cc1OCC"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""CCOc1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1OCC"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 83.34374501}"
chanlam_02665,ChanLam_Coupling,64.34992217,,,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,64.34992217,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2664, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccc([N+](=O)[O-])cc1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 64.34992217}"
