sample_row,detected_reaction_type,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,formed_motifs,formed_bond_classes,event_kinds,potential_scope_issue,decision
427,Suzuki_miyaura,OB(O)c1cscc1Br.O=C(C(=O)c1sc2ccccc2c1Br)c1ccccc1>>O=C1c2sc3ccccc3c2-c2cscc2C1(O)c1ccccc1.O=C1c2cscc2-c2c(sc3ccccc23)C1(O)c1ccccc1,OB(O)c1cscc1Br.O=C(C(=O)c1sc2ccccc2c1Br)c1ccccc1>>O=C1c2sc3ccccc3c2-c2cscc2C1(O)c1ccccc1.O=C1c2cscc2-c2c(sc3ccccc23)C1(O)c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar|Benzothiophene|HeteroAr-H|R3C-OH|Thiophene,C-C|C-O|C-S,c_c_bond_formation|c_o_bond_formation|c_s_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
428,Suzuki_miyaura,Brc1ccccn1.OB(O)c1ccco1>>c1ccc(-c2ccco2)nc1,Brc1ccccn1.OB(O)c1ccco1>>c1ccc(-c2ccco2)nc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
429,Suzuki_miyaura,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(C)(=O)=O.COC(=O)c1cc(Nc2ncnc3ccc(Br)cc23)ccc1Cl>>COC(=O)c1cc(Nc2ncnc3ccc(-c4cnc(OC)c(NS(C)(=O)=O)c4)cc23)ccc1Cl,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(C)(=O)=O.COC(=O)c1cc(Nc2ncnc3ccc(Br)cc23)ccc1Cl>>COC(=O)c1cc(Nc2ncnc3ccc(-c4cnc(OC)c(NS(C)(=O)=O)c4)cc23)ccc1Cl,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
430,Multi-Event:LGDisp+C-C,CC(Br)c1ccccc1.N#Cc1ccc(B(O)O)cc1>>CC(c1ccccc1)c1ccc(C#N)cc1,CC(Br)c1ccccc1.N#Cc1ccc(B(O)O)cc1>>CC(c1ccccc1)c1ccc(C#N)cc1,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
431,Suzuki_miyaura,Brc1ccsc1.OB(O)c1ccncc1>>c1cc(-c2ccsc2)ccn1,Brc1ccsc1.OB(O)c1ccncc1>>c1cc(-c2ccsc2)ccn1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
432,Suzuki_miyaura,O=Cc1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C/c1ccccc1Br>>CC(C)(C)OC(=O)/C=C/c1ccccc1-c1ccccc1C=O,O=Cc1ccccc1B(O)O.CC(C)(C)OC(=O)/C=C/c1ccccc1Br>>CC(C)(C)OC(=O)/C=C/c1ccccc1-c1ccccc1C=O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
433,Suzuki_miyaura,CC1(C)OB(/C(=C/C2CCCCC2)C[C@@H](/C=C\Cl)c2ccccc2Br)OC1(C)C>>Cl/C=C\[C@@H]1C/C(=C\C2CCCCC2)c2ccccc21,CC1(C)OB(/C(=C/C2CCCCC2)C[C@@H](/C=C\Cl)c2ccccc2Br)OC1(C)C>>Cl/C=C\[C@@H]1C/C(=C\C2CCCCC2)c2ccccc21,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intramolecular_likely|leaving_group_displacement,,kept
434,Suzuki_miyaura,OB(O)c1ccccc1.Brc1cccnc1Br>>Brc1cccnc1-c1ccccc1,OB(O)c1ccccc1.Brc1cccnc1Br>>Brc1cccnc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
435,Suzuki_miyaura,O=c1ccc2cc(Br)ccc2o1.CC(C)(C)OC(=O)n1cccc1B(O)O>>CC(C)(C)OC(=O)n1cccc1-c1ccc2oc(=O)ccc2c1,O=c1ccc2cc(Br)ccc2o1.CC(C)(C)OC(=O)n1cccc1B(O)O>>CC(C)(C)OC(=O)n1cccc1-c1ccc2oc(=O)ccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
436,Suzuki_miyaura,Cc1ccc(B(O)O)cc1.O=C(/C=C\I)OCc1ccccc1>>Cc1ccc([C@@H]2O[C@@H]2C(=O)OCc2ccccc2)cc1,Cc1ccc(B(O)O)cc1.O=C(/C=C\I)OCc1ccccc1>>Cc1ccc([C@@H]2O[C@@H]2C(=O)OCc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|R2CH-COOR|R2CH-OR|R_acidic-H,C-C|C-O,c_c_bond_formation|c_o_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
437,Suzuki_miyaura,OB(O)c1ccc(-c2ccccc2)cc1.O=c1[nH]cc(I)c2nccn12>>O=c1[nH]cc(-c2ccc(-c3ccccc3)cc2)c2nccn12,OB(O)c1ccc(-c2ccccc2)cc1.O=c1[nH]cc(I)c2nccn12>>O=c1[nH]cc(-c2ccc(-c3ccccc3)cc2)c2nccn12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
438,Suzuki_miyaura,OB(O)c1ccccc1.O=c1occ(Br)cc1Br>>O=c1occ(Br)cc1-c1ccccc1,OB(O)c1ccccc1.O=c1occ(Br)cc1Br>>O=c1occ(Br)cc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
439,Suzuki_miyaura,COc1ccc(Cl)cc1.Cc1cc(C)c(B(O)O)c(C)c1>>COc1ccc(-c2c(C)cc(C)cc2C)cc1,COc1ccc(Cl)cc1.Cc1cc(C)c(B(O)O)c(C)c1>>COc1ccc(-c2c(C)cc(C)cc2C)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
440,Suzuki_miyaura,Clc1ccccc1.OB(O)c1ccsc1>>c1ccc(-c2ccsc2)cc1,Clc1ccccc1.OB(O)c1ccsc1>>c1ccc(-c2ccsc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
441,Suzuki_miyaura,OB(O)c1ccccc1.[2H]c1ccncc1Br>>[2H]c1ccncc1-c1ccccc1,OB(O)c1ccccc1.[2H]c1ccncc1Br>>[2H]c1ccncc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
442,Suzuki_miyaura,CC(C)c1ccccc1B(O)O.CCCN1CCC=C(Cl)C1>>CCCN1CCC=C(c2ccccc2C(C)C)C1,CC(C)c1ccccc1B(O)O.CCCN1CCC=C(Cl)C1>>CCCN1CCC=C(c2ccccc2C(C)C)C1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
443,Multi-Event:LGDisp+C-C,O=C(OCc1ccccc1)N1CCC(Br)CC1.OB(O)c1ccc(N2CCOCC2)c(F)c1>>O=C(OCc1ccccc1)N1CCC(c2ccc(N3CCOCC3)c(F)c2)CC1,O=C(OCc1ccccc1)N1CCC(Br)CC1.OB(O)c1ccc(N2CCOCC2)c(F)c1>>O=C(OCc1ccccc1)N1CCC(c2ccc(N3CCOCC3)c(F)c2)CC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
444,Suzuki_miyaura,CC1(C)OB(c2cnc3[nH]ccc3c2)OC1(C)C.O=S(=O)(Nc1cc(Br)cnc1Cl)c1ccc(F)cc1F>>O=S(=O)(Nc1cc(-c2cnc3[nH]ccc3c2)cnc1Cl)c1ccc(F)cc1F,CC1(C)OB(c2cnc3[nH]ccc3c2)OC1(C)C.O=S(=O)(Nc1cc(Br)cnc1Cl)c1ccc(F)cc1F>>O=S(=O)(Nc1cc(-c2cnc3[nH]ccc3c2)cnc1Cl)c1ccc(F)cc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
445,Suzuki_miyaura,Brc1ccc(C2CCCCC2)cc1.OB(O)c1cnc2ccccc2c1>>c1ccc2ncc(-c3ccc(C4CCCCC4)cc3)cc2c1,Brc1ccc(C2CCCCC2)cc1.OB(O)c1cnc2ccccc2c1>>c1ccc2ncc(-c3ccc(C4CCCCC4)cc3)cc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
446,Suzuki_miyaura,COc1ccc(Br)cc1.CC(C)(C)OC(=O)[C@@H]1C[C@H]1B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1>>COc1ccc([C@@H]2C[C@H]2C(=O)OC(C)(C)C)cc1,COc1ccc(Br)cc1.CC(C)(C)OC(=O)[C@@H]1C[C@H]1B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1>>COc1ccc([C@@H]2C[C@H]2C(=O)OC(C)(C)C)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
447,Suzuki_miyaura,COc1cc(B2OC(C)(C)C(C)(C)O2)cnc1OC.CC(C)(C)C(=O)N1CC[C@H](Nc2ncnc3sc(Br)cc23)C1>>COc1cc(-c2cc3c(N[C@H]4CCN(C(=O)C(C)(C)C)C4)ncnc3s2)cnc1OC,COc1cc(B2OC(C)(C)C(C)(C)O2)cnc1OC.CC(C)(C)C(=O)N1CC[C@H](Nc2ncnc3sc(Br)cc23)C1>>COc1cc(-c2cc3c(N[C@H]4CCN(C(=O)C(C)(C)C)C4)ncnc3s2)cnc1OC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
448,Suzuki_miyaura,OB(O)c1ccccc1.Clc1ccc2occc2n1>>c1ccc(-c2ccc3occc3n2)cc1,OB(O)c1ccccc1.Clc1ccc2occc2n1>>c1ccc(-c2ccc3occc3n2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
449,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
450,Suzuki_miyaura,OB(O)c1cccs1.CCN(CC)CCNC(=O)c1cc(Cl)nc2ccccc12>>CCN(CC)CCNC(=O)c1cc(-c2cccs2)nc2ccccc12,OB(O)c1cccs1.CCN(CC)CCNC(=O)c1cc(Cl)nc2ccccc12>>CCN(CC)CCNC(=O)c1cc(-c2cccs2)nc2ccccc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
451,Suzuki_miyaura,CN(C)CCNc1ncnc2ccc(Br)cc12.COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F>>COc1ncc(-c2ccc3ncnc(NCCN(C)C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,CN(C)CCNc1ncnc2ccc(Br)cc12.COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F>>COc1ncc(-c2ccc3ncnc(NCCN(C)C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
452,Suzuki_miyaura,Cc1ccc(B(O)O)cc1.O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1>>Cc1ccc(-c2ccc(NC(=O)c3ccccn3)c3ccccc23)cc1,Cc1ccc(B(O)O)cc1.O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1>>Cc1ccc(-c2ccc(NC(=O)c3ccccn3)c3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
453,Suzuki_miyaura,O=[N+]([O-])c1cccc(B(O)O)c1.Ic1cnc2cccnn12>>Nc1cccc(-c2cnc3cccnn23)c1,O=[N+]([O-])c1cccc(B(O)O)c1.Ic1cnc2cccnn12>>Nc1cccc(-c2cnc3cccnn23)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-NH2,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
454,Suzuki_miyaura,CC(C)(C)Oc1cccc(Cl)n1.CC1(C)OB(CCC2OCCO2)OC1(C)C>>CC(C)(C)Oc1cccc(CCC2OCCO2)n1,CC(C)(C)Oc1cccc(Cl)n1.CC1(C)OB(CCC2OCCO2)OC1(C)C>>CC(C)(C)Oc1cccc(CCC2OCCO2)n1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
455,Suzuki_miyaura,Clc1ccccc1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(-c2ccccc2)c1,Clc1ccccc1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(-c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
456,Suzuki_miyaura,Cc1cc(B(O)O)ccn1.COc1nc(C2=NOC[C@@H]3[C@H](Oc4ccc(F)cc4C)CCCN23)ccc1Br>>COc1nc(C2=NOC[C@@H]3[C@H](Oc4ccc(F)cc4C)CCCN23)ccc1-c1ccnc(C)c1,Cc1cc(B(O)O)ccn1.COc1nc(C2=NOC[C@@H]3[C@H](Oc4ccc(F)cc4C)CCCN23)ccc1Br>>COc1nc(C2=NOC[C@@H]3[C@H](Oc4ccc(F)cc4C)CCCN23)ccc1-c1ccnc(C)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
457,Suzuki_miyaura,Fc1c(F)c(F)c(Br)c(F)c1F.CC(C)(C)c1ccc2cc(B3OC(C)(C)C(C)(C)O3)cc-2cc1>>CC(C)(C)c1ccc2cc(-c3c(F)c(F)c(F)c(F)c3F)cc-2cc1,Fc1c(F)c(F)c(Br)c(F)c1F.CC(C)(C)c1ccc2cc(B3OC(C)(C)C(C)(C)O3)cc-2cc1>>CC(C)(C)c1ccc2cc(-c3c(F)c(F)c(F)c(F)c3F)cc-2cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
458,Suzuki_miyaura,O=C(Cl)c1ccc(Cl)cc1.Brc1cccs1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(O)c3ccc(Cl)cc3)s2)cc1,O=C(Cl)c1ccc(Cl)cc1.Brc1cccs1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(O)c3ccc(Cl)cc3)s2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar|R2CH-OH,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
459,Suzuki_miyaura,Brc1ccccn1.OB(O)c1ccc(B(O)O)cc1>>c1ccc(-c2ccc(-c3ccccn3)cc2)nc1,Brc1ccccn1.OB(O)c1ccc(B(O)O)cc1>>c1ccc(-c2ccc(-c3ccccn3)cc2)nc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|HeteroAr-H|Pyridine,C-C|C-N,c_c_bond_formation|c_n_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
460,Suzuki_miyaura,CC(C)(C)OC(=O)n1cccc1B(O)O.COc1ccc(C(=C(c2ccccc2)c2ccc(Br)cc2)c2ccc(OC)cc2)cc1>>COc1ccc(C(=C(c2ccccc2)c2ccc(-c3cccn3C(=O)OC(C)(C)C)cc2)c2ccc(OC)cc2)cc1,CC(C)(C)OC(=O)n1cccc1B(O)O.COc1ccc(C(=C(c2ccccc2)c2ccc(Br)cc2)c2ccc(OC)cc2)cc1>>COc1ccc(C(=C(c2ccccc2)c2ccc(-c3cccn3C(=O)OC(C)(C)C)cc2)c2ccc(OC)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
461,Suzuki_miyaura,Nc1ccc(Br)c(Br)n1.COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C>>COc1ccc(-c2nc(N)ccc2Br)cc1C,Nc1ccc(Br)c(Br)n1.COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1C>>COc1ccc(-c2nc(N)ccc2Br)cc1C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
462,Suzuki_miyaura,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1.CC(C)(C)OC(=O)Nc1ccc(Br)cc1C(C)(C)C>>COc1cc(OC)cc(-c2ccc(NC(=O)OC(C)(C)C)c(C(C)(C)C)c2)c1,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1.CC(C)(C)OC(=O)Nc1ccc(Br)cc1C(C)(C)C>>COc1cc(OC)cc(-c2ccc(NC(=O)OC(C)(C)C)c(C(C)(C)C)c2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
463,Suzuki_miyaura,Clc1nc(Cl)c2cccnc2n1.COc1ccc2c(c1)cc(B(O)O)n2C(=O)OC(C)(C)C>>COc1ccc2c(c1)cc(C1=C3CCCN=C3NC(Cl)=N1)n2C(=O)OC(C)(C)C,Clc1nc(Cl)c2cccnc2n1.COc1ccc2c(c1)cc(B(O)O)n2C(=O)OC(C)(C)C>>COc1ccc2c(c1)cc(C1=C3CCCN=C3NC(Cl)=N1)n2C(=O)OC(C)(C)C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl|RCH2-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
464,Suzuki_miyaura,OB(O)c1cccnc1.Clc1nnc(N2CCOCC2)c2nn3ccccc3c12>>c1cncc(-c2nnc(N3CCOCC3)c3nn4ccccc4c23)c1,OB(O)c1cccnc1.Clc1nnc(N2CCOCC2)c2nn3ccccc3c12>>c1cncc(-c2nnc(N3CCOCC3)c3nn4ccccc4c23)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
465,Suzuki_miyaura,OB(O)c1cccc(C(F)(F)F)c1.Brc1ccnc2ccccc12>>FC(F)(F)c1cccc(-c2ccnc3ccccc23)c1,OB(O)c1cccc(C(F)(F)F)c1.Brc1ccnc2ccccc12>>FC(F)(F)c1cccc(-c2ccnc3ccccc23)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
466,Suzuki_miyaura,NC(=O)c1ccc(Br)o1.CC1(C)OB(c2cnn(C3CCCCO3)n2)OC1(C)C>>NC(=O)c1ccc(-c2cnn(C3CCCCO3)n2)o1,NC(=O)c1ccc(Br)o1.CC1(C)OB(c2cnn(C3CCCCO3)n2)OC1(C)C>>NC(=O)c1ccc(-c2cnn(C3CCCCO3)n2)o1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
467,Suzuki_miyaura,OB(O)c1ccc(F)c(F)c1.COC(=O)c1ccc(-c2cn(-c3cncc(Br)c3)nn2)cc1>>COC(=O)c1ccc(-c2cn(-c3cncc(-c4ccc(F)c(F)c4)c3)nn2)cc1,OB(O)c1ccc(F)c(F)c1.COC(=O)c1ccc(-c2cn(-c3cncc(Br)c3)nn2)cc1>>COC(=O)c1ccc(-c2cn(-c3cncc(-c4ccc(F)c(F)c4)c3)nn2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
468,Suzuki_miyaura,OB(O)c1ccccc1.Brc1ccccc1>>c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.Brc1ccccc1>>c1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
469,Suzuki_miyaura,O=Cc1c(F)cccc1B(O)O.Cl.Clc1ccc2c(Br)ccnc2c1>>O=Cc1c(F)cccc1-c1ccnc2ccccc12,O=Cc1c(F)cccc1B(O)O.Clc1ccc2c(Br)ccnc2c1>>O=Cc1c(F)cccc1-c1ccnc2ccccc12,1,0,1,eligible_taxonomy_benchmark,0,Ar-Ar|HeteroAr-H|Quinoline,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
470,Suzuki_miyaura,C=Cc1ccccc1Br.CC(C)(C)OC(=O)Nc1ccccc1B(O)O>>C=Cc1ccccc1-c1ccccc1NC(=O)OC(C)(C)C,C=Cc1ccccc1Br.CC(C)(C)OC(=O)Nc1ccccc1B(O)O>>C=Cc1ccccc1-c1ccccc1NC(=O)OC(C)(C)C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
471,Suzuki_miyaura,Brc1ccc2oc3ccc(Br)cc3c2c1.COc1ccc(OC)c(B(O)O)c1>>COc1ccc(OC)c(-c2ccc3oc4ccc(-c5cc(OC)ccc5OC)cc4c3c2)c1,Brc1ccc2oc3ccc(Br)cc3c2c1.COc1ccc(OC)c(B(O)O)c1>>COc1ccc(OC)c(-c2ccc3oc4ccc(-c5cc(OC)ccc5OC)cc4c3c2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-OR,C-C|C-O,c_c_bond_formation|c_o_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
472,Suzuki_miyaura,Cc1ccc2ccccc2c1I.CCOC(=O)/C=C(\C)B1OC(C)(C)C(C)(C)O1.CCOC(=O)/C=C(/C)B1OC(C)(C)C(C)(C)O1>>CCOC(=O)C=C(C)c1c(C)ccc2ccccc12,Cc1ccc2ccccc2c1I.CCOC(=O)/C=C(\C)B1OC(C)(C)C(C)(C)O1.CCOC(=O)/C=C(/C)B1OC(C)(C)C(C)(C)O1>>CCOC(=O)C=C(C)c1c(C)ccc2ccccc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
473,Suzuki_miyaura,COc1cc(Br)c(C=O)cc1O.OB(O)c1cccc(-c2ccccc2)c1>>COc1cc(-c2cccc(-c3ccccc3)c2)c(C=O)cc1O,COc1cc(Br)c(C=O)cc1O.OB(O)c1cccc(-c2ccccc2)c1>>COc1cc(-c2cccc(-c3ccccc3)c2)c(C=O)cc1O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
474,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
475,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
476,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(Br)c(C#C[Si](C)(C)C)c1>>Cc1ccc(-c2ccccc2)c(C#C[Si](C)(C)C)c1,OB(O)c1ccccc1.Cc1ccc(Br)c(C#C[Si](C)(C)C)c1>>Cc1ccc(-c2ccccc2)c(C#C[Si](C)(C)C)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
477,Multi-Event:LGDisp+C-C,Cc1ccc(B(O)O)cc1.FC(F)(F)C(F)(/C=C(\I)c1ccccc1)CCl>>Cc1ccc(/C(=C\C(F)(CCl)C(F)(F)F)c2ccccc2)cc1,Cc1ccc(B(O)O)cc1.FC(F)(F)C(F)(/C=C(\I)c1ccccc1)CCl>>Cc1ccc(/C(=C\C(F)(CCl)C(F)(F)F)c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
478,Suzuki_miyaura,Clc1cccnc1.COc1ccc(B(O)O)cn1>>COc1ccc(-c2cccnc2)cn1,Clc1cccnc1.COc1ccc(B(O)O)cn1>>COc1ccc(-c2cccnc2)cn1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
479,Suzuki_miyaura,Nc1cccnc1Br.CC1(C)OB(c2ccc3[nH]ccc3c2)OC1(C)C>>Nc1cccnc1-c1ccc2[nH]ccc2c1,Nc1cccnc1Br.CC1(C)OB(c2ccc3[nH]ccc3c2)OC1(C)C>>Nc1cccnc1-c1ccc2[nH]ccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
