sample_row,detected_reaction_type,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,formed_motifs,formed_bond_classes,event_kinds,potential_scope_issue,decision
45,Suzuki_miyaura,O=[N+]([O-])c1ccccc1Cl.Cc1ccccc1B(O)O>>Cc1ccccc1-c1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1Cl.Cc1ccccc1B(O)O>>Cc1ccccc1-c1ccccc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
46,Suzuki_miyaura,CC1(C)OB(c2ccncc2)OC1(C)C.Clc1nccn2c(I)c(-c3ccccc3)nc12>>Clc1nccn2c(-c3ccncc3)c(-c3ccccc3)nc12,CC1(C)OB(c2ccncc2)OC1(C)C.Clc1nccn2c(I)c(-c3ccccc3)nc12>>Clc1nccn2c(-c3ccncc3)c(-c3ccccc3)nc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
47,Suzuki_miyaura,OB(O)c1ccc(F)cc1.O=c1c2cc(Br)ccc2sc2ccc(Br)cc12>>O=c1c2cc(-c3ccc(F)cc3)ccc2sc2ccc(-c3ccc(F)cc3)cc12,OB(O)c1ccc(F)cc1.O=c1c2cc(Br)ccc2sc2ccc(Br)cc12>>O=c1c2cc(-c3ccc(F)cc3)ccc2sc2ccc(-c3ccc(F)cc3)cc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-F,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
48,Multi-Event:LGDisp+C-C,OB(O)c1ccccc1.C=CP(=O)(OCC)OCC.O=S(=O)([O-])C(F)(F)F.c1ccc2c(c1)[I+]c1ccccc1-2>>CCOP(=O)(/C=C/c1ccccc1-c1ccccc1-c1ccccc1)OCC,OB(O)c1ccccc1.C=CP(=O)(OCC)OCC.O=S(=O)([O-])C(F)(F)F.c1ccc2c(c1)[I+]c1ccccc1-2>>CCOP(=O)(/C=C/c1ccccc1-c1ccccc1-c1ccccc1)OCC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl|Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
49,Multi-Event:LGDisp+C-C,CCCCI.C=CC(=O)N(C)C.Cc1ccccc1B(O)O>>CCCCc1cccc(C)c1/C=C/C(=O)N(C)C,CCCCI.C=CC(=O)N(C)C.Cc1ccccc1B(O)O>>CCCCc1cccc(C)c1/C=C/C(=O)N(C)C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl|Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
50,Suzuki_miyaura,CC1(C)OB(c2cnn(C3CCCCO3)c2)OC1(C)C.COc1cc(N2CCN(C)CC2)c(Br)cc1[N+](=O)[O-]>>COc1cc(N2CCN(C)CC2)c(-c2cnn(C3CCCCO3)c2)cc1[N+](=O)[O-],CC1(C)OB(c2cnn(C3CCCCO3)c2)OC1(C)C.COc1cc(N2CCN(C)CC2)c(Br)cc1[N+](=O)[O-]>>COc1cc(N2CCN(C)CC2)c(-c2cnn(C3CCCCO3)c2)cc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
51,Suzuki_miyaura,OB(O)c1ccncc1.COc1c(Br)cc(OC)c2c1c(CCNC(=O)OC(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1>>COc1c(-c2ccncc2)cc(OC)c2c1c(CCNC(=O)OC(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1,OB(O)c1ccncc1.COc1c(Br)cc(OC)c2c1c(CCNC(=O)OC(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1>>COc1c(-c2ccncc2)cc(OC)c2c1c(CCNC(=O)OC(C)(C)C)cn2S(=O)(=O)c1ccc(C)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
52,Suzuki_miyaura,Clc1ccc(Cl)cc1.OB(O)c1cccc2ccccc12>>c1ccc2c(-c3ccc(-c4cccc5ccccc45)cc3)cccc2c1,Clc1ccc(Cl)cc1.OB(O)c1cccc2ccccc12>>c1ccc2c(-c3ccc(-c4cccc5ccccc45)cc3)cccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
53,Suzuki_miyaura,OB(O)c1ccccc1F.Cc1sccc1Br>>Cc1sccc1-c1ccccc1F,OB(O)c1ccccc1F.Cc1sccc1Br>>Cc1sccc1-c1ccccc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
54,Suzuki_miyaura,C=C(Br)[C@H]1COC(C)(C)O1.CC(C)(C)[Si](C)(C)c1occ(B(O)O)c1C(=O)O>>C=C(c1coc([Si](C)(C)C(C)(C)C)c1C(=O)O)[C@H]1COC(C)(C)O1,C=C(Br)[C@H]1COC(C)(C)O1.CC(C)(C)[Si](C)(C)c1occ(B(O)O)c1C(=O)O>>C=C(c1coc([Si](C)(C)C(C)(C)C)c1C(=O)O)[C@H]1COC(C)(C)O1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
55,Suzuki_miyaura,COc1ccc2ccccc2c1Br.Cc1ccccc1B(O)O>>COc1ccc2ccccc2c1-c1ccccc1C,COc1ccc2ccccc2c1Br.Cc1ccccc1B(O)O>>COc1ccc2ccccc2c1-c1ccccc1C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
56,Suzuki_miyaura,OB(O)c1ccccc1.CC(=O)CC/C=C(/c1ccc(Br)cc1)N(Cc1ccccc1)C(C)=O>>CC(=O)CC/C=C(/c1ccc(-c2ccccc2)cc1)N(Cc1ccccc1)C(C)=O,OB(O)c1ccccc1.CC(=O)CC/C=C(/c1ccc(Br)cc1)N(Cc1ccccc1)C(C)=O>>CC(=O)CC/C=C(/c1ccc(-c2ccccc2)cc1)N(Cc1ccccc1)C(C)=O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
57,Multi-Event:LGDisp+C-C,Brc1cnc2ccccc2c1.Cc1cc(C)cc(C#CB2OC(C)(C)C(C)(C)O2)c1>>Cc1cc(C)cc(C#Cc2cnc3ccccc3c2)c1,Brc1cnc2ccccc2c1.Cc1cc(C)cc(C#CB2OC(C)(C)C(C)(C)O2)c1>>Cc1cc(C)cc(C#Cc2cnc3ccccc3c2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkynyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
58,Suzuki_miyaura,COc1ccccc1Cl.Cc1ccccc1B(O)O>>COc1ccccc1-c1ccccc1C,COc1ccccc1Cl.Cc1ccccc1B(O)O>>COc1ccccc1-c1ccccc1C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
59,Suzuki_miyaura,OB(O)c1ccccc1.O=C(CC1c2ccccc2-n2cc(Br)c3cccc1c32)c1ccccc1>>O=C(CC1c2ccccc2-n2cc(-c3ccccc3)c3cccc1c32)c1ccccc1,OB(O)c1ccccc1.O=C(CC1c2ccccc2-n2cc(Br)c3cccc1c32)c1ccccc1>>O=C(CC1c2ccccc2-n2cc(-c3ccccc3)c3cccc1c32)c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
60,Aromatic_Halogen_Exchange,Cc1ncccc1Br.FC1=N[C-]([B+3]([F-])([F-])[F-])=CC=C1.[K+]>>Cc1ncccc1-c1cccc(F)n1,Cc1ncccc1Br>>Cc1ncccc1-c1cccc(F)n1,1,0,2,eligible_taxonomy_benchmark,0,Ar-Ar|HeteroAr-F|HeteroAr-H|Pyridine,C-C,c_c_bond_formation|intramolecular_likely|leaving_group_displacement|ring_closure_or_annulation,,kept
61,Suzuki_miyaura,OB(O)c1ccc(F)cc1.O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(I)cc1)CC2>>O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)CC2,OB(O)c1ccc(F)cc1.O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(I)cc1)CC2>>O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)CC2,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
62,Suzuki_miyaura,Cc1ccc(B(O)O)cc1.Brc1cc(Br)cc(C#Cc2cc(Br)cc(Br)c2)c1>>Cc1ccc(-c2cc(C#Cc3cc(-c4ccc(C)cc4)cc(-c4ccc(C)cc4)c3)cc(-c3ccc(C)cc3)c2)cc1,Cc1ccc(B(O)O)cc1.Brc1cc(Br)cc(C#Cc2cc(Br)cc(Br)c2)c1>>Cc1ccc(-c2cc(C#Cc3cc(-c4ccc(C)cc4)cc(-c4ccc(C)cc4)c3)cc(-c3ccc(C)cc3)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
63,Suzuki_miyaura,O=S(=O)(c1ccc(Br)cc1)N1CCOCC1.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)N1CCOCC1,O=S(=O)(c1ccc(Br)cc1)N1CCOCC1.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)N1CCOCC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
64,Suzuki_miyaura,OB(O)c1ccccc1.O=c1c2ccc(F)cc2c(I)c2n1CCC2>>O=c1c2ccc(F)cc2c(-c2ccccc2)c2n1CCC2,OB(O)c1ccccc1.O=c1c2ccc(F)cc2c(I)c2n1CCC2>>O=c1c2ccc(F)cc2c(-c2ccccc2)c2n1CCC2,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
65,Suzuki_miyaura,CC[C@@H](CB1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1.COC(=O)c1ccc(Br)cc1>>CC[C@@H](Cc1ccc(C(=O)OC)cc1)c1ccc(OC)cc1,CC[C@@H](CB1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1.COC(=O)c1ccc(Br)cc1>>CC[C@@H](Cc1ccc(C(=O)OC)cc1)c1ccc(OC)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
66,Multi-Event:LGDisp+C-C,BrC1CCCCCC1.CC1(C)OB(c2ccccc2)OC1(C)C>>c1ccc(C2CCCCCC2)cc1,BrC1CCCCCC1.CC1(C)OB(c2ccccc2)OC1(C)C>>c1ccc(C2CCCCCC2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
67,Suzuki_miyaura,N#Cc1ccc(B(O)O)cc1.CCOC(=O)[C@@H]1[C@@H](C)[C@@]12C(=O)Nc1ccc(Br)cc12>>CCOC(=O)[C@@H]1[C@@H](C)[C@@]12C(=O)Nc1ccc(-c3ccc(C#N)cc3)cc12,N#Cc1ccc(B(O)O)cc1.CCOC(=O)[C@@H]1[C@@H](C)[C@@]12C(=O)Nc1ccc(Br)cc12>>CCOC(=O)[C@@H]1[C@@H](C)[C@@]12C(=O)Nc1ccc(-c3ccc(C#N)cc3)cc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
68,Suzuki_miyaura,Cc1ccc(N)c(Br)c1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2cc(C)ccc2N)cc1,Cc1ccc(N)c(Br)c1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2cc(C)ccc2N)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
69,Suzuki_miyaura,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F.Cc1nc(N)nc2ccc(Br)cc12>>COc1ncc(-c2ccc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F.Cc1nc(N)nc2ccc(Br)cc12>>COc1ncc(-c2ccc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
70,Suzuki_miyaura,O=Cc1ccccc1B(O)O.COc1ccc(C#Cc2ccc(Cl)cc2Br)cc1>>COc1ccc(C#Cc2ccc(Cl)cc2-c2ccccc2C=O)cc1,O=Cc1ccccc1B(O)O.COc1ccc(C#Cc2ccc(Cl)cc2Br)cc1>>COc1ccc(C#Cc2ccc(Cl)cc2-c2ccccc2C=O)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
71,Suzuki_miyaura,COc1ccccc1B(O)O.CCOP(=O)(OCC)c1ccc2ccccc2c1Br>>CCOP(=O)(OCC)c1ccc2ccccc2c1-c1ccccc1OC,COc1ccccc1B(O)O.CCOP(=O)(OCC)c1ccc2ccccc2c1Br>>CCOP(=O)(OCC)c1ccc2ccccc2c1-c1ccccc1OC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
72,Suzuki_miyaura,Brc1ccccc1.CC1(C)OB(c2ccc(N=S(C)(C)=O)cc2)OC1(C)C>>CS(C)(=O)=Nc1ccc(-c2ccccc2)cc1,Brc1ccccc1.CC1(C)OB(c2ccc(N=S(C)(C)=O)cc2)OC1(C)C>>CS(C)(=O)=Nc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
73,Suzuki_miyaura,OB(O)c1ccc(F)cc1.Brc1nncnn1>>Fc1ccc(-c2nncnn2)cc1,OB(O)c1ccc(F)cc1.Brc1nncnn1>>Fc1ccc(-c2nncnn2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
74,Suzuki_miyaura,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F.OCCn1cc(Nc2ncnc3ccc(Br)cc23)cn1>>COc1ncc(-c2ccc3ncnc(Nc4cnn(CCO)c4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,COc1ncc(B2OC(C)(C)C(C)(C)O2)cc1NS(=O)(=O)c1ccc(F)cc1F.OCCn1cc(Nc2ncnc3ccc(Br)cc23)cn1>>COc1ncc(-c2ccc3ncnc(Nc4cnn(CCO)c4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Pyrazole,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
75,Suzuki_miyaura,OB(O)c1ccoc1.Cc1c([N+](=O)[O-])c(=O)n(-c2cccc(Br)c2)n1C>>Cc1c([N+](=O)[O-])c(=O)n(-c2cccc(-c3ccoc3)c2)n1C,OB(O)c1ccoc1.Cc1c([N+](=O)[O-])c(=O)n(-c2cccc(Br)c2)n1C>>Cc1c([N+](=O)[O-])c(=O)n(-c2cccc(-c3ccoc3)c2)n1C,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
76,Suzuki_miyaura,OB(O)c1ccccc1.Brc1c2ccccc2cc2ccccc12>>c1ccc(-c2c3ccccc3cc3ccccc23)cc1,OB(O)c1ccccc1.Brc1c2ccccc2cc2ccccc12>>c1ccc(-c2c3ccccc3cc3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
77,Suzuki_miyaura,Cc1cc(C)c(Cl)c(C)c1.Cc1ccc2ccccc2c1B(O)O>>Cc1cc(C)c(-c2c(C)ccc3ccccc23)c(C)c1,Cc1cc(C)c(Cl)c(C)c1.Cc1ccc2ccccc2c1B(O)O>>Cc1cc(C)c(-c2c(C)ccc3ccccc23)c(C)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
78,Suzuki_miyaura,Brc1c(OCc2ccccc2)ccc2ccccc12.OB(O)c1ccccc1O.O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F>>O=S(=O)(Oc1ccccc1-c1c(OCc2ccccc2)ccc2ccccc12)C(F)(F)F,Brc1c(OCc2ccccc2)ccc2ccccc12.OB(O)c1ccccc1O.O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F>>O=S(=O)(Oc1ccccc1-c1c(OCc2ccccc2)ccc2ccccc12)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-OTf,C-C|O-S,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
79,Event:LGDisp,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CC(C)(C)OC(=O)N1CC2(CC(I)C2)C1>>CC(C)(C)OC(=O)N1CC2(CC(B3OC(C)(C)C(C)(C)O3)C2)C1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CC(C)(C)OC(=O)N1CC2(CC(I)C2)C1>>CC(C)(C)OC(=O)N1CC2(CC(B3OC(C)(C)C(C)(C)O3)C2)C1,0,0,0,eligible_taxonomy_benchmark,0,Alkyl-Bpin,B-C,intermolecular_or_multi_component|leaving_group_displacement,borylation_like_non_suzuki_cc,kept
80,Kumada,OB(O)c1ccccc1.O=Cc1ccc2ccccc2c1Br.CC(C)[Mg]Br>>C=C(C)C(=O)c1ccc2ccccc2c1-c1ccccc1,OB(O)c1ccccc1.O=Cc1ccc2ccccc2c1Br.CC(C)[Mg]Br>>C=C(C)C(=O)c1ccc2ccccc2c1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Alkenyl-COR|Alkyl-Alkenyl|Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
81,Suzuki_miyaura,COc1cccc(Br)c1.O=[N+]([O-])c1cccc(B(O)O)c1>>COc1cccc(-c2cccc([N+](=O)[O-])c2)c1,COc1cccc(Br)c1.O=[N+]([O-])c1cccc(B(O)O)c1>>COc1cccc(-c2cccc([N+](=O)[O-])c2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
82,Kumada,Fc1ccc([Mg]Br)cc1.O=Cc1ccc(Br)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(O)c3ccc(F)cc3)cc2)cc1,Fc1ccc([Mg]Br)cc1.O=Cc1ccc(Br)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(O)c3ccc(F)cc3)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar|R2CH-OH,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
83,Suzuki_miyaura,OB(O)c1ccsc1.Brc1csc(N2CCOCC2)n1>>c1cc(-c2csc(N3CCOCC3)n2)cs1,OB(O)c1ccsc1.Brc1csc(N2CCOCC2)n1>>c1cc(-c2csc(N3CCOCC3)n2)cs1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
84,Suzuki_miyaura,Cc1ccc(Cl)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Cc1ccc(Cl)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
85,Suzuki_miyaura,C/C(=C\I)CCO.COc1ccc(Nc2ccccc2)c(B2OC(C)(C)C(C)(C)O2)c1>>COc1ccc(Nc2ccccc2)c(/C=C(\C)CCO)c1,C/C(=C\I)CCO.COc1ccc(Nc2ccccc2)c(B2OC(C)(C)C(C)(C)O2)c1>>COc1ccc(Nc2ccccc2)c(/C=C(\C)CCO)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
86,Suzuki_miyaura,OB(O)c1ccccc1.CCc1cccc2c(Br)ccnc12>>CCc1cccc2c(-c3ccccc3)ccnc12,OB(O)c1ccccc1.CCc1cccc2c(Br)ccnc12>>CCc1cccc2c(-c3ccccc3)ccnc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
87,Suzuki_miyaura,CC1(C)COB(c2ccc3ccc4cccc5ccc2c3c45)OC1.Cn1c(=O)nc2n(C)c3ccc(Br)cc3c(-c3ccccc3)c-2c1=O>>Cn1c(=O)nc2n(C)c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)cc3c(-c3ccccc3)c-2c1=O,CC1(C)COB(c2ccc3ccc4cccc5ccc2c3c45)OC1.Cn1c(=O)nc2n(C)c3ccc(Br)cc3c(-c3ccccc3)c-2c1=O>>Cn1c(=O)nc2n(C)c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)cc3c(-c3ccccc3)c-2c1=O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
88,Event:Ann,Cc1cnc(C)c(Cl)n1.CN12CC(=O)[O-][B+3]1([C-]1=CC=CC=N1)[O-]C(=O)C2>>Cc1cnc(C)c(-c2ccccn2)n1,Cc1cnc(C)c(Cl)n1.CN12CC(=O)[O-][B+3]1([C-]1=CC=CC=N1)[O-]C(=O)C2>>Cc1cnc(C)c(-c2ccccn2)n1,0,0,0,exclude_unparseable_components,1,,,,,routing_excluded
89,Suzuki_miyaura,COc1ccc(B(O)O)cc1C(F)(F)F.O=S1(=O)NCc2cccc(Br)c2O1>>COc1ccc(-c2cccc3c2OS(=O)(=O)NC3)cc1C(F)(F)F,COc1ccc(B(O)O)cc1C(F)(F)F.O=S1(=O)NCc2cccc(Br)c2O1>>COc1ccc(-c2cccc3c2OS(=O)(=O)NC3)cc1C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
90,Suzuki_miyaura,Brc1cnn(Cc2ccccc2)c1.Cn1ccc2cc(B(O)O)ccc21>>Cn1ccc2cc(-c3cnn(Cc4ccccc4)c3)ccc21,Brc1cnn(Cc2ccccc2)c1.Cn1ccc2cc(B(O)O)ccc21>>Cn1ccc2cc(-c3cnn(Cc4ccccc4)c3)ccc21,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
91,Suzuki_miyaura,CCNC(=O)Nc1nc2cc(Br)c(=O)n(C(C)C)c2s1.CCn1ccc(B(O)O)cc1=O>>CCNC(=O)Nc1nc2cc(-c3ccn(CC)c(=O)c3)c(=O)n(C(C)C)c2s1,CCNC(=O)Nc1nc2cc(Br)c(=O)n(C(C)C)c2s1.CCn1ccc(B(O)O)cc1=O>>CCNC(=O)Nc1nc2cc(-c3ccn(CC)c(=O)c3)c(=O)n(C(C)C)c2s1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
92,Suzuki_miyaura,FC(F)(F)c1ccc(Cl)nc1.OB(O)c1ccc(F)cc1F>>Fc1ccc(-c2ccc(C(F)(F)F)cn2)c(F)c1,FC(F)(F)c1ccc(Cl)nc1.OB(O)c1ccc(F)cc1F>>Fc1ccc(-c2ccc(C(F)(F)F)cn2)c(F)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
93,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(O)cc1Br>>Cc1ccc(O)cc1-c1ccccc1,OB(O)c1ccccc1.Cc1ccc(O)cc1Br>>Cc1ccc(O)cc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
94,Suzuki_miyaura,Brc1cccc2cccnc12.O=Cc1ccc2ccccc2c1B(O)O>>O=Cc1ccc2ccccc2c1-c1cccc2cccnc12,Brc1cccc2cccnc12.O=Cc1ccc2ccccc2c1B(O)O>>O=Cc1ccc2ccccc2c1-c1cccc2cccnc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
95,Suzuki_miyaura,OB(O)c1ccccc1.Nc1cc([N+](=O)[O-])ccc1Br>>Nc1cc([N+](=O)[O-])ccc1-c1ccccc1,OB(O)c1ccccc1.Nc1cc([N+](=O)[O-])ccc1Br>>Nc1cc([N+](=O)[O-])ccc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
