canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status
CN1CCNCC1.COc1ccc(C=O)cc1O.N#CS.Nc1ccc(F)c(Cl)c1.Nc1ccccc1C(=O)O.O=C(O)CS.[K]>>COc1ccc(C2SCC(=O)N2c2ccccc2C(=O)Nc2nc3ccc(F)c(N4CCN(C)CC4)c3s2)cc1O,(Ar¹–C(O)OH + Ar²–NH₂) OR (Ar¹–C(O)OH + Ar²–OH) OR (Ar¹–CH=O + Ar²–NH₂) OR (Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–NH₂) OR (Ar¹–Cl + Ar²–OH) OR (Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–NH₂) OR (Ar¹–F + Ar²–OH) OR (Ar–C(O)OH + Alkynyl–SH) OR (Ar–C(O)OH + R¹R²–NH) OR (Ar–C(O)OH + R–SH) OR (Ar–CH=O + R¹R²–NH) OR (Ar–Cl + Alkynyl–SH) OR (Ar–Cl + R¹R²–NH) OR (Ar–Cl + R–SH) OR (Ar–F + Alkynyl–SH) OR (Ar–F + R¹R²–NH) OR (Ar–F + R–SH) OR (R¹–C(O)OH + R²R³–NH) OR (R–C(O)OH + Alkynyl–SH) OR (R–C(O)OH + Ar–NH₂) OR (R–C(O)OH + Ar–OH) OR (intramolecular Ar–C(O)OH / Ar–NH₂) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / Ar–NH₂) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / Ar–NH₂) OR (intramolecular R¹–C(O)OH / R²–SH) →,C_S_Coupling,,ambiguous_reactants
Nc1ccccc1S.O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1>>O=C(O)c1cc2c(c([N+](=O)[O-])c1)Nc1ccccc1S2,(Ar¹–C(O)OH + Ar²–NH₂) OR (Ar¹–C(O)OH + Ar²–SH) OR (Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–NH₂) OR (Ar¹–Cl + Ar²–SH) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CC(C)c1ccc(N)c(S)c1.O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1>>CC(C)c1ccc2c(c1)Sc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N2,(Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–NH₂) OR (Ar¹–Cl + Ar²–SH) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1cccc(Cl)c1S.O=Cc1ccc(Cl)cc1>>Cc1cccc(Cl)c1Sc1ccc(C=O)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F.Fc1ccc(S)cc1>>Fc1ccc(Sc2c(F)c(F)cc(F)c2F)cc1,(Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / Ar–SH) →,C_S_Coupling,,ambiguous_reactants
CC(C)(C)OC(=O)OC(=O)c1ccc(F)cc1.Sc1ccc(Sc2ccc(S)cc2)cc1>>CC(C)(C)OC(=O)OC(=O)c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(C(=O)OC(=O)OC(C)(C)C)cc4)cc3)cc2)cc1,(Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) OR (intramolecular Ar–F / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1ccc(S)cc1.FC(F)(F)c1cc(I)cc(C(F)(F)F)c1>>Cc1ccc(Sc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(I)cc1.FC(F)(F)c1ccc(S)cc1>>COc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=Cc1ccc(I)o1.SCc1ccccc1>>O=Cc1ccc(SCc2ccccc2)o1,HeteroAr–I + R–SH → HeteroAr–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Ic1cnn(C2CCCCO2)c1.SC1CCCCC1>>c1nn(C2CCCCO2)cc1SC1CCCCC1,HeteroAr–I + R–SH → HeteroAr–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(I)c(C)c1.Sc1ccccc1Cl>>Cc1ccc(Sc2ccccc2Cl)c(C)c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Cc1cc(Br)cc(F)c1[N+](=O)[O-]>>Cc1cc(Br)cc(SC(C)(C)C)c1[N+](=O)[O-],Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Clc1ccccn1.Nc1ccc(S)cc1>>Nc1ccc(Sc2ccccn2)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCCCCN.Clc1ccc(I)cc1.Sc1ccccc1>>CCCCCCNc1ccc(Sc2ccccc2)cc1,(Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–SH) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (Ar–Cl + R–NH₂) OR (Ar–I + R–NH₂) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CN(C)C=O.O=S(=O)(Oc1ccccc1I)c1ccc(Cl)cc1.Sc1ccc(Cl)cc1>>O=Cc1ccccc1Sc1ccc(Cl)cc1,(Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–SH) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (Ar¹–OTs + Ar²–H) OR (Ar¹–OTs + Ar²–SH) OR (intramolecular Ar¹–Cl / Ar²–H) OR (intramolecular Ar¹–I / Ar²–H) OR (intramolecular Ar¹–OTs / Ar²–H) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / Ar–SH) OR (intramolecular Ar–I / Ar–H) OR (intramolecular Ar–OTs / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CCCCCCCCOc1cc(Br)c(Br)cc1OCCCCCCCC.SC1CCCCC1>>CCCCCCCCOc1cc(SC2CCCCC2)c(SC2CCCCC2)cc1OCCCCCCCC,(Ar–Br + R–SH) OR (intramolecular Ar–Br / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CC(=O)S.NCc1cc(F)ccc1I.O=Cc1ccc(Cl)cc1.[K]>>CC(=O)N1Cc2cc(F)ccc2SC1c1ccc(Cl)cc1,(Ar¹–Cl + Ar²–H) OR (Ar¹–F + Ar²–H) OR (Ar¹–I + Ar²–H) OR (Ar–CH=O + R–NH₂) OR (Ar–Cl + R–C(O)–SH) OR (Ar–Cl + R–NH₂) OR (Ar–F + R–C(O)–SH) OR (Ar–I + R–C(O)–SH) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / R–NH₂) OR (intramolecular Ar–I / Ar–H) OR (intramolecular Ar–I / R–NH₂) →,C_S_Coupling,,ambiguous_reactants
Brc1cnc(Br)c2nsnc12.CCCCCCCCCCCCS>>CCCCCCCCCCCCSc1ncc(Br)c2nsnc12,HeteroAr–Br + R–SH → HeteroAr–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(Cl)cc1.SC12CC3CC(CC(C3)C1)C2>>Cc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Clc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1>>CC(C)(C)Sc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Br)cc(F)c1Br.Sc1ccccc1.[Na]>>CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Br)cc(Sc2ccccc2)c1Br,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1ccc(F)cc1Cl.CS.[Na]>>COC(=O)c1ccc(SC)cc1Cl,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC1(NC(=O)OC(C)(C)C)CCN(c2cnc(Br)c(N)n2)CC1.Sc1ccccc1Br>>CC1(N)CCN(c2cnc(Sc3ccccc3Br)c(N)n2)CC1,(Ar–Br + HeteroAr–H) OR (Ar–Br + HeteroAr–NH₂) OR (Ar–Br + RO–C(O)–NHR) OR (HeteroAr–Br + Ar–H) OR (HeteroAr–Br + Ar–SH) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular HeteroAr–Br / HeteroAr–H) OR (intramolecular HeteroAr–Br / HeteroAr–NH₂) OR (intramolecular HeteroAr–Br / RO–C(O)–NHR) →,C_S_Coupling,,ambiguous_reactants
Cc1cc(-c2ccc(S)cc2)ccc1F.O=c1cc(Cl)[nH]c(=O)n1OCc1ccccc1>>Cc1cc(-c2ccc(Sc3cc(=O)n(OCc4ccccc4)c(=O)[nH]3)cc2)ccc1F,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(F)c(C(=O)N2CCC(C(=O)c3ccc(Br)cc3)CC2)c1.FC(F)(F)Oc1cccc(S)c1>>COc1ccc(F)c(C(=O)N2CCC(C(=O)c3ccc(Sc4cccc(OC(F)(F)F)c4)cc3)CC2)c1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COCCOc1cc2ncnc(Cl)c2cc1OCCOC.Sc1ccc2ccccc2c1>>COCCOc1cc2ncnc(Sc3ccc4ccccc4c3)c2cc1OCCOC,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(I)cc1.O=C(O)CCS>>Cc1ccc(SCCC(=O)O)cc1.Cc1ccc(Sc2ccc(C)cc2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1cc(Cl)ccc1F.Sc1ccccc1Br>>O=[N+]([O-])c1cc(Cl)ccc1Sc1ccccc1Br,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
FC(F)(F)S.Fc1cccc(I)c1.[Ag]>>Fc1cccc(SC(F)(F)F)c1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=O)c1ccccc1I.FC(F)(F)S.[Ag]>>CCOC(=O)c1ccccc1SC(F)(F)F,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc(-c2nc3ccccc3s2)cc1.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccc(-c3nc4ccccc4s3)cc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCS.O=C1OCc2ccc(F)cc2-c2cc(F)ccc21>>CCCSc1ccc2c(c1)-c1cc(F)ccc1COC2=O,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCN(CC)C(=S)S.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.[Na]>>CCN(CC)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Ar–Cl + Alkenyl–SH → Ar–S–Alkenyl; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCS.O=C1OC(=O)c2ccc(Br)c3cccc1c23>>CCSc1ccc2c3c(cccc13)C(=O)OC2=O,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
N#Cc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl.Sc1ccccc1S>>N#Cc1c(Cl)c(Cl)c(C#N)c2c1Sc1ccccc1S2,Event 1: C–S substitution; edits: C–Cl bond cleavage; C–S bond formation; S–H loss | Event 2: C–S substitution; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,,multi_event
Brc1ccc2nsnc2c1.CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)CO[C@H]1S>>CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](Sc2ccc3nsnc3c2)OC[C@@H]1OC(C)=O,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)CO[C@H]1S.O=C(Nc1ccccc1)c1ccccc1I>>CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](Sc2ccccc2C(=O)Nc2ccccc2)OC[C@@H]1OC(C)=O,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Clc1ccnc2cc(OCCCc3ccccc3)ccc12.Nc1ccccc1S>>Nc1ccccc1Sc1ccnc2cc(OCCCc3ccccc3)ccc12,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1ccc(I)cc1.OCCS>>COC(=O)c1ccc(SCCO)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=Cc1c(Cl)c2cc3c4c(c2oc1=O)CCCN4CCC3.Sc1ccncc1>>O=Cc1c(Sc2ccncc2)c2cc3c4c(c2oc1=O)CCCN4CCC3,HeteroAr¹–Cl + HeteroAr²–SH → HeteroAr¹–S–HeteroAr²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)S.Cc1cccc(C)c1N=C1c2nc3c(Br)cccc3cc2CCC1(C)C>>Cc1cccc(C)c1N=C1c2nc3c(SC(C)C)cccc3cc2CCC1(C)C,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccccc1Br.O=C(O)c1ccccc1S>>COc1ccccc1Sc1ccccc1C(=O)O,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(CS)cc1.Fc1nc(F)c(F)c(F)c1F>>Cc1ccc(CSc2c(F)c(F)nc(F)c2F)cc1,HeteroAr–F + R–SH → HeteroAr–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Fc1nc(F)c(F)c(F)c1F.SC1CCCCC1>>Fc1nc(F)c(F)c(SC2CCCCC2)c1F,HeteroAr–F + R–SH → HeteroAr–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCN(CC)C(=O)c1c(F)c(F)c(F)c(F)c1F.SCc1ccccc1>>CCN(CC)C(=O)c1c(F)c(F)c(SCc2ccccc2)c(F)c1F,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc(-c2nc3ccccc3s2)cc1.Sc1ccncc1>>c1ccc2sc(-c3ccc(Sc4ccncc4)cc3)nc2c1,Ar–Br + HeteroAr–SH → Ar–S–HeteroAr; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=c1[nH]c(=O)n(COCc2ccccc2)c(Cl)c1C1CC1.Sc1cc(Cl)cc(Cl)c1>>O=c1[nH]c(=O)n(COCc2ccccc2)c(Sc2cc(Cl)cc(Cl)c2)c1C1CC1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Fc1c(F)c(F)c(S)c(F)c1F.Ic1ccc(-c2ccc(I)cc2)cc1.[Cu]>>Fc1c(F)c(F)c(Sc2ccc(-c3ccc(Sc4c(F)c(F)c(F)c(F)c4F)cc3)cc2)c(F)c1F,(Ar¹–F + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar¹–I / Ar²–H) OR (intramolecular Ar–F / Ar–SH) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1cc(I)c(C)cc1I.Fc1c(F)c(F)c(S)c(F)c1F.[Cu]>>Cc1cc(Sc2c(F)c(F)c(F)c(F)c2F)c(C)cc1Sc1c(F)c(F)c(F)c(F)c1F,(Ar¹–F + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar–F / Ar–SH) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CC(C)(C)S.O=Cc1cc(Br)c(C=O)cc1Br.[Na]>>CC(C)(C)Sc1cc(C=O)c(SC(C)(C)C)cc1C=O,(Ar–Br + R–SH) OR (intramolecular Ar–Br / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CCOC(=S)S.COc1ccc([I+]c2cc([N+](=O)[O-])ccc2OC)cc1.O=S(=O)([O-])C(F)(F)F.[K]>>CCOC(=S)Sc1cc([N+](=O)[O-])ccc1OC,,C_S_Coupling,,unavailable
COC(=S)S.O=S(=O)([O-])C(F)(F)F.[K].c1ccc([I+]c2ccccc2)cc1>>COC(=S)Sc1ccccc1,,C_S_Coupling,,unavailable
COc1cccc(S)c1.Cc1cccc(I)c1>>COc1cccc(Sc2cccc(C)c2)c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCN(CC)CC.O=P(S)(Oc1ccccc1)Oc1ccccc1.FC1=CC(F)=CC([I+]C2=CC(F)=CC(F)=C2)=C1.[F-][B+3]([F-])([F-])[F-]>>O=P(Oc1ccccc1)(Oc1ccccc1)Sc1cc(F)cc(F)c1,,C_S_Coupling,,unavailable
Cc1ccccc1S.N#Cc1ccc(Cl)cc1>>Cc1ccccc1Sc1ccc(C#N)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Fc1ccc(S)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(F)cc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCCCCCCCCCCS.Fc1cccc(Br)c1>>CCCCCCCCCCCCSc1cccc(Br)c1,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)c1ccc(I)cc1.CCCCCCCCCCCS>>CCCCCCCCCCCSc1ccc(C(C)=O)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1cc(F)cc(NS(=O)(=O)c2ccc(Br)c3c2OCCO3)c1.SCc1ccccc1>>COc1cc(F)cc(NS(=O)(=O)c2ccc(SCc3ccccc3)c3c2OCCO3)c1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)OC(=O)Nc1ccc(Br)c2c1CCCC2.SCc1ccccc1>>CC(C)(C)OC(=O)Nc1ccc(SCc2ccccc2)c2c1CCCC2,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(C(=O)O)c(Cl)n1.Sc1ccccc1>>Cc1ccc(C(=O)O)c(Sc2ccccc2)n1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1nn(-c2ccc(F)cc2)c(N)c1I.Sc1ccccc1>>Cc1nn(-c2ccc(F)cc2)c(N)c1Sc1ccccc1,HeteroAr–I + Ar–SH → HeteroAr–S–Ar; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(S)cc1.Clc1ccc(-c2ccccn2)cc1>>COc1ccc(Sc2ccc(-c3ccccn3)cc2)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCS.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>CCCSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1cnc(Br)nc1.CCOC(=O)CCS.Sc1ccccc1>>CCOC(=O)CCSc1cnc(Sc2ccccc2)nc1,Event 1: C–S substitution; edits: C–Br bond cleavage; C–S bond formation; S–H loss | Event 2: C–S substitution; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,,multi_event
Cc1nc2c(Br)cc(Cl)cn2c1[N+](=O)[O-].Sc1ccc(Cl)cc1>>Cc1nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn2c1[N+](=O)[O-],HeteroAr–Br + Ar–SH → HeteroAr–S–Ar; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=S)S.Clc1ccc2nc(Cl)ccc2c1.[K]>>CCOC(=S)Sc1ccc2cc(Cl)ccc2n1,HeteroAr–Cl + Alkenyl–SH → HeteroAr–S–Alkenyl; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CNCC#CC(O)CN1CCCCC1.N.N#CS.O=C(O)c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl>>CN(CC#CC(O)CN1CCCCC1)c1nc(=O)c2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1,(Ar–C(O)OH + Alkynyl–SH) OR (Ar–C(O)OH + NH₃) OR (Ar–C(O)OH + R¹R²–NH) OR (Ar–C(O)OH + R–OH) OR (Ar–Cl + Alkynyl–SH) OR (Ar–Cl + NH₃) OR (Ar–Cl + R¹R²–NH) OR (Ar–Cl + R–OH) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
N#Cc1c(F)cccc1Br.SCc1ccccc1>>N#Cc1c(Br)cccc1SCc1ccccc1,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(S)cc1.Fc1nc(F)c(F)c(F)c1F>>Cc1ccc(Sc2nc(Sc3ccc(C)cc3)c(Sc3ccc(C)cc3)c(Sc3ccc(C)cc3)c2Sc2ccc(C)cc2)cc1,(HeteroAr–F + Ar–H) OR (HeteroAr–F + Ar–SH) →,C_S_Coupling,,ambiguous_reactants
Cc1ccc(S)cc1.O=Cc1ccccc1Br>>Cc1ccc(Sc2ccccc2C=O)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)S.Cc1cccc(C)c1I.[K]>>CC(=O)Sc1c(C)cccc1C,Ar–I + R–C(O)–SH → Ar–S–C(O)–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
N#CC[Se]c1nc(N)c(Br)c(N)c1C#N.Sc1ccc(Cl)cc1>>N#Cc1c([Se][Se]c2nc(N)c(Sc3ccc(Cl)cc3)c(N)c2C#N)nc(N)c(Sc2ccc(Cl)cc2)c1N,(Ar–Cl + HeteroAr–NH₂) OR (Ar–Cl + activated C–H) OR (HeteroAr–Br + Ar–H) OR (HeteroAr–Br + Ar–SH) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / Ar–SH) OR (intramolecular HeteroAr–Br / HeteroAr–NH₂) OR (intramolecular HeteroAr–Br / activated C–H) →,C_S_Coupling,,ambiguous_reactants
Fc1ccc(S)cc1.Ic1ccc2nccnc2c1>>Fc1ccc(Sc2ccc3nccnc3c2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1ccsc1Cl.SCc1ccccc1>>O=[N+]([O-])c1ccsc1SCc1ccccc1,HeteroAr–Cl + R–SH → HeteroAr–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(S)cc1.N#Cc1ccc(Cl)cn1>>COc1ccc(Sc2ccc(C#N)nc2)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc2ncccc2c1.CC(C)(C)c1ccc(S)cc1>>CC(C)(C)c1ccc(Sc2ccc3ncccc3c2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1cccc2cncnc12.COc1ccc(S)cc1>>COc1ccc(Sc2cccc3cncnc23)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
