cluster_rank,cluster_count,cluster_id,motif_signature,event_signature,recommended_action,source_file,source_path,row_number,reaction_id,source_reaction_label,reaction_type,quality_level,quality_score,reasons,unclassified_motifs,outside_taxonomy_motifs,reaction_key,reaction_smiles
3,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,908,31-048-CAS-20295011,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc2ccccc2c1>>BrCc1ccc2ccccc2c1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1
3,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,898,31-048-CAS-20294998,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cc(Br)cc(Br)c1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cc(Br)cc(Br)c1
3,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,906,31-048-CAS-20295007,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccccc1>>BrCc1ccccc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1
3,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,902,31-048-CAS-20295002,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-Alkyl,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.Cc1ccc(CO)cc1>>Cc1ccc(CBr)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1
3,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,903,31-048-CAS-20295003,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-OR,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(CO)cc1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(CBr)cc1
4,8,Ar-Alkyl -> Ar-Br|Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Ar-Br|Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,527,31-084-CAS-11225091,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C | bond_formed_labeled: Br-C(ar); Br-C | spectators: Ar-OH|Ar-OR,Cc1cc(O)c(C)c2c1OC(C)(C)CC2>>Cc1c(Br)c(O)c(CBr)c2c1OC(C)(C)CC2
4,8,Ar-Alkyl -> Ar-Br|Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Ar-Br|Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,555,31-084-CAS-8250238,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C; Br-C | bond_formed_labeled: Br-C(ar); Br-C; Br-C | spectators: Ar-OR,COc1cccc(C)c1C>>COc1ccc(Br)c(CBr)c1CBr
4,8,Ar-Alkyl -> Ar-Br|Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Ar-Br|Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,536,31-084-CAS-1863294,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C(ar); Br-C; Br-C(ar); Br-C(ar) | bond_formed_labeled: Br-C(ar); Br-C(ar); Br-C; Br-C(ar); Br-C(ar) | spectators: Ar-OH,Cc1ccc(O)cc1>>Oc1c(Br)c(Br)c(CBr)c(Br)c1Br
4,8,Ar-Alkyl -> Ar-Br|Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Ar-Br|Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,552,31-084-CAS-7347013,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C; Br-C | bond_formed_labeled: Br-C(ar); Br-C; Br-C | spectators: Ar-OR,CCCCCCCCCCCCCCCCCCOc1ccc(OCCCCCCCCCCCCCCCCCC)c(C)c1C>>CCCCCCCCCCCCCCCCCCOc1cc(Br)c(OCCCCCCCCCCCCCCCCCC)c(CBr)c1CBr
4,8,Ar-Alkyl -> Ar-Br|Bn-Br || events:intramolecular_likely,Ar-Alkyl -> Ar-Br|Bn-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,547,31-084-CAS-5943230,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C | bond_formed_labeled: Br-C(ar); Br-C | spectators: Ar-NHCOR|Ar-OH,Cc1cc(NC(=O)c2ccccc2)cc(C)c1O>>Cc1cc(NC(=O)c2ccccc2)c(Br)c(CBr)c1O
5,7,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,319,31-310-CAS-9484201,Addition of Hydrazine Derivatives to Carbonyl Compounds,Event:C-N,high,1.0,motif_outside_reaction_taxonomy,,Alkyl-H|Ar-C=N,|Ar-COR -> Ar-C=N | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O,CC(=NO)C(=O)c1ccccc1.CCCOP(=O)(NN)c1ccccc1>>CCCOP(=O)(NN=C(C(C)=NO)c1ccccc1)c1ccccc1
5,7,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,304,31-310-CAS-14022464,Addition of Hydrazine Derivatives to Carbonyl Compounds,Event:C-N,high,1.0,motif_outside_reaction_taxonomy,,Alkyl-H|Ar-C=N,|Ar-COR -> Ar-C=N | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O,CC(=NO)C(=O)c1ccccc1.CCCCCOP(=O)(NN)c1ccccc1>>CCCCCOP(=O)(NN=C(C(C)=NO)c1ccccc1)c1ccccc1
5,7,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,308,31-310-CAS-2495362,Addition of Hydrazine Derivatives to Carbonyl Compounds,Event:C-N,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H|Ar-C=N,|Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,CC(=NO)C(=O)c1ccccc1.CC(C)COP(=O)(NN)c1ccccc1>>CC(=NO)C(=NNP(=O)(OCC(C)C)c1ccccc1)c1ccccc1
5,7,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,313,31-310-CAS-4905404,Addition of Hydrazine Derivatives to Carbonyl Compounds,Event:C-N,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H|Ar-C=N,|Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,CC(=NO)C(=O)c1ccccc1.CCCN(CCC)P(=O)(NN)c1ccccc1>>CCCN(CCC)P(=O)(NN=C(C(C)=NO)c1ccccc1)c1ccccc1
5,7,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,314,31-310-CAS-5199463,Addition of Hydrazine Derivatives to Carbonyl Compounds,Event:C-N,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-H|Ar-C=N,|Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,CC(=NO)C(=O)c1ccccc1.CC(C)CN(CC(C)C)P(=O)(NN)c1ccccc1>>CC(=NO)C(=NNP(=O)(c1ccccc1)N(CC(C)C)CC(C)C)c1ccccc1
6,7,none -> R2CH-Br || events:intramolecular_likely,none -> R2CH-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,610,31-119-CAS-2301499,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|[] -> R2CH-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | spectators: Alkenyl-Cl|Ar-Alkyl|Ar-COR|R_acidic-H,Cc1ccc(C(=O)CC(Cl)=C(Cl)Cl)cc1>>Cc1ccc(C(=O)C(Br)C(Cl)=C(Cl)Cl)cc1
6,7,none -> R2CH-Br || events:intramolecular_likely,none -> R2CH-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,562,31-119-CAS-10253773,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|[] -> R2CH-Br | bond_formed: Br-C; Br-C | bond_formed_labeled: Br-C; Br-C | spectators: Alkenyl-COR|R3C-CO2H|R_acidic-H,CC1(C)CC(=O)C2=C(C1)CC1(C)CC(C)(C)CC2(C(=O)O)C1>>CC1(C)CC2(C(=O)O)CC(C)(C1)C(Br)C1=C2C(=O)C(Br)C(C)(C)C1
6,7,none -> R2CH-Br || events:intramolecular_likely,none -> R2CH-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,573,31-119-CAS-12644083,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|[] -> R2CH-Br | bond_formed: Br-C; Br-C | bond_formed_labeled: Br-C; Br-C | spectators: Alkenyl-Br|Alkenyl-COR|Alkenyl-NR2|R2CH-NR2|R_acidic-H,O=C1C=C2CCC3C=C(Br)C1N23>>O=C1C(Br)=C2[C@H](Br)C[C@H]3C=C(Br)[C@@H]1N23
6,7,none -> R2CH-Br || events:intramolecular_likely,none -> R2CH-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,577,31-119-CAS-128654,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|[] -> R2CH-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | spectators: Alkenyl-Cl|Ar-COR|R_acidic-H,O=C(CC(Cl)=C(Cl)Cl)c1ccccc1>>O=C(c1ccccc1)C(Br)C(Cl)=C(Cl)Cl
6,7,none -> R2CH-Br || events:intramolecular_likely,none -> R2CH-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,609,31-119-CAS-2226320,"Allylic, Benzylic and Vinylic Halogenations",Unknown,high,1.0,unknown_reaction_type,,,|[] -> R2CH-Br | bond_formed: Br-C; Br-C | bond_formed_labeled: Br-C; Br-C | spectators: Alkenyl-COR|R3C-CO2H|R_acidic-H,CC1(C)CC(=O)C2=C(C1)CC1(C)CC(C)(C)CC2(C(=O)O)C1>>CC1(C)C[C@@]2(C(=O)O)C[C@@](C)(C1)[C@H](Br)C1=C2C(=O)[C@H](Br)C(C)(C)C1
7,6,Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,6,31-010-CAS-18158069,Acetal ketal formation,Event:C-O,high,1.0,motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R,|Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR | bond_formed: C-O | bond_formed_labeled: C-O | bond_broken: C-N | spectators: R2CH-OR,CO.CCCC(NC(=O)OC)OC>>CCCC(OC)OC
7,6,Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,11,31-010-CAS-18285385,Acetal ketal formation,Event:C-O,high,1.0,motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R,|Alkyl-N(R)CO2R|CH3-OH -> R2CH-OR | bond_formed: C-O | bond_formed_labeled: C-O | bond_broken: C-N | spectators: R2CH-OR|RCH2-CO2R|R_acidic-H,CO.COC(=O)CCCCC(NC(=O)OC)OC>>COC(=O)CCCCC(OC)OC
