reaction_smiles,reaction_label,spectator_groups
N[C@@H](Cc1ccc(O)cc1)C(=O)O.CO.CC(C)(C)[Si](C)(C)Cl.O=C(O)c1ccccn1>>COC(=O)[C@H](Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1)NC(=O)c1ccccn1,(HeteroAr–C(O)OH + Ar–OH) OR (HeteroAr–C(O)OH + R–NH2) OR (HeteroAr–C(O)OH + R–OH) OR (R–C(O)OH + R–OH) OR (intramolecular R–C(O)OH / Ar–OH) OR (intramolecular R–C(O)OH / R–NH2) →,
O=C(O)c1ccccn1.N[C@H](CO)c1ccccc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OC[C@@H](NC(=O)c1ccccn1)c1ccccc1,(HeteroAr–C(O)OH + R–NH2) OR (HeteroAr–C(O)OH + R–OH) →,
O=C(O)Cc1ccc(O)cc1.CC(C)(C)[Si](C)(C)Cl.COc1ccccc1N>>COc1ccccc1NC(=O)Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1,(R–C(O)OH + Ar–NH2) OR (intramolecular R–C(O)OH / Ar–OH) →,
C[Si](C)(C)Cl.NCC[C@H](O)C(=O)O>>C[Si](C)(C)O[C@H]1CCNC1=O,(intramolecular R–C(O)OH / R–NH2) OR (intramolecular R–C(O)OH / R–OH) →,
CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.C[C@H](NC(=O)OCc1ccccc1)C(=O)O.OCCBr>>C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12,(R–C(O)OH + R–OH) OR (intramolecular R–Br / R–OH) →,
CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.OCCBr>>CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12,(R–C(O)OH + R–OH) OR (intramolecular R–Br / R–OH) →,
CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1.OCCBr>>O=C(N[C@H](C(=O)N[C@@H]1C(=O)N2CCO[C@H]12)c1ccccc1)OCc1ccccc1,(R–C(O)OH + R–OH) OR (intramolecular R–Br / R–OH) →,
COC(C)(C)OC.O=C(O)[C@]1(O)C=CC=C[C@H]1O.Nc1ccccc1>>CC1(C)O[C@@H]2C=CC=C[C@]2(C(=O)Nc2ccccc2)O1,(R–C(O)OH + Ar–NH2) OR (intramolecular R–C(O)OH / R–OH) →,
C=CC[C@H](N)C(=O)O.CI.Cl.O=C(O)c1cccc(-c2ccccn2)n1>>C=CC[C@H](NC(=O)c1cccc(-c2ccccn2)n1)C(=O)OC,(HeteroAr–C(O)OH + R–NH2) OR (R–I + R–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
C=[N+]=[N-].O=C(O)Cn1c(-c2ccccc2)ncc(NC(=O)OCc2ccccc2)c1=O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OC(C)(C)C)c1=O,,
O=C(O)c1cccc(S(=O)(=O)Cl)c1.CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccc(O)cc2)CC1.CN>>CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)c1,(Ar–C(O)OH + Ar–OH) OR (Ar–C(O)OH + R–NH2) OR (Ar–S(O)2Cl + R–NH2) →,
O=C(O)c1cccc(S(=O)(=O)Cl)c1.CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccc(O)cc2)CC1.NC1CC1>>CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccc(OS(=O)(=O)c3cccc(C(=O)NC4CC4)c3)cc2)CC1,(Ar–C(O)OH + Ar–OH) OR (Ar–C(O)OH + R–NH2) OR (Ar–S(O)2Cl + R–NH2) →,
Nc1ccccc1S.O=C(O)CCl>>O=C1CSc2ccccc2N1,C–N substitution + C–S substitution,
O=C(O)c1ccccc1S.CCCC(=O)OCCl.NC(=O)c1ccc(N)cc1>>CCCC(=O)OCSc1ccccc1C(=O)Nc1ccc(C(N)=O)cc1,C–N substitution + C–S substitution,ester; amide
O=C(O)c1ccccc1S.CCCC(=O)OCCl.CN>>CCCC(=O)OCSc1ccccc1C(=O)NC,C–N substitution + C–S substitution,ester
CC(C)(C)OC(=O)NCC(=O)O.NCc1ccccc1.O=C(O)c1ccccc1S.CCCC(=O)OCCl>>CCCC(=O)OCSc1ccccc1C(=O)NCC(=O)NCc1ccccc1,(Ar–C(O)OH + R–NH2) OR (R–C(O)OH + Ar–SH) OR (R–C(O)OH + R–NH2) OR (R–Cl + Ar–SH) OR (R–Cl + R–NH2) OR (intramolecular Ar–C(O)OH / Ar–SH) →,
CC(C)(C)OC(=O)NCC(=O)O.CN(C)CCN.O=C(O)c1ccccc1S.CCCC(=O)OCCl>>CCCC(=O)OCSc1ccccc1C(=O)NCC(=O)NCCN(C)C,(Ar–C(O)OH + R–NH2) OR (R–C(O)OH + Ar–SH) OR (R–C(O)OH + R–NH2) OR (R–Cl + Ar–SH) OR (R–Cl + R–NH2) OR (intramolecular Ar–C(O)OH / Ar–SH) →,
Cl.NCC(N)=O.O=C(O)c1ccccc1S.CCCC(=O)OCCl>>CCCC(=O)OCSc1ccccc1C(=O)NCC(=O)NCC(N)=O,(Ar–C(O)OH + R–NH2) OR (R–Cl + Ar–SH) OR (R–Cl + R–NH2) OR (intramolecular Ar–C(O)OH / Ar–SH) →,
c1ccc2c3c([nH]c2c1)CNCC3.ClCc1ccc(OCc2ccccc2)cc1.O=C(O)c1ccc(O)cc1>>O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,(Ar–C(O)OH + R1R2–NH) OR (Benzyl–Cl + Ar–OH) OR (Benzyl–Cl + R1R2–NH) OR (intramolecular Ar–C(O)OH / Ar–OH) →,
CNCc1ccccc1.COC(=O)c1nc2n(c(=O)c1OC(=O)c1ccccc1)CCCCC2Br.NCc1ccc(F)cc1.CS(=O)(=O)CC(=O)O>>CN(C(=O)CS(C)(=O)=O)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,(Ar–F + R1R2–NH) OR (Benzyl–Br + R1R2–NH) OR (Benzyl–Br + R–NH2) OR (R–C(O)OH + R1R2–NH) OR (R–C(O)OH + R–NH2) OR (intramolecular Ar–F / R–NH2) →,
c1ccc2c3c([nH]c2c1)CNCC3.ClCc1ccc(OCc2ccccc2)cc1.O=C(O)c1ccc(O)cc1>>O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1,(Ar–C(O)OH + R1R2–NH) OR (Benzyl–Cl + Ar–OH) OR (Benzyl–Cl + R1R2–NH) OR (intramolecular Ar–C(O)OH / Ar–OH) →,
BrCc1ccccc1.O=C(O)C(F)(F)F.O=C(c1ccc(Br)nc1)N1CCNCC1.C#CCN1CCCCC1>>O=C(c1ccc2ccc(N3CCCCC3)n2c1)N1CCN(Cc2ccccc2)CC1,(Benzyl–Br + R1R2–NH) OR (HeteroAr–Br + R–C≡C–H) OR (R–C(O)OH + R1R2–NH) OR (intramolecular HeteroAr–Br / R1R2–NH) →,
CNCc1ccccc1.COC(=O)c1nc2n(c(=O)c1OC(=O)c1ccccc1)CCCC2Br.NCc1ccc(F)cc1.CC(=O)O>>CC(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,(Ar–F + R1R2–NH) OR (Benzyl–Br + R1R2–NH) OR (Benzyl–Br + R–NH2) OR (R–C(O)OH + R1R2–NH) OR (R–C(O)OH + R–NH2) OR (intramolecular Ar–F / R–NH2) →,
O=C(O)C=CCBr.Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(C/C=C/C(=O)Nc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,(Alkenyl–C(O)OH + HeteroAr–Ar–NH) OR (Alkenyl–C(O)OH + HeteroAr–NH2) OR (Alkenyl–C(O)OH + R1R2–NH) OR (Allyl–Br + HeteroAr–Ar–NH) OR (Allyl–Br + HeteroAr–NH2) OR (Allyl–Br + R1R2–NH) OR (Ar–Br + R1R2–NH) OR (intramolecular Ar–Br / HeteroAr–Ar–NH) OR (intramolecular Ar–Br / HeteroAr–NH2) →,
O=C(O)CCl.Nc1ccccc1N>>O=C1CNc2ccccc2N1,2 × C–N substitution,
CNCc1ccccc1.COC(=O)c1nc2n(c(=O)c1OC(=O)c1ccccc1)CCCCC2Br.NCc1ccc(F)cc1.CC(=O)O>>CC(=O)N(C)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,(Ar–F + R1R2–NH) OR (Benzyl–Br + R1R2–NH) OR (Benzyl–Br + R–NH2) OR (R–C(O)OH + R1R2–NH) OR (R–C(O)OH + R–NH2) OR (intramolecular Ar–F / R–NH2) →,
O=C(O)c1ccc(CBr)c(C(F)(F)F)c1.Cc1ccc(O)cc1N.CN1CCNCC1>>Cc1ccc(O)cc1NC(=O)c1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1,2 × C–N substitution,phenol; tertiary_amine
C=CCOC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)CCl.CC(C)N.O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1>>CC(C)N1CC(=O)C(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O,(Allyl–Cl + R–NH2) OR (R2C=O + R–NH2) OR (R–C(O)OH + R–NH2) →,
NC(N)=S.NC(Cc1ccccc1)C(=O)O>>O=C1NC(=S)NC1Cc1ccccc1,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
NC(N)=S.CC(N)C(=O)O>>CC1NC(=S)NC1=O,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
NC(N)=S.CCC(N)C(=O)O>>CCC1NC(=S)NC1=O,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
NC(N)=S.CC(C)CC(N)C(=O)O>>CC(C)CC1NC(=S)NC1=O,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
NC(N)=S.CCCCCCC(N)C(=O)O>>CCCCCCC1NC(=S)NC1=O,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
CSCCC(N)C(=O)O.NC(N)=S>>CSCCC1NC(=S)NC1=O,(R–C(O)OH + Alkenyl–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
CC(=O)O.N=CN.COc1cc(N)c(C(=O)O)cc1OC>>COc1cc2[nH]cnc(=O)c2cc1OC,(Ar–C(O)OH + Alkenyl–NH) OR (Ar–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Alkenyl–NH) OR (R–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / Ar–NH2) →,
Nc1cc(F)ccc1C(=O)O.CC(=O)O.N=CN>>O=c1nc[nH]c2cc(F)ccc12,(Ar–C(O)OH + Alkenyl–NH) OR (Ar–C(O)OH + Alkenyl–NH2) OR (Ar–F + Alkenyl–NH) OR (Ar–F + Alkenyl–NH2) OR (R–C(O)OH + Alkenyl–NH) OR (R–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / Ar–NH2) OR (intramolecular Ar–F / Ar–NH2) →,
CC(=O)O.N=CN.Nc1ccc(Br)cc1C(=O)O>>O=c1nc[nH]c2ccc(Br)cc12,(Ar–Br + Alkenyl–NH) OR (Ar–Br + Alkenyl–NH2) OR (Ar–C(O)OH + Alkenyl–NH) OR (Ar–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Alkenyl–NH) OR (R–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–Br / Ar–NH2) OR (intramolecular Ar–C(O)OH / Ar–NH2) →,
CC(=O)O.N=CN.Nc1ccc(Br)cc1C(=O)O>>O=c1nc[nH]c2ccc(Br)cc12,(Ar–Br + Alkenyl–NH) OR (Ar–Br + Alkenyl–NH2) OR (Ar–C(O)OH + Alkenyl–NH) OR (Ar–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Alkenyl–NH) OR (R–C(O)OH + Alkenyl–NH2) OR (R–C(O)OH + Ar–NH2) OR (intramolecular Ar–Br / Ar–NH2) OR (intramolecular Ar–C(O)OH / Ar–NH2) →,
Cc1cc(Br)c[nH]c1=O.O=C(O)C(F)(Cl)Cl.[Na].CCCO.[C-]#[O+]>>CCCOC(=O)c1cc(C)c(=O)n(C(F)F)c1,(Allyl–Cl + R–OH) OR (HeteroAr–Br + R–OH) OR (R–C(O)OH + R–OH) OR (intramolecular HeteroAr–Br / AromN–H) →,
NC(=O)CC[C@H](N)C(=O)O.O=C(CBr)OCc1ccccc1.CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CN(C)CCN>>CN(C)CCNC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O.Cl,(Allyl–Br + R–NH2) OR (R–C(O)OH + R–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
CI.C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)O.COC(=O)[C@@H](N)Cc1ccccc1.Cl>>C#CC[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)N(C)C(=O)OC(C)(C)C,(R–C(O)OH + R–NH2) OR (R–I + R–NH2) →,
C[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC(C)(C)OC(=O)N1CCNCC1>>C[C@H](N=[N+]=[N-])C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,R–C(O)OH + R1R2–NH →,
CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)NCCCC[C@H](N=[N+]=[N-])C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,R–C(O)OH + R1R2–NH →,
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(C(=O)[C@H](Cc2ccc(O)cc2)N=[N+]=[N-])CC1,(R–C(O)OH + R1R2–NH) OR (intramolecular R–C(O)OH / Ar–OH) →,
NCCCOCCOCCOCCCN.Cc1ccc(SCC(CSc2ccc(C)cc2)C(=O)c2ccc(C(=O)O)cc2)cc1>>Cc1ccc(SCC(CSc2ccc(C)cc2)C(=O)c2ccc(C(=O)NCCCOCCOCCOCCCN=[N+]=[N-])cc2)cc1,(Ar–C(O)OH + R–NH2) OR (R2C=O + R–NH2) →,
C[C@@H](O)[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC(C)(C)OC(=O)N1CCNCC1>>C[C@@H](O)[C@H](N=[N+]=[N-])C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,(R–C(O)OH + R1R2–NH) OR (intramolecular R–C(O)OH / R–OH) →,
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)[C@H](N=[N+]=[N-])C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,R–C(O)OH + R1R2–NH →,
O=C(O)c1cccc(CO)c1.CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1N>>CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1NC(=O)c1cccc(CCl)c1,(Ar–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / R–OH) →,
O=C(O)c1ccc(CO)cc1.CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1N>>CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CCl)cc1,(Ar–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / R–OH) →,
O=C(O)c1cccc(CO)c1.CC(C)(C)OC(=O)Nc1ccccc1N>>CC(C)(C)OC(=O)Nc1ccccc1NC(=O)c1cccc(CCl)c1,(Ar–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / R–OH) →,
O=C(O)c1ccc(CO)cc1.CC(C)(C)OC(=O)Nc1ccccc1N>>CC(C)(C)OC(=O)Nc1ccccc1NC(=O)c1ccc(CCl)cc1,(Ar–C(O)OH + Ar–NH2) OR (intramolecular Ar–C(O)OH / R–OH) →,
O=C(N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OCc1ccccc1>>N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C–N bond cleavage; H gain at N + C–O bond cleavage; H gain at O,
C=C(C)c1cc(C(=O)O)c(OCc2ccccc2)cc1OCc1ccccc1.CN1CCC(O)(c2ccc3c(c2)CNC3)CC1>>CC(C)c1cc(C(=O)N2Cc3ccc(C4(O)CCN(C)CC4)cc3C2)c(O)cc1O,(Ar–C(O)OH + R1R2–NH) OR (Ar–C(O)OH + R–OH) →,
COc1cc2[nH]c(C(=O)N3C[C@@H](CCl)c4c3cc(OCc3ccccc3)c3[nH]c(C(=O)O)cc43)cc2cc1O>>COc1cc2[nH]c(C(=O)N3C[C@@H](CCl)c4c3cc(O)c3[nH]c(C(=O)O)cc43)cc2cc1O,C–O bond cleavage; H gain at O,
O=C(O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCOCc1ccccc1)OCc1ccccc1)OCc1ccccc1>>O=C(O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCO,,
Cn1c(=O)c(N)c(N)n(-c2cccc(F)c2)c1=O.Cc1c2c(c(C(=O)O)c(C)c1OCc1ccccc1)OC(C)(C)C2>>Cc1c(O)c(C)c(C(=O)Nc2c(N)n(-c3cccc(F)c3)c(=O)n(C)c2=O)c2c1CC(C)(C)O2,(Ar–C(O)OH + HeteroAr–NH2) OR (intramolecular Ar–F / HeteroAr–NH2) →,
COc1cc(OC)c(Cl)cc1N.O=C(O)C1(c2ccc3ccccc3c2)CCC1>>O=C(Nc1cc(Cl)c(O)cc1O)C1(c2ccc3ccccc3c2)CCC1,(R–C(O)OH + Ar–NH2) OR (intramolecular Ar–Cl / Ar–NH2) →,
C=C(C)c1cc(C(=O)N2Cc3ccc(NC4CCN(C)CC4)cc3C2)c(OCc2ccccc2)cc1OCc1ccccc1.CC(=O)O>>CC(C)c1cc(C(=O)N2Cc3ccc(NC4CCN(C)CC4)cc3C2)c(O)cc1O,R–C(O)OH + Ar–NH–R →,
COc1cc2cc(C(=O)N3C[C@@H](CCl)c4c3cc(OCc3ccccc3)c3[nH]c(C(=O)O)cc43)[nH]c2cc1O>>COc1cc2cc(C(=O)N3C[C@@H](CCl)c4c3cc(O)c3[nH]c(C(=O)O)cc43)[nH]c2cc1O,C–O bond cleavage; H gain at O,
CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](OCc2ccccc2)C[C@H]1C(=O)O)[C@@H](C)O>>CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)O)[C@@H](C)O,C–O bond cleavage; H gain at O,
O=C(O)c1cc2c3c(cc(OCc4ccccc4)c2[nH]1)N(C(=O)c1cc2ccccc2[nH]1)C[C@H]3CCl>>O=C(O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)c1cc2ccccc2[nH]1)C[C@H]3CCl,C–O bond cleavage; H gain at O,
COc1cc(OC)c(Cl)cc1N.O=C(O)C1(c2c(C(F)(F)F)cccc2C(F)(F)F)CCC1>>O=C(Nc1cc(Cl)c(O)cc1O)C1(c2c(C(F)(F)F)cccc2C(F)(F)F)CCC1,(R–C(O)OH + Ar–NH2) OR (intramolecular Ar–Cl / Ar–NH2) →,
Cc1c2c(c(C(=O)O)c(C)c1OCc1ccccc1)OC(C)(C)C2.Cc1cccc(-n2c(N)c(N)c(=O)n(C)c2=O)c1C>>Cc1cccc(-n2c(N)c(NC(=O)c3c(C)c(O)c(C)c4c3OC(C)(C)C4)c(=O)n(C)c2=O)c1C,Ar–C(O)OH + HeteroAr–NH2 →,
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCC(=O)O)OCc1ccccc1)OCc1ccccc1)OCc1ccccc1>>CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC(=O)O,3 × C–O bond cleavage; H gain at O,
Cc1c2c(c(C(=O)O)c(C)c1OCc1ccccc1)OC(C)(C)C2.Cc1ccc(-n2c(N)c(N)c(=O)n(C)c2=O)cc1C>>Cc1ccc(-n2c(N)c(NC(=O)c3c(C)c(O)c(C)c4c3OC(C)(C)C4)c(=O)n(C)c2=O)cc1C,Ar–C(O)OH + HeteroAr–NH2 →,
